 4396 ; Бона иностранная ;  ;  ;  ;  ; 51 ; хъ0 ; 53 
 530 ; Монета средневековая ;  ;  ; Ag ; F+ ; 22 ; raise ; 38 
 531 ; "бань лян", гладкий. Китай, Западная Хань. D-35мм ; 206-25 до н.э. ;  ; Br ; F ; 12 ; Slava O ; 509 
 532 ; 1 цянь "кайюань тунбао" иероглиф 12ч. Почерк лишу. Китай, Тан. D-24,5мм ; 618-907 ;  ; Br ; F+ ; 33 ; Slava O ; 102 
 533 ; 1 цянь "цзинъю юаньбао", глакий. Почерк чжэньшу. Китай, Северная Сун. D-25,5мм ; 1034-1037 ;  ; Br ; F-VF ; 31 ; Slava O ; 71 
 534 ; 1 цянь "цзинъю юаньбао", глакий. Почерк сяочжуань. Китай, Северная Сун. D-25,5мм ; 1034-1037 ;  ; Br ; VF- ; 28 ; Slava O ; 181 
 535 ; 3 цяня "чжэнхэ тунбао", гладкий. Почерк лишу. Китай, Северная Сун. D-30мм ; 1111-1117 ;  ; Br ; VF- ; 48 ; Slava O ; 296 
 536 ; 3 цяня "чжэнхэ тунбао", гладкий. Почерк сяочжуань. Китай, Северная Сун. D-30мм ; 1111-1117 ;  ; Br ; F-VF ; 25 ; Slava O ; 181 
 537 ; 1 цянь "цяньдао юаньбао", гладкий. Китай, Южная Сун. D-24мм ; 1165-1174 ;  ; Fe ; F+ ; 22 ; kotyamoi ; 153 
 538 ; 3 цяня "шаосин тунбао", гладкий. Почерк чжэньшу. Китай, Южная Сун. D-29мм ; 1131-1162 ;  ; Br ; F-VF ; 25 ; Slava O ; 225 
 539 ; 2 цяня "чуньси юаньбао" "тун ши сы". Китай, Южная Сун. D-28мм ; 1174-1189 ;  ; Fe ; F+ ; 19 ; kotyamoi ; 346 
 540 ; 2 цяня "цзядин тунбао" "тун юань". Китай, Южная Сун. D-28,5мм ; 1208-1224 ;  ; Fe ; F+ ; 8 ; kotyamoi ; 346 
 541 ; 3 цяня "цзядин цюаньбао" "сань" 12ч. Почерк чжэньшу. Китай, Южная Сун. D-34,5мм ; 1208-1224 ;  ; Fe ; F ; 25 ; S1952 ; 116 
 542 ; 1 цянь "чунчжэн тунбао" "цзян". Китай, Мин. D-23,5мм ; 1628-1643 ;  ; Br ; F-VF ; 59 ; Гордиан ; 244 
 543 ; 1 цянь "лиюн тунбао" "ли" 3ч. Китай, Восстания XVII века. D-26мм ; 1646 ;  ; Br ; F-VF ; 29 ; чусер ; 168 
 544 ; 1 цянь "шуньчжи тунбао" "чан" 3ч. Провинция Хубэй (Учан). Китай, Цин. D-25мм ; 1644-1661 ;  ; Br ; VF- ; 11 ; Гордиан ; 285 
 545 ; 1 цянь "шуньчжи тунбао" "чжэ" 3ч. Провинция Чжэцзян (Ханьчжоу). Китай, Цин. D-25,5мм ; 1644-1661 ;  ; Br ; F-VF ; 17 ; Slava O ; 283 
 546 ; 1 цянь "цяньлун тунбао" "боо циовань". Министерство финансов. Китай, Цин. D-23,5мм ; 1736-1795 ;  ; Br ; VF- ; 13 ; Slava O ; 102 
 547 ; 1 цянь "цяньлун тунбао" "боо у". Провинция Хубэй (Учан). Китай, Цин. D-25мм ; 1736-1795 ;  ; Br ; F-VF ; 45 ; Slava O ; 235 
 548 ; 100 цяней "сяньфэн юаньбао" "боо у дан бай". Провинция Хубэй (Учан). Китай, Цин. D-55мм. М-48гр ; 1851-1861 ;  ; Br ; VF- ; 27 ; чусер ; 1989 
 549 ; 10 цяней "сяньфэн чжунбао" "боо гун дан ши". Провинция Ганьсу (Гунчан). Китай, Цин. D-33мм. М-11гр ; 1851-1861 ;  ; Br ; F-VF ; 53 ; чусер ; 795 
 550 ; 2 муна "чанпин тунбао" "чжэнь эр". Сеульское управление благотворительности. Корея. D-30мм ; 1679 ;  ; Br ; VF- ; 19 ; andr86 ; 132 
 551 ; 1 мун "чанпин тунбао" "ху чжоу эр чэн". Министерство финансов. Корея. D-23,5мм ; 1814 ;  ; Br ; F-VF ; 3 ; andr86 ; 71 
 552 ; 1 мун "чанпин тунбао" "гун ши". Управление горной Кьённичон. Корея. D-25,5мм ; 1830 ;  ; Br ; VF- ; 17 ; Гордиан ; 153 
 553 ; Лот монет Польши и Риги: солид (3шт) ; 17 век ;  ; Ag ; F/F+ ; 1 ; Mike! ; 142 
 554 ; Лот монет Крымское ханство, Селамед Гирей II (2шт): Бешлык ; 1152-1156г.х. ;  ; Ag ; F-VF ; 36 ; droopy ; 412 
 555 ; Лот монет Крымское ханство, Мухаммед Гирей IV (2шт): Акче ; 1051-1054г.х. ;  ; Ag ; F-VF ; 25 ; droopy ; 108 
 556 ; Лот монет Крымское ханство, Селим Гирей II(2шт): Бешлык ; 1156-1161г.х. ;  ; Ag ; F-VF ; 20 ; droopy ; 306 
 557 ; Лот монет Крымское ханство, Каплан Гирей I (2шт): Бешлык ; 1143-1149г.х. ;  ; Ag ; F-VF ; 7 ; droopy ; 114 
 558 ; Лот монет Крымское ханство, Менгли Гирей II(2шт): Бешлык ; 1150-1152г.х. ;  ; Ag ; F-VF ; 21 ; droopy ; 541 
 559 ; Лот монет Крымское ханство, Фетч Гирей II(2шт): Бешлык ; 1149-1150г.х. ;  ; Ag ; F-VF ; 8 ; droopy ; 120 
 560 ; Лот монет Крымское ханство, Менгли Гирей (2шт): Акче ; 873-921г.х. ;  ; Ag ; F-VF ; 16 ; droopy ; 499 
 561 ; Лот монет Крымское ханство, Сахиб Гирей I (2шт): Акче ; 939-957г.х. ;  ; Ag ; F-VF ; 32 ; droopy ; 695 
 562 ; Лот монет Золотой Орды, Токтамыш (2шт) ; 782-801г.х. ;  ; Ag ; F-VF ; 30 ; droopy ; 724 
 563 ; Лот монет Крыма, Каффа (2шт): Аспр татаро-гинуезский ; XIV в ;  ; Ag ; F+ ; 36 ; Dahan ; 325 
 564 ; Лот монет Византии (2шт): пентамумия ; 5-6 вв ;  ; Cu ; F ; 35 ; smel ; 316 
 565 ; Лот монет Ольвии (2шт): монета-дельфин (1/25 обола) ; V-IV вв до н.э. ;  ; Cu ; F ; 15 ; alex1974 ; 298 
 566 ; Лот монет Ольвии (2шт): монета-дельфин (1/25 обола) ; V-IV вв до н.э. ;  ; Cu ; F ; 16 ; raise ; 235 
 576 ; Жетон. На коронацию Александра III. D-25мм ; 1883 ;  ; Br ; VF ; 80 ; andr86 ; 918 
 577 ; Жетон. В память войны 1914-1916гг ; 1914-1916 ;  ; Br ; VF+ ; 17 ; andr86 ; 1275 
 466 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 43 ; Vibel ; 42 
 467 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 45 ; kolhis ; 55 
 468 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 42 ; Vibel ; 42 
 469 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 12 ; Vibel ; 36 
 470 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; фёкла ; 36 
 471 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 22 ; kolhis ; 42 
 472 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; Vibel ; 29 
 473 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 20 ; Vibel ; 21 
 474 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; VF- ; 21 ; raise ; 25 
 475 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 73 ; ur_adamov ; 350 
 476 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 84 ; генадич ; 128 
 477 ; Копейка. Иван IV Васильевич (Грозный) ; 1533-1584 ;  ; Ag ; F-VF ; 18 ; zoom30 ; 53 
 478 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 16 ; buben ; 20 
 479 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 30 ; 384020 ; 59 
 480 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 25 ; koga ; 84 
 481 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 53 ; vc57 ; 99 
 482 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 27 ; koga ; 66 
 483 ; Денга. Утеряна часть монеты ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 7 ; alskr ; 26 
 484 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 18 ; Sterh ; 19 
 485 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 20 ; Sterh ; 21 
 486 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; ur_adamov ; 45 
 487 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 16 ; Vibel ; 21 
 488 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; Sterh ; 21 
 489 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 34 ; 384020 ; 166 
 490 ; Монета средневековая. Золотая Орда, хан Узбек. С надчеканом ; 712-741г.х. ;  ; Ag ; F-VF ; 41 ; raise ; 255 
 491 ; Монета средневековая. Крымское ханство, Мурад Гирей ; 1089-1094г.х. ;  ; Ag ; F-VF ; 34 ; гриша ; 68 
 492 ; Монета средневековая. Золотая Орда, хан Узбек. Крымский чекан ; 720 г.х. ;  ; Ag ; F-VF ; 28 ; raise ; 334 
 493 ; Монета средневековая. Золотая Орда,Крым,  хан Токта ; 689-712г.х. ;  ; Ag ; F-VF ; 21 ; murka1973 ; 207 
 494 ; Пул, Золотая Орда, хан Джанибек ; 1350 ;  ; Cu ; VG ; 10 ; 555650 ; 15 
 495 ; Пул, Золотая Орда, хан Джанибек ; 1340 ;  ; Cu ; VG ; 9 ; raise ; 18 
 499 ; Драхма. Греция. Филипп II. М-6,14г ; 359-336 гг до нэ ;  ; Br ; VF- ; 29 ; raise ; 568 
 500 ; 1/25 обола (монета-дельфин). Ольвия. М-1,58г ; 5-4 век до нэ ;  ; Cu ; F ; 35 ; Буратино ; 327 
 501 ; 1/25 обола (монета-дельфин). Ольвия. М-1,11г ; 5-4 век до нэ ;  ; Cu ; F ; 42 ; 100924 ; 355 
 502 ; 1/25 обола (монета-дельфин). Ольвия. М-1,55г ; 5-4 век до нэ ;  ; Cu ; F ; 29 ; raise ; 82 
 503 ; Дихалк. Пантикапей. Шапки Диоскуров. М-1,68г ; 130-125 гг до нэ ;  ; Cu ; F-VF ; 37 ; mamont ; 311 
 504 ; Дихалк. Пантикапей. Шапки Диоскуров. М-2,35г ; 130-125 гг до нэ ;  ; Cu ; VF- ; 50 ; eres ; 172 
 505 ; Обол. Пантикапей. М-2,62г ; 150-140 гг до нэ ;  ; Cu ; F-VF ; 24 ; eres ; 75 
 506 ; Обол. Пантикапей. М-2,45г ; 150-140 гг до нэ ;  ; Cu ; F-VF ; 16 ; грос79 ; 24 
 507 ; Дихалк. Пантикапей. Триножник. М-2,02г ; 90-80 гг до нэ ;  ; Cu ; F ; 6 ; asparagus ; 34 
 508 ; Дихалк. Херсонес ; 320-310 гг до н.э. ;  ; Cu ; F ; 83 ; klaid ; 1183 
 509 ; Монета. Пантикапей. М-5,89г ; 275-245гг до нэ ;  ; Cu ; F+ ; 5 ; eres ; 459 
 510 ; Монета-дельфин. (1/25 обола). Ольвия ; V-IV вв до н.э. ;  ; Cu ; F ; 13 ; Исаак-Б ; 306 
 511 ; Талер. Саксония. На смерть императора Маттиаса. М-27,78гр ; 1619 ;  ; Ag ; F-VF ; 79 ; Leon17 ; 19149 
 512 ; Талер. Брауншвейг-Вольфенбюттель. М-28,62г ; 1647 ;  ; Ag ; VF- ; 86 ; чусер ; 7933 
 513 ; 2 марки. Швеция. М-10,36г ; 1694 ;  ; Ag ; VF-XF ; 41 ; чусер ; 5785 
 514 ; Hardi d`argent. Британская территория во Франции. Аквитания. Ричард Львиное Сердце (1377-1399гг). М-1,21г ; ND ;  ; Ag ; F-VF ; 66 ; capraz ; 4426 
 515 ; 80 рейс (тостао). Португалия. Мон двор Порто. Иоанн (Жоао) III. М-4,6г ; ND ;  ; Ag ; F-VF ; 50 ; capraz ; 1583 
 516 ; 6 грошей. Пруссия ; 1666АТ ;  ; Ag ; F+ ; 88 ; ветер ; 210 
 517 ; Полторак. Польша, Сигизмунд III ; 1625 ;  ; Ag ; F-VF ; 34 ; aldor ; 183 
 518 ; Полторак. Польша. Деформация ; 1623 ;  ; Ag ; F ; 100 ; aldor ; 184 
 407 ; Лот монет России (6шт): денга ; 1731-1798 ;  ; Cu ; F/F-VF ; 50 ; gor ; 1836 
 408 ; Лот монет России (6шт): 10к, 2к ; 1801-1911 ;  ; Ag,Cu ; VG/F-VF ; 45 ; yury64 ; 488 
 409 ; Лот монет России: 5,2 коп (2шт) ; 1797,1835 ;  ; Cu ; VF/F ; 33 ; dnk8 ; 261 
 410 ; Лот монет России: 1 коп (5шт) ; 1878-1895 ;  ; Cu ; F/F+ ; 43 ; greco ; 105 
 411 ; Лот монет России (2шт): 2к,1к ; 1798,1810 ;  ; Cu ; F-VF ; 29 ; BVN-2 ; 128 
 412 ; Лот монет России (2шт): 2 копейки ; 1797,1801 ;  ; Cu ; F-VF ; 9 ; kolhis ; 204 
 413 ; Лот монет России (3шт): 2к,1к,полушка ; 1797,1798,1801 ;  ; Cu ; F+/F ; 37 ; КУПАРОС ; 567 
 414 ; Лот монет России (2шт): 2к,1к ; 1811,1829 ;  ; Cu ; F ; 10 ; raise ; 34 
 415 ; Лот монет России (10шт): 2к,1к, денга, полушка ; 1735-1915 ;  ; Cu ; F/VG ; 18 ; Rjn ; 160 
 416 ; Лот монет России: 2 коп (6шт) ; 1811-1814 ;  ; Cu ; VG/F ; 5 ; buben ; 32 
 417 ; Лот монет России: 2 коп (6шт) ; 1763-1812 ;  ; Cu ; F+ ; 25 ; Lotus 99 ; 453 
 418 ; Лот монет России (4шт): 5к,2к ; 1758-1776 ;  ; Cu ; F ; 24 ; double ; 138 
 419 ; Лот монет России (10шт):5к,2к,1к ; 1798-1869 ;  ; Cu ; VG/F ; 41 ; greco ; 255 
 420 ; Лот монет России: 2 коп (6шт) ; 1811-1814 ;  ; Cu ; F ; 34 ; keha74 ; 35 
 421 ; Лот монет России (2шт): 2к,денежка ; 1810,1855 ;  ; Cu ; F+ ; 36 ; alek99 ; 245 
 422 ; Лот монет России (4шт): 1/2 копейки ; 1899-1913 ;  ; Cu ; F+ ; 41 ; alex66 ; 182 
 423 ; Лот монет России (4шт): 1/2к,1/4к ; 1840,1842 ;  ; Cu ; F ; 39 ; keha74 ; 164 
 424 ; Лот монет России (2шт): денга, денежка ; 1736,1851 ;  ; Cu ; F/F-VF ; 41 ; dimon46 ; 327 
 425 ; Лот монет России (3шт): денга, полушка ; 1770,1798,1788 ;  ; Cu ; VG/F ; 15 ; greco ; 214 
 426 ; Лот монет России (4шт): 1 копейка ; 1871-1911 ;  ; Cu ; F ; 22 ; double ; 128 
 427 ; Лот монет России (4шт): 1/2 копейки ; 1840-1899 ;  ; Cu ; VF-/F ; 26 ; Sergant ; 242 
 428 ; Лот монет России (4шт): 1/4 копейки, полушка ; 1731-1859 ;  ; Cu ; F/F-VF ; 11 ; greco ; 207 
 429 ; Лот монет России (3шт): 1/2 копейки ; 1885,1899,1908 ;  ; Cu ; F ; 30 ; Vibel ; 140 
 430 ; Лот монет России: 3,2 коп, денежка,1/2 коп, полушка (6шт) ; 1768-1909 ;  ; Cu ; F ; 28 ; alex995 ; 35 
 431 ; Лот монет России: 1 коп (5шт) ; 1853-1860 ;  ; Cu ; F/F+ ; 10 ; astax88 ; 38 
 432 ; Лот монет России (5шт): 2 копейки ; 1908-1915 ;  ; Cu ; F-VF/F+ ; 20 ; BVN-2 ; 71 
 433 ; Лот монет России (4шт): 2 копейки ; 1894-1914 ;  ; Cu ; F/F+ ; 42 ; keha74 ; 41 
 434 ; Лот монет России (3шт): 2к,1к ; 1798,1800,1801 ;  ; Cu ; F+/F ; 40 ; грос79 ; 192 
 435 ; Лот монет России (3шт): 3 копейки ; 1913,1914,1915 ;  ; Cu ; VF- ; 15 ; джон007 ; 105 
 436 ; Лот монет России: 1 коп (4шт) ; 1840-1844 ;  ; Cu ; F+ ; 81 ; kotok ; 111 
 437 ; Лот монет России (6шт): 1 копейка ; 1789-1897 ;  ; Cu ; F/F+ ; 33 ; кошак ; 286 
 438 ; Лот монет России: 1 коп (8шт) ; 1870-1916 ;  ; Cu ; F/F-VF ; 68 ; BVN-2 ; 153 
 439 ; Лот монет России: 1 коп (8шт) ; 1893-1914 ;  ; Cu ; VG/F ; 51 ; фёкла ; 53 
 440 ; Лот монет России: 1 коп, денга (5шт) ; 1735-1799 ;  ; Cu ; VG/F ; 18 ; keha74 ; 33 
 441 ; Лот монет России (3шт): 2к,1к ; 1799,1801 ;  ; Cu ; F+/F ; 6 ; MAGGMA ; 53 
 442 ; Лот монет России (5шт): денга ; 1730-1751 ;  ; Cu ; F/F-VF ; 71 ; BVN-2 ; 181 
 443 ; Лот монет России (5шт): 2 копейки ; 1875-1911 ;  ; Cu ; F ; 38 ; BVN-2 ; 87 
 444 ; Лот монет России (4шт): 1 копейка ; 1758-1796 ;  ; Cu ; F+/F ; 31 ; greco ; 288 
 445 ; Лот монет России (4шт): 2к,1к,1/4к ; 1840,1841,1842 ;  ; Cu ; VG/F ; 27 ; Vova6074 ; 91 
 446 ; Лот монет России (5шт): денга ; 1730-1749 ;  ; Cu ; VG/F+ ; 43 ; keha74 ; 117 
 447 ; Лот монет России: 3,2,1,1/2 коп (5шт) ; 1902-1915 ;  ; Cu ; F/F-VF ; 45 ; monge ; 200 
 457 ; Танга ; XV в ; Великое Княжество Рязанское ; Ag ; VF ; 57 ; raise ; 2195 
 458 ; Денга. Василий Дмитриевич. С Коломенским надчеканом. Деформация ; 1389-1425 ;  ; Ag ; F-VF ; 76 ; raise ; 810 
 459 ; Денга. Князь Семен Владимирович ; 1410-1426 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 55 ; cochu ; 885 
 460 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 20 ; raise ; 204 
 461 ; Денга. Трещина ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 75 ; mysha78 ; 333 
 462 ; Русское подражание дирхему Золотой Орды. Деформация ;  ;  ; Ag ; F-VF ; 63 ; himak ; 3997 
 463 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 48 ; mamont ; 263 
 464 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 29 ; kolhis ; 44 
 465 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 20 ; Vibel ; 21 
 357 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; F+ ; 23 ; Vova6074 ; 159 
 358 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF/AU ; 58 ; Alexei ; 197 
 359 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 64 ; Злой 2 ; 149 
 360 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 45 ; oleg_055 ; 208 
 361 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 32 ; taigist ; 83 
 362 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 57 ; ssstri ; 65 
 363 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 3 ; asparagus ; 68 
 364 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 38 ; Vova6074 ; 132 
 365 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 44 ; Vova6074 ; 91 
 366 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF ; 73 ; Alexei ; 251 
 367 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 46 ; Alexei ; 214 
 368 ; 1/2 копейки ; 1915 ;  ; Cu ; F ; 23 ; Vova6074 ; 92 
 369 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 15 ; КУПАРОС ; 15 
 370 ; Полушка ; 1736? ; Орёл 1730 г. ; Cu ; F-VF ; 35 ; vvr ; 107 
 371 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 96 ; SergeyAnatoljevich ; 824 
 372 ; Полушка ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 56 ; Недорого ; 521 
 373 ; Полушка ; 1779 ; КМ "Сибирь" ; Cu ; F+ ; 42 ; Недорого ; 513 
 374 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF-XF ; 80 ; кве ; 906 
 375 ; Полушка ; 1855 ; ЕМ ; Cu ; F+ ; 16 ; якши37 ; 300 
 376 ; 1/4 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 28 ; krut0803 ; 1678 
 377 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF- ; 67 ; kotok ; 502 
 378 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 141 ; andreyM ; 529 
 379 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 19 ; кошак ; 1530 
 380 ; 3 копейки "Оккупация" ; 1916A ;  ; Fe ; VF ; 54 ; грос79 ; 329 
 381 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; VF ; 13 ; Mike! ; 614 
 382 ; 3 копейки "Оккупация" ; 1916J ;  ; Fe ; VF ; 46 ; kotok ; 378 
 383 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 35 ; грос79 ; 303 
 384 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; F-VF ; 2 ; Mike! ; 523 
 385 ; Мангир. Крым. Шахин-Гирей ; 1191лх(1777) ;  ; Cu ; VF ; 84 ; himak ; 1223 
 386 ; Бисти ; 1805 ; Грузия ; Cu ; F-VF ; 114 ; double ; 4794 
 387 ; 1 грош ; 1836 ; MW Рус.-Пол. ; Cu ; VF- ; 42 ; antiquar ; 1020 
 388 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 23 ; Vova6074 ; 223 
 389 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 15 ; Vova6074 ; 201 
 390 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF+ ; 40 ; double ; 370 
 391 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 33 ; jagger ; 126 
 392 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 16 ; Vibel ; 115 
 393 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 16 ; Vibel ; 126 
 394 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF ; 59 ; droopy ; 194 
 395 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF ; 29 ; bv812 ; 102 
 396 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 5 ; Vibel ; 95 
 397 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF ; 11 ; bv812 ; 102 
 398 ; Лот монет России: 2 коп (5шт) ; 1757-1764 ;  ; Cu ; F+ ; 38 ; double ; 793 
 399 ; Лот монет России (4шт): 5к,3к,2к ; 1810-е-1841 ;  ; Cu ; F-VF/F ; 35 ; double ; 408 
 400 ; Лот монет России: 1 коп (9шт) ; 1898-1914 ;  ; Cu ; VG/F ; 25 ; keha74 ; 129 
 401 ; Лот монет России: 2 коп (7шт) ; 1879-1913 ;  ; Cu ; F/F+ ; 80 ; BVN-2 ; 139 
 402 ; Лот монет России: 2 коп (5шт) ; 1870-1911 ;  ; Cu ; VG/VF- ; 78 ; 13 ; 201 
 403 ; Лот монет России: денга, 1/2,1/4 коп, денежка (9шт) ; 1795-1858 ;  ; Cu ; F/F+ ; 34 ; yury64 ; 588 
 404 ; Лот монет России (5шт): 3к,2к,1к ; 1853-1861 ;  ; Cu ; F/VG ; 21 ; MAGGMA ; 134 
 405 ; Лот монет России (5шт): денга ; 1737-1749 ;  ; Cu ; F/F+ ; 52 ; КУПАРОС ; 169 
 406 ; Лот монет России: 2 коп (5шт) ; 1868-1914 ;  ; Cu ; VG/VF- ; 20 ; bob_tauranga ; 78 
 307 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 75 ; Сакович ; 101 
 308 ; Копейка ; 1801 ; ЕМ ; Cu ; VF+ ; 36 ; arseniev ; 257 
 309 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F ; 36 ; asparagus ; 112 
 310 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F ; 62 ; viktor ; 363 
 311 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 41 ; Сакович ; 42 
 312 ; Копейка ; 1840 ; СПМ ; Cu ; F-VF ; 71 ; sikachai ; 357 
 313 ; Копейка ; 1842 ; ЕМ ; Cu ; F ; 24 ; raise ; 22 
 314 ; Копейка ; 1842 ; СПМ ; Cu ; F-VF ; 39 ; грос79 ; 39 
 315 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 35 ; BVN-2 ; 126 
 316 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; F+ ; 40 ; якши37 ; 108 
 317 ; Копейка ; 1870 ; ЕМ ; Cu ; VF+ ; 57 ; Кеша ; 1041 
 318 ; Копейка ; 1878 ; СПБ ; Cu ; VF-XF ; 22 ; gri 1971 ; 1361 
 319 ; Копейка ; 1883 ; СПБ ; Cu ; VF- ; 39 ; Anatolij1947 ; 121 
 320 ; Копейка ; 1885 ; СПБ ; Cu ; F ; 12 ; BVN-2 ; 105 
 321 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 17 ; QQXA ; 20 
 322 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 13 ; ps16 ; 19 
 323 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 25 ; Anatolij1947 ; 125 
 324 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 8 ; buben ; 20 
 325 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 26 ; MAGGMA ; 32 
 326 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 56 ; olga42 ; 81 
 327 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 46 ; don-juras ; 46 
 328 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 37 ; Hauk ; 37 
 329 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 30 ; SANGOLD1 ; 31 
 330 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 12 ; Vova6074 ; 116 
 331 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 19 ; Vova6074 ; 41 
 332 ; Копейка ; 1915 ;  ; Cu ; AU ; 5 ; bv812 ; 51 
 333 ; Копейка ; 1916 ;  ; Cu ; VF-XF ; 43 ; bv812 ; 79 
 334 ; Денга ; 1707 ;  ; Cu ; F+ ; 40 ; арбат ; 1003 
 335 ; Денга ; 1735 ;  ; Cu ; VF- ; 29 ; QQXA ; 57 
 336 ; Денга ; 1737 ;  ; Cu ; VF+ ; 86 ; oleg_055 ; 131 
 337 ; Денга ; 1737 ;  ; Cu ; VF- ; 12 ; QQXA ; 53 
