 5942 ; Лот бон (2 шт). Коста-Рика ;  ;  ;  ;  ; 11 ; alkona ; 90 
 703 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 133 
 704 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 31 ; Jauho ; 209 
 705 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 21 ; rirosrob ; 236 
 606 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 13 ; RemTro ; 746 
 607 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF-XF ; 27 ; ct200h ; 469 
 608 ; 1 копейка "окуупация" ; 1916A ;  ; Fe ; VF- ; 27 ; Mike! ; 510 
 609 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF- ; 10 ; razum0610 ; 510 
 610 ; 1 копейка "окуупация" ; 1916J ;  ; Fe ; F ; 19 ; Mike! ; 510 
 611 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; F-VF ; 52 ; konstantin1988 ; 4000 
 612 ; 1 грош ; 1816 ; IB Польша ; Cu ; F+ ; 16 ; Илья Владимирович ; 878 
 613 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 39 ; Dentum ; 414 
 614 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 27 ; kotok ; 201 
 615 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF- ; 26 ; Dentum ; 255 
 616 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF- ; 20 ; Dentum ; 255 
 617 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 13 ; happy ; 141 
 618 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 11 ; Dentum ; 408 
 619 ; 10 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 55 ; MUPS ; 3464 
 620 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 18 ; Dentum ; 286 
 621 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 14 ; Dentum ; 300 
 622 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 15 ; Dentum ; 255 
 623 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 24 ; Micros ; 270 
 624 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 62 ; Baikal ; 132 
 625 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 29 ; Dentum ; 357 
 626 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF-XF ; 21 ; ауща ; 775 
 627 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F ; 16 ; Mike! ; 177 
 628 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 16 ; Dentum ; 334 
 629 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 18 ; Dentum ; 255 
 630 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 18 ; Dentum ; 255 
 631 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 20 ; Dentum ; 276 
 632 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 30 ; Dentum ; 255 
 633 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 37 ; petpet ; 90 
 634 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU/XF ; 6 ; petpet ; 104 
 635 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 18 ; Dentum ; 255 
 636 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 13 ; Mick 1 ; 114 
 637 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 16 ; Micros ; 114 
 638 ; 1 пенни ; 1873 ; Финляндия ; Cu ; AU ; 54 ; каламбурчик ; 2172 
 639 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 35 ; Dentum ; 341 
 640 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 29 ; DaMon15 ; 334 
 641 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF ; 36 ; Dentum ; 510 
 642 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 23 ; Dentum ; 332 
 643 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 16 ; Mike! ; 220 
 644 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 13 ; Mike! ; 249 
 645 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF ; 42 ; ct200h ; 714 
 646 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF/VF ; 37 ; Dentum ; 435 
 647 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF- ; 20 ; Dentum ; 227 
 648 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF+ ; 24 ; Dentum ; 368 
 649 ; 1 пенни ; 1901 ; Финляндия ; Cu ; XF+ ; 18 ; Dentum ; 368 
 650 ; 1 пенни ; 1904 ; Финляндия ; Cu ; XF- ; 29 ; barik ; 1625 
 651 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF ; 22 ; каламбурчик ; 408 
 652 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF+ ; 23 ; Dentum ; 378 
 653 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF+ ; 15 ; DaMon15 ; 156 
 654 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF+ ; 12 ; Dentum ; 300 
 655 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF+ ; 12 ; Dentum ; 288 
 556 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 66 ; An12 ; 513 
 557 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 30 ; папашаГарпагон ; 318 
 558 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 42 ; paranoy ; 102 
 559 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 30 ; paranoy ; 102 
 560 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF ; 20 ; Blink ; 102 
 561 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 28 ; WhiteMouse ; 84 
 562 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; F-VF ; 56 ; konstk2 ; 108 
 563 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 11 ; nikvan ; 510 
 564 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 25 ; mihmih69 ; 115 
 565 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 54 ; alex-orex ; 225 
 566 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF ; 27 ; petpet ; 159 
 567 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 13 ; nikvan ; 1000 
 568 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 30 ; Ferros ; 510 
 569 ; 1/2 копейки ; 1915 ;  ; Cu ; VF ; 57 ; Ferros ; 306 
 570 ; Полушка ; 1719 ;  ; Cu ; G ; 20 ; WhiteMouse ; 88 
 571 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 49 ; папашаГарпагон ; 153 
 572 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 46 ; митяй ; 227 
 573 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 34 ; митяй ; 133 
 574 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 25 ; ety25 ; 635 
 575 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 33 ; папашаГарпагон ; 223 
 576 ; Полушка ; 1737 ; Орёл 1735 г. ; Cu ; F ; 17 ; dem ; 102 
 577 ; Полушка ; 1769 ; ЕМ ; Cu ; VF- ; 10 ; гоша334 ; 310 
 578 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 26 ; СОВ ; 601 
 579 ; Полушка (Петров-2,5р, Ильин-4р) ; 1790 ; КМ ; Cu ; F-VF ; 88 ; Энтерпрайз ; 8275 
 580 ; Полушка ; 1797 ; ЕМ ; Cu ; VF+ ; 70 ; barik ; 6707 
 581 ; Полушка ; 1798 ; ЕМ ; Cu ; VG ; 78 ; dimas ; 5987 
 582 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 34 ; dim66 ; 408 
 583 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; VF ; 39 ; Koubit ; 943 
 584 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF ; 65 ; митяй ; 769 
 585 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF ; 24 ; RemTro ; 531 
 586 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F+ ; 34 ; Михалыч57 ; 284 
 587 ; 1/4 копейки ; 1844 ; СМ ; Cu ; F-VF ; 65 ; razum0610 ; 199 
 588 ; Полушка ; 1853 ; ЕМ ; Cu ; VF- ; 45 ; fgd ; 724 
 589 ; Полушка ; 1854 ; ЕМ ; Cu ; F+ ; 46 ; митяй ; 364 
 590 ; Полушка ; 1857 ; ЕМ ; Cu ; F-VF ; 64 ; EAL34 ; 849 
 591 ; 1/4 копейки ; 1876 ; СПБ ; Cu ; VF-XF ; 64 ; Kivalen47 ; 2500 
 592 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; F+ ; 36 ; Kivalen47 ; 1300 
 593 ; 1/4 копейки (Петров-1р) ; 1881 ; СПБ ; Cu ; XF- ; 37 ; Koubit ; 9015 
 594 ; 1/4 копейки ; 1893 ; СПБ ; Cu ; VF+ ; 41 ; никсер ; 2604 
 595 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF ; 35 ; Malosar ; 1301 
 596 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 25 ; sergius ; 1473 
 597 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 26 ; Malosar ; 1020 
 598 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 55 ; Malosar ; 1507 
 599 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU/XF ; 31 ; ZYZ ; 1135 
 600 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; VF-XF ; 61 ; Роман062 ; 1583 
 601 ; 3 копейки "окуупация" ; 1916A ;  ; Fe ; F-VF ; 24 ; razum0610 ; 714 
 602 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; F-VF ; 11 ; спарта ; 510 
 603 ; 3 копейки "окуупация" ; 1916J ;  ; Fe ; VF+ ; 8 ; Mike! ; 312 
 604 ; 3 копейки "оккупация" ; 1916 ;  ; Fe ; VG/G ; 37 ; aziya11 ; 90 
 605 ; 2 копейки "окуупация" ; 1916A ;  ; Fe ; F-VF ; 21 ; razum0610 ; 714 
 506 ; Деньга (Петров-1р, Ильин-3р) ; 1797 ; КМ ; Cu ; F-VF ; 49 ; Koubit ; 4624 
 507 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 57 ; Reichard ; 428 
 508 ; 1/2 копейки ; 1840 ;  ; Cu ; F-VF ; 64 ; barik ; 357 
 509 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 56 ; митяй ; 102 
 510 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 50 ; barik ; 797 
 511 ; 1/2 копейки ; 1840 ; СМ ; Cu ; VF+ ; 51 ; fgd ; 1020 
 512 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 27 ; RemTro ; 655 
 513 ; Денежка ; 1850 ; ЕМ ; Cu ; VF+ ; 31 ; fgd ; 567 
 514 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 31 ; $$$ ; 882 
 515 ; Денежка ; 1851 ; ЕМ ; Cu ; F ; 33 ; rirosrob ; 126 
 516 ; Денежка ; 1852 ; ЕМ ; Cu ; XF ; 69 ; fgd ; 1022 
 517 ; Денежка ; 1852 ; ЕМ ; Cu ; F+ ; 27 ; olq ; 317 
 518 ; Денежка ; 1853 ; ЕМ ; Cu ; VF- ; 69 ; $$$ ; 289 
 519 ; Денежка ; 1854 ; ЕМ ; Cu ; VF ; 35 ; Илья Владимирович ; 563 
 520 ; Денежка ; 1855 ; ЕМ ; Cu ; VF+ ; 25 ; fgd ; 635 
 521 ; Денежка ; 1855 ; ЕМ ; Cu ; F+ ; 25 ; rirosrob ; 102 
 522 ; Денежка ; 1856 ; ЕМ ; Cu ; VF+ ; 35 ; $$$ ; 701 
 523 ; Денежка ; 1856 ; ВМ ; Cu ; VF+ ; 25 ; Alex22D ; 2973 
 524 ; Денежка ; 1857 ; ЕМ ; Cu ; VF-XF ; 37 ; urik21121 ; 1377 
 525 ; Денежка ; 1857 ; ЕМ ; Cu ; F ; 10 ; dem ; 102 
 526 ; Денежка ; 1858 ; ЕМ ; Cu ; VF+ ; 87 ; fgd ; 510 
 527 ; Денежка ; 1859 ; ЕМ ; Cu ; VF ; 51 ; fgd ; 627 
 528 ; Денежка ; 1860 ; ЕМ ; Cu ; VG ; 23 ; Wasabi ; 185 
 529 ; Денежка ; 1862 ; ЕМ ; Cu ; VF+ ; 36 ; fgd ; 819 
 530 ; Денежка ; 1864 ; ЕМ ; Cu ; F+ ; 25 ; Костян 92 ; 453 
 531 ; 1/2 копейки ; 1876 ; СПБ ; Cu ; VF ; 35 ; $$$ ; 1497 
 532 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; VF-XF ; 35 ; Kivalen47 ; 1581 
 533 ; 1/2 копейки ; 1882 ; СПБ ; Cu ; F-VF ; 56 ; RemTro ; 1173 
 534 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; VF-XF ; 26 ; $$$ ; 1300 
 535 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF ; 41 ; Alex77 ; 1581 
 536 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; F-VF ; 34 ; olq ; 501 
 537 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; VF-XF ; 38 ; fgd ; 1122 
 538 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF- ; 34 ; Alex77 ; 1875 
 539 ; 1/2 копейки ; 1894 ; СПБ ; Cu ; XF- ; 48 ; $$$ ; 1721 
 540 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; XF ; 31 ; Alex77 ; 1122 
 541 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 19 ; Dentum ; 407 
 542 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF- ; 15 ; физмат ; 108 
 543 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 9 ; WhiteMouse ; 100 
 544 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 9 ; Dentum ; 453 
 545 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 21 ; Dentum ; 126 
 546 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; F ; 34 ; WhiteMouse ; 100 
 547 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF ; 21 ; Dentum ; 571 
 548 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; F ; 11 ; Dentum ; 636 
 549 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU ; 26 ; Deol86 ; 777 
 550 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 40 ; dim66 ; 237 
 551 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 37 ; melserv ; 101 
 552 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; F+ ; 37 ; Koubit ; 102 
 553 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 44 ; flutter ; 934 
 554 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF- ; 23 ; Ferros ; 510 
 555 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 32 ; физмат ; 245 
 456 ; Копейка ; 1861 ; ВМ ; Cu ; VF- ; 22 ; ГдРъ ; 765 
 457 ; Копейка ; 1862 ; ЕМ ; Cu ; VF ; 48 ; fgd ; 624 
 458 ; Копейка ; 1862 ; ВМ ; Cu ; VF ; 52 ; nast33 ; 3062 
 459 ; Копейка ; 1863 ; ЕМ ; Cu ; VF- ; 61 ; Михалыч57 ; 184 
 460 ; Копейка ; 1863 ; ВМ ; Cu ; VF ; 38 ; Димыч ; 1112 
 461 ; Копейка ; 1864 ; ЕМ ; Cu ; VF- ; 65 ; rirosrob ; 240 
 462 ; Копейка ; 1864 ; ВМ ; Cu ; VF- ; 25 ; Костян 92 ; 1061 
 463 ; Копейка ; 1865 ; ЕМ ; Cu ; VF ; 25 ; Димыч ; 501 
 464 ; Копейка ; 1865 ; ЕМ ; Cu ; F+ ; 37 ; dem ; 126 
 465 ; Копейка ; 1876 ; СПБ ; Cu ; VF ; 19 ; Илья Владимирович ; 408 
 466 ; Копейка ; 1877 ; СПБ ; Cu ; XF ; 35 ; sdv75-2010 ; 1138 
 467 ; Копейка ; 1885 ; СПБ ; Cu ; VF ; 25 ; ct200h ; 813 
 468 ; Копейка ; 1888 ; СПБ ; Cu ; VF-XF ; 31 ; ct200h ; 1671 
 469 ; Копейка ; 1889 ; СПБ ; Cu ; VF+ ; 7 ; нв1975 ; 165 
 470 ; Копейка ; 1894 ; СПБ ; Cu ; VF+ ; 75 ; DaMon15 ; 425 
 471 ; Копейка ; 1899 ; СПБ ; Cu ; XF ; 16 ; Alex77 ; 306 
 472 ; Копейка ; 1902 ; СПБ ; Cu ; XF ; 14 ; dimon46 ; 1012 
 473 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 22 ; melserv ; 51 
 474 ; Копейка ; 1911 ; СПБ ; Cu ; XF ; 60 ; Blink ; 72 
 475 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 64 ; volod ; 102 
 476 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 52 ; Mihu ; 153 
 477 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 31 ; melserv ; 57 
 478 ; Копейка ; 1915 ;  ; Cu ; AU ; 8 ; starostin ; 306 
 479 ; Копейка ; 1916 ;  ; Cu ; AU ; 32 ; каламбурчик ; 393 
 480 ; Денга ; 1704 ;  ; Cu ; VG ; 33 ; СОВ ; 1001 
 481 ; Денга ; 1704 ;  ; Cu ; VG ; 36 ; ВС ; 1019 
 482 ; Денга ; 1731 ;  ; Cu ; F+ ; 30 ; ГдРъ ; 104 
 483 ; Денга ; 1731 ;  ; Cu ; F ; 29 ; volod ; 512 
 484 ; Денга ; 1734 ;  ; Cu ; F ; 20 ; szolot ; 765 
 485 ; Денга ; 1735 ;  ; Cu ; F-VF ; 73 ; 439 ; 544 
 486 ; Денга ; 1736 ;  ; Cu ; VF- ; 37 ; YSV_HYDRO ; 510 
 487 ; Денга ; 1737 ;  ; Cu ; F ; 26 ; Blink ; 65 
 488 ; Денга ; 1738 ;  ; Cu ; VF ; 21 ; R.V.R ; 705 
 489 ; Денга ; 1739 ;  ; Cu ; VF ; 36 ; YSV_HYDRO ; 466 
 490 ; Денга ; 1743 ;  ; Cu ; F-VF ; 59 ; R.V.R ; 173 
 491 ; Денга ; 1746 ;  ; Cu ; F+ ; 28 ; WhiteMouse ; 100 
 492 ; Денга ; 1748 ;  ; Cu ; VF ; 15 ; volod ; 155 
 493 ; Денга ; 1748 ;  ; Cu ; F+ ; 37 ; vlad.gor ; 37 
 494 ; Денга ; 1749 ;  ; Cu ; VF ; 17 ; bakal73 ; 156 
 495 ; Денга ; 1750 ;  ; Cu ; F-VF ; 59 ; Bad Russian ; 67 
 496 ; Денга ; 1750 ;  ; Cu ; F+ ; 40 ; WhiteMouse ; 40 
 497 ; Денга ; 1751 ;  ; Cu ; F-VF ; 27 ; kop ; 155 
 498 ; Денга ; 1770 ; ЕМ ; Cu ; F ; 39 ; гоша334 ; 1428 
 499 ; Денга ; 1771 ; ЕМ ; Cu ; F-VF ; 73 ; leshii40 ; 408 
 500 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; F ; 17 ; EAL34 ; 226 
 501 ; Денга  (Петров-4р, Ильин-5р) ; 1774 ; ЕМ ; Cu ; F-VF ; 47 ; Koubit ; 7242 
 502 ; Денга ; 1788 ;  ; Cu ; F-VF ; 26 ; Энтерпрайз ; 210 
 503 ; Денга ; 1793 ; КМ ; Cu ; VF- ; 29 ; YSV_HYDRO ; 1800 
 504 ; Денга ; 1795 ; ЕМ ; Cu ; VF- ; 32 ; гоша334 ; 1462 
 505 ; Деньга ; 1797 ; АМ ; Cu ; VG ; 40 ; Reichard ; 602 
 406 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 30 ; Vova1950 ; 408 
 407 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 62 ; Dentum ; 245 
 408 ; Копейка ; 1708 ; МД ; Cu ; F-VF ; 33 ; imir ; 918 
 409 ; Копейка (Петров-8р,Ильин-5р) ; 1716 ; НД ; Cu ; F-VF ; 65 ; vvt ; 11334 
 410 ; Копейка ; 1728 ;  ; Cu ; VF- ; 33 ; Koubit ; 7650 
 411 ; Копейка ; 1756 ;  ; Cu ; F-VF ; 53 ; szolot ; 10710 
 412 ; Копейка ; 1760 ;  ; Cu ; VG ; 19 ; t_v_v ; 51 
 413 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; VF ; 57 ; Vova1950 ; 2001 
 414 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F ; 53 ; СОВ ; 1254 
 415 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 63 ; vanek ; 235 
 416 ; Копейка ; 1795 ; ЕМ ; Cu ; VF ; 38 ; vanek ; 355 
 417 ; Копейка ; 1797 ; ЕМ ; Cu ; F+ ; 28 ; first ; 114 
 418 ; Копейка ; 1797 ; АМ ; Cu ; F-VF ; 70 ; taa ; 1526 
 419 ; Копейка ; 1798 ; ЕМ ; Cu ; VF ; 89 ; Vico ; 1526 
 420 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 56 ; asn126 ; 67 
 421 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 60 ; DaMon15 ; 317 
 422 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 42 ; dem ; 104 
 423 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F+ ; 69 ; ГдРъ ; 182 
 424 ; Копейка ; 1831 ; ЕМ ФХ ; Cu ; F ; 25 ; olq ; 453 
 425 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 98 ; urik21121 ; 3162 
 426 ; Копейка (Ильин-1р) ; 1832 ; СМ ; Cu ; F- ; 76 ; Михалыч57 ; 308 
 427 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 57 ; Илья Владимирович ; 2378 
 428 ; Копейка (Петров-1,5р, Ильин-1р) ; 1834 ; СМ ; Cu ; F+ ; 46 ; Илья Владимирович ; 1504 
 429 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 16 ; ct200h ; 1530 
 430 ; Копейка ; 1840 ; СПМ ; Cu ; VF+ ; 26 ; YSV_HYDRO ; 665 
 431 ; Копейка ; 1840 ; СПМ ; Cu ; VG ; 15 ; Blink ; 62 
 432 ; Копейка ; 1841 ; СПМ ; Cu ; VF-XF ; 24 ; fgd ; 918 
 433 ; Копейка ; 1841 ; СПМ ; Cu ; F- ; 39 ; Croll5 ; 143 
 434 ; Копейка ; 1842 ; ЕМ ; Cu ; F-VF ; 29 ; николаич ; 203 
 435 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 63 ; Alex.Trask ; 102 
 436 ; Копейка ; 1843 ; СМ ; Cu ; F-VF ; 7 ; shknikolay ; 65 
 437 ; Копейка ; 1845 ; СМ ; Cu ; F ; 19 ; volod ; 227 
 438 ; Копейка ; 1852 ; ЕМ ; Cu ; VF- ; 23 ; volod ; 325 
 439 ; Копейка ; 1853 ; ЕМ ; Cu ; F+ ; 32 ; митяй ; 153 
 440 ; Копейка ; 1853 ; ВМ ; Cu ; VF ; 50 ; leo 2 ; 2091 
 441 ; Копейка ; 1854 ; ЕМ ; Cu ; VF- ; 24 ; митяй ; 131 
 442 ; Копейка ; 1855 ; ЕМ ; Cu ; VF ; 26 ; RemTro ; 510 
 443 ; Копейка ; 1855 ; ЕМ ; Cu ; XF- ; 53 ; мак-сим ; 2042 
 444 ; Копейка ; 1855 ; ЕМ ; Cu ; F- ; 27 ; митяй ; 62 
 445 ; Копейка ; 1856 ; ЕМ ; Cu ; VG ; 13 ; Blink ; 51 
 446 ; Копейка ; 1856 ; ЕМ ; Cu ; VF-XF ; 79 ; бегемот ; 2168 
 447 ; Копейка ; 1856 ; ВМ ; Cu ; VF+ ; 43 ; $$$ ; 2958 
 448 ; Копейка ; 1857 ; ЕМ ; Cu ; VF- ; 68 ; volod ; 228 
 449 ; Копейка ; 1858 ; ЕМ ; Cu ; VF+ ; 76 ; RemTro ; 510 
 450 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF ; 27 ; graff36alex ; 561 
 451 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF- ; 25 ; 1упр.46 ; 159 
 452 ; Копейка ; 1860 ; ЕМ ; Cu ; F-VF ; 58 ; Илья Владимирович ; 153 
 453 ; Копейка ; 1860 ; ЕМ ; Cu ; VF ; 80 ; fgd ; 612 
 454 ; Копейка ; 1860 ; ВМ ; Cu ; F- ; 30 ; Илья Владимирович ; 512 
 455 ; Копейка ; 1861 ; ЕМ ; Cu ; VF+ ; 64 ; fgd ; 624 
 356 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 55 ; kostya12.04.1994 ; 145 
 357 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 59 ; DaMon15 ; 191 
 358 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 20 ; volod ; 215 
 359 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 24 ; gelind ; 114 
 360 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 57 ; kop ; 104 
 361 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F-VF ; 30 ; почтальон ; 306 
 362 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F-VF ; 6 ; Croll5 ; 104 
 363 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF ; 63 ; 439 ; 306 
 364 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF ; 9 ; zemlyk2014 ; 55 
 365 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 36 ; 439 ; 1367 
 366 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 47 ; volod ; 140 
 367 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF ; 65 ; volod ; 169 
 368 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F-VF ; 8 ; kepmanitu ; 58 
 369 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF- ; 65 ; rirosrob ; 124 
 370 ; 2 копейки ; 1819 ; КМ АД ; Cu ; F ; 90 ; почтальон ; 299 
 371 ; 2 копейки ; 1821 ; КМ АД ; Cu ; VF ; 45 ; почтальон ; 567 
 372 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F-VF ; 25 ; rirosrob ; 114 
 373 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; VF ; 27 ; ct200h ; 796 
