 5958 ; Бона иностранная Болгария 25 лева ;  ;  ;  ; AU ; 7 ; psion22 ; 77 
 564 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+/XF- ; 51 ; trio ; 2360 
 565 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 40 ; dva12 ; 1373 
 566 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 27 ; TaraskaPeter ; 2607 
 567 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 69 ; ed1 ; 3470 
 568 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 15 ; domomodo ; 2607 
 569 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 102 ; Victory-2001 ; 3608 
 570 ; 1/4 копейки ; 1915 ;  ; Cu ; XF+ ; 66 ; max5252 ; 9147 
 571 ; 1 копейка ; 1916A ;  ; Fe ; VF+ ; 45 ; taa ; 604 
 572 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 20 ; vova 1976 ; 117 
 573 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 12 ; Alex-XII ; 114 
 574 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 48 ; Schwer ; 657 
 575 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 15 ; canario ; 132 
 576 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 29 ; tanker1975 ; 737 
 577 ; 5 пенни ; 1889 ; Финляндия ; Cu ; XF- ; 53 ; Uri ; 1813 
 578 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 15 ; taa ; 88 
 579 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 11 ; 4444 ; 137 
 580 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 9 ; Регион 33 ; 102 
 581 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 12 ; tanker1975 ; 202 
 582 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 11 ; canario ; 147 
 583 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 19 ; nafuk ; 192 
 584 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 20 ; taa ; 169 
 585 ; 5 пенни ; 1917 ; Финляндия. Орел ; Cu ; AU ; 26 ; Ravalnath ; 286 
 586 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF- ; 3 ; off ; 321 
 587 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF+ ; 20 ; искатель78 ; 579 
 588 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF- ; 17 ; fav ; 663 
 589 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF ; 19 ; Bizon6055 ; 283 
 590 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF- ; 14 ; ANK ; 261 
 591 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 8 ; ДУНКАН МАКЛАУД ; 164 
 592 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF+ ; 18 ; igrstupaev ; 408 
 593 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 17 ; Rober ; 144 
 594 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF+ ; 46 ; takhizis1313 ; 589 
 595 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 17 ; Rober ; 120 
 596 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 7 ; Регион 33 ; 104 
 597 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 9 ; Rober ; 113 
 598 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 19 ; za-via ; 101 
 599 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF-XF ; 37 ; takhizis1313 ; 423 
 600 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 10 ; Регион 33 ; 111 
 601 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 26 ; boroda ; 104 
 602 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF-XF ; 6 ; ivan 1983 ; 99 
 603 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF- ; 13 ; boroda ; 83 
 604 ; 1 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 8 ; Регион 33 ; 111 
 605 ; 1 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 8 ; Регион 33 ; 111 
 506 ; Деньга ; 1811 ; ИМ МК ; Cu ; F+ ; 67 ; VAPK ; 1134 
 507 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 22 ; Eddy ; 765 
 508 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 21 ; Майкл ; 359 
 509 ; 1/2 копейки. Аверс-реверс-30 градусов ; 1840 ; СПМ ; Cu ; F-VF ; 24 ; sotnik ; 1111 
 510 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F ; 11 ; YUREZ ; 68 
 511 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; VF+ ; 61 ; Данила ; 2144 
 512 ; 1/2 копейки ; 1876 ; СПБ ; Cu ; VF-XF ; 46 ; ct200h ; 2200 
 513 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF-XF ; 46 ; нионила ; 2550 
 514 ; 1/2 копейки ; 1886 ; СПБ ; Cu ; VF+ ; 84 ; 222211 ; 3774 
 515 ; 1/2 копейки ; 1887 ; СПБ ; Cu ; VF-XF ; 35 ; Sky2 ; 1838 
 516 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF- ; 48 ; max5252 ; 6324 
 517 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; AU ; 51 ; bigemot ; 2869 
 518 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 33 ; vizer ; 301 
 519 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF+/XF- ; 17 ; leshii40 ; 320 
 520 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU/XF ; 19 ; KdL ; 272 
 521 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; XF- ; 17 ; Sky2 ; 1030 
 522 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF- ; 61 ; Mozart ; 1536 
 523 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+/XF- ; 12 ; 4444 ; 102 
 524 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF- ; 23 ; Дмитрий475 ; 455 
 525 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 23 ; bigemot ; 852 
 526 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 11 ; 21011984andrei ; 126 
 527 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 31 ; YUREZ ; 147 
 528 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 22 ; Карон ; 541 
 529 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 17 ; YUREZ ; 114 
 530 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 16 ; константин007 ; 108 
 531 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 14 ; константин007 ; 110 
 532 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 17 ; musik ; 247 
 533 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 15 ; YUREZ ; 114 
 534 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 14 ; Гарыныч ; 449 
 535 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 13 ; rom11 ; 148 
 536 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 28 ; trio ; 1068 
 537 ; Полушка ; 17?? ;  ; Cu ; VG ; 6 ; Andrei2007 ; 57 
 538 ; Полушка ; 1719 ;  ; Cu ; F ; 47 ; Sporti84 ; 920 
 539 ; Полушка ; 1720 ; НД ; Cu ; VG ; 19 ; Orlov1504 ; 90 
 540 ; Полушка ; 1721 ;  ; Cu ; F- ; 5 ; rirosrob ; 102 
 541 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 3 ; акопа ; 102 
 542 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 13 ; упс ; 104 
 543 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 17 ; ГдРъ ; 118 
 544 ; Полушка ; 1767 ; ЕМ ; Cu ; VG ; 20 ; 312 ; 102 
 545 ; Полушка ; 1768 ; ЕМ ; Cu ; VG ; 10 ; yunonik ; 72 
 546 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; VG ; 23 ; ГдРъ ; 459 
 547 ; Полушка ; 1770 ; ЕМ ; Cu ; VG ; 65 ; canario ; 90 
 548 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VG ; 43 ; Маша-растеряша ; 489 
 549 ; Полушка ; 1789 ; ЕМ ; Cu ; VG ; 69 ; rirosrob ; 101 
 550 ; Полушка ; 1798 ; ЕМ ; Cu ; VG ; 41 ; igorr ; 414 
 551 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; F ; 23 ; ed1 ; 200 
 552 ; Полушка ; 1854 ; ЕМ ; Cu ; XF- ; 12 ; MUPS ; 1020 
 553 ; Полушка ; 1856 ; ЕМ ; Cu ; VG ; 42 ; alekseynn ; 350 
 554 ; Полушка ; 1859 ; ЕМ ; Cu ; VG ; 67 ; olq ; 216 
 555 ; Полушка ; 1861 ; ЕМ ; Cu ; VF+ ; 34 ; Лещ ; 1502 
 456 ; Копейка ; 1760 ;  ; Cu ; F-/VG ; 16 ; dimon46 ; 204 
 457 ; Копейка ; 1761 ;  ; Cu ; VG/G ; 3 ; spektr ; 153 
 458 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F- ; 25 ; nikolas13 ; 625 
 459 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 51 ; Wolfram ; 800 
 460 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 39 ; Wolfram ; 680 
 461 ; Копейка ; 1798 ; ЕМ ; Cu ; VG ; 13 ; natalka ; 98 
 462 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 18 ; Wolfram ; 178 
 463 ; Копейка ; 1799 ; ЕМ ; Cu ; VG ; 17 ; viv1957 ; 87 
 464 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 17 ; Wolfram ; 160 
 465 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 27 ; Vitalik1 ; 1019 
 466 ; Копейка ; 1801 ; ЕМ ; Cu ; VG ; 18 ; kop ; 161 
 467 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 21 ; 312 ; 148 
 468 ; Копейка ; 1818 ; ЕМ НМ ; Cu ; VG ; 96 ; bek-1 ; 201 
 469 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F- ; 5 ; Kolya2788 ; 57 
 470 ; Копейка ; 1829 ; КМ АМ ; Cu ; VG ; 7 ; 312 ; 56 
 471 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 38 ; alekseynn ; 1394 
 472 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 28 ; F111A ; 105 
 473 ; Копейка ; 1840 ; СПМ ; Cu ; VF ; 41 ; Eddy ; 600 
 474 ; Копейка ; 1840 ; СМ ; Cu ; F- ; 17 ; YUREZ ; 105 
 475 ; Копейка ; 1841 ; СМ ; Cu ; F- ; 14 ; flutter ; 204 
 476 ; Копейка ; 1842 ; СМ ; Cu ; F+ ; 15 ; flutter ; 255 
 477 ; Копейка ; 1844 ; СМ ; Cu ; F-VF ; 17 ; NAS2012 ; 216 
 478 ; Копейка ; 1852 ; ЕМ ; Cu ; F ; 8 ; 312 ; 77 
 479 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 5 ; Eddy ; 385 
 480 ; Копейка ; 1897 ; СПБ ; Cu ; F+ ; 29 ; trio ; 250 
 481 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 18 ; zotik ; 94 
 482 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 66 ; zotik ; 124 
 483 ; Копейка ; 1902 ; СПБ ; Cu ; VF+ ; 36 ; off ; 3537 
 484 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 3 ; trio ; 59 
 485 ; Копейка ; 1910 ; СПБ ; Cu ; VF-XF ; 31 ; NAS2012 ; 116 
 486 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 14 ; fuzzyfly ; 35 
 487 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 9 ; 4444 ; 54 
 488 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 31 ; Александр974 ; 41 
 489 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 19 ; 21011984andrei ; 200 
 490 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 15 ; 21011984andrei ; 200 
 491 ; Копейка ; 1916 ;  ; Cu ; VF-XF ; 11 ; колобок66 ; 102 
 492 ; Денга. Брак чеканки ; 173? ;  ; Cu ; F ; 27 ; 439 ; 347 
 493 ; Денга ; 1731 ;  ; Cu ; F ; 9 ; Звездолёты ; 53 
 494 ; Денга ; 1731 ;  ; Cu ; VG ; 50 ; раритет ; 2654 
 495 ; Денга ; 1735 ;  ; Cu ; F- ; 3 ; SadKo ; 37 
 496 ; Денга ; 1737 ;  ; Cu ; F+ ; 5 ; упс ; 77 
 497 ; Денга ; 1738 ;  ; Cu ; F-VF ; 31 ; flutter ; 1224 
 498 ; Денга ; 1748 ;  ; Cu ; VG ; 4 ; Anatoliy1959 ; 37 
 499 ; Денга ; 1749 ;  ; Cu ; F+ ; 8 ; 45b00f ; 104 
 500 ; Денга ; 1753 ;  ; Cu ; VG ; 5 ; canario ; 57 
 501 ; Денга ; 1768 ; ЕМ ; Cu ; F ; 23 ; Vitalik1 ; 279 
 502 ; Денга ; 1770 ; ЕМ ; Cu ; VG ; 12 ; Vitalik1 ; 68 
 503 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; F- ; 74 ; ГдРъ ; 510 
 504 ; Деньга ; 1797 ; ЕМ ; Cu ; VG ; 80 ; rirosrob ; 160 
 505 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 64 ; ct200h ; 628 
 406 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F- ; 18 ; ГдРъ ; 142 
 407 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 13 ; YUREZ ; 135 
 408 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 10 ; RAMA ; 69 
 409 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VG/F ; 2 ; 234 ; 100 
 410 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 7 ; YUREZ ; 89 
 411 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 11 ; gelind ; 102 
 412 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 23 ; Reichard ; 413 
 413 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 19 ; flutter ; 404 
 414 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 5 ; RAMA ; 68 
 415 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 13 ; viv1957 ; 61 
 416 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF- ; 22 ; Eddy ; 272 
 417 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F+ ; 23 ; YUREZ ; 125 
 418 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F-VF ; 5 ; spektr ; 102 
 419 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 35 ; Ток ; 255 
 420 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 17 ; Ток ; 115 
 421 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 12 ; Ток ; 153 
 422 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 17 ; Ток ; 153 
 423 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; VF- ; 7 ; Wolfram ; 248 
 424 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF- ; 7 ; F111A ; 102 
 425 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F+ ; 12 ; F111A ; 68 
 426 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F-VF ; 12 ; 312 ; 57 
 427 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; F+ ; 14 ; Ток ; 80 
 428 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F- ; 62 ; alekseynn ; 775 
 429 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF ; 21 ; Ten Nochi ; 530 
 430 ; 2 копейки ; 1845 ; СМ ; Cu ; VF- ; 49 ; ssss ; 1061 
 431 ; 2 копейки ; 1875 ; ЕМ ; Cu ; VG/F ; 13 ; viv1957 ; 61 
 432 ; 2 копейки ; 1878 ; СПБ ; Cu ; F- ; 14 ; карел ; 70 
 433 ; 2 копейки ; 1885 ; СПБ ; Cu ; VF ; 49 ; Kivalen47 ; 555 
 434 ; 2 копейки ; 1893 ; СПБ ; Cu ; F ; 33 ; карел ; 45 
 435 ; 2 копейки ; 1894 ; СПБ ; Cu ; F ; 23 ; trio ; 306 
 436 ; 2 копейки ; 1895 ; СПБ ; Cu ; F-VF ; 8 ; max5252 ; 459 
 437 ; 2 копейки ; 1896 ; СПБ ; Cu ; VF- ; 13 ; trio ; 306 
 438 ; 2 копейки ; 1899 ; СПБ ; Cu ; F ; 13 ; карел ; 57 
 439 ; 2 копейки ; 1900 ; СПБ ; Cu ; F+ ; 19 ; igrstupaev ; 407 
 440 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 18 ; Mozart ; 126 
 441 ; 2 копейки ; 1907 ; СПБ ; Cu ; F+ ; 26 ; max5252 ; 816 
 442 ; 2 копейки ; 1908 ; СПБ ; Cu ; F ; 5 ; Mozart ; 57 
 443 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 11 ; карел ; 51 
 444 ; 2 копейки ; 1910 ; СПБ ; Cu ; F+ ; 14 ; карел ; 110 
 445 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 10 ; карел ; 57 
 446 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 11 ; карел ; 62 
 447 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 12 ; карел ; 62 
 448 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 12 ; карел ; 61 
 449 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 11 ; карел ; 60 
 450 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 17 ; карел ; 113 
 451 ; Копейка ; 1714 ; НД ; Cu ; F-VF ; 15 ; zartanov ; 793 
 452 ; Копейка ; 1728 ;  ; Cu ; VG ; 97 ; SIBPROPILOT ; 4386 
 453 ; Копейка ; 1757 ;  ; Cu ; VG/G ; 30 ; pissimist ; 89 
 454 ; Копейка ; 1758 ;  ; Cu ; VG ; 29 ; pissimist ; 255 
 455 ; Копейка ; 1759 ;  ; Cu ; VG ; 13 ; viv1957 ; 61 
 356 ; 5 копеек ; 1794 ; АМ ; Cu ; VF ; 39 ; sergeyvma ; 1128 
 357 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 34 ; double ; 874 
 358 ; 5 копеек ; 1795 ; КМ ; Cu ; VF-XF ; 36 ; sergeyvma ; 2946 
 359 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 31 ; nafuk ; 2550 
 360 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 55 ; bakal73 ; 3672 
 361 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF+/F+ ; 50 ; witchhunter ; 1800 
 362 ; 5 копеек ; 1806 ; ЕМ ; Cu ; F+ ; 37 ; smel ; 1224 
 363 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F+/F- ; 34 ; taa ; 312 
 364 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF ; 35 ; NANDRE ; 1019 
 365 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF+/VF- ; 39 ; off ; 1365 
 366 ; 5 копеек ; 1852 ; ЕМ ; Cu ; VF ; 48 ; Ток ; 1570 
 367 ; 5 копеек ; 1856 ; ЕМ ; Cu ; VF+ ; 42 ; DaMon15 ; 1163 
 368 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF+ ; 24 ; fgd ; 1508 
 369 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF+ ; 45 ; electra ; 1226 
 370 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF+ ; 62 ; DaMon15 ; 1719 
 371 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F- ; 18 ; wv ; 134 
 372 ; 5 копеек ; 1879 ; СПБ ; Cu ; VF- ; 27 ; dimon46 ; 756 
 373 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 34 ; Дмитрий475 ; 520 
 374 ; 3 копейки ; 1842 ; СМ ; Cu ; F ; 41 ; olq ; 1247 
 375 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 46 ; igorr ; 900 
 376 ; 3 копейки ; 1868 ; СПБ ; Cu ; F-VF ; 43 ; molodes ; 1509 
 377 ; 3 копейки ; 1893 ; СПБ ; Cu ; VG ; 14 ; карел ; 306 
 378 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+ ; 2 ; карел ; 102 
 379 ; 3 копейки ; 1903 ; СПБ ; Cu ; F+ ; 13 ; trio ; 94 
 380 ; 3 копейки ; 1907 ; СПБ ; Cu ; F+ ; 16 ; Mozart ; 714 
 381 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 17 ; карел ; 92 
 382 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF ; 19 ; карел ; 179 
 383 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 18 ; крот655 ; 350 
 384 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 20 ; карел ; 104 
 385 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 55 ; diskus72 ; 255 
 386 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 15 ; карел ; 104 
 387 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 12 ; карел ; 68 
 388 ; 3 копейки ; 1916 ;  ; Cu ; VF+ ; 52 ; zotik ; 225 
 389 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 21 ; карел ; 99 
 390 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 15 ; искатель78 ; 159 
 391 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 123 ; 439 ; 4055 
 392 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 27 ; 312 ; 104 
 393 ; 2 копейки ; 1758 ;  ; Cu ; F ; 60 ; Звездолёты ; 79 
 394 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 28 ; witchhunter ; 561 
 395 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 55 ; Rober ; 303 
 396 ; 2 копейки ; 1764 ; ММ ; Cu ; F ; 12 ; Rjn ; 153 
 397 ; 2 копейки ; 1765 ; ММ ; Cu ; F+ ; 15 ; canario ; 122 
 398 ; 2 копейки ; 1765 ; СПМ ; Cu ; F- ; 26 ; Звездолёты ; 139 
 399 ; 2 копейки ; 1772 ; КМ "Сибирь" ; Cu ; F- ; 19 ; СВТ69 ; 567 
 400 ; 2 копейки ; 1791 ; ЕМ ; Cu ; VF- ; 52 ; Дмитрий475 ; 563 
 401 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 15 ; SIBPROPILOT ; 160 
 402 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 33 ; Ravalnath ; 569 
 403 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF-XF ; 39 ; ГдРъ ; 918 
 404 ; 2 копейки ; 1801 ; КМ ; Cu ; VF- ; 25 ; Eddy ; 713 
 405 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 33 ; ГдРъ ; 226 
 306 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VG ; 51 ; nikolas13 ; 209 
 307 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+ ; 37 ; paranoy ; 645 
 308 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 14 ; 439 ; 417 
 309 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F ; 10 ; canario ; 255 
 310 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F ; 17 ; nikolas13 ; 255 
 311 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 28 ; VOLKODAVS5 ; 342 
 312 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 25 ; VOLKODAVS5 ; 261 
 313 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF+ ; 25 ; moneta1924 ; 430 
 314 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 33 ; witchhunter ; 359 
 315 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 7 ; RAMA ; 296 
 316 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 16 ; witchhunter ; 350 
 317 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 9 ; VOLKODAVS5 ; 312 
 318 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 15 ; VOLKODAVS5 ; 261 
 319 ; 5 копеек ; 1776 ; КМ "Сибирь" ; Cu ; VG ; 57 ; лили ; 4000 
 320 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 70 ; Всадник ; 615 
 321 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 50 ; женич ; 969 
 322 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 12 ; котик ; 275 
 323 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 23 ; Всадник ; 450 
 324 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F+ ; 31 ; 439 ; 261 
 325 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F/VF ; 35 ; лили ; 458 
 326 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 19 ; VOLKODAVS5 ; 261 
 327 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 19 ; VOLKODAVS5 ; 333 
 328 ; 5 копеек ; 1782 ; КМ ; Cu ; VF+/VF ; 32 ; лили ; 1678 
 329 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 21 ; Mateys ; 495 
 330 ; 5 копеек ; 1783 ; КМ ; Cu ; F-VF ; 21 ; лили ; 1545 
 331 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF ; 41 ; Eddy ; 1446 
 332 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 13 ; canario ; 309 
 333 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 30 ; константин007 ; 267 
 334 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 7 ; базилио ; 296 
 335 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF- ; 41 ; canario ; 335 
 336 ; 5 копеек ; 1786 ; КМ ; Cu ; F+ ; 72 ; taa ; 1629 
