 3652 ; 100 рублей ; 1991 ; билет ;  ;  ; 54 ; andreykag ; 169 
 909 ; Медаль. Памятник "Шалаш" в разливе. D-54мм ;  ;  ; Al ; VF ; 6 ; vasm ; 102 
 910 ; Медаль. Циолковский. Калуга. D-50мм ;  ;  ; Al ; XF ; 23 ; foxmuld ; 129 
 911 ; Медаль. Памятник и.А. Крылову в Летнем саду. D-54мм ;  ;  ; Al ; AU ; 27 ; XVAM ; 171 
 912 ; Медаль. Скульптурная группа на Аничковом мосту. D-54мм ;  ;  ; Al ; AU ; 11 ; oduvan ; 174 
 787 ; 6 грошей. Польша. Ян Казимир. М-3г ; 1666AT ;  ; Ag ; F ; 11 ; Навруз ; 114 
 788 ; 6 грошей. Польша. Ян Казимир. М-3,4г ; 1663AT ;  ; Ag ; F ; 8 ; бурят1978 ; 107 
 789 ; 6 грошей. Польша. Ян Казимир. М-2,77г ; 1664AT ;  ; Ag ; F ; 19 ; AIK60 ; 157 
 790 ; 6 грошей. Польша. Ян Казимир. М-3,03г ; 1665AT ;  ; Ag ; F+ ; 23 ; lsp25 ; 196 
 791 ; 6 грошей. Польша. Ян Казимир. М-3,47г ; 17 век ;  ; Ag ; F+ ; 15 ; jef688 ; 134 
 792 ; 6 грошей. Бранденбург. Фридрих Вильгельм. М-3,26г ; 1683HS ;  ; Ag ; F-VF ; 16 ; mms ; 306 
 793 ; Трояк. Польша, Сигизмунд III. Отверстие ; 1624 ;  ; Ag ; F+ ; 77 ; MDV ; 193 
 794 ; Трояк. Польша, Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 68 ; MDV ; 201 
 795 ; Трояк. Польша, Сигизмунд III ; 1623 ;  ; Ag ; F+ ; 35 ; Буратино ; 325 
 796 ; Полторак. Польша, Сигизмунд III ; 1625 ;  ; Ag ; F ; 66 ; бурят1978 ; 104 
 797 ; Полторак. Польша, Сигизмунд III ; 1622 ;  ; Ag ; F ; 34 ; бурят1978 ; 46 
 798 ; Полторак. Польша, Сигизмунд III ; 1622 ;  ; Ag ; F+ ; 21 ; captain ; 101 
 799 ; Полторак. Польша, Сигизмунд III ; 1627 ;  ; Ag ; F ; 39 ; Charlotte Sometimes ; 65 
 800 ; Полторак. Польша, Сигизмунд III ; 1627 ;  ; Ag ; F ; 35 ; бурят1978 ; 48 
 801 ; Полторак. Польша, Сигизмунд III ; 1626 ;  ; Ag ; F ; 19 ; MDV ; 57 
 802 ; Полторак. Польша, Сигизмунд III ; 1627 ;  ; Ag ; F ; 29 ; бурят1978 ; 41 
 803 ; Полторак. Польша, Сигизмунд III ; 1621 ;  ; Ag ; F+ ; 44 ; wolikaz ; 73 
 804 ; Полторак. Польша, Сигизмунд III ; 1625 ;  ; Ag ; F+ ; 24 ; captain ; 90 
 805 ; Полторак. Польша, Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 19 ; бурят1978 ; 67 
 806 ; Полторак. Польша, Сигизмунд III ; 1627 ;  ; Ag ; F+ ; 41 ; бурят1978 ; 81 
 807 ; 1/24 талера. Бранденбург ; 1625 ;  ; Ag ; F ; 15 ; бурят1978 ; 93 
 808 ; 1/24 талера. Польша, Ельбинг, Шведская оккупация ; 1630 ;  ; Ag ; F ; 59 ; MDV ; 128 
 809 ; 1/24 талера. Польша, Ельбинг, Шведская оккупация ; 1630 ;  ; Ag ; F ; 77 ; MDV ; 112 
 810 ; 1/24 талера. Швеция, Густав Адольф ; 1632 ;  ; Ag ; F ; 32 ; raise ; 59 
 811 ; 1/24 талера. Швеция, Густав Адольф ; 1633 ;  ; Ag ; F+ ; 11 ; Charlotte Sometimes ; 92 
 812 ; 1/24 талера. Швеция ; XVII в ;  ; Ag ; F ; 23 ; raise ; 41 
 813 ; 1/24 талера. Швеция ; 1633 ;  ; Ag ; F ; 24 ; jef688 ; 32 
 814 ; Полторак. Польша, Сигизмунд III. Трещина по центру, деформация ; 1623 ;  ; Ag ; F ; 18 ; бурят1978 ; 31 
 815 ; Полторак. Польша ; 17 век ;  ; Ag ; F-VF ; 12 ; sportmini ; 51 
 816 ; Полторак. Польша ; 17 век ;  ; Ag ; F-VF ; 31 ; бурят1978 ; 44 
 817 ; Полторак. Бранденбург. М-1,09гр ; 1625 ;  ; Ag ; F+ ; 7 ; бурят1978 ; 83 
 818 ; Солид. Рига, Кристина. М-0,57гр ; XVII в ;  ; Ag ; F+ ; 31 ; raise ; 31 
 819 ; Солид. Швеция, Густав Адольф. М-0,67гр ; XVII в ;  ; Ag ; F ; 35 ; raise ; 35 
 820 ; Полугрош. Польша. М-0,79гр. Деформация ; XVI в ;  ; Ag ; F-VF ; 17 ; zoom30 ; 125 
 821 ; Солид. Литва, Ян Казимир ; 1660-ег ;  ; Cu ; F ; 15 ; alex995 ; 15 
 822 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; F+ ; 17 ; Charlotte Sometimes ; 39 
 823 ; Драхма. Бишапур. 5-ый год правления. М-4,14гр ;  ;  ; Ag ; VF ; 56 ; oleg61 ; 813 
 824 ; Драхма. Сасаниды, Хосров II ; 591-628 ;  ; Ag ; VF ; 37 ; cunde42 ; 1483 
 825 ; Драхма. Сасаниды, Хосров II ; 591-628 ;  ; Ag ; VF- ; 12 ; cunde42 ; 1077 
 826 ; Драхма. Сасаниды, Хосров II ; 591-628 ;  ; Ag ; VF ; 42 ; ZOLTAN333 ; 1224 
 827 ; Дирхем. Багдад. М-2,88гр ; 163 г.х. ;  ; Ag ; VF ; 70 ; нумизмат ; 1240 
 828 ; Монета средневековая. Кафа, Менгли-Гирей. М-0,62гр ; 1468—1515 ;  ; Ag ; F-VF ; 102 ; von_Schwarz ; 463 
 829 ; Монета. Закавказье. М-8,54г ;  ;  ; Cu ; F+ ; 65 ; raise ; 80 
 830 ; Монета. Закавказье. М-7,96г ;  ;  ; Cu ; F+ ; 5 ; Sterh ; 25 
 831 ; Монета. Закавказье. М-7,13г ;  ;  ; Cu ; F ; 64 ; sonegr ; 78 
 832 ; Монета медная. Золотая Орда, Новый Сарай. Хан Хызр ; 762 л.х. ;  ; Cu ; F ; 16 ; Hotbit ; 77 
 833 ; 1 донг "дачжи тунбао", гладкий. Почерк сяочжуань. Аннам, Чэнь. D-24,5мм ; 1358-1369 ;  ; Br ; F+ ; 25 ; S1952 ; 94 
 834 ; 1 цянь "кайюань тунбао", иероглиф 12ч. Китай, Тан. D-23мм ; 618-907 ;  ; Br ; F-VF ; 9 ; Slava O ; 148 
 835 ; 1 цянь "кайюань тунбао", иероглиф 3ч. Китай, Тан. D-24мм ; 618-907 ;  ; Br ; F-VF ; 29 ; Slava O ; 148 
 836 ; 2 цяня "цяньдао юаньбао", иероглиф 6ч. Китай, Южная Сун. D-27мм ; 1165-1174 ;  ; Fe ; F+ ; 26 ; Slava O ; 227 
 729 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 50 ; кузнецов ; 320 
 730 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 41 ; sssppp ; 255 
 731 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 29 ; BVA ; 119 
 732 ; Дирхем. Золотая Орда. Деформация ;  ;  ; Ag ; F-VF ; 41 ; BVN-2 ; 128 
 733 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 26 ; Навруз ; 204 
 734 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 38 ; Навруз ; 233 
 735 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 31 ; pupok-16 ; 94 
 736 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 39 ; pupok-16 ; 100 
 737 ; Лот монет Ивана IV Васильевича (Грозного) (34шт): копейка ; 1533-1584 ;  ; Ag ; F+/F-VF ; 22 ; Mikola_1 ; 680 
 738 ; Лот монет Ивана IV Васильевича (Грозного) (34шт): денга ; 1533-1584 ;  ; Ag ; F-VF ; 19 ; miha ; 578 
 739 ; Лот монет Ивана IV Васильевича (Грозного) (40шт): копейка, денга ; 1533-1584 ;  ; Ag ; F+/VF- ; 17 ; марго ; 683 
 740 ; Лот монет Ивана IV, Федора Ивановича, Гориса Годунова (37шт): копейка ;  ;  ; Ag ; F-VF ; 29 ; марго ; 622 
 741 ; Лот монет Ивана IV Васильевича (Грозного) и Федора Ивановича (34шт): денга ; 1533-1598 ;  ; Ag ; F-VF ; 11 ; jef688 ; 567 
 742 ; Лот монет Ивана IV, Федора Ивановича, Бориса Годунова, Василия Шуйского, Владислава Жигимонтовича, Михаила Федоровича (62шт): копейка, денга ;  ;  ; Ag ; F-VF/VF- ; 48 ; DozorB ; 1864 
 743 ; Лот монет Федора Ивановича (29шт): копейка ; 1584-1598 ;  ; Ag ; F+/VF- ; 22 ; BVN-2 ; 534 
 744 ; Лот допетровских монет Бориса Федоровича Годунова (57шт): копейка ; 1598-1605 ;  ; Ag ; F-VF/VF- ; 33 ; FEDOTOV1920 ; 1257 
 745 ; Лот монет Бориса Федоровича Годунова (28шт): копейка. На некоторых деформация ; 1598-1605 ;  ; Ag ; VF- ; 45 ; murew ; 1236 
 746 ; Лот монет Василия Шуйского (14шт): копейка. На одной монете отверстие ; 1606-1610 ;  ; Ag ; F-VF ; 20 ; Mikola_1 ; 1020 
 747 ; Лот допетровских монет (39шт): Копейка Михаил Федорович, Алексей Михайлович, Петр I+ денга Иван Васильевич (Грозный). На некоторых отверстия и деформация ;  ;  ; Ag ; F-VF ; 23 ; Павлов75 ; 555 
 748 ; Лот чешуи Михаила Федоровича: копейка (16шт) ;  ;  ; Ag ; F/F-VF ; 11 ; BVN-2 ; 300 
 757 ; Денарий. Рим. Марк Аврелий ; 161-180 ;  ; Ag ; VF- ; 41 ; vasa ; 931 
 758 ; Денарий. Рим. Марк Аврелий ; 161-180 ;  ; Ag ; VF ; 39 ; Оттар ; 867 
 759 ; Денарий. Рим. Марк Аврелий ; 161-180 ;  ; Ag ; VF- ; 62 ; Lasto4kaSPB ; 720 
 760 ; Статер. Боспорское царство, Рескупорид VI. М-8,24гр ; 314-342гг до н.э. ;  ; Cu ; F+ ; 51 ; нл ; 623 
 761 ; Тетрадрахма. Хорезм. М-3,89гр ; VI в ;  ; Cu ; F ; 22 ; von_Schwarz ; 603 
 762 ; Монета античная. Индия, Сатавахана. М-3,67гр ; 3-4 вв ;  ; Cu ; F ; 72 ; Sterh ; 293 
 763 ; АЕ. Рим. Константин II. Юбилейный выпуск. М-2,2г ;  ;  ; Cu ; F-VF ; 32 ; 3273 ; 203 
 764 ; Дихалк. Пантикапей. М-2,08гр ; II в до н.э. ;  ; Cu ; F ; 23 ; Al0851 ; 34 
 765 ; Дихалк. Фанагория ; II в до н.э. ;  ; Cu ; F ; 25 ; Hotbit ; 55 
 766 ; Денарий. Рим. Марк Аврелий ; 161-180 ;  ; Ag ; F+ ; 48 ; gelind ; 284 
 767 ; Обол. Пантикапей. Горид ; 150-121гг до нэ ;  ; Cu ; VF- ; 6 ; radion ; 68 
 768 ; Обол. Пантикапей. Горид ; 150-121гг до нэ ;  ; Cu ; F-VF ; 42 ; temir ; 101 
 769 ; Обол. Пантикапей. Горид ; 150-121гг до нэ ;  ; Cu ; VF- ; 52 ; нл ; 293 
 770 ; Обол. Пантикапей. Горид ; 150-121гг до нэ ;  ; Cu ; F-VF ; 31 ; wolikaz ; 79 
 771 ; Обол. Пантикапей. Горид ; 150-121гг до нэ ;  ; Cu ; VF- ; 39 ; radion ; 306 
 772 ; 1/25 обола (монета -дельфин). Ольвия ; 5-4 век до нэ ;  ; Cu ; F ; 13 ; ganza ; 159 
 773 ; 1/25 обола (монета -дельфин). Ольвия ; 5-4 век до нэ ;  ; Cu ; F ; 15 ; ANK ; 182 
 774 ; 1/25 обола (монета -дельфин). Ольвия ; 5-4 век до нэ ;  ; Cu ; F ; 2 ; ganza ; 102 
 775 ; Дихалк. Пантикапей. Триножник ; 140-130гг до нэ ;  ; Cu ; F ; 26 ; Charlotte Sometimes ; 42 
 776 ; Дихалк. Пантикапей. Шапки Диоскуров ; 130-125гг до нэ ;  ; Cu ; F+ ; 16 ; ppp ; 88 
 777 ; Сребренник. Тмутаракань. М-2,89гр ; X-XI вв ;  ; Cu ; F ; 85 ; sonegr ; 3040 
 778 ; 2/3 талера. Брауншвейг-Вольфенбуттель ; 1694ICB ;  ; Ag ; VF-XF ; 46 ; Tosha ; 3007 
 779 ; 1/3 талера. Саксония ; 1674CR ;  ; Ag ; VF-XF ; 75 ; Tosha ; 3582 
 780 ; Гро турнуа - 12 турских денье. Аквитания. 100-летняя война Англии и Франции. Ричард II Плантагенет. М-2,39г ; 1377-1399 ;  ; Ag ; F-VF ; 69 ; Tosha ; 3037 
 781 ; 1 кас. Датская Ост-Индийская Компания. DOC. Датская Индия. Штат Транквебар. Христиан V. М-0,92г ; ND (1692-1697) ;  ; Cu ; F-VF ; 136 ; Argnist3000 ; 1503 
 782 ; Тымф. Польша, Август III ; 1753 ;  ; Ag ; F-VF ; 47 ; MDV ; 883 
 783 ; Орт. Польша, Сигизмунд III ; 1624 ;  ; Ag ; F ; 51 ; Оттар ; 396 
 784 ; 6 грошей. Польша. Ян Казимир. М-2,75г ; 1665AT ;  ; Ag ; F ; 23 ; Al0851 ; 133 
 785 ; 6 грошей. Польша. Ян Казимир. М-2,89г ; 1666AT ;  ; Ag ; F+ ; 15 ; Al0851 ; 146 
 786 ; 6 грошей. Польша. Ян Казимир. М-3,06г ; 1666AT ;  ; Ag ; F ; 15 ; Al0851 ; 143 
 677 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 50 ; Вов ; 69 
 678 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 29 ; zoom30 ; 57 
 679 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 29 ; Mars1J ; 62 
 680 ; Пуло ; XV в ; Удельное Княжество Кашинское ; Cu ; F ; 61 ; vng0206 ; 1620 
 681 ; Пуло ; 1461-1485 ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F ; 36 ; vovan100 ; 1024 
 682 ; Пуло. Деформация ; 1461-1485 ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F ; 23 ; sssppp ; 303 
 683 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 63 ; sssppp ; 260 
 684 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 43 ; sssppp ; 661 
 685 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 61 ; sssppp ; 516 
 686 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 37 ; sssppp ; 2008 
 687 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 45 ; sssppp ; 201 
 688 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 16 ; murka1973 ; 182 
 689 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 48 ; sssppp ; 91 
 690 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 15 ; ifvfy_2008 ; 181 
 691 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 26 ; ur_adamov ; 121 
 692 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 36 ; Taptun ; 339 
 693 ; Пуло ; 1505-1533 ; Василий III Иванович ; Cu ; F ; 39 ; is54 ; 320 
 694 ; Пуло. Тодражание Тверским пулам ; XV в ;  ; Cu ; F ; 48 ; sssppp ; 160 
 695 ; Пуло. Тодражание Тверским пулам ; XV в ;  ; Cu ; F+ ; 38 ; murka1973 ; 357 
 698 ; Дирхем. Золотая Орда, Гюлистан ; 761л.х.(1359-1360) ;  ; Ag ; VF- ; 84 ; D.Fedor ; 455 
 699 ; Дирхем. Золотая Орда, Гюлистан ; 759л.х.(1357-1358) ;  ; Ag ; VF- ; 116 ; Taptun ; 306 
 700 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 745л.х.(1344-1345) ;  ; Ag ; F-VF ; 39 ; Навруз ; 185 
 701 ; Дирхем. Золотая Орда, Сарай-аль-Джадид. Хан Джанибек ; 751л.х.(1350-1351) ;  ; Ag ; F-VF ; 29 ; Навруз ; 203 
 702 ; Дирхем. Золотая Орда, Гюлистан. Хан Джанибек ; 754л.х.(1353-1354) ;  ; Ag ; F-VF ; 40 ; BVA ; 303 
 703 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 751л.х.(1350-1351) ;  ; Ag ; F-VF ; 72 ; Навруз ; 300 
 704 ; Дирхем. Золотая Орда, Сарай-аль-Джадид. Хан Наврузбек ; 761л.х.(1359-1360) ;  ; Ag ; VF- ; 104 ; D.Fedor ; 926 
 705 ; Дирхем. Золотая Орда, Сарай-аль-Джадид. Хан Султан Мухаммед Навруз ; 761л.х.(1359-1360) ;  ; Ag ; VF- ; 69 ; avp ; 424 
 706 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 748л.х.(1347-1348) ;  ; Ag ; F-VF ; 37 ; Навруз ; 209 
 707 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 744л.х.(1343-1344) ;  ; Ag ; F-VF ; 21 ; wl-petr ; 363 
 708 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 747л.х.(1346-1347) ;  ; Ag ; VF- ; 31 ; кузнецов ; 306 
 709 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 749л.х.(1348-1349) ;  ; Ag ; VF- ; 84 ; avp ; 466 
 710 ; Дирхем. Золотая Орда, Гюлистан. Хан Бердибек ; 758л.х.(1356-1357) ;  ; Ag ; VF- ; 44 ; BVA ; 319 
 711 ; Дирхем. Золотая Орда, Гюлистан ; 761л.х.(1359-1360) ;  ; Ag ; VF- ; 74 ; D.Fedor ; 547 
 712 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 747л.х. (1346-1347) ;  ; Ag ; VF- ; 21 ; кузнецов ; 320 
 713 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 745л.х.(1344-1345) ;  ; Ag ; VF- ; 40 ; кузнецов ; 348 
 714 ; Дирхем. Золотая Орда, Сарай-аль-Махруса. Хан Токтогу ; 710л.х.(1310-1311) ;  ; Ag ; F-VF ; 28 ; BVA ; 612 
 715 ; Дирхем. Золотая Орда, Сарай-аль-Джадид ; 748л.х.(1347-1348) ;  ; Ag ; F-VF ; 31 ; vc57 ; 192 
 716 ; Дирхем. Золотая Орда, Гюлистан. Хан Бердибек ; 759л.х.(1357-1358) ;  ; Ag ; VF- ; 52 ; wl-petr ; 357 
 717 ; Дирхем. Золотая Орда, Гюлистан. Хан Джанибек ; 754л.х.(1353-1354) ;  ; Ag ; VF- ; 66 ; кузнецов ; 334 
 718 ; Дирхем. Золотая Орда, Гюлистан. Хан Навруз ; 761л.х.(1359-1360) ;  ; Ag ; VF- ; 86 ; BVA ; 419 
 719 ; Дирхем. Золотая Орда, Сарай-аль-Джадид. Хан Джанибек ; 747л.х.(1346-1347) ;  ; Ag ; VF- ; 75 ; кузнецов ; 361 
 720 ; Дирхем. Золотая Орда, Гюлистан ; 760л.х.(1358-1359) ;  ; Ag ; VF- ; 133 ; D.Fedor ; 395 
 721 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 30 ; Навруз ; 206 
 722 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 18 ; sumrak ; 196 
 723 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 35 ; Навруз ; 211 
 724 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 33 ; Навруз ; 156 
 725 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 17 ; Навруз ; 200 
 726 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 30 ; Навруз ; 159 
 727 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 11 ; Навруз ; 114 
 728 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 55 ; Навруз ; 113 
 627 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; SadKo ; 58 
 628 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; pupok-16 ; 95 
 629 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 28 ; murew ; 62 
 630 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 32 ; imi ; 68 
 631 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 5 ; Al0851 ; 102 
 632 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 11 ; kostian ; 153 
 633 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 9 ; kostian ; 107 
 634 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; murew ; 60 
 635 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; murew ; 90 
 636 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; росвет ; 88 
 637 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 9 ; murew ; 90 
 638 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 5 ; staro ; 145 
 639 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 5 ; imi ; 41 
 640 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 13 ; Sterh ; 24 
 641 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; ВММ ; 64 
 642 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 30 ; imi ; 38 
 643 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 27 ; SadKo ; 139 
 644 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 34 ; 27091979 ; 92 
 645 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 21 ; vc57 ; 36 
 646 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; VF ; 18 ; murew ; 50 
 647 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 23 ; 27091979 ; 153 
 648 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 27 ; raise ; 38 
 649 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 64 ; Iskatel ; 79 
 650 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 6 ; Iskatel ; 18 
 651 ; Копейка. Трещина ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; miha ; 21 
 652 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; волга ; 21 
 653 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; raise ; 24 
 654 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 24 ; raise ; 34 
 655 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 25 ; koga ; 67 
 656 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 84 ; Taptun ; 157 
 657 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 43 ; Iskatel ; 57 
 658 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 67 ; sumrak ; 153 
 659 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 33 ; Al0851 ; 45 
 660 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 56 ; Iskatel ; 90 
 661 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 57 ; Mars1J ; 74 
 662 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F+ ; 20 ; Al0851 ; 31 
 663 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 45 ; akula-71 ; 78 
 664 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 37 ; Вов ; 113 
 665 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF ; 144 ; Iskatel ; 824 
 666 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 40 ; akula-71 ; 113 
 667 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 77 ; staro ; 168 
 668 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 34 ; Iskatel ; 34 
 669 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 53 ; peck ; 128 
 670 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 38 ; Вов ; 75 
 671 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Al0851 ; 27 
 672 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 35 ; raise ; 47 
 673 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 21 ; Вов ; 53 
 674 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 105 ; Вов ; 903 
 675 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; Iskatel ; 80 
 676 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 18 ; Al0851 ; 34 
 577 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 10 ; miha ; 35 
 578 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 7 ; Al0851 ; 48 
 579 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 8 ; raise ; 70 
 580 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; Al0851 ; 59 
 581 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 7 ; волга ; 37 
 582 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; ifvfy_2008 ; 30 
 583 ; Копейка. Борис Федорович Годунов. Москва ; 1598-1605 ;  ; Ag ; VF- ; 57 ; raise ; 151 
 584 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 21 ; vasa ; 146 
 585 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 33 ; captain ; 201 
 586 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 23 ; vasa ; 73 
 587 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 44 ; imi ; 65 
 588 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 13 ; SadKo ; 57 
 589 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 20 ; zoom30 ; 104 
 590 ; Копейка. Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; VF ; 42 ; piter_k ; 100 
 591 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 50 ; piter_k ; 73 
 592 ; Копейка ; 1604 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 7 ; ifvfy_2008 ; 28 
