 5920 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 31 ; йцукен ; 784 
 1278 ; Знак Военный летчик 2 класс ;  ;  ; Ж/м,эмаль ; AU ; 18 ; igaist ; 459 
 1279 ; Знак Военный штурман 2 класс ;  ;  ; Ж/м,эмаль ; AU ; 21 ; igaist ; 459 
 1280 ; Знак 3 разряд ;  ;  ; Ж/м,эмаль ; XF ; 26 ; arsenich-s ; 264 
 1281 ; Знак Юный натуралист СССР ; ММД ;  ; Ж/м,эмаль ; XF- ; 49 ; Krys ; 141 
 1282 ; Жетон Московские ворота ;  ;  ; Ж/м ; AU ; 14 ; lalula ; 227 
 1283 ; Жетон Ленинградский Петербургские метрополитен ;  ;  ; Ж/м ; AU ; 19 ; lalula ; 225 
 1284 ; Жетон Парк Победы ;  ;  ; Ж/м ; XF+ ; 15 ; lalula ; 241 
 1285 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; VF ; 31 ; Ivanov ; 1326 
 1286 ; Медаль 70 лет победы ;  ;  ; Cu-Ni ; Proof ; 32 ; matehev ; 602 
 1287 ; Жетон Традиция. Российский нумизматический форуи ;  ;  ; Би/м ; Proof ; 25 ; VAZ-2107 ; 639 
 1288 ; Медаль 70 лет победы ;  ;  ; Cu-Ni ; Proof ; 34 ; matehev ; 601 
 1289 ; Жетон бензиновый Татарстан ;  ;  ; Ж/м ; XF ; 13 ; Zarik ; 74 
 1290 ; Жетон Император Павел I ; СПМД ;  ; Cu-Ni ; AU ; 46 ; акто_то ; 261 
 1291 ; Жетон Император Александр I ; СПМД ;  ; Cu-Ni ; AU ; 39 ; акто_то ; 181 
 1292 ; Жетон. Корона Российской империи. Петр I ; ММД ;  ; Ж/м ; AU ; 26 ; matehev ; 312 
 1293 ; Жетон Генералиссимус Сталин И.В. Орден "Победа" ; ММД ;  ; Ж/м ; AU ; 33 ; DmitriPartei ; 224 
 1294 ; Жетон Сталин И.В ; ММД ;  ; Ж/м ; AU ; 26 ; 6719 ; 261 
 1295 ; Медаль 10 лет Объединенный инвестиционный банк ; ММД ;  ; Ag925 ; Proof ; 65 ; елец ; 1532 
 1296 ; Медаль Water-mark. Сочи Россия ;  ;  ; Ж/м ; XF ; 51 ; РЫЖИЙ КОТ ; 514 
 1297 ; Лот значков 9шт ;  ;  ; Ж/м,эмаль ; VF-XF ; 31 ; елец ; 101 
 1298 ; Колодка из 4 медалей. ГДР ;  ;  ; Ж/м,Б/м ; VF+/XF ; 20 ; жорка ; 1016 
 1299 ; Набор жетонов Ватикана (Папы Ватикана 20 века): 9шт. Буклет. D-35мм ; 1984 ;  ; Б/м ; AU ; 74 ; елец ; 1259 
 1300 ; Лот значков (Морские, флот): 10шт ;  ;  ; Al,Ж/М ; XF ; 87 ; ga2012 ; 1285 
 1301 ; Лот значков (История Аэрофлота) + 2 медали: 73шт ;  ;  ; Al ; VF/XF ; 49 ; harpushtak71 ; 1285 
 1302 ; Лот значков (Морские, флот): 10шт ;  ;  ; Al,ж/м,Б/М ; XF ; 44 ; елец ; 1416 
 1303 ; Лот значков (Морские, флот): 10шт ;  ;  ; Al,Ж/М ; VF/XF ; 51 ; ЛБС ; 1699 
 1304 ; Лот значков (депутат): 7шт ;  ;  ; Ж/м ; AU ; 84 ; DeNiceo ; 786 
 1305 ; Лот значков: 4шт ;  ;  ; Ж/м,Al ; VF+ ; 8 ; lalula ; 61 
 1306 ; Лот значков (Морские, флот): 10шт ;  ;  ; Al,ж/м ; XF,VF ; 56 ; ga2012 ; 1274 
 1307 ; Лот значков ВМФ СССР: 5шт ;  ;  ; Al ; VF-XF ; 74 ; ga2012 ; 641 
 1308 ; Лот значков (3шт) ;  ;  ; Ж/м,б/м ; XF ; 19 ; mongol64 ; 181 
 1309 ; Лот значков подлодка ВМФ СССР: 3шт ;  ;  ; Al,ж/м,эмаль ; XF ; 22 ; capitosha ; 567 
 1310 ; Лот значков авиакомпании: 8шт ;  ;  ; Al ; VF-XF ; 17 ; lalula ; 174 
 1311 ; Лот значков (Морские, флот): 4шт ;  ;  ; Ж/м ; XF ; 55 ; елец ; 740 
 1312 ; Лот медалей (4шт) ;  ;  ; Ж/м ; VF/XF ; 19 ; ai ; 431 
 1313 ; Лот значков (4шт) ;  ;  ; Ж/м,эмаль ; XF ; 40 ; gola78 ; 124 
 1314 ; Лот значков классности: 4шт ;  ;  ; Al ; VF-XF ; 15 ; mongol64 ; 113 
 1315 ; Лот значков противолодочных крейсеров: 3шт ;  ;  ; Al ; XF- ; 29 ; texnar ; 306 
 1316 ; Лот жетонов: 3шт ;  ;  ; Al ; VF+ ; 5 ; Инструктор ; 51 
 1317 ; Лот значков ГДР и Португалии: 2шт ;  ;  ; Al ; XF ; 18 ; Malvalina ; 114 
 1218 ; Знак Сталь ;  ;  ; Б/м,эмаль ; VF+ ; 9 ; vorkuta ; 2142 
 1219 ; Знак ДСО ;  ;  ; Б/м,эмаль ; VF+ ; 37 ; sports ; 3999 
 1220 ; Знак Зимняя спартакиада ;  ;  ; Ж/м,эмаль ; XF ; 37 ; sharing ; 711 
 1221 ; Знак Ленин ;  ;  ; Ж/м ; VF+ ; 50 ; Taras58 ; 159 
 1222 ; Знак Отличник соц соревновая Промкооперации ;  ;  ; Ж/м,эмаль ; XF- ; 42 ; vvv87 ; 2314 
 1223 ; Знак Лауреат НТТМ ;  ;  ; Ж/м ; AU ; 45 ; Mart71 ; 396 
 1224 ; Знак 200 выходов на охрану границы ;  ;  ; Б/м ; VF-XF ; 9 ; lavist ; 114 
 1225 ; Знак Почетный шахтер ;  ;  ; Ж/м,эмаль ; XF ; 28 ; arsenich-s ; 622 
 1226 ; Знак Отличник государственных трудовых резервов ;  ;  ; Ж/м,эмаль ; XF- ; 37 ; verunk1 ; 3276 
 1227 ; Знак 10 Айсбуцкого полка 14/ IX/1919 ;  ;  ; Б/м,эмаль ; VF ; 84 ; juri_z ; 14327 
 1228 ; Знак Почетный автотранспортник ;  ;  ; Ж/м,эмаль ; XF ; 26 ; серж 78 ; 1200 
 1229 ; Знак Готов к ПВХО ;  ;  ; Ж/м,эмаль ; VF- ; 33 ; gola78 ; 2115 
 1230 ; Знак Союз работников средней школы ;  ;  ; Ж/м,эмаль ; VF ; 10 ; Vova1950 ; 2040 
 1231 ; Знак Комсомолец Украины ;  ;  ; Al ; AU ; 52 ; valet6 ; 193 
 1232 ; Знак Выпускник Архангельск ;  ;  ; Ж/м ; VF+ ; 15 ; andrej888 ; 91 
 1233 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF- ; 42 ; ga2012 ; 204 
 1234 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF ; 29 ; ga2012 ; 509 
 1235 ; Знак Сталинград ;  ;  ; Ж/м ; XF ; 21 ; елец ; 459 
 1236 ; Знак ВММА ;  ;  ; Al ; AU ; 30 ; juri_z ; 408 
 1237 ; Знак Первенство РСФСР 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; Папа с рацией ; 463 
 1238 ; Знак 18 армия ;  ;  ; Ж/м ; XF ; 27 ; valet6 ; 164 
 1239 ; Знак 75 лет КСЗПО ;  ;  ; Ж/м ; XF ; 17 ; Папа с рацией ; 153 
 1240 ; Знак 50 лет погранвойск ;  ;  ; Ж/м,эмлаь ; XF ; 22 ; AV-HUN ; 3452 
 1241 ; Знак 50 лет КПСС ; ММД ;  ; Ag,поз,эмаль ; XF+ ; 123 ; matehev ; 801 
 1242 ; Знак 60 лет ВЧК КГБ ;  ;  ; Al ; XF+ ; 45 ; arsenich-s ; 305 
 1243 ; Знак 50 погранвойск ;  ;  ; Al ; XF+ ; 20 ; Папа с рацией ; 125 
 1244 ; Знак ГТО 2ст ; ММД ;  ; Ж/м,эмаль ; VF+ ; 20 ; DeNiceo ; 67 
 1245 ; Знак Мастер ;  ;  ; Ж/м,эмаль ; XF ; 34 ; папашаГарпагон ; 222 
 1246 ; Знак За безаварийное УВД 20 лет ;  ;  ; Ж/м ; XF+ ; 24 ; Недорого ; 447 
 1247 ; Знак За безаварийный налет часов 28000 часов. Пилот ;  ;  ; Ж/м,эмаль ; XF+ ; 75 ; RAMKIL ; 714 
 1248 ; Знак За безаварийный налет часов 3000 часов. Бортмеханик ;  ;  ; Ж/м,эмаль ; AU ; 64 ; arsenich-s ; 507 
 1249 ; Знак За безаварийный налет часов 9000 часов. Штурман ;  ;  ; Ж/м,эмаль ; AU ; 62 ; arsenich-s ; 629 
 1250 ; Знак Пожарный МВД ;  ;  ; Ж/м,эмаль ; XF ; 22 ; Недорого ; 727 
 1251 ; Знак ЮДМ ;  ;  ; Al ; VF ; 43 ; arsenich-s ; 317 
 1252 ; Знак 1-е зимние студенческие игры ;  ;  ; Ж/м,эмаль ; XF ; 24 ; AV-HUN ; 918 
 1253 ; Знак Южная группа войск ;  ;  ; Ж/м ; XF ; 15 ; серж 78 ; 153 
 1254 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; XF ; 37 ; Гарыныч ; 153 
 1255 ; Знак ДСШ ;  ;  ; Ж/м,эмаль ; XF ; 22 ; ЛБС ; 225 
 1256 ; Знак Кубок Большой Невы ;  ;  ; Ж/м,эмаль ; VF+ ; 19 ; ЛБС ; 306 
 1257 ; Знак 2 спартакиада БССР ;  ;  ; Ж/м,эмаль ; VF+ ; 20 ; arsenich-s ; 414 
 1258 ; Знак Шахматы ;  ;  ; Ж/м,эмаль ; VF ; 15 ; Кашемир ; 250 
 1259 ; Знак 40 лет ;  ;  ; Ж/м ; XF ; 9 ; murman ; 114 
 1260 ; Знак Ветерна спорта ;  ;  ; Ж/м ; XF ; 22 ; Гарыныч ; 510 
 1261 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; VF ; 112 ; ЛБС ; 1034 
 1262 ; Знак третий разряд ;  ;  ; Ж/м,эмаль ; XF ; 42 ; eugraphus ; 404 
 1263 ; Знак Отличник авиации ;  ;  ; Ж/м,эмаль ; XF ; 35 ; AV-HUN ; 2040 
 1264 ; Знак Отличник здравоохранения ;  ;  ; Ж/м,эмаль ; XF- ; 22 ; жених ; 2244 
 1265 ; Знак Монголия 1 место ;  ;  ; Ж/м,эмаль ; VF+ ; 4 ; oleghh7 ; 209 
 1266 ; Знак Монголия 2 место ;  ;  ; Ж/м,эмаль ; VF ; 38 ; oleghh7 ; 204 
 1267 ; Знак Второй разряд ;  ;  ; Ж/м,эмаль ; XF ; 11 ; jugla ; 590 
 1168 ; Знак 1 ГПЗ ;  ;  ; Ж/м,эмаль ; XF+ ; 28 ; wsd ; 357 
 1169 ; Знак Турист Контрольно-Спасательная служба ;  ;  ; Ж/м,эмаль ; XF- ; 19 ; архыз ; 90 
 1170 ; Знак Словакия ;  ;  ; Ж/м,эмаль ; VF+ ; 45 ; doc2 ; 4283 
 1171 ; Знак Гуманитарный ВУЗ ;  ;  ; Ж/м,эмаль ; XF- ; 29 ; alexander9595 ; 238 
 1172 ; Знак Австрия, вес знака с колодкой 8,225г. ;  ;  ; Au, эмаль ; XF ; 101 ; Mike! ; 8160 
 1173 ; Знак Ветеран труда ;  ;  ; Ж/м ; XF+ ; 25 ; А вот вам здрасте.... ; 225 
 1174 ; Нарукавный знак сотрудника милиции ;  ;  ; Ж/м,эмаль ; VF ; 29 ; ZOLTAN333 ; 7254 
 1175 ; Знак Технический ВУЗ ;  ;  ; Al ; VF-XF ; 17 ; alexander9595 ; 45 
 1176 ; Знак Технический ВУЗ ;  ;  ; Ж/м,эмаль ; XF ; 67 ; Vova1950 ; 306 
 1177 ; Знак Медицинский ВУЗ ;  ;  ; Ж/м,эмаль ; XF+ ; 46 ; alexander9595 ; 1020 
 1178 ; Знак Медицинский ВУЗ ;  ;  ; Al ; XF ; 124 ; alexander9595 ; 842 
 1179 ; Знак ВИСМ ;  ;  ; Б/м,эмаль ; XF ; 71 ; eugraphus ; 251 
 1180 ; Знак ИТМ ;  ;  ; Ж/м,эмаль ; XF+ ; 40 ; Vova1950 ; 1560 
 1181 ; Знак ЛПИ им М.И.Калинина ;  ;  ; Ж/м,эмаль ; XF ; 92 ; alexander9595 ; 751 
 1182 ; Знак ЛУ ;  ;  ; Ж/м,эмаль ; XF ; 41 ; Antoschka ; 510 
 1183 ; Знак Академия ;  ;  ; Ж/м ; XF ; 102 ; guronidze ; 510 
 1184 ; Знак Медицинский ВУЗ ;  ;  ; Al ; VF ; 47 ; архыз ; 204 
 1185 ; Знак Речной техникум ;  ;  ; Al ; XF ; 21 ; alexander9595 ; 374 
 1186 ; Знак Полярная Академия ;  ;  ; Ж/м,эмаль ; XF ; 30 ; verunk1 ; 2607 
 1187 ; Знак ВМА им С.М.Кирова ;  ;  ; Ag,эмаль ; VF ; 144 ; juri_z ; 4080 
 1188 ; Знак Искуствоведческий университет ;  ;  ; Б/м,эмаль ; XF ; 25 ; AV-HUN ; 1224 
 1189 ; Знак Государственный университет ;  ;  ; Ag,эмаль ; XF+ ; 38 ; alexander9595 ; 2040 
 1190 ; Знак Военный ВУЗ ;  ;  ; Ag,эмаль ; VF ; 28 ; krugerrand ; 3001 
 1191 ; Знак Государственная лесная охрана 10 лет ;  ;  ; Ж/м,эмаль ; XF ; 28 ; ZOLTAN333 ; 2313 
 1192 ; Знак Государственная лесная охрана 20 лет ;  ;  ; Ж/м,эмаль ; XF ; 31 ; Aleks255 ; 4873 
 1193 ; Знак Буревестник. Краевой совет. 2 место ;  ;  ; Ж/м,эмаль ; XF ; 19 ; blackhunter ; 277 
 1194 ; Знак Буревестник. Областной совет. Чемпион ;  ;  ; Ж/м,эмаль ; XF ; 23 ; ЛБС ; 306 
 1195 ; Знак 50 лет КПСС ; ММД ;  ; Ag,эмаль ; XF+ ; 49 ; DeNiceo ; 771 
 1196 ; Знак ГТО 2ст ;  ;  ; Ж/м,эмаль ; VF-XF ; 16 ; mongol64 ; 140 
 1197 ; Знак фрачный ВАГШ РФ 10 лет выпуска 2000 года. Тираж 100шт ;  ;  ; Ag925,эмаль ; XF+ ; 136 ; Майкл ; 1813 
 1198 ; Знак с/х ;  ;  ; Ж/м,эмаль ; XF ; 25 ; arsenich-s ; 476 
 1199 ; Знак Всеселикое войско Донское ;  ;  ; Ж/м,эмаль ; XF ; 21 ; серж 78 ; 571 
 1200 ; Знак. 30 лет компартии ;  ;  ; Al ; XF ; 20 ; Taras58 ; 161 
 1201 ; Знак 50 лет ВЧК-КГБ ; ММД ;  ; Б/м,эмаль ; XF+ ; 194 ; alexander9595 ; 7026 
 1202 ; Знак 60 лет ВЧК-КГБ ; ММД ;  ; Б/м,эмаль ; XF+ ; 98 ; Майкл ; 6120 
 1203 ; Знак 70 лет ВЧК-КГБ ; ММД ;  ; Б/м,эмаль ; XF+ ; 258 ; СВл ; 5610 
 1204 ; Знак ГСО СССР ;  ;  ; Б/м,эмаль ; XF- ; 34 ; alexander9595 ; 2186 
 1205 ; Знак 25 лет УЗТМ ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; arsenich-s ; 261 
 1206 ; Знак Всесоюзная спаратакиада ;  ;  ; Ж/м,эмаль ; XF- ; 30 ; valet6 ; 397 
 1207 ; Знак ;  ;  ; Ж/м,эмаль ; F-VF ; 7 ; ЛБС ; 58 
 1208 ; Знак ЦДКА ;  ;  ; Ж/м,эмаль ; VF+ ; 53 ; sports ; 7999 
 1209 ; Знак Металлург ;  ;  ; Ж/м,эмаль ; XF ; 21 ; valet6 ; 577 
 1210 ; Знак УРСР ;  ;  ; Ж/м,эмаль ; XF ; 43 ; arsenich-s ; 554 
 1211 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; XF ; 52 ; daymand ; 1020 
 1212 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; VF ; 47 ; Diger55 ; 1111 
 1213 ; Знак Первенство Динамо. 3 место ;  ;  ; Ж/м,эмаль ; XF ; 22 ; arsenich-s ; 510 
 1214 ; Знак ДСО "П" ;  ;  ; Ж/м,эмаль ; XF- ; 25 ; шарик ; 741 
 1215 ; Знак Спортклуб Каз ГУ ;  ;  ; Ж/м,эмаль ; VF ; 19 ; sharing ; 159 
 1216 ; Знак МАИ ;  ;  ; Ж/м,эмаль ; VF+ ; 16 ; valet6 ; 567 
 1217 ; Знак Красный крест ;  ;  ; Б/м,эмаль ; XF ; 35 ; Diger55 ; 1041 
 1118 ; Знак СССР-Финляндия ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 7 ; wsd ; 114 
 1119 ; Знак XXV ;  ;  ; Ж/м,эмаль ; XF ; 15 ; ЛБС ; 126 
 1120 ; Знак МЗМ Москва ;  ;  ; Ж/м,эмаль ; XF+ ; 26 ; ЛБС ; 142 
 1121 ; Знак Отличник социалистического соревнования  РСФСР ; ММД ;  ; Ж/м,эмаль ; XF+ ; 23 ; murman ; 252 
 1122 ; Знак МТИ ;  ;  ; Ж/м,эмаль ; XF- ; 17 ; mirumir ; 104 
 1123 ; Знак 50 лет ГПЗ ;  ;  ; Ж/м,эмаль ; XF- ; 12 ; molodes ; 58 
 1124 ; Знак Добровольное общество содействия озеленению Москвы ;  ;  ; Ж/м,эмаль ; XF+ ; 55 ; Маша-растеряша ; 350 
 1125 ; Знак Панорамный кинотеатр Мир ;  ;  ; Ж/м,эмаль ; XF ; 23 ; ЛБС ; 250 
 1126 ; Знак Минин и Пожарский ;  ;  ; Ж/м,эмаль ; XF+ ; 19 ; wsd ; 170 
 1127 ; Знак ВДНХ СССР ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 30 ; wsd ; 150 
 1128 ; Знак ВСХВ ;  ;  ; Ж/м,эмаль ; AU ; 25 ; А вот вам здрасте.... ; 306 
 1129 ; Знак ВСХВ ;  ;  ; Ж/м,эмаль ; XF+ ; 19 ; murman ; 208 
 1130 ; Знак ВДНХ СССР ; ЛМД ;  ; Ж/м,эмаль ; AU ; 24 ; елец ; 283 
 1131 ; Знак ВДНХ СССР ; ЛМД ;  ; Ж/м,эмаль ; AU ; 46 ; wsd ; 220 
 1132 ; Знак КЗ Ленинград ; ЛМД ;  ; Ж/м,эмаль ; AU ; 23 ; wsd ; 300 
 1133 ; Знак МПКиО "Сокольники" ;  ;  ; Ж/м,эмаль ; XF ; 27 ; mirumir ; 459 
 1134 ; Знак Профсоюз культуры СССР ;  ;  ; Б/м,эмаль ; XF ; 36 ; Vova1950 ; 463 
 1135 ; Знак Московский Дом Ученых ;  ;  ; Б/м,эмаль ; XF ; 47 ; Маша-растеряша ; 250 
 1136 ; Знак Готов к санитарной обороне СССР ;  ;  ; Ж/м,эмаль ; XF ; 40 ; msgmit ; 275 
 1137 ; Знак МГДПО ; ММД ;  ; Ж/м,эмаль ; AU ; 44 ; ЛБС ; 442 
 1138 ; Знак 800 лет Москвы ;  ;  ; Ж/м,эмаль ; XF ; 29 ; mongol64 ; 312 
 1139 ; Знак 2 место ;  ;  ; Ж/м,эмаль ; XF ; 33 ; wsd ; 1393 
 1140 ; Знак 2 место ; 1960 ;  ; Ж/м,эмаль ; XF+ ; 45 ; wsd ; 1387 
 1141 ; Знак 3 место ;  ;  ; Ж/м,эмаль ; XF+ ; 39 ; Vova1950 ; 1560 
 1142 ; Знак 3 место ;  ;  ; Ж/м,эмаль ; AU ; 35 ; Vova1950 ; 1487 
 1143 ; Знак 3 место ;  ;  ; Ж/м,эмаль ; AU ; 45 ; Vova1950 ; 1500 
 1144 ; Знак Мастер ;  ;  ; Ж/м,эмаль ; AU ; 48 ; Vova1950 ; 1520 
 1145 ; Знак Мастер ;  ;  ; Ж/м,эмаль ; AU ; 43 ; Vova1950 ; 1490 
 1146 ; Знак Мастер ;  ;  ; Ж/м,эмаль ; AU ; 37 ; valet6 ; 1491 
 1147 ; Знак Мастер ;  ;  ; Ж/м,эмаль ; XF+ ; 50 ; Папа с рацией ; 1501 
 1148 ; Знак За заслуги в стандартизации ;  ;  ; Б/м,эмаль ; XF ; 29 ; wsd ; 2601 
 1149 ; Знак 3 разряд ;  ;  ; Ж/м,эмаль ; XF ; 50 ; doc2 ; 2000 
 1150 ; Знак 3 разряд ;  ;  ; Ж/м,эмаль ; XF ; 36 ; wsd ; 1400 
 1151 ; Знак ДСО Спартак. 1 место ;  ;  ; Ж/м,эмаль ; XF+ ; 198 ; Vova1950 ; 1530 
 1152 ; Знак ДСО Спартак. 3 место ;  ;  ; Ж/м,эмаль ; XF+ ; 154 ; mebius ; 1497 
 1153 ; Знак Трудовой Резерв. Чемпион ;  ;  ; Ж/м,эмаль ; XF+ ; 50 ; Папа с рацией ; 700 
 1154 ; Знак Трудовой Резерв. 3 место ;  ;  ; Ж/м,эмаль ; XF+ ; 33 ; Папа с рацией ; 677 
 1155 ; Знак Первенство области 1959 ;  ;  ; Ж/м,эмаль ; XF+ ; 33 ; solder13 ; 688 
 1156 ; Знак Отличник соцсоревнования  УРСР ; ММД ;  ; Ж/м,эмаль ; XF+ ; 27 ; елец ; 297 
 1157 ; Знак Всесоюзная Промышленная выставка ;  ;  ; Ж/м,эмаль ; XF ; 52 ; arsenich-s ; 800 
 1158 ; Знак XXV лет Сталиногорск 1933-1958 ;  ;  ; Ж/м,эмаль ; XF ; 80 ; arsenich-s ; 1000 
 1159 ; Знак IX съезд профсоюза металургов ; ЛМД ;  ; Ж/м,эмаль ; XF ; 51 ; серж 78 ; 373 
 1160 ; Знак 25 лет Грузгипромез ;  ;  ; Б/м ; XF ; 17 ; wsd ; 110 
 1161 ; Знак Завод Красногвардеец ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 24 ; ЛБС ; 132 
 1162 ; Знак Сталинград ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 55 ; елец ; 465 
 1163 ; Знак Красный Крест СССР ;  ;  ; Ж/м,эмаль ; XF ; 20 ; серж 78 ; 158 
 1164 ; Знак Москультторг ;  ;  ; Б/м,эмаль ; AU ; 30 ; СТС1 ; 516 
 1165 ; Знак ВПВ ; ММД ;  ; Ж/м,эмаль ; XF ; 51 ; arsenich-s ; 486 
 1166 ; Знак Отличник бытового обслуживания населения ; ММД ;  ; Ж/м,эмаль ; AU ; 66 ; wsd ; 555 
 1167 ; Знак Москва ;  ;  ; Б/м,эмаль ; XF ; 37 ; VPV89 ; 164 
 1068 ; Знак Фронтовик ;  ;  ; Ж/м ; XF+ ; 57 ; daymand ; 200 
 1069 ; Знак Шахтерская слава ;  ;  ; Ж/м,эмаль ; XF- ; 16 ; Mike! ; 555 
 1070 ; Знак ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 43 ; -1- ; 496 
 1071 ; Знак Участнику ликвидации последствий аварии ЧАЭС ;  ;  ; Ж/м ; AU ; 22 ; arsenich-s ; 218 
 1072 ; Знак 1 республиканский фестиваль молодежи Карельская АССР ;  ;  ; Ж/м ; XF+ ; 13 ; Mike! ; 333 
 1073 ; Знак 3 степени ;  ;  ; Ж/м,эмаль ; XF ; 27 ; lavist ; 112 
 1074 ; Знак  "За налет 500 тыс км ГВФ" ;  ;  ; Ж/м, эмаль ; XF ; 47 ; опс ; 9400 
 1075 ; Знак " За  безавварийный налёт часов" пилот 3000 ;  ;  ; Ж/м, эмаль ; XF ; 29 ; WASP ; 612 
 1076 ; Знак Мировая спартакиада 1934 ;  ;  ; Ж/м,эмаль ; VF- ; 41 ; alexander9595 ; 2062 
 1077 ; Знак  "1000000 км ГВФ" ;  ;  ; Б/м, краска ; XF- ; 35 ; flutter ; 784 
 1078 ; Знак  "1000000 км ГВФ" ;  ;  ; Ж/м, эмаль ; VF-XF ; 36 ; жених ; 2267 
 1079 ; Знак  "За налет 500 тыс км ГВФ" ;  ;  ; Б/м, краска ; XF- ; 44 ; harpushtak71 ; 803 
 1080 ; Знак 15 лет ЦАГИ ;  ;  ; Ж/м, эмаль ; XF+ ; 24 ; опс ; 5100 
 1081 ; Знак ЛПИ имени М.И.Калинина ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 106 ; valet6 ; 796 
 1082 ; Знак Первенство области РСФСР 2 место ;  ;  ; Б/м,эмаль ; XF ; 45 ; куля ; 893 
 1083 ; Знак Областной совет 1 место ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; arsenich-s ; 600 
 1084 ; Знак Молдова. III ст ;  ;  ; Ж/м,эмаль ; XF ; 36 ; Папа с рацией ; 612 
 1085 ; Знак Чемпион ;  ;  ; Ж/м,эмаль ; XF ; 27 ; Папа с рацией ; 612 
 1086 ; Знак IV Всесоюзная конференция ДСО профсоюзов Москва ;  ;  ; Ж/м,эмаль ; VF-XF ; 31 ; wsd ; 567 
 1087 ; Знак За труд ;  ;  ; Ж/м,эмаль ; XF ; 45 ; arsenich-s ; 555 
 1088 ; Знак Мир Разоружения Москва ;  ;  ; Б/м,эмаль ; XF ; 21 ; wsd ; 125 
 1089 ; Знак За коммунистический труд ;  ;  ; Ж/м,эмаль ; XF ; 17 ; murman ; 143 
 1090 ; Знак ДСО "Энергия" ;  ;  ; Ж/м,эмаль ; VF ; 33 ; gola78 ; 312 
 1091 ; Знак Tonkn 1 место 1955 ;  ;  ; Ж/м,эмаль ; XF ; 81 ; solder13 ; 626 
 1092 ; Знак Военный летчик 3 класса ;  ;  ; Ж/м,эмаль ; XF+ ; 33 ; igaist ; 1507 
 1093 ; Знак Первенство области 3 место ;  ;  ; Ж/м,эмаль ; VF+ ; 46 ; Папа с рацией ; 657 
 1094 ; Медаль Участнику ВСХВ ;  ;  ; Ж/м ; XF+ ; 60 ; куля ; 192 
 1095 ; Знак ДОСААФ СССР Водитель мотоцикла ;  ;  ; Ж/м,эмаль ; XF ; 11 ; А вот вам здрасте.... ; 714 
 1096 ; Знак Россия. Мастер спорта ;  ;  ; Б/м ; XF+ ; 15 ; oleghh7 ; 340 
 1097 ; Знак ДСО "Авангард" УРСР ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; murman ; 111 
 1098 ; Знак ДСО "Нямунас" ;  ;  ; Ж/м,эмаль ; VF+ ; 34 ; А вот вам здрасте.... ; 163 
 1099 ; Знак Труд 2 место. Футбол ;  ;  ; Ж/м,эмаль ; XF- ; 44 ; Папа с рацией ; 643 
 1100 ; Знак Первенство боласти 2 место 1960 ;  ;  ; Ж/м,эмаль ; VF-XF ; 42 ; Папа с рацией ; 657 
 1101 ; Знак Колхозник УРСР ;  ;  ; Ж/м,эмаль ; VF ; 35 ; arsenich-s ; 527 
 1102 ; Знак ДСО "Искра" ;  ;  ; Ж/м,эмаль ; VF ; 36 ; valet6 ; 341 
 1103 ; Знак. Олимпийский ;  ;  ; ж/м ; VF ; 5 ; murman ; 51 
 1104 ; Знак ЛМИ ;  ;  ; Ж/м,эмаль ; VF ; 111 ; vorkuta ; 2000 
 1105 ; Знак Спартак Удостоверение ;  ;  ; Ж/м,эмаль ; XF ; 120 ; alexander9595 ; 2414 
 1106 ; Знак. Чемпионат по фигурному катанию. Фигуристка отломана ;  ;  ; б/м ; VF- ; 0 ; Не продан ; 0 
 1107 ; Знак. Олимпиада в Сиднее ; 2000 ;  ; ж/м ; XF+ ; 12 ; murman ; 93 
 1108 ; Знак. Олимпийской флаг. Израиль ; 1999 ;  ; ж/м ; XF+ ; 40 ; Папа с рацией ; 237 
 1109 ; Знак 1 ГПЗ ;  ;  ; Ж/м,эмаль ; XF+ ; 41 ; ЛБС ; 310 
 1110 ; Знак Таганрог А.П.Чехов ;  ;  ; Ж/м ; VF+ ; 1 ; wsd ; 22 
 1111 ; Знак Бурштынская РЭС ;  ;  ; Ж/м,эмаль ; XF+ ; 20 ; А вот вам здрасте.... ; 200 
 1112 ; Знак 1500 лет Грузии ;  ;  ; Ж/м,эмаль ; XF+ ; 9 ; wsd ; 108 
