 5854 ; Бона иностранная. Бразилия ;  ;  ;  ; AU ; 26 ; scipion ; 116 
 771 ; Медаль. В память взятия Адрианополя 1829г. D-65мм ;  ;  ; Ж/м ; VF+ ; 44 ; gelo ; 12467 
 772 ; Медаль. Александр Суворов. №57. Тираж 100 шт. D-41мм ; 2009СПМД ;  ; Ag925 ; Proof ; 43 ; boroda ; 5202 
 773 ; Медаль. Успенский собор Московского кремля. D-65мм ; 1981ММД ;  ; Ж/м ; AU ; 44 ; efim ; 516 
 774 ; Медаль. 200 лет со дня рождения О. А. Кипренского. D-60мм ; 1983ЛМД ;  ; Томпак ; XF ; 17 ; alex09-63 ; 675 
 775 ; Медаль. 150 лет со дня рождения П.М. Третьякова. D-60мм ; 1983ЛМД ;  ; Томпак ; XF ; 18 ; efim ; 661 
 776 ; Медаль. 150 лет со дня рождения Эдуарда Мане. D-60мм ; 1984ЛМД ;  ; Томпак ; XF ; 51 ; alex09-63 ; 668 
 777 ; Медаль. 100 лет со дня рождения В.А. Антонова-Овсеенко. D-60мм ; 1985ЛМД ;  ; Томпак ; XF ; 12 ; хопкинс ; 459 
 778 ; Медаль. 50 лет стахановскому движению. D-60мм ; 1989ЛМД ;  ; Томпак ; XF ; 32 ; efim ; 666 
 779 ; Медаль. Восьмой международный конгресс по обогащению углей. СССР Донецк. D-65мм ; 1978ЛМД ;  ; Ж/м ; XF ; 42 ; efim ; 2380 
 780 ; Медаль. Ниязи D-60мм ; ММД ;  ; Ж/м ; AU ; 57 ; efim ; 3238 
 781 ; Медаль. ООН. Медальер Ногин. D-60мм ; 1985ЛМД ;  ; Ж/м ; XF ; 36 ; efim ; 3238 
 782 ; Медаль. Танкоград. Медальеры Слонов и Служеникин. D-60мм ; 1981ЛМД ;  ; Ж/м ; XF ; 22 ; Костян 92 ; 642 
 783 ; Медаль. 50 ЛЕТ Стахановскому движению. Медальер Козлов. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 11 ; efim ; 666 
 784 ; Медаль. 60 лет Азербайджанской ССР и компартии Азербайджана. D-60мм ; 1980ММД ;  ; Ж/м ; AU ; 18 ; efim ; 1019 
 785 ; Медаль. Ленинский коммунистический союз молодежи Армении. D-60мм ;  ;  ; Ж/м ; AU ; 45 ; ulf ; 867 
 786 ; Медаль. Болгарский олимпийский комитет. D-60мм ;  ;  ; Ж/м ; VF ; 7 ; sergey35 ; 104 
 787 ; Медаль Всесоюзный совет ДСО  профсоюзов. D-50мм ;  ;  ; Ж/м ; XF ; 19 ; маманя ; 90 
 788 ; Медаль. Петр I. D-59мм ;  ;  ; Ж/м ; XF ; 24 ; efim ; 2267 
 789 ; Медаль. Ботик Петра I. D-70мм ;  ;  ; Б/м ; XF ; 20 ; efim ; 337 
 790 ; Медаль. 400 лет со дня рождения Петера Пауля Рубенса (1577-1640). D-60мм ; 1977 ;  ; Al ; XF- ; 15 ; efim ; 138 
 791 ; Медаль. 50 лет СССР (1922-1972). D-65мм ;  ;  ; Al ; XF ; 12 ; lalula ; 123 
 792 ; Медаль. В память открытия городского аэровокзала 1965г. D-60мм ;  ;  ; Al ; XF+ ; 12 ; цеховик ; 111 
 793 ; Медаль. Всесоюзный алюминиево-магневый институт. D-60мм ; ЛМД ;  ; Al ; XF ; 24 ; sportmini ; 680 
 794 ; Медаль. Муромскому радиозаводу 20 лет  (1946-1966). D-55мм ;  ;  ; Al ; XF ; 11 ; Папа с рацией ; 101 
 795 ; Медаль. Микельанджело (1475-1564). D-65мм ; 1976ЛМД ;  ; Al ; XF ; 43 ; efim ; 210 
 796 ; Медаль. Спасская башня иркутского острога. D-49мм ;  ;  ; Б/м ; VF ; 25 ; Костян 92 ; 116 
 797 ; Медаль. 100 лет со дня рождения В.И. Ленина (1870-1970). D-50мм ;  ;  ; Б/м ; VF-XF ; 8 ; sergey35 ; 181 
 798 ; Медаль. 100 лет со дня рождения В.И. Ленина (1870-1970). D-50мм ;  ;  ; Б/м ; VF-XF ; 15 ; sergey35 ; 169 
 799 ; Медаль. В.И. Ленин. D-50мм ;  ;  ; Б/м ; VF ; 41 ; stark-2006 ; 192 
 800 ; Медаль. 50 лет Советской власти (1917-1967). D-50мм ;  ;  ; Ж/м ; XF ; 13 ; mikki67 ; 238 
 801 ; Медаль. Первый космонавт земли. Ю.Гагарин. D-50мм ; ММД ;  ; Ж/м ; AU ; 4 ; Костян 92 ; 153 
 802 ; Медаль. Первый человек на Луне. Н.Армстронг. D-50мм ; ММД ;  ; Ж/м ; AU ; 3 ; MUPS ; 150 
 803 ; Медаль Ленинград - город Герой. Медальер Соколов. D-53мм ;  ;  ; Al ; XF ; 40 ; efim ; 239 
 804 ; Медаль. Комитет по физической культуре и спорту при совете министров РСФСР. D-51мм ;  ;  ; Ж/м ; VF-XF ; 15 ; Костян 92 ; 184 
 805 ; Медаль 30 лет победы советского народа. D-97мм ;  ;  ; Al ; XF ; 22 ; foxmuld ; 283 
 806 ; Медаль 50 лет ВВСКСФ. D-68мм ;  ;  ; Ж/м ; XF ; 62 ; efim ; 906 
 807 ; Медаль Участнику разработки и создания мемориала. Подводная лодка "Народоволец". D-60мм ;  ;  ; Al ; VF+ ; 15 ; RAPAN ; 567 
 808 ; Медаль В память о совместной работе. Ленинград. D-69мм ;  ;  ; Al ; VF-XF ; 24 ; lalula ; 181 
 809 ; Шпанга из 3-х наград Финляндии ;  ;  ; Fe,Br ; VF-/XF ; 47 ; Vargsss ; 3415 
 810 ; Медаль за примерное поведение и службу. США ;  ;  ; Ж/м ; XF ; 47 ; landser77 ; 299 
 811 ; Медаль "За службу в Юго-Западной Азии". США ;  ;  ; Ж/м ; XF ; 42 ; маманя ; 284 
 812 ; Медаль. "За Службу по Защите Нации". США. В коробке ;  ;  ; Ж/м ; XF+ ; 30 ; маманя ; 197 
 813 ; Медаль Почета. Австрия. В коробке ;  ;  ; Б/м ; XF ; 54 ; Папа с рацией ; 713 
 814 ; Крест За Заслуги. Австрия. В коробке ;  ;  ; Б/м, эмаль ; XF- ; 64 ; Хаа ; 3184 
 815 ; Поощрительная медаль Армии. США ;  ;  ; Ж/м ; XF- ; 24 ; Костян 92 ; 261 
 816 ; Медаль Армии "За Достижения". США ;  ;  ; Ж/м ; VF-XF ; 46 ; маманя ; 329 
 817 ; "Золотой" крест заслуг. Польша ;  ;  ; Ж/м, эмаль ; XF- ; 14 ; dima-sml ; 181 
 818 ; "Серебряный" крест заслуг. Польша ;  ;  ; Б/м, эмаль ; VF-XF ; 9 ; sileng ; 255 
 819 ; "Бронзовый" крест заслуг. Польша ;  ;  ; Ж/м ; VF-XF ; 16 ; dima-sml ; 294 
 820 ; Военный крест 1914-1918гг. Франция ;  ;  ; Br ; XF ; 23 ; mexngaz ; 1000 
 718 ; Фолис. Рим, имп. Валентиниан I. М-2,58гр ; 364-375 ;  ; Cu ; F+ ; 15 ; lestes ; 252 
 719 ; Фолис. Рим, имп. Валентиниан I. М-2,36гр ; 364-375 ;  ; Cu ; F+ ; 20 ; aziya11 ; 204 
 720 ; Фолис. Рим, имп. Валент. М-2,64гр ; 364-363 ;  ; Cu ; F+ ; 5 ; lestes ; 225 
 721 ; Фолис. Рим, имп. Валент. М-1,80гр ; 364-363 ;  ; Cu ; F+ ; 13 ; lestes ; 204 
 722 ; Антониниан. Рим, имп. Тетрик II. М-2,57гр ; 271-274 ;  ; Cu ; F ; 9 ; oksmi ; 227 
 723 ; Фолис. Византия, Василий II и Константин VIII. М-8,58гр ; 976-1025 ;  ; Cu ; F+ ; 23 ; doc2 ; 665 
 724 ; Монета. Византия, Мануил I. М-2,41гр ; 1143-1195 ;  ; Cu ; F+ ; 13 ; dimasmirnov ; 255 
 725 ; Монета античная. М-11,64г ;  ;  ; Cu ; F ; 21 ; Dr_VAK ; 1428 
 726 ; Монета античная. Г. Карфаген. М-3,04гр ; III в до н.э. ;  ; Cu ; F ; 39 ; edwards ; 2817 
 727 ; Лот монет Ольвии (15шт): монета-дельфин (1/25 обола) ; 5-4вв до н.э. ;  ; Cu ; F/F+ ; 31 ; Dr_VAK ; 837 
 728 ; Талер. Зальцбург. Paris von Lodron ; 1628 ;  ; Ag ; VF ; 55 ; а1945 ; 20411 
 729 ; Гроат. Британия, Эдуард III. В буклете ; 1327-1377 ;  ; Ag ; VF+ ; 60 ; Alex22D ; 8120 
 730 ; Полторак. Польша, Сигизмунд III. М-0,92гр ; 1620 ;  ; Ag ; F-VF ; 24 ; aziya11 ; 132 
 731 ; Полторак. Польша, Сигизмунд III. М-0,83гр ; 17в ;  ; Ag ; F-VF ; 33 ; artyom-k ; 89 
 732 ; Полторак. Польша, Сигизмунд III. М-0,91гр ; 1623 ;  ; Ag ; F-VF ; 28 ; artyom-k ; 105 
 733 ; Полторак. Польша, Сигизмунд III. М-1,05гр ; 17в ;  ; Ag ; F-VF ; 24 ; aziya11 ; 90 
 734 ; Полугрош. Литва, Александр Ягелончик. М-1,28гр ; 16в ;  ; Ag ;  ; 23 ; byrozka ; 190 
 735 ; Полторак. Польша, Сигизмунд III. М-1,05гр ; 17в ;  ; Ag ;  ; 19 ; artyom-k ; 113 
 736 ; Полторак. Польша, Сигизмунд III. М-1,02гр ; 17в ;  ; Ag ;  ; 20 ; artyom-k ; 113 
 737 ; Полторак. Польша, Сигизмунд III. М-0,99гр ; 17в ;  ; Ag ;  ; 16 ; artyom-k ; 114 
 738 ; Денарий. Венгрия. М-0,51гр ; 1342-1382 ;  ; Ag ; F-VF ; 45 ; dis ; 568 
 739 ; Денарий. Венгрия, Фердинанд I. М-0,54гр ; 1552 ;  ; Ag ; F-VF ; 27 ; dis ; 300 
 740 ; Денарий. Венгрия, Фердинанд I. М-0,47гр ; 1550 ;  ; Ag ; F-VF ; 22 ; kornum ; 357 
 741 ; Денарий. Венгрия, Матвей II. М-0,35гр ; 1614 ;  ; Ag ; F-VF ; 19 ; dis ; 292 
 742 ; Пфенниг. Германия. М-0,59гр ;  ;  ; Ag ;  ; 67 ; shurik2 ; 474 
 743 ; Солид. Рига, Кристина. М-0,59гр ; 17в ;  ; Ag ;  ; 34 ; artyom-k ; 92 
 744 ; Солид. Рига, Кристина. М-0,58гр ; 17в ;  ; Ag ;  ; 12 ; aziya11 ; 106 
 745 ; Солид. Рига, Кристина. М-0,56гр ; 17в ;  ; Ag ;  ; 13 ; aziya11 ; 107 
 746 ; Солид. Рига, Кристина. М-0,68гр ; 17в ;  ; Ag ;  ; 19 ; aziya11 ; 108 
 747 ; Солид. Рига, Кристина. М-0,50гр ; 17в ;  ; Ag ;  ; 22 ; aziya11 ; 108 
 748 ; Солид. Рига, Кристина. М-0,68гр ; 17в ;  ; Ag ;  ; 15 ; aziya11 ; 110 
 749 ; Лот монет Средневековой Риги (4шт): солид ; 17в ;  ; Ag ;  ; 18 ; aziya11 ; 170 
 750 ; Солид. Польша. Отверстие ; 1664 ;  ; Cu ; F-VF ; 18 ; северянин ; 65 
 754 ; Георгиевский крест IV ст. № 962068. Р-ры: 34х34мм ; 1914-1915 ;  ; Ag ; VF+ ; 34 ; ЛБС ; 11475 
 755 ; Медаль. За Усердие. Имп. Николай II. D-28мм ;  ;  ; Ag ; XF+ ; 36 ; CU77 ; 7285 
 756 ; Медаль. За храбрость IV ст № 287485. имп. Николай II. D-28мм ;  ;  ; Ag ; VF+ ; 24 ; валенок ; 6006 
 757 ; Медаль. В память царствования Александра III (1881-1894). D-28мм ;  ;  ; Ag ; XF+ ; 31 ; konoval333 ; 4444 
 758 ; Медаль. За поход в Китай (1900-1901). Частная мастерская. D-27мм ;  ;  ; Ag ; VF-XF ; 47 ; sotnik ; 12354 
 759 ; Медаль. Русские братьям-полякам 1914г. D-32мм ;  ;  ; Ag ; XF- ; 63 ; dream ; 6000 
 760 ; Жетон. В память коронации Александра III. D-26мм ;  ;  ; Ag ; XF+ ; 42 ; matehev ; 3812 
 761 ; Жетон. Великому освобожденному народу 1917г. Р-ры: 28х25мм ;  ;  ; Ag ; VF-XF ; 83 ; sotnik ; 5669 
 762 ; Жетон. За отличную стрельбу. D-25мм ;  ;  ; Б/м ; VF+ ; 44 ; doc2 ; 3194 
 763 ; Жетон. В память 200-летия г. Санкт-Петербурга (1703-1903). D-23мм. Частная мастерская ;  ;  ; Ag ; VF ; 62 ; 1023oxana ; 3017 
 764 ; Жетон. В память всероссийской народной переписи  1897г. Р-ры: 32х21мм ;  ;  ; Ag ; VF- ; 54 ; мурик ; 4647 
 765 ; Медаль В память 1000-летия России. D-35мм ;  ;  ; Br ; XF ; 30 ; Костян 92 ; 1255 
 766 ; Медаль. В память Отечественной войны 1812г. D-23мм ;  ;  ; Ж/м ; VF ; 31 ; YSV ; 5873 
 767 ; Жетон Пушкин. D-22мм ;  ;  ; Ж/м ; XF- ; 12 ; Bonyf ; 900 
 768 ; Жетон. Слава родному победоносному воинству (1914-1915). D-24мм ;  ;  ; Ж/м ; VF- ; 27 ; doc2 ; 1259 
 769 ; Знак об окончании немедицинских факультетов Императорских Российских Университетов ;  ;  ; Ж/м,эмаль ; VF- ; 138 ; ар-тур ; 3978 
 770 ; Медаль в память взятия Кексгольма. D-46мм. Отверстие ;  ;  ; Б/м ; F-VF ; 20 ; gelo ; 2907 
 668 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 48 ; oksmi ; 310 
 669 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; samsung ; 204 
 670 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 30 ; Служба тяги ; 290 
 671 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 26 ; Xxzx ; 110 
 672 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 15 ; doc2 ; 420 
 673 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 21 ; cotangens ; 269 
 674 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 18 ; Папа с рацией ; 351 
 675 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 92 
 676 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 80 
 677 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; artyom-k ; 115 
 678 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; artyom-k ; 156 
 679 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; Xxzx ; 198 
 680 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; win.gradoff ; 138 
 681 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 9 ; 7 на 8 8 на 7 ; 357 
 682 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 14 ; Xxzx ; 191 
 683 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 5 ; Xxzx ; 114 
 684 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 10 ; пасечник ; 185 
 685 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 112 
 686 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 5 ; Vasilyi9 ; 102 
 687 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 93 
 688 ; Копейка. Деформация ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 10 ; Владко ; 453 
 689 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 24 ; elinsckij123 ; 134 
 690 ; Копейка ; 1604 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 53 ; Hada ; 681 
 691 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 12 ; Xxzx ; 101 
 692 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 23 ; Xxzx ; 140 
 693 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 5 ; Xxzx ; 143 
 694 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 29 ; artyom-k ; 256 
 695 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 9 ; artyom-k ; 151 
 696 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; Vasilyi9 ; 102 
 697 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 120 
 698 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; Xxzx ; 87 
 699 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 14 ; samsung ; 213 
 700 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 9 ; jjj23 ; 202 
 701 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 35 ; zoom30 ; 318 
 702 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 19 ; Vasilyi9 ; 175 
 703 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 11 ; drn137 ; 318 
 704 ; Лот монет Петра I (6шт): копейка ; 1689-1725 ;  ; Ag ; F+/F-VF ; 9 ; тирмит ; 786 
 705 ; Лот допетровских монет (7шт): копейка, денга ;  ;  ; Ag ; F+/F-VF ; 14 ; трюфель ; 267 
 706 ; Лот монет Алексея Михайловича "Медный бунт" (11шт): копейка. Москва, Псков, Новгород ; 1645-1676 ;  ; Cu ; F/F+ ; 33 ; Папа с рацией ; 2091 
 707 ; Антониниан. Рим, имп. Волузиан. М-2,64гр ; 251-253 ;  ; Ag ; F-VF ; 15 ; Добрыня ; 1474 
 708 ; Сестерций?. Рим, имп. Адриан. М-23.15гр ; 117-138 ;  ; Br ; F ; 25 ; ALEK98 ; 742 
 709 ; Монета. Рим, провинция Мезия. Каракалла и Юлия Домна. М-10,12гр ; 197-217 ;  ; Cu ; F+ ; 46 ; himak ; 5100 
 710 ; Монета. Рим, провинция Мезия. Гелиогабал и Юлия Меза. М-13,18гр ; 198-222 ;  ; Cu ; F+ ; 50 ; himak ; 3264 
 711 ; Антониниан. Рим, имп. Постум. М-2,83гр ; 260-269 ;  ; Ag ; F+/F-VF ; 11 ; ppp ; 793 
 712 ; Фолис. Рим, Константин I Великий. Юбилейный выпуск. М-2,33гр ; 307-337 ;  ; Cu ; F+ ; 13 ; ga2012 ; 340 
 713 ; Фолис. Рим, Константин I Великий. М-3,27гр ; 307-337 ;  ; Cu ; F+ ; 42 ; lestes ; 506 
 714 ; Фолис. Рим, Константин I Великий. М-3,06гр ; 307-337 ;  ; Cu ; F+ ; 15 ; aziya11 ; 201 
 715 ; Фолис. Рим, имп. Крисп. М-2,26гр ; 317-326 ;  ; Cu ; F+ ; 19 ; dimasmirnov ; 294 
 716 ; Фолис. Рим, имп. Константин II (как Цезарь). М-2,90гр ; 317-337 ;  ; Cu ; F+ ; 29 ; dimasmirnov ; 282 
 717 ; Фолис. Рим, имп. Констанций II (как Цезарь). М-4,82гр ; 324-361 ;  ; Cu ; F+ ; 25 ; himak ; 532 
 607 ; Лот монет России: 5 пенни (3шт) ; 1908-1915 ;  ; Cu ; VF-XF/F-VF ; 15 ; Nuniz ; 224 
 608 ; Лот монет России: 2,1,1/2 коп (9шт) ; 1832-1916 ;  ; Cu ; VF-/VG ; 63 ; ARhimed ; 335 
 609 ; Лот монет России (3шт): 2к,1к ; 1914-1916 ;  ; Cu ; VF-XF/F+ ; 11 ; себер ; 85 
 610 ; Лот монет России: 5 пенни (3шт) ; 1908-1916 ;  ; Cu ; VF+/F-VF ; 8 ; rulka ; 126 
 611 ; Лот монет России (4шт): полушка ; 1704-1712 ;  ; Cu ; F/VG ; 29 ; кузнец ; 1700 
 612 ; Лот монет России (5шт): 1 копейка ; 1897-1915 ;  ; Cu ; VF+/F ; 24 ; numismatR ; 148 
 613 ; Лот монет России (7шт): 2к,1к ; 1897-1912 ;  ; Cu ; VF/VG ; 16 ; A-Stral ; 159 
 614 ; Лот монет России: 5,2,1 коп, денга (8шт) ; 1748-1901 ;  ; Cu ; G/VG ; 33 ; yunonik ; 336 
 615 ; Лот монет России (7шт): денга, полушка. На одной отверстие ; 18,19вв ;  ; Cu ; F+/G ; 25 ; Andrei2007 ; 159 
 616 ; Лот монет России (6шт): 5,2 копейки ; 1771-1836 ;  ; Cu ; F/VG ; 41 ; A-Stral ; 3126 
 617 ; Лот монет России (3шт): 2 копейки ; 1814,1815,1816 ;  ; Cu ; F+/F ; 19 ; sib8 ; 181 
 618 ; Лот монет России (7шт): 2 копейки ; 1767-1779 ;  ; Cu ; F/VG ; 32 ; Костян 92 ; 3827 
 619 ; Лот монет России: 3,2,1 копейка ,денга (25шт) ; 1731-1915 ;  ; Cu ; VG/F ; 30 ; KNK ; 408 
 631 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; VF- ; 38 ; ГдРъ ; 1020 
 632 ; Денга. Псков. Обломана ; 1425-1510 ;  ; Ag ; F-VF ; 27 ; A-Stral ; 1630 
 633 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 17 ; doc2 ; 714 
 634 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 54 ; Andrei2007 ; 777 
 635 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 52 ; Andrei2007 ; 614 
 636 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 25 ; 19 ; 1247 
 637 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 31 ; Владко ; 816 
 638 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF/F+ ; 9 ; Vasilyi9 ; 108 
 639 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 35 ; elinsckij123 ; 134 
 640 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 17 ; artyom-k ; 57 
 641 ; Копейка. Двойной удар ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 15 ; пасечник ; 125 
 642 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; Armando ; 34 
 643 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; pgart ; 57 
 644 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; gdrg2 ; 87 
 645 ; Денга. Василий Дмитриевич. Коломенский чекан ; 1389-1425 ;  ; Ag ; F+ ; 47 ; murka1973 ; 918 
 646 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+/F-VF ; 72 ; Владко ; 692 
 647 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 35 ; Xxzx ; 453 
 648 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 33 ; SadKo ; 551 
 649 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 25 ; Xxzx ; 473 
 650 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; Xxzx ; 168 
 651 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; Xxzx ; 90 
 652 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; pgart ; 100 
 653 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 41 ; zoom30 ; 312 
 654 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 8 ; elinsckij123 ; 114 
 655 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; artyom-k ; 192 
 656 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; elinsckij123 ; 114 
 657 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; elinsckij123 ; 192 
 658 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; Xxzx ; 81 
 659 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; Vasilyi9 ; 100 
 660 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 20 ; Xxzx ; 178 
 661 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; Xxzx ; 95 
 662 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; DmitriPartei ; 102 
 663 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 28 ; szolot ; 350 
 664 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 14 ; Xxzx ; 133 
 665 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; Xxzx ; 75 
 666 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 8 ; samsung ; 123 
 667 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; rirosrob ; 90 
 557 ; 3 копейки "Оккупация". Брак чеканки ; 1916А ;  ; Fe ; VF+ ; 27 ; kkir ; 765 
 558 ; 2 копейки "Оккупация" ; 1916А ;  ; Fe ; VF- ; 29 ; ct200h ; 765 
 559 ; 1 копейка "Оккупация" ; 1916А ;  ; Fe ; VF- ; 24 ; Dimitriy ; 650 
 560 ; 1 грош ; 1817 ; IB Польша ; Cu ; VF- ; 52 ; max2008 ; 1700 
 561 ; 1 грош ; 1825 ; IB Польша ; Cu ; VF ; 45 ; нумизмат ; 1000 
 562 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 20 ; Searcher ; 255 
 563 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF ; 21 ; полк ; 434 
 564 ; 10 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 41 ; maleevsw ; 2000 
 565 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF ; 30 ; Searcher ; 255 
 566 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 19 ; maleevsw ; 1855 
 567 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 19 ; maleevsw ; 638 
 568 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 8 ; 1gold ; 114 
 569 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 17 ; maleevsw ; 473 
 570 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 12 ; maleevsw ; 255 
 571 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF-XF ; 29 ; rulka ; 500 
 572 ; 5 пенни ; 1873 ; Финляндия ; Cu ; VF ; 34 ; mexngaz ; 266 
