 3292 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 17 ; Poiuyt ; 21 
 743 ; Полушка ; 1737 ;  ; Cu ; F+ ; 40 ; alexandervolkov ; 69 
 744 ; Полушка (Петров-3р) ; 1767 ; "КМ ""Сибирь"" " ; Cu ; F ; 55 ; кабан ; 436 
 745 ; Полушка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F ; 50 ; 27091979 ; 284 
 746 ; Полушка ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F ; 60 ; von_Schwarz ; 251 
 747 ; Полушка ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 62 ; Михалыч ; 324 
 748 ; Полушка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F ; 57 ; leo 2 ; 308 
 749 ; Полушка ; 1772 ; "КМ ""Сибирь"" " ; Cu ; F ; 33 ; von_Schwarz ; 301 
 750 ; Полушка ; 1773 ; "КМ ""Сибирь"" " ; Cu ; F ; 34 ; niki17 ; 1134 
 751 ; Полушка (Петров-3р) ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 40 ; niki17 ; 2000 
 752 ; Полушка ; 1793 ; КМ  ; Cu ; F ; 50 ; кабан ; 305 
 753 ; Полушка ; 1797 ; ЕМ  ; Cu ; VF- ; 45 ; кабан ; 3115 
 754 ; Полушка ; 1798 ; АМ  ; Cu ; F-VF ; 42 ; деньга ; 2313 
 755 ; 1/4 копейки ; 1840 ; СМ  ; Cu ; F+ ; 54 ; VR62 ; 94 
 756 ; 1/4 копейки ; 1841 ; ЕМ  ; Cu ; F ; 17 ; kostik_ne ; 43 
 757 ; 1/4 копейки ; 1841 ; СМ  ; Cu ; F+ ; 64 ; alexandervolkov ; 153 
 758 ; 1/4 копейки ; 1842 ; ЕМ  ; Cu ; F-VF ; 48 ; Михалыч ; 61 
 759 ; 1/4 копейки ; 1843 ; СМ  ; Cu ; F ; 12 ; olegnw ; 102 
 760 ; Полушка ; 1856 ; ЕМ  ; Cu ; F ; 117 ; evgenijzhuk ; 334 
 761 ; 1/4 копейки ; 1872 ; ЕМ  ; Cu ; F+ ; 67 ; niki17 ; 1537 
 762 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; AU ; 51 ; Вася ; 808 
 763 ; 1/4 копейки ; 1900 ; СПБ  ; Cu ; AU ; 34 ; zerkalozemli ; 987 
 764 ; 10 пенни ; 1897 ; Финляндия  ; Cu ; VF+ ; 56 ; ANK ; 251 
 765 ; 10 пенни ; 1905 ; Финляндия  ; Cu ; VF+ ; 43 ; eugraphus ; 140 
 766 ; 10 пенни ; 1909 ; Финляндия  ; Cu ; VF- ; 163 ; Глол ; 1677 
 767 ; 10 пенни ; 1914 ; Финляндия  ; Cu ; VF-XF ; 38 ; BVM ; 157 
 768 ; 10 пенни ; 1915 ; Финляндия  ; Cu ; VF-XF ; 36 ; jef688 ; 107 
 769 ; 10 пенни ; 1916 ; Финляндия  ; Cu ; VF-XF ; 44 ; rustam ; 231 
 770 ; 10 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; XF- ; 60 ; Скрудж ; 214 
 771 ; 5 пенни ; 1873 ; Финляндия  ; Cu ; VF ; 29 ; деньга ; 328 
 772 ; 5 пенни ; 1898 ; Финляндия  ; Cu ; VF+ ; 11 ; Котёнок ; 92 
 773 ; 5 пенни ; 1901 ; Финляндия  ; Cu ; VF+ ; 18 ; levsha ; 105 
 774 ; 5 пенни ; 1908 ; Финляндия  ; Cu ; VF+ ; 22 ; levsha ; 88 
 775 ; 5 пенни ; 1914 ; Финляндия  ; Cu ; VF+ ; 11 ; kuril ; 92 
 776 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; VF-XF ; 13 ; kuril ; 96 
 777 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; XF- ; 52 ; rustam ; 211 
 778 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; VF-XF ; 38 ; rustam ; 167 
 779 ; 1 пенни ; 1894 ; Финляндия  ; Cu ; XF- ; 72 ; o.k. ; 331 
 780 ; 1 пенни ; 1902 ; Финляндия  ; Cu ; VF-XF ; 136 ; o.k. ; 414 
 781 ; 1 пенни ; 1906 ; Финляндия  ; Cu ; VF ; 53 ; Котёнок ; 88 
 782 ; 1 пенни ; 1912 ; Финляндия  ; Cu ; XF- ; 83 ; ЕВС ; 116 
 783 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; XF+ ; 46 ; kuril ; 132 
 784 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; XF+ ; 80 ; Котёнок ; 104 
 785 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; XF ; 88 ; kuril ; 206 
 786 ; Лот монет России: 5 копеек (8шт) ; 1831-1837гг ;  ; Cu ; F ; 32 ; chul66 ; 510 
 787 ; Лот монет России: денга (38шт) ; 1737-1753 ;  ; Cu ; F+/VF- ; 28 ; jef688 ; 1041 
 841 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 15 ; кабан ; 1252 
 842 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 37 ; кабан ; 1041 
 843 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; F-VF ; 110 ; нумизмат ; 1020 
 844 ; Денга ;  ; Суздальско-Нижегородское Княже ; Ag ; VF ; 83 ; hugo ; 1134 
 692 ; Денга ; 1750 ;  ; Cu ; VF- ; 9 ; kostik_ne ; 47 
 693 ; Денга ; 1750 ;  ; Cu ; F-VF ; 7 ; kostik_ne ; 8 
 694 ; Денга ; 1750 ;  ; Cu ; F+ ; 8 ; kostik_ne ; 11 
 695 ; Денга ; 1751 ;  ; Cu ; F-VF ; 64 ; DmA ; 89 
 696 ; Денга ; 1757 ;  ; Cu ; F-VF ; 14 ; А25 ; 373 
 697 ; Денга ; 1759 ;  ; Cu ; F ; 13 ; 27091979 ; 82 
 698 ; Денга ; 1760 ;  ; Cu ; F ; 11 ; alexandervolkov ; 80 
 699 ; "Денга ""сибирь""" ; 18 век ;  ; Cu ; F-VF ; 77 ; кабан ; 394 
 700 ; Денга ; 18 век ;  ; Cu ; F ; 17 ; koga ; 28 
 701 ; Денга ; 1766 ; ЕМ  ; Cu ; F-VF ; 34 ; limon1976 ; 206 
 702 ; Денга ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 14 ; батя ; 417 
 703 ; Денга ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F ; 43 ; tati1545 ; 219 
 704 ; Денга ; 1770 ; ЕМ  ; Cu ; VF- ; 37 ; limon1976 ; 697 
 705 ; Денга ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F ; 24 ; von_Schwarz ; 306 
 706 ; Денга ; 1771 ; ЕМ  ; Cu ; F ; 62 ; удод ; 90 
 707 ; Денга ; 1774 ; "КМ ""Сибирь"" " ; Cu ; F ; 56 ; niki17 ; 376 
 708 ; Денга ; 1775 ; ЕМ  ; Cu ; F ; 19 ; кабан ; 141 
 709 ; Денга ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F ; 42 ; 27091979 ; 387 
 710 ; Денга ; 1783 ; КМ  ; Cu ; F ; 33 ; кабан ; 191 
 711 ; Денга ; 1784 ; КМ  ; Cu ; F-VF ; 74 ; limon1976 ; 471 
 712 ; Денга ; 1785 ; КМ  ; Cu ; F-VF ; 13 ; limon1976 ; 883 
 713 ; Денга ; 1786 ; КМ  ; Cu ; F ; 20 ; кабан ; 313 
 714 ; Денга ; 1795 ; КМ  ; Cu ; F ; 67 ; кабан ; 309 
 715 ; Деньга. Отверстие ; 1797 ; ЕМ  ; Cu ; F ; 71 ; димитрий ; 322 
 716 ; Деньга ; 1797 ; АМ  ; Cu ; F-VF ; 46 ; habenti ; 281 
 717 ; Деньга ; 1819 ; ЕМ НМ  ; Cu ; VF- ; 72 ; xabib ; 323 
 718 ; Деньга ; 1827 ; ЕМ ИК  ; Cu ; F-VF ; 49 ; lchernata ; 408 
 719 ; Деньга ; 1828 ; ЕМ ИК  ; Cu ; F-VF ; 31 ; xabib ; 347 
 720 ; 1/2 копейки ; 1840 ; ЕМ  ; Cu ; F-VF ; 62 ; priwet ; 101 
 721 ; 1/2 копейки ; 1840 ; СПМ  ; Cu ; VF+ ; 87 ; sergfokin ; 525 
 722 ; 1/2 копейки ; 1841 ; СПМ  ; Cu ; F-VF ; 23 ; alexandervolkov ; 119 
 723 ; 1/2 копейки ; 1842 ; ЕМ  ; Cu ; F-VF ; 20 ; alexandervolkov ; 82 
 724 ; 1/2 копейки ; 1842 ; СПМ  ; Cu ; F+ ; 31 ; swr ; 88 
 725 ; 1/2 копейки ; 1845 ; СМ  ; Cu ; F-VF ; 16 ; swr ; 66 
 726 ; Денежка ; 1855 ; ВМ  ; Cu ; VF- ; 101 ; niki17 ; 2040 
 727 ; 1/2 копейки ; 1898 ; СПБ  ; Cu ; VF-XF ; 35 ; alexandervolkov ; 187 
 728 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; VF- ; 8 ; alexey_s ; 53 
 729 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; VF-XF ; 9 ; ЕВС ; 91 
 730 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; VF+ ; 9 ; chul66 ; 57 
 731 ; Полушка ВРП ; 18 век ;  ; Cu ; F+ ; 37 ; boroda ; 120 
 732 ; Полушка ; 1718? ;  ; Cu ; F ; 67 ; 2First ; 97 
 733 ; Полушка ; 1719 ;  ; Cu ; F-VF ; 30 ; EA51 ; 264 
 734 ; Полушка ; 1719 ; НД  ; Cu ; F ; 36 ; 27091979 ; 105 
 735 ; Полушка ; 1720 ; НД  ; Cu ; F ; 26 ; alexandervolkov ; 177 
 736 ; Полушка ; 1720 ;  ; Cu ; F+ ; 44 ; 2First ; 107 
 737 ; Полушка ; 1721 ;  ; Cu ; F ; 70 ; Mike! ; 143 
 738 ; Полушка ; 1722 ;  ; Cu ; F ; 33 ; 2First ; 104 
 739 ; Полушка ; 1734? ;  ; Cu ; F+ ; 31 ; kostik_ne ; 32 
 740 ; Полушка ; 1735 ;  ; Cu ; F-VF ; 35 ; Михалыч ; 104 
 741 ; Полушка ; 1735 ;  ; Cu ; F-VF ; 14 ; kostik_ne ; 45 
 642 ; Копейка ; 1843 ; ЕМ  ; Cu ; F ; 51 ; kostik_ne ; 53 
 643 ; Копейка ; 1844 ; СМ  ; Cu ; VF- ; 45 ; SSK ; 175 
 644 ; Копейка ; 1861 ; ЕМ  ; Cu ; F+ ; 7 ; kostik_ne ; 16 
 645 ; Копейка ; 1865 ; ЕМ  ; Cu ; VF- ; 97 ; DmA ; 359 
 646 ; Копейка ; 1866 ; ЕМ  ; Cu ; F-VF ; 28 ; olegnw ; 73 
 647 ; Копейка ; 1870 ; ЕМ  ; Cu ; F ; 30 ; kostik_ne ; 43 
 648 ; Копейка ; 1890 ; СПБ  ; Cu ; F ; 20 ; kostik_ne ; 47 
 649 ; Копейка ; 1895 ; СПБ  ; Cu ; VF ; 9 ; Глол ; 268 
 650 ; Копейка ; 1897 ; СПБ  ; Cu ; F+ ; 14 ; marat-vojag ; 57 
 651 ; Копейка ; 1899 ; СПБ  ; Cu ; F ; 21 ; kostik_ne ; 55 
 652 ; Копейка ; 1901 ; СПБ  ; Cu ; VF ; 26 ; solder13 ; 192 
 653 ; Копейка ; 1903 ; СПБ  ; Cu ; XF- ; 19 ; foma71 ; 79 
 654 ; Копейка ; 1904 ; СПБ  ; Cu ; F ; 13 ; kostik_ne ; 55 
 655 ; Копейка ; 1906 ; СПБ  ; Cu ; F ; 8 ; DrAlex ; 57 
 656 ; Копейка ; 1907 ; СПБ  ; Cu ; XF- ; 29 ; SlavA ; 272 
 657 ; Копейка ; 1908 ; СПБ  ; Cu ; VF+ ; 40 ; кабан ; 95 
 658 ; Копейка ; 1908 ; СПБ  ; Cu ; VF- ; 18 ; kostik_ne ; 51 
 659 ; Копейка ; 1910 ; СПБ  ; Cu ; XF ; 49 ; super nena ; 202 
 660 ; Копейка ; 1911 ; СПБ  ; Cu ; VF ; 33 ; marat-vojag ; 34 
 661 ; Копейка ; 1911 ; СПБ  ; Cu ; VF- ; 1 ; Mike! ; 29 
 662 ; Копейка ; 1912 ; СПБ  ; Cu ; VF- ; 31 ; wwii-soldat ; 34 
 663 ; Копейка ; 1914 ; СПБ  ; Cu ; AU ; 43 ; IrinaM ; 123 
 664 ; Копейка ; 1914 ; СПБ  ; Cu ; XF- ; 2 ; Eugen ; 30 
 665 ; Копейка ; 1914 ; СПБ  ; Cu ; VF-XF ; 38 ; volod ; 77 
 666 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 15 ; volod ; 67 
 667 ; Копейка ; 1915 ;  ; Cu ; F ; 25 ; kostik_ne ; 26 
 668 ; Копейка ; 1915 ;  ; Cu ; AU ; 80 ; IrinaM ; 146 
 669 ; Копейка ; 1916 ;  ; Cu ; AU ; 99 ; sergfokin ; 179 
 670 ; Денга ; 1703 ;  ; Cu ; F-VF ; 127 ; Мышеслон ; 1129 
 671 ; Денга ; 1706 ;  ; Cu ; F-VF/F+ ; 49 ; anubis_lex ; 925 
 672 ; Денга ; 1707 ;  ; Cu ; F ; 45 ; VR62 ; 153 
 673 ; Денга ; 1731 ;  ; Cu ; VF ; 36 ; Vanomah ; 255 
 674 ; Денга ; 1731 ;  ; Cu ; F+ ; 23 ; kostik_ne ; 45 
 675 ; Денга ; 1734 ;  ; Cu ; F+ ; 13 ; evgenijzhuk ; 102 
 676 ; Денга ; 1735 ;  ; Cu ; F ; 9 ; kostik_ne ; 53 
 677 ; Денга ; 1736 ;  ; Cu ; VF ; 24 ; SlavA ; 204 
 678 ; Денга ; 1737 ;  ; Cu ; VF- ; 8 ; leo 2 ; 105 
 679 ; Денга ; 1737 ;  ; Cu ; VF ; 54 ; Данила ; 83 
 680 ; Денга ; 1737 ;  ; Cu ; F-VF ; 29 ; chul66 ; 71 
 681 ; Денга ; 1737 ;  ; Cu ; F+ ; 53 ; kostik_ne ; 55 
 682 ; Денга ; 1738 ;  ; Cu ; VF- ; 15 ; chul66 ; 71 
 683 ; Денга ; 1738 ;  ; Cu ; F-VF ; 15 ; marat-vojag ; 57 
 684 ; Денга ; 1740 ;  ; Cu ; VF- ; 19 ; DmA ; 71 
 685 ; Денга ; 1741 ;  ; Cu ; F-VF ; 14 ; kostik_ne ; 13 
 686 ; Денга ; 1748 ;  ; Cu ; VF- ; 3 ; DmA ; 67 
 687 ; Денга ; 1748 ;  ; Cu ; F-VF ; 9 ; a-kul ; 250 
 688 ; Денга ; 1748 ;  ; Cu ; F-VF ; 29 ; DmA ; 57 
 689 ; Денга ; 1749 ;  ; Cu ; VF- ; 8 ; a-kul ; 150 
 690 ; Денга ; 1749 ;  ; Cu ; F-VF ; 35 ; DmA ; 57 
 691 ; Денга ; 1750 ;  ; Cu ; VF ; 74 ; DmA ; 139 
 592 ; Копейка ; 1713 ; М Д  ; Cu ; F+ ; 77 ; alekspde ; 510 
 593 ; Копейка ; 1715 ; НД  ; Cu ; VF- ; 104 ; SSK ; 1401 
 594 ; Копейка ; 1715 ; НД  ; Cu ; F-VF ; 48 ; fanil ; 1168 
 595 ; Копейка ; 1712 ; МД  ; Cu ; F-VF/F+ ; 26 ; boroda ; 500 
 596 ; Копейка 1755-1757 гг ;  ;  ; Cu ; F ; 49 ; Олег33 ; 1876 
 597 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 28 ; niki17 ; 2039 
 598 ; Копейка ; 1759 ;  ; Cu ; VF- ; 31 ; limon1976 ; 125 
 599 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 53 ; niki17 ; 100 
 600 ; Копейка ; 1759 ;  ; Cu ; F+ ; 25 ; chul66 ; 51 
 601 ; Копейка ; 1759? ;  ; Cu ; F+ ; 7 ; kostik_ne ; 11 
 602 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 21 ; limon1976 ; 147 
 603 ; Копейка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 50 ; кабан ; 320 
 604 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 7 ; кабан ; 637 
 605 ; Копейка ; 1772 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 15 ; кабан ; 404 
 606 ; Копейка ; 1774 ; "КМ ""Сибирь"" " ; Cu ; VF ; 103 ; SSK ; 4067 
 607 ; Копейка ; 1776 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 40 ; koga ; 306 
 608 ; Копейка ; 1789 ; ЕМ  ; Cu ; VF- ; 37 ; xabib ; 612 
 609 ; Копейка ; 1795 ; ЕМ  ; Cu ; F-VF ; 27 ; xabib ; 453 
 610 ; Копейка ; 1796 ; ЕМ  ; Cu ; VF- ; 91 ; Даймлер ; 918 
 611 ; "Копейка ""сибирь""" ; 18 век ;  ; Cu ; F-VF ; 16 ; кабан ; 434 
 612 ; Копейка ; 1797 ; ЕМ  ; Cu ; F-VF ; 37 ; alexandervolkov ; 220 
 613 ; Копейка ; 1797 ; АМ  ; Cu ; F-VF ; 37 ; Маша-растеряша ; 381 
 614 ; Копейка ; 1798 ; ЕМ  ; Cu ; VF ; 21 ; okotv ; 280 
 615 ; Копейка ; 1799 ; ЕМ  ; Cu ; F-VF ; 52 ; tati1545 ; 77 
 616 ; Копейка ; 1800 ; ЕМ  ; Cu ; F-VF ; 9 ; dimon46 ; 227 
 617 ; Копейка ; 1800 ; ЕМ  ; Cu ; F+ ; 25 ; chul66 ; 57 
 618 ; Копейка ; 1800 ; ЕМ  ; Cu ; F ; 19 ; kostik_ne ; 45 
 619 ; Копейка ; 1801 ; ЕМ  ; Cu ; F-VF ; 54 ; chul66 ; 57 
 620 ; Копейка ; 1801 ; ЕМ  ; Cu ; F+ ; 27 ; kostik_ne ; 50 
 621 ; Копейка ; 1801 ; ЕМ  ; Cu ; F ; 18 ; marat-vojag ; 25 
 622 ; Копейка ; 1801 ; ЕМ  ; Cu ; F+ ; 38 ; chul66 ; 74 
 623 ; Копейка ; 1801 ; ЕМ  ; Cu ; VF- ; 7 ; chul66 ; 72 
 624 ; Копейка ; 1801 ; ЕМ  ; Cu ; F ; 37 ; kostik_ne ; 55 
 625 ; Копейка ; 19 век ;  ; Cu ; F-VF ; 72 ; кабан ; 116 
 626 ; Копейка ; 1819 ; КМ АД  ; Cu ; F ; 15 ; kostik_ne ; 38 
 627 ; Копейка ; 1824 ; ЕМ ПГ  ; Cu ; VF- ; 34 ; SSK ; 201 
 628 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; VF- ; 19 ; кабан ; 503 
 629 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; F-VF ; 39 ; ABlack ; 167 
 630 ; Копейка ; 1830 ; КМ АМ  ; Cu ; VF- ; 24 ; SSK ; 456 
 631 ; Копейка ; 1832 ; ЕМ ФХ  ; Cu ; F-VF ; 27 ; alexandervolkov ; 209 
 632 ; Копейка ; 1834 ; СМ  ; Cu ; F-VF ; 32 ; niki17 ; 1134 
 633 ; Копейка ; 19 век ;  ; Cu ; F ; 10 ; kostik_ne ; 25 
 634 ; Копейка ; 1839 ; СМ  ; Cu ; F-VF ; 23 ; niki17 ; 612 
 635 ; Копейка ; 1840 ; ЕМ  ; Cu ; F-VF ; 40 ; tati1545 ; 70 
 636 ; Копейка ; 1840 ; ЕМ  ; Cu ; F ; 31 ; kostik_ne ; 51 
 637 ; Копейка ; 1840 ; ЕМ  ; Cu ; F+ ; 18 ; kostik_ne ; 43 
 638 ; Копейка ; 1840 ; ЕМ  ; Cu ; F ; 8 ; kostik_ne ; 48 
 639 ; Копейка ; 1840 ; СПМ  ; Cu ; VF- ; 11 ; кабан ; 135 
 640 ; Копейка ; 1841 ; ЕМ  ; Cu ; F-VF ; 6 ; chul66 ; 57 
 641 ; Копейка ; 1842 ; ЕМ  ; Cu ; F+ ; 7 ; kostik_ne ; 55 
 542 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF ; 47 ; SSK ; 116 
 543 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; F-VF ; 17 ; кабан ; 105 
 544 ; 2 копейки ; 1811 ; ИМ ПС  ; Cu ; F ; 42 ; marat-vojag ; 41 
 545 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; VF+ ; 52 ; ABlack ; 873 
 546 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; VF ; 33 ; жора ; 167 
 547 ; 2 копейки ; 1812 ; КМ АМ  ; Cu ; F-VF ; 70 ; eugraphus ; 337 
 548 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; F-VF ; 36 ; жора ; 51 
 549 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; F+ ; 44 ; kostik_ne ; 45 
 550 ; 2 копейки ; 1813 ; КМ АМ  ; Cu ; F-VF ; 42 ; alexandervolkov ; 127 
 551 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; F+ ; 10 ; kostik_ne ; 37 
 552 ; 2 копейки ; 1814 ; КМ АМ  ; Cu ; F ; 39 ; кабан ; 74 
 553 ; 2 копейки ; 1815 ; ЕМ НМ  ; Cu ; VF- ; 56 ; foma71 ; 125 
 554 ; 2 копейки ; 1815 ; КМ АМ  ; Cu ; F+ ; 1 ; vic-dmitrievic ; 100 
 555 ; 2 копейки ; 1816 ; ЕМ НМ  ; Cu ; VF- ; 8 ; жора ; 51 
 556 ; 2 копейки ; 1816 ; КМ АМ  ; Cu ; F ; 34 ; swr ; 62 
 557 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; F ; 18 ; marat-vojag ; 61 
 558 ; 2 копейки ; 1821 ; ЕМ НМ  ; Cu ; VF ; 34 ; жора ; 164 
 559 ; 2 копейки ; 1822 ; КМ АМ  ; Cu ; F ; 9 ; жора ; 114 
 560 ; 2 копейки ; 1837 ; ЕМ НА  ; Cu ; F+ ; 17 ; koga ; 63 
 561 ; 2 копейки ; 1838 ; СМ  ; Cu ; F-VF ; 16 ; alexandervolkov ; 453 
 562 ; 2 копейки ; 1840 ; ЕМ  ; Cu ; F+ ; 21 ; chul66 ; 78 
 563 ; 2 копейки ; 1841 ; ЕМ  ; Cu ; F-VF ; 13 ; alexandervolkov ; 255 
 564 ; 2 копейки ; 1841 ; СМ  ; Cu ; F-VF ; 39 ; А25 ; 493 
 565 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; F-VF ; 48 ; alexey_s ; 90 
 566 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; F-VF ; 24 ; chul66 ; 145 
 567 ; 2 копейки ; 1853 ; ЕМ  ; Cu ; F ; 24 ; olegnw ; 83 
 568 ; 2 копейки ; 1858 ; ЕМ  ; Cu ; VF- ; 38 ; hvvr ; 567 
 569 ; 2 копейки ; 1859 ; ЕМ  ; Cu ; F+ ; 23 ; o.k. ; 178 
 570 ; 2 копейки ; 1862 ; ЕМ  ; Cu ; F ; 7 ; olegnw ; 51 
 571 ; 2 копейки ; 1866 ; ЕМ  ; Cu ; F ; 5 ; koga ; 51 
 572 ; 2 копейки ; 1870 ; ЕМ  ; Cu ; F ; 40 ; kostik_ne ; 41 
 573 ; 2 копейки ; 1871 ; ЕМ  ; Cu ; F ; 12 ; VR62 ; 51 
 574 ; 2 копейки ; 1874 ; ЕМ  ; Cu ; F ; 9 ; alexandervolkov ; 51 
 575 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; VG ; 12 ; kostik_ne ; 13 
 576 ; 2 копейки ; 1879 ; СПБ  ; Cu ; F ; 16 ; alexandervolkov ; 91 
 577 ; 2 копейки ; 1880 ; СПБ  ; Cu ; F ; 18 ; olegnw ; 79 
 578 ; 2 копейки ; 1894 ; СПБ  ; Cu ; F-VF ; 9 ; alexandervolkov ; 51 
 579 ; 2 копейки ; 1901 ; СПБ  ; Cu ; F ; 34 ; kostik_ne ; 35 
 580 ; 2 копейки ; 1903 ; СПБ  ; Cu ; F ; 20 ; kostik_ne ; 29 
 581 ; 2 копейки ; 1904 ; СПБ  ; Cu ; VF- ; 43 ; кабан ; 45 
 582 ; 2 копейки ; 1907 ; СПБ  ; Cu ; F-VF ; 38 ; leo 2 ; 71 
 583 ; 2 копейки ; 1908 ; СПБ  ; Cu ; F+ ; 39 ; kostik_ne ; 44 
 584 ; 2 копейки ; 1909 ; СПБ  ; Cu ; F ; 9 ; DrAlex ; 31 
 585 ; 2 копейки ; 1912 ; СПБ  ; Cu ; F-VF ; 20 ; rbcrf ; 32 
 586 ; 2 копейки ; 1913 ; СПБ  ; Cu ; VF+ ; 55 ; do_cent ; 55 
 587 ; 2 копейки ; 1914 ; СПБ  ; Cu ; F-VF ; 9 ; DrAlex ; 33 
 588 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 27 ; volod ; 53 
 589 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 78 ; zerkalozemli ; 290 
 590 ; 2 копейки ; 1916 ;  ; Cu ; F-VF ; 15 ; DrAlex ; 39 
 591 ; Копейка ; 1707 ; БК  ; Cu ; F-VF ; 90 ; anubis_lex ; 2388 
 492 ; 3 копейки ; 1909 ; СПБ  ; Cu ; F-VF ; 22 ; alexandervolkov ; 41 
 493 ; 3 копейки ; 1912 ; СПБ  ; Cu ; F ; 15 ; kostik_ne ; 16 
 494 ; 3 копейки ; 1913 ; СПБ  ; Cu ; F+ ; 25 ; DrAlex ; 35 
 495 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 41 ; IrinaM ; 210 
 496 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 29 ; do_cent ; 51 
 497 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 13 ; kostik_ne ; 16 
 498 ; 3 копейки ; 1916 ;  ; Cu ; AU ; 116 ; Zeratul ; 1074 
 499 ; 3 копейки ; 1916 ;  ; Cu ; F-VF ; 31 ; DrAlex ; 31 
 500 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; VF+ ; 67 ; Coins911 ; 355 
 501 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; VF- ; 50 ; kenso ; 408 
 502 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F-VF ; 34 ; chul66 ; 104 
 503 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F+ ; 54 ; chul66 ; 53 
 504 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 34 ; alexandervolkov ; 147 
 505 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 35 ; chul66 ; 88 
 506 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 82 ; удод ; 120 
 507 ; 2 копейки ; 1759 ;  ; Cu ; VF- ; 50 ; ANK ; 383 
 508 ; 2 копейки ; 1761 ;  ; Cu ; VF ; 67 ; a-kul ; 600 
 509 ; 2 копейки ; 1762 ; Номинал под гербом  ; Cu ; F-VF ; 26 ; кабан ; 614 
 510 ; 2 копейки ; 1757-1762 ;  ; Cu ; F ; 28 ; bay79 ; 34 
 511 ; 2 копейки ; 1763 ; ММ  ; Cu ; VF- ; 34 ; xabib ; 262 
 512 ; 2 копейки ; 1763 ; ММ  ; Cu ; F ; 94 ; kenso ; 285 
 513 ; 2 копейки ; 1763 ; СПМ  ; Cu ; F-VF ; 89 ; fanil ; 386 
 514 ; 2 копейки ; 1768 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 19 ; кабан ; 807 
 515 ; 2 копейки ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 65 ; кабан ; 2148 
 516 ; 2 копейки ; 1770 ; ЕМ  ; Cu ; F+ ; 13 ; koga ; 116 
