 3216 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 37 
 894 ; Денга ; 1793 ; ЕМ ; Cu ; F-VF ; 57 ; starina ; 348 
 895 ; Денга (Ильин-1р) ; 1795 ; КМ ; Cu ; F-VF ; 22 ; magnet8 ; 1010 
 896 ; Деньга ; 1797 ; ЕМ ; Cu ; F+ ; 42 ; E68 ; 305 
 897 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 37 ; E68 ; 357 
 898 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F ; 41 ; Григорий ; 102 
 899 ; Деньга ; 1825 ; ЕМ ИК ; Cu ; F ; 54 ; val211 ; 787 
 900 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 62 ; жаба ; 201 
 901 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 21 ; kostya12.04.1994 ; 320 
 902 ; Денежка ; 1850 ; ЕМ ; Cu ; VF+ ; 209 ; ASA ; 3447 
 903 ; Денежка ; 1851 ; ЕМ ; Cu ; VG ; 32 ; E68 ; 194 
 804 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 12 ; molodes ; 20 
 805 ; Копейка ; 1906 ; СПБ ; Cu ; F+ ; 8 ; 1234567 ; 57 
 806 ; Копейка ; 1907 ; СПБ ; Cu ; VF- ; 34 ; дока ; 197 
 807 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 18 ; Dom Perignon ; 24 
 808 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 18 ; winde ; 27 
 809 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 9 ; Andreyyyy ; 24 
 810 ; Копейка ; 1909 ; СПБ ; Cu ; F-VF ; 13 ; natallli ; 18 
 811 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 7 ; Dom Perignon ; 17 
 812 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 6 ; Statuetka ; 10 
 813 ; Копейка ; 1910? ; СПБ ; Cu ; VG ; 3 ; edv1968 ; 7 
 814 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 25 ; evg65 ; 32 
 815 ; Копейка ; 1910 ; СПБ ; Cu ; F ; 13 ; natallli ; 18 
 816 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 21 ; ANDREYMAG ; 34 
 817 ; Копейка ; 1911 ; СПБ ; Cu ; F ; 11 ; winde ; 16 
 818 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 11 ; Andreyyyy ; 24 
 819 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 6 ; Dom Perignon ; 16 
 820 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 11 ; natallli ; 16 
 821 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 14 ; Dom Perignon ; 22 
 822 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 5 ; edv1968 ; 23 
 823 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 8 ; Dom Perignon ; 16 
 824 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 8 ; himik-58 ; 29 
 825 ; Копейка ; 1912 ; СПБ ; Cu ; VF- ; 14 ; natallli ; 17 
 826 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 7 ; Rober ; 21 
 827 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 5 ; SadKo ; 21 
 828 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 27 ; коновал ; 105 
 829 ; Копейка ; 1913 ; СПБ ; Cu ; VF+/VF- ; 4 ; edv1968 ; 21 
 830 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 21 ; Rober ; 29 
 831 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 10 ; Lotus 99 ; 48 
 832 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 22 ; molodes ; 23 
 833 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 9 ; natallli ; 19 
 834 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 8 ; edv1968 ; 25 
 835 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 9 ; natallli ; 16 
 836 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 16 ; Lotus 99 ; 45 
 837 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 10 ; habenti ; 21 
 838 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 18 ; Roman24 ; 129 
 839 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 5 ; SadKo ; 21 
 840 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 16 ; Dom Perignon ; 23 
 841 ; Копейка ; 1914 ; СПБ ; Cu ; F-VF ; 18 ; winde ; 22 
 842 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 12 ; Dom Perignon ; 21 
 843 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 12 ; chekist ; 35 
 844 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 32 ; chekist ; 59 
 845 ; Копейка ; 1915 ;  ; Cu ; XF ; 10 ; natallli ; 21 
 846 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 11 ; natallli ; 18 
 847 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 18 ; edv1968 ; 26 
 848 ; Копейка ; 1915 ;  ; Cu ; VF- ; 14 ; winde ; 18 
 849 ; Копейка ; 1915 ;  ; Cu ; VF- ; 13 ; winde ; 22 
 850 ; Копейка ; 1916 ;  ; Cu ; VF- ; 4 ; Rober ; 31 
 851 ; Денга ; 1701 ;  ; Cu ; F ; 79 ; 11111 ; 1701 
 852 ; Денга ; 1704 ;  ; Cu ; F+ ; 96 ; magnet8 ; 822 
 853 ; Денга ; 1704 ;  ; Cu ; VF- ; 123 ; magnet8 ; 1326 
 754 ; Копейка ; 1853 ; ЕМ ; Cu ; F ; 58 ; жаба ; 697 
 755 ; Копейка ; 1854 ; ЕМ ; Cu ; F ; 33 ; maks169 ; 57 
 756 ; Копейка ; 1855 ; ЕМ ; Cu ; VF ; 79 ; rokada77 ; 408 
 757 ; Копейка (Петров-3р) ; 1855 ; ВМ ; Cu ; F+ ; 43 ; magnet8 ; 510 
 758 ; Копейка ; 1856 ; ЕМ ; Cu ; F ; 9 ; E68 ; 128 
 759 ; Копейка ; 1857 ; ЕМ ; Cu ; F+ ; 23 ; E68 ; 227 
 760 ; Копейка ; 1860 ; ЕМ ; Cu ; F+ ; 22 ; жаба ; 261 
 761 ; Копейка ; 1861 ; ЕМ ; Cu ; F ; 15 ; stk ; 79 
 762 ; Копейка ; 1869 ; ЕМ ; Cu ; VF- ; 23 ; МПП ; 161 
 763 ; Копейка ; 1870 ; ЕМ ; Cu ; VF+ ; 60 ; shknikolay ; 828 
 764 ; Копейка ; 1871 ; ЕМ ; Cu ; VF- ; 53 ; МПП ; 567 
 765 ; Копейка ; 1871 ; ЕМ ; Cu ; F ; 8 ; stk ; 100 
 766 ; Копейка ; 1872 ; ЕМ ; Cu ; F ; 9 ; 1234567 ; 65 
 767 ; Копейка ; 1872 ; ЕМ ; Cu ; F+ ; 7 ; alno51 ; 79 
 768 ; Копейка ; 1874 ; ЕМ ; Cu ; F+ ; 11 ; МПП ; 125 
 769 ; Копейка ; 1875 ; ЕМ ; Cu ; F ; 11 ; pmaster ; 114 
 770 ; Копейка ; 1875 ; ЕМ ; Cu ; F ; 5 ; 1234567 ; 63 
 771 ; Копейка ; 1876 ; СПБ ; Cu ; VF ; 12 ; Полянка ; 153 
 772 ; Копейка ; 1877 ; СПБ ; Cu ; XF+ ; 80 ; SSK ; 1205 
 773 ; Копейка ; 1878 ; СПБ ; Cu ; F-VF ; 9 ; andreyx  ; 128 
 774 ; Копейка ; 1879 ; СПБ ; Cu ; XF+ ; 112 ; SSK ; 1181 
 775 ; Копейка ; 1880 ; СПБ ; Cu ; F ; 20 ; VR62 ; 120 
 776 ; Копейка ; 1880 ; СПБ ; Cu ; VF- ; 23 ; pmaster ; 195 
 777 ; Копейка ; 1881 ; СПБ ; Cu ; F+ ; 21 ; stk ; 51 
 778 ; Копейка ; 1883 ; СПБ ; Cu ; F-VF ; 30 ; Lynx-a ; 138 
 779 ; Копейка ; 1884 ; СПБ ; Cu ; F+ ; 24 ; ФВС ; 203 
 780 ; Копейка ; 1886 ; СПБ ; Cu ; F+ ; 13 ; VR62 ; 147 
 781 ; Копейка ; 1887 ; СПБ ; Cu ; F ; 9 ; 1234567 ; 127 
 782 ; Копейка ; 1888 ; СПБ ; Cu ; VF- ; 23 ; Lynx-a ; 150 
 783 ; Копейка ; 1888 ; СПБ ; Cu ; VG ; 20 ; ten137 ; 61 
 784 ; Копейка ; 1889 ; СПБ ; Cu ; VF+ ; 10 ; Lotus 99 ; 87 
 785 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 14 ; alno51 ; 73 
 786 ; Копейка ; 1892 ; СПБ ; Cu ; F+ ; 7 ; alno51 ; 100 
 787 ; Копейка ; 1894 ; СПБ ; Cu ; F-VF ; 9 ; andreyx  ; 90 
 788 ; Копейка ; 1894 ; СПБ ; Cu ; F-VF ; 3 ; brent ; 40 
 789 ; Копейка ; 1895 ; СПБ ; Cu ; F-VF ; 11 ; 1234567 ; 59 
 790 ; Копейка ; 1896 ; СПБ ; Cu ; F+ ; 7 ; Dom Perignon ; 34 
 791 ; Копейка ; 1897 ; СПБ ; Cu ; VF ; 27 ; МПП ; 97 
 792 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 11 ; winde ; 19 
 793 ; Копейка ; 1899 ; СПБ ; Cu ; XF- ; 10 ; МПП ; 62 
 794 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 2 ; winde ; 26 
 795 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 16 ; winde ; 26 
 796 ; Копейка ; 1899 ; СПБ ; Cu ; F ; 6 ; Dom Perignon ; 18 
 797 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 13 ; Dom Perignon ; 31 
 798 ; Копейка ; 1901 ; СПБ ; Cu ; F+ ; 25 ; Т-80 ; 34 
 799 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 7 ; natallli ; 16 
 800 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 16 ; natallli ; 16 
 801 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 19 ; Andreyyyy ; 27 
 802 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 7 ; natallli ; 16 
 803 ; Копейка ; 1905 ; СПБ ; Cu ; VF+ ; 10 ; volod ; 57 
 704 ; Копейка ; 1772? ; КМ "Сибирь" ; Cu ; F ; 31 ; starina ; 322 
 705 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; F ; 31 ; Rober ; 204 
 706 ; Копейка ; 1789 ; ЕМ ; Cu ; VF- ; 37 ; E68 ; 236 
 707 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 15 ; жаба ; 171 
 708 ; Копейка ; 1790 ; ЕМ ; Cu ; VF+ ; 49 ; magnet8 ; 976 
 709 ; Копейка ; 1791 ; ЕМ ; Cu ; VF- ; 33 ; lchernata ; 448 
 710 ; Копейка ; 1795 ; ЕМ ; Cu ; VF- ; 36 ; rokada77 ; 348 
 711 ; Копейка ; 1795 ; ЕМ ; Cu ; F ; 29 ; жаба ; 213 
 712 ; Копейка ; 1796 ; ЕМ ; Cu ; VF+ ; 73 ; magnet8 ; 718 
 713 ; Копейка ; 1796 ; ЕМ ; Cu ; VG ; 58 ; жаба ; 137 
 714 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 46 ; AI ; 450 
 715 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 18 ; E68 ; 134 
 716 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 46 ; E68 ; 153 
 717 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 13 ; E68 ; 204 
 718 ; Копейка (Ильин-4р) ; 1799 ; КМ ; Cu ; F ; 107 ; АНД ; 3774 
 719 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 63 ; jef688 ; 93 
 720 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 38 ; E68 ; 92 
 721 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 46 ; yrik ; 159 
 722 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 30 ; maks169 ; 114 
 723 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 15 ; andreyx  ; 120 
 724 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 37 ; andreyx  ; 189 
 725 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 16 ; rtdmsm ; 147 
 726 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 41 ; molodes ; 134 
 727 ; Копейка ; 1811 ; ЕМ НМ ; Cu ; F+ ; 41 ; SSK ; 793 
 728 ; Копейка ; 1818 ; КМ ДБ ; Cu ; VF- ; 20 ; AI ; 395 
 729 ; Копейка ; 1819 ; КМ АД ; Cu ; F ; 34 ; жаба ; 153 
 730 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 21 ; никсер ; 197 
 731 ; Копейка ; 1820 ; КМ АД ; Cu ; F-VF ; 17 ; никсер ; 189 
 732 ; Копейка ; 1821 ; КМ АМ ; Cu ; F+ ; 31 ; арбат ; 291 
 733 ; Копейка ; 1824 ; КМ АМ ; Cu ; F+ ; 14 ; alno51 ; 331 
 734 ; Копейка ; 1825 ; КМ АМ ; Cu ; F+ ; 16 ; alno51 ; 184 
 735 ; Копейка ; 1828 ; ЕМ ИК ; Cu ; XF- ; 84 ; Sky2 ; 303 
 736 ; Копейка ; 1828 ; КМ АМ ; Cu ; F-VF ; 8 ; apostol ; 153 
 737 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 19 ; Григорий ; 28 
 738 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF- ; 23 ; dimon46 ; 193 
 739 ; Копейка (Петров-2р, Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 72 ; magnet8 ; 912 
 740 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF ; 40 ; dimon46 ; 510 
 741 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 76 ; dimon46 ; 1073 
 742 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 27 ; dimon46 ; 306 
 743 ; Копейка ; 1840 ; ЕМ ; Cu ; VF ; 9 ; andreyx  ; 227 
 744 ; Копейка ; 1840 ; СМ ; Cu ; F-VF ; 18 ; vasya2006 ; 147 
 745 ; Копейка ; 1842 ; ЕМ ; Cu ; F ; 34 ; Григорий ; 59 
 746 ; Копейка ; 1842 ; СМ ; Cu ; F-VF ; 31 ; vasya2006 ; 104 
 747 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 19 ; Григорий ; 120 
 748 ; Копейка ; 1843 ; СМ ; Cu ; F+ ; 9 ; vasya2006 ; 120 
 749 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 5 ; ten137 ; 108 
 750 ; Копейка ; 1846 ; СМ ; Cu ; F-VF ; 9 ; dmytrylat ; 157 
 751 ; Копейка ; 1852 ; ЕМ ; Cu ; VF- ; 18 ; Lotus 99 ; 161 
 752 ; Копейка ; 1852 ; ЕМ ; Cu ; F ; 27 ; E68 ; 102 
 753 ; Копейка ; 1853 ; ЕМ ; Cu ; VF ; 113 ; rokada77 ; 327 
 654 ; 2 копейки ; 1839 ; СМ ; Cu ; VG ; 26 ; kaa123 ; 101 
 655 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 29 ; kolhis ; 102 
 656 ; 2 копейки ; 1842 ; СМ ; Cu ; F+ ; 17 ; vasya2006 ; 131 
 657 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 25 ; skif ; 89 
 658 ; 2 копейки ; 1856 ; ЕМ ; Cu ; F+ ; 11 ; dmytrylat ; 131 
 659 ; 2 копейки ; 1857 ; ЕМ ; Cu ; F+ ; 25 ; жаба ; 1134 
 660 ; 2 копейки ; 1858 ; ЕМ ; Cu ; F+ ; 33 ; andreyx  ; 255 
 661 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F ; 19 ; rokada77 ; 153 
 662 ; 2 копейки ; 1864 ; ЕМ ; Cu ; F+ ; 5 ; 25dec ; 51 
 663 ; 2 копейки ; 1867 ; ЕМ ; Cu ; F-VF ; 60 ; SSK ; 1797 
 664 ; 2 копейки (Ильин-5р) ; 1867 ; ЕМ ; Cu ; F ; 42 ; арбат ; 7650 
 665 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F+ ; 17 ; ten137 ; 32 
 666 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F ; 24 ; 1234567 ; 63 
 667 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F+ ; 17 ; жаба ; 261 
 668 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F+ ; 35 ; 1234567 ; 159 
 669 ; 2 копейки ; 1895 ; СПБ ; Cu ; VF+ ; 26 ; А25 ; 554 
 670 ; 2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 19 ; 1234567 ; 72 
 671 ; 2 копейки ; 1899 ; СПБ ; Cu ; F ; 16 ; winde ; 16 
 672 ; 2 копейки ; 1900 ; СПБ ; Cu ; F ; 6 ; natallli ; 6 
 673 ; 2 копейки ; 1901 ; СПБ ; Cu ; VF ; 14 ; jef688 ; 53 
 674 ; 2 копейки ; 1902 ; СПБ ; Cu ; F ; 38 ; жаба ; 309 
 675 ; 2 копейки ; 1902 ; СПБ ; Cu ; F ; 43 ; Kostas77rus ; 459 
 676 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 22 ; edv1968 ; 38 
 677 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF- ; 29 ; 1234567 ; 85 
 678 ; 2 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 9 ; edv1968 ; 23 
 679 ; 2 копейки ; 1910 ; СПБ ; Cu ; F ; 15 ; 1234567 ; 34 
 680 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF- ; 21 ; jef688 ; 22 
 681 ; 2 копейки ; 1911 ; СПБ ; Cu ; F-VF ; 9 ; edv1968 ; 22 
 682 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 11 ; PaulMS ; 63 
 683 ; 2 копейки ; 1913 ; СПБ ; Cu ; F+ ; 20 ; jef688 ; 23 
 684 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 21 ; 1234567 ; 70 
 685 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 25 ; winde ; 25 
 686 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 29 ; Andreyyyy ; 28 
 687 ; 2 копейки ; 1914 ; СПБ ; Cu ; F-VF ; 9 ; Andreyyyy ; 31 
 688 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 10 ; Dave ; 34 
 689 ; Копейка ; 1708 ; МД ; Cu ; F+ ; 27 ; жаба ; 2000 
 690 ; Копейка ; 1710 ; МД ; Cu ; F-VF ; 54 ; magnet8 ; 1445 
 691 ; Копейка ; 1713 ; НД ; Cu ; F+ ; 182 ; magnet8 ; 1400 
 692 ; Копейка ; 1713 ; М Д ; Cu ; F ; 49 ; жаба ; 635 
 693 ; Копейка ; 1714 ; МД ; Cu ; F+ ; 56 ; alno51 ; 453 
 694 ; Копейка ; 1757 ;  ; Cu ; F ; 18 ; natallli ; 37 
 695 ; Копейка ; 1759 ;  ; Cu ; F ; 13 ; andreyx  ; 230 
 696 ; Копейка ; 1759 ;  ; Cu ; F+ ; 22 ; natallli ; 42 
 697 ; Копейка ; 1760 ;  ; Cu ; F+ ; 5 ; jef688 ; 25 
 698 ; Копейка ; 1761 ;  ; Cu ; F ; 13 ; alno51 ; 42 
 699 ; Копейка ; 1763 ; ММ ; Cu ; F+ ; 36 ; SSK ; 816 
 700 ; Копейка ; 1766 ; ММ ; Cu ; F-VF ; 37 ; rokada77 ; 459 
 701 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 30 ; volod ; 271 
 702 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 84 ; volod ; 373 
 703 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 28 ; starina ; 175 
 604 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 11 ; guran ; 220 
 605 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 34 ; dmytrylat ; 159 
 606 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 31 ; Григорий ; 41 
 607 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 20 ; kolhis ; 39 
 608 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 28 ; alno51 ; 122 
 609 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 18 ; Rober ; 26 
 610 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 15 ; ten137 ; 38 
 611 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 17 ; MDV ; 199 
 612 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF- ; 8 ; палач ; 400 
 613 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 35 ; rtdmsm ; 127 
 614 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 8 ; natallli ; 27 
 615 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 11 ; winde ; 30 
 616 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F ; 3 ; kolhis ; 22 
 617 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F ; 20 ; natallli ; 28 
 618 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 19 ; kolhis ; 19 
 619 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 27 ; vasya2006 ; 150 
 620 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 34 ; rokada77 ; 123 
 621 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 18 ; brent ; 77 
 622 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 7 ; gelind ; 60 
 623 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F ; 29 ; gelind ; 38 
 624 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 57 ; ten137 ; 61 
 625 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 9 ; dimon46 ; 75 
 626 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 14 ; дутик ; 102 
 627 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 22 ; maks169 ; 46 
 628 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 10 ; QSL ; 78 
 629 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F ; 19 ; ten137 ; 35 
 630 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F ; 10 ; jef688 ; 20 
 631 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF ; 22 ; SSK ; 225 
 632 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 21 ; vasya2006 ; 150 
 633 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 23 ; vasya2006 ; 148 
 634 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 22 ; habenti ; 105 
 635 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 23 ; evg65 ; 65 
 636 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; VF- ; 49 ; FEDOTOV1920 ; 85 
 637 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; F-VF ; 32 ; rtdmsm ; 41 
 638 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F+ ; 11 ; alno51 ; 80 
 639 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F ; 24 ; natallli ; 31 
 640 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 40 ; Dom Perignon ; 49 
 641 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 11 ; ten137 ; 26 
 642 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 32 ; dmytrylat ; 79 
 643 ; 2 копейки ; 1821 ; ЕМ ФГ ; Cu ; F-VF ; 25 ; alno51 ; 137 
 644 ; 2 копейки ; 1821 ; КМ АД ; Cu ; F-VF ; 14 ; Dom Perignon ; 79 
 645 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F+ ; 31 ; Dom Perignon ; 53 
 646 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF- ; 15 ; alno51 ; 110 
 647 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 28 ; ask ; 46 
 648 ; 2 копейки ; 1824 ; КМ АМ ; Cu ; F+ ; 37 ; Andreyyyy ; 192 
 649 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F ; 12 ; natallli ; 25 
 650 ; 2 копейки (Ильин-1р) ; 1828 ; КМ АМ ; Cu ; F-VF ; 44 ; sinisha ; 398 
 651 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 9 ; loj ; 125 
 652 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 126 ; sinisha ; 714 
 653 ; 2 копейки (Ильин-1р) ; 1839 ; СМ ; Cu ; F+ ; 46 ; арбат ; 385 
 554 ; 2 копейки ; 1771 ; ЕМ ; Cu ; F+ ; 6 ; rokada77 ; 363 
 555 ; 2 копейки ; 1773 ; КМ "Сибирь" ; Cu ; VF+ ; 92 ; SSK ; 3653 
 556 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; F ; 44 ; nikolay ; 520 
 557 ; 2 копейки ; 1776 ; ЕМ ; Cu ; F-VF ; 55 ; Олег33 ; 567 
 558 ; 2 копейки (Петров-8р, Ильин-3р) ; 1788 ; СПМ ; Cu ; F+ ; 62 ; АНД ; 4110 
 559 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF- ; 67 ; жаба ; 816 
 560 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF-XF ; 37 ; арбат ; 513 
 561 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 25 ; guran ; 270 
 562 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 55 ; SSK ; 466 
 563 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 18 ; jef688 ; 82 
 564 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 11 ; E68 ; 147 
 565 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 28 ; E68 ; 147 
 566 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 24 ; E68 ; 191 
 567 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 8 ; Poiuyt ; 157 
 568 ; 2 копейки ; 1798 ; КМ ; Cu ; F-VF ; 35 ; жаба ; 408 
 569 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 18 ; guran ; 260 
 570 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 26 ; vasya2006 ; 239 
 571 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 23 ; E68 ; 181 
 572 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 16 ; Полянка ; 191 
