 5499 ; Почтовая карточка Китай ;  ;  ;  ;  ; 12 ; Краснодар ; 99 
 756 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 21 ; Доктор Никитин ; 117 
 657 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF ; 55 ; sibirian ; 67 
 658 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF- ; 35 ; sibirian ; 55 
 659 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF ; 8 ; 2x2 ; 83 
 660 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 13 ; 2x2 ; 69 
 661 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 5 ; Абдула ; 68 
 662 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 29 ; shknikolay ; 153 
 663 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 12 ; 2x2 ; 153 
 664 ; 1 пенни ; 1873 ; Финляндия ; Cu ; VF-XF ; 27 ; хуч ; 1530 
 665 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF+ ; 37 ; kotok ; 702 
 666 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF+ ; 11 ; Hikon ; 188 
 667 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 31 ; Andrei2007 ; 273 
 668 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF ; 19 ; sibirian ; 233 
 669 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 24 ; sibirian ; 250 
 670 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 11 ; Hikon ; 188 
 671 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 12 ; petriuspo ; 192 
 672 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 11 ; 2x2 ; 192 
 673 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 23 ; Kortes55 ; 200 
 674 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF-XF ; 25 ; temichek ; 367 
 675 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF ; 32 ; ssevos ; 243 
 676 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF- ; 8 ; Волк33 ; 110 
 677 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU ; 28 ; ssevos ; 204 
 678 ; 1 пенни ; 1902 ; Финляндия ; Cu ; XF+/XF- ; 49 ; sibirian ; 255 
 679 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF-XF ; 23 ; Noble ; 405 
 680 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF+ ; 34 ; Абдула ; 250 
 681 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF- ; 5 ; 2x2 ; 72 
 682 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 3 ; 2x2 ; 51 
 683 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 5 ; Либра ; 69 
 684 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF ; 7 ; Kortes55 ; 59 
 685 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF ; 13 ; Andre32 ; 69 
 686 ; 1 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 11 ; sibirian ; 65 
 687 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF ; 10 ; porte33 ; 65 
 688 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 3 ; Kortes55 ; 50 
 689 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 3 ; Абдула ; 225 
 690 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF+ ; 43 ; виктор13 ; 114 
 691 ; Лот монет России: полушка, денга (6шт) ; 1731-1745 ;  ; Cu ; F/VG ; 19 ; modul ; 521 
 692 ; Лот монет России: 10,5,1 пенни (14шт) ; 1907-1917 ;  ; Cu ; XF-/VF- ; 36 ; 2x2 ; 1785 
 693 ; Лот монет России: копейка (3шт) ; 1854-1862 ;  ; Cu ; VG/F- ; 24 ; ga2012 ; 332 
 694 ; Лот монет и наград России (6шт): 5коп,2коп,денга,1/2коп,медаль 300 лет Романовых ; 1759-1913 ;  ; Cu,Ag,Br ; VG/G ; 31 ; franklin ; 797 
 695 ; Лот монет Финляндии: 1, 5 пенни (6шт) ; 1909-1917 ;  ; Cu ; XF-/VF- ; 17 ; 2x2 ; 465 
 696 ; Лот монет России: 1 пенни (14шт) ; 1900-1917 ;  ; Cu ; AU/F-VF ; 21 ; Алексей Сомелье ; 654 
 697 ; Севский чех ;  ;  ; Bi ; F-VF ; 63 ; Japona ; 10199 
 698 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 42 ; ААФ ; 748 
 699 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 13 ; Monah ; 663 
 700 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 54 ; ААФ ; 793 
 701 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 17 ; musik ; 624 
 702 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 56 ; arsenich-s ; 444 
 703 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 53 ; smel ; 907 
 704 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 40 ; vterkin ; 490 
 705 ; Денга ; 1425-1510 ; Псков ; Ag ; F ; 15 ; arsenich-s ; 1141 
 706 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; VG/G ; 3 ; vatjalais ; 24 
 607 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 14 ; shknikolay ; 148 
 608 ; 1/4 копейки ; 1841 ;  ; Cu ; VG ; 11 ; star54 ; 102 
 609 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF+ ; 61 ; Maxim85 ; 1326 
 610 ; 1/4 копейки ; 1843 ; СМ ; Cu ; VG ; 7 ; Chatsky ; 26 
 611 ; Полушка ; 1851 ; ЕМ ; Cu ; F- ; 46 ; student1977 ; 400 
 612 ; Полушка ; 1853 ; ЕМ ; Cu ; VF- ; 48 ; ГдРъ ; 1128 
 613 ; Полушка ; 1857 ; ЕМ ; Cu ; VF+ ; 29 ; Holder31 ; 1134 
 614 ; Полушка ; 1858 ; ЕМ ; Cu ; VF-XF ; 70 ; ЛАВ-13 ; 1667 
 615 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; XF ; 66 ; fgd ; 1838 
 616 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; XF- ; 30 ; version2 ; 1408 
 617 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 35 ; version2 ; 1413 
 618 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 54 ; ЛАВ-13 ; 1734 
 619 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 33 ; Потрошитель ; 1700 
 620 ; 1/4 копейки ; 1915 ;  ; Cu ; F-VF ; 46 ; student1977 ; 5667 
 621 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; F+ ; 22 ; fadeev.dima ; 359 
 622 ; 2 копейки "оккупация" ; 1916 ;  ; Fe ; VG ; 20 ; Rober ; 267 
 623 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF+ ; 54 ; ЧЕРВОНЕЦ76 ; 2550 
 624 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VG ; 18 ; Степан_81 ; 242 
 625 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F+ ; 57 ; 1000 ; 3642 
 626 ; 1 грош ; 1823 ; IB Польша ; Cu ; VG ; 40 ; 1000 ; 815 
 627 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF+ ; 17 ; kotok ; 475 
 628 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 53 ; Кузон ; 172 
 629 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF- ; 47 ; kuzma-1 ; 784 
 630 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF ; 34 ; loko865 ; 612 
 631 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF- ; 38 ; Волк33 ; 365 
 632 ; 10 пенни ; 1900 ; Финляндия ; Cu ; F-VF ; 29 ; DBA123 ; 179 
 633 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF- ; 12 ; DBA123 ; 200 
 634 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF- ; 22 ; ssevos ; 149 
 635 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF ; 40 ; temichek ; 377 
 636 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF ; 36 ; lva08 ; 324 
 637 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF- ; 35 ; lva08 ; 245 
 638 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 11 ; ssevos ; 150 
 639 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 13 ; Kortes55 ; 344 
 640 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 4 ; 2x2 ; 152 
 641 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 19 ; Абдула ; 137 
 642 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF ; 5 ; Fontan ; 124 
 643 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF- ; 20 ; виктор13 ; 300 
 644 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 23 ; petriuspo ; 101 
 645 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF- ; 27 ; ssevos ; 245 
 646 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 9 ; franklin ; 113 
 647 ; 5 пенни ; 1870 ; Финляндия ; Cu ; VF ; 49 ; suomi ; 555 
 648 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF+ ; 67 ; maler ; 1428 
 649 ; 5 пенни ; 1873 ; Финляндия ; Cu ; F- ; 23 ; first ; 306 
 650 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F-VF ; 33 ; ssevos ; 171 
 651 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 13 ; КВ50 ; 226 
 652 ; 5 пенни ; 1889 ; Финляндия ; Cu ; F-VF ; 42 ; Кузон ; 425 
 653 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 12 ; serg98 ; 220 
 654 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF- ; 14 ; DBA123 ; 170 
 655 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 7 ; suomi ; 79 
 656 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF ; 7 ; ssevos ; 117 
 557 ; Денга ; 1795 ; ЕМ ; Cu ; F- ; 29 ; alex2016 ; 137 
 558 ; Денга ; 1796 ; ЕМ ; Cu ; VG ; 16 ; modul ; 177 
 559 ; Деньга ; 1797 ; ЕМ ; Cu ; VF- ; 92 ; Борис Моисеевич ; 2091 
 560 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 14 ; Boriss ; 395 
 561 ; Деньга ; 1811 ; ИМ МК ; Cu ; F ; 42 ; Suxov ; 1022 
 562 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VG ; 19 ; Suxov ; 430 
 563 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; F ; 33 ; kuzma-1 ; 548 
 564 ; 1/2 копейки ; 1842 ; ЕМ ; Cu ; F- ; 26 ; Kortes55 ; 207 
 565 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F+ ; 11 ; star54 ; 170 
 566 ; 1/2 копейки ; 1843 ; СМ ; Cu ; VF- ; 11 ; штурман ; 320 
 567 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 30 ; ГдРъ ; 476 
 568 ; Денежка ; 1853 ; ЕМ ; Cu ; VF ; 29 ; fgd ; 469 
 569 ; Денежка ; 1854 ; ЕМ ; Cu ; F/VG ; 33 ; Kortes55 ; 340 
 570 ; Денежка ; 1858 ; ЕМ ; Cu ; VF+ ; 17 ; ААФ ; 272 
 571 ; 1/2 копейки ; 1869 ; СПБ ; Cu ; VF+ ; 44 ; нионила ; 4082 
 572 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; VG ; 32 ; Komposter ; 796 
 573 ; 1/2 копейки ; 1888 ; СПБ ; Cu ; VF ; 50 ; sotnik ; 3060 
 574 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; VF+ ; 45 ; Komposter ; 801 
 575 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; VF-XF ; 30 ; I-Fox ; 1505 
 576 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; F ; 39 ; Komposter ; 623 
 577 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; VF ; 16 ; ElixiR ; 1913 
 578 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; XF ; 43 ; alien34 ; 561 
 579 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 7 ; Потрошитель ; 357 
 580 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 16 ; Kortes55 ; 255 
 581 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; XF- ; 55 ; rom11 ; 2050 
 582 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; VF-XF ; 8 ; Ivanov ; 609 
 583 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 16 ; Kortes55 ; 250 
 584 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF ; 16 ; F111A ; 261 
 585 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 13 ; slando ; 306 
 586 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 31 ; es72 ; 153 
 587 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF ; 24 ; Ivanov ; 81 
 588 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 65 ; rem ; 90 
 589 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 23 ; igrtlk ; 90 
 590 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 31 ; Komposter ; 190 
 591 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF ; 27 ; Komposter ; 408 
 592 ; Полушка ; 1719 ;  ; Cu ; F ; 12 ; Eldar ; 265 
 593 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 24 ; gav1980 ; 294 
 594 ; Полушка ; 1748 ; Орёл 1748 г. ; Cu ; VG/F- ; 53 ; dmivanych ; 704 
 595 ; Полушка ; 1750 ; Орёл 1744 г. ; Cu ; VG ; 23 ; dmivanych ; 92 
 596 ; Полушка ; 1759 ;  ; Cu ; VG ; 17 ; ГдРъ ; 510 
 597 ; Полушка ; 1769 ; ЕМ ; Cu ; F+ ; 46 ; ЛАВ-13 ; 512 
 598 ; Полушка ; 1770 ; ЕМ ; Cu ; VG ; 9 ; Bolt ; 159 
 599 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; VG ; 13 ; alex62 ; 111 
 600 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; VG ; 29 ; Komposter ; 424 
 601 ; Полушка. Гурт спилен ; 1771 ; ЕМ ; Cu ; G/VG ; 9 ; Eldar ; 126 
 602 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VG ; 13 ; olq ; 322 
 603 ; Полушка ; 1779 ; КМ "Сибирь" ; Cu ; VG ; 25 ; ZOLTAN333 ; 426 
 604 ; Полушка ; 1790 ; ЕМ ; Cu ; VG ; 7 ; Мари ; 181 
 605 ; Полушка ; 1797 ; ЕМ ; Cu ; VG/G ; 22 ; Boriss ; 920 
 606 ; Полушка ; 1797 ; АМ ; Cu ; F/VG ; 36 ; Boriss ; 1383 
 507 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 30 ; штурман ; 2547 
 508 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F- ; 25 ; Плутос ; 570 
 509 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; VG ; 20 ; огонь71 ; 303 
 510 ; Копейка ; 1789 ; ЕМ ; Cu ; VF- ; 69 ; ЛАВ-13 ; 1389 
 511 ; Копейка ; 1790 ; ЕМ ; Cu ; F- ; 57 ; olq ; 261 
 512 ; Копейка ; 1795 ; ЕМ ; Cu ; F ; 39 ; EAL34 ; 385 
 513 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 21 ; mr.I. ; 440 
 514 ; Копейка ; 1798 ; ЕМ ; Cu ; VG ; 17 ; es72 ; 136 
 515 ; Копейка ; 1799 ; ЕМ ; Cu ; F-/VG ; 25 ; Ivanov ; 90 
 516 ; Копейка ; 1800 ; ЕМ ; Cu ; F/VG ; 39 ; Boriss ; 184 
 517 ; Копейка ; 1801 ; ЕМ ; Cu ; VG ; 12 ; es72 ; 114 
 518 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 11 ; igrtlk ; 185 
 519 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 18 ; dmivanych ; 257 
 520 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 13 ; ААФ ; 312 
 521 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VG ; 24 ; Komposter ; 333 
 522 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 26 ; olq ; 284 
 523 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 5 ; alex62 ; 57 
 524 ; Копейка ; 1840 ; СПМ ; Cu ; VF- ; 9 ; SSK ; 152 
 525 ; Копейка ; 1843 ; ЕМ ; Cu ; F- ; 6 ; Markgraf ; 57 
 526 ; Копейка ; 1846 ; СМ ; Cu ; VG ; 5 ; огонь71 ; 65 
 527 ; Копейка ; 1855 ; ВМ ; Cu ; VG ; 38 ; Komposter ; 603 
 528 ; Копейка (Петров-3р) ; 1855 ; ВМ ; Cu ; VF ; 24 ; Хаа ; 3059 
 529 ; Копейка ; 1889 ; СПБ ; Cu ; VF+ ; 27 ; штурман ; 456 
 530 ; Копейка ; 1891 ; СПБ ; Cu ; VG ; 7 ; жора ; 120 
 531 ; Копейка ; 1894 ; СПБ ; Cu ; VF- ; 7 ; пипер ; 159 
 532 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 3 ; kostya12.04.1994 ; 51 
 533 ; Копейка ; 1897 ; СПБ ; Cu ; VF- ; 9 ; 312 ; 56 
 534 ; Копейка ; 1899 ; СПБ ; Cu ; F- ; 5 ; sova159 ; 8 
 535 ; Копейка ; 1901 ; СПБ ; Cu ; F-VF ; 3 ; Fontan ; 21 
 536 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 7 ; ialaiola ; 51 
 537 ; Копейка ; 1907 ; СПБ ; Cu ; VF-XF ; 25 ; dima201 ; 1000 
 538 ; Копейка ; 1910 ; СПБ ; Cu ; F-VF ; 4 ; ialaiola ; 21 
 539 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 15 ; igrtlk ; 33 
 540 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 9 ; modul ; 121 
 541 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 7 ; off ; 69 
 542 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 16 ; fadeev.dima ; 168 
 543 ; Копейка ; 1915 ;  ; Cu ; XF- ; 18 ; slando ; 153 
 544 ; Копейка ; 1916 ;  ; Cu ; VF- ; 5 ; sova159 ; 21 
 545 ; Денга ; 1730 ;  ; Cu ; F ; 38 ; gav1980 ; 521 
 546 ; Денга ; 1731 ;  ; Cu ; VF- ; 20 ; Eldar ; 305 
 547 ; Денга ; 1731 ;  ; Cu ; F ; 12 ; sia.beauty ; 255 
 548 ; Денга ; 1737 ;  ; Cu ; VG ; 16 ; modul ; 20 
 549 ; Денга ; 1741 ;  ; Cu ; F+ ; 12 ; Suxov ; 227 
 550 ; Денга ; 1749 ;  ; Cu ; VG ; 9 ; modul ; 134 
 551 ; Денга ; 1757 ;  ; Cu ; VG ; 9 ; olq ; 67 
 552 ; Денга ; 1759 ;  ; Cu ; VG ; 20 ; ga2012 ; 600 
 553 ; Денга ; 1768 ; ЕМ ; Cu ; VG ; 43 ; olq ; 635 
 554 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; VG ; 10 ; 312 ; 138 
 555 ; Денга ; 1772 ; КМ "Сибирь" ; Cu ; VG ; 10 ; tar ; 138 
 556 ; Денга ; 1775 ; КМ "Сибирь" ; Cu ; VG ; 37 ; ga2012 ; 700 
 457 ; 2 копейки (Петров-1р) ; 1797 ;  ; Cu ; VG ; 54 ; Bolt ; 4079 
 458 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F- ; 16 ; ga2012 ; 273 
 459 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 22 ; ААФ ; 272 
 460 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F- ; 17 ; ga2012 ; 291 
 461 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F- ; 12 ; Алексей_78 ; 306 
 462 ; 2 копейки. Травление ; 1799 ; КМ ; Cu ; VG ; 22 ; Михаилъ ; 426 
 463 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 44 ; ГдРъ ; 283 
 464 ; 2 копейки ; 1800 ; КМ ; Cu ; F+ ; 16 ; ААФ ; 384 
 465 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F- ; 16 ; Kortes55 ; 255 
 466 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VG ; 23 ; maner73 ; 6630 
 467 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VG ; 9 ; igrtlk ; 79 
 468 ; 2 копейки ; 1810 ; КМ ; Cu ; F ; 10 ; andris1 ; 92 
 469 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VG ; 20 ; Komposter ; 315 
 470 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 13 ; mr.I. ; 153 
 471 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 9 ; zeroc0011er ; 50 
 472 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F- ; 3 ; trast ; 22 
 473 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 9 ; Абдула ; 181 
 474 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F- ; 15 ; alex2016 ; 59 
 475 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F- ; 6 ; ialaiola ; 22 
 476 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F ; 15 ; vatjalais ; 77 
 477 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F+ ; 13 ; kostya12.04.1994 ; 308 
 478 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF ; 12 ; Палыч61 ; 308 
 479 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F+ ; 15 ; velisarit ; 267 
 480 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F-VF ; 40 ; Алексей_78 ; 242 
 481 ; 2 копейки ; 1839 ; СМ ; Cu ; F- ; 10 ; Chatsky ; 152 
 482 ; 2 копейки ; 1840 ; ЕМ ; Cu ; VG ; 49 ; X3.96rus ; 187 
 483 ; 2 копейки ; 1843 ; СПМ ; Cu ; VF ; 25 ; жека.. ; 830 
 484 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F- ; 24 ; семён-семёныч ; 341 
 485 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VG ; 31 ; 312 ; 123 
 486 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VG ; 22 ; Кузон ; 81 
 487 ; 2 копейки ; 1860 ; ЕМ ; Cu ; F-VF ; 52 ; alex2016 ; 159 
 488 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF ; 36 ; Марик ; 365 
 489 ; 2 копейки ; 1874 ; ЕМ ; Cu ; F-VF ; 15 ; Suxov ; 218 
 490 ; 2 копейки ; 1902 ; СПБ ; Cu ; VG ; 6 ; ship-nik ; 100 
 491 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 6 ; es72 ; 71 
 492 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 46 ; I-Fox ; 283 
 493 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 49 ; off ; 156 
 494 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 13 ; CMSpb ; 79 
 495 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 13 ; modul ; 168 
 496 ; 2 копейки ; 1914 ; СПБ ; Cu ; F-VF ; 11 ; Fontan ; 22 
 497 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 11 ; Suxov ; 184 
 498 ; Копейка ; 1705 ; МД ; Cu ; G/VG ; 58 ; жека.. ; 3215 
 499 ; Копейка ; 1712 ;  ; Cu ; G/VG ; 13 ; Eldar ; 466 
 500 ; Копейка ; 1716 ; НД ; Cu ; VG ; 49 ; Suxov ; 756 
 501 ; Копейка ; 1728 ;  ; Cu ; VG ; 28 ; Suxov ; 1504 
 502 ; Копейка (Петров - 2 руб, Ильин - 2 руб) ; 1729 ;  ; Cu ; VG/G ; 29 ; почтальон ; 1275 
 503 ; Копейка ; 1759 ;  ; Cu ; VG ; 7 ; alex751 ; 160 
 504 ; Копейка ; 1760 ;  ; Cu ; VG ; 25 ; alex751 ; 119 
 505 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; VG ; 17 ; 312 ; 306 
 506 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VG ; 24 ; olq ; 274 
 407 ; 5 копеек ; 1803 ; КМ ; Cu ; VF- ; 34 ; DmitriPartei ; 4226 
 408 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF+ ; 19 ; штурман ; 3055 
 409 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF-XF ; 21 ; семён-семёныч ; 2856 
 410 ; 5 копеек ; 1807 ; КМ ; Cu ; VG ; 43 ; guronidze ; 3200 
 411 ; 5 копеек ; 1808 ; ЕМ ; Cu ; VF ; 20 ; IRON ; 4233 
 412 ; 5 копеек ; 1810 ; ЕМ ; Cu ; VF+ ; 59 ; vasek ; 5888 
 413 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF- ; 11 ; andrej.fedorov.1971 ; 681 
 414 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 19 ; Гунченко Евгений ; 532 
 415 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; F-VF ; 24 ; shknikolay ; 1281 
 416 ; 5 копеек ; 1857 ; ЕМ ; Cu ; F-VF ; 32 ; dmivanych ; 1259 
 417 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF-XF ; 46 ; Fojy ; 1530 
 418 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF+ ; 39 ; Палыч61 ; 969 
 419 ; 5 копеек ; 1863 ; ЕМ ; Cu ; VG ; 10 ; guronidze ; 508 
 420 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF-XF ; 73 ; swoon ; 2050 
 421 ; 5 копеек ; 1879 ; СПБ ; Cu ; VF+/VF ; 62 ; sotnik ; 2032 
 422 ; 5 копеек ; 1880 ; СПБ ; Cu ; F- ; 28 ; Chatsky ; 157 
 423 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF- ; 26 ; Maxim85 ; 1530 
