 6613 ; Ложка чайная, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 20 ; Csenotaf ; 906 
 557 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF+ ; 15 ; 1gold ; 60 
 558 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF+ ; 17 ; Vaserd ; 123 
 559 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF ; 15 ; Usinsk ; 65 
 560 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF+ ; 11 ; Usinsk ; 79 
 561 ; Денга. М-0,24гр ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 24 ; sinus ; 1652 
 562 ; Копейка. М-0,40гр ; 1618-1630 ; Михаил Федорович. Ярославcкий денежный двор ; Ag ; VF- ; 39 ; sinus ; 1701 
 563 ; Копейка. М-0,44гр ; 1618-1630 ; Михаил Федорович. Ярославcкий денежный двор ; Ag ; F-VF ; 13 ; ЛАВ-13 ; 793 
 564 ; Копейка. М-0,39гр ; 1618-1630 ; Михаил Федорович. Ярославcкий денежный двор ; Ag ; VF ; 9 ; marSal8Q ; 643 
 565 ; Копейка ; 1645-1676 ; Алексей Михайлович. Московский денежный двор ; Ag ; F-VF ; 9 ; CWSC™ ; 104 
 566 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 29 ; CWSC™ ; 98 
 567 ; Денга. Брак чекана ; 1535-1584 ; Иван IV Васильевич. Москва ; Ag ; F ; 8 ; porte33 ; 126 
 568 ; Копейка. Отверстие ; 1682-1725 ; Петр Алексеевич ; Ag ; F ; 1 ; Victor_161_ ; 2 
 569 ; Копейка ; 1702 ; Петр Алексеевич ; Ag ; VF- ; 33 ; A2KOT ; 110 
 570 ; Копейка ; 1702 ; Петр Алексеевич ; Ag ; F+ ; 29 ; oleg61 ; 228 
 571 ; Копейка ; 1704 ; Петр Алексеевич ; Ag ; VF ; 19 ; KdL ; 110 
 572 ; Копейка ; 1709 ; Петр Алексеевич ; Ag ; VF- ; 20 ; marconi605 ; 79 
 573 ; Копейка ; 1711 ; Петр Алексеевич ; Ag ; VF ; 21 ; oleg61 ; 325 
 574 ; Копейка ; 1645-1676 ; Алексей Михайлович. Псковский денежный двор ; Cu ; F ; 38 ; Victor_161_ ; 92 
 575 ; Копейка ; 1645-1676 ; Алексей Михайлович. Псковский денежный двор ; Cu ; F ; 43 ; A2KOT ; 91 
 576 ; Копейка ; 1645-1676 ; Алексей Михайлович. Псковский денежный двор ; Cu ; F ; 57 ; porte33 ; 110 
 577 ; Пуло. Михаил Борисович. Деформация ; 1461-1485 ; Великое княжество Тверское. Михаил Борисович ; Cu ; VG ; 49 ; Eliaz ; 790 
 578 ; Пуло ; 15в ; Великое княжество Тверское ; Cu ; VG ; 23 ; Shalex ; 537 
 579 ; Лот монет Михаила Федоровича (22шт): копейка ; 1613-1645 ;  ; Ag ; F+/VF ; 27 ; QSL ; 1016 
 580 ; Гекта. Иония. Стилизованная голова льва вправо (профиль головы льва с овальными глазами и плавной линией гривы)/ вдавленный прямоугольник, разделенный на два квадрата. Р-ры: 9,49х8,36гр. М-2,16гр.  Сертификат ; 600-560 гг до н.э. ;  ; Электр ; VF+ ; 28 ; sd555 ; 53550 
 581 ; Тетрадрахма. Македония. Филипп III Арридей. M-16,46г. ; 323-317 до н.э. ;  ; Ag ; VF ; 41 ; belka ; 16444 
 582 ; Тетрадрахма. Афины, Аттика. Забоина. М-17,07гр ; 5 в до н.э. ;  ; Ag ; VF+ ; 57 ; 1023oxana ; 17897 
 583 ; Тетрадрахма. Греция, Амфифополис. Александр Македонский (336-323 гг до н.э.). Голова Геракла вправо/ Зевс, сидящий на троне влево. М-17,05гр ; 336-323 гг до н.э. ;  ; Ag ; VF+ ; 51 ; sd555 ; 21650 
 584 ; Антониниан. Рим, имп. Постум ; 259-268 ;  ; Ag ; VF- ; 25 ; Dimius ; 1811 
 585 ; Антониниан. Рим, имп. Галлиен. М-3,76гр ; 253-268 ;  ; Ag ; F-VF ; 50 ; slemnum ; 1137 
 586 ; Квинарий. Римская Республика. Монетарий: Корнелий Лентул Клодиан. Голова Юпитера вправо/ Крылатая Виктория, венчающая трофей. М-1,52гр ; 88 г до н.э. ;  ; Ag ; VF+ ; 17 ; триори ; 3324 
 587 ; Антониниан. Рим, имп. Валериан (253-259). Бюст Валериана вправо/ Аполлон, стоящий вправо с луком. М-3,31гр ; 253-255 ;  ; Ag ; VF+ ; 34 ; Cymbeline ; 4284 
 588 ; Антониниан. Рим, имп. Галлиен (253-268). Бюст Галлиена вправо/ Пакс, стоящая влево. М-4,31гр ; 253-255 ;  ; Ag ; VF+ ; 9 ; Dimius ; 2289 
 589 ; Гемиобол. Мизия, Кизик. Кабан и тунец/ Голова льва. М-0,27гр ; 550-500 гг до н.э. ;  ; Ag ; F ; 34 ; Harlock ; 611 
 590 ; Антониниан. Рим, имп. Проб (276-282гг). Бюст Проба вправо/ Конкордия, стоящая влево с двумя штандартами. М-4,26гр ; 280-281 ;  ; Cu ; VF ; 8 ; триори ; 2200 
 591 ; Фолис. Рим, Тривери. Имп. Максимин Даза (305-313гг). Бюст Максимина Дазы вправо/ Гений римского народа, стоящий влево с венком и рогом изобилия. М-3,92гр ; 305-313 ;  ; Cu ; VF+ ; 11 ; coins_hunter ; 2550 
 592 ; Фолис. Рим, имп. Лициний I (308-324гг). Бюст Лициния I вправо/ Венок  с клятвами. М-3,51гр ; 320-321 ;  ; Cu ; VF+ ; 18 ; coins_hunter ; 1530 
 593 ; Фолис. Рим, Гераклея. Имп. Констанций II (337-361гг). Бюст Констанция II с глобусом в руках влево/ Император с щитом и штандартом с христограммой над двумя пленными. М-3,90гр ; 337-361 ;  ; Cu ; F+ ; 27 ; lestes ; 2234 
 594 ; Фолис. Рим, Сисция. Имп. Валентиниан I (364-375гг). Бюст Валентиниана I вправо/ Крылатая Виктория, шагающая влево. М-2,36гр ; 367-375 ;  ; Cu ; VF+ ; 13 ; lestes ; 906 
 595 ; Фолис. Рим, Сисция. Имп. Валент (364-378гг). Бюст Валента вправо/ Император, стоящий со штандартом с христограммой вправо, пленный в ногах. М-2,12гр ; 365-367 ;  ; Cu ; F+ ; 22 ; CoinHunter177 ; 1207 
 596 ; Антониниан. Рим, имп. Галлиен. М-1,56гр ; 253-268 ;  ; Cu ; VG ; 19 ; aziya11 ; 101 
 597 ; Монета. Римская империя. М-1,23гр ;  ;  ; Cu ; F- ; 8 ; aziya11 ; 124 
 598 ; Монета. Рим, имп. Констанс. М-3,10гр ; 337-350 ;  ; Cu ; G ; 19 ; 8nata8 ; 150 
 599 ; Монета. Рим, имп. Валенс. М-2,02гр ; 364-378 ;  ; Cu ; VG ; 28 ; hobby19 ; 185 
 600 ; Монета. Рим, имп. Констанций Галл. М-3,74гр ; 351-354 ;  ; Cu ; F ; 30 ; CoinHunter177 ; 204 
 601 ; Провинциальная монета. Сирия, Антиохия. Имп. Элагабал. Орел. М-3,29гр ; 218-222 ;  ; Cu ; VG ; 29 ; Cymbeline ; 308 
 602 ; Тетрадрахма. Сирия, Антиохия. Имп. Деций Траян. Орел влево. D-26мм. М-10,60гр ; 249-251 ;  ; Cu ; VG ; 27 ; Бигль ; 1247 
 603 ; Антониниан. Рим, Сисция. Имп. Проб. Проб держит за руку Конкордию. М-3,56гр ; 279 ;  ; Cu ; VG ; 23 ; Cymbeline ; 313 
 504 ; Копейка "мечевая" ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 24 ; BratPirat ; 305 
 505 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 22 ; slemnum ; 177 
 506 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 30 ; Бигль ; 104 
 507 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 18 ; Бигль ; 72 
 508 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 19 ; Бигль ; 105 
 509 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 16 ; Бигль ; 181 
 510 ; Копейка ; 1584-1598 ; Федор Иванович Блаженный. Новгородский денежный двор ; Ag ; VF ; 16 ; marSal8Q ; 189 
 511 ; Копейка ; 1584-1598 ; Федор Иванович Блаженный. Московский денежный двор ; Ag ; VF ; 13 ; Victor_161_ ; 181 
 512 ; Копейка ; 1601 ; Борис Федорович Годунов. Новгородский денежный двор ; Ag ; VF+ ; 29 ; flutter ; 414 
 513 ; Копейка ; 1602 ; Борис Федорович Годунов. Новгородский денежный двор ; Ag ; VF+ ; 21 ; 1977z ; 192 
 514 ; Копейка ; 1598-1605 ; Борис Федорович Годунов. Московский денежный двор ; Ag ; VF+ ; 42 ; Slava O ; 272 
 515 ; Копейка ; 1598-1605 ; Борис Федорович Годунов. Московский денежный двор ; Ag ; VF ; 19 ; Victor_161_ ; 184 
 516 ; Копейка ; 1598-1605 ; Борис Федорович Годунов. Псковский денежный двор ; Ag ; VF- ; 13 ; Бигль ; 159 
 517 ; Копейка ; 1598-1605 ; Борис Федорович Годунов. Московский денежный двор ; Ag ; XF ; 67 ; coins_hunter ; 1224 
 518 ; Копейка ; 1605-1606 ; Дмитрий Иванович (Лжедмитрий I). Новгородский денежный двор ; Ag ; VF- ; 65 ; ЛАВ-13 ; 1530 
 519 ; Копейка ; 1605-1606 ; Дмитрий Иванович (Лжедмитрий I). Псковский денежный двор ; Ag ; F-VF ; 22 ; Бигль ; 510 
 520 ; Копейка ; 1606-1610 ; Василий Иванович Шуйский. Московский денежный двор ; Ag ; VF ; 22 ; Бигль ; 248 
 521 ; Копейка. Брак чекана ; 1606-1610 ; Василий Иванович Шуйский. Московский денежный двор ; Ag ; VF ; 17 ; Бигль ; 237 
 522 ; Копейка ; 1603 ; Борис Федорович Годунов. Новгородский денежный двор ; Ag ; VF- ; 23 ; Eliaz ; 283 
 523 ; Копейка ; 1606-1610 ; Василий Иванович Шуйский. Новгородский денежный двор ; Ag ; F-VF ; 40 ; pavspb ; 611 
 524 ; Копейка ; 1606-1610 ; Василий Иванович Шуйский. Московский денежный двор ; Ag ; VF- ; 15 ; Бигль ; 249 
 525 ; Копейка ; 1610-1612 ; Владислав Жигимонтович. Московский денежный двор ; Ag ; F-VF ; 29 ; Бигль ; 799 
 526 ; Копейка. М-0,62гр ; 1612-1613 ; Второе земское ополчение. Ярославский денежный двор ; Ag ; VF ; 35 ; f3ar ; 546 
 527 ; Копейка. М-0,51гр ; 1612-1613 ; Временный московский денежный двор ; Ag ; F+ ; 24 ; Бигль ; 249 
 528 ; Копейка. М-0,49гр ; 1612-1613 ; Временный московский денежный двор ; Ag ; F-VF ; 21 ; NUMIZMAT50 ; 477 
 529 ; Копейка ; 1611-1617 ; Шведская оккупация. Новгород ; Ag ; F ; 13 ; Бигль ; 114 
 530 ; Копейка ; 1611-1617 ; Шведская оккупация. Новгород ; Ag ; F-VF ; 62 ; Бигль ; 100 
 531 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF- ; 13 ; slemnum ; 114 
 532 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 9 ; Бигль ; 64 
 533 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 14 ; Бигль ; 65 
 534 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 20 ; Бигль ; 65 
 535 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 17 ; Бигль ; 69 
 536 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 15 ; Бигль ; 62 
 537 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 15 ; eugraphus ; 77 
 538 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF ; 15 ; moneta1924 ; 101 
 539 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 15 ; Бигль ; 65 
 540 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F+ ; 19 ; Бигль ; 78 
 541 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF ; 14 ; 1977z ; 101 
 542 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF ; 13 ; Бигль ; 64 
 543 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF+ ; 12 ; Бигль ; 63 
 544 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF-XF ; 17 ; Vinchi ; 340 
 545 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F ; 15 ; f3ar ; 70 
 546 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 11 ; Бигль ; 62 
 547 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 15 ; Vinchi ; 115 
 548 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F+ ; 11 ; cotangens ; 67 
 549 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF+ ; 9 ; Бигль ; 64 
 550 ; Копейка. Брак чекана ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F+ ; 9 ; f3ar ; 70 
 551 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; F-VF ; 9 ; arsenich-s ; 54 
 552 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF- ; 22 ; Бигль ; 93 
 553 ; Копейка ; 1613-1645 ; Михаил Федорович. Московский денежный двор ; Ag ; VF+ ; 30 ; NUMIZMAT50 ; 313 
 454 ; Денга ; 1424-1510 ; Псков ; Ag ; VF ; 51 ; Mikola_1 ; 3026 
 455 ; Денга ; после 1478 ; Великий Новгород ; Ag ; VF ; 96 ; vit2503 ; 9520 
 456 ; Денга. Обломана ; после 1478 ; Великий Новгород ; Ag ; F-VF ; 30 ; Eliaz ; 1257 
 457 ; Денга ; 1424-1510 ; Псков ; Ag ; VF ; 79 ; свит ; 3627 
 458 ; Денга. Деформация ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; F ; 54 ; A2KOT ; 589 
 459 ; Денга ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; VF- ; 41 ; ask ; 771 
 460 ; Денга. Михаил Борисович ; 1461-1485 ; Великое княжество Тверское ; Ag ; VF- ; 68 ; свит ; 2152 
 461 ; Денга ;  ; Удельное княжество Галичское ; Ag ; F-VF ; 94 ; pavspb ; 6120 
 462 ; Денга. Обломана ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; F+ ; 39 ; Eliaz ; 421 
 463 ; Денга ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; F-VF ; 33 ; Бигль ; 327 
 464 ; Денга. Деформация ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; F+ ; 32 ; Бигль ; 444 
 465 ; Денга. Обломана ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; F+ ; 27 ; Бигль ; 309 
 466 ; Денга. Семен Владимирович. Деформация ; 1410-1426 ; Удельное княжество Серпуховское ; Ag ; VG ; 23 ; Бигль ; 341 
 467 ; Монета. М-0,33 гр. Обломана ; 14-16вв ; Торжок ; Ag ; F- ; 111 ; scaevola ; 11446 
 468 ; Монета. М-0,31гр ; 14-16вв ; Торжок ; Ag ; F- ; 70 ; Slavin ; 4182 
 469 ; Денга. Деформация ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; VF ; 43 ; cotangens ; 1020 
 470 ; Денга ; 1425-1462 ; Василий II Васильевич Темный ; Ag ; F-VF ; 21 ; f3ar ; 249 
 471 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; VF- ; 75 ; Eliaz ; 1519 
 472 ; Денга ; 1505-1533 ; Василий III Иванович. Новгород ; Ag ; F-VF ; 29 ; Бигль ; 261 
 473 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; VF- ; 42 ; Mikola_1 ; 408 
 474 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F- ; 46 ; lyriya ; 228 
 475 ; Денга. Обломана ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F ; 28 ; Бигль ; 133 
 476 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F-VF ; 73 ; georgpokr ; 1938 
 477 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F-VF ; 33 ; Бигль ; 222 
 478 ; Денга "дозор". Обломана ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F ; 8 ; Бигль ; 51 
 479 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F- ; 42 ; oleg61 ; 1122 
 480 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F+ ; 54 ; zczc4 ; 1217 
 481 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F ; 29 ; ask ; 512 
 482 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F- ; 44 ; pavspb ; 388 
 483 ; Денга ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F- ; 7 ; lyriya ; 153 
 484 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич Великий ; Ag ; F- ; 14 ; Бигль ; 110 
 485 ; Денга ; 1505-1533 ; Василий III Иванович. Псков ; Ag ; F-VF ; 41 ; pavspb ; 421 
 486 ; Денга ; 1505-1533 ; Василий III Иванович. Новгород ; Ag ; VF- ; 77 ; Муаззам ; 2550 
 487 ; Четверетца ?. М-0,20гр ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 54 ; alten ; 2601 
 488 ; Полушка (Четверетца) ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 32 ; CoinHunter177 ; 286 
 489 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 11 ; Victor_161_ ; 57 
 490 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF-XF ; 16 ; Бигль ; 153 
 491 ; Копейка. Брак чекана ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 44 ; vladpsy ; 1813 
 492 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF-XF ; 27 ; slemnum ; 216 
 493 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; Victor_161_ ; 45 
 494 ; Денга ; 1535-1584 ; Иван IV Васильевич. Москва ; Ag ; VF+ ; 14 ; Бигль ; 114 
 495 ; Денга ; 1535-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 19 ; Бигль ; 133 
 496 ; Денга ; 1535-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 21 ; ЛАВ-13 ; 177 
 497 ; Денга ; 1535-1584 ; Иван IV Васильевич. Москва ; Ag ; VF+ ; 25 ; Бигль ; 130 
 498 ; Денга ; 1535-1584 ; Иван IV Васильевич. Москва ; Ag ; VF- ; 30 ; zoom30 ; 257 
 499 ; Денга ; 1535-1584 ; Иван IV Васильевич. Москва ; Ag ; VF-XF ; 59 ; ЛАВ-13 ; 416 
 500 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 44 ; 1977z ; 408 
 501 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF+ ; 34 ; Slava O ; 216 
 502 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; f3ar ; 144 
 503 ; Копейка ; 1535-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 15 ; Бигль ; 91 
 404 ; 5 пенни. Капсула ; 1897 ; Финляндия ; Cu ;  ; 14 ; ASTA ; 1610 
 405 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 20 ; Panzerbus ; 261 
 406 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 26 ; 1gold ; 86 
 407 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 49 ; 1gold ; 132 
 408 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 52 ; kalita ; 107 
 409 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 16 ; double ; 92 
 410 ; 5 пенни ; 1907 ; Финляндия ; Cu ; XF- ; 42 ; kalita ; 113 
 411 ; 5 пенни ; 1908 ; Финляндия ; Cu ; XF- ; 20 ; double ; 102 
 412 ; 5 пенни ; 1910 ; Финляндия ; Cu ; VF- ; 56 ; Serjd ; 4266 
 413 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF- ; 12 ; Markgraf ; 69 
 414 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 22 ; franklin ; 59 
 415 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 3 ; kalita ; 92 
 416 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 12 ; kalita ; 94 
 417 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 21 ; vaeltaja ; 89 
 418 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 7 ; kalita ; 96 
 419 ; 1 пенни. Капсула ; 1866 ; Финляндия ; Cu ;  ; 19 ; Igor2020 ; 1061 
 420 ; 1 пенни ; 1872 ; Финляндия ; Cu ; VF ; 82 ; Valera72 ; 1725 
 421 ; 1 пенни ; 1873 ; Финляндия ; Cu ; VF-XF ; 87 ; Valera72 ; 1326 
 422 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF/VF+ ; 44 ; Mike! ; 1234 
 423 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF+ ; 35 ; Igor2020 ; 330 
 424 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF ; 7 ; Бигль ; 112 
 425 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 6 ; Бигль ; 112 
 426 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF ; 24 ; Dimitr1 ; 171 
 427 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 16 ; arsenich-s ; 57 
 428 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF ; 10 ; ASTA ; 148 
 429 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF+ ; 16 ; kalita ; 99 
 430 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 13 ; Igor2020 ; 138 
 431 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF ; 28 ; kalita ; 91 
 432 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF ; 22 ; kalita ; 89 
 433 ; Лот монет России: Копейка, денга (3 шт.) ; 1753-1798 ;  ; Cu ; VG/F- ; 42 ; Копеечка ; 182 
 434 ; Лот монет России: 5,1 копейка (2 шт.) ; 1857-1880 ;  ; Cu ; VG ; 18 ; babble13 ; 190 
 435 ; Лот монет России: 2,1,1/2 копейки, денежка, полушка (5 шт.) ; 1735-1853 ;  ; Cu ; VG ; 14 ; Копеечка ; 171 
 436 ; Лот монет России: 1/2,1 коп (2шт) ; 1912,1915 ;  ; Cu ; VF ; 15 ; DNK981 ; 172 
 437 ; Лот монет России: 1/2,1 коп (3шт) ; 1890-1913 ;  ; Cu ; F/VF- ; 40 ; zemlyk2014 ; 179 
 438 ; Лот монет Финляндии: 1,5 пенни (2шт) ; 1900,1915 ;  ; Cu ; VF+ ; 19 ; Блюхер ; 132 
 439 ; Лот монет России: 1/2,1,3 коп (3шт) ; 1879-1913 ;  ; Cu ; VG/F ; 36 ; zemlyk2014 ; 122 
 440 ; Лот монет России: 1/2,1 коп (4шт) ; 1841-1912 ;  ; Cu ; VG/F- ; 22 ; kalita ; 257 
 441 ; Лот монет России: 2,1 коп, денга (10шт) ; 1753-1842 ;  ; Cu ; VG/F ; 45 ; zemlyk2014 ; 446 
 442 ; Лот монет России: 2,1 коп, денга (7шт) ; 1737-1821 ;  ; Cu ; VG/F ; 30 ; aziya11 ; 420 
 443 ; Лот монет России: 1 коп, денга (8шт) ; 1735-1754,18 век ;  ; Cu ; VG/F ; 20 ; zemlyk2014 ; 308 
 444 ; Лот монет России: 2,1 коп, денга (6шт) ; 1748-1912 ;  ; Cu ; G/VG ; 34 ; zemlyk2014 ; 271 
 445 ; Лот монет России: 2,1 коп, денга (7шт) ; 1736-1847 ;  ; Cu ; VG ; 13 ; first ; 694 
 446 ; Лот монет России и СССР: 3,2,1 коп (8шт) ; 18 век, 1798-1924 ;  ; Cu ; G/VG ; 20 ; ga2012 ; 457 
 447 ; Лот монет России: 1 коп, денга (6шт) ; 1758-1799 ;  ; Cu ; G/VG ; 26 ; and1972 ; 453 
 448 ; Лот монет России: 1 коп, денга (8шт) ; 1736-1801 ;  ; Cu ; VG/F- ; 10 ; zemlyk2014 ; 222 
 449 ; Лот монет России: 5,3,2 копейки (4 шт.) ; 1797-1913 ;  ; Cu ; VG ; 29 ; Andrei2007 ; 470 
 450 ; Лот монет России и Финляндии: 1 копейка, денга, 1 пенни (7 шт.) ; 1734-1903 ;  ; Cu ; G/VG ; 43 ; Andrei2007 ; 239 
 451 ; Лот монет России: 3,1 копейка (2 шт.) ; 1842-1843 ;  ; Cu ; VG ; 48 ; 312 ; 449 
 452 ; Лот монет России: 1/2 копейки (2 шт.) ; 1897 ;  ; Cu ; F/VF ; 48 ; first ; 209 
 453 ; Денга "Л" между лапами барса ; 1424-1510 ; Псков ; Ag ; VF ; 78 ; vit2503 ; 4872 
 354 ; Денга ; 1790 ; КМ ; Cu ; F ; 25 ; ask ; 594 
 355 ; Денга ; 1792 ; КМ ; Cu ; F ; 36 ; double ; 516 
 356 ; Денга ; 1796 ; ЕМ ; Cu ; F ; 31 ; NUMIZMAT50 ; 160 
 357 ; Денга ; 1796 ; ЕМ ; Cu ; VF- ; 24 ; Нефёдка ; 575 
 358 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; XF ; 92 ; makci ; 1930 
 359 ; 1/2 копейки ; 1841 ; СМ ; Cu ; VF+ ; 31 ; Alex22D ; 1013 
 360 ; 1/2 копейки ; 1842 ;  ; Cu ; VG ; 17 ; Eymund ; 67 
 361 ; Денежка ; 1857 ; ЕМ ; Cu ; F- ; 21 ; Valera72 ; 237 
 362 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 35 ; hoza ; 327 
 363 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 36 ; hoza ; 333 
 364 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 27 ; 2020 ; 355 
 365 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 13 ; kalita ; 126 
 366 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 39 ; alien34 ; 634 
 367 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF- ; 49 ; PamVan ; 453 
