 4804 ; Бона иностранная. Сербская Краина ; 1993 ;  ;  ;  ; 63 ; liderssen ; 206 
 748 ; Антониниан. Рим, Филипп Араб. М-4,1гр ; 244-249 гг. ;  ; Ag ; VF ; 34 ; саров ; 1767 
 749 ; Антониниан. Рим, Гордиан III. М-3,9гр ; 238-244 гг. ;  ; Ag ; VF ; 31 ; arsenich-s ; 1813 
 750 ; Антониниан. Рим, Гордиан III. М-3,1гр ; 238-244 гг. ;  ; Ag ; VF ; 31 ; Dave ; 1839 
 751 ; Гемидрахма. Греция. Troas. Birytis. М-1,3гр ; 4в. до р.х. ;  ; Cu ; F+ ; 25 ; Dahan ; 406 
 752 ; Гемидрахма. Греция. Troas. Birytis. М-1,2гр ; 4в. до р.х. ;  ; Cu ; F+ ; 37 ; Dahan ; 395 
 753 ; Аполлонис. Греция, Лидия. М-3,4гр ; 2 в. до р.х. ;  ; Cu ; F+ ; 32 ; Dahan ; 654 
 754 ; Халк. Македония. Александр III Великий. М-3,7г ; 336-323 гг до нэ ;  ; Cu ; F+ ; 24 ; ask ; 521 
 755 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; F ; 51 ; sonegr ; 333 
 756 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; VG ; 10 ; барсик ; 67 
 757 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; F- ; 54 ; Добрыня ; 262 
 758 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; F ; 22 ; Sterh ; 212 
 759 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; VG ; 36 ; волга ; 238 
 760 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; F ; 20 ; Sterh ; 206 
 761 ; Обол. Кушано-Сасаниды ; 4-5 века ;  ; Cu ; VG ; 25 ; Sterh ; 138 
 762 ; Фоллис. Византия. Анастасий. М-17,49г ; 491-518 ;  ; Cu ; F ; 27 ; cunde42 ; 505 
 763 ; Фоллис. Византия. Анастасий. М-14,55г ; 491-518 ;  ; Cu ; F ; 24 ; LosLos ; 320 
 764 ; Фоллис. Византия. Анастасий. М-14,61г ; 491-518 ;  ; Cu ; F ; 14 ; Человек2 ; 226 
 765 ; Фоллис. Византия. Анастасий. М-17,09г ; 491-518 ;  ; Cu ; F+ ; 18 ; dimasmirnov ; 306 
 766 ; Фоллис. Византия. Анастасий. М-4,73г ; 491-518 ;  ; Cu ; F ; 14 ; lestes ; 181 
 767 ; Фоллис. Византия. Константин IV. М-4,71г ; 668-695 ;  ; Cu ; F ; 20 ; Al0851 ; 121 
 768 ; Фоллис. Византия. Константин IV. М-4г ; 668-695 ;  ; Cu ; F-VF ; 13 ; Человек2 ; 531 
 769 ; Фоллис. Византия. Алексей I. М-5,62г ; 1081-1118 ;  ; Cu ; VG ; 26 ; Человек2 ; 1612 
 770 ; Тетартерон. Византия. Иоанн II. М-2,21г ; 1118-1143 ;  ; Cu ; F ; 25 ; lestes ; 408 
 771 ; Фолис. Византия, Михаил IV. М-5,7гр. D-30мм ; 1034-1041 гг. ;  ; Cu ; F+ ; 42 ; himak ; 805 
 772 ; Фолис. Византия, Михаил IV. М-3,4гр. D-25мм ; 1078-1081 гг. ;  ; Cu ; F ; 48 ; himak ; 788 
 773 ; Тетартерон. Византия. Алексей I. М-2,14г ; 1081-1118 ;  ; Cu ; F ; 30 ; himak ; 322 
 774 ; Трахея. Византия. Мануил Фессалоникийский ; 1230-1237 ;  ; Cu ; F ; 11 ; cunde42 ; 465 
 775 ; Трахея. Византия. Федор II ; 1254-1258 ;  ; Cu ; F+ ; 15 ; Варяг_2010 ; 725 
 776 ; Трахея. Византия. Андроник II ; 1320-1325 ;  ; Cu ; VG ; 8 ; lestes ; 357 
 777 ; Монета. Провинциальная чеканка, Гета. М-2,3гр ; 209-211 ;  ; Cu ; F-VF ; 58 ; andre1978 ; 490 
 778 ; Монета-дельфин (1/25 обола). Ольвия. М-2,945г ; 5-4 века до нэ ;  ; Br ; F+ ; 27 ; vvshulga6 ; 131 
 779 ; Монета-дельфин (1/25 обола). Ольвия. М-1,72г ; 5-4 века до нэ ;  ; Br ; F+ ; 35 ; zecchin ; 174 
 780 ; Монета-дельфин (1/25 обола). Ольвия. М-1,62г ; 5-4 века до нэ ;  ; Br ; F+ ; 17 ; aziya11 ; 93 
 781 ; Монета-дельфин (1/25 обола). Ольвия. М-1,57г ; 5-4 века до нэ ;  ; Br ; F ; 27 ; aziya11 ; 105 
 782 ; Монета-стрелка. Скифы. М-1,54г ; 4-1 века до нэ ;  ; Br ; F ; 14 ; zecchin ; 113 
 783 ; Монета-стрелка. Скифы. М-1,72г ; 4-1 века до нэ ;  ; Br ; F ; 31 ; droopy ; 219 
 784 ; Монета-стрелка. Скифы. М-1,75г ; 4-1 века до нэ ;  ; Br ; F+ ; 39 ; asus ; 142 
 785 ; Талер. Аугсбург. М-29,03г ; 1643 ;  ; Ag ; XF- ; 42 ; 8888 ; 12750 
 786 ; Талер. Саксония. М-28,35г. Ремонт гурта 12 часов ; 1626 ;  ; Ag ; VF- ; 52 ; 8888 ; 6645 
 685 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 40 ; serg67 ; 185 
 686 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 13 ; чук ; 57 
 687 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 30 ; dases ; 163 
 688 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 53 ; чук ; 153 
 689 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 25 ; zoom30 ; 73 
 690 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 29 ; serg67 ; 264 
 691 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 29 ; чук ; 81 
 692 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 37 ; liderssen ; 599 
 693 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 60 ; ваньша ; 125 
 694 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 18 ; Xoзяин ; 128 
 695 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 20 ; Xoзяин ; 150 
 696 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 58 ; spbra ; 132 
 697 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF- ; 38 ; novoselc ; 816 
 698 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; Майкл ; 119 
 699 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 23 ; чук ; 33 
 700 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 35 ; чук ; 43 
 701 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; arsenich-s ; 61 
 702 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 37 ; Майкл ; 119 
 703 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; arsenich-s ; 61 
 704 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 33 ; чук ; 34 
 705 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 33 ; чук ; 34 
 706 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 28 ; imi ; 40 
 707 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; чук ; 33 
 708 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; чук ; 33 
 709 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; чук ; 33 
 710 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; чук ; 35 
 711 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; arsenich-s ; 61 
 712 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 27 ; Майкл ; 61 
 713 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 44 ; чук ; 45 
 714 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 25 ; ova ; 173 
 715 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F ; 28 ; imi ; 40 
 716 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F ; 25 ; чук ; 35 
 717 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 17 ; чук ; 88 
 718 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 21 ; чук ; 561 
 719 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 19 ; чук ; 123 
 720 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 21 ; чук ; 80 
 721 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 23 ; serg67 ; 306 
 722 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 65 ; serg67 ; 291 
 723 ; Лот допетровских монет Бориса Годунова: 1 копейка (21шт) ;  ;  ; Ag ; F/F-VF ; 57 ; zoom30 ; 2039 
 724 ; Лот допетровских монет Федора Ивановича: 1 копейка (12шт) ;  ;  ; Ag ; F/F-VF ; 28 ; AVP86 ; 605 
 727 ; Тетрадрахма. Афины. М-17,04г ; 5 век до нэ ;  ; Ag ; VF- ; 32 ; niger ; 5781 
 728 ; Драхма. Александр III Великий. Македония. М-4,48г ; 336-323 гг до нэ ;  ; Ag ; F+ ; 48 ; саров ; 1823 
 729 ; Драхма. Бактрия, Менандр I. М-1,6гр ; 155-130 гг. до р.х. ;  ; Ag ; VF- ; 41 ; arsenich-s ; 1020 
 730 ; Гемидрахма. Греция. Thessalien. Pharkadon. М-2,6гр ; 5 в до р.х. ;  ; Ag ; F-VF ; 37 ; niger ; 2458 
 731 ; Гемидрахма. Херсонес Фракийский. М-2,4гр ; 400-350 гг до н.э. ;  ; Ag ; F-VF ; 29 ; саров ; 1785 
 732 ; Гемидрахма. Херсонес Фракийский. М-2,4гр ; 400-350 гг до н.э. ;  ; Ag ; F+ ; 11 ; саров ; 1205 
 733 ; Гемидрахма. Херсонес Фракийский. М-2,22г ; 400-350 гг до нэ ;  ; Ag ; VF- ; 56 ; Mikola_1 ; 2237 
 734 ; Гемидрахма. Македония. Филипп II. М-2,35г ; 400-350 гг до нэ ;  ; Ag ; VF ; 29 ; саров ; 2941 
 735 ; Драхма. Гунны. 2 династия Тюрк-Шахи. М-3,21г ; 850-970гг ;  ; Ag ; VF ; 47 ; саров ; 1389 
 736 ; Денарий. Римская империя. Траян. М-3,0гр ; 98-117 гг. ;  ; Ag ; VF- ; 52 ; Mikola_1 ; 2267 
 635 ; Копейка. Борис Федорович ; 1598-1605 ;  ; Ag ; F-VF ; 20 ; arsenich-s ; 102 
 636 ; Копейка. Борис Федорович. Новгородский ден двор ; 1599-1605 ;  ; Ag ; F-VF ; 22 ; ova ; 113 
 637 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 37 ; чук ; 123 
 638 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 21 ; arsenich-s ; 82 
 639 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; arsenich-s ; 59 
 640 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; чук ; 119 
 641 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 28 ; Майкл ; 129 
 642 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; raise ; 47 
 643 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; arsenich-s ; 99 
 644 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; чук ; 123 
 645 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 21 ; чук ; 129 
 646 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 31 ; чук ; 123 
 647 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; arsenich-s ; 102 
 648 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; arsenich-s ; 71 
 649 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; arsenich-s ; 79 
 650 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; чук ; 123 
 651 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; чук ; 102 
 652 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; чук ; 47 
 653 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 19 ; zecchin ; 153 
 654 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 34 ; dases ; 123 
 655 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 36 ; AVP86 ; 126 
 656 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 47 ; arsenich-s ; 48 
 657 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; чук ; 35 
 658 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 31 ; чук ; 61 
 659 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 31 ; ЛАВ-13 ; 181 
 660 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 21 ; serg67 ; 173 
 661 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 21 ; чук ; 139 
 662 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 15 ; arsenich-s ; 101 
 663 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 7 ; чук ; 113 
 664 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; чук ; 47 
 665 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 27 ; чук ; 71 
 666 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 9 ; чук ; 129 
 667 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 31 ; arsenich-s ; 63 
 668 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 23 ; arsenich-s ; 100 
 669 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 15 ; serg67 ; 234 
 670 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 11 ; serg67 ; 204 
 671 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 29 ; arsenich-s ; 102 
 672 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 28 ; LAB-A ; 65 
 673 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 13 ; arsenich-s ; 102 
 674 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 29 ; spbra ; 123 
 675 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 35 ; arsenich-s ; 102 
 676 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 39 ; arsenich-s ; 102 
 677 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF/VF ; 19 ; arsenich-s ; 79 
 678 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 41 ; spbra ; 123 
 679 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 29 ; Майкл ; 183 
 680 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 26 ; zecchin ; 183 
 681 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 40 ; ova ; 94 
 682 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 27 ; чук ; 123 
 683 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 63 ; Юфан ; 230 
 684 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 17 ; чук ; 63 
 557 ; Лот монет России: 1 коп, денга (5шт) ; 1737-1801 ;  ; Cu ; F-VF/F ; 15 ; Юбер ; 223 
 558 ; Лот монет России: 1 коп, денга (5шт) ; 1744-1795 ;  ; Cu ; F+/F- ; 6 ; arsenich-s ; 174 
 559 ; Лот монет России: 1 коп (5шт) ; 1797-1842 ;  ; Cu ; F+/F- ; 18 ; Dimitriy ; 236 
 560 ; Лот монет России: 1 копейка, 1/2 копейки (8шт) ; 1811-1842 ;  ; Cu ; F-VF/VG ; 58 ; dnk8 ; 391 
 561 ; Лот монет России: 1 коп (6шт) ; 1855-1902 ;  ; Cu ; F+/VG ; 14 ; arsenich-s ; 447 
 562 ; Лот монет России: денга (7шт) ; 1731-1754 ;  ; Cu ; F-/VG ; 30 ; кs ; 2247 
 563 ; Лот монет России: денга и полушка (10шт) ; 1736-1910 ;  ; Cu ; F+/VG ; 25 ; skupoy ; 459 
 564 ; Лот монет России: денга и полушка (7шт) ; 1759-1811 ;  ; Cu ; F/G ; 44 ; gandy ; 1632 
 565 ; Лот монет России: денга, полушка (2шт) ; 1769,1770 ;  ; Cu ; VG ; 17 ; wertu ; 510 
 566 ; Лот монет России: 1/2 к, деньга, денежка, 1/4 к (8шт) ; 1797-1899 ;  ; Cu ; F-VF/VG ; 41 ; paulus568 ; 414 
 567 ; Лот монет России: 1/2,1/4 коп (6шт) ; 1840-1900 ;  ; Cu ; F+/G ; 29 ; geracon2009 ; 238 
 568 ; Лот монет России: полушка (10шт) ; 1720-1737, 18 век ;  ; Cu ; F/G ; 23 ; gandy ; 714 
 569 ; Лот монет России: 23шт ; 18 век ;  ; Cu ; G-VG ; 35 ; gandy ; 423 
 570 ; Лот монет России: 30шт ; 18 век ;  ; Cu ; G-VG ; 50 ; WOLK ; 543 
 571 ; Лот монет России: 31шт ; 18 век ;  ; Cu ; G ; 37 ; gandy ; 567 
 572 ; Лот монет России: 35шт ; 18 век ;  ; Cu ; G-VG ; 65 ; gandy ; 918 
 573 ; Лот монет России: 32шт ; 18,19 века ;  ; Cu ; G-VG ; 68 ; gandy ; 1530 
 574 ; Лот монет России: 24шт ; 19 век ;  ; Cu ; G ; 70 ; Falcon2005 ; 1106 
 575 ; Лот монет России: 27шт ; 19 век ;  ; Cu ; G ; 31 ; gandy ; 816 
 576 ; Лот монет России: 56шт ; 18,19,20 века ;  ; Cu ; G-VG ; 63 ; Falcon2005 ; 1548 
 577 ; Лот монет России: денга, полушка, 1 пенни (8шт) ; 18,19 век ;  ; Cu ; F-/G ; 19 ; wertu ; 233 
 578 ; Лот монет России: 5 пенни (51шт) ; 1915,1916,1917 ;  ; Cu ; VF+/F ; 51 ; себер ; 1812 
 607 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; VF- ; 17 ; чук ; 2123 
 608 ; Денга "Дозор" ; 1462-1505 ;  ; Ag ; F-VF ; 30 ; spbra ; 733 
 609 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 18 ; чук ; 420 
 610 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 20 ; Майкл ; 612 
 611 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 32 ; чук ; 461 
 612 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 17 ; Майкл ; 713 
 613 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 30 ; чук ; 417 
 614 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 24 ; чук ; 740 
 615 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 28 ; fart ; 612 
 616 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 29 ; чук ; 744 
 617 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 26 ; чук ; 612 
 618 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 20 ; чук ; 363 
 619 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 20 ; чук ; 765 
 620 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 51 ; малиновка76 ; 1275 
 621 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 63 ; liderssen ; 612 
 622 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 41 ; малиновка76 ; 797 
 623 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 12 ; чук ; 306 
 624 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 19 ; liderssen ; 1062 
 625 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 11 ; grisha2401 ; 114 
 626 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 5 ; spbra ; 510 
 627 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 13 ; liderssen ; 628 
 628 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 16 ; liderssen ; 638 
 629 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 7 ; imi ; 102 
 630 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 41 ; novoselc ; 716 
 631 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 26 ; spbra ; 123 
 632 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 23 ; AVP86 ; 141 
 633 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; arsenich-s ; 82 
 634 ; Копейка. Федор Иванович ; 1584-1598 ;  ; Ag ; F-VF ; 34 ; ova ; 126 
 507 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; F-VF ; 103 ; мак-сим ; 788 
 508 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 36 ; temir ; 873 
 509 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; VF+ ; 27 ; novoselc ; 918 
 510 ; 2 копейки "оккупация" ; 1916А ;  ; Fe ; VF-XF ; 24 ; maksimus71 ; 816 
 511 ; 2 пара-3 копейки ; 1772 ; Валахия ; Cu ; VF- ; 74 ; zzzzz ; 2192 
 512 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 26 ; VELS ; 153 
 513 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 34 ; dmitry990 ; 105 
 514 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 23 ; sedoy66 ; 108 
 515 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF ; 31 ; УФА ; 115 
 516 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 26 ; wertu ; 67 
 517 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 27 ; sedoy66 ; 77 
 518 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 20 ; sedoy66 ; 90 
 519 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 14 ; жулик ; 57 
 520 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF ; 13 ; Ратамахатта ; 42 
 521 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 32 ; kotovska ; 67 
 522 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 53 ; жулик ; 128 
 523 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 30 ; zecchin ; 65 
 524 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 14 ; wertu ; 43 
 525 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 28 ; Михаил_нов ; 70 
 526 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 27 ; Михаил_нов ; 70 
 527 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; VF+ ; 33 ; sedoy66 ; 179 
 528 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 37 ; Михаил_нов ; 165 
 529 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF- ; 10 ; Михаил_нов ; 72 
 530 ; 1 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 14 ; raise ; 42 
 531 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 15 ; Михаил_нов ; 72 
 532 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 42 ; gusar ; 129 
 533 ; Лот монет России: 5 коп (3шт) ; 1758-1781 ;  ; Cu ; F+/F ; 95 ; Galina66 ; 423 
 534 ; Лот монет России: 5 коп (3шт) ; 1766-1835 ;  ; Cu ; F ; 32 ; dases ; 507 
 535 ; Лот монет России: 5 коп (4шт) ; 1869-1876 ;  ; Cu ; F/G ; 6 ; Hedeby ; 57 
 536 ; Лот монет России: 5,2 коп (8шт) ; 1760-1880 ;  ; Cu ; F+/VG ; 18 ; arsenich-s ; 596 
 537 ; Лот монет России: 5,3, 1 коп, денга (5шт) ; 1737-1865 ;  ; Cu ; VG ; 12 ; WOLK ; 77 
 538 ; Лот монет России: 5,3,2 коп, денга (5шт) ; 1734-1913 ;  ; Cu ; F-/VG ; 20 ; sonegr ; 179 
 539 ; Лот монет России: 5,2,1 коп (4шт) ; 1757-1789 ;  ; Cu ; F+/VG ; 72 ; Василевс ; 359 
 540 ; Лот монет России: 5,2 коп, 1 деньга (5шт) ; 1797-1875 ;  ; Cu ; VG-F ; 50 ; Юбер ; 238 
