 5839 ; Бона иностранная Сомали ;  ;  ;  ; AU ; 12 ; gdrg2 ; 58 
 1330 ; Знак ВВМКУ им Фрунзе ;  ;  ; Ж/м,эмаль ; XF ; 119 ; verunk1 ; 2550 
 1331 ; Знак ЛВИМУ ;  ;  ; Ж/м,эмаль ; VF-XF ; 72 ; valet6 ; 2244 
 1332 ; Знак ЛВИМУ ;  ;  ; Ж/м,эмаль ; XF ; 74 ; PIVon ; 2920 
 1333 ; Знак ЛМУРП ;  ;  ; Ж/м,эмаль ; XF ; 43 ; verunk1 ; 3555 
 1334 ; Знак ЛМУ ;  ;  ;  ; VF+ ; 53 ; Евгений360 ; 510 
 1335 ; Знак ТИ им ЛЕНСОВЕТА ;  ;  ; Ж/м,эмаль ; XF ; 55 ; alexander9595 ; 2142 
 1336 ; Знак ЛКИ ;  ;  ; Ж/м,эмаль ; VF-XF ; 56 ; verunk1 ; 2310 
 1337 ; Знак ЛКИ ;  ;  ; Ж/м,эмаль ; XF- ; 17 ; valet6 ; 5070 
 1338 ; Знак ЛМУ ВМФ ;  ;  ;  ; VF+ ; 66 ; RAPAN ; 885 
 1339 ; Знак ЛВМТ ;  ;  ; Al ; VF ; 41 ; RAPAN ; 1053 
 1340 ; Знак ГТО ;  ;  ; Б/м,эмаль ; XF ; 37 ; alexander9595 ; 3987 
 1341 ; Знак Вентспилская мореходная школа Латвия ;  ;  ; Ж/м,эмаль ; VF ; 46 ; RAPAN ; 3570 
 1342 ; Знак Спортклуб ЛИИЖТ ;  ;  ; Ж/м,эмаль ; VF ; 17 ; ЛБС ; 183 
 1343 ; Знак Первенство области 3 место Ках СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 22 ; solder13 ; 325 
 1344 ; Знак Второй разряд ;  ;  ; Ж/м,эмаль ; F+ ; 18 ; oleghh7 ; 171 
 1345 ; Знак Лиепая Латвия Отличник охраны ;  ;  ; Ж/м ; XF- ; 27 ; Папа с рацией ; 104 
 1346 ; Знак Строительное училище Латвии ;  ;  ; Б/м,эмаль ; XF- ; 44 ; Евгений360 ; 159 
 1347 ; Знак Инструктор ДОСААФ ;  ;  ; Ж/м,эмаль ; XF ; 13 ; murman ; 77 
 1348 ; Знак Восток -2 ;  ;  ; Ж/м,эмаль ; XF ; 14 ; vowa ; 104 
 1349 ; Знак Юный турист СССР ;  ;  ; Ж/м,эмаль ; XF ; 11 ; lavist ; 114 
 1350 ; Знак Государственный университет ;  ;  ; Ag,эмаль ; VF-XF ; 23 ; ремпутьмаш ; 1020 
 1351 ; Знак. Спартакиада народов СССР ; 1956ММД ;  ; б/м ; VF ; 10 ; vowa ; 162 
 1352 ; Знак. Польша ; 1983 ;  ; б/м ; VF ; 8 ; архыз ; 104 
 1353 ; Знак. ГИДУВ им.Кирова. 100 лет ; 1985 ;  ; ж/м ; XF ; 42 ; Папа с рацией ; 153 
 1354 ; Спортивный знак. 3 место ; 1959 ;  ; ж/м ; VF+ ; 39 ; Папа с рацией ; 889 
 1355 ; Знак. Парашютист отличник ;  ;  ; ж/м ; F+ ; 35 ; shaxter2015 ; 104 
 1356 ; Знак. Юный техник СССР ; ММД ;  ; Жм ; XF- ; 9 ; murman ; 80 
 1357 ; Знак. ВВМУРЭ им. Попова. 50 лет ; 1983ЛМД ;  ; ж/м ; XF+ ; 18 ; СТС1 ; 555 
 1358 ; Знак. Третий разряд. Бег    Знак. Третий разряд. Бег  Спортивный знак. 3 разряд ;  ;  ; ж/м ; VF- ; 30 ; murman ; 159 
 1359 ; Знак. Всесоюзная перепись населения СССР ; 1959 ;  ; ж/м ; XF ; 10 ; Турбина ; 167 
 1360 ; Знак. Третий разряд. Волейбол ;  ;  ; ж/м ; VF-XF ; 40 ; Папа с рацией ; 987 
 1361 ; Знак. Готов к труду и обороне. 1 степень ;  ;  ; ж/м ; XF ; 23 ; shaxter2015 ; 150 
 1362 ; Знак. Всегда готов! 2 степень ;  ;  ; ж/м ; XF+ ; 6 ; trio ; 162 
 1363 ; Знак. Аврора ; ЛМД ;  ; ж/м ; XF- ; 22 ; murman ; 104 
 1364 ; Знак. Отличник ГТО. 2 степ ; ММД ;  ; ж/м ; VF ; 11 ; murman ; 47 
 1365 ; Знак классности солдата Советской Армии I степени ;  ;  ; Жм ; VF ; 11 ; trio ; 91 
 1366 ; Знак. СССР ;  ;  ; ж/м ; VF-XF ; 12 ; ZOLTAN333 ; 133 
 1367 ; Знак.     Знак спортивный ; 1962 ;  ; ж/м ; VF ; 11 ; ЛБС ; 60 
 1368 ; Знак спортивный. 2 место ;  ;  ; ж/м ; VF+ ; 27 ; Папа с рацией ; 433 
 1369 ; Знак. Фестиваль ; 1957 ;  ; ж/м ; XF ; 21 ; ЛБС ; 102 
 1370 ; Знак Контрольно-спасательная служба ;  ;  ; Ж/м,эмаль ; XF- ; 7 ; SLAVA27122003 ; 101 
 1271 ; Знак Судоимпорт ;  ;  ; Б/м,эмаль ; XF- ; 27 ; СТС1 ; 126 
 1272 ; Знак БСФС ;  ;  ; Ж/м,эмаль ; XF ; 13 ; murman ; 66 
 1273 ; Знак Неделя лыжни РСФСР ; 1960 ;  ; Ж/м,эмаль ; XF ; 41 ; goscha ; 134 
 1274 ; Знак Пресса ; ММД ;  ; Ж/м,эмаль ; XF ; 40 ; RAPAN ; 210 
 1275 ; Знак Шото Руставели ;  ;  ; Ж/м,эмаль ; XF ; 22 ; рост ; 159 
 1276 ; Знак Спартакиада ТСПС. 3 место ; 1961 ;  ; Ж/м,эмаль ; XF ; 78 ; wsd ; 395 
 1277 ; Знак МИЗ ;  ;  ; Ж/м,эмаль ; XF ; 24 ; mirumir ; 101 
 1278 ; Знак Спартакиада Узбекистан ;  ;  ; Ж/м,эмаль ; XF ; 16 ; goscha ; 153 
 1279 ; Знак 300 лет Россия-Бурятия ;  ;  ; Ж/м,эмаль ; XF ; 24 ; murman ; 101 
 1280 ; Знак Урожай. Совет АССР. 2 место ;  ;  ; Ж/м,эмаль ; XF ; 30 ; goscha ; 357 
 1281 ; Знак XX ;  ;  ; Ж/м,эмаль ; XF ; 68 ; murman ; 186 
 1282 ; Знак 60 лет УзССР ; ЛМД ;  ; Ж/м ; XF ; 1 ; wsd ; 22 
 1283 ; Знак Комитет по рыболовству России ;  ;  ; Ж/м ; XF ; 19 ; Папа с рацией ; 133 
 1284 ; Знак Правда кросс ; 1965ММД ;  ; Ж/м,эмаль ; XF ; 23 ; oleghh7 ; 133 
 1285 ; Знак 50 лет Великого Октября ;  ;  ; Ж/м,эмаль ; XF ; 34 ; lalula ; 122 
 1286 ; Знак Крейсер Киев ;  ;  ; Al ; XF+ ; 34 ; oleghh7 ; 197 
 1287 ; Знак Морской ;  ;  ; Al ; XF ; 34 ; valet6 ; 560 
 1288 ; Знак Морской ;  ;  ; Al ; XF ; 43 ; RAPAN ; 526 
 1289 ; Знак Задорный ;  ;  ; Al ; AU ; 40 ; Папа с рацией ; 257 
 1290 ; Знак Отличник погранвойск ;  ;  ; Al ; XF+ ; 31 ; Папа с рацией ; 356 
 1291 ; Знак Отличник энергетики и электрофикации ;  ;  ; Al ; XF+ ; 12 ; никсер ; 213 
 1292 ; Знак Отличник службы ФСМС ;  ;  ; Ж/м,эмаль ; XF+ ; 66 ; Майкл ; 6120 
 1293 ; Знак Первый всесоюзный слет стахановцев энергетиков ;  ;  ; Ж/м,эмаль ; XF ; 6 ; никсер ; 102 
 1294 ; Знак Миннефтегазстрой. Почетный работник ;  ;  ; Ж/м ; XF+ ; 32 ; елец ; 840 
 1295 ; Знак За дальний поход ;  ;  ; Ж/м,эмаль ; XF ; 17 ; valet6 ; 591 
 1296 ; Знак Юный турист СССР ;  ;  ; Ж/м,эмаль ; XF ; 21 ; open ; 159 
 1297 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; XF ; 6 ; starconst ; 153 
 1298 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; VF+ ; 7 ; xman ; 150 
 1299 ; Знак ВСХВ ;  ;  ; Ж/м,эмаль ; XF ; 11 ; kalinich ; 114 
 1300 ; Знак ДССО Обл совет 2 место ;  ;  ; Ж/м,эмаль ; VF ; 5 ; voron1 ; 45 
 1301 ; Знак Фестиваль За мир и дружбу ;  ;  ; Ж/м,эмаль ; VF-XF ; 43 ; 1-0 ; 1091 
 1302 ; Знак Куйбышев гидрострой ;  ;  ; Ж/м,эмаль ; XF ; 40 ; RAPAN ; 345 
 1303 ; Знак 50 лет КПСС ; ММД ;  ; Ag,поз,эмаль ; XF ; 27 ; Турбина ; 752 
 1304 ; Знак ВМФ России БДК Котлас Проект 775 ;  ;  ; Ж/м ; XF ; 3 ; valet6 ; 363 
 1305 ; Знак ВМФ СССР. Эсминец Отличный ;  ;  ; Ж/м ; AU ; 50 ; oleghh7 ; 303 
 1306 ; Знак ВМФ СССР. Атомный крейсер  "Киров" ;  ;  ; Ж/м ; XF ; 42 ; scorpio ; 213 
 1307 ; Знак ВМФ России ;  ;  ; Ж/м ; XF ; 14 ; murman ; 94 
 1308 ; Знак ВМФ СССР. За дальний поход Корабль ;  ;  ; Ж/м ; VF+ ; 20 ; Турбина ; 801 
 1309 ; Знак ВМФ СССР. За дальний поход Подлодка ;  ;  ; Ж/м ; XF ; 21 ; Rober ; 162 
 1310 ; Знак ВМФ СССР. За дальний поход Корабль ;  ;  ; Ж/м ; XF+ ; 38 ; valet6 ; 258 
 1311 ; Знак Отличник народного просвещения ;  ;  ; Ж/м,эмаль ; XF+ ; 17 ; murman ; 117 
 1312 ; Знак ВМФ СССР. Пятый выпуск КВВМПУ ;  ;  ; Al ; XF- ; 34 ; RAPAN ; 400 
 1313 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 17 ; msgmit ; 357 
 1314 ; Знак ВДНХ ;  ;  ; Ж/м,эмаль ; VF ; 30 ; 222211 ; 155 
 1315 ; Знак ИЛ 62 ;  ;  ; Ж/м,эмаль ; XF- ; 25 ; TaraskaPeter ; 291 
 1316 ; Знак Шахматы ;  ;  ; Ж/м,эмаль ; XF- ; 9 ; SLAVA27122003 ; 114 
 1317 ; Знак Мосодежда ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; ZOLTAN333 ; 712 
 1318 ; Знак Московское общество охотников ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; avs ; 1134 
 1319 ; Знак Мясокомбинат ;  ;  ; Ж/м,эмаль ; VF+ ; 46 ; doc2 ; 502 
 1320 ; Знак Почетный работник Минтруда России ;  ;  ; Ж/м ; XF+ ; 21 ; елец ; 543 
 1221 ; Знак Спартакиада народов РСФСР ;  ;  ; Ж/м,эмаль ; VF- ; 17 ; arsenich-s ; 340 
 1222 ; Знак Мастер спорта ;  ;  ; Б/м ; VF ; 25 ; Инструктор ; 347 
 1223 ; Знак Почетной грамоте Верховного совета Лат ССР ;  ;  ; Б/м,эмаль ; XF ; 28 ; Инструктор ; 315 
 1224 ; Знак Земля Венера ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Vova1950 ; 245 
 1225 ; Знак СПб мон двор ;  ;  ; Ж/м ; VF ; 10 ; Инструктор ; 114 
 1226 ; Знак Призер первенства коллективов физкультуры Северного Кавказа ;  ;  ; Б/м ; XF+ ; 19 ; Инструктор ; 699 
 1227 ; Знак НГ Кузнецов ;  ;  ; Б/м ; XF ; 16 ; Инструктор ; 117 
 1228 ; Знак Первенство ВС России ;  ;  ; Ж/м ; XF ; 23 ; Инструктор ; 150 
 1229 ; Знак Кубань ;  ;  ; Ж/м ; XF+ ; 11 ; nvn1958 ; 505 
 1230 ; Знак Перепись населения ;  ;  ; Al ; AU ; 40 ; Фольклорист ; 336 
 1231 ; Знак Парашютист отличник ;  ;  ; Ж/м,эмаль ; VF- ; 34 ; alexander9595 ; 604 
 1232 ; Знак Первенство Москвы Юношеские соревнования 2 место плавание ;  ;  ; Ж/м,эмаль ; XF ; 41 ; Папа с рацией ; 907 
 1233 ; Знак Комитет советских женщин ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; ЛБС ; 227 
 1234 ; Знак ВДНХ ;  ;  ; Al ; XF ; 30 ; ОВМ ; 77 
 1235 ; Знак День рыбака ;  ;  ; Ж/м,эмаль ; VF+ ; 24 ; vowa ; 340 
 1236 ; Знак Отличнику здравоохранения ;  ;  ; Ж/м,эмаль ; XF ; 47 ; vowa ; 2042 
 1237 ; Знак ГТО Монголия ;  ;  ; Ж/м ; VF+ ; 15 ; Инструктор ; 136 
 1238 ; Знак Мастер спорта ;  ;  ; Б/м,эмаль ; VF ; 35 ; oleghh7 ; 3008 
 1239 ; Знак Фестиваль молодежи Варшава ;  ;  ; Ж/м ; XF ; 15 ; ZOLTAN333 ; 204 
 1240 ; Знак ДСО Красное знамя ;  ;  ; Ж/м,эмаль ; VF ; 22 ; Инструктор ; 431 
 1241 ; Знак 70 лет Зенит ;  ;  ; Ж/м ; XF ; 30 ; архыз ; 306 
 1242 ; Знак Военный ВУЗ ;  ;  ; Б/м,эмаль ; XF ; 55 ; Евгений360 ; 793 
 1243 ; Знак Чемпион области ;  ;  ; Ж/м,эмаль ; XF ; 30 ; ЛБС ; 213 
 1244 ; Знак Трудовой резерв ;  ;  ; Ж/м,эмаль ; XF ; 15 ; ремпутьмаш ; 90 
 1245 ; Знак Интурист Круиз ;  ;  ; Ж/м,эмаль ; XF ; 34 ; ЛБС ; 225 
 1246 ; Знак Москва ; 1959 ;  ; Ж/м,эмаль ; XF ; 13 ; arsenich-s ; 398 
 1247 ; Знак Турклуб Звезда ;  ;  ; Ж/м ; XF- ; 7 ; Инструктор ; 72 
 1248 ; Знак 60 лет строительству. Монголия ;  ;  ; Б/м,эмаль ; VF+ ; 4 ; Инструктор ; 63 
 1249 ; Знак Спартакиада народов РСФСР ; 1956 ;  ; Б/м,эмаль ; VF+ ; 21 ; oleghh7 ; 126 
 1250 ; Знак Выставка Советская Россиия ; 1960 ;  ; Ж/м,эмаль ; XF ; 11 ; fill_711 ; 101 
 1251 ; Знак. 40 лет крейсеру "Аврора" ; ЛМД ;  ; Б/м,эмаль ; XF ; 7 ; voron1 ; 101 
 1252 ; Знак 950 лет Ярославлю ;  ;  ; Ж/м,эмаль ; VF+ ; 13 ; Папа с рацией ; 135 
 1253 ; Знак Крейсер "Аврора" ; ЛМД ;  ; Ж/м,эмаль ; XF ; 24 ; open ; 171 
 1254 ; Знак 1923-1988 ;  ;  ; Ж/м,эмаль ; XF- ; 26 ; DATR ; 519 
 1255 ; Знак 50 лет Волготанкер ;  ;  ; Б/м,эмаль ; XF ; 27 ; RAPAN ; 134 
 1256 ; Знак 50 лет ;  ;  ; Ж/м,эмаль ; XF- ; 22 ; ЛБС ; 79 
 1257 ; Знак ДШС ;  ;  ; Б/м ; XF ; 38 ; wsd ; 113 
 1258 ; Знак Спартакиада области. 2 место ;  ;  ; Ж/м,эмаль ; XF ; 60 ; Папа с рацией ; 277 
 1259 ; Знак Спартакиада народов СССР ; 1956 ;  ; Ж/м,эмаль ; XF ; 16 ; arsenich-s ; 301 
 1260 ; Знак Спартакиада Казах. ССР ; 1959 ;  ; Ж/м,эмаль ; XF ; 45 ; oleghh7 ; 206 
 1261 ; Знак Москва ;  ;  ; Ж/м,эмаль ; XF ; 18 ; lalula ; 101 
 1262 ; Знак 325 лет Россия-Якутия ;  ;  ; Ж/м,эмаль ; XF ; 24 ; ZOLTAN333 ; 312 
 1263 ; Знак ДКБФ ;  ;  ; Ж/м,эмаль ; XF ; 25 ; murman ; 162 
 1264 ; Знак Машприборинторг 1959-1969 ;  ;  ; Ж/м,эмаль ; XF ; 40 ; ZOLTAN333 ; 356 
 1265 ; Знак IX Летняя спартакиада Мосгороно ; 1956 ;  ; Ж/м,эмаль ; XF ; 21 ; ЛБС ; 267 
 1266 ; Знак 150 лет курорт Трускавец ;  ;  ; Ж/м,эмаль ; XF ; 12 ; RAPAN ; 152 
 1267 ; Знак 400 лет Архангельскому морскому торговому порту ;  ;  ; Ж/м,эмаль ; XF ; 44 ; RAPAN ; 201 
 1268 ; Знак ДОСААФ СССР ; МД ;  ; Ж/м,эмаль ; XF ; 12 ; arsenich-s ; 111 
 1269 ; Знак Москва ;  ;  ; Ж/м,эмаль ; XF ; 14 ; murman ; 66 
 1270 ; Знак XXV спартакиада Трудовой резерв ;  ;  ; Ж/м,эмаль ; XF ; 1 ; wsd ; 22 
 1171 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; VF+ ; 39 ; sharing ; 2126 
 1172 ; Знак Трудовые резервы ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; Steppenwolf ; 806 
 1173 ; Знак ЦС СДСО 2 место ;  ;  ; Ж/м,эмаль ; XF ; 32 ; TMP62 ; 1599 
 1174 ; Знак ГТО 1 ст ; ММД ;  ; Ж/м,эмаль ; XF+ ; 18 ; open ; 159 
 1175 ; Знак 300 лет воссоединения Украины и России ;  ;  ; Ж/м,эмаль ; XF ; 21 ; елец ; 257 
 1176 ; Знак 300 лет воссоединения Украины и России ; ММД ;  ; Ж/м,эмаль ; XF ; 18 ; елец ; 439 
 1177 ; Знак 100 лет Хабаровск ; 1958 ;  ; Ж/м,эмаль ; XF ; 27 ; серж 78 ; 431 
 1178 ; Знак Всероссийское Театральное Общество 1877-1977 ;  ;  ; Ж/м,эмаль ; XF ; 18 ; елец ; 222 
 1179 ; Знак Чемпионат Европы по судомодельному спорту ; 1977 ;  ; Ж/м,эмаль ; XF ; 9 ; wsd ; 108 
 1180 ; Знак 250 лет Россия-Хакасия ; ЛМД ;  ; Ж/м,эмаль ; AU ; 40 ; аймир ; 270 
 1181 ; Знак Декада Бурятского искусства и литературы Москва ; 1959 ;  ; Ж/м,эмаль ; XF ; 29 ; RAPAN ; 289 
 1182 ; Знак 40 лет КАССР ;  ;  ; Ж/м,эмаль ; XF- ; 13 ; ZOLTAN333 ; 161 
 1183 ; Знак Конкурс лыжня зовет ;  ;  ; Ж/м,эмаль ; XF- ; 16 ; krugerrand ; 101 
 1184 ; Знак Спартакиада народов СССР ;  ;  ; Ж/м,эмаль ; XF- ; 13 ; Vova1950 ; 365 
 1185 ; Знак Всероссийская спартакиада ;  ;  ; Ж/м,эмаль ; XF ; 21 ; solder13 ; 322 
 1186 ; Знак Летняя спартакиада Карелии ; ЛМД ;  ; Ж/мЖ/м,эмаль ; XF ; 39 ; murman ; 101 
 1187 ; Знак Первый Всесоюзный слет Стахановцев-энергетиков 1935-1985 ;  ;  ; Ж/м,эмаль ; XF ; 29 ; wsd ; 46 
 1188 ; Знак 950 лет Ярославлю ;  ;  ; Ж/м,эмаль ; XF ; 14 ; Папа с рацией ; 149 
 1189 ; Знак 40 лет Образования Грузинской ССР ; ММД ;  ; Ж/м,эмаль ; XF ; 31 ; valet6 ; 132 
 1190 ; Знак VIII Спартакиада школьников ; 1963 ;  ; Б/м,эмаль ; XF ; 41 ; valet6 ; 207 
 1191 ; Знак Интурист Круиз ;  ;  ; Ж/м,эмаль ; XF ; 60 ; елец ; 191 
 1192 ; Знак Москва 66 ;  ;  ; Б/м,эмаль ; XF ; 5 ; lalula ; 34 
 1193 ; Знак VI Всесоюзная  Спартакиада учащихся ; 1959 ;  ; Ж/м,эмаль ; XF ; 21 ; wsd ; 273 
 1194 ; Знак Коллегия судей по легкой атлетике ; 1957ЛМД ;  ; Ж/м,эмаль ; XF ; 28 ; valet6 ; 267 
 1195 ; Знак 40 лет Чувашской АССР 1920-1960 ; ЛМД ;  ; Ж/м,эмаль ; AU ; 27 ; vowa ; 481 
 1196 ; Знак  40 лет Армянской ССР ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 15 ; leo 2 ; 237 
 1197 ; Знак VII Спартакиада профсоюзов ; 1961 ;  ; Б/м,эмаль ; XF ; 19 ; Vova1950 ; 453 
 1198 ; Знак ВМФ ;  ;  ; Al ; XF ; 9 ; vlkorchev ; 114 
 1199 ; Знак 50 лет КПСС ; ММД ;  ; Ag,эмаль ; XF+ ; 38 ; ОВМ ; 770 
 1200 ; Знак Лайнер Таллин ;  ;  ; Ж/м ; XF ; 65 ; RAPAN ; 163 
 1201 ; Знак Спартакиада ; 1961 ;  ; Ж/м,эмаль ; XF ; 27 ; valet6 ; 255 
 1202 ; Знак Спартакиада провсоюзов БССР ; 1969 ;  ; Б/м,эмаль ; XF ; 11 ; wsd ; 51 
 1203 ; Знак Спартакиада провсоюзов ;  ;  ; Ж/м,эмаль ; XF ; 28 ; елец ; 340 
 1204 ; Знак Спартакиада ; 1959 ;  ; Ж/м,эмаль ; VF+ ; 27 ; Vova1950 ; 516 
 1205 ; Знак 300 лет Россия-Бурятия ;  ;  ; Ж/м,эмаль ; XF ; 56 ; ZOLTAN333 ; 805 
 1206 ; Знак РСФСР ; 1971 ;  ; Б/м ; XF- ; 53 ; ZOLTAN333 ; 1050 
 1207 ; Знак Кандидат Мастера спорта ;  ;  ; Б/м ; XF ; 47 ; coolpeppers ; 261 
 1208 ; Знак Спартакиада народов СССР ; 1956 ;  ; Б/м ; XF- ; 21 ; alexander9595 ; 500 
 1209 ; Знак Декада культуры Болгарии ; 1963 ;  ; Ж/м ; XF- ; 11 ; wsd ; 130 
 1210 ; Знак Атомный ледокол "Ленин" ; ЛМД ;  ; Ж/м,эмаль ; XF ; 19 ; Турбина ; 102 
 1211 ; Знак ДСО УзССР ;  ;  ; Ж/м,эмаль ; XF ; 46 ; джон08 ; 315 
 1212 ; Знак 7 Спартакиада СССР Трудовой резерв ;  ;  ; Ж/м,эмаль ; XF ; 31 ; мурик ; 306 
 1213 ; Знак БССР ;  ;  ; Ж/м,эмаль ; XF ; 28 ; wsd ; 93 
 1214 ; Знак СФ ;  ;  ; Ж/м ; XF ; 12 ; murman ; 57 
 1215 ; Знак "Заполярник" 10 лет ;  ;  ; Ж/м ; XF ; 13 ; murman ; 51 
 1216 ; Знак КШВСМ ;  ;  ; Ж/м,эмаль ; XF ; 19 ; RAPAN ; 313 
 1217 ; Знак Лайнер ;  ;  ; Ж/м,эмаль ; XF ; 19 ; ЛБС ; 208 
 1218 ; Знак Встреча партийных секретарей ;  ;  ; Ж/м ; VF+ ; 37 ; TaraskaPeter ; 1002 
 1219 ; Знак Трудовые резервы 7 спартакиада АССР ;  ;  ; Ж/м,эмаль ; XF- ; 18 ; Инструктор ; 247 
 1220 ; Знак За строительство НРБ ;  ;  ; Ж/м ; VF+ ; 15 ; dgin ; 201 
 1121 ; Жетон спарбанк 1820-1960. Дания. D-32мм ;  ;  ; Ж/м ; XF ; 15 ; oleg1129 ; 58 
 1122 ; Жетон. Франция. Прывущий в море на дельфине юный дофин, будущий Людовик XVII. D - 25mm ; 1774-1793 ;  ; Ag ; VF- ; 5 ; S1952 ; 561 
 1123 ; Жетон. Франция. Свадьба дофина Людовика XVI и Марии Антуанетты Австрийской. D - 31mm ; 1770 ;  ; Ag ; XF- ; 23 ; TTT84 ; 1496 
 1124 ; Жетон. Франция. Казнь Людовика XVI. D - 30mm ; 1793 ;  ; Ag ; XF ; 39 ; alexander9595 ; 2685 
 1125 ; Жетон. Франция. 1-я Республика, Директория. Бонапарт. Освободитель Египта. D - 32mm ; 1799 ;  ; Ag ; XF- ; 63 ; alexander9595 ; 3627 
 1126 ; Жетон. Франция. 1-я Республика, Консулат. Коммерческий банк Парижа округа Сены. D - 30mm ; 1802 ;  ; Ag ; VF+ ; 15 ; alexander9595 ; 1833 
 1127 ; Жетон. Германия, Пруссия. Посещение Силезии Фридрихом Вильгельмом III и его жетон Августой-Вильгельминой-Амалией Мекленбург-Стрелицкой. D - 30mm ; 1798 ;  ; Ag ; VF+ ; 24 ; не отдам ; 3526 
 1128 ; Жетон. Нидерланды. Коронация Виллема II. D - 23,5mm ; 1840 ;  ;  ; XF+ ; 11 ; igaist ; 781 
 1129 ; Знак 300 лет СПб ;  ;  ; Ag ; AU ; 40 ; ddv kv ; 1110 
 1130 ; Знак Кандидат Мастер спорта ;  ;  ; Б/м ; XF ; 27 ; murman ; 139 
 1131 ; Медаль 50 лет автомобильной промышленности СССР. D-30мм ;  ;  ; Ж/м ; XF- ; 10 ; divergent ; 101 
 1132 ; Медаль. 100 лет войскам ПВО России ;  ;  ; б/м ; XF ; 36 ; murman ; 191 
 1133 ; Жетон 70 лет победы в ВОВ ;  ;  ; Cu-Ni ; Proof ; 36 ; seva777 ; 597 
 1134 ; Жетон 70 лет победы в ВОВ ;  ;  ; Cu-Ni ; Proof ; 51 ; KOSOWAR ; 605 
 1135 ; Медаль Завидово. D-25мм ;  ;  ; Б/м ; XF ; 92 ; Dibosh ; 514 
 1136 ; Жетон. 70 летПобеды в ВОВ. D - 30mm ;  ;  ; б/м ; Proof ; 13 ; Rober ; 583 
 1137 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; XF ; 27 ; Blazkov ; 255 
 1138 ; Знак НИЦ оружия ВМФ ;  ;  ; Б/м ; XF ; 26 ; SLAVA27122003 ; 228 
 1139 ; Знак Отличник соц соревнования УРСР ;  ;  ; Ж/м,эмаль ; VF ; 16 ; жених ; 793 
 1140 ; Знак Альпинист СССР 1 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 42 ; Antoschka ; 413 
 1141 ; Знак Высоцкий ;  ;  ; Ж/м ; XF ; 45 ; RAPAN ; 197 
 1142 ; Знак ММФ Гидро графия ;  ;  ; Ж/м,эмаль ; VF ; 31 ; жених ; 828 
 1143 ; Знак Почетный работник транспорта России ;  ;  ; Ж/м,эмаль ; XF- ; 26 ; vlkorchev ; 1023 
 1144 ; Знак ЦСК ;  ;  ; Ж/м,эмаль ; XF ; 83 ; u-boat ; 1041 
 1145 ; Знак ЦСК ;  ;  ; Ж/м,эмаль ; XF ; 39 ; 222211 ; 555 
 1146 ; Знак Правда ;  ;  ; Ж/м,эмаль ; XF+ ; 33 ; джон08 ; 1318 
 1147 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; XF ; 29 ; джон08 ; 906 
 1148 ; Знак ДСО Труд ;  ;  ; Ж/м,эмаль ; XF ; 15 ; MUPS ; 1200 
 1149 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; XF ; 54 ; MUPS ; 1326 
 1150 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; XF ; 33 ; 1-0 ; 526 
 1151 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; XF ; 45 ; джон08 ; 1111 
 1152 ; Знак Флаг ;  ;  ; Ж/м,эмаль ; XF ; 38 ; мурик ; 601 
 1153 ; Знак Металлист ;  ;  ; Ж/м,эмаль ; XF ; 19 ; шарик ; 1134 
 1154 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; XF ; 23 ; TMP62 ; 793 
 1155 ; Знак ДСО Наука ;  ;  ; Ж/м,эмаль ; XF ; 21 ; ЛБС ; 485 
 1156 ; Знак БГУ Спортклуб ;  ;  ; Ж/м,эмаль ; XF ; 25 ; 1-0 ; 799 
 1157 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; VF+ ; 17 ; мурик ; 680 
 1158 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; VF- ; 11 ; TMP62 ; 341 
 1159 ; Знак ДСО Химик ;  ;  ; Ж/м,эмаль ; XF ; 11 ; TMP62 ; 423 
 1160 ; Знак ДСО Большевик ;  ;  ; Ж/м,эмаль ; XF ; 51 ; 1-0 ; 2043 
 1161 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; XF ; 29 ; мурик ; 807 
 1162 ; Знак МЕХНАТ ;  ;  ; Ж/м,эмаль ; XF- ; 20 ; 1-0 ; 257 
 1163 ; Знак БССР ;  ;  ; Ж/м,эмаль ; XF ; 27 ; мурик ; 655 
