 5840 ; Акция. США ; 1975 ;  ;  ;  ; 18 ; инкогнито ; 408 
 941 ; Медаль в паямть 1МВ. Австрия ;  ;  ; Ж/м ; VF-XF ; 47 ; Папа с рацией ; 765 
 942 ; Крест Комбатанта. Франция ;  ;  ; Ж/м ; VF+ ; 33 ; allt777 ; 550 
 943 ; Медаль тирольских ветеранов I Мировой войны. Австрия ;  ;  ; Ж/м ; XF- ; 43 ; mkm1968 ; 731 
 944 ; Памятная медаль 1939-1945гг. Франция ;  ;  ; Ж/м ; XF ; 21 ; slavka ; 295 
 945 ; Воинский знак отличия. Бельгия ;  ;  ; Б/м ; XF ; 46 ; systemotehnik ; 941 
 946 ; Воинский знак отличия. Бельгия ;  ;  ; Ж/м ; XF ; 42 ; systemotehnik ; 941 
 947 ; Карловский крест. Австрия ;  ;  ; Zn ; VF ; 35 ; мгк ; 828 
 948 ; Военная медаль 1МВ. Австро-Венгрия ;  ;  ; Zn ; VF ; 41 ; ppp ; 765 
 949 ; Военный крест. Бельгия ;  ;  ; Ж/м ; VF ; 41 ; sotnik ; 1224 
 950 ; Военный крест. Бельгия ;  ;  ; Ж/м ; VF+ ; 26 ; ремпутьмаш ; 907 
 951 ; Медаль волонтера. Франция ;  ;  ; Ж/м ; XF ; 41 ; doc2 ; 1326 
 952 ; Медаль королевского масонского госпиталя. Англия ;  ;  ; Б/м ; XF- ; 43 ; mkm1968 ; 378 
 953 ; Медаль королевского ордена Буйволов. Королевская ложа №304. Англия ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; gola78 ; 359 
 954 ; Масонский знак ВВС г Бат. Англия ;  ;  ; Б/м,эмаль ; VF+ ; 19 ; donbass ; 308 
 955 ; Масонский крест почета . Англия ;  ;  ; Ж/м,эмаль ; VF-XF ; 32 ; scout ; 827 
 956 ; Медаль королевского общества спасения погибавших 1937г. Англия. Коробка ;  ;  ; Ж/м ; XF ; 30 ; doc2 ; 1020 
 957 ; Военный крест 1914-1916гг с тремя звездами. Франция ;  ;  ; Ж/м ; VF-XF ; 42 ; sc32 ; 1027 
 958 ; Крест Комбатанта. Франция ;  ;  ; Ж/м ; VF+ ; 25 ; цеховик ; 521 
 959 ; Медаль национальной обороны 3ст. Франция ;  ;  ; Ж/м ; VF-XF ; 33 ; ремпутьмаш ; 391 
 960 ; Почетная медаль пожарных. Франция ;  ;  ; Ж/м ; XF ; 40 ; alexander9595 ; 809 
 961 ; Изерская медаль. Бельгия ;  ;  ; Ж/м ; VF-XF ; 24 ; allt777 ; 1173 
 962 ; Медаль в память войны 1914-1918гг. Франция ;  ;  ; Ж/м ; VF-XF ; 23 ; цеховик ; 431 
 963 ; Золотые пальмы Ордена Короны. Бельгия ;  ;  ; Ж/м ; XF ; 33 ; цеховик ; 417 
 964 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Br,Fe ; XF ; 27 ; pion-61 ; 612 
 965 ; Почетный квалификационный знак Британского расного креста. Великобритания (подписной) ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; ремпутьмаш ; 700 
 852 ; Пул. Золотая Орда ;  ;  ; Cu ; F+ ; 20 ; buivan ; 83 
 853 ; Пул. Золотая Орда. С птицевидной Тангой. Крым ;  ;  ; Cu ; F+ ; 19 ; virtualman ; 226 
 854 ; Пул. Золотая Орда. Маджар ;  ;  ; Cu ; F+ ; 21 ; virtualman ; 211 
 855 ; Пул. Золотая Орда. Летящий дракон ;  ;  ; Cu ; F ; 25 ; virtualman ; 221 
 856 ; Пул. Золотая Орда, Сарай ; 14в ;  ; Cu ; F+ ; 27 ; buivan ; 567 
 857 ; Пул. Золотая Орда, Сарай ; 14в ;  ; Cu ; F+ ; 21 ; virtualman ; 534 
 858 ; Пул. Золотая Орда, Сарай ; 14в ;  ; Cu ; F ; 11 ; virtualman ; 92 
 859 ; Пул. Золотая Орда ; 14в ;  ; Cu ; F ; 17 ; buivan ; 223 
 874 ; Медаль. За Усердие. D-28мм. Убрано ушко ;  ;  ; Ag ; F-VF ; 24 ; ар-тур ; 1022 
 875 ; Медаль. В память 300-летия дома Романовых (1613-1913). D-28мм. Убрано ушко ;  ;  ; Br ; VF- ; 12 ; cotangens ; 306 
 876 ; Медаль. Средне-Азиатская выставка в Москве 1891г. D-33мм ;  ;  ; Ж/м ; F+ ; 23 ; persik ; 918 
 877 ; Жетон. Петроградский Монетный двор. 1922г. Р-ры: 33х26мм. Отверстие. Убрано ушко ;  ;  ; Ж/м ; VF- ; 66 ; 160514 ; 12807 
 878 ; Заготовка для знака "За отличную стрельбу" ;  ;  ; Ж/м ; VF-XF ; 38 ; dav_79_2010 ; 2091 
 879 ; Медаль. Императору Александру I благословенному. 100 лет. D-62мм ;  ;  ; Br ; XF- ; 55 ; Olmi ; 4987 
 880 ; Медаль в память 100-летнего юбилея Дворянского полка. D-67мм ;  ;  ; Br ; VF+ ; 50 ; A-Stral ; 4559 
 881 ; Медаль На коронацию императора Александра III и императрицы  Марии Федоровны 1883г. D-65мм ;  ;  ; Br ; VF+ ; 50 ; gelo ; 4742 
 882 ; Односторонний оттиск медали Васютинский А.Ф. D-72мм ;  ;  ; Ж/м ; XF ; 72 ; Танкист ; 20627 
 883 ; Медаль Чемпионат Европы по фигурному катанию. Ленинград 1990. D-60мм ; 1989ЛМД ;  ; Ж/м ; XF+ ; 33 ; ulf ; 810 
 884 ; Медаль Универсиада 77. София. D-70мм ; 1977 ;  ; Ж/м ; XF ; 30 ; PolAnderson ; 340 
 885 ; Медаль Спорткомитет РСФСР. D-70мм ;  ;  ; Ж/м ; XF ; 16 ; 8reales ; 82 
 886 ; Медаль За достигнутые успехи в развитии физической культуры. D-70мм ;  ;  ; Ж/м ; VF+ ; 32 ; PolAnderson ; 716 
 887 ; Медаль "Московские коньки" Москва. Р-р 50х50 ; 1979 ;  ; Ж/м ; VF ; 9 ; 8reales ; 33 
 888 ; Медаль XV спартакиада социалистических стран. СССР75. Медальер А.Погоржельский. D-50мм ; 1975ЛМД ;  ; Б/м ; XF- ; 41 ; 222211 ; 1643 
 889 ; Медаль VII летняя спартакиада народов СССР. D-50мм ; 1979 ;  ; Б/м ; XF ; 29 ; PolAnderson ; 623 
 890 ; Медаль Чемпионат мира по хоккею. Москва 1973. D-60мм ; 1973ЛМД ;  ; Ж/м ; XF ; 69 ; alex09 ; 1020 
 891 ; Медаль 50 лет НИИ Поиск. 1930-1980. D-60мм ; 1980 ;  ; Ж/м ; XF ; 6 ; 160514 ; 114 
 892 ; Медаль От спортсменов России. D-50мм ;  ;  ; Ж/м ; XF- ; 12 ; цеховик ; 82 
 893 ; Медаль Активисту физической культуры и спорта. D-50мм ;  ;  ; Ж/м ; XF ; 37 ; Vadim69 ; 680 
 894 ; Медаль Приз профсоюзов СССР. Памяти Н.А.Панина. Медальер А.Бакланов. D-60мм ; 1987ЛМД ;  ; Ж/м ; XF+ ; 20 ; 222211 ; 827 
 895 ; Медаль 110 лет Южно-Сахалинску. 1882-1992. Медальер А.Архипов. D-60мм ; 1992ЛМД ;  ; Ж/м ; AU ; 52 ; СТЕПАШКА ; 1112 
 896 ; Медаль. Роберт Николаевич фон Вирен (1856-1917). D-60мм ;  ;  ; Ж/м ; XF ; 25 ; RAPAN ; 567 
 897 ; Медаль. 60 лет Великой октябрьской социалистической революции (1917-1977). D-55мм ;  ;  ; Б/м ; XF ; 17 ; крайний ; 255 
 898 ; Медаль. Маршал Советского Союза С.М. Буденый (1883-1973). D-60мм ; 1983ЛМД ;  ; Ж/м ; XF+ ; 52 ; крайний ; 1134 
 899 ; Медаль Стендовая стрельба. Большой приз Москвы. D-45мм ; 1976 ;  ; Ж/м ; VF+ ; 11 ; solder13 ; 82 
 900 ; Медаль от спортсменов России. D-51мм ;  ;  ; Ж/м ; XF ; 17 ; donbass ; 126 
 901 ; Медаль. Петр I скульптор-Э. Фальконе. D-61мм ; 1992ЛМД ;  ; Al ; AU ; 22 ; крайний ; 93 
 902 ; Медаль. Черноморское пароходство. Т/х Белоруссия. D-70мм ;  ;  ; Ж/м ; XF ; 25 ; ulf ; 835 
 903 ; Медаль. Сдаточный круиз. Т/х Казахстан. D-70мм ;  ;  ; Ж/м ; XF ; 17 ; ulf ; 818 
 904 ; Медаль. Благовещенский собор (1489-1989). D-65мм ; 1989ММД ;  ; Ж/м ; XF+ ; 27 ; igor26 ; 340 
 905 ; Медаль. 70 лет государственному страхованию СССР (1921-1991). D-60мм ; 1990ЛМД ;  ; Ж/м ; AU ; 17 ; 8reales ; 262 
 906 ; Медаль "Золотая". Игры Доброй воли 1994г. D-60мм ; 1994ДМД ;  ; Ж/м ; XF ; 23 ; Папа с рацией ; 501 
 907 ; Медаль. Производственное объединение Ленэнерго. D-75мм ; 1992ЛМД ;  ; Ж/м ; XF- ; 22 ; ulf ; 622 
 908 ; Медаль. В память посещения Кировского р-на г. Ленинграда.D-65мм ;  ;  ; Al ; XF- ; 13 ; lalula ; 123 
 909 ; Медаль. 750 лет битве на Неве. D-53мм ; 1990ЛМД ;  ; Ж/м ; XF ; 18 ; igor26 ; 459 
 910 ; Медаль. 125 лет Ленинградскому зоопарку (1865-1990).D-60мм ; ЛМД ;  ; Al ; XF- ; 29 ; 222211 ; 663 
 911 ; Медаль. Михаил Ломоносов (1711-1765).D-54мм ;  ;  ; Al ; XF ; 7 ; lalula ; 140 
 912 ; Медаль. А/о Валмет-600-е судно для СССР. D-55мм ;  ;  ; Ж/м ; XF- ; 9 ; RAPAN ; 308 
 913 ; Медаль. В.И. Ленин.D-67мм ;  ;  ; Б/м ; VF-XF ; 9 ; cr2952 ; 65 
 914 ; Медаль. Зимняя спартакиада народов СССР 1990г.D-50мм ;  ;  ; Ж/м ; XF- ; 3 ; цеховик ; 51 
 915 ; Медаль. Тренеру чемпиона. D-60мм ;  ;  ; Ж/м ; XF ; 7 ; doc2 ; 114 
 802 ; Денарий. Венгрия, Фердинанд I. М-0,47гр ; 1521-1564 ;  ; Ag ; F-VF ; 11 ; Гвидон ; 309 
 803 ; Денарий. Венгрия, Рудольф II. М-0,55гр ; 1576-1611 ;  ; Ag ; F-VF ; 24 ; M1 ; 339 
 804 ; Денар. Венгрия. М-0,42гр ; 17в ;  ; Ag ; F-VF ; 17 ; cotangens ; 212 
 805 ; Монета средневековая. М-0,22гр ;  ;  ; Ag ; F+ ; 26 ; ru ; 225 
 806 ; Монета средневековая. М-0,24гр ;  ;  ; Ag ; F+ ; 12 ; Paukweb ; 220 
 807 ; Монета средневековая. М-0,37гр ;  ;  ; Ag ; F+ ; 11 ; byrozka ; 225 
 808 ; Монета средневековая. М-0,19гр ;  ;  ; Ag ; F+ ; 15 ; ru ; 168 
 809 ; Монета средневековая. М-0,25гр ;  ;  ; Ag ; F+ ; 15 ; ru ; 194 
 810 ; Монета средневековая. М-0,3гр ;  ;  ; Ag ; F+ ; 47 ; агент Холдер ; 249 
 811 ; Монета средневековая. М-0,21гр ;  ;  ; Ag ; F+ ; 21 ; murka1973 ; 225 
 812 ; Монета средневековая. М-0,24гр ;  ;  ; Ag ; F+ ; 10 ; Paukweb ; 204 
 813 ; Монета средневековая. М-0,24гр ;  ;  ; Ag ; F+ ; 6 ; Paukweb ; 160 
 814 ; Монета средневековая. М-0,29гр ;  ;  ; Ag ; F+ ; 8 ; ru ; 174 
 815 ; Солид. Ливония, Кристина. М-0,47гр ; 17в ;  ; Cu ; F+ ; 3 ; aziya11 ; 57 
 816 ; Солид. Рига, Кристина. М-0,48гр ; 17в ;  ; Cu ; F+ ; 7 ; aziya11 ; 57 
 817 ; Солид. Рига, Кристина. М-0,58гр ; 1638? ;  ; Cu ; F+ ; 3 ; aziya11 ; 69 
 818 ; Солид. Польша, Ян Казимир. М-1,62гр ; 166? ;  ; Cu ; F+ ; 5 ; aziya11 ; 35 
 819 ; Драхма. Эфталиты. М-3,14гр ; 475-576 ;  ; Ag ; F+ ; 56 ; himak ; 2805 
 820 ; Драхма. Эфталиты. М-2,99гр ; 475-576 ;  ; Ag ; F+ ; 28 ; himak ; 1706 
 821 ; Аспр. Трапезунд. М-2,84гр ;  ;  ; Ag ; F-VF ; 25 ; himak ; 6324 
 822 ; Монета средневековая. Восток. С надчеканом ;  ;  ; Ag ; F-VF ; 33 ; himak ; 718 
 823 ; Монета средневековая. Восток. С надчеканом ;  ;  ; Ag ; F-VF ; 28 ; himak ; 718 
 824 ; Монета средневековая. Восток. С надчеканом ;  ;  ; Ag ; F-VF ; 30 ; caperang ; 726 
 825 ; Монета средневековая. Восток ;  ;  ; Ag ; F-VF ; 26 ; bazator ; 714 
 826 ; Монета средневековая. Восток ;  ;  ; Ag ; F-VF ; 19 ; aziya11 ; 510 
 827 ; Монета средневековая. Восток ;  ;  ; Ag ; F-VF ; 14 ; купи-продай ; 306 
 828 ; Денга. Суздальско-Нижегородское кн-во. М-1,04гр ;  ;  ; Ag ; F-VF ; 20 ; cotangens ; 1020 
 829 ; Монета. Индия. М-0,46гр ;  ;  ; Cu ; F+ ; 25 ; maymuse ; 201 
 830 ; Монета. Индия. М-0,94гр ;  ;  ; Cu ; F+ ; 12 ; aziya11 ; 128 
 831 ; Монета. Индия. М-0,91гр ;  ;  ; Cu ; F+ ; 15 ; aziya11 ; 153 
 832 ; Монета. Индия. М-1,58гр ;  ;  ; Cu ; F+ ; 24 ; aziya11 ; 146 
 833 ; Монета. Индия. М-1,54гр ;  ;  ; Cu ; F+ ; 26 ; lestes ; 281 
 834 ; Лот монет Древней Азии (3шт) ;  ;  ; Ag, Cu ; F-VF ; 28 ; aziya11 ; 802 
 835 ; Лот монет Древней Азии (3шт) ;  ;  ; Ag ; F/F-VF ; 34 ; himak ; 1145 
 836 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 3 ; virtualman ; 216 
 837 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 23 ; aziya11 ; 171 
 838 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 25 ; DNV73 ; 183 
 839 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 27 ; himak ; 361 
 840 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 36 ; aziya11 ; 185 
 841 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 15 ; himak ; 209 
 842 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 13 ; kornum ; 362 
 843 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 11 ; SadKo ; 367 
 844 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 21 ; himak ; 400 
 845 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 23 ; aziya11 ; 320 
 846 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 41 ; aziya11 ; 159 
 847 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 54 ; aziya11 ; 278 
 848 ; Данг. Золотая Орда ;  ;  ; Ag ; F-VF ; 41 ; himak ; 400 
 849 ; Лот монет Золотой Орды (5шт): дирхем ;  ;  ; Ag ; F+/F-VF ; 17 ; leo 2 ; 309 
 850 ; Лот монет Золотой Орды (4шт) ;  ;  ; Ag ; F/F+ ; 24 ; aziya11 ; 153 
 851 ; Лот монет Золотой Орды (3шт) ;  ;  ; Ag ; F+/F-VF ; 23 ; aziya11 ; 301 
 752 ; Тетрадрахма. Рим, имп. Траян Деций. М-9,94гр ; 248-251 ;  ; Ag ; F-VF ; 51 ; RusScat ; 3174 
 753 ; Тетрадрахма. Нерон, Тиберий. М-12,01гр ; 66-67гг ;  ; Ag ; F-VF ; 35 ; Добрыня ; 2244 
 754 ; Тетрадрахма. Александрия, Веспасиниан. М-9,40гр ; 70-71гг ;  ; Ag ; F-VF ; 27 ; лидер ; 1622 
 755 ; Антониниан. Рим, имп. Гордиан III. М-4,30гр ; 238-244 ;  ; Ag ; F-VF ; 30 ; kop ; 767 
 756 ; Денарий. Рим, Республика, Cn.Gellius. М-3,88гр ; 138г до н.э. ;  ; Ag ; F-VF ; 36 ; нумизмат ; 3400 
 757 ; Денарий. Рим, имп. Гета. М-2,93гр ; 209-213 ;  ; Ag ; F-VF ; 10 ; kop ; 1020 
 758 ; Денарий. Рим, имп. Гелиогабал. М-3,00гр ; 218-222 ;  ; Ag ; F-VF ; 25 ; Dave ; 1791 
 759 ; Денарий. Рим, имп. Гордиан III. М-2,52гр ; 238-244 ;  ; Ag ; F-VF ; 31 ; саров ; 906 
 760 ; Денарий. Рим, имп. Гордиан III. М-2,04гр ; 238-244 ;  ; Ag ; F-VF ; 19 ; kop ; 909 
 761 ; Денарий. Рим, имп. Гордиан III. М-2,62гр ; 238-244 ;  ; Ag ; F-VF ; 25 ; лидер ; 793 
 762 ; Антониниан. Рим, имп. Галлиен. М-3,76гр ; 253-268 ;  ; Ag ; F+ ; 25 ; Гвидон ; 501 
 763 ; Антониниан. Рим, имп. Галлиен. М-2,68гр ; 253-268 ;  ; Ag ; F+ ; 27 ; Гвидон ; 501 
 764 ; Денарий. Рим, имп. Септимий Север.М-3,39гр ; 193-211 ;  ; Ag ; F-VF ; 29 ; kop ; 1043 
 765 ; Антониниан. Рим, имп. Кар. М-2,53гр ; 283-285 ;  ; Cu ; F+ ; 17 ; smel ; 351 
 766 ; Фолис. Рим, имп. Константин I Великий. М-2,78гр ; 307-337 ;  ; Cu ; F+ ; 15 ; lestes ; 591 
 767 ; Фолис. Рим, имп. Елена (мать Константина I ). М-3,20гр ;  ;  ; Cu ; F-VF ; 32 ; lestes ; 1020 
 768 ; Фолис. Рим, имп. Крисп. М-2,64гр ; 317-326 ;  ; Cu ; F+ ; 35 ; lestes ; 630 
 769 ; Фолис. Рим, имп. Константин II. М-2,92гр ; 337-340 ;  ; Cu ; F-VF ; 30 ; lestes ; 3519 
 770 ; Монета. Рим. М-2,28гр ;  ;  ; Cu ; F+ ; 26 ; kop ; 454 
 771 ; Монета. Греция, Македония, Филипп V. М-4,00гр ; 221-179гг до н.э. ;  ; Cu ; F+ ; 21 ; vladimir12 ; 726 
 772 ; Статер. Боспорское ц-во, Рескупорид VI. М-7,23гр ; 4в ;  ; Cu ; F+ ; 24 ; remetalk ; 391 
 773 ; Статер. Кушаны. М-5,51гр ;  ;  ; Cu ; F+ ; 31 ; 16840 ; 184 
 774 ; Дихалк. Пантикапей. М-3,76гр ; 2 в до н.э. ;  ; Cu ; F+ ; 45 ; sgtczhne ; 288 
 775 ; Лепта. Пантикапей. М-3,54гр ; 3 в до н.э. ;  ; Cu ; F+ ; 26 ; sgtczhne ; 201 
 776 ; Дихалк. Пантикапей. М-2,84гр ; 3 в до н.э. ;  ; Cu ; F+ ; 28 ; sotnik ; 453 
 777 ; Монета-дельфин (1/25 обола). Ольвия. М-1,09гр ; 5-4вв до н.э. ;  ; Cu ; F ; 3 ; aziya11 ; 100 
 778 ; Монета-дельфин (1/25 обола). Ольвия. М-2,74гр. Деформация ; 5-4вв до н.э. ;  ; Cu ; F ; 8 ; 16840 ; 136 
 779 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв до н.э. ;  ; Cu ; F-VF ; 15 ; 16840 ; 128 
 780 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв до н.э. ;  ; Cu ; F-VF ; 37 ; Voron77 ; 523 
 781 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв до н.э. ;  ; Cu ; F-VF ; 11 ; scout ; 304 
 782 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв до н.э. ;  ; Cu ; F-VF ; 11 ; купи-продай ; 127 
 783 ; Талер. Австрия, Леопольд I. М-28,42гр ; 1695 ;  ; Ag ; VF-XF ; 23 ; Leon17 ; 10200 
 784 ; Орт. Польша. М-6,78гр ; 1623 ;  ; Ag ; F-VF ; 58 ; Jan Grandier ; 1579 
 785 ; 3 гроша. Польша ; 1619 ;  ; Ag ; VF-XF ; 31 ; АРШИН ; 1509 
 786 ; 3 гроша. Польша ; 15?6 ;  ; Ag ; VF ; 12 ; okha ; 642 
 787 ; 3 гроша. Польша ; 1596 ;  ; Ag ; VF+ ; 11 ; okha ; 794 
 788 ; Пфенниг. Германия. М-0,59гр ; 13в ;  ; Ag ; F-VF ; 26 ; murka1973 ; 561 
 789 ; Полугрош. Литва. М-1,16гр ; 1557 ;  ; Ag ; VF- ; 15 ; kornum ; 453 
 790 ; Шиллинг. Ливония. М-0,99гр ; 16в ;  ; Ag ; F-VF ; 15 ; cotangens ; 379 
 791 ; Полторак. Польша. М-0,98гр ; 1622 ;  ; Ag ; F-VF ; 15 ; sgtczhne ; 126 
 792 ; Полторак. Польша. М-0,97гр ; 1624 ;  ; Ag ; F-VF ; 15 ; GROSCH ; 123 
 793 ; Полторак. Польша. М-1,03гр ; 1626 ;  ; Ag ; F-VF ; 16 ; wladico ; 125 
 794 ; Полугрош. Литва. М-1,18гр ; 1514 ;  ; Ag ; F-VF ; 19 ; Гвидон ; 175 
 795 ; Солид. Рига ; 1665 ;  ; Ag ; F ; 15 ; aziya11 ; 202 
 796 ; Солид. Бранденбург, Фридрих Вильгельм. М-0,58гр ; 1654 ;  ; Ag ; F-VF ; 28 ; grot ; 816 
 797 ; Солид. Рига, Кристина. М-0,62гр ; 17в ;  ; Ag ; F-VF ; 10 ; aziya11 ; 102 
 798 ; Солид. Рига, Кристина. М-0,55гр ; 17в ;  ; Ag ; F-VF ; 17 ; sgtczhne ; 113 
 799 ; Солид. Рига, Кристина. М-0,55гр ; 17в ;  ; Ag ; F-VF ; 13 ; aziya11 ; 111 
 800 ; Солид. Рига, Кристина. М-0,59гр ; 17в ;  ; Ag ; F-VF ; 15 ; wladico ; 125 
 801 ; Солид. Рига, Кристина. М-0,76гр ; 17в ;  ; Ag ; F-VF ; 15 ; aziya11 ; 161 
 702 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 9 ; dav_79_2010 ; 350 
 703 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 9 ; Lenchik_2M ; 293 
 704 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 21 ; KdL ; 508 
 705 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 39 ; Xxzx ; 354 
 706 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 27 ; Xxzx ; 337 
 707 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F-VF ; 17 ; купи-продай ; 339 
 708 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; Xxzx ; 84 
 709 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 19 ; Xxzx ; 135 
 710 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 21 ; Baisel ; 500 
 711 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; цеховик ; 100 
 712 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 340 
 713 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 82 
 714 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 204 
 715 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 33 ; цеховик ; 100 
 716 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; Отто фон Бисмарк ; 95 
 717 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 24 ; aziya11 ; 72 
 718 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 20 ; sgtczhne ; 61 
 719 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 17 ; Отто фон Бисмарк ; 53 
 720 ; Полушка. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 15 ; DNV73 ; 127 
 721 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 28 ; Lenchik_2M ; 98 
 722 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; aziya11 ; 51 
 723 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 24 ; sgtczhne ; 110 
 724 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F+ ; 13 ; аристон ; 57 
 725 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; аристон ; 42 
 726 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 40 ; цеховик ; 123 
 727 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; аристон ; 43 
 728 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 49 ; Lenchik_2M ; 231 
 729 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 16 ; rirosrob ; 101 
 730 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; aziya11 ; 45 
 731 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 5 ; virtualman ; 228 
 732 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; KNK ; 35 
 733 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; KNK ; 38 
 734 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 33 ; virtualman ; 203 
 735 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; KNK ; 36 
 736 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; virtualman ; 202 
 737 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; val211 ; 35 
 738 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 6 ; Maksss163 ; 34 
 739 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; aziya11 ; 34 
 740 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 10 ; Ивпага ; 53 
 741 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 110 
 742 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; aziya11 ; 101 
 743 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; cotangens ; 93 
 744 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; Ивпага ; 90 
 745 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 18 ; seaexpo ; 93 
 746 ; Лот допетровских монет (6шт) ;  ;  ; Ag ; F/F+ ; 31 ; t_v_v ; 83 
 747 ; Лот допетровских монет (5шт): копейка ;  ;  ; Ag ; F/F-VF ; 19 ; 16840 ; 138 
 748 ; Лот монет Петра I (6шт): копейка ; 1689-1725 ;  ; Ag ; F+/F-VF ; 7 ; Usinsk ; 612 
 749 ; Лот монет Алексея Михайловича "Медный бунт" (19шт): копейка ; 1645-1676 ;  ; Cu ; VG/F ; 11 ; aziya11 ; 191 
