 3299 ; Бона иностранная ;  ;  ;  ;  ; 16 ; and000 ; 43 
 757 ; Полушка ; 1789? ; ЕМ  ; Cu ; F-VF ; 32 ; кабан ; 505 
 758 ; Полушка ; 1793 ; КМ  ; Cu ; F ; 21 ; кабан ; 37 
 759 ; Полушка ; 1798 ; ЕМ  ; Cu ; F ; 69 ; Larin ; 876 
 760 ; 1/4 копейки ; 1839 ; СМ  ; Cu ; F+ ; 35 ; lchernata ; 1110 
 761 ; 1/4 копейки ; 1840 ; ЕМ  ; Cu ; VF ; 94 ; evgenijzhuk ; 451 
 762 ; 1/4 копейки ; 1840 ; СПМ  ; Cu ; F-VF ; 45 ; дутик ; 357 
 763 ; 1/4 копейки ; 1868 ; ЕМ  ; Cu ; VF+ ; 73 ; alisa ; 3517 
 764 ; 1/4 копейки (Ильин-2р) ; 1871 ; ЕМ  ; Cu ; F ; 49 ; пятак ; 2670 
 765 ; 1/4 копейки ; 1872 ; ЕМ  ; Cu ; VF+ ; 43 ; 2007 ; 2180 
 766 ; 1/4 копейки ; 1874 ; ЕМ  ; Cu ; VF ; 71 ; foma71 ; 4692 
 767 ; 1/4 копейки ; 1885 ; СПБ  ; Cu ; VF-XF ; 46 ; пятак ; 2080 
 768 ; 1/4 копейки ; 1886 ; СПБ  ; Cu ; VF-XF ; 55 ; Copirchik ; 2091 
 769 ; 1/4 копейки ; 1888 ; СПБ  ; Cu ; VF-XF ; 38 ; leo 2 ; 4600 
 770 ; 1/4 копейки ; 1896 ; СПБ  ; Cu ; XF+ ; 29 ; niki17 ; 1500 
 771 ; 1/4 копейки ; 1897 ; СПБ  ; Cu ; XF+ ; 46 ; aleks-2007 ; 1000 
 772 ; 1/4 копейки ; 1898 ; СПБ  ; Cu ; VF+ ; 55 ; SKV ; 721 
 773 ; 1/4 копейки ; 1899 ; СПБ  ; Cu ; VF+ ; 45 ; SKV ; 707 
 774 ; 1/4 копейки ; 1900 ; СПБ  ; Cu ; AU ; 47 ; Zeratul ; 1122 
 675 ; Денга ; 1739 ;  ; Cu ; F+ ; 15 ; F-VF ; 33 
 676 ; Денга ; 1741 ;  ; Cu ; F-VF ; 24 ; VGS ; 247 
 677 ; Денга ; 1744 ;  ; Cu ; F+ ; 11 ; alyans-met ; 39 
 678 ; Денга ; 1745 ;  ; Cu ; VF- ; 41 ; GREGORY_R ; 221 
 679 ; Денга ; 1748 ;  ; Cu ; F-VF ; 12 ; marat-vojag ; 43 
 680 ; Денга ; 1748 ;  ; Cu ; F-VF ; 12 ; habenti ; 26 
 681 ; Денга ; 1748 ;  ;  ; F-VF ; 15 ; F-VF ; 32 
 682 ; Денга ; 1749 ;  ; Cu ; VF- ; 51 ; DmA ; 94 
 683 ; Денга ; 1749 ;  ; Cu ; F+ ; 7 ; F-VF ; 31 
 684 ; Денга ; 1750 ;  ; Cu ; F-VF ; 49 ; uin1972 ; 102 
 685 ; Денга ; 1750 ;  ;  ; F-VF ; 6 ; F-VF ; 43 
 686 ; Денга ; 1751 ;  ; Cu ; VF ; 21 ; alyans-met ; 408 
 687 ; Денга ; 1753 ;  ; Cu ; F+ ; 12 ; alex995 ; 42 
 688 ; Денга ; 1760 ;  ; Cu ; F-VF ; 14 ; vid ; 918 
 689 ; Денга ; 1768? ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 64 ; кабан ; 239 
 690 ; Денга ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 17 ; 0sain ; 700 
 691 ; Денга ; 1770 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 16 ; 0sain ; 708 
 692 ; Денга ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 34 ; 0sain ; 680 
 693 ; Денга ; 1775 ; ЕМ  ; Cu ; F+ ; 73 ; spektr ; 226 
 694 ; Денга ; 1778? ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 36 ; marat-vojag ; 345 
 695 ; Денга ; 1783 ; КМ  ; Cu ; F+ ; 28 ; alyans-met ; 313 
 696 ; Денга ; 1784 ; КМ  ; Cu ; F+ ; 28 ; кабан ; 201 
 697 ; Денга ; 1785 ; КМ  ; Cu ; F+ ; 4 ; кабан ; 67 
 698 ; Денга ; 1790 ; ЕМ  ; Cu ; F-VF ; 93 ; арбат ; 217 
 699 ; Денга ; 1793 ; КМ  ; Cu ; F+ ; 24 ; кабан ; 411 
 700 ; Денга ; 1795 ; КМ  ; Cu ; F ; 8 ; кабан ; 43 
 701 ; Денга ; 18в ;  ; Cu ; F+ ; 8 ; aleksius ; 53 
 702 ; Деньга ; 1819 ; ЕМ НМ  ; Cu ; VF- ; 13 ; olq ; 96 
 703 ; Деньга ; 1828 ; ЕМ ИК  ; Cu ; F ; 10 ; olq ; 82 
 704 ; 1/2 копейки ; 1840 ; СПМ  ; Cu ; VF ; 67 ; GREGORY_R ; 201 
 705 ; 1/2 копейки ; 1841 ; СПМ  ; Cu ; VF- ; 14 ; lchernata ; 145 
 706 ; Денежка ; 1851 ; ЕМ  ; Cu ; VF- ; 25 ; olq ; 128 
 707 ; Денежка ; 1854 ; ЕМ  ; Cu ; F-VF ; 38 ; Grod ; 102 
 708 ; Денежка ; 1859 ; ЕМ  ; Cu ; F-VF ; 37 ; Пионер ; 209 
 709 ; 1/2 копейки ; 1868 ; ЕМ  ; Cu ; VF+ ; 66 ; vasily ; 1157 
 710 ; 1/2 копейки ; 1874 ; ЕМ  ; Cu ; F ; 62 ; alisa ; 1794 
 711 ; 1/2 копейки ; 1876 ; СПБ  ; Cu ; XF- ; 54 ; niki17 ; 1841 
 712 ; 1/2 копейки ; 1878 ; СПБ  ; Cu ; VF+ ; 66 ; niki17 ; 1840 
 713 ; 1/2 копейки ; 1890 ; СПБ  ; Cu ; VF+ ; 26 ; foma71 ; 1683 
 714 ; 1/2 копейки ; 1896 ; СПБ  ; Cu ; VF-XF ; 31 ; fano ; 1500 
 715 ; 1/2 копейки ; 1897 ; СПБ  ; Cu ; VF+ ; 30 ; wladimir1972 ; 306 
 716 ; 1/2 копейки ; 1898 ; СПБ  ; Cu ; VF-XF ; 40 ; max7421 ; 144 
 717 ; 1/2 копейки ; 1898 ; СПБ  ; Cu ; VF+ ; 21 ; antoha2004 ; 143 
 718 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; XF- ; 22 ; uin1972 ; 79 
 719 ; 1/2 копейки ; 1900 ; СПБ  ; Cu ; VF+ ; 32 ; SKV ; 459 
 720 ; 1/2 копейки ; 1908 ; СПБ  ; Cu ; VF-XF ; 23 ; foma71 ; 531 
 721 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; AU ; 30 ; zerkalozemli ; 459 
 722 ; 1/2 копейки ; 1910 ; СПБ  ; Cu ; VF-XF ; 21 ; SKV ; 453 
 723 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; VF+ ; 26 ; skif ; 114 
 724 ; 1/2 копейки ; 1911 ; СПБ  ; Cu ; AU ; 55 ; SlavA ; 329 
 625 ; Копейка ; 1874 ; ЕМ  ; Cu ; F-VF ; 95 ; AGAT D ; 354 
 626 ; Копейка ; 1877 ; СПБ  ; Cu ; VF-XF ; 26 ; luda ; 2265 
 627 ; Копейка ; 1878 ; СПБ  ; Cu ; VF-XF ; 67 ; AGAT D ; 1145 
 628 ; Копейка ; 1879 ; СПБ  ; Cu ; VF- ; 24 ; Пионер ; 171 
 629 ; Копейка ; 1880 ; СПБ  ; Cu ; XF ; 90 ; Dj ; 6460 
 630 ; Копейка ; 1881 ; СПБ  ; Cu ; F-VF ; 17 ; leo 2 ; 31 
 631 ; Копейка ; 1884 ; СПБ  ; Cu ; F+ ; 21 ; Пионер ; 124 
 632 ; Копейка ; 1885 ; СПБ  ; Cu ; VF-XF ; 30 ; AGAT D ; 2612 
 633 ; Копейка ; 1886 ; СПБ  ; Cu ; VF ; 38 ; zorge10 ; 1001 
 634 ; Копейка ; 1888 ; СПБ  ; Cu ; VF+ ; 29 ; foma71 ; 1261 
 635 ; Копейка ; 1889 ; СПБ  ; Cu ; VF+ ; 56 ; ksv11 ; 541 
 636 ; Копейка ; 1891 ; СПБ  ; Cu ; VF-XF ; 24 ; ksv11 ; 631 
 637 ; Копейка ; 1892 ; СПБ  ; Cu ; XF- ; 32 ; 2007 ; 1710 
 638 ; Копейка ; 1893 ; СПБ  ; Cu ; VF-XF ; 57 ; AGAT D ; 2305 
 639 ; Копейка ; 1896 ; СПБ  ; Cu ; VF+ ; 61 ; Qersej ; 559 
 640 ; Копейка ; 1898 ; СПБ  ; Cu ; VF+ ; 62 ; eugraphus ; 83 
 641 ; Копейка ; 1899 ; СПБ  ;  ; F ; 8 ; Poiuyt ; 30 
 642 ; Копейка ; 1900 ; СПБ  ; Cu ; VF+ ; 42 ; SKV ; 179 
 643 ; Копейка ; 1901 ; СПБ  ; Cu ; F+ ; 11 ; lelik35 ; 31 
 644 ; Копейка ; 1903 ; СПБ  ; Cu ; VF-XF ; 40 ; А25 ; 83 
 645 ; Копейка ; 1904 ; СПБ  ; Cu ; VF-XF ; 29 ; foma71 ; 189 
 646 ; Копейка ; 1904 ; СПБ  ; Cu ; F ; 7 ; moneta ; 30 
 647 ; Копейка ; 1905 ; СПБ  ; Cu ; VF+ ; 29 ; А25 ; 61 
 648 ; Копейка ; 1905 ; СПБ  ; Cu ; VF- ; 5 ; surf2k5 ; 42 
 649 ; Копейка ; 1906 ; СПБ  ; Cu ; XF- ; 53 ; foma71 ; 355 
 650 ; Копейка ; 1907 ; СПБ  ; Cu ; VF-XF ; 18 ; elac ; 204 
 651 ; Копейка ; 1908 ; СПБ  ; Cu ; VF+ ; 55 ; leo 2 ; 100 
 652 ; Копейка ; 1910 ; СПБ  ; Cu ; VF-XF ; 52 ; SKV ; 81 
 653 ; Копейка ; 1911 ; СПБ  ; Cu ; VF-XF ; 17 ; akula ; 36 
 654 ; Копейка ; 1912 ; СПБ  ; Cu ; VF+ ; 49 ; surf2k5 ; 50 
 655 ; Копейка ; 1912 ; СПБ  ; Cu ; AU ; 63 ; Данила ; 304 
 656 ; Копейка ; 1913 ; СПБ  ; Cu ; AU ; 64 ; SKV ; 320 
 657 ; Копейка ; 1913 ; СПБ  ; Cu ; XF ; 28 ; rizovtpl ; 60 
 658 ; Копейка ; 1914 ; СПБ  ; Cu ; AU ; 46 ; zerkalozemli ; 240 
 659 ; Копейка ; 1914 ; СПБ  ; Cu ; XF ; 5 ; AAE2006 ; 67 
 660 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 12 ; джон007 ; 32 
 661 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 2 ; pixel ; 50 
 662 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 22 ; akula ; 37 
 663 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 23 ; akula ; 31 
 664 ; Денга ; 1703 ;  ; Cu ; F+ ; 30 ; amons ; 683 
 665 ; Денга ; 1706 ;  ; Cu ; F-VF ; 45 ; dimon46 ; 1111 
 666 ; Денга ; 1707 ;  ; Cu ; VF- ; 46 ; foma71 ; 1918 
 667 ; Денга ; 1730 ;  ; Cu ; F-VF ; 33 ; alyans-met ; 261 
 668 ; Денга ; 1731 ;  ; Cu ; F-VF ; 13 ; marat-vojag ; 35 
 669 ; Денга ; 1731 ;  ; Cu ; F-VF ; 29 ; нумизмат ; 104 
 670 ; Денга ; 1731 ;  ; Cu ; F-VF ; 52 ; olq ; 259 
 671 ; Денга ; 1735 ;  ; Cu ; F-VF ; 19 ; gelind ; 61 
 672 ; Денга ; 1736 ;  ; Cu ; F-VF ; 6 ; leo 2 ; 69 
 673 ; Денга ; 1737 ;  ; Cu ; F-VF ; 22 ; F-VF ; 36 
 674 ; Денга ; 1738 ;  ; Cu ; VF- ; 34 ; olq ; 121 
 575 ; 2 копейки ; 1913 ; СПБ  ; Cu ; XF ; 28 ; elac ; 132 
 576 ; 2 копейки ; 1914 ; СПБ  ; Cu ; XF ; 16 ; джон007 ; 68 
 577 ; 2 копейки ; 1914 ; СПБ  ; Cu ; AU ; 22 ; SKV ; 153 
 578 ; 2 копейки ; 1914 ; СПБ  ; Cu ; XF+ ; 8 ; джон007 ; 67 
 579 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 41 ; igor_r65 ; 306 
 580 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 15 ; rizovtpl ; 80 
 581 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 10 ; alexey_s ; 76 
 582 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 36 ; SlavA ; 523 
 583 ; Копейка ; 1711 ; ·Б·К·  ; Cu ; F-VF ; 86 ; o.k. ; 729 
 584 ; Копейка ; 1715 ; НД  ; Cu ; F+ ; 70 ; alisa ; 408 
 585 ; Копейка ; 1757? ;  ; Cu ; F ; 29 ; marat-vojag ; 31 
 586 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 80 ; арбат ; 156 
 587 ; Копейка ; 1763 ; ММ   ; Cu ; F ; 22 ; Чичибан ; 793 
 588 ; "Копейка КМ ""Сибирь""" ; 1760-е ;  ; Cu ; F+ ; 17 ; кабан ; 412 
 589 ; Копейка ; 1769? ; "КМ ""Сибирь"" " ; Cu ; F+ ; 53 ; von_Schwarz ; 326 
 590 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 16 ; Mike! ; 429 
 591 ; Копейка ; 1772 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 27 ; 0sain ; 1000 
 592 ; Копейка ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 20 ; 0sain ; 1000 
 593 ; Копейка ; 1777 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 31 ; o.k. ; 521 
 594 ; Копейка ; 1788 ; ММ  ; Cu ; F+ ; 36 ; арбат ; 1658 
 595 ; Копейка ; 1790 ; ЕМ  ; Cu ; F-VF ; 26 ; xabib ; 206 
 596 ; Копейка ; 1795 ; ЕМ  ; Cu ; F-VF ; 86 ; xabib ; 301 
 597 ; Копейка ; 1798 ; ЕМ  ; Cu ; F-VF ; 15 ; marat-vojag ; 139 
 598 ; Копейка ; 1799 ; ЕМ  ; Cu ; F-VF ; 12 ; dnm ; 135 
 599 ; Копейка ; 1800 ; ЕМ  ; Cu ; VF+ ; 41 ; vasily ; 305 
 600 ; Копейка ; 1801 ; ЕМ  ; Cu ; F+ ; 26 ; zxc55 ; 44 
 601 ; Копейка (Петров-2,25р, Ильин-3р) ; 1807 ; КМ  ; Cu ; VG ; 37 ; арбат ; 7140 
 602 ; Копейка ; 1813 ; КМ АМ  ; Cu ; VG ; 53 ; арбат ; 2267 
 603 ; Копейка ; 1815? ; КМ АМ  ; Cu ; F ; 21 ; арбат ; 3400 
 604 ; Копейка ; 1822 ; ЕМ ФГ  ; Cu ; F-VF ; 26 ; uin1972 ; 79 
 605 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; F-VF ; 18 ; alexey_s ; 42 
 606 ; Копейка ; 1830 ; ЕМ ИК  ; Cu ; VF- ; 113 ; mars6307 ; 244 
 607 ; Копейка ; 1831 ; СМ  ; Cu ; F-VF ; 16 ; арбат ; 235 
 608 ; Копейка ; 1832 ; СМ  ; Cu ; F+ ; 19 ; арбат ; 267 
 609 ; Копейка ; 1833 ; ЕМ ФХ  ; Cu ; F+ ; 60 ; olq ; 211 
 610 ; Копейка ; 1839 ; СМ  ; Cu ; F ; 44 ; evgenijzhuk ; 300 
 611 ; Копейка ; 1840 ; СПМ  ; Cu ; VF- ; 41 ; lchernata ; 233 
 612 ; Копейка ; 1847 ; СМ  ; Cu ; F-VF ; 105 ; mars6307 ; 531 
 613 ; Копейка ; 1852 ; ЕМ  ; Cu ; F+ ; 12 ; skif ; 34 
 614 ; Копейка ; 1853 ; ЕМ  ; Cu ; F-VF ; 33 ; mars6307 ; 413 
 615 ; Копейка ; 1854 ; ЕМ  ; Cu ; F-VF ; 11 ; uin1972 ; 33 
 616 ; Копейка ; 1856 ; ЕМ  ; Cu ; VF+ ; 45 ; den_ff ; 267 
 617 ; Копейка ; 1858 ; ВМ Венз.уже  ; Cu ; F+ ; 38 ; olq ; 62 
 618 ; Копейка ; 1859 ; ЕМ Корона у основ.уже  ; Cu ; F+ ; 23 ; olq ; 78 
 619 ; Копейка ; 1860 ; ЕМ  ; Cu ; F-VF ; 35 ; olq ; 32 
 620 ; Копейка ; 1860 ; ВМ  ; Cu ; F-VF ; 25 ; дутик ; 771 
 621 ; Копейка ; 1863 ; ЕМ  ; Cu ; F+ ; 58 ; spektr ; 110 
 622 ; Копейка ; 1866? ; ЕМ  ; Cu ; F+ ; 9 ; alex995 ; 20 
 623 ; Копейка ; 1870 ; ЕМ  ; Cu ; F ; 6 ; moneta ; 17 
 624 ; Копейка ; 1872 ; ЕМ  ; Cu ; VF- ; 30 ; А25 ; 156 
 525 ; 2 копейки ; 1823 ; ЕМ ФГ  ; Cu ; F-VF ; 6 ; first ; 18 
 526 ; 2 копейки ; 1825 ; ЕМ ПГ  ; Cu ; VF- ; 14 ; evgen72 ; 44 
 527 ; 2 копейки ; 1826 ; ЕМ ИК  ; Cu ; VF+ ; 68 ; IrinaM ; 165 
 528 ; 2 копейки ; 1827 ; ЕМ ИК  ; Cu ; VF- ; 16 ; leo 2 ; 169 
 529 ; 2 копейки ; 1828 ; КМ АМ  ; Cu ; VF ; 39 ; den_ff ; 306 
 530 ; 2 копейки ; 1838 ; ЕМ НА  ; Cu ; F-VF ; 40 ; von_Schwarz ; 152 
 531 ; 2 копейки ; 1838 ; СМ  ; Cu ; F ; 18 ; xabib ; 100 
 532 ; 2 копейки ; 1841 ; ЕМ  ; Cu ; VF- ; 78 ; lchernata ; 313 
 533 ; 2 копейки ; 1842 ; СМ  ; Cu ; F-VF ; 16 ; MDV ; 168 
 534 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; VF- ; 122 ; evgenijzhuk ; 306 
 535 ; 2 копейки ; 1844 ; ЕМ  ; Cu ; VF- ; 10 ; арбат ; 46 
 536 ; 2 копейки ; 1845 ; СМ  ; Cu ; VF- ; 25 ; olq ; 567 
 537 ; 2 копейки ; 1854 ; ЕМ  ; Cu ; F ; 26 ; o.k. ; 36 
 538 ; 2 копейки ; 1855 ; ЕМ  ; Cu ; F-VF ; 19 ; mars6307 ; 417 
 539 ; 2 копейки ; 1856 ; ЕМ  ; Cu ; F-VF ; 56 ; spektr ; 374 
 540 ; 2 копейки ; 1859 ; ЕМ  ; Cu ; VF ; 45 ; olq ; 232 
 541 ; 2 копейки ; 1868 ; ЕМ  ; Cu ; F-VF ; 20 ; solder13 ; 66 
 542 ; 2 копейки ; 1872 ; ЕМ  ; Cu ; F-VF ; 15 ; jef688 ; 36 
 543 ; 2 копейки ; 1873 ; ЕМ  ; Cu ; F-VF ; 20 ; solder13 ; 47 
 544 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; F ; 6 ; moneta ; 18 
 545 ; 2 копейки ; 1878 ; СПБ  ; Cu ; VF- ; 12 ; aleks-2007 ; 906 
 546 ; 2 копейки ; 1882 ; СПБ  ; Cu ; VF+ ; 13 ; aleks-2007 ; 1134 
 547 ; 2 копейки ; 1883 ; СПБ  ; Cu ; VF-XF ; 62 ; Dj ; 5428 
 548 ; 2 копейки ; 1884 ; СПБ  ; Cu ; VF+ ; 36 ; alisa ; 1205 
 549 ; 2 копейки ; 1885 ; СПБ  ; Cu ; VF- ; 10 ; А25 ; 106 
 550 ; 2 копейки ; 1887 ; СПБ  ; Cu ; F-VF ; 38 ; alisa ; 906 
 551 ; 2 копейки ; 1888 ; СПБ  ; Cu ; F-VF ; 58 ; GREGORY_R ; 567 
 552 ; 2 копейки ; 1890 ; СПБ  ; Cu ; VF+ ; 80 ; пятак ; 2242 
 553 ; 2 копейки ; 1891 ; СПБ  ; Cu ; VF+ ; 81 ; foma71 ; 2099 
 554 ; 2 копейки ; 1892 ; СПБ  ; Cu ; F-VF ; 30 ; пятак ; 1842 
 555 ; 2 копейки ; 1893 ; СПБ  ; Cu ; XF ; 22 ; foma71 ; 2612 
 556 ; 2 копейки ; 1894 ; СПБ  ; Cu ; F+ ; 4 ; alex995 ; 12 
 557 ; 2 копейки ; 1895 ; СПБ  ; Cu ; VF+ ; 63 ; niva ; 2267 
 558 ; 2 копейки ; 1896 ; СПБ  ; Cu ; F-VF ; 26 ; SKV ; 123 
 559 ; 2 копейки ; 1897 ; СПБ  ; Cu ; VF ; 19 ; foma71 ; 1020 
 560 ; 2 копейки ; 1898 ; СПБ  ; Cu ; VF+ ; 32 ; fano ; 714 
 561 ; 2 копейки ; 1900 ; СПБ  ; Cu ; VF- ; 16 ; aleks-2007 ; 585 
 562 ; 2 копейки ; 1901 ; СПБ  ; Cu ; F ; 8 ; moneta ; 20 
 563 ; 2 копейки ; 1902 ; СПБ  ; Cu ; VF+ ; 70 ; alisa ; 1152 
 564 ; 2 копейки ; 1903 ; СПБ  ; Cu ; XF- ; 27 ; wladimir1972 ; 1372 
 565 ; 2 копейки ; 1904 ; СПБ  ; Cu ; F-VF ; 27 ; skia ; 46 
 566 ; 2 копейки ; 1905 ; СПБ  ; Cu ; VF ; 25 ; SKV ; 51 
 567 ; 2 копейки ; 1906 ; СПБ  ; Cu ; VF-XF ; 23 ; wladimir1972 ; 1587 
 568 ; 2 копейки ; 1907 ; СПБ  ; Cu ; VF+ ; 42 ; арбат ; 520 
 569 ; 2 копейки ; 1908 ; СПБ  ; Cu ; VF+ ; 36 ; piter_k ; 337 
 570 ; 2 копейки ; 1909 ; СПБ  ; Cu ; AU ; 36 ; Олег33 ; 1236 
 571 ; 2 копейки ; 1910 ; СПБ  ; Cu ; VF ; 17 ; арбат ; 408 
 572 ; 2 копейки ; 1911 ; СПБ  ; Cu ; XF ; 47 ; Данила ; 589 
 573 ; 2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 68 ; IrinaM ; 257 
 574 ; 2 копейки ; 1913 ; СПБ  ; Cu ; VF+ ; 16 ; uin1972 ; 51 
 475 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F+ ; 20 ; ADD ; 157 
 476 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F ; 22 ; lchernata ; 368 
 477 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 32 ; skir ; 173 
 478 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 15 ; кабан ; 82 
 479 ; 2 копейки ; 1758 ; Гурт надп. Екатер.  ; Cu ; F-VF ; 49 ; xabib ; 465 
 480 ; 2 копейки ; 1759 ;  ; Cu ; VF- ; 47 ; o.k. ; 204 
 481 ; 2 копейки ; 1760 ;  ; Cu ; F-VF ; 22 ; skir ; 117 
 482 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 8 ; Вов ; 200 
 483 ; 2 копейки ; 1762 ; Номинал под гербом  ; Cu ; F-VF ; 50 ; Dan Petary ; 340 
 484 ; 2 копейки ; 1763 ; ММ  ; Cu ; F-VF ; 54 ; skir ; 114 
 485 ; 2 копейки ; 1763 ; ММ  ; Cu ; VF- ; 68 ; olq ; 227 
 486 ; 2 копейки ; 1763 ; СПМ  ; Cu ; F-VF ; 28 ; xabib ; 294 
 487 ; 2 копейки ; 1764 ; ММ  ; Cu ; F+ ; 55 ; Poiuyt ; 129 
 488 ; 2 копейки ; 1765 ; ММ  ; Cu ; F+ ; 14 ; olq ; 135 
 489 ; 2 копейки ; 1765 ; СПМ  ; Cu ; F+ ; 63 ; marat-vojag ; 114 
 490 ; 2 копейки ; 1766 ; ММ  ; Cu ; F-VF ; 88 ; Blagorodie ; 142 
 491 ; 2 копейки ; 1766 ; СПМ  ; Cu ; F+ ; 47 ; olq ; 227 
 492 ; 2 копейки ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 41 ; кабан ; 999 
 493 ; 2 копейки ; 1769? ; "КМ ""Сибирь"" " ; Cu ; F ; 44 ; кабан ; 502 
 494 ; 2 копейки ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 55 ; кабан ; 642 
 495 ; 2 копейки ; 1779? ; "КМ ""Сибирь"" " ; Cu ; F+ ; 11 ; кабан2 ; 1134 
 496 ; 2 копейки ; 1788 ; ММ  ; Cu ; F-VF ; 36 ; fano ; 512 
 497 ; 2 копейки ; 1788 ; СПМ  ; Cu ; F-VF ; 40 ; арбат ; 429 
 498 ; 2 копейки (Петров-6р, Ильин-8р) ; 1793 ; АМ  ; Cu ; F+ ; 39 ; Чичибан ; 9066 
 499 ; 2 копейки ; 1798 ; АМ  ; Cu ; F-VF ; 46 ; first ; 126 
 500 ; 2 копейки ; 1798 ; КМ  ; Cu ; F-VF ; 29 ; evgenijzhuk ; 718 
 501 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; VF- ; 97 ; piter_k ; 567 
 502 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F-VF ; 63 ; piter_k ; 262 
 503 ; 2 копейки ; 1801 ; КМ  ; Cu ; F-VF ; 44 ; first ; 267 
 504 ; 2 копейки ; 1802 ; ЕМ  ; Cu ; VF- ; 51 ; kapital ; 17340 
 505 ; 2 копейки (Ильин-1р) ; 1803 ; ЕМ  ; Cu ; F+ ; 141 ; kapital ; 10314 
 506 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F-VF ; 71 ; mars6307 ; 340 
 507 ; 2 копейки ; 1810 ; КМ  ; Cu ; F-VF ; 19 ; olq ; 153 
 508 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; VF- ; 46 ; olq ; 459 
 509 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; F+ ; 28 ; tati1545 ; 53 
 510 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF+ ; 20 ; PSP ; 214 
 511 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; VF- ; 43 ; gelind ; 55 
 512 ; 2 копейки ; 1812 ; КМ АМ  ; Cu ; F-VF ; 12 ; PSP ; 333 
 513 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; VF- ; 18 ; PSP ; 308 
 514 ; 2 копейки ; 1813 ; СПБ ПС  ; Cu ; VF+ ; 44 ; А25 ; 420 
 515 ; 2 копейки ; 1813 ; ИМ ПС  ; Cu ; VF ; 34 ; А25 ; 347 
 516 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; F+ ; 19 ; olq ; 27 
 517 ; 2 копейки ; 1814 ; КМ АМ  ; Cu ; F ; 14 ; кабан ; 27 
 518 ; 2 копейки ; 1816 ; ЕМ НМ  ; Cu ; F-VF ; 7 ; jef688 ; 18 
 519 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; VF- ; 7 ; natallli ; 18 
 520 ; 2 копейки ; 1818 ; ЕМ НМ  ; Cu ; VF ; 8 ; wal ; 204 
 521 ; 2 копейки ; 1820 ; ЕМ НМ  ; Cu ; VF- ; 30 ; olq ; 43 
 522 ; 2 копейки ; 1820 ; КМ АД  ; Cu ; F+ ; 4 ; SadKo ; 51 
 523 ; 2 копейки ; 1821 ; КМ АД  ; Cu ; F-VF ; 8 ; g.s.g ; 68 
 524 ; 2 копейки ; 1823 ; ЕМ ФГ  ; Cu ; VF- ; 18 ; olq ; 130 
 425 ; 5 копеек ; 1862 ; ЕМ  ; Cu ; VF ; 61 ; 2007 ; 2002 
 426 ; 5 копеек ; 1868 ; ЕМ  ; Cu ; VF ; 24 ; vasily ; 352 
 427 ; 5 копеек ; 1870 ; ЕМ  ; Cu ; VF- ; 82 ; uin1972 ; 263 
 428 ; 5 копеек ; 1872 ; ЕМ  ; Cu ; F+ ; 34 ; jef688 ; 36 
