 5643 ; Лот бон Монголии, 100 шт ;  ;  ;  ; AU ; 27 ; Rotas ; 1275 
 809 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 17 ; bniuyt ; 75 
 810 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF-XF ; 7 ; стм ; 105 
 811 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 15 ; bniuyt ; 181 
 812 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; VF+ ; 30 ; sato ; 257 
 813 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 31 ; Пограничник ; 246 
 814 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 13 ; ShYrik_RUS ; 64 
 815 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF- ; 13 ; sinus ; 261 
 816 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 28 ; bek-1 ; 229 
 817 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 29 ; bniuyt ; 161 
 818 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 41 ; maymuse ; 248 
 819 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 24 ; Jauho ; 143 
 820 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F+ ; 22 ; Jauho ; 419 
 821 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; VG ; 23 ; vladmarkin ; 363 
 822 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F+ ; 54 ; Rosomaha ; 1157 
 823 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; VG ; 24 ; Jauho ; 363 
 824 ; Монета допетровская ;  ;  ; Ag ; F ; 13 ; viridis ; 51 
 825 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 12 ; rirosrob ; 53 
 826 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; 1879 ; 75 
 827 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F- ; 37 ; стм ; 257 
 828 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 19 ; Санёк А... ; 90 
 829 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 13 ; Геолог ; 53 
 830 ; Денга ; после 1696 ; Петр Алексеевич ; Ag ; F ; 74 ; АэробикаUA ; 2009 
 831 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 12 ; aziya11 ; 90 
 832 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; prostor.71 ; 39 
 833 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 68 ; Майкл ; 239 
 834 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F- ; 10 ; Andrei2007 ; 75 
 835 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; sinus ; 127 
 836 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 31 ; сокол ; 646 
 837 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 20 ; rirosrob ; 53 
 838 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; rirosrob ; 90 
 839 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VG ; 12 ; aziya11 ; 105 
 840 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 13 ; Andrei2007 ; 68 
 841 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 18 ; Andrei2007 ; 67 
 842 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VG ; 18 ; Andrei2007 ; 82 
 843 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 31 ; сокол ; 567 
 844 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VG ; 15 ; rirosrob ; 53 
 845 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; XF ; 11 ; prostor.71 ; 39 
 846 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; rirosrob ; 46 
 847 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 15 ; aziya11 ; 192 
 848 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 32 ; aziya11 ; 194 
 849 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 11 ; prostor.71 ; 43 
 850 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 11 ; aziya11 ; 90 
 851 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 46 
 852 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 13 ; aziya11 ; 90 
 853 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; prostor.71 ; 43 
 854 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 16 ; Andrei2007 ; 45 
 755 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 33 ; viridis ; 429 
 756 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 32 ; slando ; 213 
 757 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F- ; 9 ; vatjalais ; 105 
 758 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F+ ; 14 ; Норман ; 105 
 759 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 31 ; Monah ; 226 
 760 ; Денга. Борис Годунов. Новгород ; 1598-1605 ;  ; Ag ; F+ ; 27 ; misha2000 ; 105 
 761 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 29 ; Норман ; 127 
 762 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F- ; 7 ; aziya11 ; 82 
 763 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; XF- ; 16 ; aziya11 ; 162 
 764 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 40 ; bniuyt ; 153 
 765 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 53 ; Норман ; 705 
 766 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 79 
 767 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 29 ; sato ; 247 
 768 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 63 ; bniuyt ; 308 
 769 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 35 ; aziya11 ; 67 
 770 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 18 ; aziya11 ; 82 
 771 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Пограничник ; 207 
 772 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 11 ; Monah ; 84 
 773 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 28 ; bniuyt ; 136 
 774 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF+ ; 63 ; Норман ; 2810 
 775 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF- ; 25 ; Monah ; 606 
 776 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; XF ; 22 ; 1879 ; 197 
 777 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; Звездолёты ; 89 
 778 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; Санёк А... ; 55 
 779 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; Hotey ; 51 
 780 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 26 ; rirosrob ; 70 
 781 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F- ; 11 ; aziya11 ; 58 
 782 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 24 ; серж 4-4 ; 51 
 783 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 53 
 784 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 13 ; АэробикаUA ; 105 
 785 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 51 
 786 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 12 ; prostor.71 ; 39 
 787 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 53 
 788 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 14 ; Майкл ; 67 
 789 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 16 ; tanker1975 ; 57 
 790 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 22 ; ГдРъ ; 123 
 791 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; 2605 ; 56 
 792 ; Копейка ; 1618-ок.1626 ; Михаил Федорович Ярославль ; Ag ; F-VF ; 22 ; Норман ; 453 
 793 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F+ ; 11 ; aziya11 ; 62 
 794 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VG ; 11 ; Jauho ; 118 
 795 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F ; 32 ; bniuyt ; 164 
 796 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 14 ; Jauho ; 105 
 797 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 17 ; Jauho ; 111 
 798 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F ; 35 ; sato ; 184 
 799 ; Копейка ; 1645-1676 ; Алексей Михайлович Кукейнойский ден.двор ; Cu ; G ; 18 ; sher60 ; 1262 
 800 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F+ ; 82 ; bniuyt ; 204 
 801 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F ; 29 ; Геолог ; 318 
 802 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F ; 9 ; aziya11 ; 57 
 803 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F ; 8 ; aziya11 ; 58 
 804 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F- ; 22 ; aziya11 ; 141 
 705 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF ; 27 ; Норман ; 918 
 706 ; Полушка. Федор Иванович ; 1584-1598 ;  ; Ag ; VG ; 45 ; Норман ; 906 
 707 ; Полушка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; G ; 37 ; val211 ; 354 
 708 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; G ; 39 ; aziya11 ; 290 
 709 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; VG ; 23 ; Ивпага ; 126 
 710 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 43 ; Rosomaha ; 1318 
 711 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 43 ; Норман ; 413 
 712 ; Денга. Князь Андрей Дмитриевич ; 1389-1432 ; Удельное Княжество Можайское ; Ag ; F+ ; 39 ; sher60 ; 1039 
 713 ; Денга. Князь Василий Иванович ; после 1456 ; Великое Княжество Рязанское ; Ag ; VG ; 34 ; стм ; 4873 
 714 ; Денга. Удельное кн-во Ростовское. Андрей Федорович ; 1331-1409 ;  ; Ag ; F ; 26 ; Dahan ; 1211 
 715 ; Денга. Суздальско-Нижегородское кн-во. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; VG ; 33 ; Al777 ; 709 
 716 ; Денга. Суздальско-Нижегородское кн-во. Даниил Борисович ; 15в ;  ; Ag ; F+ ; 21 ; sinus ; 1746 
 717 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; VF- ; 68 ; Al777 ; 1479 
 718 ; Денга ; 1432-1485 ; Удельное Княжество Верейское ; Ag ; F-VF ; 28 ; sato ; 2029 
 719 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VG ; 32 ; Норман ; 261 
 720 ; Денга. Князь Юрий Дмитриевич .Утеряна часть монеты ; 1389-1434 ; Галичское Удельное Княжество ; Ag ; VG ; 27 ; Dahan ; 451 
 721 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 66 ; Rosomaha ; 4609 
 722 ; Денга. Инкузный след ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 21 ; Апрель ; 723 
 723 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 26 ; aziya11 ; 363 
 724 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 41 ; Monah ; 456 
 725 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 15 ; Апрель ; 906 
 726 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 84 ; val211 ; 663 
 727 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 28 ; Rosomaha ; 1599 
 728 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; G ; 19 ; Jauho ; 132 
 729 ; Четвереца. Василий III Иванович ; 1505-1533 ;  ; Ag ; G ; 57 ; пузиков ; 693 
 730 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F ; 26 ; Ивпага ; 104 
 731 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 53 ; Monah ; 152 
 732 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 24 ; АэробикаUA ; 255 
 733 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 10 ; Jauho ; 67 
 734 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 16 ; ГдРъ ; 91 
 735 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 63 ; Норман ; 312 
 736 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 18 ; Норман ; 129 
 737 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F+ ; 24 ; Jauho ; 69 
 738 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 14 ; стм ; 102 
 739 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 18 ; ShYrik_RUS ; 67 
 740 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; aziya11 ; 72 
 741 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 15 ; Ивпага ; 91 
 742 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; aziya11 ; 68 
 743 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; aziya11 ; 93 
 744 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 17 ; volanter ; 83 
 745 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 16 ; aziya11 ; 79 
 746 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F- ; 9 ; aziya11 ; 120 
 747 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F/VG ; 15 ; aziya11 ; 51 
 748 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 27 ; ppp ; 146 
 749 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VG ; 20 ; aziya11 ; 51 
 750 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 10 ; 21011984andrei ; 110 
 751 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VG ; 32 ; aziya11 ; 125 
 752 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F- ; 15 ; aziya11 ; 68 
 753 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 28 ; пузиков ; 234 
 754 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F+ ; 13 ; aziya11 ; 53 
 655 ; 1 пенни. Цифра "3" в дате низкая ; 1903 ; Финляндия ; Cu ; XF+ ; 24 ; Ok203 ; 866 
 656 ; 1 пенни ; 1904 ; Финляндия ; Cu ; VG ; 13 ; flutter ; 340 
 657 ; 1 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 9 ; SSS200 ; 227 
 658 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF- ; 17 ; SSS200 ; 227 
 659 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF- ; 28 ; temichek ; 125 
 660 ; 1 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 9 ; grizlimays ; 102 
 661 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 17 ; LIV ; 133 
 662 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF ; 39 ; temichek ; 118 
 663 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF ; 20 ; 1178 ; 79 
 664 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 8 ; temichek ; 102 
 665 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 10 ; 1178 ; 63 
 666 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 16 ; 1178 ; 91 
 667 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 16 ; temichek ; 102 
 668 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF ; 20 ; freelancer ; 278 
 669 ; Лот монет России: 1 грош (3шт) ;  ;  ; Cu ; VG/G ; 32 ; franklin ; 312 
 670 ; Лот монет России (10шт): 1коп ; 1876-1915 ;  ; Cu ; VF+/F- ; 30 ; GORN ; 454 
 671 ; Лот монет России (9шт): 2,1коп ; 1911-1915 ;  ; Cu ; VF-XF/VF- ; 47 ; XF ; 536 
 672 ; Лот монет России (15шт): 3,2,1коп ; 1801-1915 ;  ; Cu ; VF+/G ; 36 ; alex2016 ; 809 
 673 ; Лот монет России (2шт): 3коп,2коп ; 1852-1863 ;  ; Cu ; F+/VG ; 22 ; fynb,bjnbr ; 431 
 674 ; Лот монет России (3шт): 2коп,1коп,денежка ; 1758-1852 ;  ; Cu ; VG ; 33 ; igorr ; 385 
 675 ; Лот монет России: 5,2,1 коп (5шт) ; 1712-1758 ;  ; Cu ; VG/G ; 48 ; Andjey2878 ; 3764 
 676 ; Лот монет России: 5,3,2,1 коп (8шт) ; 1768-1873 ;  ; Cu ; VG ; 25 ; гш888 ; 1301 
 677 ; Лот монет Финляндии: 5 пенни (33шт) ; 1899-1917 ;  ; Cu ; XF-/F+ ; 60 ; mikhail342 ; 2259 
 678 ; Лот монет России: 3 копейки (9шт) ; 1877-1915 ;  ; Cu ; F-/G ; 29 ; mvp ; 514 
 679 ; Лот монет России (16шт): 1коп,1/2коп,1/4коп,5пенни ; 1824-1916 ;  ; Cu ; F-VF/G ; 38 ; omronin ; 1632 
 680 ; Лот монет России (14шт): 10коп,5коп,3коп,2коп,10пенни ; 1801-1914 ;  ; Cu ; F+/VG ; 66 ; omronin ; 1826 
 681 ; Лот монет России (13шт): 2коп,денга,полушка ; 18в ;  ; Cu ; VG/G ; 57 ; гш888 ; 1711 
 682 ; Лот монет России: 2 коп (11шт) ; 1811-1870 ;  ; Cu ; F/G ; 49 ; гш888 ; 510 
 683 ; Лот монет России: 5,3,2 коп, полушка (10шт) ; 1702-1868 ;  ; Cu ; VG/G ; 74 ; хабар ; 1281 
 684 ; Лот монет России: 2 коп (11шт) ; 1811-1826 ;  ; Cu ; F-/G ; 31 ; гш888 ; 531 
 685 ; Лот монет России: 5,3,2,1 коп, денга 19шт ; 18,19 века ;  ; Cu ; VG/G ; 76 ; viv007 ; 2868 
 686 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 38 ; Cobrador11 ; 2233 
 687 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 23 ; нумизмат ; 1917 
 688 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 42 ; Shalex ; 800 
 689 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 24 ; Estimate ; 763 
 690 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 39 ; нумизмат ; 1632 
 691 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 29 ; Апрель ; 1533 
 692 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; 15в ;  ; Ag ; VF- ; 74 ; Rosomaha ; 1353 
 693 ; Денга. Князь Петр Дмитриевич ; 15в ; Дмитровское Удельное Княжество ; Ag ; F-VF ; 45 ; Dahan ; 4194 
 694 ; Денга ; 1425-1510 ; Псков ; Ag ; VF+ ; 84 ; lupus47 ; 12891 
 695 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; VF- ; 95 ; lupus47 ; 4598 
 696 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F ; 46 ; Al777 ; 787 
 697 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 57 ; dfg ; 787 
 698 ; Денга. Новгород ; 1420-1478 ;  ; Ag ; F+ ; 38 ; Al777 ; 788 
 699 ; Денга ; 1425-1510 ; Псков ; Ag ; F+ ; 85 ; Al777 ; 1794 
 700 ; Денга ; 1425-1510 ; Псков ; Ag ; F+ ; 58 ; val211 ; 1794 
 701 ; Денга ; 1425-1510 ; Псков ; Ag ; F+ ; 71 ; Al777 ; 1777 
 702 ; Пуло допетровское ;  ;  ; Cu ; VG ; 24 ; пузиков ; 716 
 703 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; VG ; 27 ; aziya11 ; 165 
 704 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 41 ; kuzma-1 ; 622 
 605 ; Полушка ; 1767 ; ЕМ ; Cu ; VG/F- ; 12 ; ivan1569 ; 100 
 606 ; Полушка ; 1769 ; ЕМ ; Cu ; F ; 14 ; Basilio ; 204 
 607 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 32 ; kornum ; 1274 
 608 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F- ; 18 ; obr73 ; 273 
 609 ; Полушка ; 1771 ; ЕМ ; Cu ; F+ ; 19 ; kornum ; 456 
 610 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 17 ; sibirian ; 249 
 611 ; Полушка ; 1773 ; КМ "Сибирь" ; Cu ; F ; 15 ; Михалыч57 ; 666 
 612 ; Полушка ; 1790 ; ЕМ ; Cu ; F+ ; 9 ; sneg96 ; 90 
 613 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VG ; 30 ; DIMA 57 ; 270 
 614 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF+ ; 25 ; CaesarAugustus ; 859 
 615 ; Полушка ; 1850 ; ЕМ ; Cu ; VF+ ; 25 ; olq ; 872 
 616 ; Полушка ; 1852 ; ЕМ ; Cu ; VF- ; 16 ; почтальон ; 473 
 617 ; Полушка ; 1854 ; ЕМ ; Cu ; VG ; 18 ; Каенн ; 189 
 618 ; Полушка ; 1859 ; ЕМ ; Cu ; F+ ; 109 ; почтальон ; 616 
 619 ; 1/4 копейки ; 1878 ; СПБ ; Cu ; VF+ ; 55 ; musik ; 3330 
 620 ; 1/4 копейки ; 1879 ; СПБ ; Cu ; VF+ ; 46 ; max96 ; 5304 
 621 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 37 ; EMF ; 1540 
 622 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 25 ; почтальон ; 705 
 623 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; VF ; 42 ; TiBuL ; 793 
 624 ; 3 копейки. Оккупация ; 1916J ;  ; Fe ; VF+ ; 18 ; Каенн ; 1625 
 625 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF- ; 19 ; mikhail342 ; 204 
 626 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF- ; 16 ; Dentum ; 858 
 627 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 25 ; A.G ; 833 
 628 ; 5 пенни ; 1899 ; Финляндия ; Cu ; F-VF ; 6 ; mikhail342 ; 77 
 629 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF- ; 3 ; mikhail342 ; 50 
 630 ; 5 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 7 ; mikhail342 ; 68 
 631 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF- ; 9 ; Andrei2007 ; 62 
 632 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF ; 6 ; Andrei2007 ; 62 
 633 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 12 ; sibirian ; 67 
 634 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 11 ; 1879 ; 102 
 635 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 15 ; серж 4-4 ; 67 
 636 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 11 ; sibirian ; 67 
 637 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 16 ; 1879 ; 204 
 638 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 21 ; freelancer ; 306 
 639 ; 1 пенни ; 1873 ; Финляндия ; Cu ; XF- ; 48 ; Каенн ; 1960 
 640 ; 1 пенни ; 1874 ; Финляндия ; Cu ; XF+ ; 35 ; Каенн ; 1896 
 641 ; 1 пенни ; 1875 ; Финляндия ; Cu ; XF ; 30 ; kornum ; 1657 
 642 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 20 ; SSS200 ; 337 
 643 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 11 ; SSS200 ; 227 
 644 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF+ ; 24 ; Vasiliy_t ; 567 
