 3217 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Sky2 ; 35 
 1261 ; Один червонец ; 1981 ; ММД  ; Au ; AU ; 42 ; wladimir1972 ; 6985 
 1262 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 75 ; Valeriy ; 1275 
 1263 ; Рубль ; 1921 ; (АГ)  ; Ag ; AU ; 66 ; Kolya-kms ; 5070 
 1264 ; Рубль ; 1921 ; (АГ)  ; Ag ; AU ; 63 ; irinka ; 3191 
 1265 ; Рубль ; 1921 ; (АГ)  ; Ag ; AU ; 58 ; baz1960 ; 3452 
 1266 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 33 ; garry ; 1385 
 1267 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 26 ; baz1960 ; 1655 
 1268 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; XF+ ; 36 ; uin1972 ; 958 
 1269 ; 50 копеек ; 1922 ; (АГ)  ; Ag ; XF-/VF+ ; 29 ; alexandervolkov ; 432 
 1270 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; VF ; 19 ; den_ff ; 357 
 1271 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; XF+ ; 21 ; dusik311 ; 306 
 1272 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; XF ; 14 ; klm ; 266 
 1273 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; XF+ ; 19 ; klm ; 290 
 1274 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF- ; 8 ; rbcrf ; 212 
 1275 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF ; 16 ; erfahren ; 184 
 1276 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF+/AU ; 24 ; hantas ; 241 
 1277 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; AU ; 23 ; hantas ; 355 
 1278 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF+ ; 8 ; Simpaga ; 306 
 1279 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; AU ; 23 ; den_ff ; 643 
 1280 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; VF+ ; 50 ; focus-nik2006 ; 354 
 1281 ; 2 рубля. В коробке ; 1999 ; ММД К.Л.Хетагуров  ; Ag ; Proof ; 82 ; Valeriy ; 5983 
 1282 ; "Набор монет СССР (3шт): 5,3,1 р. "" 70 лет Октябрьской революции"". В коробке" ; 1987 ;  ; Cu/Ni ; Proof ; 32 ; Скрудж ; 707 
 1283 ; "Набор монет ""50 лет Советской власти"": 1 рубль, 50,20,15,10 коп (5шт+жетон). Упаковка" ; 1967ЛМД ;  ; Cu/Ni ; UNC ; 47 ; mifod ; 1005 
 1284 ; 10 рублей ; 2004ММД ; Ряжск ; биметалл ; AU ; 13 ; aleksius ; 25 
 1285 ; 10 рублей ; 2007 ; Великий Устюг. Древние города  ; биметалл ; AU ; 56 ; bethowen ; 77 
 1286 ; 15 копеек ; 1921 ;  ; Ag ; VF+ ; 26 ; alexandervolkov ; 1224 
 1287 ; 10 копеек ; 1921 ;  ; Ag ; XF- ; 34 ; Конрос бид 32 ; 1824 
 1288 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 34 ; Basilio ; 898 
 1289 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 43 ; Алек ; 224 
 1290 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 74 ; KORNEJ ; 128 
 1291 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 40 ; hantas ; 75 
 1292 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберг ; Cu-Ni ; Proof ; 53 ; tisa66 ; 5102 
 1135 ; Настольная медаль. Дом городского совета в Ганновере. Сертификат ; 1987 ;  ; Ag ; Proof ; 28 ; QSL ; 510 
 1136 ; Настольная медаль. Церковь Креста в Ганновере. Сертификат ; 1979 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1137 ; Настольная медаль. Ратуша в Ганновере. Сертификат ; 1984 ;  ; Ag ; Proof ; 4 ; QSL ; 510 
 1138 ; Настольная медаль. 150 лет церкви в Ганновере. Сертификат ; 1974 ;  ; Ag ; AU ; 3 ; lucy ; 500 
 1139 ; Настольная медаль. 110 лет зоопарку в Ганновере. Медведь. Сертификат ; 1975 ;  ; Ag ; Proof ; 4 ; QSL ; 510 
 1140 ; Настольная медаль. Оперный театр в Ганновере. Сертификат ; 1976 ;  ; Ag ; Proof ; 5 ; МЮВ ; 521 
 1141 ; Настольная медаль. Дом Лейбница в Ганновере. Сертификат ; 1981 ;  ; Ag ; Proof ; 5 ; Mike! ; 521 
 1142 ; Настольная медаль. Ворота в Ганновере. Сертификат ; 1975 ;  ; Ag ; Proof ; 27 ; lucy ; 500 
 1143 ; Настольная медаль. Луиза, королева Пруссии. Упаковка. Сертификат ; 1976 ;  ; Ag ; UNC ; 5 ; Snakesar ; 525 
 1144 ; Настольная медаль. Дворец Вангенхайм в Ганновере. Сертификат ; 1986 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1145 ; Настольная медаль. 75 лет Ратуше в Ганновере. Сертификат ; 1988 ;  ; Ag ; Proof ; 4 ; QSL ; 510 
 1146 ; Настольная медаль. Башня в Ганновере. Сертификат ; 1983 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1147 ; Настольная медаль. Площадь Кропке в Ганновере. Сертификат ; 1978 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1148 ; Настольная медаль. 110 лет зоопарку в Ганновере. Фламинго. Сертификат ; 1975 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1149 ; Настольная медаль. 100 лет со дня провозглашения Отто фон Бисмарка канцлером Германии. Сертификат ; 1971 ;  ; Ag ; AU ; 4 ; Mike! ; 510 
 1150 ; Настольная медаль. 125 лет зоопарку в Ганновере. Обезьяны. Сертификат ; 1990 ;  ; Ag ; Proof ; 18 ; Mike! ; 421 
 1151 ; Настольная медаль. Чемпионат мира по футболу в Италии. Сертификат ; 1990 ;  ; Ag ; Proof ; 6 ; levsha ; 510 
 1152 ; Настольная медаль. Рождество. Германия. Сертификат ; 1980 ;  ; Ag ; Proof ; 17 ; Ромбор ; 612 
 1153 ; Настольная медаль. Серебряный юбилей вступления на престол. Елизавета II. Сертификат ;  ;  ; Ag ; Proof ; 24 ; Mike! ; 563 
 1154 ; Настольная медаль. Бундесвер. ФРГ. Сертификат ;  ;  ; Ag ; Proof ; 3 ; lucy ; 400 
 1155 ; Настольная медаль. Хуан Карлос I и София - король и королева Испании. Сертификат ;  ;  ; Ag ; Proof ; 4 ; QSL ; 408 
 1156 ; Настольная медаль. 150 лет церкви в Ганновере. Сертификат ; 1974 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1157 ; Настольная медаль. Покровительница Баварии. Сертификат ;  ;  ; Ag ; Proof ; 4 ; Ромбор ; 608 
 1158 ; Настольная медаль. Основание Ганновера в 1584 г.. Сертификат ; 1980 ;  ; Ag ; Proof ; 5 ; lucy ; 500 
 1159 ; Настольная медаль. 100 лет со дня рождения Конрада Адэнауэра. Сертификат ; 1976 ;  ; Ag ; Proof ; 3 ; lucy ; 400 
 1160 ; Настольная медаль. 200 лет со дня принятия Декларации Независимости США. Сертификат ;  ;  ; Ag ; Proof ; 6 ; LovinCoin-2005 ; 450 
 1161 ; Настольная медаль. Бальный зал в Ганновере. Сертификат ; 1977 ;  ; Ag ; Proof ; 3 ; lucy ; 500 
 1162 ; Настольная медаль.  На память о жертвах войны 1942-1943. Сертификат ;  ;  ; Ag ; Proof ; 2 ; Mike! ; 473 
 1163 ; Настольная медаль. Добыча серебра. Сертификат ; 1968 ;  ; Ag ; XF ; 31 ; Ромбор ; 1762 
 1164 ; Настольная медаль. 110 лет зоопарку в Ганновере. Слоны. Сертификат ; 1975 ;  ; Ag ; Proof ; 13 ; lucy ; 500 
 1165 ; Настольная медаль. Церковь Св. Эгидия в Ганновере. Сертификат ; 1982 ;  ; Ag ; Proof ; 5 ; lucy ; 500 
 1166 ; Медаль. Жизнеописание Людовика II (877-879). Франция ; 1839 ;  ; Br ; XF+ ; 85 ; G.R.O.S.S. ; 2357 
 1167 ; Медаль. Жизнеописание Людовика VIII (1223-1226). Франция ; 1837 ;  ; Br ; XF+ ; 81 ; G.R.O.S.S. ; 2468 
 1168 ; Медаль. Ватикан, Пий XII (1939-1958) ; 1958 ;  ; Ag ; Proof ; 14 ; кузин ; 1200 
 1169 ; Медаль. Собор Святого Павла. Франция. Людовик XIII (1610-1643) ; 1627 ;  ; Br ; VF- ; 24 ; УГРЮМЫЙ ; 708 
 1170 ; Медаль. Бельгия. Леопольд I (1831-1865) ; 1848 ;  ; Br ; VF-XF ; 24 ; G.R.O.S.S. ; 1050 
 1171 ; Жетон. Гиппократ. Франция, 3-я республика (1871-1940) ;  ;  ; Ag ; VF-XF ; 51 ; RAPAN ; 1181 
 1172 ; Медаль. Анна Австрийская, жена Людовика XIII. Франция, Людовик XIV (1643-1715) ; 20в ;  ; Ag ; XF ; 66 ; RAPAN ; 5021 
 1173 ; Жетон. Привратности войн. Геркулес, опирающийся на дубину. Франция, Людовик XV (1715-1774) ; 1727 ;  ; Ag ; VF+ ; 27 ; rnv_64 ; 906 
 1174 ; Жетон. Привратности войн. Геркулес убивает дракона. Франция, Людовик XV (1715-1774) ; 1739 ;  ; Ag ; VF+ ; 33 ; rnv_64 ; 1061 
 1175 ; Жетон. Привратности войн. Львы среди скал. Франция, Людовик XV (1715-1774) ; 1770 ;  ; Ag ; XF ; 44 ; petrserebr ; 1115 
 1176 ; Жетон. Консультативная палата искусств и фабрик Рубэ. Франция, Луи Филипп I (1830-1848) ;  ;  ; Ag ; VF+ ; 22 ; sherif-69 ; 924 
 1177 ; Знак. Почетный строитель тяжелой индустрии СССР №3237 ;  ;  ; Ж/м, эмаль ; VF-XF ; 51 ; AAE2006 ; 7650 
 1178 ; Жетон ЛМД. Упаковка ;  ;  ; Ж/м ; UNC ; 21 ; natallli ; 21 
 1179 ; Настольная медаль. Ворота в Ганновере. Сертификат ; 1975 ;  ; Ag ; AU ; 10 ; QSL ; 510 
 1180 ; Настольная медаль. Эрнст-Август (король Ганновера). Сертификат ;  ;  ; Ag ; AU ; 80 ; Георг ; 1611 
 1181 ; Настольная медаль. Рыночная церковь в Ганновере. Сертификат ;  ;  ; Ag ; Proof ; 12 ; xabib ; 533 
 1182 ; Настольная медаль. Городской Зал в Ганновере. Сертификат ; 1985 ;  ; Ag ; Proof ; 11 ; МЮВ ; 503 
 1183 ; Настольная медаль. Эрнст фон Бандель. Сертификат ; 1976 ;  ; Ag ; Proof ; 14 ; QSL ; 503 
 1184 ; Настольная медаль. 125 лет церкви Христа в Ганновере. Сертификат ; 1989 ;  ; Ag ; Proof ; 11 ; igor_r65 ; 505 
 1085 ; Медаль в память коронования Александра III в 1883г ;  ;  ; Cu ; F-VF ; 42 ; kuril ; 897 
 1086 ; Медаль в память победы при Гангуте. Петр I ;  ;  ; Br ; F-VF ; 130 ; ЧАС ; 5213 
 1087 ; Медаль в память 200 летия победы над Шведами при Полтаве. Петр I ; 1909 ;  ; Br ; F+ ; 26 ; start ; 2500 
 1088 ; Медаль в честь Отечественной войны ; 1912 ;  ; Br ; VF-XF ; 10 ; AAE2006 ; 2081 
 1089 ; Медаль в память 300-летия царствования дома Романовых ; 1613-1913 ;  ; Br ; F-VF ; 42 ; VEU3 ; 500 
 1090 ; "Жетон на смерть имп. Петра I ""Общая печаль"". Ремонт" ; 1725 ;  ; Ag ; VF ; 22 ; ЧАС ; 10240 
 1091 ; "Жетон ""1856-1906 БСМЗ""" ;  ;  ; Ag ; VF- ; 8 ; Георг ; 1351 
 1092 ; Жетон в память великой войны. Имп. Николай II ;  ;  ; Br ; F-VF ; 33 ; lvl555 ; 1020 
 1093 ; Жетон. Первый русский парламент - государственная дума ; 1906 ;  ; Ж/м ; VF+ ; 77 ; AAE2006 ; 2315 
 1094 ; Жетон Николай II и президент Французской республики Феликс Фор ;  ;  ; Cu ; VF+ ; 12 ; lvl555 ; 693 
 1095 ; Жетон в память коронования Николая II в 1896г ;  ;  ; Cu ; VF- ; 60 ; ЧАС ; 3324 
 1096 ; Жетон  в память отечественной войны. Пожар Москвы в 1812г. Имп. Александр I ;  ;  ; Br ; VF+ ; 55 ; rlaura ; 4101 
 1097 ; "Жетон. Благодарная Россия царю освободителю"". Имп. Александр II" ; 1898 ;  ; Br ; F-VF ; 47 ; lvl555 ; 1145 
 1098 ; "Жетон. Благодарная Россия царю освободителю"". Имп. Александр II" ; 1898 ;  ; Br ; F-VF ; 13 ; rnv_64 ; 1007 
 1099 ; Жетон в память коронования Александра III в 1883г ;  ;  ; Cu ; XF ; 44 ; AAE2006 ; 2142 
 1100 ; Жетон в память коронования Александра III в 1883г ;  ;  ; Cu ; XF- ; 36 ; AAE2006 ; 2064 
 1101 ; Жетон на открытие памятника имп Александру III в Москве ; 1912 ;  ; Cu ; F+ ; 7 ; QSL ; 449 
 1102 ; Жетон в память коронования Александра III в 1883г ;  ;  ; Ж/м ; VF+ ; 26 ; AAE2006 ; 1726 
 1103 ; Жетон в память кончины кн. С.Н. Трубецкого ; 1905 ;  ; Ж/м ; AU ; 58 ; rlaura ; 4641 
 1104 ; Жетон в память коронования Николая II в 1896г ;  ;  ;  ; F-VF ; 47 ; voyager ; 1168 
 1105 ; Жетон в память великой войны 1914-1915гг. Имп. Николай II ;  ;  ; Br ; F-VF ; 33 ; gelind ; 543 
 1106 ; Жетон. Всероссийский Земский союз. На помощь жертвам войны ;  ;  ; Ж/м ; VF- ; 33 ; os ; 507 
 1107 ; Жетон для пропуска на завод ОКЗ СПб ; 20в ;  ; Ж/м ; F-VF ; 4 ; kuril ; 440 
 1108 ; Платежный жетон 30 копеек ;  ;  ; Ж/м ; F-VF ; 44 ; tati1545 ; 227 
 1109 ; Платежный жетон 15 копеек ;  ;  ; Ж/м ; F-VF ; 26 ; tati1545 ; 216 
 1110 ; Знак. Вензель Имп. Николая II ;  ;  ; Ж/м ; VF- ; 9 ; lucy ; 377 
 1111 ; "Жетон. 300 лет российского военно-морского флота. Линейный корабль ""Св. Павел 1794"". Упаковка" ;  ;  ; Cu-Ni ; Proof ; 26 ; Dмитрий ; 419 
 1112 ; Жетон. 300 лет российского военно-морского флота. Князь Г.А. Потемкин-Таврический. Упаковка ;  ;  ; Cu-Ni ; Proof ; 32 ; Dмитрий ; 419 
 1113 ; Жетон. 300 лет российского военно-морского флота. Чесменское сражение 1770г. Упаковка ;  ;  ; Cu-Ni ; Proof ; 8 ; Dмитрий ; 419 
 1114 ; Медаль + миниатюра. В память 100-летия Кайзера Вильгельма II. Пруссия ; 1897 ;  ; Br ; VF-XF/XF ; 20 ; levsha ; 696 
 1115 ; Медаль за заслуги. Болгария. Фердинанд I ;  ;  ; Ж/м ; XF- ; 230 ; fanil ; 2556 
 1116 ; Медаль за верность и заслуги перед знаменем. Германия ;  ;  ; Br ; XF- ; 107 ; lvl555 ; 1100 
 1117 ; Медаль за I Мировую войну . Германия ;  ;  ; Cu ; XF- ; 122 ; lsp25 ; 1556 
 1118 ; Медаль за верность в I Мировой войне. Германия ; 1914-1918 ;  ; Ж/м ; XF+ ; 78 ; lvl555 ; 1291 
 1119 ; Крест за заслуги. Польша ;  ;  ; Ж/м, эмаль ; VF+ ; 40 ; Mike! ; 462 
 1120 ; "Медаль ""За войну 1941-1945 гг"". Финляндия" ;  ;  ; Cu ; XF+ ; 53 ; djr447 ; 1176 
 1121 ; Медаль. Болгария. 25 лет народной власти ;  ;  ; Ж/м ; AU ; 52 ; veektor ; 305 
 1122 ; Медаль ВМФ за оккупационную службу. США ;  ;  ; Ж/м ; VF-XF ; 23 ; a_kog ; 546 
 1123 ; Полковой памятный крест. Сумма. Финляндия №2547 ; 1939-1940 ;  ; Б/м ; XF- ; 112 ; KVit68 ; 3654 
 1124 ; Полковой памятный крест ополчения и тыла. Финляндия ; 1939-1945 ;  ; Б/м ; XF- ; 40 ; Gari 77 ; 3168 
 1125 ; Знак Ордена Ваза (фрачник). Швеция ; 20 в ;  ; Au?, Ag, э ; XF ; 33 ; priwet ; 2500 
 1126 ; Набор наградных колодок США (8шт) ;  ;  ;  ; AU ; 4 ; koga ; 26 
 1127 ; Жетон. Индия ;  ;  ; Br ; VF-XF ; 53 ; Ромбор ; 212 
 1128 ; Жетон. Индия ;  ;  ; Br ; VF-XF ; 47 ; Dozen ; 171 
 1129 ; Жетон на 100 лет со дня рождения  Вильгельма I (1797-1897). Германия ;  ;  ; Ag ; VF ; 75 ; rnv_64 ; 670 
 1130 ; Жетон Имп. Фердинанд Карл I. Австрия ; 1963 ;  ; Ag ; AU ; 52 ; rnv_64 ; 645 
 1131 ; Жетон. Консульство администрирования денежных средств граждан г. Лиона. Франция ;  ;  ; Ag ; VF-XF ; 49 ; rnv_64 ; 538 
 1132 ; Свадебный жетон. Франция. 3-я республика (1871-1940) ; 1893 ;  ; Ag ; VF-XF ; 20 ; УГРЮМЫЙ ; 612 
 1133 ; Жетон. Пруссия ;  ;  ; Ж/м ; VF- ; 18 ; gelind ; 133 
 1134 ; Жетон. Ватикан. Пьета ;  ;  ; Б/м ; AU ; 12 ; УГРЮМЫЙ ; 261 
 984 ; Монета античная. Рим. Имп. Констанций II ; 324-361 ;  ; Cu ; VF- ; 79 ; Гордиан ; 518 
 985 ; Монета античная. Г. Одесос. Имп. Гордиан III ; 238-344 ;  ; Cu ; VF- ; 39 ; rock_dog ; 531 
 986 ; Монета античная. Рим. Имп. Константин I ; 306-337 ;  ; Cu ; VF- ; 15 ; EA51 ; 408 
 987 ; Антониниан. Рим. Имп. Галлиен ; 253-268 ;  ; Cu ; F-VF ; 46 ; франк ; 350 
 988 ; Прута. Иудея. Имп. Понтий Пилат ; 29 ;  ; Cu ; F+ ; 39 ; lvl555 ; 2408 
 989 ; Монета античная. Рим. Имп. Константин I ; 306-337 ;  ; Cu ; F-VF ; 24 ; gelind ; 426 
 990 ; Монета античная ;  ;  ; Cu ; F-VF ; 26 ; VR62 ; 102 
 991 ; Монета античная. Рим. Имп. Констанций II ; 324-361 ;  ; Cu ; F-VF ; 9 ; xabib ; 209 
 992 ; АЕ-3. Рим. Имп. Иовиан ; 363-364 ;  ; Cu ; F+ ; 9 ; smel ; 214 
 993 ; Монета античная. Г. Адрианополь. Имп. Каракалла ; 198-217 ;  ; Cu ; F-VF ; 23 ; gelind ; 354 
 994 ; Дихалк. Пантикапей ; 100-75 гг до н.э. ;  ; Cu ; F-VF ; 26 ; VR62 ; 306 
 995 ; Антониниан. Рим. Имп. Тетрик II ; 270-273 ;  ; Cu ; F-VF ; 31 ; a_kog ; 455 
 996 ; Фоллис. Рим. Имп. Луциний I ; 308-324 ;  ; Cu ; F+ ; 11 ; a_kog ; 255 
 997 ; 30 грошей. Польша ; 1666 ;  ; Ag ; F+ ; 47 ; SadKo ; 306 
 998 ; 1 орт. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF+ ; 21 ; and000 ; 1391 
 999 ;  Полугрош. ВКЛ. Сигизмунд Август ; 1565 ;  ; Ag ; F-VF ; 29 ; vitapool ; 408 
 1000 ; Полугрош. ВКЛ. Сигизмунд Старый ; 1513 ;  ; Ag ; F-VF ; 34 ; pal553 ; 300 
 1001 ; Солид. Рига. Кристина ; 1650 ;  ; Ag ; VF ; 54 ; vitapool ; 204 
 1002 ; Монета средневековая. Сасаниды ;  ;  ; Ag ; VF- ; 24 ; нумизмат ; 800 
 1003 ; Монета средневековая. Сасаниды ;  ;  ; Ag ; VF- ; 36 ; RuNum1 ; 731 
 1004 ; Монета иностранная ;  ;  ; Ag ; F-VF ; 37 ; s-key ; 714 
 1005 ; Монета иностранная ;  ;  ; Ag ; F-VF ; 26 ; s-key ; 420 
 1006 ; Монета иностранная ;  ;  ; Ag ; F ; 34 ; кузин ; 101 
 1007 ; Дирхем. Крымское ханство ; XV в ;  ; Ag ; F ; 20 ; oks ; 30 
 1008 ; Дирхем. Крымское ханство ; XV в ;  ; Ag ; F+ ; 17 ; VR62 ; 122 
 1009 ; Дирхем. Крымское ханство ; XV в ;  ; Ag ; F ; 27 ; oks ; 28 
 1010 ; Дирхем. Крымское ханство ; XV в ;  ; Ag ; F+ ; 25 ; RuNum1 ; 102 
 1011 ; Дирхем. Крымское ханство ; XV в ;  ; Ag ; F+ ; 6 ; oks ; 27 
 1012 ; 1/4 эре. Швеция ; 1635 ;  ; Cu ; VF- ; 31 ; xabib ; 102 
 1013 ; 1/4 эре. Швеция ; 1637 ;  ; Cu ; VF ; 49 ; xabib ; 160 
 1014 ; 1/6 эре. Швеция ; 1666 ;  ; Cu ; F+ ; 21 ; oks ; 51 
 1015 ; 1/6 эре. Швеция ; 1666 ;  ; Cu ; F ; 10 ; oks ; 51 
 1016 ; Монета античная. Китай. Династия Северная Сун ; X-XI вв ;  ; Cu ; VF- ; 11 ; gors ; 51 
 1017 ; Монета античная. Китай. Династия Северная Сун ; X-XI вв ;  ; Cu ; VF- ; 31 ; kay2 ; 80 
 1018 ; Монета античная. Китай. Династия Северная Сун ; X-XI вв ;  ; Cu ; VF- ; 20 ; gors ; 38 
 1019 ; Монета античная. Китай. Династия Северная Сун ; X-XI вв ;  ; Cu ; VF- ; 38 ; gors ; 120 
 1020 ; Монета античная. Китай. Династия Северная Сун ; X-XI вв ;  ; Cu ; F-VF ; 9 ; kay2 ; 51 
 1021 ; "1 цянь ""кайюань тунбао"". Китай, Тан. Полумесяц 12 ч" ;  ;  ; Br ; VF ; 16 ; gors ; 255 
 1022 ; "1 цянь ""цяньюань чжунбао"". Китай, Тан. Гладкий" ;  ;  ; Br ; VF- ; 5 ; gors ; 62 
 1023 ; "2 цяня ""цяньдао юаньбао"". Китай, Южная Сун. Гладкий" ; 1165-1174 ;  ; Fe ; F+ ; 7 ; Гордиан ; 204 
 1024 ; "2 цяня ""цинъюань тунбао"" ""тун юань"". Китай, Южная Сун" ; 1195-1200 ;  ; Fe ; F-VF ; 45 ; gors ; 399 
 1025 ; "2 цяня ""кайси тунбао"" ""тун сань"". Китай, Южная Сун" ; 1205-1208 ;  ; Fe ; F-VF ; 38 ; gors ; 402 
 1026 ; "1 цянь ""цяньлун тунбао"". Китай, Цин, Провинция Синьцзян Уши" ;  ;  ; Cu ; VF- ; 36 ; kotyamoi ; 259 
 1027 ; "1 цянь ""цяньлун тунбао"". Китай, Цин, Провинция Синьцзян Аксу" ;  ;  ; Cu ; F-VF ; 5 ; smel ; 133 
 1028 ; "1 цянь ""даогуан тунбао"". Китай, Цин, Провинция Синьцзян Аксу" ;  ;  ; Cu ; F-VF ; 12 ; smel ; 63 
 1029 ; "10 цяней ""даогуан тунбао"". Китай, Цин, Провинция Синьцзян Аксу" ;  ;  ; Cu ; VF- ; 13 ; gors ; 278 
 1081 ; "Медаль ""За усердие"". Александр II" ;  ;  ; Ag ; VF- ; 46 ; os ; 14704 
 1082 ; Медаль за храбрость 4 ст. № 898561. Имп. Николай II ;  ;  ; Ag ; F+ ; 25 ; Семирек ; 1505 
 1083 ; Медаль в память царствования имп. Александра III. Ремонт 12 часов ; 1881-1894 ;  ; Ag ; F-VF ; 23 ; lvl555 ; 1259 
 1084 ; Медаль в память Крымской войны 1853-1856 ;  ;  ; Br ; F-VF ; 36 ; rnv_64 ; 521 
 861 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 45 ; lvl555 ; 159 
 862 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 40 ; RuNum1 ; 129 
 863 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 63 ; koga ; 83 
 864 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 38 ; skif ; 99 
 865 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F+ ; 14 ; Arkhangel ; 92 
 866 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 17 ; lvl555 ; 94 
 867 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF- ; 43 ; VR62 ; 153 
 868 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 23 ; Arkhangel ; 46 
 869 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 33 ; baikal.k ; 102 
 870 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF+ ; 25 ; baikal.k ; 133 
 871 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 56 ; diokletia@rambler.ru ; 1151 
 872 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 16 ; gors ; 296 
 873 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 28 ; lvl555 ; 270 
 874 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 20 ; Arkhangel ; 183 
 875 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 22 ; lvl555 ; 204 
 876 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 35 ; diokletia@rambler.ru ; 77 
 877 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 42 ; ppp ; 90 
 878 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 32 ; Майкл ; 101 
 879 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 18 ; VR62 ; 79 
 880 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; VF- ; 13 ; oks ; 200 
 881 ; Дирхем. Золотая Орда ; XIV-XV вв ;  ; Ag ; VF- ; 19 ; oks ; 200 
 882 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 26 ; natallli ; 28 
 883 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 20 ; koga ; 20 
 884 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F-VF ; 37 ; kotyamoi ; 101 
 885 ; Медный пул. Золотая Орда ; XVв ;  ; Cu ; F+ ; 14 ; zoom30 ; 40 
 886 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F-VF ; 31 ; alexandervolkov ; 100 
 887 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F-VF ; 49 ; skif ; 101 
 961 ; Солид. Византия. Имп. Фока ; 602-610 ;  ; Au ; VF-XF ; 37 ; klm ; 10259 
 962 ; Тремисс. Византия. Имп. Ираклий ; 610-641 ;  ; Au ; VF-XF ; 24 ; and000 ; 5208 
 963 ; Тетрадрахма. Селивкиды. Деметрий I ; 162-150 гг до н.э. ;  ; Ag ; VF-XF ; 75 ; Mike! ; 7803 
 964 ; Тетрадрахма. Имп. Александр Македонский ; 336-323 гг до н.э. ;  ; Ag ; VF+ ; 46 ; a_kog ; 6479 
 965 ; Антониниан. Рим. Имп. Отацилия Севера-жена имп. Филиппа I ;  ;  ; Ag ; VF ; 67 ; fart ; 1857 
 966 ; Антониниан. Имп. Этрусцилла-жена имп. Трояна Деция ;  ;  ; Ag ; VF-XF ; 68 ; a_kog ; 3111 
 967 ; Антониниан. Рим. Имп. Гордиан III ; 238-244 ;  ; Ag ; VF+ ; 18 ; nubiy ; 1000 
