 4852 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 1 ; asus ; 111 
 1030 ; Орден Солдатской Славы 1 степени. Вьетнам. В коробке ;  ;  ; Al ; XF ; 27 ; aleksey1970 ; 800 
 1031 ; Орден Солдатской Славы 2 степени. Вьетнам. В коробке ;  ;  ; Al ; VF-XF ; 42 ; aleksey1970 ; 800 
 1032 ; Орден Солдатской Славы 3 степени. Вьетнам. В коробке ;  ;  ; Al ; VF+ ; 30 ; aleksey1970 ; 800 
 1033 ; Миниатюрный Гражданский знак отличия. Бельгия ;  ;  ; Б/м,эмаль ; XF ; 29 ; alexander9595 ; 306 
 1034 ; Миниатюрная медаль гражданского знака отличия. Бельгия ;  ;  ; Ж/м ; XF ; 35 ; medal85 ; 214 
 1035 ; Миниатюрная Трудовая медаль. Бельгия ;  ;  ; Ж/м,эмаль ; XF ; 27 ; medal85 ; 571 
 1036 ; Миниатюрный Гражданский знак отличия. Бельгия ;  ;  ; Б/м,эмаль ; XF ; 23 ; medal85 ; 583 
 1037 ; Миниатюрная медаль гражданского знака отличия. Бельгия ;  ;  ; Ж/м ; XF ; 11 ; afanas ; 157 
 1038 ; Миниатюрная медаль гражданского знака отличия. Бельгия ;  ;  ; Ж/м ; VF ; 15 ; afanas ; 157 
 1039 ; Миниатюрная колодка из 2-х наград. Германия ;  ;  ; Б/м ; VF ; 16 ; murew ; 520 
 1040 ; Миниатюрная колодка из 4-х наград. Германия ;  ;  ; Ж/м ; VF ; 13 ; Barabek ; 583 
 1041 ; Знак Торговой палаты "За 25 лет службы". Финляндия ; 1977 ;  ; Ag ; XF ; 52 ; aa_ras ; 486 
 1042 ; Знак. Красный крест. Австрия. Р-ры: 59 на 51мм ;  ;  ; Ж/м,эмаль ; XF ; 90 ; нэри ; 1419 
 1043 ; Медаль Ватикан? D-49мм. Заделано отверстие 12 часов ;  ;  ; Ж/м ; F-VF ; 15 ; aziya11 ; 108 
 1044 ; Жетон. Кориолан. D-32мм ; 20 век ;  ; Ж/м ; VF-XF ; 26 ; Lena6975 ; 347 
 945 ; Медаль. 70 лет университету Баку. D-61мм ; ММД ;  ; Ж/м ; XF+ ; 40 ; 333355 ; 944 
 946 ; Медаль. 100 лет со дня рождения А.М.Горького. D-58мм ;  ;  ; Al ; VF+ ; 15 ; aziya11 ; 153 
 947 ; Медаль. 50-летие постановления о переименовании г. Петрограда в  г. Ленинград. D-65мм ; ЛМД ;  ; Al ; XF- ; 37 ; Prus. ; 362 
 948 ; Медаль в память 300-летия взятия Выборга. Генерал-адмирал граф Ф.М.Апраксин. D-60мм ; СПМД ;  ; Б/м ; AU ; 29 ; аптекаръ ; 818 
 949 ; Медаль. 50 лет Ленинградскому электротехническому институту связи им. Бонч-Бруевича. D-60мм ; ЛМД ;  ; Al ; XF+ ; 21 ; 333355 ; 1541 
 950 ; Медаль. 50 лет Восточно-Сибирскому управлению ГА. D-65мм ; ЛМД ;  ; Al ; XF ; 28 ; 22205 ; 716 
 951 ; Медаль "30 лет победы в ВОВ". D-70мм ;  ;  ; Б/м ; XF ; 31 ; avp ; 76 
 952 ; Медаль. Фестиваль музыки композиторов Автономных республик Поволжья и Приуралья. D-60мм ; 1987 ;  ; Ж/м ; XF ; 9 ; Ивпага ; 78 
 953 ; Медаль. Грузия. D-89мм ;  ;  ; Al ; XF ; 30 ; faihu ; 177 
 954 ; Медаль Родившемуся на земле Ленинградской. Упаковка. D-45мм ; ЛМД ;  ; Ж/м ; AU ; 9 ; 收集者 ; 255 
 955 ; Медаль Монумент героическим защитникам Ленинграда. Медальер А.Бакланов. D-56мм ; 1983ЛМД ;  ; Al ; VF-XF ; 23 ; aziya11 ; 101 
 956 ; Медаль Ростральные колонны и здание центрального военно-морского музея. D-53мм ; ЛМД ;  ; Al ; XF+ ; 27 ; E.V.A. ; 140 
 957 ; Медаль односторонняя. Флора. Медальер С.Иванов. D-56мм ; ЛМД ;  ; Al ; VF+ ; 10 ; 333355 ; 116 
 958 ; Медаль односторонняя. Амур и Психея. Медальер С.Иванов. D-56мм ; ЛМД ;  ; Al ; VF ; 10 ; 333355 ; 116 
 959 ; Медаль Крейсер "Аврора" - памятник Великого Октября. D-53мм ; ЛМД ;  ; Al ; VF ; 9 ; E.V.A. ; 79 
 960 ; Медаль односторонняя. Александр Македонский. Медальер С.Иванов. D-56мм ; ЛМД ;  ; Al ; VF+ ; 10 ; 333355 ; 53 
 961 ; Медаль. Ульяновск. Мужская классическая гимназия. D-46мм ;  ;  ; Al ; XF- ; 38 ; aziya11 ; 100 
 962 ; Медаль. Н.А.Некрасов (1821-1877гг). Медальер А.В.Козлов ; 1977ЛМД ;  ; Ж/м ; XF- ; 15 ; aziya11 ; 102 
 963 ; Медаль. Н.В.Гоголь (1809-1852гг). Медальер А.И.Южакова ; 1977ЛМД ;  ; Ж/м ; XF ; 19 ; aziya11 ; 207 
 964 ; Медаль. М.Лермонтов (1814-1841гг). Медальер Ю.Д.Стручков ; 1977ЛМД ;  ; Ж/м ; XF- ; 13 ; aziya11 ; 89 
 965 ; Медаль. Л.Н.Толстой (1828-1910гг). Медальер Н.А.Соколов ; 1977ЛМД ;  ; Ж/м ; XF- ; 9 ; aziya11 ; 89 
 966 ; Медаль. А.С.Пушкин (1799-1837гг). Медальер А.В.Козлов ; 1977ЛМД ;  ; Ж/м ; XF ; 15 ; ulf ; 213 
 967 ; Медаль. Ф.М.Достоевский (1821-1881гг). Медальер Н.А.Соколов ; 1977ЛМД ;  ; Ж/м ; XF- ; 13 ; aziya11 ; 114 
 968 ; Медаль Родившейся на земле Ленинградской. D-45мм ; ЛМД ;  ; Б/м ; XF+ ; 15 ; Оптимус ; 90 
 969 ; Медаль Комитет по физической культуре и спорту при совете министров СССР ;  ;  ; Ж/м ; VF-XF ; 13 ; Оптимус ; 100 
 970 ; Медаль. Н.В.Гоголь (1809-1852гг). Медальер А.И.Южакова. D-36мм ; 1977ЛМД ;  ; Ж/м ; VF-XF ; 21 ; aziya11 ; 114 
 971 ; Медаль Шота Руставели. Эрмитаж. Р-ры: 57 на 83мм. В коробке ;  ;  ; Br ; XF- ; 64 ; 550055 ; 31983 
 972 ; Медаль. 60 лет Октябрьской Революции. D-55мм ;  ;  ; Б/м ; VF-XF ; 39 ; Rash86 ; 169 
 973 ; Медаль Пензенская губерния. D-41мм ; ЛМД ;  ; Ж/м ; AU ; 27 ; aziya11 ; 153 
 974 ; Медаль "50 лет победы в ВОВ". D-38мм ; 1995 ;  ; Ag999 ; Proof ; 23 ; foxmuld ; 1784 
 975 ; Медаль. Первый человек на Луне Н.Армстронг. D-49мм ; ММД ;  ; Ж/м ; AU ; 16 ; Petch ; 214 
 976 ; Медаль. Первый космонавт Земли Ю.Гагарин. D-49мм ; ММД ;  ; Ж/м ; AU ; 13 ; vel2010 ; 226 
 977 ; Медаль. Археологический музей-заповедник "Танаис" ;  ;  ; Al ; XF ; 19 ; aziya11 ; 56 
 978 ; Медаль. Тарас Шевченко 1814-1861. В коробке, с сертификатом ;  ;  ; Ж/м ; AU ; 25 ; vel2010 ; 253 
 979 ; Медаль. 284 года СПМД. D-50мм ;  ;  ; Би/м ; AU ; 32 ; КРАЙ ; 867 
 980 ; Медаль. 300 лет Российскому флоту. Петр Великий. D-50мм. Упаковка ; СПМД ;  ; Б/м ; Proof ; 26 ; GENA  2 05 ; 363 
 981 ; Медаль Государственный мемориальный музей А.В.Суворова. Медальер Андронов Ф. D-57мм ; СПМД ;  ; Ж/м ; Proof ; 33 ; ломо ; 717 
 982 ; Набор медалей (100 лет Ленину): 3шт. В коробке ;  ;  ; Al ; XF+/AU ; 54 ; aziya11 ; 157 
 983 ; Орден Заслуг перед народом 3 степени. Югославия №22433 ;  ;  ; Б/м,сер,поз,эм ; VF+ ; 38 ; alz08 ; 956 
 984 ; Ганзейский крест. Гамбург ;  ;  ; Br,сер,эмаль ; VF-XF ; 59 ; толстяк ; 3078 
 985 ; Красный военный крест Легион "Кондор". Испания ;  ;  ; Br,эмаль ; VF+ ; 49 ; alexander9595 ; 3264 
 986 ; Военная медаль. Франция. 3-я Республика. В оригинальной коробке ;  ;  ; Б/м,эмаль ; XF ; 27 ; sman ; 802 
 987 ; Шпанга из 4-х наград Германии ;  ;  ; Б/м,ж/м,Fe,Ag ; VF/XF ; 23 ; GlueStick ; 2817 
 988 ; Шпанга из 2-х наград Германии с миниатюрой ;  ;  ; Fe,Ag,Br ; VF/XF ; 31 ; murew ; 2233 
 989 ; Шпанга из 5-ти наград Германии ;  ;  ; Fe,Ag,Br ; VF/XF- ; 37 ; volod ; 4209 
 990 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,бронз ; XF ; 28 ; Сто_лет_ник ; 405 
 991 ; Крест "Сумма 1939-1940". Финляндия №20196 ;  ;  ; Б/м ; XF+ ; 45 ; a_kog ; 3468 
 992 ; Медаль Белой Розы с золотым крестом. Финляндия ;  ;  ; Ag, позолота ; XF ; 19 ; medal85 ; 1517 
 993 ; Медаль Белой Розы. Финляндия ;  ;  ; Br ; XF ; 40 ; alexander9595 ; 1134 
 994 ; Жетон. 140 лет Маннергейму. Финляндия ;  ;  ; Ag ; XF ; 54 ; aa_ras ; 1122 
 873 ; 1 мун "чанпин тунбао" "ху лай сы". Министерство финансов. Корея. D-24,5мм ; 1852 ;  ; Br ; F ; 3 ; S1952 ; 59 
 874 ; 1 мун "чанпин тунбао" "чон ци" и солнце 3ч. Генеральное военное ведомство. Корея. D-25,5мм ; 1757 ;  ; Br ; VF- ; 10 ; Гордиан ; 84 
 875 ; 1 мун "чанпин тунбао" "юн лю" солнце 3ч. Полицейское управление. Корея. D-23мм ; 1742 ;  ; Br ; F+ ; 3 ; S1952 ; 64 
 876 ; 1 мун "чанпин тунбао" "цзинь ба" полумесяц 3ч. Военная часть дворцовой охраны. Корея. D-25мм ; 1742 ;  ; Br ; F-VF ; 5 ; S1952 ; 56 
 877 ; 1 мун "чанпин тунбао" "сюнь да у". Военная академия. Корея. D-25мм ; 1857 ;  ; Br ; F-VF ; 3 ; ХапугаСПБ ; 71 
 878 ; 1 мун "чанпин тунбао" "сюнь ту лю". Военная академия. Корея. D-24мм ; 1832 ;  ; Br ; F+ ; 3 ; S1952 ; 61 
 879 ; 1 мун "чанпин тунбао" "сюнь шэн сы" полумесяц 3ч. Военная академия. Корея. D-25мм ; 1832 ;  ; Br ; F ; 3 ; ХапугаСПБ ; 71 
 880 ; 1 мун "чанпин тунбао" "кай ба" и солнце 3ч. Военное управление провинции Каесунг. Корея. D-24,5мм ; 1816 ;  ; Br ; VF- ; 3 ; ХапугаСПБ ; 71 
 903 ; Медаль "300 лет Дому Романовых 1613-1913гг". D-28мм ;  ;  ; Br ; AU ; 44 ; Neva ; 1954 
 904 ; Медаль "В память Крымской войны 1855-1856гг". D-28мм ;  ;  ; Br ; F+ ; 48 ; аптекаръ ; 565 
 905 ; Народная медаль "Преобразователь". D-28мм ;  ;  ; Br ; VF-XF ; 52 ; Dмитрий ; 1284 
 906 ; Жетон "В память 50-летия освобождения крестьян" ; 1911 ;  ; Br,сер ; VF- ; 36 ; dpb ; 937 
 907 ; Жетон Р-ры: 19 на 30мм ;  ;  ; Ag84 ; VF+ ; 35 ; evgen00 ; 1791 
 908 ; Медаль "Торжество православия". D-62мм ;  ;  ; Br ; VF ; 83 ; Горюн ; 3187 
 909 ; Жетон. Петр Ильич Чайковский. D-25мм ;  ;  ; Ag ; VF+ ; 56 ; evgen00 ; 3662 
 910 ; Жетон "Гордость России" "Слава родному победоносному воинству 1914-1-915гг". D-24мм ;  ;  ; Br ; XF ; 62 ; Pablo1 ; 2397 
 911 ; Жетон Н.В.Гоголь. 100 лет со дня рождения (1809-1909гг). D-24мм ;  ;  ; Br ; AU ; 65 ; medal85 ; 1581 
 912 ; Медаль. Константин Коровин (1861-1939гг). Медальер Леонова А.А.. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 32 ; Holms ; 355 
 913 ; Медаль II фестиваль драматического искусства ВНР в СССР 1979г. ;  ;  ; Ж/м ; XF ; 10 ; andrry ; 27 
 914 ; Медаль К.Ф.Рылеев (1795-1826гг). Медальер А.Леонова. D-60мм ;  ;  ; Ж/м ; XF+ ; 31 ; Holms ; 1023 
 915 ; Медаль. 100 лет Морозовской стачки. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 39 ; 550055 ; 308 
 916 ; Медаль. Ф.С.Рокотов. Медальер Леонова А.А.. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 25 ; Holms ; 363 
 917 ; Медаль. А.И.Корзухин (1835-1894гг). Медальер Посядо. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 21 ; sportmini ; 363 
 918 ; Медаль В.В.Маяковский (1893-1930гг). D-67мм ;  ;  ; Ж/м ; AU ; 46 ; opop ; 3573 
 919 ; Медаль. 50 лет Московскому метрополитену им. В.И. Ленина. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 33 ; Anatolij1947 ; 561 
 920 ; Медаль. В.А. Антонов-Овсеенко 1883-1939. D-60мм ; 1986ЛМД ;  ; Ж/м ; AU ; 35 ; Holms ; 967 
 921 ; Медаль. А.Нобель. Международный центр науки и бизнеса "Нобелевский дом". D-60мм ; ЛМД ;  ; Ж/м ; AU ; 39 ; limon ; 729 
 922 ; Медаль. В. Гюго 1802-1885. D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 39 ; ulf ; 898 
 923 ; Медаль. 30 лет договору об Антарктике 1961-1991. D-65мм ; 1991ЛМД ;  ; Ж/м ; AU ; 19 ; Ульяна ; 450 
 924 ; Медаль. К.Э.Циолковский 1857-1957. D-65мм ;  ;  ; Ж/м ; XF+ ; 71 ; sportmini ; 1836 
 925 ; Медаль. 350 лет вхождения Якутии в состав России. D-60мм ; 1982ММД ;  ; Ж/м ; XF+ ; 39 ; 23221 ; 900 
 926 ; Медаль. 175-летие Севастополя. D-67мм ;  ;  ; Ж/м ; AU ; 100 ; sportmini ; 1224 
 927 ; Медаль. Ленинградский дворец спорта "Юбилейный". D-65мм ; ЛМД ;  ; Ж/м ; AU ; 44 ; limon ; 949 
 928 ; Медаль. А.Н.Крылов. D-65мм ;  ;  ; Ж/м ; XF+ ; 33 ; ulf ; 850 
 929 ; Медаль. Петропавловская крепость. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 16 ; sportmini ; 521 
 930 ; Медаль. В.И. Ленин в Алакаевке 1889-1893. D-58мм ;  ;  ; Al ; XF+ ; 15 ; 550055 ; 250 
 931 ; Медаль. 25 лет подписания Варшавского договора. D-75мм ; 1980ММД ;  ; Ж/м ; XF+ ; 61 ; Prus. ; 1105 
 932 ; Медаль. В Высоцкий 1938-1980. D-60мм ; 1991ЛМД ;  ; Al ; AU ; 18 ; 550055 ; 408 
 933 ; Медаль. Международный олимпийский комитет. Всероссийская филателическая выставка. D-60мм ;  ;  ; Ж/м ; XF+ ; 20 ; aziya11 ; 161 
 934 ; Медаль. 275 лет Красногородскому экспериментальному целлюлозно-бумажному заводу. D-60мм ; 1991ЛМД ;  ; Ж/м ; AU ; 32 ; Holms ; 929 
 935 ; Медаль. В.Г.Белинский. D-65мм ;  ;  ; Ж/м ; AU ; 74 ; Holms ; 3000 
 936 ; Медаль. Врубель 1856-1910. D-60мм ; 1982ЛМД ;  ; Ж/м ; XF+ ; 28 ; Holms ; 929 
 937 ; Медаль. Эдгар По 1809-1849. D-60мм ; 1986ЛМД ;  ; Ж/м ; AU ; 32 ; Holms ; 929 
 938 ; Медаль. Котовский Г.И. 1881-1925. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 60 ; Anatolij1947 ; 781 
 939 ; Медаль. Художник А.И. Корзухин 1835-1894. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 14 ; корди ; 309 
 940 ; Медаль. В. Брюсов 1873-1924. D-60мм ; 1976ЛМД ;  ; Ж/м ; AU ; 45 ; Holms ; 844 
 941 ; Медаль. Ф. Шуберт 1797-1828. D-60мм ; 1973ММД ;  ; Ж/м ; AU ; 23 ; Holms ; 911 
 942 ; Медаль. М.Казаков 1738-1812. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 42 ; корди ; 520 
 943 ; Медаль. Ф.С.Рокотов. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 35 ; sportmini ; 554 
 944 ; Медаль. 175 лет со дня рождения И.А. Гончарова. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 26 ; корди ; 300 
 823 ; Орт. Польша. Сигизмунд III. М-6,48г ; 1623 ;  ; Ag ; VF- ; 25 ; grigoriKK ; 1938 
 824 ; Орт. Польша. Ян Казимир. М-5,86г ; 1668 ;  ; Ag ; VF ; 42 ; grigoriKK ; 1845 
 825 ; 3 гроша. Сигизмунд III. М-1,27г. Отверстие ; 1608 ;  ; Ag ; F-VF ; 45 ; grot ; 407 
 826 ; Полугрош. Литва ; 1510 ;  ; Ag ; F-VF ; 41 ; MDV ; 275 
 827 ; Полугрош. Литва ; 1511 ;  ; Ag ; F-VF ; 11 ; MDV ; 333 
 828 ; Полугрош. Польша, Сигизмунд Август. М-0,98гр ; 1557 ;  ; Ag ; VF ; 35 ; mkm1968 ; 223 
 829 ; Полугрош. Польша, Сигизмунд Август. М-1,19гр ; 1559 ;  ; Ag ; VF ; 14 ; $$$ ; 327 
 830 ; Полугрош. Литва ; 1559 ;  ; Ag ; F-VF ; 36 ; mkm1968 ; 252 
 831 ; Полугрош. Литва ; 1561 ;  ; Ag ; F-VF ; 61 ; Добрыня ; 309 
 832 ; Полторак. Польша. Сигизмунд III ; 1620 ;  ; Ag ; F-VF ; 60 ; asparagus ; 120 
 833 ; Полторак. Польша. Сигизмунд III ; 1623 ;  ; Ag ; F-VF ; 15 ; aziya11 ; 104 
 834 ; Полторак. Польша. Сигизмунд III ; 1623 ;  ; Ag ; F-VF ; 17 ; aziya11 ; 124 
 835 ; Полторак. Пруссия. Георг Вильгельм ; 1623 ;  ; Ag ; F-VF ; 1 ; Figaro65 ; 500 
 836 ; Полторак. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 15 ; aziya11 ; 70 
 837 ; Полторак. Польша ; 1635 ;  ; Ag ; F-VF ; 11 ; MDV ; 126 
 838 ; Полторак. Польша. Сигизмунд III ; 17 век ;  ; Ag ; F-VF ; 11 ; donsergio ; 124 
 839 ; Солид. Литва ; 1623 ;  ; Ag ; F+ ; 33 ; mkm1968 ; 135 
 840 ; Солид. Литва. Сигизмунд III ; 1623 ;  ; Ag ; F ; 12 ; aziya11 ; 102 
 841 ; Солид. ВКЛ ; 1619 ;  ; Ag ; F ; 14 ; LosLos ; 110 
 842 ; Солид. Рига. Кристина ; 1651 ;  ; Ag ; F+ ; 15 ; aziya11 ; 61 
 843 ; Солид. Рига. Кристина ; 1651 ;  ; Ag ; F+ ; 12 ; LosLos ; 89 
 844 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; F+ ; 15 ; aziya11 ; 61 
 845 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; F ; 32 ; aziya11 ; 41 
 846 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; F ; 27 ; aziya11 ; 73 
 847 ; Солид. Рига. Густав Адольф ; 17 век ;  ; Ag ; F ; 18 ; aziya11 ; 57 
 848 ; Солид. Литва ; 17 век ;  ; Cu ; F- ; 20 ; aziya11 ; 57 
 849 ; Монета. Франция ; 1643 ;  ; Cu ; F ; 55 ; murka1973 ; 293 
 850 ; Дирхем. Табаристан Испехбед Хуршид. М-4,115г ;  ;  ; Ag ; F+ ; 50 ; Добрыня ; 589 
 851 ; 1/2 дирхема. Табаристан Испехбед Хуршид. М-1,96г ;  ;  ; Ag ; VF- ; 78 ; letchenya ; 1055 
 852 ; Дирхем. Золотая Орда, Сарай. Хан Узбек ; 732г.х. ;  ; Ag ; VF- ; 58 ; himak ; 254 
 853 ; Дирхем. Золотая Орда. Сарай. Хан Джанибек ; 753г.х. ;  ; Ag ; VF- ; 48 ; aziya11 ; 518 
 854 ; Дирхем. Золотая Орда. Сарай. Хан Джанибек ;  ;  ; Ag ; VF- ; 27 ; Гордиан ; 632 
 855 ; Дирхем. Золотая Орда, Азак. Хан Бердибек ; 759г.х. ;  ; Ag ; VF- ; 30 ; aziya11 ; 459 
 856 ; Дирхем. Золотая Орда, Сарай. Хан Кульна ; 760г.х. ;  ; Ag ; VF- ; 27 ; Antromis ; 696 
 857 ; Дирхем. Золотая Орда, Сарай-аль-Джадид. Хан Хызр ; 761г.х. ;  ; Ag ; VF- ; 26 ; droopy ; 682 
 858 ; Дирхем. Золотая Орда. Хан Узбек. М-0,855г ; 1313-1339 ;  ; Ag ; F ; 11 ; aziya11 ; 53 
 859 ; Дирхем. Золотая Орда. Хан Узбек. С надчеканом. М-0,89г ; 1313-1339 ;  ; Ag ; F ; 19 ; aziya11 ; 93 
 860 ; Дирхем. Тамерлан. М-1,55гр ; 1336-1405 ;  ; Ag ; VF- ; 89 ; murka1973 ; 1229 
 861 ; Акче. Крымское Ханство. Шахин Гирей. М-0,655г ; 1445-1465 ;  ; Ag ; F ; 24 ; avp ; 214 
 862 ; Акче. Крымское Ханство. Менгли Гирей. М-0,67г ; 1469-1475 ;  ; Ag ; F ; 58 ; avp ; 204 
 863 ; 1 цянь "канси тунбао" "гуан гуан". Провинция Гуандун (Гуанчжоу). Китай, Династия Цин. D-24мм ; 1662-1722 ;  ; Br ; F+ ; 9 ; grigoriKK ; 55 
 864 ; 1 цянь "цяньлун тунбао" "боо ювань". Министерство работ. Китай, Династия Цин. D-24мм ; 1736-1795 ;  ; Br ; F-VF ; 20 ; grigoriKK ; 60 
 865 ; 1 цянь "цяньлун тунбао" "боо су". Провинция Цзянсу (Сучжоу). Китай, Династия Цин. D-25мм ; 1736-1795 ;  ; Br ; F+ ; 9 ; vb96 ; 87 
 866 ; 1 цянь "цзядин тунбао" "боо чжэ". Провинция Чжэцзян (Ханьчжоу). Китай, Династия Цин. D-21мм ; 1796-1820 ;  ; Br ; F+ ; 9 ; vb96 ; 87 
 867 ; 1 цянь "гуансюй тунбао" "боо юнь". Провинция Юннань (Юньнаньфу). Китай, Династия Цин. D-19мм ; 1875-1908 ;  ; Br ; F- ; 9 ; ss_chinese_coins ; 87 
 868 ; 5 мунов "чанпин тунбао" "юнь и дан у". Министерство церковных пошлин. Корея. D-32мм ; 1883 ;  ; Br ; F-VF ; 33 ; von_Schwarz ; 523 
 869 ; 2 муна "чанпин тунбао" "цзинь су". Военная часть дворцовой охраны. Корея. D-28,5мм ; 1752 ;  ; Br ; F+ ; 3 ; ХапугаСПБ ; 69 
 870 ; 1 мун "чанпин тунбао" "ху ба". Министерство финансов. Корея. D-25,5мм ; 1806 ;  ; Br ; F ; 5 ; S1952 ; 53 
 871 ; 1 мун "чанпин тунбао" "ху сы" полумесяц 9ч и звезда 3ч. Министерство финансов. Корея. D-25,5мм ; 1778 ;  ; Br ; F+ ; 3 ; S1952 ; 55 
 872 ; 1 мун "чанпин тунбао" "ху жи эр". Министерство финансов. Корея. D-24мм ; 1852 ;  ; Br ; F-VF ; 3 ; S1952 ; 64 
 773 ; Фоллис. Рим, имп. Лициний. М-3,08гр ; 308-324 ;  ; Cu ; F+ ; 23 ; Omeron ; 257 
 774 ; Фоллис. Рим, имп. Лициний. М-2,51гр ; 308-324 ;  ; Cu ; F+ ; 35 ; LosLos ; 208 
 775 ; Фоллис. Рим, имп. Константин II. М-3,28гр ; 317-340 ;  ; Cu ; F+ ; 30 ; LosLos ; 226 
 776 ; Фоллис. Рим, имп. Константин II. М-3,30гр ; 317-340 ;  ; Cu ; F+ ; 35 ; Omeron ; 327 
 777 ; Фоллис. Рим, имп. Констанций II. М-2,66гр ; 324-361 ;  ; Cu ; F+ ; 53 ; himak ; 328 
 778 ; Фоллис. Рим, имп. Констант. М-1,46гр ; 333-350 ;  ; Cu ; F+ ; 31 ; s8888888888 ; 357 
 779 ; Фоллис. Рим, имп. Юлиан II. М-2,48гр ; 355-363 ;  ; Cu ; F+ ; 24 ; ppp ; 305 
 780 ; Фоллис. Рим, исп. Валент. М-2,43гр ; 364-378 ;  ; Cu ; F+ ; 20 ; aziya11 ; 159 
 781 ; Фоллис. Рим, исп. Валент. М-1,75гр ; 364-378 ;  ; Cu ; F+ ; 21 ; Dahan ; 172 
 782 ; Фоллис. Рим, исп. Валент. М-3,81гр ; 364-378 ;  ; Cu ; F+ ; 17 ; ppp ; 216 
 783 ; Фоллис. Рим, имп. Гонорий. М-2,14гр ; 395-423 ;  ; Cu ; F+ ; 18 ; ppp ; 172 
 784 ; Фоллис. Византия. Чекан Карфаген. М-16,95гр ; VII в ;  ; Cu ; F ; 34 ; asparagus ; 146 
 785 ; Фоллис. Византия, Константин X. М-6,15гр ; 1059-1067 ;  ; Cu ; F ; 51 ; Добрыня ; 159 
 786 ; Фоллис. Византия, Константин X. М-8,70гр ; 1059-1067 ;  ; Cu ; F ; 63 ; Добрыня ; 169 
 787 ; Фоллис. Византия, Юстин II. М-13,61гр ; 565-578 ;  ; Cu ; F+ ; 63 ; Это дешево ; 431 
 788 ; Фоллис. Византия, Юстин II. М-6,58гр ; 565-578 ;  ; Cu ; F+ ; 43 ; lestes ; 271 
 789 ; Фоллис. Византия, Юстин II. М-13,98гр ; 565-578 ;  ; Cu ; F ; 40 ; donsergio ; 350 
 790 ; Фоллис. Византия, Юстин II. М*16,00гр ; 565-578 ;  ; Cu ; F ; 27 ; donsergio ; 635 
 791 ; Фоллис. Византия. М-17,05гр ; XI в ;  ; Cu ; F+ ; 17 ; cunde42 ; 681 
 792 ; Фоллис. Византия. М-5,85гр ; XI в ;  ; Cu ; F+ ; 6 ; lestes ; 408 
 793 ; Монета  медная. Византия. М-2,70гр ; 1143-1180 ;  ; Cu ; F+ ; 21 ; lestes ; 387 
 794 ; Монета  медная. Византия. М-3,15гр ; 1143-1180 ;  ; Cu ; F+ ; 32 ; Добрыня ; 227 
 795 ; 1/25 обола (монета-дельфин). Ольвия. М-2,07г ; 5-4 века до нэ ;  ; Br ; F+ ; 20 ; aziya11 ; 136 
 796 ; 1/25 обола (монета-дельфин). Ольвия. М-2,05г ; 5-4 века до нэ ;  ; Br ; F+ ; 23 ; Omeron ; 120 
 797 ; 1/25 обола (монета-дельфин). Ольвия. М-1,92г ; 5-4 века до нэ ;  ; Br ; F+ ; 36 ; nicknov ; 89 
 798 ; 1/25 обола (монета-дельфин). Ольвия. М-1,755г ; 5-4 века до нэ ;  ; Br ; F+ ; 20 ; Добрыня ; 104 
 799 ; 1/25 обола (монета-дельфин). Ольвия. М-2,44г ; 5-4 века до нэ ;  ; Br ; F+ ; 12 ; Dahan ; 73 
 800 ; 1/25 обола (монета-дельфин). Ольвия ; 5-4 века до нэ ;  ; Cu ; F-VF ; 15 ; raise ; 101 
 801 ; 1/25 обола (монета-дельфин). Ольвия ; 5-4 века до нэ ;  ; Cu ; F-VF ; 8 ; raise ; 101 
 802 ; Монета-стрелка. Скифы. М-1,70г ; 1-4 века до нэ ;  ; Br ; F ; 16 ; s8888888888 ; 147 
 803 ; Монета-стрелка. Скифы. М-1,77г ; 1-4 века до нэ ;  ; Br ; F ; 32 ; ADD ; 49 
 804 ; Монета-стрелка. Скифы. М-1,86г ; 1-4 века до нэ ;  ; Br ; F ; 40 ; Добрыня ; 113 
 805 ; Лот античных монет Римской империи (3шт): денарий ; II-III вв ;  ; Cu ; F/F-VF ; 43 ; LosLos ; 936 
 806 ; Денарий. Св. Римская империя. Фердинанд I ; 1546 ;  ; Ag ; F-VF ; 15 ; Сергей40 ; 387 
