 3186 ; Бона иностранная ;  ;  ;  ;  ; 45 ; vladimirov ; 48 
 1429 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 34 ; nikolay3 ; 146 
 1430 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 45 ; nikolay3 ; 157 
 1431 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 11 ; Hant  ; 159 
 1432 ; 20 копеек ; 1970 ;  ; Cu-Ni ; VF+ ; 66 ; kaas ; 2833 
 1433 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 3 ; Girus_ ; 16 
 1434 ; 1 копейка ; 1935 ;  ; Br ; XF ; 90 ; хруст ; 1905 
 1435 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 22 ; gutun ; 171 
 1436 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; VF-XF ; 20 ; PiLaT ; 19 
 1437 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; VF+ ; 12 ; PiLaT ; 53 
 1438 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; VF+ ; 17 ; kartem05 ; 75 
 1439 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 2 ; wwii-soldat ; 31 
 1440 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 20 ; PiLaT ; 46 
 1441 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 2 ; PiLaT ; 26 
 1442 ; 15 копеек ; 1932 ;  ; Ni ; VF- ; 19 ; PiLaT ; 33 
 1443 ; 10 копеек ; 1932 ;  ; Ni ; XF- ; 3 ; sg1945 ; 75 
 1444 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 3 ; PiLaT ; 27 
 1445 ; 15 копеек ; 1940 ;  ; Ni ; XF- ; 14 ; PVA13 ; 242 
 1446 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 13 ; natallli ; 14 
 1447 ; 3 копейки ; 1957 ; в венке герба 15 лент ; Br ; XF+ ; 27 ; asru ; 51 
 1448 ; 2 копейки ; 1926 ;  ; Br ; VF+ ; 1 ; sg1945 ; 100 
 1449 ; 2 копейки ; 1934 ;  ; Br ; VF- ; 19 ; evgen72 ; 40 
 1450 ; 1 копейка ; 1946 ;  ; Br ; XF- ; 15 ; tavitrof ; 53 
 1451 ; 1 копейка ; 1949 ;  ; Br ; XF ; 1 ; sg1945 ; 25 
 1452 ; 1 копейка ; 1953 ;  ; Br ; XF- ; 4 ; rmiller ; 21 
 1453 ; 1 копейка ; 1979 ;  ; Cu-Zn ; AU ; 33 ; focus-nik2006 ; 79 
 1454 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 62 ; PVA13 ; 408 
 1455 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 2 ; fotograf ; 123 
 1356 ; 5 копеек ; 1955 ;  ; Br ; VF-XF ; 22 ; surf2k5 ; 30 
 1357 ; 5 копеек ; 1956 ;  ; Br ; XF- ; 11 ; kergudu ; 11 
 1358 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; VF-XF ; 18 ; PiLaT ; 36 
 1359 ; 20 копеек ; 1953 ;  ; Ni ; XF ; 29 ; Максимус 1 ; 51 
 1360 ; 20 копеек ; 1955 ;  ; Ni ; AU ; 3 ; breghnevs24 ; 123 
 1361 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 3 ; Girus_ ; 11 
 1362 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 59 ; PiLaT ; 125 
 1363 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 83 ; PiLaT ; 125 
 1364 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 19 ; Girus_ ; 43 
 1365 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 40 ; Glen ; 102 
 1366 ; 50 копеек ; 1989 ; (1989) ; Cu-Ni ; AU ; 30 ; Glen ; 90 
 1367 ; 50 копеек ; 1979 ;  ; Cu-Ni ; AU ; 22 ; fotograf ; 39 
 1368 ; 50 копеек ; 1961 ;  ; Cu-Ni ; XF+ ; 45 ; 542 ; 153 
 1369 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 12 ; Girus_ ; 13 
 1370 ; 15 копеек ; 1946 ;  ; Ni ; VF-XF ; 36 ; PiLaT ; 51 
 1371 ; 15 копеек ; 1953 ;  ; Ni ; VF+ ; 2 ; kartem05 ; 15 
 1372 ; 15 копеек ; 1954 ;  ; Ni ; VF+ ; 12 ; alyans-met ; 27 
 1373 ; 15 копеек ; 1955 ;  ; Ni ; VF-XF ; 10 ; alyans-met ; 11 
 1374 ; 15 копеек ; 1956 ;  ; Ni ; VF+ ; 12 ; alyans-met ; 27 
 1375 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 59 ; Girus_ ; 206 
 1376 ; 10 копеек ; 1955 ;  ; Ni ; XF- ; 9 ; боренька ; 10 
 1377 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 11 ; Girus_ ; 12 
 1378 ; 3 копейки ; 1943 ;  ; Br ; VF ; 13 ; лот мой! ; 21 
 1379 ; 0,25 ; 1998 ; о.Шпицберген ;  ; AU ; 51 ; BOOL19 ; 403 
 1380 ; 0,1 ; 1998 ; о.Шпицберген ;  ; AU ; 81 ; BOOL19 ; 487 
 1381 ; 15 копеек ; 1921 ;  ; Ag ; XF- ; 50 ; mag ; 1694 
 1382 ; 15 копеек ; 1924 ;  ; Ag ; XF- ; 68 ; лот мой! ; 204 
 1383 ; 15 копеек ; 1936 ;  ; Ni ; XF+ ; 35 ; solder13 ; 153 
 1384 ; 5 копеек ; 1935 ;  ; Br ; VF+ ; 45 ; mag ; 708 
 1385 ; 3 копейки ; 1940 ;  ; Br ; XF- ; 8 ; Coins911 ; 53 
 1386 ; 20 копеек ; 1937 ; л/с звезда плоская ; Ni ; VF-XF ; 16 ; А25 ; 101 
 1387 ; 10 рублей ; 2006 ; Каргополь ; биметалл ; AU ; 23 ; piron ; 44 
 1388 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 25 ; PiLaT ; 32 
 1389 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 66 ; est4o ; 136 
 1390 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 5 ; kartem05 ; 126 
 1391 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 46 ; rmiller ; 53 
 1392 ; 15 копеек ; 1922 ;  ; Ag ; AU ; 59 ; erdnaj ; 1588 
 1393 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 31 ; Пионер ; 123 
 1394 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 14 ; eugraphus ; 55 
 1395 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 29 ; PiLaT ; 57 
 1396 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 31 ; PiLaT ; 110 
 1397 ; 15 копеек. Ав/Рев 90 градусов ; 1930 ;  ; Ag ; AU ; 63 ; borism ; 1532 
 1398 ; 10 копеек ; 1922 ;  ; Ag ; XF- ; 66 ; erdnaj ; 153 
 1399 ; 10 копеек ; 1923 ;  ; Ag ; XF ; 33 ; tavitrof ; 123 
 1400 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 28 ; PiLaT ; 67 
 1401 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 49 ; tavitrof ; 87 
 1402 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 54 ; gera45 ; 783 
 1403 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF ; 57 ; PolAn ; 249 
 1404 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 43 ; Михалыч ; 264 
 1405 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 30 ; PiLaT ; 28 
 1306 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 62 ; Максимус 1 ; 426 
 1307 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 20 ; pjero ; 267 
 1308 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 15 ; o.k. ; 266 
 1309 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 25 ; o.k. ; 250 
 1310 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 46 ; ZAC ; 1438 
 1311 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 16 ; rmiller ; 261 
 1312 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 12 ; o.k. ; 245 
 1313 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 25 ; Al_Sar ; 236 
 1314 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 20 ; Al_Sar ; 218 
 1315 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 34 ; solder13 ; 267 
 1316 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 26 ; nikolay3 ; 364 
 1317 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+/AU ; 25 ; Al_Sar ; 315 
 1318 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 26 ; Аксель ; 251 
 1319 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 35 ; Аксель ; 251 
 1320 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 21 ; rmiller ; 268 
 1321 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 27 ; Al_Sar ; 303 
 1322 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 77 ; ZAC ; 1574 
 1323 ; Набор монет "Игры XXII Олимпиады": Эмблема, Московский кремль, Здание Моссовета, Олимпийский факел, Здание МГУ, Обелиск покорителям космоса (6шт). В коробке. Следы хранения ; 1977-1980 ;  ; Cu-Ni ; Proof ; 21 ; Sky2 ; 9939 
 1324 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 43 ; pak1313 ; 206 
 1325 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 40 ; Vanusha ; 196 
 1326 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 14 ; Hant  ; 170 
 1327 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 44 ; PiLaT ; 227 
 1328 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 41 ; rbcrf ; 193 
 1329 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; AU ; 65 ; piron ; 1530 
 1330 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Proof ; 45 ; zero ; 459 
 1331 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Ма ; Cu-Ni ; Proof ; 21 ; marsel ; 273 
 1332 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; AU ; 19 ; Максимус 1 ; 275 
 1333 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 25 ; piron ; 289 
 1334 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 43 ; nikolay3 ; 139 
 1335 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 25 ; pak1313 ; 245 
 1336 ; 3 рубля ; 1994 ; 50 лет освобождения Севастопол ; Cu-Ni ; Proof ; 55 ; tima_RB ; 921 
 1337 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 28 ; zero ; 303 
 1338 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 54 ; zero ; 214 
 1339 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 29 ; Mike! ; 120 
 1340 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 15 ; Hant  ; 201 
 1341 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 31 ; Hant  ; 165 
 1342 ; 1 рубль. Новодел ; 1981 ; Дружба на веки ; Cu-Ni ; Proof ; 10 ; Mike! ; 362 
 1343 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; Proof ; 39 ; Hant  ; 145 
 1344 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 41 ; masha ; 169 
 1345 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 27 ; zero ; 224 
 1346 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 46 ; pak1313 ; 169 
 1347 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 37 ; pak1313 ; 169 
 1348 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 22 ; nikolay3 ; 275 
 1349 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 21 ; Hant  ; 154 
 1350 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF ; 27 ; gera45 ; 400 
 1351 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 25 ; PiLaT ; 57 
 1352 ; Полкопейки ; 1925 ;  ; Cu ; VF+ ; 53 ; ВЛУКИ ; 252 
 1353 ; 5 копеек ; 1939 ;  ; Br ; VF-XF ; 62 ; Михалыч ; 334 
 1354 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 3 ; PiLaT ; 41 
 1355 ; 5 копеек ; 1954 ;  ; Br ; VF-XF ; 32 ; asru ; 39 
 1155 ; Знак. 3-го класса ракетных войск ;  ;  ; Ж/м, эмаль ; XF ; 37 ; wwii-soldat ; 92 
 1156 ; Знак. Готов к труду и обороне. №А192 016 ;  ;  ; Б/м, эмаль ; VF ; 70 ; Dozen ; 705 
 1157 ; Знак. 60 лет г. Плесецк ;  ;  ; Ж/м, эмаль ; XF+ ; 29 ; Bayun48 ; 51 
 1158 ; Знак. 2-ой разряд по бегу ;  ;  ; Ж/м, эмаль ; VF+ ; 77 ; dariy ; 386 
 1159 ; Знак. 300 лет Россия-Бурятия ;  ;  ; Ж/м, эмаль ; VF-XF ; 7 ; WinterCat ; 51 
 1160 ; Знак. Чемпион. Первенство области РСФСР ;  ;  ; Ж/м, эмаль ; VF-XF ; 23 ; wwii-soldat ; 128 
 1161 ; Знак. Всесоюзные соревнования ;  ;  ; Ж/м, эмаль ; XF+ ; 22 ; PiLaT ; 23 
 1162 ; Знак. Общество "Буревестник". Областной совет. II место ;  ;  ; Ж/м, эмаль ; XF- ; 3 ; fontanka ; 65 
 1163 ; Знак. Отличнику здравоохранения ;  ;  ; Ж/м, эмаль ; XF+ ; 8 ; PiLaT ; 139 
 1164 ; Знак БГТО ; ЛМД ;  ; Ж/м, эмаль ; XF+ ; 25 ; Dozen ; 53 
 1165 ; Знак об окончании высшего учебного заведения ;  ;  ; Ж/м, эмаль ; AU ; 25 ; o.k. ; 187 
 1166 ; Знак БГТО ; ЛМД ;  ; Ж/м, эмаль ; XF+ ; 24 ; Dozen ; 53 
 1167 ; Офицерский знак ;  ;  ; Ж/м, эмаль ; VF-XF ; 34 ; wwii-soldat ; 107 
 1168 ; Жетон. Резервист национальной народной армии. ГДР ;  ;  ; Ж/м ; VF-XF ; 87 ; lty ; 150 
 1270 ; Один червонец ; 1975 ;  ; Au ; AU ; 44 ; Alex821 ; 12467 
 1271 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; AU ; 27 ; shknikolay ; 679 
 1272 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиад ; Ag ; AU ; 54 ; kaas ; 684 
 1273 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 37 ; Vanusha ; 638 
 1274 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Оли ; Ag ; AU ; 34 ; fontanka ; 600 
 1275 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпи ; Ag ; AU ; 33 ; shknikolay ; 679 
 1276 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; AU ; 27 ; fontanka ; 601 
 1277 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Ол ; Ag ; AU ; 25 ; Chen ; 1300 
 1278 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; AU ; 28 ; Vanusha ; 689 
 1279 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 27 ; Максимус 1 ; 645 
 1280 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XX ; Ag ; AU ; 38 ; gors ; 797 
 1281 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; AU ; 28 ; Максимус 1 ; 693 
 1282 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры  ; Ag ; AU ; 34 ; Girus_ ; 705 
 1283 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; AU ; 29 ; Vanusha ; 631 
 1284 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; AU ; 39 ; gors ; 698 
 1285 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 38 ; Максимус 1 ; 722 
 1286 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 30 ; rbcrf ; 535 
 1287 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 53 ; kaas ; 816 
 1288 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 21 ; Максимус 1 ; 564 
 1289 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 43 ; Glen ; 922 
 1290 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII О ; Ag ; Proof ; 32 ; Glen ; 1455 
 1291 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Иси ; Ag ; AU ; 15 ; Максимус 1 ; 561 
 1292 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; AU ; 26 ; fontanka ; 524 
 1293 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 22 ; Максимус 1 ; 768 
 1294 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII О ; Ag ; AU ; 27 ; Навруз ; 561 
 1295 ; 5 рублей ; 1978 ; ММД Преодолевание барьера на л ; Ag ; AU ; 21 ; Максимус 1 ; 768 
 1296 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиад ; Ag ; AU ; 34 ; Vanusha ; 522 
 1297 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII ; Ag ; AU ; 39 ; Vanusha ; 577 
 1298 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 26 ; igo ; 523 
 1299 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимп ; Ag ; AU ; 23 ; krokodil ; 529 
 1300 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 31 ; gors ; 544 
 1301 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Иси ; Ag ; AU ; 24 ; Vanusha ; 528 
 1302 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 45 ; Glen ; 1607 
 1303 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 63 ; ZAC ; 2946 
 1304 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 63 ; pjero ; 1125 
 1305 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 36 ; o.k. ; 1022 
 1105 ; Миниатюрный орден короны. Бельгия ; нач. 20 века ;  ; Ag, эмаль ; AU ; 61 ; Грант ; 1561 
 1106 ; Миниатюрный орден "Дубовой короны". Люксембург ; нач. 20 века ;  ; Au,эмаль ; AU ; 57 ; kaas ; 4590 
 1107 ; Миниатюрная медаль ордена короны. Бельгия ; нач. 20 века ;  ; Au ; XF+ ; 65 ; Усы ; 3185 
 1108 ; Миниатюрная медаль "Пальмовая ветвь" ордена короны. Бельгия ; нач. 20 века ;  ; Au ; AU ; 65 ; Грант ; 2601 
 1109 ; Фрачная миниатюра: Железный крест, Почетный крест, Знак "За ранение". Германия ;  ;  ; Б/м,Ж/м ; VF-XF ; 51 ; АНД ; 1509 
 1110 ; Фрачная миниатюра. Знак "За ранение" "серебряный". Германия ;  ;  ; Б/м ; XF+ ; 60 ; АНД ; 996 
 1111 ; Знак классной специальности Болгарской Народной армии II класс ;  ;  ; Al, эмаль ; XF ; 60 ; 542 ; 155 
 1112 ; Знак "Благодарность Гитлеру за заботу о народе". Округ Южный Ганновер, Брауншвейг ;  ;  ; Ж/м ; VF-XF ; 43 ; влад ; 1641 
 1113 ; Знак болгарских автомобилистов ;  ;  ; Ж/м, Б/м ; XF ; 64 ; fanil ; 657 
 1114 ; Медаль на заключение мира в Хубертсбурге. Священная Римская империя ; 1763 ;  ; Ag ; XF+ ; 86 ; petrserebr ; 6120 
 1115 ; Медаль. 100 лет со дня рождения Шиллера. Германия ; 1859 ;  ; Ag ; AU ; 72 ; карта 123 ; 7289 
 1116 ; Медаль. Сельскохозяйственная выставка. Франция, 3-я республика ; 1892 ;  ; Ag ; XF+ ; 28 ; трулебас ; 2125 
 1117 ; Медаль "Коронация Леопольда I". Бельгия ; 1831 ;  ; Cu ; AU ; 59 ; карта 123 ; 3162 
 1118 ; Медаль в честь графа Кастелани генерал-аншефа армии Леона. Франция ; нач. XIX века ;  ; Cu ; AU ; 69 ; 751 ; 4872 
 1119 ; Медаль "Рождение принца Луи Филиппа". Франция ; 1833 ;  ; Cu ; AU ; 76 ; 751 ; 3570 
 1120 ; Медаль "Перенос праха Людовика XVIII в церковь Сант-Винсент". Франция ; 1816 ;  ; Cu ; AU ; 51 ; 751 ; 4631 
 1121 ; Медаль "На отрешение барона Де Стассарта" ; 1839 ;  ; Cu ; AU ; 26 ; трулебас ; 3174 
 1122 ; Медаль "Предыдущие папы под именем Пий". Ватикан, Пий VI (1775-1799) ; 1775 ;  ; Br ; F-VF ; 19 ; Sky2 ; 1001 
 1123 ; Медаль. Жизнеописание генерала Лафайета. Франция, Людовик XVIII (1814-1824) ;  ;  ; Br ; AU ; 44 ; 751 ; 2256 
 1124 ; Медаль. Женский вклад в Почетный легион. Франция, Наполеон I (1804-1815) ; 1810 ;  ; Br ; XF+ ; 36 ; stur ; 5100 
 1125 ; Медаль. Посещение Наполеоном III Великобритании. Франция, Наполеон III (1852-1870) ; 1855 ;  ;  ; VF+ ; 76 ; Sky2 ; 1020 
 1126 ; Медаль. Консерватория королевской музыки. Бельгия, Леопольд I (1831-1865) ; 1859 ;  ; Br ; AU ; 37 ; Грант ; 1836 
 1127 ; Жетон. Банк Франции. Франция. 8-й год республики ; нач. XIX века ;  ; Ag ; AU ; 42 ; карта 123 ; 3518 
 1128 ; Жетон. Свадьба дофина Людовика XVI с Марией-Антуанеттой Австрийской. Франция, Людовик XV (1715-1774) ; 1770 ;  ; Ag ; VF- ; 46 ; 015 ; 1500 
 1129 ; Жетон. Агенты финансовых советников короля. Франция, Людовик XVI (1774-1793) ; 1786 ;  ; Ag ; XF+ ; 45 ; 015 ; 4000 
 1130 ; Жетон. Торговая палата Нормандии и Руана. Франция, 1-я республика Консулат (1799-1804) ; 1802 ;  ; Ag ; XF+ ; 33 ; 015 ; 4000 
 1131 ; Жетон. Торговая палата Тулузы. Франция, Луи Филипп I (1830-1848) ;  ;  ; Ag ; XF+ ; 58 ; 015 ; 4000 
 1132 ; Свадебный жетон. Франция, Наполеон III ;  ;  ; Ag ; XF+ ; 67 ; 015 ; 6222 
 1133 ; Жетон. Германия. Бахус ;  ;  ; Б/м ; VF- ; 28 ; foma71 ; 169 
 1134 ; Медаль. Пруссия. В честь войны 1914г. Вильгельм II ; 1914 ;  ; Ag ; Proof ; 52 ; sherif-69 ; 1362 
 1135 ; Жетон. Ганновер. 20 лет встречи коллекционеров-нумизматов ;  ;  ; Ag ; AU ; 21 ; foma71 ; 315 
 1136 ; Медаль (1 унция). Китай. Панда ; 1995 ;  ; Ag 999,поз ; Proof ; 33 ; slav_1962 ; 841 
 1137 ; Медаль (1 унция). Китай. Панда ; 1994 ;  ; Ag 999,поз ; Proof ; 31 ; slav_1962 ; 850 
 1138 ; Медаль (1 унция). Китай. Панда ; 1993 ;  ; Ag 999,поз ; Proof ; 37 ; Аксель ; 1014 
 1139 ; Медаль  (1унция). Китай. Собака. Сертификат ; 2006 ;  ; Ag 999,поз ; Proof ; 37 ; Аксель ; 1008 
 1140 ; Знак геолога ;  ;  ; Ж/м, эмаль ; XF ; 36 ; KVit68 ; 587 
 1141 ; Знак за освоение новых земель ЦК ВЛКСМ ;  ;  ; Ж/м, эмаль ; VF-XF ; 6 ; kulibin2 ; 128 
 1142 ; Знак. Отличник народного просвещения ;  ;  ; Ж/м, эмаль ; VF-XF ; 16 ; sergant83 ; 255 
 1143 ; Знак. Европейская гостиница ;  ;  ; Ж/м, эмаль ; XF- ; 21 ; VaKot ; 500 
 1144 ; Знак. Юный активист спорта ;  ;  ; Ж/м, эмаль ; VF+ ; 17 ; WinterCat ; 153 
 1145 ; Нагрудный знак "Бесстрашный" ;  ;  ; Б/м,Ж/м ; AU ; 9 ; Пионер ; 161 
 1146 ; Знак. Юный турист СССР. ЛМД ;  ;  ; Ж/м, эмаль ; XF- ; 67 ; ВЯЗ ; 189 
 1147 ; Знак. Ворошиловский стрелок ;  ;  ; Б/м, эмаль ; VF ; 74 ; Dozen ; 2601 
 1148 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Б/м, эмаль ; VF+ ; 20 ; kulibin2 ; 1247 
 1149 ; Знак. Водитель мотоцикла ДОСААФ СССР. ММД ;  ;  ; Ж/м ; VF+ ; 61 ; Uncle ; 550 
 1150 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; XF+ ; 36 ; PiLaT ; 150 
 1151 ; Знак. 25 лет ЛНВМУ. ЛМД ; 1944-1969 ;  ; Ж/м, эмаль ; XF ; 28 ; kazan ; 306 
 1152 ; Знак. НТО СССР. ММД ;  ;  ; Ж/м, эмаль ; XF- ; 56 ; PiLaT ; 192 
 1153 ; Знак "Спартак" ;  ;  ; Ж/м, эмаль ; XF- ; 40 ; kazan ; 90 
 1154 ; Знак за отличную учебу. ДОСААФ СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 19 ; kulibin2 ; 157 
