 5898 ; Бона иностранная Дания ;  ;  ;  ; AU ; 37 ; Khab27 ; 317 
 836 ; Знак ГСО СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 51 ; инструктор ; 236 
 837 ; Знак Императорского общества велосипедистов туристов ;  ;  ; Ж/м,эмаль ; F ; 54 ; НУРИ ; 5594 
 838 ; Знак общества монгольско-советской дружбы ;  ;  ; Ж/м,эмаль ; XF ; 16 ; елец ; 144 
 839 ; Знак Отличник МИНТРАНСМАША ;  ;  ; Ж/м,эмаль ; XF- ; 22 ; Vova1950 ; 5307 
 840 ; Знак Почетному железнодорожнику ;  ;  ; Ж/м,эмаль ; VF-XF ; 39 ; Для души ; 4213 
 841 ; Знак ;  ;  ; Ж/м,эмаль ; VF ; 55 ; ZOLTAN333 ; 716 
 842 ; Знак Отличник ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF ; 19 ; sorus ; 693 
 843 ; Знак ДСО "Учитель" ;  ;  ; Ж/м,эмаль ; XF ; 41 ; Vova1950 ; 5023 
 844 ; Знак Водник ОВМУ ;  ;  ; Ж/м,эмаль ; XF- ; 34 ; sorus ; 2130 
 845 ; Знак Медик ;  ;  ; Ж/м,эмаль ; VF ; 18 ; Steppenwolf ; 450 
 846 ; Знак. Стойкий ;  ;  ; б/м ; XF ; 12 ; oleghh7 ; 313 
 847 ; Знак. Инструктор парашютист ;  ;  ; ж/м ; F+ ; 39 ; vvv87 ; 1000 
 848 ; Знак. Россия ;  ;  ;  ; XF ; 10 ; СОВ ; 72 
 849 ; Знак. Тяжелый крейсер Баку ;  ;  ; ж/м ; XF ; 58 ; ЛБС ; 1134 
 850 ; Знак. Первенство СССР ;  ;  ; ж/м ; XF- ; 18 ; Antoschka ; 214 
 851 ; Знак. ВИСМ. СССР ;  ;  ; б/м ; VF ; 26 ; SLAVA27122003 ; 306 
 852 ; Знак. ЛВМИ ;  ;  ; б/м ; XF- ; 13 ; Мурзик ; 1020 
 853 ; Знак. СССР ;  ;  ; ж/м ; XF+ ; 11 ; nikolas13 ; 69 
 854 ; Знак. Отличник пожарной охраны ;  ;  ; ж/м ; XF+ ; 27 ; SLAVA27122003 ; 357 
 855 ; Знак. ПВКУРЭ. 1 выпуск (1969-1973) ;  ;  ; ж/м ; XF+ ; 48 ; Папа с рацией ; 444 
 856 ; Знак. МФ - 1959. Москва ;  ;  ; ж/м ; XF- ; 9 ; геокойн ; 93 
 857 ; Знак. Леонид Брежнев. Спуск 1986г ;  ;  ; жм ; XF ; 8 ; oleghh7 ; 102 
 858 ; Знак. Ленин ;  ;  ; б/м ; VF+ ; 11 ; ЛБС ; 105 
 859 ; Знак. 50 лет СССР ;  ;  ; ж/м ; XF- ; 21 ; electra ; 41 
 860 ; Знак. ЛПОСПС ;  ;  ; ж/м ; XF+ ; 3 ; 1спб1 ; 12 
 861 ; Знак. Ленинградский институт киноинженеров ;  ;  ; б/м ; XF ; 15 ; kornum ; 317 
 862 ; Знак СВЯЗЬМОРПРОЕКТ ;  ;  ; Ж/м ; XF+ ; 9 ; Папа с рацией ; 123 
 763 ; Медаль. 25 лет со дня освобождения советской Эстонии. D - 59mm. Коробка ;  ;  ; томп ; XF ; 22 ; Георг ; 657 
 764 ; Медаль. 1000 лет Потсдаму. Германия. D-39мм ;  ;  ; Б/м ; AU ; 33 ; ZOLTAN333 ; 190 
 765 ; Медаль. Германия. D-40мм ;  ;  ; Б/м ; Proof ; 61 ; torbey ; 614 
 766 ; Медаль. Германия. D-40мм ;  ;  ; Ж/м ; AU ; 14 ; karal ; 138 
 767 ; Медаль. Германия. D-30мм ;  ;  ; Б/м ; Proof ; 33 ; V.I.P.E.R. ; 155 
 768 ; Медаль Ангела Меркель. Германия. D-40мм ; 2005 ;  ; Ж/м ; Proof ; 25 ; Bronco ; 207 
 769 ; Медаль D-49мм ;  ;  ; Ж/м,б/м ; XF+ ; 13 ; СОВ ; 114 
 770 ; Медаль Экю. Испания. D-40мм ;  ;  ; Ж/м ; Proof ; 3 ; Bronco ; 207 
 771 ; Медаль Европа. Футбол. D-40мм. Сертификат ;  ;  ; Би/м ; AU ; 22 ; ___AleX___ ; 208 
 772 ; Медаль Экю. Португалия. D-40мм ;  ;  ; Ж/м ; Proof ; 5 ; Bronco ; 204 
 773 ; Медаль Экю. Испания. D-40мм ;  ;  ; Ж/м ; Proof ; 3 ; Bronco ; 207 
 774 ; Медаль Экю. Португалия. D-40мм ;  ;  ; Ж/м ; Proof ; 5 ; Bronco ; 220 
 775 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 11 ; shaxter2015 ; 216 
 776 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 7 ; stilspb ; 214 
 777 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 7 ; моятачка909 ; 227 
 778 ; Медаль Экю. Португалия. D-40мм ;  ;  ; Ж/м ; Proof ; 7 ; Lena6975 ; 239 
 779 ; Медаль Экю. Италия. D-40мм ;  ;  ; Ж/м ; Proof ; 15 ; Bronco ; 104 
 780 ; Медаль Экю. Италия. D-40мм ;  ;  ; Ж/м ; Proof ; 5 ; Bronco ; 217 
 781 ; Медаль Конрад Аденауэр. D-40мм ;  ;  ; Б/м ; Proof ; 23 ; LEXAI ; 134 
 782 ; Медаль Ватикан. Бенедикт XVI. D-40мм ;  ;  ; Б/м ; Proof ; 56 ; LEXAI ; 241 
 783 ; Медаль Экю. Европа. D-30мм ;  ;  ; Ж/м ; Proof ; 12 ; solder13 ; 93 
 784 ; Медаль Олимада. D-30мм ;  ;  ; Ж/м ; Proof ; 5 ; купи-продай ; 79 
 785 ; Медаль ГДР. D-30мм ;  ;  ; Б/м ; Proof ; 11 ; ___AleX___ ; 163 
 786 ; Медаль ГДР. D-30мм ;  ;  ; Б/м ; AU ; 21 ; V.I.P.E.R. ; 137 
 787 ; Медаль Экю. Италия. D-40мм ;  ;  ; Ж/м ; Proof ; 9 ; Bronco ; 107 
 788 ; Медаль Экю. Испания. D-40мм ;  ;  ; Ж/м ; Proof ; 3 ; Bronco ; 207 
 789 ; Медаль Экю. Испания. D-40мм ;  ;  ; Ж/м ; Proof ; 3 ; Bronco ; 211 
 790 ; Медаль Экю. Испания. D-40мм ;  ;  ; Ж/м ; Proof ; 7 ; solder13 ; 93 
 791 ; Медаль Экю. Португалия. D-40мм ;  ;  ; Ж/м ; Proof ; 7 ; solder13 ; 93 
 792 ; Медаль. Зимние олимпийские игры. D-50мм ;  ;  ; Ж/м ; AU ; 5 ; LEXAI ; 102 
 793 ; Медаль. Зимние олимпийские игры. D-50мм ;  ;  ; Ж/м ; AU ; 2 ; LEXAI ; 102 
 794 ; Медаль. Зимние олимпийские игры. D-50мм ;  ;  ; Ж/м ; AU ; 7 ; LEXAI ; 108 
 795 ; Медаль. Люксембург. Европейская валюта. D-50мм ;  ;  ; Б/м ; Proof/AU ; 13 ; ростов ; 126 
 796 ; Медаль. Португалия. Европейская валюта. D-50мм ;  ;  ; Б/м ; Proof ; 11 ; Bronco ; 322 
 797 ; Медаль. Бельгия. Европейская валюта. D-50мм ;  ;  ; Б/м ; Proof/VF ; 11 ; ростов ; 126 
 798 ; Медаль. Церковь в Берлине. D-50мм ;  ;  ; Б/м ; Proof/XF ; 21 ; collector64 ; 284 
 799 ; Медаль. Италия. Европейская валюта. D-50мм ;  ;  ; Б/м ; Proof ; 11 ; ростов ; 163 
 800 ; Медаль. Германия. D-40мм ;  ;  ; Б/м ; Proof ; 14 ; collector64 ; 138 
 801 ; Медаль. Ватикан. D-39мм ;  ;  ; Б/м ; Proof ; 22 ; collector64 ; 153 
 802 ; Медаль. Германия. D-39мм ;  ;  ; Б/м ; Proof ; 16 ; V.I.P.E.R. ; 124 
 803 ; Медаль. Европейская валюта. D-50мм ;  ;  ; Б/м ; Proof ; 15 ; LEXAI ; 126 
 804 ; Медаль. Европейская валюта. D-50мм ;  ;  ; Б/м ; Proof ; 12 ; LEXAI ; 167 
 805 ; Медаль. Европейская валюта. D-40мм ;  ;  ; Б/м ; Proof ; 19 ; LEXAI ; 138 
 806 ; Медаль. 40 лет ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 17 ; Александр007 ; 192 
 807 ; Медаль. 40 лет ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 11 ; lalula ; 179 
 808 ; Медаль. 40 лет ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 11 ; aa_ras ; 210 
 809 ; Медаль. 40 лет ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 22 ; aa_ras ; 210 
 810 ; Медаль. 40 лет ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 7 ; aa_ras ; 192 
 811 ; Медаль. 40 лет ГДР. D-35мм ;  ;  ; Б/м ; Proof ; 29 ; ZOLTAN333 ; 196 
 812 ; Медаль. Германия. Бремен. D-34мм ;  ;  ; Би/м ; AU ; 31 ; LEXAI ; 155 
 713 ; Жетон. Германия. D-29мм ;  ;  ; Б/м ; Proof ; 14 ; Rosomaha ; 411 
 714 ; Жетон. Германия. D-29мм ;  ;  ; Ag ; Proof ; 15 ; Марик ; 473 
 715 ; Жетон. Германия. D-36мм ;  ;  ; Б/м ; Proof ; 17 ; Христ ; 201 
 716 ; Жетон. Германия. D-34мм ;  ;  ; Ag ; Proof ; 107 ; Shera ; 581 
 717 ; Жетон. Германия. D-34мм ;  ;  ; Ag ; Proof ; 17 ; Shera ; 406 
 718 ; Жетон. Вильгельм II. Германия. D-30мм ;  ;  ; Ag ; Proof ; 35 ; Александр007 ; 542 
 719 ; Экю. Нидерланды ; 1990 ;  ; Cu-Ni ; AU ; 13 ; 220W ; 247 
 720 ; Медаль. Папская область. Пий VII. 1й год правления. D - 43mm ; 1829 ;  ; Ag ; XF- ; 51 ; prince1959 ; 8058 
 721 ; Медаль. Франция. Серия "Римская история". Ганнибал. Войска Ганнибала у стен Рима. D - 32mm ; 1750-1763 ;  ; Ag ; XF ; 19 ; santiago2017 ; 2157 
 722 ; Медаль. Франция. Серия "Римская история". Братья Горации, спасая Рим, убивают братьев Куриациев. D - 32mm ; 1750-1763 ;  ; Ag ; VF- ; 17 ; santiago2017 ; 2130 
 723 ; Медаль. Франция. Серия "Римская история". Тит Квинтий Фламининю Сцена восстановления свободы народный празднеств в Греции. D - 32mm ; 1750-1763 ;  ; Ag ; VF+ ; 18 ; santiago2017 ; 2253 
 724 ; Медаль. Италия. Собор в Медиалане. D - 47mm ; конец XIXв ;  ; Cu ; F-VF ; 34 ; smaci ; 1000 
 725 ; Медаль. Бельгия. Свадьба Леопольда Брабанского (будущего Леопольда II) и Марии Габсбургской. D - 45mm ; 1853 ;  ; б/м ; F+ ; 25 ; Lena6975 ; 378 
 726 ; Медаль. Бельгия. Сражение под Ипром. D - 36mm ; 1914 ;  ; Br ; VF- ; 11 ; VOLKODAVS5 ; 153 
 727 ; Медаль. Монако. Введение евро. D - 40mm ; 2001 ;  ; Ag с позолотой ; Proof ; 18 ; стадник ; 1039 
 728 ; Жетон. Франция. Людовик XIV. Аврора в колесницеD - 28mm ; 1643-1715 ;  ; Ag ; VF- ; 65 ; S1952 ; 622 
 729 ; Жетон. Франция. Людовик XV. Попечительский совет. D - 30mm ; 1715-1774 ;  ; Ag ; F+ ; 3 ; S1952 ; 512 
 730 ; Жетон. Франция. Людовик XV. Нормандия. Академия Руана. D - 31mm ; 1726 ;  ; Ag ; F-VF ; 15 ; S1952 ; 714 
 731 ; Жетон. Франция. Людовик XV. Провинция Бретань. D - 29mm ; 1740 ;  ; Ag ; VF+ ; 13 ; Lena6975 ; 1017 
 732 ; Жетон. Франция. Людовик XVI. Королевская казна. D - 32mm ; 1774-1793 ;  ; Ag ; VF+ ; 19 ; Lena6975 ; 1286 
 733 ; Жетон. Франция. Людовик XVI. Королевская казна. D - 32mm ; 1774-1793 ;  ; Ag ; VF+ ; 23 ; S1952 ; 983 
 734 ; Жетон. Франция, 1-я Республика. Консулат. Изобретатель коммерческого лесосплава Жан Руве. D - 30mm ; 1799-1804 ;  ; Ag ; XF- ; 21 ; S1952 ; 527 
 735 ; Жетон. Франция. Парижская Святая часовня. Крест на Голгофе с тремя ступенями. Терновый венец и гвоздь. D - 18mm ; 1805 ;  ; Ag ; F-VF ; 23 ; S1952 ; 334 
 736 ; Жетон. Франция. Свадебный. D - 27,5mm ; 1860-1979 ;  ; Ag ; XF ; 21 ; Вот я вам ужо! ; 1275 
 737 ; Жетон. ФРГ. В честь первой почтовой марки Баварии. 22х22мм ; конец XX в ;  ; Ag ; XF+ ; 5 ; моятачка909 ; 395 
 738 ; Жетон Германия. D-26мм ;  ;  ; Ag ; Proof ; 33 ; ___AleX___ ; 513 
 739 ; Жетон Бенедикт XVI. D-30мм ;  ;  ; Б/м ; Proof ; 29 ; Александр007 ; 264 
 740 ; Жетон Германия. D-32мм ;  ;  ; Б/м ; XF+ ; 12 ; VOLKODAVS5 ; 80 
 741 ; Медаль Германия. D-30мм. Коробка, сертификат ;  ;  ; Ag ; Proof ; 40 ; LEXAI ; 496 
 742 ; Жетон. Германия. D-36мм ;  ;  ; Б/м ; Proof ; 5 ; Марик ; 466 
 743 ; Жетон в память фестиваля. Германия ; 1885 ;  ; Жм ; F+ ; 5 ; VOLKODAVS5 ; 114 
 744 ; Жетон. Музей фарфора в Майссене. D - 43mm ;  ;  ;  ; XF+ ; 11 ; aa_ras ; 227 
 745 ; Жетон Европейский нумизматический альянс. D-30мм ;  ;  ; Ag ; AU ; 63 ; prince1959 ; 367 
 746 ; Медаль 200 лет независимости США. В буклете ; 1976 ;  ; Ag ; Proof ; 50 ; Гарыныч ; 528 
 747 ; Медаль. Германия. Футбол. D-40мм ;  ;  ; Б/м ; Proof ; 11 ; torbey ; 512 
 748 ; Медаль. Германия. Футбол. D-40мм ;  ;  ; Б/м ; Proof ; 23 ; torbey ; 466 
 749 ; Медаль. Германия. Футбол. D-40мм ;  ;  ; Б/м ; Proof ; 7 ; torbey ; 466 
 750 ; Медаль. Германия. Футбол. D-40мм ;  ;  ; Б/м ; Proof ; 7 ; torbey ; 466 
 751 ; Медаль. Германия. Футбол. D-40мм ;  ;  ; Б/м ; Proof ; 5 ; seva777 ; 163 
 752 ; Медаль. Германия. Футбол. D-40мм ;  ;  ; Б/м ; Proof ; 7 ; torbey ; 466 
 753 ; Жетон. Китай. D-34мм ; 2008 ;  ; Би/м ; AU ; 15 ; musik ; 311 
 754 ; Медаль. Эйсенбахская ж/д. D-40мм ;  ;  ; Ag ; Proof ; 17 ; ирренн ; 645 
 755 ; Медаль. Эйсенбахская ж/д. D-40мм ;  ;  ; Ag ; Proof ; 57 ; ирренн ; 750 
 756 ; Медаль. Эйсенбахская ж/д. D-30мм ;  ;  ; Ag ; Proof ; 51 ; ирренн ; 577 
 757 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 15 ; stilspb ; 218 
 758 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 19 ; stilspb ; 257 
 759 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 38 ; VOLKODAVS5 ; 383 
 760 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 33 ; VOLKODAVS5 ; 384 
 761 ; Медаль Кайзеры и президенты . Германия. D-40мм ;  ;  ; Ag ; Proof ; 11 ; stilspb ; 213 
 762 ; Медаль. Германия. Выставка канареек в Берлине. Припаена булавка. D - 40mm ;  ;  ; Ag ; VF ; 70 ; Вот я вам ужо! ; 3196 
 663 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 28 ; slavka ; 253 
 664 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 22 ; slavka ; 256 
 665 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 27 ; aleksz7 ; 255 
 666 ; Медаль Швеция ;  ;  ; Б/м ; VF ; 16 ; slavka ; 160 
 667 ; Медаль Швеция ;  ;  ; Б/м ; VF- ; 27 ; slavka ; 160 
 668 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 27 ; lizz ; 107 
 669 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 25 ; slavka ; 255 
 670 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 38 ; arsenich-s ; 459 
 671 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 30 ; arsenich-s ; 255 
 672 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 22 ; lizz ; 310 
 673 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 26 ; lizz ; 253 
 674 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 14 ; lizz ; 253 
 675 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 24 ; lizz ; 310 
 676 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 8 ; 312 ; 126 
 677 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 23 ; lizz ; 310 
 678 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 17 ; 312 ; 136 
 679 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 36 ; lizz ; 310 
 680 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 9 ; 312 ; 108 
 681 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 21 ; lizz ; 310 
 682 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 26 ; lizz ; 310 
 683 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 27 ; doc2 ; 459 
 684 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 9 ; Масясик ; 100 
 685 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 21 ; lizz ; 310 
 686 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 5 ; jjj ; 123 
 687 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 25 ; slavka ; 283 
 688 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 7 ; LEXAI ; 114 
 689 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 14 ; slavka ; 156 
 690 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 14 ; slavka ; 156 
 691 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 14 ; 312 ; 136 
 692 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 16 ; alex09-63 ; 160 
 693 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 7 ; aleksz7 ; 160 
 694 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 7 ; ai ; 101 
 695 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 14 ; 312 ; 136 
 696 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 31 ; lizz ; 341 
 697 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 5 ; jjj ; 96 
 698 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 11 ; 312 ; 136 
 699 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 9 ; donbass ; 126 
 700 ; Жетон спортивный. Финляндия ; 1915 ;  ; Ag,эмаль ; XF- ; 36 ; arsenich-s ; 1122 
 701 ; Жетон спортивный. Финляндия ; 1916 ;  ; Ag,эмаль ; XF ; 27 ; arsenich-s ; 1122 
 702 ; Жетон спортивный. Финляндия ; 1915 ;  ; Ag,эмаль ; XF ; 18 ; nikolas13 ; 765 
 703 ; Медаль поощрения рабочих. Бельгия ;  ;  ; Ж/м ; XF ; 3 ; slavka ; 102 
 704 ; Медаль 50 лет свадьбы короля Кристиана IX и принцессы Луизы. Дания. Медальер V.Christesen. D-65мм ; 1892 ;  ; Ж/м ; XF ; 33 ; Георг ; 3853 
 705 ; Медаль Плакета Германия? Размер 82х51 ;  ;  ; Б/м ; XF- ; 7 ; цеховик ; 113 
 706 ; Медаль Металлургический завод им.Ленина. Венгрия? D-50мм ;  ;  ; Ж/м ; VF+ ; 2 ; цеховик ; 104 
 707 ; Медаль Победителю Олимпиады производства. Мансфельд комбинат. D-100мм ; 1960 ;  ; Б/м ; AU ; 5 ; SS007 ; 400 
 708 ; Медаль за службу против терроризма. США ;  ;  ; Ж/м ; XF ; 31 ; oleghh7 ; 266 
 709 ; Медаль за службу в армии. США ;  ;  ; Ж/м ; XF ; 32 ; СОВ ; 181 
 710 ; Медаль за эффективную службу. США ;  ;  ; Ж/м ; XF ; 23 ; СОВ ; 209 
 711 ; Медаль. Таллинн. Ювелирный завод. D - 55 mm ;  ;  ; Br ; XF ; 32 ; Георг ; 310 
 712 ; Жетон. Германия. Гамбург. D-39мм ; 1989 ;  ; Ag ; Proof ; 27 ; сокол ; 530 
 613 ; Жетон. Морская доблесть. Полярные конвои 1941-1945. Черчьль, Рузвельт, Сталин. D - 42mm ;  ;  ;  ; Proof ; 34 ; torbey ; 1078 
 614 ; Жетон 70 лет победы в ВОВ. D-30мм ; СПМД ;  ; Cu-Ni ; Proof ; 22 ; fillin ; 722 
 615 ; Жетон. 70 лет Победы в ВОВ ; 2015 ;  ;  ; Proof ; 17 ; fillin ; 804 
 616 ; Медаль 30-летие ГДР. Магдебург. D-40мм ; 1979 ;  ; Ж/м ; VF-XF ; 12 ; VOLKODAVS5 ; 164 
 617 ; Медаль От Императорской Академии наук. Для рецензентов сочинений на соискание премии им. А.С.Пушкина. Медальер С.З.Важенин. D-45мм ; 1882 ;  ; Br ; VF-XF ; 51 ; WASP ; 6687 
 618 ; Медаль Управление пожарной охраны ГУВД МОСГОРИСПОЛКОМА. D-60мм. Коробка ;  ;  ; Al ; XF+ ; 5 ; VOLKODAVS5 ; 46 
 619 ; Медаль. 25й всесоюзный кинофестиваль в Таллине. D - 50mm ;  ;  ; ж/м ; XF ; 11 ; VOLKODAVS5 ; 112 
 620 ; Медаль Архитектурный ансамбль села Кидекша. D-100мм ;  ;  ; Б/м ; XF ; 17 ; LEXAI ; 207 
 621 ; Медаль А.С.Пушкин. D-60мм. ;  ;  ; Б/м ; XF ; 10 ; flutter ; 190 
 622 ; Медаль 100 лет научно-производственному объединению "Меридиан". Медальер А.Королюк. D-65мм ; 1983ЛМД ;  ; Ж/м ; XF ; 40 ; alex09-63 ; 1361 
 623 ; Медаль 150 лет со дня рождения М.Л.Кропивницкого. Медальер А.Королюк. D-60мм ; 1991ЛМД ;  ; Al ; XF- ; 37 ; ММД ; 1546 
 624 ; Медаль. Турнир памяти И.Поддубного. D - 50mm ; 1985 ;  ; ж/м ; XF ; 23 ; flutter ; 207 
 625 ; Медаль. Первый человек на луне - Нил Армстронг. В - 50mm ;  ;  ; жМ ; XF ; 20 ; VOLKODAVS5 ; 160 
 626 ; Медаль. Первый космонавт Земли - Ю.Гагарин. D - 52mm ;  ;  ; жм ; XF ; 17 ; spasatel2012 ; 212 
 627 ; Медаль. Завод "Светлана", Ленинград. Медальер - Бакланов. D - 59mm ;  ;  ; томп ; XF ; 26 ; sts ; 253 
 628 ; Медаль. Сергей Есенин. Дом-музей. D - 58мм ;  ;  ; ж/м ; XF ; 47 ; flutter ; 487 
 629 ; Медаль. Посвящена героизму украинского народа в ВОВ. D - 61mm ;  ;  ; Br ; VF-XF ; 10 ; VOLKODAVS5 ; 123 
 630 ; Медаль. Медаль. М.С.Щепкин - великий русскиц актер. D - 60mm ;  ;  ; томп ; AU ; 33 ; LEXAI ; 258 
 631 ; Медаль. Сергей Есенин. D - 60mm ;  ;  ; б/м ; XF ; 16 ; flutter ; 311 
 632 ; Медаль Ленинград Город Герой. Медальер: Н. Сококлов. D-54мм ; 1973ЛМД ;  ; Al ; AU ; 23 ; сr00 ; 180 
 633 ; Медаль 250 лет Ленинградскому арсеналуим Фрунзе. D-73мм ;  ;  ; Ж/м ; XF- ; 19 ; mikki67 ; 303 
 634 ; Медаль 20 лет освобождения Украины от фашизма. D-64мм ;  ;  ; Ж/м ; XF ; 55 ; mikki67 ; 2428 
 635 ; Медаль Петерис Стучка. Председатель первого правительства Советской Латвии. D-60мм ;  ;  ; Ж/м ; XF ; 51 ; sportmini ; 2946 
 636 ; Медаль. Холодильная техника в народном хозяйстве. Конструкторское бюро турбохолодильных машин. D - 46mm ;  ;  ; Al ; VF+ ; 9 ; Кашемир ; 156 
 637 ; Медаль. Научный институт холодильной индустрии. Москва. D - 58mm ;  ;  ; б/м ; VF+ ; 9 ; VOLKODAVS5 ; 51 
 638 ; Медаль в память 250-летия основания Ленинрада. Медальер Н.Козлов. D-74мм ;  ;  ; Ж/м ; XF ; 40 ; mikki67 ; 2775 
 639 ; Медаль Первый космонавт Земли Ю.Гагарин.D-50мм ; ММД ;  ; Ж/м ; XF+ ; 11 ; spasatel2012 ; 253 
 640 ; Медаль Первый человек на Луне Н.Армстронг.D-50мм ; ММД ;  ; Ж/м ; XF+ ; 19 ; 333985 ; 161 
 641 ; Медаль Чемпионат Европы. Фигурное катание и танцы на коньках. D-60мм ;  ;  ; Ж/м ; XF ; 29 ; mikki67 ; 1274 
 642 ; Медаль. Ю.Гагарин. Первый полет человека в космос. D - 50mm ;  ;  ; Al ; VF ; 17 ; spasatel2012 ; 159 
 643 ; Медаль. D - 56mm ;  ;  ; Br ; VF+ ; 8 ; roza77 ; 159 
 644 ; Медаль. Военно-Медицинская академия. Основоположник отечественной нейрофармакологии С.В.Аничков. D - 65mm ;  ;  ; Br ; XF+ ; 64 ; 708 ; 1527 
 645 ; Медаль. 50 лет Советской армии. D - 89 mm ;  ;  ;  ; XF ; 7 ; lalula ; 114 
 646 ; Медаль. Ленинград. D - 73mm ;  ;  ; б/м ; XF- ; 11 ; GOBSEK ; 306 
 647 ; Медаль. Ленинград. D - 73mm ;  ;  ; б/м ; XF- ; 9 ; 1спб1 ; 264 
 648 ; Орден труда. ГДР. В коробке +планка ;  ;  ; ж/м ; XF ; 13 ; AKrav ; 1597 
 649 ; Орден за заслуги перед страной. Италия ;  ;  ; Ag,эмаль ; XF ; 68 ; aviator55 ; 3354 
 650 ; Крест подписной. Англия ;  ;  ; ж/м ; XF ; 27 ; smaci ; 1010 
 651 ; Медаль. Германия ;  ;  ; ж/м ; XF ; 13 ; igorkadan ; 318 
 652 ; Медаль. Германия ; 1888 ;  ; ж/м ; VF ; 30 ; lizz ; 1326 
 653 ; Орден. Албания. 40 лет Компартии Албании ;  ;  ; ж/м ; XF ; 17 ; lsp25 ; 503 
 654 ; Орден за гражданское мужество. Албания ;  ;  ; ж/м ; VF-XF ; 21 ; slavka ; 459 
 655 ; Медаль. Албания. За патриотические достижения ;  ;  ; ж/м ; VF-XF ; 4 ; veektor ; 510 
 656 ; Медаль за заслуги народного контроля. ГДР ;  ;  ; ж/м ; XF ; 20 ; lsp25 ; 206 
 657 ; Орден Леопольда II. Бельгия ;  ;  ; б/м ; VF ; 22 ; slavka ; 1381 
 658 ; Медаль. Бельгия ;  ;  ; ж/м ; VF-XF ; 9 ; veektor ; 340 
 659 ; Медаль. Франция ;  ;  ; б/м ; XF ; 34 ; Папа с рацией ; 776 
 660 ; Миниатюрная медаль. Англия ; 1939-1945 ;  ; б/м ; XF ; 8 ; ЛБС ; 357 
 661 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 30 ; lizz ; 310 
 662 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 25 ; Папа с рацией ; 262 
 557 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; collector64 ; 75 
 558 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; aziya11 ; 59 
 559 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; кве ; 123 
 560 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; aziya11 ; 98 
