 3207 ; Бона иностранная ;  ;  ;  ;  ; 17 ; cochu ; 51 
 1456 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 26 ; tron ; 91 
 1457 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 71 ; tavitrof ; 94 
 1458 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 35 ; Инвестор ; 119 
 1459 ; 15 копеек ; 1927 ;  ; Ag ; VF- ; 29 ; ForeverYoung ; 99 
 1360 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 30 ; lynx ; 308 
 1361 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 27 ; DA-Prok ; 279 
 1362 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 17 ; LANKA ; 250 
 1363 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF+ ; 18 ; lynx ; 340 
 1364 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 36 ; Аксель ; 273 
 1365 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 27 ; lynx ; 340 
 1366 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 22 ; Аксель ; 251 
 1367 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 51 ; VR62 ; 241 
 1368 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 17 ; ForeverYoung ; 279 
 1369 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 24 ; lynx ; 357 
 1370 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 39 ; tavitrof ; 140 
 1371 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 17 ; Инвестор ; 77 
 1372 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 46 ; rizovtpl ; 152 
 1373 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 56 ; rizovtpl ; 439 
 1374 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 16 ; HOMO ; 79 
 1375 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 25 ; Coins911 ; 92 
 1376 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 30 ; breghnevs24 ; 138 
 1377 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 30 ; Elvin ; 125 
 1378 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 22 ; suhua ; 90 
 1379 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 48 ; pak1313 ; 153 
 1380 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 13 ; alex0223 ; 459 
 1381 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF- ; 35 ; solder13 ; 202 
 1382 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 33 ; natallli ; 89 
 1383 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 66 ; lee ; 186 
 1384 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 27 ; natallli ; 62 
 1385 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; XF ; 56 ; Basilio ; 2244 
 1386 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 60 ; Basilio ; 368 
 1387 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 25 ; natallli ; 24 
 1388 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 21 ; lee ; 98 
 1389 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 8 ; obob999 ; 34 
 1390 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 17 ; obob999 ; 51 
 1391 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 4 ; конь ; 204 
 1392 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 17 ; obob999 ; 51 
 1393 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 40 ; Рэп-6 ; 41 
 1394 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 17 ; кабан ; 41 
 1395 ; Полкопейки ; 1925 ;  ; Cu ; XF-/VF- ; 20 ; кабан ; 452 
 1396 ; Полкопейки ; 1927 ;  ; Cu ; VF+ ; 23 ; tss ; 469 
 1397 ; 15 копеек ; 1942 ;  ; Ni ; AU ; 6 ; sg1945 ; 11000 
 1398 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; XF ; 69 ; Elvin ; 1430 
 1399 ; 0,25 ; 1998 ; о.Шпицберген ;  ; AU ; 26 ; Eugen ; 309 
 1400 ; 10 рублей. Брак монетного двора ; 1992 ; ЛМД белый металл (немагнитный) ; Fe in Br ; AU ; 77 ; kott ; 296 
 1401 ; 2 копейки. Брак монетного двора ; 1980 ;  ; Cu-Zn ; XF+ ; 6 ; Eugen ; 100 
 1402 ; 1 рубль-1 доллар разоружения. С копией сертификата подлинности ; 1988 ;  ; Al ; AU ; 41 ; vlkorchev ; 1001 
 1403 ; Набор монет СССР "Олимпиада 80" (6шт) 1 рубль: Эмблема олимпийских игр, Московский кремль, Здание МГУ, Обелиск покорителям космоса, Здание Моссовета, Олимпийский факел. В подарочной упаковке с сертификатами ; 1977-1980 ;  ; Cu-Ni ; AU ; 55 ; Elvin ; 1224 
 1404 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 62 ; Максимус 1 ; 489 
 1405 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 21 ; nikolay ; 1122 
 1406 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание  ; Cu-Ni ; Proof ; 58 ; mda7 ; 1226 
 1407 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 69 ; Захар ; 587 
 1408 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 79 ; Захар ; 521 
 1409 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 75 ; Захар ; 651 
 1310 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимп ; Ag ; AU ; 34 ; lesnik1 ; 520 
 1311 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 22 ; koga ; 464 
 1312 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 27 ; gors ; 508 
 1313 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Иси ; Ag ; AU ; 17 ; suhua ; 538 
 1314 ; 5 рублей ; 1978 ; ММД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 58 ; tdp ; 520 
 1315 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII О ; Ag ; AU ; 57 ; koga ; 464 
 1316 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII ; Ag ; AU ; 10 ; suhua ; 625 
 1317 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 38 ; Sky2 ; 476 
 1318 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 27 ; lomotok ; 575 
 1319 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 40 ; koga ; 509 
 1320 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 25 ; koga ; 509 
 1321 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 31 ; koga ; 504 
 1322 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; AU ; 49 ; koga ; 504 
 1323 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; AU ; 36 ; cfif ; 520 
 1324 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимп ; Ag ; AU ; 36 ; koga ; 504 
 1325 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 23 ; gors ; 520 
 1326 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII О ; Ag ; AU ; 28 ; gors ; 548 
 1327 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII ; Ag ; AU ; 12 ; cfif ; 520 
 1328 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; Proof ; 20 ; Захар ; 768 
 1329 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 12 ; Максимус 1 ; 768 
 1330 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 18 ; Захар ; 728 
 1331 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 7 ; ААФ ; 768 
 1332 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 50 ; mifod ; 557 
 1333 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; Proof ; 13 ; gors ; 752 
 1334 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; Proof ; 12 ; Захар ; 745 
 1335 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 39 ; gors ; 718 
 1336 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII О ; Ag ; Proof ; 23 ; gors ; 552 
 1337 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; Proof ; 5 ; solder13 ; 634 
 1338 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сц ; Ag ; Proof ; 50 ; fontanka ; 937 
 1339 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая п ; Ag ; Proof ; 39 ; nikolay ; 930 
 1340 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 50 ; cfif ; 1805 
 1341 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавани ; Ag ; Proof ; 39 ; alexx1976 ; 1318 
 1342 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 20 ; vlados ; 1500 
 1343 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 31 ; vlados ; 1471 
 1344 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 43 ; kol ; 2371 
 1345 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 23 ; alexx1976 ; 1720 
 1346 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 22 ; golg ; 2040 
 1347 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 33 ; fontanka ; 1019 
 1348 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. ; Ag ; Proof ; 70 ; nikolay ; 936 
 1349 ; 3 рубля "250-летие Академии художеств". СПМД ; 2007 ;  ; Ag ; Proof ; 28 ; igors1969 ; 1590 
 1350 ; 3 рубля ; 2000 ; ММД "Сохраним наш мир". Снежны ; Ag ; Proof ; 47 ; Valeriy ; 8672 
 1351 ; 3 рубля "Кубок мира по спортивной ходьбе" г. Чебоксары. СПМД. Капсула ; 2008 ;  ; Ag ; Proof ; 122 ; ЕВС ; 2313 
 1352 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий  ; Ag ; Proof ; 45 ; kollega ; 755 
 1353 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 13 ; VDV ; 4533 
 1354 ; Рубль ; 1921 ; (АГ) ; Ag ; AU/XF+ ; 15 ; tuz ; 2207 
 1355 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 40 ; lesnik1 ; 1381 
 1356 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 38 ; mda7 ; 903 
 1357 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 57 ; lynx ; 1665 
 1358 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 23 ; mda7 ; 337 
 1359 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 38 ; lynx ; 337 
 1242 ; Знак. ЮДПД ;  ;  ; Al ; XF+ ; 9 ; obob999 ; 9 
 1243 ; Знак. Воин-спортсмен I ст. ;  ;  ; Al ; VF-XF ; 31 ; solder13 ; 127 
 1244 ; Знак за активную работу ;  ;  ; Al ; AU ; 16 ; Uncle ; 120 
 1245 ; Знак. Общественный санитарный инспектор ;  ;  ; Al ; XF ; 14 ; VaKot ; 91 
 1246 ; Знак. ЮСИ ;  ;  ; Al ; AU ; 12 ; obob999 ; 12 
 1247 ; Санитарный знак ;  ;  ; Al ; AU ; 15 ; von_Schwarz ; 21 
 1248 ; Лот из 6-ти жетонов ;  ;  ; Б/м,Ж/м ; VF-XF/XF+ ; 35 ; mikol05 ; 614 
 1249 ; Жетон. Никита Хрущев (1894-1971) ; 1971 ;  ; Ж/м ; AU ; 73 ; fanil ; 1020 
 1250 ; Лот из жетонов "Татарстан" (2шт): 20литров, 30литров ;  ;  ; Ж/м, Б/м ; XF- ; 49 ; Paul68 ; 153 
 1251 ; Жетон. Наследие Кипра. Город Пафос ;  ;  ; Б/м ; AU ; 43 ; obob999 ; 51 
 1270 ; Один червонец ; 1976 ;  ; Au ; AU ; 45 ; alyans-met ; 11355 
 1271 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; AU ; 18 ; muslimgauze ; 876 
 1272 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиад ; Ag ; AU ; 12 ; muslimgauze ; 922 
 1273 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры  ; Ag ; AU ; 29 ; suhua ; 714 
 1274 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; AU ; 22 ; титан ; 663 
 1275 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Оли ; Ag ; AU ; 23 ; gors ; 663 
 1276 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 30 ; robinson ; 650 
 1277 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; AU ; 6 ; deadman ; 1000 
 1278 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 25 ; suhua ; 714 
 1279 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XX ; Ag ; AU ; 32 ; lesnik1 ; 714 
 1280 ; 10 рублей ; 1978 ; ММД Прыжки с шестом.Игры XXII  ; Ag ; AU ; 25 ; gors ; 740 
 1281 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпи ; Ag ; AU ; 60 ; robinson ; 665 
 1282 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Ол ; Ag ; AU ; 25 ; robinson ; 651 
 1283 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; AU ; 34 ; deadman ; 1020 
 1284 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; AU ; 24 ; robinson ; 653 
 1285 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; AU ; 12 ; muslimgauze ; 925 
 1286 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; AU ; 32 ; cfif ; 728 
 1287 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; AU ; 16 ; джон007 ; 635 
 1288 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; AU ; 30 ; cfif ; 737 
 1289 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 18 ; Poiuyt ; 643 
 1290 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 40 ; robinson ; 640 
 1291 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпи ; Ag ; AU ; 24 ; джон007 ; 625 
 1292 ; 10 рублей ; 1977 ; ММД Москва. Игры XXII Олимпиад ; Ag ; Proof ; 15 ; krokodil ; 1022 
 1293 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпи ; Ag ; Proof ; 17 ; Захар ; 765 
 1294 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; Proof ; 18 ; cfif ; 864 
 1295 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XX ; Ag ; Proof ; 15 ; gors ; 1002 
 1296 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; Proof ; 12 ; Захар ; 765 
 1297 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры  ; Ag ; Proof ; 35 ; gors ; 752 
 1298 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; Proof ; 27 ; cfif ; 900 
 1299 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; Proof ; 46 ; fontanka ; 713 
 1300 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; Proof ; 43 ; fontanka ; 774 
 1301 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; Foxic ; 709 
 1302 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Оли ; Ag ; Proof ; 24 ; sg1945 ; 800 
 1303 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 30 ; koga ; 509 
 1304 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 25 ; suhua ; 517 
 1305 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 18 ; Ромбор ; 559 
 1306 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 43 ; koga ; 509 
 1307 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиад ; Ag ; AU ; 23 ; koga ; 504 
 1308 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; AU ; 49 ; koga ; 504 
 1309 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; AU ; 42 ; tdp ; 520 
 1192 ; Медаль "Аполло-Союз" ; 1975 ;  ; Ag ; Proof ; 36 ; sg1945 ; 1129 
 1193 ; Медаль ООН в конверте с маркой "Всемирный почтовый союз" ; 1974 ;  ; Ag ; Unc ; 7 ; карта 123 ; 625 
 1194 ; Знак "Шахтерская слава" III степень. Учрежден в 1956 году ;  ;  ; Ж/м,эмаль ; VF-XF ; 38 ; uin72 ; 206 
 1195 ; Знак НКЗ СССР Мастеру комбайновой уборки №4897 ;  ;  ; Ж/м, эмаль ; XF+ ; 95 ; VaKot ; 6687 
 1196 ; Знак МОПР ;  ;  ; Ж/м, эмаль ; VF+ ; 33 ; VaKot ; 4647 
 1197 ; Знак. Парашютист отличник. 10 прыжков ;  ;  ; Ж/м, эмаль ; XF+ ; 13 ; 1999 ; 151 
 1198 ; Знак. Парашютист отличник ;  ;  ; Ж/м, эмаль ; XF+ ; 4 ; brest ; 130 
 1199 ; Знак. Парашютист отличник. 30 прыжков ;  ;  ; Ж/м, эмаль ; XF+ ; 28 ; Uncle ; 394 
 1200 ; Знак. Отличный связист ;  ;  ; Ж/м, эмаль ; VF-XF ; 40 ; AAE2006 ; 2117 
 1201 ; Знак 80 лет ВЧК, ФСБ, КГБ ;  ;  ; Ж/м ; XF+ ; 43 ; vlados ; 560 
 1202 ; Знак. Гранит 150 экипаж ;  ;  ; Ж/м, эмаль ; AU ; 67 ; fanil ; 79 
 1203 ; Знак за отличную службу в МВД ;  ;  ; Ж/м ; AU ; 12 ; vlados ; 128 
 1204 ; Знак. Подводная лодка Северного флота ;  ;  ; Ж/м ; AU ; 20 ; fanil ; 142 
 1205 ; Знак. Отличный артиллерист ;  ;  ; Ж/м, эмаль ; VF+ ; 37 ; rlaura ; 2185 
 1206 ; Знак. Подводник России ;  ;  ; Ж/м ; AU ; 59 ; fanil ; 119 
 1207 ; Знак. Почетному полярнику. Новодел ;  ;  ; Ж/м ; AU ; 40 ; fanil ; 1530 
 1208 ; Знак. Ворошиловский стрелок. Новодел ;  ;  ; Ж/м ; AU ; 8 ; Sky2 ; 759 
 1209 ; Знак SAPR (Св. Андрей, защитник России) ;  ;  ; Ж/м ; AU ; 117 ; fanil ; 509 
 1210 ; Знак об окончании Сельско-Хозяйственного ВУЗа ;  ;  ; Ж/м, эмаль ; AU ; 68 ; baltika13 ; 500 
 1211 ; Знак об окончании Гумманитарного ВУЗа. ЛМД ;  ;  ; Ж/м, эмаль ; AU ; 16 ; o.k. ; 204 
 1212 ; Знак об окончании Гумманитарного ВУЗа. ЛМД ;  ;  ; Ж/м, эмаль ; AU ; 11 ; o.k. ; 204 
 1213 ; Знак об окончании ВВМИУ им. Ленина ;  ;  ; Б/м, эмаль ; XF+ ; 10 ; kulibin2 ; 467 
 1214 ; Знак об окончании ВВА им. Гагарина ;  ;  ; Б/м, эмаль ; AU ; 6 ; kulibin2 ; 260 
 1215 ; Знак об окончании Медицинского ВУЗа. ЛМД ;  ;  ; Al ; AU ; 44 ; 542 ; 153 
 1216 ; Знак об окончании ВВМУ им. Фрунзе ;  ;  ; Б/м, эмаль ; AU ; 12 ; 542 ; 463 
 1217 ; Знак об окончании Академии БТВ ;  ;  ; Б/м, эмаль ; XF+ ; 10 ; kulibin2 ; 742 
 1218 ; Знак об окончании Псковского Государственного Политехнического института ;  ;  ; Ж/м ; AU ; 19 ; kulibin2 ; 161 
 1219 ; Знак об окончании Московского института Международного бизнеса ;  ;  ; Ж/м ; AU ; 13 ; kulibin2 ; 161 
 1220 ; Знак об окончании Читинского Государственного университета ;  ;  ; Б/м ; AU ; 24 ; kulibin2 ; 161 
 1221 ; Знак об окончании Омского экономического института ;  ;  ; Ж/м ; AU ; 36 ; kulibin2 ; 170 
 1222 ; Знак. Дружинник ;  ;  ; Al ; XF+ ; 25 ; VaKot ; 46 
 1223 ; Знак. Победитель Соцсоревнования ; 1973 ;  ; Al ; AU ; 29 ; uin72 ; 93 
 1224 ; Знак. Победитель Соцсоревнования ; 1976 ;  ; Al ; AU ; 9 ; uin72 ; 88 
 1225 ; Знак. Победитель Соцсоревнования ; 1975 ;  ; Al ; AU ; 42 ; Uncle ; 140 
 1226 ; Знак. Ударник 10 пятилетки СССР ;  ;  ; Al ; XF ; 20 ; VaKot ; 81 
 1227 ; Знак. Победитель Соцсоревнования ; 1980 ;  ; Al ; AU ; 10 ; Sezon ; 50 
 1228 ; Знак. Победитель Соцсоревнования ; 1979 ;  ; Al ; AU ; 14 ; Sezon ; 44 
 1229 ; Знак Министерства культуры СССР за отличную работу ;  ;  ; Al ; XF ; 12 ; Uncle ; 225 
 1230 ; Памятная медаль СОКК и КП СССР ; 1867-1967 ;  ; Al ; XF+ ; 1 ; brest ; 100 
 1231 ; Знак. Труд II место. Облкрайсовет ;  ;  ; Al ; XF ; 16 ; solder13 ; 15 
 1232 ; Знак. Гвардеевский ролтавско-Берлинский авиационный полк ;  ;  ; Al ; XF ; 63 ; Пионер ; 104 
 1233 ; Знак. Ветеран КЧФ. Севастополь ;  ;  ; Al ; XF ; 46 ; fanil ; 206 
 1234 ; Знак. Участник летней спартакиады народов РСФСР ;  ;  ; Al ; VF-XF ; 8 ; natallli ; 8 
 1235 ; Знак. БГТО I ст ;  ;  ; Al ; XF+ ; 16 ; obob999 ; 13 
 1236 ; Знак. БГТО I ст ;  ;  ; Al ; XF ; 7 ; Dozen ; 6 
 1237 ; Знак. ДЮП ;  ;  ; Al ; XF+ ; 8 ; obob999 ; 9 
 1238 ; Знак. ВЛКСМ Ленинский зачет ;  ;  ; Al ; XF+ ; 55 ; Uncle ; 101 
 1239 ; Знак III разряд ;  ;  ; Al ; XF ; 4 ; obob999 ; 5 
 1240 ; Знак готов к труду и обороне СССР ;  ;  ; Al ; XF+ ; 26 ; Dozen ; 104 
 1241 ; Знак. Готов к труду и обороне СССР. V ст ;  ;  ; Al ; XF+ ; 4 ; obob999 ; 5 
 1028 ; 1 цянь "кайюань тунбао" гладкий. Китай, Тан ;  ;  ; Br ; VF+ ; 8 ; muslimgauze ; 111 
 1029 ; 1 цянь "кайюань тунбао" полумесяц 12ч. Китай, Тан ;  ;  ; Br ; VF ; 10 ; muslimgauze ; 114 
 1030 ; 1 цянь "цяньюань чжунбао" гладкий. Китай, Тан ;  ;  ; Br ; VF ; 13 ; von_Schwarz ; 61 
 1031 ; 2 цяня "шаосин тунбао". Китай, Южная Сун ; 1131-1162 ;  ; Br ; VF- ; 33 ; lsp25 ; 157 
 1032 ; 1 цянь "чунчжэн тунбао" гладкий. Китай, Мин ; 1628-1643 ;  ; Br ; VF- ; 29 ; koga ; 53 
 1033 ; 1 цянь "чунчжэн тунбао" звезда 12ч. Китай, Мин ; 1628-1643 ;  ; Br ; VF- ; 28 ; Bayun48 ; 56 
 1034 ; 1 цянь "лунъу тунбао" гладкий. Китай, Южная Мин ; 1645-1646 ;  ; Br ; F-VF ; 16 ; koga ; 45 
 1035 ; "тяньшэн юаньбао" гладкий. Китай, Си Ся ; 1149-1170 ;  ; Br ; F-VF ; 29 ; Гордиан ; 426 
 1036 ; 1 донг "цзинсин тунбао" "шань си". Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 36 ; Гордиан ; 164 
 1037 ; 1 донг "цзинсин сибао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 13 ; kay2 ; 100 
 1038 ; 1 донг "цзинсин чжунбао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 13 ; kay2 ; 100 
 1039 ; 1 донг "цзинсин дабао" гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 3 ; kay2 ; 100 
 1040 ; 1 донг "чэнтай тунбао" гладкий. Аннам, Юань ; 1889-1907 ;  ; Br ; F-VF ; 15 ; koga ; 45 
 1041 ; Монетовидный амулет. Китай ; 19 век ;  ; Br ; VF ; 21 ; kay2 ; 175 
 1091 ; Жетон на коронация Александра III в 1883г ;  ;  ; Ж/м ; VF- ; 60 ; AAE2006 ; 2147 
 1092 ; Жетон на коронация Александра III в 1883г ;  ;  ; Ж/м ; XF+ ; 51 ; 67 ; 2885 
 1093 ; Жетон "Свободная Россия" ; 1917 ;  ; Ж/м ; VF-XF ; 70 ; rlaura ; 1307 
 1094 ; Знак В.С.Г.Т.О. ; 1917 ;  ; Б/м ; VF+ ; 73 ; СТОП ; 1157 
 1095 ; Орден Вазы. Большой крест на ленте.  Швеция. Учрежден в 1772 г. В оригинальной коробке ;  ;  ; Au ; AU ; 56 ; mmisha ; 30002 
 1096 ; Орден Вазы IV ст. Швеция. Учрежден в 1772 г. В оригинальной коробке ;  ;  ; Au ; AU ; 39 ; mmisha ; 16294 
