 151 ; 1/4 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 18 ; CapsulЪ ; 4600 
 883 ; Полторак. Польша ; 1631 ;  ; Ag ; F-VF ; 23 ; Harlock ; 51 
 884 ; Полторак. Польша ; 1625 ;  ; Ag ; F-VF ; 7 ; Harlock ; 45 
 885 ; Монета. Ливония ;  ;  ; Ag ; F+ ; 72 ; raise ; 515 
 886 ; Драхма. Индия. М-3,02гр ;  ;  ; Ag ; F-VF ; 127 ; Al777 ; 1437 
 887 ; Монета средневековая. Крымское ханство. М-0,55гр ;  ;  ; Ag ; F-VF ; 39 ; cotangens ; 90 
 888 ; Драхма. Сасаниды, Хормизд IV. Отверстие. М-3,30гр ; 5в ;  ; Ag ; F+ ; 54 ; cunde42 ; 506 
 889 ; 1/2 дирхема. Табаристан Испехбед Хуршид. М-2,11гр ;  ;  ; Ag ; VF- ; 58 ; kotyamoi ; 1136 
 890 ; Дирхем. Крымское ханство, хан Узбек. Отверстие ; 1313-1341 ;  ; Ag ; F-VF ; 32 ; Атлантик ; 69 
 891 ; Дирхем. Крымское ханство, хан Узбек ; 1313-1341 ;  ; Ag ; F-VF ; 29 ; Harlock ; 66 
 892 ; Дирхем. Крымское ханство, хан Узбек ; 1313-1341 ;  ; Ag ; F-VF ; 28 ; барсик ; 68 
 893 ; 1 донг "данчжи тунбао", гладкий. Почерк сяочжуань. Аннм, Династия Чэнь. D-24,5мм ; 1358-1369 ;  ; Br ; F ; 21 ; von_Schwarz ; 918 
 894 ; 1 донг "шэнъюань тунбао", гладкий. Аннам, Княжество Мо. D-21мм ; 1638-1677 ;  ; Br ; F ; 13 ; von_Schwarz ; 116 
 895 ; 1 донг "цзинсин тунбао" "цзин" 12ч. Аннам, Династия Поздняя Ле. D-24мм ; 1740-1786 ;  ; Br ; F+ ; 7 ; Гордиан ; 72 
 896 ; 1 донг "цзинсин дабао", гладкий. Аннам, Династия Поздняя Ле. D-23мм ; 1740-1786 ;  ; Br ; F ; 5 ; von_Schwarz ; 59 
 897 ; 1 донг "цзинсин дабао", гладкий. Аннам, Династия Поздняя Ле. D-23,5мм ; 1740-1786 ;  ; Br ; F ; 9 ; von_Schwarz ; 62 
 898 ; 1 цянь "циннин тунбао", гладкий. Китай, Госудрство Ляо. D-26мм ; 1055-1065 ;  ; Br ; F ; 39 ; droopy ; 1473 
 899 ; 2 цяня "чуньси юаньбао" "сун чунь". Китай, Династия Южная Сун. D-28мм ; 1174-1189 ;  ; Fe ; F+ ; 16 ; kotyamoi ; 357 
 900 ; 2 цяня "цзятай юаньбао" "чунь юань". Китай, Династия Южная Сун. D-29мм ; 1201-1205 ;  ; Fe ; F ; 13 ; Harlock ; 423 
 901 ; 2 цяня "цзядин аньбао", луна и звезда 12ч. Китай, Династия Южная Сун. D-30мм ; 1208-1224 ;  ; Fe ; VG ; 8 ; kotyamoi ; 338 
 902 ; 5 цяней "цзядин ваньбао", луна и звезда 12ч. Китай, Династия Южная Сун. D-34мм ; 1208-1224 ;  ; Fe ; VG ; 29 ; kotyamoi ; 546 
 903 ; 3 цяня "дасун юаньбао" "си сань". Китай, Династия Южная Сун. D-33мм ; 1225-1227 ;  ; Fe ; VG ; 31 ; von_Schwarz ; 524 
 904 ; 2 цяня "дачжуан тунбао", гладкий. Китай, Восстания XIV века. D-27,5мм ; 1367 ;  ; Br ; F ; 24 ; droopy ; 2408 
 905 ; 10 цяней "цяньлун тунбао". Провинция Синьцзян (Аксу). Китай, Династия Цин. D-25мм ; 1736-1795 ;  ; Cu ; F ; 34 ; lsp25 ; 362 
 906 ; 1 цянь "сяньфэн тунбао" "боо юнь" и иероглиф с солнцем. Провинция Юннань (Юньнаньфу). Китай, Династия Цин. D-22,5мм ; 1851-1861 ;  ; Br ; F-VF ; 46 ; dpb ; 427 
 907 ; 10 цяней "гуансюй цаньшэнь". Провинция Синьцзян (Куча). Китай, Династия Цин. D-24,5мм ; 1875-1908 ;  ; Cu ; F ; 24 ; von_Schwarz ; 402 
 908 ; 1 цянь "гуансюй тунбао" "боо цзин". Провинция Шаньси (Тайюань). Китай, Династия Цин. D-21мм ; 1875-1908 ;  ; Br ; VG ; 11 ; lsp25 ; 105 
 909 ; 1 цянь "гуансюй тунбао" "боо чжэ". Провинция Чжэцзян (Ханьчжоу). Китай, Династия Цин. D-20,5мм ; 1875-1908 ;  ; Br ; F ; 3 ; yurrgen ; 62 
 910 ; 1 цянь "миньго тунбао" "дун чуань". Китай, Республика. D-18мм ; 1911-1914 ;  ; Br ; F ; 44 ; von_Schwarz ; 396 
 911 ; 2 муна "чанпин тунбао" "юн шу". Полицейское управление. Корея. D-31мм ; 1742 ;  ; Br ; VF ; 3 ; yurrgen ; 71 
 912 ; 1 мун "чанпин тунбао" "ху эр" и полумесяц 3ч. Министерство финансов. Корея. D-25мм ; 1757 ;  ; Br ; F ; 6 ; kotyamoi ; 75 
 913 ; 1 мун "чанпин тунбао" "кай сы" полумесяц 9ч. Военное управление провинции Каесунг. Корея. D-24мм ; 1816 ;  ; Br ; VF ; 3 ; yurrgen ; 71 
 914 ; 1 мун "чанпин тунбао" "кай ба" и полумесяц 3ч. Военное управление провинция Каесунг. Корея. D-24мм ; 1816 ;  ; Br ; F-VF ; 3 ; yurrgen ; 71 
 915 ; Лот античных монет Древнего Рима (50шт) ; IV в ;  ; Cu ; F+/F-VF ; 55 ; grigoriKK ; 2229 
 916 ; Лот античных монет Древнего Рима (10шт): сестерций ; II в ;  ; Cu ; F/F+ ; 132 ; Dahan ; 1253 
 917 ; Лот античных монет Рима (15шт): антониниан ; III в ;  ; Cu ; F+/F-VF ; 98 ; барсик ; 539 
 918 ; Лот античных монет Древней Греции (9шт) ; III в ;  ; Cu ; F/F+ ; 95 ; murka1973 ; 599 
 933 ; Георгиевский крест IV ст. №263393. Р-ры: 34 на 34мм ; 1914-1915 ;  ; Ag ; VF+ ; 94 ; Murat_a ; 8723 
 934 ; Медаль "За усердие". D-28мм ;  ;  ; Ag ; VF+ ; 49 ; a_kog ; 4080 
 935 ; Медаль "25 лет Церковно-приходским школам 1884-1909гг". D-28мм ;  ;  ; Ag ; VF-XF ; 131 ; FRAK ; 7173 
 822 ; Фоллис. Рим, имп. Константин I. М-2,03гр ; 337-363 ;  ; Cu ; F+ ; 10 ; Fofors ; 70 
 823 ; Фоллис. Рим, имп. Константин I. М-1,83гр ; 337-363 ;  ; Cu ; F+ ; 11 ; Павлов75 ; 101 
 824 ; Фоллис. Рим, имп. Лициний I. М-3,05гр ; 308-324 ;  ; Cu ; F-VF ; 33 ; dimasmirnov ; 474 
 825 ; Фоллис. Рим, имп. Лициний I. М-3,21гр ; 308-324 ;  ; Cu ; F-VF ; 41 ; 1dima_s ; 975 
 826 ; Фоллис. Рим, имп. Лициний I. М-3,48гр ; 308-324 ;  ; Cu ; F-VF ; 36 ; lestes ; 312 
 827 ; Фоллис. Рим, имп. Лициний I. М-3,08гр ; 308-324 ;  ; Cu ; F-VF ; 23 ; lestes ; 243 
 828 ; Фоллис. Рим, имп. Лициний I. М-3,67гр ; 308-324 ;  ; Cu ; F-VF ; 14 ; Fofors ; 338 
 829 ; Фоллис. Рим, имп. Лициний I. М-3,74гр ; 308-324 ;  ; Cu ; F-VF ; 44 ; Fofors ; 229 
 830 ; Фоллис. Рим, имп. Лициний I. М-2,15гр ; 308-324 ;  ; Cu ; F-VF ; 55 ; lestes ; 204 
 831 ; Фоллис. Рим, имп. Лициний I. М-3,00гр ; 308-324 ;  ; Cu ; F-VF ; 44 ; Fofors ; 191 
 832 ; Фоллис. Рим, имп. Лициний I. М-3,18гр ; 308-324 ;  ; Cu ; F-VF ; 13 ; kt589 ; 108 
 833 ; Фоллис. Рим, имп. Лициний I. М-2,01 ; 308-324 ;  ; Cu ; F+ ; 25 ; Fofors ; 170 
 834 ; Антониниан. Рим, имп. Максимиан. М-2,49гр ; 286-305 ;  ; Cu ; F+ ; 20 ; Fofors ; 131 
 835 ; Фоллис. Рим, имп. Констант. Обломана. М-1,29гр ; 333-350 ;  ; Cu ; F-VF ; 22 ; dimasmirnov ; 217 
 836 ; Фоллис. Рим, имп. Констант. М-1,38гр ; 333-350 ;  ; Cu ; F+ ; 33 ; Fofors ; 176 
 837 ; Фоллис. Рим, имп. Юлиан II. М-2,49гр ; 355-360 ;  ; Cu ; F+ ; 23 ; Fofors ; 174 
 838 ; Фоллис. Рим, имп. Юлиан II. М-2,73гр ; 355-360 ;  ; Cu ; F+ ; 13 ; Fofors ; 159 
 839 ; Фоллис. Рим, имп. Юлиан II. М-1,90гр ; 355-360 ;  ; Cu ; F+ ; 4 ; Hedeby ; 85 
 840 ; Монета античная. Римская империя, Елена (мать Константина I). М-2,82гр ;  ;  ; Cu ; F+ ; 15 ; барсик ; 101 
 841 ; Монета античная. Римская империя, Елена (мать Константина I). М-1,77гр ;  ;  ; Cu ; F+ ; 34 ; Fofors ; 101 
 842 ; Монета античная. Римская империя, Елена (мать Константина I). М-1,60гр ;  ;  ; Cu ; F+ ; 16 ; Fofors ; 132 
 843 ; Монета античная. Рим, имп. Валентиниан II. М-4,41гр ; 375-392 ;  ; Cu ; F+ ; 41 ; ppp ; 247 
 844 ; Монета античная. Рим, имп. Валентиниан II. М-1,84гр ; 375-392 ;  ; Cu ; F+ ; 42 ; Hedeby ; 92 
 845 ; Монета античная. Рим, имп. Валентиниан II. М-1,00гр ; 375-392 ;  ; Cu ; F+ ; 13 ; taigist ; 96 
 846 ; Монета античная. Рим, имп. Валентиниан II. М-0,61гр ; 375-392 ;  ; Cu ; F+ ; 9 ; Hedeby ; 94 
 847 ; Монета античная. Рим, имп. Валентиниан II. М-1,30гр ; 375-392 ;  ; Cu ; F+ ; 9 ; Fofors ; 94 
 848 ; Монета античная. Рим, имп. Валентиниан II. М-1,21гр ; 375-392 ;  ; Cu ; F+ ; 38 ; kt589 ; 95 
 849 ; Монета античная. Рим, имп. Гонорий. Обломана. М-2,10гр ; 395-423 ;  ; Cu ; F+ ; 5 ; grigoriKK ; 94 
 850 ; Монета античная. Рим, имп. Гонорий. Обломана. М-1,51гр ; 395-423 ;  ; Cu ; F+ ; 5 ; cunde42 ; 98 
 851 ; Монета античная. Рим, имп. Гонорий. М-2,10гр ; 395-423 ;  ; Cu ; F+ ; 14 ; yurrgen ; 83 
 852 ; Монета античная. Рим, имп. Гонорий. М-1,50гр ; 395-423 ;  ; Cu ; F+ ; 7 ; yurrgen ; 68 
 853 ; Монета античная. Рим, имп. Гонорий. М-1,81гр ; 395-423 ;  ; Cu ; F+ ; 13 ; Fofors ; 134 
 854 ; Монета античная. Рим, г. Анхиал, имп. Септимий север. М-4,96гр ; 193-211 ;  ; Cu ; F ; 44 ; джокер ; 309 
 855 ; Монета античная. Рим, г. Макрианополь, имп. Диадумениан. М-3,45гр ; 217-218 ;  ; Cu ; F+ ; 15 ; 9425920 ; 513 
 856 ; Фоллис. Рим, имп. Констанций II. М-2,65гр ; 324-361 ;  ; Cu ; F+ ; 8 ; Fofors ; 67 
 857 ; Монета античная. Рим, имп. Иовиан. М-2,61гр ; 363-364 ;  ; Cu ; F+ ; 52 ; Гордиан ; 270 
 858 ; Монета античная. Рим, имп. Валент. М-2,20гр ; 364-378 ;  ; Cu ; F+ ; 31 ; 9425920 ; 357 
 859 ; Монета античная. Рим, имп. Октавиан Август. М-9,98гр ; 43 г до н.э.-14 г ;  ; Cu ; F+ ; 62 ; 9425920 ; 509 
 860 ; Монета античная. Рим, имп. Октавиан Август. М-3,70гр ; 43 г до н.э.-14 г ;  ; Cu ; F+ ; 42 ; 9425920 ; 777 
 861 ; Монета-дельфин (1/25 обола). Ольвия. Деформация. М-1,81гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 30 ; grigoriKK ; 206 
 862 ; Монета-дельфин (1/25 обола). Ольвия. М-1,16гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 22 ; grigoriKK ; 277 
 863 ; Дихалк. Пантикапей. М-1,93гр ; 130-135гг до н.э. ;  ; Cu ; F+ ; 24 ; С Урала ; 48 
 864 ; Фоллис. Византия, Ираклий I. М-5,25гр ; 610-641гг ;  ; Cu ; F+ ; 18 ; барсик ; 75 
 865 ; Талер. Мансфельд. М-29,00гр ; 1590 ;  ; Ag ; XF- ; 77 ; kont ; 10200 
 866 ; Талер. Австрия, Халл. М-28,60гр ; 1615 ;  ; Ag ; VF+ ; 56 ; SBl ; 11334 
 867 ; Талер. Польша, Сигизмунд III. М-28,46гр ; 1628 ;  ; Ag ; XF ; 111 ; пять сольдо ; 82820 
 868 ; Талер. Брауншвейг-Люнебург-Целле. М-28,79гр ; 1645 ;  ; Ag ; VF-XF ; 63 ; А_еЧъ ; 11362 
 869 ; Талер. Брауншвейг-Вольфенбюттель. М-28,73 ; 1659 ;  ; Ag ; XF- ; 86 ; region23 ; 31212 
 870 ; Талер. Зальцбург. М-28,82г ; 1690 ;  ; Ag ; XF ; 67 ; Добрый ; 8727 
 871 ; 24 мариенгрошей (2/3 талера). Германия, Брауншвейг-Вольфенбюттель, Рудольф Август и Антон Ульрих (1685-1704) ; 1694 НСН ;  ; Ag ; VF- ; 27 ; cuzid ; 2187 
 770 ; Пуло. Золотая Орда ;  ;  ; Cu ; F-VF ; 15 ; Umka ; 35 
 771 ; Пул. Золотая Орда, хан Узбек ; 737 г.х. (1336-1337) ;  ; Cu ; F+ ; 21 ; С Урала ; 28 
 772 ; Пул. Г. Базджин. Хан Джанибек ; 753г.х. (1352-1353) ;  ; Cu ; F+ ; 12 ; andrew1977 ; 33 
 773 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F+ ; 17 ; rik ; 41 
 774 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F+ ; 30 ; 2262н ; 47 
 775 ; Лот допетровских монет Михаила Федоровича (31шт): копейка ; 1613-1645 ;  ; Ag ; F+/F-VF ; 22 ; Donald Trump ; 1530 
 776 ; Лот допетровских монет Алексея Михайловича "Медный бунт" (34шт): копейка ; 1645-1676 ;  ; Cu ; F/F+ ; 9 ; sssppp ; 1062 
 777 ; Лот монет Золотой Орды (10шт): медный пул ;  ;  ; Cu ; F+ ; 31 ; t_v_v ; 181 
 778 ; Лот монет Золотой Орды (2шт): медный пул ;  ;  ; Cu ; F+ ; 23 ; С Урала ; 74 
 781 ; Солид. Рим, имп. Лео I. М-4,49гр ; 457-474  ;  ; Au ; XF+ ; 53 ; Donald Trump ; 25000 
 782 ; Тетрадрахма. Селевкиды, Антиох VII. М-15,43гр ; 138-129гг до н.э. ;  ; Ag ; F-VF ; 86 ; Searcher ; 5533 
 783 ; Дидрахма. Греция, Калабрия, г. Тарс. М-6,82гр ; 302-281гг до н.э. ;  ; Ag ; VF- ; 105 ; к216 ; 2770 
 784 ; Драхма. Парфия, Ород II. М-3,57гр ; 90-77 гг до н.э. ;  ; Ag ; VF- ; 56 ; саров ; 3068 
 785 ; Драхма. Индо-Скифы, Азес II. М-2,25гр ; 35г до н.э.-5 ;  ; Ag ; VF- ; 89 ; Al777 ; 2268 
 786 ; Драхма. Гунны, 2-ая династия Тюрк-Шахи. М-3,28гр ; 850-970-е ;  ; Ag ; VF- ; 37 ; volod ; 1394 
 787 ; Драхма. Индо-Сасаниды. М-4,12гр ; 9-12вв ;  ; Ag ; VF- ; 35 ; саров ; 909 
 788 ; Тетрадрахма. Индо-Скифы. В капсуле ANACS ; 58-19гг до н.э. ;  ; Ag ; VF25 ; 37 ; Al777 ; 2267 
 789 ; Тетрадрахма. Индо-Скифы. В капсуле ANACS ; 80-100 ;  ; Cu ; EF40 ; 92 ; Searcher ; 1785 
 790 ; Драхма. Элимас, Персидская сотрапия под Парфией. М-3,34гр ; 1в до н.э.-1в ;  ; Cu ; VF- ; 82 ; pretorianets72 ; 900 
 791 ; Монета- стрела. Скифы. М-1,88гр ; 4-5вв до н.э. ;  ; Br ; F-VF ; 47 ; volod ; 119 
 792 ; Монета- стрела. Скифы. М-1,49гр ; 4-5вв до н.э. ;  ; Br ; F-VF ; 77 ; volod ; 213 
 793 ; Монета- стрела. Скифы. М-1,37гр ; 4-5вв до н.э. ;  ; Br ; F-VF ; 58 ; dpb ; 232 
 794 ; Обол. Пантикапей. М-2,05гр ; 275-245гг до н.э. ;  ; Cu ; F+ ; 48 ; 1dima_s ; 78 
 795 ; Обол. Пантикапей. М-1,67гр ; 275-245гг до н.э. ;  ; Cu ; F+ ; 14 ; Hedeby ; 74 
 796 ; Дихалк. Пантикапей. М-2,66гр ; 314-310гг до н.э. ;  ; Cu ; F+ ; 12 ; Hedeby ; 84 
 797 ; Дихалк. Пантикапей. М-2,51гр ; 130-125гг до н.э. ;  ; Cu ; F+ ; 63 ; 1dima_s ; 268 
 798 ; Обол. Пантикапей. М-1,95гр ; 150-140гг до н.э. ;  ; Cu ; F+ ; 32 ; 1dima_s ; 99 
 799 ; Монета-Дельфин (1/25 обола). Ольвия. М-2,35гр ; 440-360гг до н.э. ;  ; Br ; F+ ; 26 ; grigoriKK ; 104 
 800 ; Монета-Дельфин (1/25 обола). Ольвия. М-2,08гр ; 440-360гг до н.э. ;  ; Br ; F+ ; 9 ; grigoriKK ; 75 
 801 ; Монета-Дельфин (1/25 обола). Ольвия. М-0,77гр ; 440-360гг до н.э. ;  ; Br ; F+ ; 19 ; grigoriKK ; 101 
 802 ; Монета-Дельфин (1/25 обола). Ольвия. М-1,98гр ; 440-360гг до н.э. ;  ; Br ; F+ ; 15 ; grigoriKK ; 230 
 803 ; Монета-Дельфин (1/25 обола). Ольвия. М-0,57гр ; 440-360гг до н.э. ;  ; Br ; F+ ; 9 ; grigoriKK ; 107 
 804 ; Монета -Стрела. Скифы. М-1,96гр ; 7-1 вв до н.э. ;  ; Br ; F+ ; 78 ; murew ; 110 
 805 ; Монета -Стрела. Скифы ; 7-1 вв до н.э. ;  ; Br ; F+ ; 42 ; AnvlaSar6216 ; 354 
 806 ; Монета -Стрела. Скифы. Отверстие ; 7-1 вв до н.э. ;  ; Br ; F+ ; 47 ; Hedeby ; 71 
 807 ; Монета -Стрела. Скифы ; 7-1 вв до н.э. ;  ; Br ; F+ ; 54 ; барсик ; 81 
 808 ; Антониниан. Рим, имп. Нумериан. М-3,98гр ; 283-284 ;  ; Cu ; F+ ; 41 ; von_Schwarz ; 387 
 809 ; Антониниан. Рим, имп. Нумериан. М-3,73гр ; 283-284 ;  ; Cu ; F+ ; 27 ; von_Schwarz ; 329 
 810 ; Фоллис. Византия, Юстин II. М-17,57гр ; VI в ;  ; Cu ; VF- ; 73 ; lestes ; 2154 
 811 ; Антонинан. Римская империя, Салонина (жена Галлиена). М-2,65гр ;  ;  ; Cu ; F+ ; 71 ; Sterh ; 134 
 812 ; Фоллис. Римская империя, Фауста (жена Константина I). М-2,09гр ;  ;  ; Cu ; F+ ; 31 ; von_Schwarz ; 165 
 813 ; Фоллис. Римская империя, Фауста (жена Константина I). М-3,08гр ;  ;  ; Cu ; F+ ; 30 ; von_Schwarz ; 413 
 814 ; Фоллис. Рим, Валерий Галерий. Обломана. М-4,93гр ;  ;  ; Cu ; F+ ; 26 ; sobiranel ; 87 
 815 ; Фоллис. Рим, им Крисп. М-2,36гр ;  ;  ; Cu ; F+ ; 22 ; kt589 ; 108 
 816 ; Фоллис. Рим, им Крисп. М-2,68гр ;  ;  ; Cu ; F+ ; 32 ; von_Schwarz ; 104 
 817 ; Монета античная. Рим, имп. Феодосий I. М-1,67гр ; 373-395 ;  ; Cu ; F+ ; 19 ; Hedeby ; 77 
 818 ; Монета античная. Рим, имп. Феодосий I. М-1,26гр ; 373-395 ;  ; Cu ; F+ ; 22 ; барсик ; 123 
 819 ; Монета античная. Рим, имп. Феодосий I. М-0,80гр ; 373-395 ;  ; Cu ; F+ ; 61 ; Hedeby ; 72 
 820 ; Монета античная. Рим, имп. Феодосий I. М-1,25гр ; 373-395 ;  ; Cu ; F+ ; 12 ; Hedeby ; 68 
 821 ; Фоллис. Рим, имп. Константин I. М-3,17гр ; 337-363 ;  ; Cu ; F+ ; 7 ; Fofors ; 152 
 720 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 92 ; Doca ; 164 
 721 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; F-VF ; 55 ; Hedeby ; 71 
 722 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 19 ; antongor ; 255 
 723 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 16 ; avtomasterbakal ; 73 
 724 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 45 ; Димон 1733 ; 62 
 725 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 45 ; Hedeby ; 69 
 726 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 29 ; 2262н ; 87 
 727 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 50 ; Harlock ; 69 
 728 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 44 ; Harlock ; 69 
 729 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 20 ; Гриша ; 69 
 730 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 34 ; Natascha ; 93 
 731 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 38 ; Димон 1733 ; 46 
 732 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 32 ; ВММ ; 71 
 733 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 21 ; Димон 1733 ; 53 
 734 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 46 ; ML144 ; 71 
 735 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 77 ; asternox ; 301 
 736 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 43 ; Harlock ; 69 
 737 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 16 ; Майкл ; 101 
 738 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 46 ; Димон 1733 ; 46 
 739 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 47 ; Димон 1733 ; 47 
 740 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 57 ; Майкл ; 172 
 741 ; Копейка. Деформация ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 43 ; grigoriKK ; 510 
 742 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 43 ; samsung ; 45 
 743 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 31 ; Димон 1733 ; 48 
 744 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; maremark ; 30 
 745 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; maremark ; 30 
 746 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 22 ; fish77 ; 60 
 747 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; fish77 ; 68 
 748 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 73 ; Bolt ; 113 
 749 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 81 ; Bolt ; 117 
 750 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 65 ; Bolt ; 97 
 751 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 29 ; dali ; 908 
 752 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 34 ; G.R.O.S.S. ; 206 
 753 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 25 ; Bolt ; 197 
 754 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 29 ; vvshulga6 ; 101 
 755 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 73 ; dali ; 693 
 756 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 9 ; himik121 ; 123 
 757 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 60 ; Bolt ; 107 
 758 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 29 ; Bolt ; 642 
 759 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 24 ; Hedeby ; 51 
 760 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 12 ; Bolt ; 133 
 761 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 40 ; Bolt ; 793 
 762 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 24 ; Bolt ; 155 
 763 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 27 ; Hedeby ; 64 
 764 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 24 ; Bolt ; 159 
 765 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 3 ; Bolt ; 51 
 766 ; Копейка ; 1645-1676 ; Алексей Михайлович Новгородский ден.двор ; Cu ; F+ ; 48 ; Bolt ; 156 
 767 ; Копейка ; 1645-1676 ; Алексей Михайлович Новгородский ден.двор ; Cu ; F+ ; 16 ; Bolt ; 279 
 768 ; Копейка ; 1645-1676 ; Алексей Михайлович Новгородский ден.двор ; Cu ; F+ ; 47 ; Bolt ; 793 
 769 ; Пуло ; 1420-1480 ; Великий Новгород ; Cu ; F+ ; 13 ; волга ; 555 
 670 ; Копейка. Слоение ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 12 ; grigoriKK ; 132 
 671 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 29 ; grigoriKK ; 165 
 672 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; Natascha ; 68 
 673 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; dec9 ; 137 
 674 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; Канарейкин В ; 67 
 675 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; vvshulga6 ; 72 
 676 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; Димон 1733 ; 46 
 677 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Канарейкин В ; 77 
 678 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; vvshulga6 ; 87 
 679 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; Канарейкин В ; 99 
 680 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 41 ; asternox ; 165 
 681 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 41 ; asternox ; 126 
 682 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 48 ; dec9 ; 296 
