 3277 ; Бона иностранная ;  ;  ;  ;  ; 60 ; necator ; 143 
 1397 ; 15 копеек ; 1956 ;  ; Ni ; AU ; 42 ; AlexWhite ; 99 
 1398 ; 15 копеек ; 1956 ;  ; Ni ; XF+ ; 7 ; GOLDWIZARD ; 8 
 1399 ; 15 копеек ; 1956 ;  ; Ni ; VF-XF ; 3 ; jef688 ; 4 
 1400 ; 15 копеек ; 1956 ;  ; Ni ; VF-XF ; 6 ; jef688 ; 6 
 1401 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; AU ; 1 ; disman14 ; 72 
 1402 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; VF-XF ; 6 ; skir ; 6 
 1403 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; AU ; 57 ; oich ; 66 
 1404 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; VF-XF ; 6 ; GOLDWIZARD ; 7 
 1405 ; 15 копеек ; 1979 ;  ; Cu-Ni ; VF+ ; 6 ; kurt ; 7 
 1406 ; 15 копеек ; 1979 ;  ; Cu-Ni ; AU ; 1 ; Алек ; 2 
 1407 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 4 ; Алек ; 41 
 1408 ; 15 копеек ; 1981 ;  ; Cu-Ni ; AU ; 5 ; PVA13 ; 20 
 1309 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 60 ; IrinaM ; 405 
 1310 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 46 ; zakon ; 470 
 1311 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 43 ; zakon ; 493 
 1312 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 5 ; oich ; 146 
 1313 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 9 ; oich ; 153 
 1314 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 11 ; Алек ; 250 
 1315 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 35 ; Алек ; 305 
 1316 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 14 ; oich ; 159 
 1317 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 78 ; oich ; 251 
 1318 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 31 ; oich ; 204 
 1319 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 53 ; lsp25 ; 210 
 1320 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 7 ; oich ; 204 
 1321 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 33 ; zakon ; 400 
 1322 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 5 ; lsp25 ; 153 
 1323 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 3 ; solder13 ; 126 
 1324 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 1 ; disman14 ; 123 
 1325 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 6 ; oich ; 132 
 1326 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 15 ; lm5665 ; 157 
 1327 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 4 ; alnov ; 159 
 1328 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 7 ; Алек ; 204 
 1329 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 5 ; alexandervolkov ; 158 
 1330 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 1 ; disman14 ; 123 
 1331 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 15 ; oich ; 153 
 1332 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 4 ; shknikolay ; 126 
 1333 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 24 ; oich ; 201 
 1334 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 4 ; lsp25 ; 204 
 1335 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 4 ; lsp25 ; 204 
 1336 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 41 ; zakon ; 285 
 1337 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 19 ; zakon ; 311 
 1338 ; 2 ; 1998 ; о.Шпицберген  ;  ; AU ; 67 ; Eugen ; 1625 
 1339 ; 1 ; 1998 ; о.Шпицберген  ;  ; AU ; 67 ; Aleks1 ; 1530 
 1340 ; 5 ; 1998 ; о.Шпицберген  ;  ; AU ; 76 ; Eugen ; 1692 
 1341 ; 0,5 ; 1998 ; о.Шпицберген  ;  ; AU ; 96 ; Aleks1 ; 1521 
 1342 ; 0,25 ; 1998 ; о.Шпицберген  ;  ; AU ; 86 ; Aleks1 ; 1527 
 1343 ; 0,1 ; 1998 ; о.Шпицберген  ;  ; AU ; 68 ; Aleks1 ; 1530 
 1344 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; VF- ; 2 ; DrAlex ; 60 
 1345 ; 5 рублей ; 1990 ; Матенадаран.Ереван  ; Cu-Ni ; AU ; 2 ; disman14 ; 90 
 1346 ; 5 рублей ; 1990 ; Большой дворец в Петродворце  ; Cu-Ni ; AU ; 5 ; zenit ; 126 
 1347 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве  ; Cu-Ni ; XF+ ; 11 ; Nalivaichenko ; 47 
 1348 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 21 ; ton2519 ; 37 
 1349 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; AU ; 14 ; Nalivaichenko ; 30 
 1350 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; AU ; 36 ; piron ; 51 
 1351 ; 10 копеек ; 1932 ;  ; Ni ; XF+ ; 33 ; solder13 ; 102 
 1352 ; Полкопейки ; 1927 ;  ; Cu ; F-VF ; 7 ; Михалыч ; 135 
 1353 ; 20 копеек ; 1921 ;  ; Ag ; VF ; 150 ; fanil ; 1122 
 1354 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 14 ; GOLDWIZARD ; 28 
 1355 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 37 ; Volleo ; 31 
 1356 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 44 ; petrserebr ; 90 
 1357 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 3 ; джон007 ; 32 
 1358 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 37 ; Basilio ; 62 
 1115 ; Бензиновый жетон. Татарстан ;  ;  ; Ж/м ; VF- ; 5 ; Скрудж ; 55 
 1116 ; Жетон. Страхование жизни ; 2001 ;  ; Ж/м ; AU ; 3 ; Kvn ; 100 
 1261 ; 100 рублей ; 1995 ; ММД 1000-летие России. Орден С ; Au ; proof ; 239 ; ЕВС ; 30599 
 1262 ; 25 рублей ; 1994 ; ЛМД 100 лет транссибирской маг ; Au ; proof ; 8 ; klm ; 17000 
 1263 ; 25 рублей ; 2001 ; ММД 160 лет сберегательному де ; Ag ; proof ; 55 ; tong ; 4997 
 1264 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимир ; Ag ; proof ; 26 ; Bizon6055 ; 1595 
 1265 ; 3 рубля ; 1992 ; ЛМД Троицкий собор  ; Ag ; proof ; 19 ; Jet_Dee ; 1370 
 1266 ; 3 рубля ; 1995 ; ММД Спасо-Преобр.собор в Перес ; Ag ; proof ; 21 ; Jet_Dee ; 1377 
 1267 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли  ; Ag ; proof ; 15 ; Bizon6055 ; 1505 
 1268 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль  ; Ag ; proof ; 5 ; niva ; 1249 
 1269 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Пет ; Ag ; proof ; 26 ; barbashin ; 800 
 1270 ; 3 рубля ; 1992 ; ЛМД Троицкий собор  ; Ag ; proof ; 15 ; fontanka ; 757 
 1271 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость  ; Ag ; proof ; 12 ; Bizon6055 ; 1306 
 1272 ; 3 рубля ; 1991 ; ММД Триумфальная арка  ; Ag ; proof ; 2 ; alxcns ; 1000 
 1273 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавани ; Ag ; proof ; 5 ; Zeratul ; 937 
 1274 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интерес ; Ag ; proof ; 9 ; Jet_Dee ; 1420 
 1275 ; 3 рубля ; 1995 ; "ЛМД ""Сохраним наш мир"". Соб ; Ag ; proof ; 21 ; Конрос бид 32 ; 1737 
 1276 ; 3 рубля ; 1996 ; "ММД Крейсер ""Кузнецов"" " ; Ag ; proof ; 8 ; SHEVA538 ; 2531 
 1277 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америк ; Ag ; proof ; 18 ; dimas ; 1737 
 1278 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монаст ; Ag ; proof ; 7 ; ЕВС ; 2081 
 1279 ; 3 рубля ; 1995 ; ЛМД Кижи  ; Ag ; proof ; 46 ; niva ; 1577 
 1280 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве  ; Ag ; proof ; 5 ; Гурий ; 2132 
 1281 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира  ; Ag ; proof ; 6 ; Bizon6055 ; 1555 
 1282 ; 3 рубля ; 1999 ; "ММД Балет ""Раймонда"". ""Пое ; Ag ; proof ; 17 ; wwii-soldat ; 696 
 1283 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль  ; Ag ; proof ; 12 ; fontanka ; 628 
 1284 ; 3 рубля ; 2002 ; ММД Чемпионат мира по футболу  ; Ag ; proof ; 7 ; tong ; 969 
 1285 ; 3 рубля ; 2002 ; СПМД Дионисий  ; Ag ; proof ; 19 ; Гурий ; 2352 
 1286 ; 3 рубля ; 2005 ; ММД МГУ  ; Ag ; proof ; 25 ; fontanka ; 724 
 1287 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов  ; Ag ; proof ; 6 ; ABlack ; 479 
 1288 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов  ; Ag ; proof ; 6 ; ABlack ; 479 
 1289 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь  ; Ag ; proof ; 4 ; wwii-soldat ; 479 
 1290 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения Ф. ; Ag ; proof ; 18 ; ЕВС ; 4001 
 1291 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков  ; Ag ; proof ; 5 ; wwii-soldat ; 604 
 1292 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; XF+ ; 40 ; BrEd ; 900 
 1293 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 17 ; Slava-2 ; 920 
 1294 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 12 ; AlexWhite ; 920 
 1295 ; Рубль ; 1924 ; (ПЛ)  ; Ag ; AU ; 6 ; Вася ; 956 
 1296 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; XF+ ; 56 ; SKV ; 340 
 1297 ; 50 копеек ; 1922 ; (ПЛ)  ; Ag ; F-VF ; 62 ; SKV ; 227 
 1298 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; VF+ ; 20 ; SKV ; 227 
 1299 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF+ ; 29 ; SKV ; 227 
 1300 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; XF- ; 70 ; SKV ; 340 
 1301 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF+ ; 57 ; zakon ; 379 
 1302 ; Один полтинник ; 1926 ; (ПЛ 9 грамм)  ; Ag ; XF+ ; 84 ; zakon ; 600 
 1303 ; 20 копеек ; 1921 ;  ; Ag ; VF ; 49 ; o.k. ; 1145 
 1304 ; 20 копеек ; 1921 ;  ; Ag ; XF- ; 55 ; Конрос бид 32 ; 1746 
 1305 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; VF-XF ; 83 ; Aleks1 ; 5100 
 1306 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; AU ; 46 ; piron ; 102 
 1307 ; 1 рубль 1 доллар разоружения ; 1988 ;  ; Al ; AU ; 65 ; Timurka ; 404 
 1308 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 59 ; zakon ; 500 
 1006 ; Полторак. Польша. Сигизмунд III ; 1620 ;  ; Ag ; VF ; 51 ; boroda ; 84 
 1007 ; Полторак. Польша. Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 23 ; SadKo ; 102 
 1008 ; 1 шиллинг. Гамбург ; 1738 ;  ; Ag ; F-VF ; 54 ; slav_1962 ; 502 
 1009 ; 1 эре. Швеция. Кристина (1652-1654) ; 1652 ;  ; Cu ; VF- ; 73 ; Alexdav ; 2064 
 1010 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; F+ ; 3 ; igaist ; 101 
 1011 ; "1 цянь ""цяньлун тунбао"". Китай, Цин. Провинция Синьцзян, Яркенд" ; 1736-1795 ;  ; Br ; F-VF ; 31 ; smel ; 164 
 1012 ; "1 цянь ""цзяцин тунбао"". Китай, Цин. Провинция Синьцзян, Аксу" ; 1796-1820 ;  ; Br ; VF- ; 38 ; kay2 ; 110 
 1013 ; "1 цянь ""даогуан тунбао"" ""боо ювань"". Китай, Цин. Министерство работ" ; 1821-1850 ;  ; Br ; F-VF ; 32 ; von_Schwarz ; 33 
 1014 ; "1 цянь ""даогуан тунбао"" ""боо су"". Китай, Цин. Провинция Цзянсу" ; 1821-1850 ;  ; Br ; F-VF ; 5 ; VR62 ; 31 
 1015 ; "2 цяня ""лиюн тунбао"" ""эр ли"". Китай, Восстания XVII века" ; 1646 ;  ; Br ; F-VF ; 11 ; Pyrros ; 243 
 1016 ; "1 донг ""тяньфу тунбао"" иероглиф. Аннам, Ранняя Ле" ; 980-988 ;  ; Br ; F-VF ; 13 ; VR62 ; 94 
 1017 ; "1 донг ""миндин сунбао"" гладкий. Аннам, Ранняя Ле" ; 1008 ;  ; Br ; F-VF ; 49 ; kay2 ; 139 
 1018 ; """хундэ тунбао"" гладкий. Аннам, Поздняя Ле" ; 1470-1497 ;  ; Br ; F-VF ; 13 ; kay2 ; 51 
 1019 ; "1 донг ""юншоу тунбао"" гладкий. Аннам, Поздняя Ле" ; 1658-1661 ;  ; Br ; F-VF ; 7 ; smel ; 102 
 1020 ; """тайпин тунбао"" гладкий. Аннам, Юань" ; 1725-1738 ;  ; Br ; F-VF ; 12 ; kay2 ; 59 
 1021 ; "1 донг ""шуньтянь юаньбао"" гладкий. Аннам, Поздняя Ле" ; 1428-1433 ;  ; Br ; F-VF ; 13 ; smel ; 215 
 1081 ; Жетон Сбор пожертвований ;  ;  ; Ag ; VF- ; 31 ; sg1945 ; 2576 
 1082 ; Знак на шапку офицера полиции Эриванской губернии ;  ;  ; Ж/м ; VF-XF ; 1 ; sg1945 ; 1100 
 1083 ; Монетовидный жетон. 10000 рублей. Всероссийский биржевой банк ; 1991 ;  ; Б/м ; AU ; 25 ; kont ; 617 
 1084 ; Медаль Спасо-Преображенский монастырь Валаам ММД ;  ;  ; Cu/Ni ; proof ; 35 ; pd ; 350 
 1085 ; Королевский орден Северной Звезды. Рыцарский. Au-750 проба. Швеция. В коробке ; 1960 ;  ; Au, эмаль ; AU ; 7 ; dusik311 ; 26010 
 1086 ; "Орден ""За заслуги"" I степени. Народная Республика Болгария" ; 1944 ;  ; Б/м, ж/м ; AU ; 9 ; kulibin2 ; 1326 
 1087 ; "Орден ""За заслуги"" II степени. Народная Республика Болгария" ; 1944 ;  ; Б/м, ж/м ; AU ; 4 ; kulibin2 ; 1020 
 1088 ; "Орден ""За заслуги"" III степени. Народная Республика Болгария" ; 1944 ;  ; Б/м, ж/м ; AU ; 3 ; абрек ; 1000 
 1089 ; Орден Общественной Доблести. Франция ;  ;  ; Ag. Эмаль ; XF ; 88 ; dusik311 ; 2550 
 1090 ; "Знак на ленте ""Рейх, правитель, народ"". Германия" ; 1938 ;  ; Ж/м ; VF-XF ; 31 ; 542 ; 1989 
 1091 ; "Крест Гинденбурга с мечами. Германия (клеймо - ""треугольник"" с буквой К)" ; 1914-1918 ;  ;  ; XF+ ; 22 ; dusik311 ; 643 
 1092 ; Крест Гинденбурга с мечами на ленте. Германия (клеймо - R.V. 24 Пфорцгейм) ; 1914-1918 ;  ;  ; XF+ ; 68 ; dusik311 ; 1836 
 1093 ; Крест Гинденбурга с мечами на ленте. Германия (клеймо - DG) ; 1914-1918 ;  ;  ; XF+ ; 66 ; dusik311 ; 1545 
 1094 ; Медаль Смерть Наполеона на острове Святой Елены. Франция ; 19 в ;  ; Br ; XF ; 23 ; Oliveer ; 6630 
 1095 ; Медаль Перезахоронение Наполеона в Париже. Франция. Луи Филипп I (1830-1848). Убрана подвеска 12 часов ; 1840 ;  ; Br ; VF+ ; 12 ; Oliveer ; 6630 
 1096 ; Медаль. Людовик XVI (1774-1793). Франция ; 1782 ;  ; Br ; XF ; 5 ; pd ; 4162 
 1097 ; Медаль Универсальная выставка в Париже. Франция, 3-я республика ; 1878 ;  ; Br ; XF ; 3 ; zenit ; 2040 
 1098 ; Жетон Герб Шартра. Франция. Людовик XVI (1774-1793) ;  ;  ; Ag ; VF-XF ; 2 ; pd ; 3000 
 1099 ; "Знак ""300 лет воссоединения Украины с Россией""" ;  ;  ; Ж/м, эмаль ; VF-XF ; 10 ; Kolya-kms ; 459 
 1100 ; "Знак ""300 лет воссоединения Украины с Россией"". Украина. ЛМД" ;  ;  ; Ж/м, эмаль ; VF-XF ; 41 ; Kolya-kms ; 714 
 1101 ; Знак. Отличник кооперации инвалидов ;  ;  ; Эмаль ; VF+ ; 54 ; korovan67 ; 15547 
 1102 ; "Знак ЦК ВЛКСМ ""Участнику уборки урожая на целине"". ММД" ; 1957 ;  ; Ж/м ; VF ; 10 ; kulibin2 ; 270 
 1103 ; "Знак ""Спартакиада""" ; 1960-1961 ;  ; Ж/м, эмаль ; VF+ ; 28 ; zmv1981 ; 116 
 1104 ; Знак об окончании Военной Академии им. Можайского ; ММД ;  ; Б/м ; XF ; 49 ; kulibin2 ; 185 
 1105 ; Знак об окончании Ленинградского Политехнического Института им. М.И. Калинина ; ЛМД ;  ; Ж/м ; XF ; 104 ; kulibin2 ; 355 
 1106 ; Знак об окончании Военной Академии ; ММД ;  ; Б/м ; XF ; 48 ; do_cent ; 159 
 1107 ; Знак Третий разряд ;  ;  ; Ж/м, эмаль ; VF-XF ; 37 ; zmv1981 ; 184 
 1108 ; "Знак ""Коллегия судей по спорту"" I ст. ЛМД" ;  ;  ; Ж/м, эмаль ; VF- ; 39 ; solder13 ; 83 
 1109 ; "Знак ""Коллегия судей по спорту"" II ст. ММД" ;  ;  ; Ж/м, эмаль ; XF ; 41 ; solder13 ; 83 
 1110 ; "Знак ""Коллегия судей по спорту"" III ст. ММД" ;  ;  ; Ж/м, эмаль ; VF-XF ; 26 ; solder13 ; 59 
 1111 ; Медаль ООН. Всеобщая декларация прав человека 1948-1973 ;  ;  ; Ag ; proof ; 8 ; alex1959 ; 509 
 1112 ; Медаль ООН. Всемирный почтовый союз. Упаковка ;  ;  ; Ag ; proof ; 14 ; alex1959 ; 534 
 1113 ; "Знак ""Союз свободной немецкой молодежи"". Артур Беккер. ГДР" ;  ;  ; Ж/м ; VF ; 10 ; 542 ; 53 
 1114 ; "Знак ""Крестьянский интернационал"". ГДР" ;  ;  ; Ж/м ; VF- ; 2 ; vic-dmitrievic ; 30 
 913 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Токта ; 710 л.х. ;  ; Ag ; VF ; 121 ; Гюльчатай ; 926 
 914 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Джанибек ;  ;  ; Ag ; VF ; 84 ; VR62 ; 212 
 915 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Узбек ; 713 л.х. ;  ; Ag ; F-VF ; 47 ; VR62 ; 209 
 916 ; Дирхем. Золотая Орда. Чекан г.Сарай. Хан Хызр ; 761 л.х. ;  ; Ag ; VF ; 103 ; hugo ; 968 
 917 ; Дирхем. Золотая Орда. Чекан г.Гюлистан. Хан Мюрид ; 764 л.х. ;  ; Ag ; VF ; 100 ; zoom30 ; 466 
 961 ; Статер Боспор царь Рескупорид-II, электр, m=7,65г ; 216г ;  ;  ; VF+ ; 41 ; MAXXX ; 12646 
 962 ; Драхма Бактрия царь Менандр, серебро ; 160-145гг до н.э. ;  ;  ; VF ; 22 ; igaist ; 1757 
 963 ; Драхма Бактрия царь Менандр, серебро ; 160-145гг до н.э. ;  ;  ; VF+ ; 74 ; булгарин ; 5098 
 964 ; Силиква Рим имп.Аркадий, серебро ; 395-408гг ;  ;  ; VF+ ; 83 ; aqua ; 6777 
 965 ; Денарий. Юлий Цезарь. Рим. Республика ; Испания 46-47 гг. до ;  ; Ag ; VF- ; 59 ; Jars ; 11220 
 966 ; Монета античная. Восток ;  ;  ;  ; VF ; 24 ; кузин ; 669 
 967 ; 2 шахти. Иран ; 17 век ;  ; Ag ; F-VF ; 85 ; SadKo ; 340 
 968 ; "Двойная литра. Rv. ""Romano"". Рим. Республика" ; 273-270 гг. до р.х. ;  ; Cu ; VF- ; 58 ; Протестант ; 4590 
 969 ; Секстанс. Рим. Республика ; 179-157 гг. до р.х. ;  ; Cu ; F-VF ; 49 ; G.R.O.S.S. ; 4590 
 970 ; Антониан. Галерий. Рим ; 293-311 гг. ;  ; Cu ; VF- ; 30 ; булгарин ; 643 
 971 ; Фолис - 18 мм. Валент. Рим ; 364-378 гг. ;  ; Cu ; VF- ; 40 ; a_kog ; 538 
 972 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 38 ; smel ; 319 
 973 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 25 ; Pyrros ; 209 
 974 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 3 ; ivdel1 ; 153 
 975 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 7 ; триори ; 201 
 976 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 33 ; триори ; 151 
 977 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 40 ; Гарин ; 206 
 978 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 28 ; Гарин ; 269 
 979 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 46 ; Гарин ; 306 
 980 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 16 ; Гарин ; 306 
 981 ; Дельфин - 1/25 обола. Греция. Ольвия ; 5-4 в до р.х. ;  ; Cu ; F-VF ; 68 ; 2First ; 206 
 982 ; 1 шау-талер. Великая Римская Империя. Максимилиан I (1493-1519). Бракосочетание Максимилиана I и Марии Бургунской ; 1479 ;  ; Ag ; VF- ; 21 ; sherif-69 ; 6381 
 983 ; Талер Саксония ; 1613 ;  ; Ag ; VF+ ; 132 ; klm ; 8094 
 984 ; 1 риксдаллер. Швеция. Кристина (1652-1654) ; 1643 ;  ; Ag ; VF- ; 42 ; RAPAN ; 8283 
 985 ; 4 марки. Дания. Ремонт 3 часа, 9 часов ; 1696 ;  ; Ag ; VF- ; 74 ; jef688 ; 1142 
 986 ; Батцен. Зальцбург. Маттиас Ланг фон Велленбург ; 1521 ;  ; Ag ; VF-XF ; 94 ; disman14 ; 1009 
 987 ; 6 крейцеров. Священная Римская Империя ; 1673 ;  ; Ag ; VF-XF ; 11 ; Peugene ; 813 
 988 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1625 ;  ; Ag ; VF+ ; 72 ; Ромбор ; 740 
 989 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1626 ;  ; Ag ; VF+ ; 130 ; Ромбор ; 612 
 990 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1627 ;  ; Ag ; VF-XF ; 68 ; Ромбор ; 666 
 991 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1628 ;  ; Ag ; VF-XF ; 152 ; Peugene ; 778 
 992 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1629 ;  ; Ag ; VF-XF ; 57 ; Карл ; 591 
 993 ; 3 крейцера. Священная Римская Империя. Бреслау ; 1633 ;  ; Ag ; VF+ ; 127 ; Ромбор ; 553 
 994 ; 3 крейцера. Священная Римская Империя. Вена ; 1624 ;  ; Ag ; VF+ ; 82 ; xabib ; 338 
 995 ; 3 крейцера. Священная Римская Империя. Вена ; 1625 ;  ; Ag ; VF ; 74 ; Ромбор ; 531 
 996 ; 3 крейцера. Священная Римская Империя. Вена ; 1626 ;  ; Ag ; VF ; 67 ; Alexdav ; 558 
 997 ; 3 крейцера. Священная Римская Империя. Вена ; 1627 ;  ; Ag ; VF+ ; 43 ; xabib ; 528 
 998 ; 1 крейцер. Священная Римская Империя. Вена ; 1697 ;  ; Ag ; VF- ; 49 ; Peugene ; 591 
 999 ; 2 пфеннига. Священная Римская Империя ; 1624 ;  ; Ag ; VF ; 59 ; ppp ; 206 
 1000 ; 1 денар. Священная Римская Империя ; 1679 ;  ; Ag ; VF+ ; 56 ; 2First ; 363 
 1001 ; Полторак. Польша. Сигизмунд III ; 1621 ;  ; Ag ; F-VF ; 39 ; boroda ; 92 
 1002 ; Полторак. Польша. Сигизмунд III ; 1626 ;  ; Ag ; F-VF ; 50 ; boroda ; 97 
 1003 ; Полторак. Польша. Сигизмунд III ; 1624 ;  ; Ag ; VF- ; 50 ; boroda ; 84 
 1004 ; Полторак. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF+ ; 5 ; SadKo ; 102 
 1005 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; F-VF ; 5 ; SadKo ; 102 
 863 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 12 ; koga ; 25 
 864 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 53 ; chul66 ; 53 
 865 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 46 ; surf2k5 ; 56 
 866 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 28 ; kenso ; 74 
 867 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 15 ; kenso ; 60 
 868 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 17 ; kenso ; 56 
 869 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 51 ; samsung ; 115 
 870 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 94 ; okotv ; 159 
 871 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF ; 60 ; AGAT D ; 199 
 872 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 188 ; Fedor_K ; 1932 
