 3639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; из африки ; 27 
 814 ; Денга ; 1731 ;  ; Cu ; F ; 9 ; jef688 ; 13 
 815 ; Денга ; 1734 ;  ; Cu ; F-VF ; 53 ; Сухов ; 126 
 816 ; Денга ; 1735 ;  ; Cu ; VF ; 52 ; sergeygor ; 320 
 817 ; Денга. Аверс/Реверс 40 градусов ; 1737 ;  ; Cu ; F-VF ; 9 ; Al0851 ; 131 
 818 ; Денга ; 1738 ;  ; Cu ; F ; 9 ; BVN-2 ; 22 
 819 ; Денга ; 1740 ;  ; Cu ; F ; 11 ; грос79 ; 50 
 820 ; Денга ; 1741 ;  ; Cu ; F+ ; 8 ; 161rus ; 116 
 821 ; Денга ; 1746 ;  ; Cu ; F-VF ; 4 ; Преся ; 189 
 822 ; Денга ; 1747 ;  ; Cu ; VF+ ; 83 ; 4567890 ; 777 
 823 ; Денга ; 1748 ;  ; Cu ; VF- ; 12 ; volod ; 201 
 824 ; Денга ; 1748 ;  ; Cu ; F ; 21 ; dimon masskva ; 55 
 825 ; Денга ; 1748 ;  ; Cu ; F ; 52 ; Gold_42 ; 67 
 826 ; Денга ; 1748 ;  ; Cu ; F ; 5 ; dimon masskva ; 60 
 827 ; Денга ; 1749 ;  ; Cu ; F ; 18 ; Gold_42 ; 31 
 828 ; Денга ; 1750 ;  ; Cu ; F+ ; 18 ; Al0851 ; 45 
 829 ; Денга ; 1750 ;  ; Cu ; F ; 36 ; грос79 ; 36 
 830 ; Денга ; 1750 ;  ; Cu ; F ; 19 ; АЛЕКСАНДРЪ ; 46 
 831 ; Денга ; 1751 ;  ; Cu ; VF+ ; 29 ; Юрий2010 ; 300 
 832 ; Денга ; 1751 ;  ; Cu ; F ; 10 ; грос79 ; 35 
 833 ; Денга ; 1751 ;  ; Cu ; F-VF ; 44 ; volod ; 67 
 834 ; Денга ; 1751 ;  ; Cu ; F ; 4 ; dimon masskva ; 19 
 835 ; Денга ; 1753 ;  ; Cu ; F ; 3 ; BVN-2 ; 31 
 836 ; Денга ; 1753 ;  ; Cu ; F ; 20 ; jef688 ; 20 
 837 ; Денга ; 1754 ;  ; Cu ; F+ ; 19 ; alex995 ; 33 
 838 ; Денга ; 1760 ;  ; Cu ; F+ ; 18 ; jef688 ; 61 
 839 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F ; 18 ; Cvetkov ; 306 
 840 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F ; 24 ; Cvetkov ; 303 
 841 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F ; 50 ; Cvetkov ; 278 
 842 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F ; 12 ; Cvetkov ; 303 
 843 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F ; 14 ; Cvetkov ; 286 
 844 ; Денга ; 1771 ; ЕМ ; Cu ; F ; 25 ; gandy ; 363 
 845 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; F ; 44 ; Cvetkov ; 363 
 846 ; Денга ; 1773 ; КМ "Сибирь" ; Cu ; F ; 77 ; Cvetkov ; 333 
 847 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; F ; 22 ; Cvetkov ; 223 
 848 ; Денга ; 1793 ; ЕМ ; Cu ; F ; 55 ; арбат ; 359 
 849 ; Деньга ; 1797 ;  ; Cu ; F ; 8 ; Преся ; 181 
 850 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 31 ; lsp25 ; 357 
 851 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 39 ; jef688 ; 63 
 852 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F ; 30 ; 1277 ; 114 
 753 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 36 ; Puchic ; 37 
 754 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 55 ; BVN-2 ; 102 
 755 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 19 ; Gold_42 ; 79 
 756 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 19 ; марс7 ; 79 
 757 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F ; 54 ; stas_s ; 290 
 758 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 23 ; BVN-2 ; 48 
 759 ; Копейка ; 1819 ; КМ АД ; Cu ; VG ; 34 ; murka1973 ; 63 
 760 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 27 ; Преся ; 181 
 761 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 54 ; Преся ; 195 
 762 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF ; 37 ; stas_s ; 300 
 763 ; Копейка ; 1830 ; КМ АМ ; Cu ; F+ ; 37 ; jef688 ; 85 
 764 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 31 ; марс7 ; 315 
 765 ; Копейка (Петров-1,5р, Ильин-1р) ; 1834 ; СМ ; Cu ; F ; 24 ; robocop ; 91 
 766 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F+ ; 30 ; BVN-2 ; 73 
 767 ; Копейка (Петров-2р, Ильин-3р) ; 1835 ; СМ ; Cu ; F ; 29 ; арбат ; 1019 
 768 ; Копейка (Петров-1,5р, Ильин-2р) ; 1836 ; СМ ; Cu ; F ; 68 ; арбат ; 1134 
 769 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 22 ; грос79 ; 65 
 770 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 19 ; грос79 ; 30 
 771 ; Копейка ; 1840 ; ЕМ ; Cu ; F ; 27 ; jef688 ; 28 
 772 ; Копейка ; 1841 ; ЕМ ; Cu ; F+ ; 12 ; грос79 ; 56 
 773 ; Копейка ; 1841 ; ЕМ ; Cu ; F+ ; 20 ; temir ; 38 
 774 ; Копейка ; 1841 ; СПМ ; Cu ; F+ ; 83 ; дидуня ; 255 
 775 ; Копейка ; 1842 ; ЕМ ; Cu ; F-VF ; 24 ; грос79 ; 61 
 776 ; Копейка ; 1842 ; ЕМ ; Cu ; F+ ; 3 ; jef688 ; 34 
 777 ; Копейка ; 1842 ; ЕМ ; Cu ; F ; 15 ; ВВ42 ; 28 
 778 ; Копейка ; 1842 ; СМ ; Cu ; VF- ; 25 ; volod ; 75 
 779 ; Копейка ; 1846 ; СМ ; Cu ; F-VF ; 34 ; грос79 ; 83 
 780 ; Копейка ; 1855 ; ЕМ ; Cu ; F ; 16 ; BVN-2 ; 125 
 781 ; Копейка ; 1860 ; ЕМ ; Cu ; F-VF ; 63 ; черная экономика ; 137 
 782 ; Копейка ; 1861 ; ЕМ ; Cu ; F-VF ; 20 ; alex995 ; 37 
 783 ; Копейка ; 1862 ; ВМ ; Cu ; F+ ; 98 ; Kadzuk ; 376 
 784 ; Копейка ; 1863 ; ВМ ; Cu ; F ; 44 ; 1277 ; 278 
 785 ; Копейка ; 1869 ; ЕМ ; Cu ; VF ; 9 ; imir ; 572 
 786 ; Копейка ; 1870 ; ЕМ ; Cu ; VF- ; 22 ; gri 1971 ; 420 
 787 ; Копейка (Ильин-1р) ; 1871 ; ЕМ ; Cu ; F ; 27 ; никсер ; 1000 
 788 ; Копейка ; 1875 ; ЕМ ; Cu ; F-VF ; 60 ; nekff ; 71 
 789 ; Копейка ; 1876 ; СПБ ; Cu ; F ; 10 ; drn137 ; 40 
 790 ; Копейка ; 1878 ; СПБ ; Cu ; F+ ; 18 ; Gold_42 ; 40 
 791 ; Копейка ; 1880 ; СПБ ; Cu ; F-VF ; 41 ; imir ; 161 
 792 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 16 ; 4567890 ; 79 
 793 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 59 ; Че ; 213 
 794 ; Копейка ; 1901 ; СПБ ; Cu ; F+ ; 7 ; ВВ42 ; 19 
 795 ; Копейка ; 1902 ; СПБ ; Cu ; F-VF ; 110 ; кве ; 824 
 796 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 4 ; gri 1971 ; 44 
 797 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 3 ; gaa0378 ; 51 
 798 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 123 ; Че ; 297 
 799 ; Копейка ; 1910 ; СПБ ; Cu ; VF-XF ; 25 ; crackjack ; 124 
 800 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 7 ; ВВ42 ; 19 
 801 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 4 ; dagoff ; 41 
 802 ; Копейка ; 1912 ; СПБ ; Cu ; F ; 6 ; ВВ42 ; 18 
 703 ; 2 копейки ; 1842 ; СМ ; Cu ; F+ ; 7 ; kergudu ; 114 
 704 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 25 ; пепел ; 112 
 705 ; 2 копейки ; 1851 ; ЕМ ; Cu ; VG ; 16 ; sonegr ; 101 
 706 ; 2 копейки ; 1859 ; ЕМ ; Cu ; F-VF ; 23 ; марс7 ; 293 
 707 ; 2 копейки ; 1862 ; ВМ ; Cu ; VF- ; 28 ; кве ; 4138 
 708 ; 2 копейки ; 1865 ; ЕМ ; Cu ; F-VF ; 9 ; 1277 ; 120 
 709 ; 2 копейки ; 1872 ; ЕМ ; Cu ; VF- ; 55 ; crackjack ; 333 
 710 ; 2 копейки ; 1874 ; ЕМ ; Cu ; F ; 49 ; taa ; 129 
 711 ; 2 копейки ; 1877 ; СПБ ; Cu ; F ; 25 ; марс7 ; 35 
 712 ; 2 копейки ; 1883 ; СПБ ; Cu ; VF- ; 13 ; volod ; 205 
 713 ; 2 копейки ; 1894 ; СПБ ; Cu ; F+ ; 103 ; taa ; 196 
 714 ; 2 копейки ; 1899 ; СПБ ; Cu ; F ; 29 ; Че ; 94 
 715 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 105 ; Че ; 296 
 716 ; 2 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 30 ; Че ; 100 
 717 ; 2 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 10 ; Че ; 101 
 718 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 20 ; insun ; 159 
 719 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF ; 8 ; марс7 ; 64 
 720 ; 2 копейки ; 1914 ; СПБ ; Cu ; F-VF ; 4 ; raise ; 17 
 721 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 34 ; Gold_42 ; 51 
 722 ; 2 копейки ; 1915 ;  ; Cu ; VF ; 17 ; jimmysu ; 20 
 723 ; 2 копейки ; 1916 ;  ; Cu ; VF ; 20 ; volod ; 93 
 724 ; 2 копейки ; 1916 ;  ; Cu ; F-VF ; 16 ; Germanfox ; 30 
 725 ; Копейка ; 1707? ; МД ; Cu ; F ; 67 ; 1277 ; 914 
 726 ; Копейка ; 1710 ; МД ; Cu ; F-VF ; 54 ; Kadzuk ; 1294 
 727 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F ; 54 ; Преся ; 891 
 728 ; Копейка ; 1713 ; М Д ; Cu ; F ; 118 ; Преся ; 463 
 729 ; Копейка ; 1714 ; НД ; Cu ; F+ ; 18 ; MDV ; 507 
 730 ; Копейка ; 1714 ; НД ; Cu ; F+ ; 36 ; $$$ ; 1134 
 731 ; Копейка ; 1756 ; СПБ ; Cu ; F ; 23 ; sina ; 2100 
 732 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 24 ; MDV ; 114 
 733 ; Копейка ; 1760 ;  ; Cu ; F+ ; 37 ; 995953 ; 111 
 734 ; Копейка ; 1761 ;  ; Cu ; F+ ; 71 ; Ч.С. ; 104 
 735 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 26 ; Cvetkov ; 714 
 736 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 38 ; Cvetkov ; 578 
 737 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 51 ; Cvetkov ; 663 
 738 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 58 ; Cvetkov ; 305 
 739 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 26 ; Cvetkov ; 566 
 740 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; F ; 49 ; Cvetkov ; 400 
 741 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F ; 59 ; kvm ; 791 
 742 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F ; 35 ; Cvetkov ; 536 
 743 ; Копейка ; 1788 ; ММ ; Cu ; F ; 33 ; 995953 ; 310 
 744 ; Копейка ; 1788 ;  ; Cu ; VF- ; 56 ; 4567890 ; 1979 
 745 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 40 ; 995953 ; 302 
 746 ; Копейка ; 1795 ; ЕМ ; Cu ; VF- ; 55 ; sergeygor ; 818 
 747 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 42 ; ik1962 ; 510 
 748 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 25 ; jef688 ; 57 
 749 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 19 ; lsp25 ; 92 
 750 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 22 ; BVN-2 ; 61 
 751 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 8 ; jef688 ; 38 
 752 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 17 ; lsp25 ; 96 
 653 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 16 ; Puchic ; 177 
 654 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 12 ; volod ; 227 
 655 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 16 ; Puchic ; 166 
 656 ; 2 копейки. Деформация ; 1801 ; ЕМ ; Cu ; F+ ; 4 ; Puchic ; 122 
 657 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 12 ; Puchic ; 166 
 658 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 16 ; volod ; 126 
 659 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 31 ; Puchic ; 177 
 660 ; 2 копейки ; 1802 ; ЕМ ; Cu ; F-VF ; 29 ; 995953 ; 7707 
 661 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 13 ; robocop ; 331 
 662 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 97 ; fen1art ; 204 
 663 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 25 ; jef688 ; 65 
 664 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 20 ; SadKo ; 45 
 665 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; F-VF ; 20 ; Al0851 ; 99 
 666 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 56 ; crackjack ; 110 
 667 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 21 ; jef688 ; 55 
 668 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; F-VF ; 22 ; Al0851 ; 130 
 669 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF- ; 80 ; numez62 ; 149 
 670 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 62 ; crackjack ; 206 
 671 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 30 ; никсер ; 202 
 672 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 40 ; stas_s ; 193 
 673 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F-VF ; 29 ; gelind ; 67 
 674 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 24 ; jef688 ; 51 
 675 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF ; 14 ; crackjack ; 175 
 676 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; F+ ; 44 ; никсер ; 69 
 677 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F-VF ; 45 ; fen1art ; 352 
 678 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 34 ; Iova ; 45 
 679 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F-VF ; 30 ; nekff ; 42 
 680 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F+ ; 72 ; stas_s ; 260 
 681 ; 2 копейки (Петров-7р) ; 1814 ; СПБ ПС ; Cu ; F+ ; 87 ; stas_s ; 8432 
 682 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 13 ; jimmysu ; 61 
 683 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F ; 5 ; jef688 ; 23 
 684 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F-VF ; 9 ; nekff ; 71 
 685 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F-VF ; 44 ; taa ; 153 
 686 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; F-VF ; 27 ; Gold_42 ; 80 
 687 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F ; 29 ; Al0851 ; 49 
 688 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 17 ; Iova ; 31 
 689 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 11 ; nekff ; 46 
 690 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F+ ; 8 ; SadKo ; 21 
 691 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; F-VF ; 19 ; nekff ; 48 
 692 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 7 ; jef688 ; 46 
 693 ; 2 копейки ; 1825 ; ЕМ ИШ ; Cu ; F+ ; 39 ; SSK ; 296 
 694 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; F-VF ; 16 ; taa ; 58 
 695 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; F ; 8 ; Rjn ; 25 
 696 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F+ ; 5 ; Iova ; 44 
 697 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; F-VF ; 10 ; stas_s ; 157 
 698 ; 2 копейки ; 1832 ; СМ ; Cu ; F ; 15 ; арбат ; 192 
 699 ; 2 копейки (Ильин-1р) ; 1835 ; СМ ; Cu ; F ; 20 ; арбат ; 510 
 700 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; F-VF ; 52 ; марс7 ; 516 
 701 ; 2 копейки ; 1839 ; СМ ; Cu ; F+ ; 14 ; kvm ; 118 
 702 ; 2 копейки ; 1839 ; СМ ; Cu ; F ; 21 ; грос79 ; 79 
 603 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 3 ; Gerich ; 170 
 604 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 23 ; 1277 ; 170 
 605 ; 2 копейки ; 1798 ; АМ ; Cu ; F+ ; 31 ; никсер ; 215 
 606 ; 2 копейки ; 1798 ; АМ ; Cu ; F ; 48 ; 1277 ; 170 
 607 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 5 ; кs ; 189 
 608 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 49 ; Puchic ; 160 
 609 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 21 ; Puchic ; 116 
 610 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 48 ; Puchic ; 140 
 611 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 20 ; jef688 ; 100 
 612 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 21 ; кs ; 170 
 613 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 10 ; Puchic ; 141 
 614 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 7 ; Puchic ; 148 
 615 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 7 ; черная экономика ; 189 
 616 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 21 ; Puchic ; 116 
 617 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 18 ; г.а.в ; 216 
 618 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 17 ; Puchic ; 104 
 619 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 25 ; acidorov ; 156 
 620 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 20 ; bragfe ; 111 
 621 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 3 ; bragfe ; 114 
 622 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 18 ; bragfe ; 113 
 623 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 30 ; bragfe ; 116 
 624 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 14 ; Puchic ; 156 
 625 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 17 ; Gerich ; 257 
 626 ; 2 копейки ; 1799 ; КМ ; Cu ; VF- ; 11 ; habenti ; 493 
 627 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 80 ; Puchic ; 117 
 628 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 42 ; jef688 ; 63 
 629 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 29 ; kvm ; 150 
 630 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 54 ; kvm ; 200 
 631 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 17 ; Puchic ; 201 
 632 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 61 ; Puchic ; 114 
 633 ; 2 копейки ; 1800 ; КМ ; Cu ; F-VF ; 15 ; himik121 ; 536 
 634 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 2 ; jef688 ; 102 
 635 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 3 ; bragfe ; 114 
 636 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 5 ; Puchic ; 111 
 637 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 41 ; jef688 ; 104 
 638 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 23 ; Gold_42 ; 108 
 639 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 39 ; jef688 ; 90 
 640 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 10 ; dmytrylat ; 102 
 641 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 39 ; Gerich ; 134 
 642 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 19 ; ANNT4 ; 114 
 643 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 68 ; jef688 ; 108 
 644 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 10 ; gaa0378 ; 196 
 645 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 10 ; Gold_42 ; 117 
 646 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 19 ; jef688 ; 78 
 647 ; 2 копейки ; 1801 ; КМ ; Cu ; F+ ; 34 ; robocop ; 425 
 648 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 7 ; Puchic ; 111 
 649 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 3 ; bragfe ; 114 
 650 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 4 ; jef688 ; 114 
 651 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 3 ; Puchic ; 114 
 652 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 5 ; Puchic ; 120 
 553 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 3 ; Mike! ; 400 
 554 ; 3 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 54 ; грос79 ; 105 
 555 ; 3 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 70 ; 1277 ; 1036 
 556 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF ; 18 ; lvd ; 1530 
 557 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 45 ; 1277 ; 396 
 558 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F ; 42 ; грос79 ; 270 
 559 ; 3 копейки ; 1846 ; СМ ; Cu ; F/F+ ; 15 ; robocop ; 439 
 560 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 37 ; BVN-2 ; 36 
 561 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 20 ; BVN-2 ; 38 
 562 ; 3 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 14 ; acidorov ; 36 
 563 ; 3 копейки ; 1911 ; СПБ ; Cu ; F-VF ; 6 ; 13 ; 77 
 564 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 2 ; acidorov ; 50 
 565 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF ; 6 ; alex550 ; 79 
 566 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 71 ; dimon46 ; 159 
 567 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF- ; 8 ; Puchic ; 77 
 568 ; 2 копейки. Гурт надпись Екатеринбург ; 18 век ;  ; Cu ; F+ ; 69 ; ANNT4 ; 478 
 569 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 36 ; MDV ; 123 
 570 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 14 ; jef688 ; 101 
 571 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 13 ; bragfe ; 45 
 572 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 17 ; ШВС59 ; 145 
 573 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 4 ; волга ; 102 
 574 ; 2 копейки. Трещина ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 23 ; bragfe ; 79 
 575 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 8 ; bragfe ; 91 
 576 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 36 ; bragfe ; 83 
 577 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 4 ; bragfe ; 100 
 578 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 28 ; гриша ; 164 
 579 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 23 ; 995953 ; 319 
 580 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 45 ; bragfe ; 82 
 581 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 4 ; bragfe ; 100 
 582 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 13 ; bragfe ; 69 
 583 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 4 ; волга ; 92 
 584 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 13 ; bragfe ; 70 
 585 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 16 ; bragfe ; 75 
 586 ; 2 копейки ; 1759 ;  ; Cu ; VF ; 65 ; robocop ; 2129 
 587 ; 2 копейки ; 1760 ;  ; Cu ; F ; 2 ; Bizon6055 ; 247 
 588 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F-VF ; 34 ; jef688 ; 102 
 589 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 5 ; 1277 ; 57 
 590 ; 2 копейки ; 1766 ; СПМ ; Cu ; F+ ; 42 ; 1277 ; 145 
