 3233 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bcs ; 77 
 710 ; Денга ; 1748 ;  ; Cu ; VF ; 54 ; Virtdenis ; 192 
 711 ; Денга ; 1748 ;  ; Cu ; VF- ; 20 ; ВЛУКИ ; 45 
 712 ; Денга ; 1748 ;  ; Cu ; F+ ; 19 ; valmont73 ; 20 
 713 ; Денга (Ильин-1р) ; 1748 ;  ; Cu ; VF ; 44 ; Иван Фокич ; 234 
 714 ; Денга ; 1748 ;  ; Cu ; F-VF ; 20 ; QSL ; 46 
 715 ; Денга ; 1748 ;  ; Cu ; F+ ; 22 ; moneymax ; 39 
 716 ; Денга ; 1748 ;  ; Cu ; F ; 9 ; sa7ha ; 22 
 617 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 33 ; valmont73 ; 47 
 618 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 37 ; QSL ; 74 
 619 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 15 ; QSL ; 48 
 620 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 23 ; QSL ; 59 
 621 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 20 ; valmont73 ; 48 
 622 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 29 ; alex67 ; 129 
 623 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 4 ; QSL ; 48 
 624 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 62 ; alex67 ; 150 
 625 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 3 ; QSL ; 46 
 626 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 17 ; хлоп ; 46 
 627 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 21 ; хлоп ; 47 
 628 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 30 ; starplay ; 120 
 629 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 20 ; valmont73 ; 39 
 630 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 17 ; QSL ; 44 
 631 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 11 ; QSL ; 45 
 632 ; Копейка (Ильин-11р) ; 1811 ; КМ ПБ ; Cu ; F-VF ; 123 ; finger ; 14002 
 633 ; Копейка (Ильин-3р) ; 1813 ; КМ АМ ; Cu ; F-VF ; 143 ; cash ; 3746 
 634 ; Копейка ; 1814 ; ИМ ПС ; Cu ; F+ ; 76 ; пятак ; 344 
 635 ; Копейка (Петров-12р, Ильин-8р) ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 42 ; lchernata ; 5372 
 636 ; Копейка ; 1819 ; КМ АД ; Cu ; VF+ ; 80 ; korolek ; 461 
 637 ; Копейка ; 1828 ; КМ АМ ; Cu ; VF+ ; 76 ; vid ; 567 
 638 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 36 ; хлоп ; 47 
 639 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F+ ; 5 ; Poiuyt ; 24 
 640 ; Копейка ; 1830 ; КМ АМ ; Cu ; VF- ; 33 ; xabib ; 153 
 641 ; Копейка ; 1831 ; СМ ; Cu ; F+ ; 18 ; alexey_s ; 82 
 642 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 35 ; Максимус 1 ; 82 
 643 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 14 ; 001 ; 148 
 644 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F+ ; 47 ; epikov ; 71 
 645 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 46 ; хлоп ; 55 
 646 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 41 ; vitapool ; 121 
 647 ; Копейка ; 1842 ; ЕМ ; Cu ; VF- ; 35 ; хлоп ; 61 
 648 ; Копейка ; 1842 ; ЕМ ; Cu ; F+ ; 29 ; QSL ; 66 
 649 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 19 ; alexey_s ; 37 
 650 ; Копейка ; 1852 ; ЕМ ; Cu ; F-VF ; 25 ; 121974 ; 69 
 651 ; Копейка ; 1852 ; ЕМ ; Cu ; F ; 8 ; хлоп ; 34 
 652 ; Копейка ; 1853 ; ЕМ ; Cu ; F-VF ; 36 ; o.k. ; 121 
 653 ; Копейка ; 1854 ; ЕМ ; Cu ; F+ ; 50 ; baikal.k ; 57 
 654 ; Копейка ; 1855 ; ЕМ ; Cu ; F-VF ; 19 ; vitapool ; 153 
 655 ; Копейка ; 1856 ; ЕМ ; Cu ; VF ; 52 ; Олег2401 ; 568 
 656 ; Копейка ; 1856 ; ЕМ ; Cu ; F-VF ; 11 ; хлоп ; 66 
 657 ; Копейка ; 1857 ; ЕМ ; Cu ; F-VF ; 31 ; krokodil ; 93 
 658 ; Копейка ; 1861 ; ЕМ ; Cu ; F-VF ; 23 ; o.k. ; 69 
 659 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 13 ; o.k. ; 62 
 660 ; Копейка ; 1865 ; ЕМ ; Cu ; F+ ; 8 ; alex995 ; 28 
 661 ; Копейка ; 1865 ; ЕМ ; Cu ; VG ; 5 ; kush07 ; 40 
 662 ; Копейка ; 1866 ; ЕМ ; Cu ; F ; 11 ; sher60 ; 27 
 663 ; Копейка ; 1869 ; ЕМ ; Cu ; VF+ ; 57 ; zigzag ; 473 
 664 ; Копейка ; 1880 ; СПБ ; Cu ; F-VF ; 101 ; baikal.k ; 345 
 665 ; Копейка ; 1882 ; СПБ ; Cu ; VF- ; 41 ; alex22 ; 164 
 666 ; Копейка ; 1883 ; СПБ ; Cu ; VF-XF ; 103 ; Eugen ; 1259 
 567 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 15 ; vc57 ; 63 
 568 ; 2 копейки ; 1872 ; ЕМ ; Cu ; VF ; 48 ; ghjk ; 500 
 569 ; 2 копейки ; 1874 ; ЕМ ; Cu ; VF- ; 48 ; evgenijzhuk ; 197 
 570 ; 2 копейки ; 1881 ; СПБ ; Cu ; F+ ; 12 ; sher60 ; 58 
 571 ; 2 копейки ; 1885 ; СПБ ; Cu ; VF-XF ; 47 ; Олег33 ; 803 
 572 ; 2 копейки ; 1888 ; СПБ ; Cu ; F-VF ; 55 ; krokodil ; 448 
 573 ; 2 копейки ; 1893 ; СПБ ; Cu ; VF+ ; 34 ; zigzag ; 479 
 574 ; 2 копейки ; 1894 ; СПБ ; Cu ; VF ; 31 ; trinon ; 204 
 575 ; 2 копейки ; 1895 ; СПБ ; Cu ; VF ; 23 ; 123vav ; 459 
 576 ; 2 копейки ; 1900 ; СПБ ; Cu ; VF-XF ; 19 ; V ; 816 
 577 ; 2 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 8 ; shais1 ; 22 
 578 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF+ ; 53 ; KVit68 ; 411 
 579 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 69 ; SANTA ; 554 
 580 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 28 ; ghjk ; 184 
 581 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 50 ; opop ; 310 
 582 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 13 ; valmont73 ; 23 
 583 ; 2 копейки ; 1914 ; СПБ ; Cu ; F+ ; 15 ; corner ; 26 
 584 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 24 ; nmvbnm ; 94 
 585 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 42 ; opop ; 745 
 586 ; Копейка ; 1705 ; МД ; Cu ; F ; 56 ; baikal.k ; 362 
 587 ; Копейка. Трещины ; 1712 ; МД ; Cu ; F+ ; 39 ; sts ; 906 
 588 ; Копейка ; 1755 ;  ; Cu ; F+ ; 53 ; SadKo ; 4766 
 589 ; Копейка. Надпил гурта ; 1756 ; ММД ; Cu ; VF- ; 67 ; ANK ; 6730 
 590 ; Копейка ; 1757 ;  ; Cu ; VF- ; 60 ; кабан ; 6222 
 591 ; Копейка ; 1758 ;  ; Cu ; F ; 19 ; _zuev_ ; 18 
 592 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 51 ; o.k. ; 110 
 593 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VF- ; 73 ; SSK ; 410 
 594 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 80 ; ghjk ; 714 
 595 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 25 ; SSK ; 371 
 596 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 59 ; vc57 ; 351 
 597 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 22 ; хлоп ; 219 
 598 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; VG ; 16 ; jj ; 102 
 599 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F+ ; 42 ; canis ; 312 
 600 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 42 ; Drill ; 1428 
 601 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F ; 54 ; Анатоль ; 294 
 602 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 77 ; sergfokin ; 882 
 603 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 13 ; xabib ; 101 
 604 ; Копейка ; 1790 ; ЕМ ; Cu ; VF+ ; 151 ; vid ; 1226 
 605 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 37 ; 121974 ; 114 
 606 ; Копейка ; 1791 ; ЕМ ; Cu ; VF- ; 104 ; baikal.k ; 1676 
 607 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 39 ; 121974 ; 153 
 608 ; Копейка ; 1796 ; ЕМ ; Cu ; VF+ ; 146 ; 751 ; 1706 
 609 ; Копейка ; 1797 ; ЕМ ; Cu ; F-VF ; 54 ; нумизмат ; 148 
 610 ; Копейка ; 1797 ; АМ ; Cu ; F+ ; 40 ; smel ; 128 
 611 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 32 ; кабан ; 257 
 612 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 44 ; МИС ; 84 
 613 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 23 ; yuramo ; 64 
 614 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 10 ; QSL ; 61 
 615 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 29 ; canis ; 72 
 616 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 50 ; o.k. ; 169 
 517 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 48 ; кабан ; 81 
 518 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 33 ; SSK ; 104 
 519 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F-VF ; 50 ; moneymax ; 51 
 520 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 19 ; SSK ; 215 
 521 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 14 ; canis ; 37 
 522 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 7 ; QSL ; 36 
 523 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 22 ; evgen72 ; 31 
 524 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 50 ; gelind ; 63 
 525 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 3 ; gelind ; 22 
 526 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 16 ; alexey_s ; 25 
 527 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 19 ; SSK ; 115 
 528 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 2 ; tds095 ; 150 
 529 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 21 ; canis ; 57 
 530 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 5 ; МИС ; 38 
 531 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF- ; 32 ; irv ; 104 
 532 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF- ; 36 ; кабан ; 87 
 533 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; F-VF ; 26 ; SSK ; 247 
 534 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF ; 17 ; crackjack ; 82 
 535 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 3 ; QSL ; 28 
 536 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F-VF ; 31 ; SSK ; 365 
 537 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; VF ; 94 ; fanil ; 522 
 538 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF- ; 22 ; ВЛУКИ ; 51 
 539 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 4 ; Poiuyt ; 23 
 540 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 3 ; QSL ; 22 
 541 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F+ ; 23 ; Poiuyt ; 53 
 542 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F+ ; 35 ; ВЛУКИ ; 53 
 543 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; F-VF ; 17 ; МИС ; 36 
 544 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F-VF ; 44 ; нумизмат ; 69 
 545 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F+ ; 6 ; alex995 ; 32 
 546 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F ; 1 ; МИС ; 20 
 547 ; 2 копейки ; 1820 ; КМ АД ; Cu ; VF ; 61 ; vit2503 ; 114 
 548 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; VF- ; 16 ; solder13 ; 34 
 549 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F-VF ; 6 ; sher60 ; 23 
 550 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; F-VF ; 45 ; canis ; 77 
 551 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 2 ; alex995 ; 21 
 552 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF ; 100 ; hugo ; 340 
 553 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F+ ; 14 ; sher60 ; 25 
 554 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; VF- ; 21 ; solder13 ; 80 
 555 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 17 ; Poiuyt ; 68 
 556 ; 2 копейки ; 1838 ; СМ ; Cu ; F+ ; 25 ; valmont73 ; 57 
 557 ; 2 копейки ; 1839 ; СМ ; Cu ; F ; 24 ; valmont73 ; 55 
 558 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 40 ; vitapool ; 81 
 559 ; 2 копейки ; 1841 ; ЕМ ; Cu ; VF- ; 62 ; o.k. ; 159 
 560 ; 2 копейки ; 1845 ; СМ ; Cu ; F-VF ; 35 ; Анатоль ; 177 
 561 ; 2 копейки ; 1851 ; ЕМ ; Cu ; VF- ; 46 ; aleksius ; 224 
 562 ; 2 копейки ; 1853 ; ЕМ ; Cu ; F+ ; 34 ; Анатоль ; 148 
 563 ; 2 копейки ; 1857 ; ЕМ ; Cu ; F+ ; 34 ; Мишок ; 79 
 564 ; 2 копейки ; 1858 ; ЕМ ; Cu ; F ; 18 ; QSL ; 41 
 565 ; 2 копейки ; 1859 ; ЕМ ; Cu ; F-VF ; 43 ; o.k. ; 86 
 566 ; 2 копейки ; 1863 ; ЕМ ; Cu ; F ; 10 ; Олег33 ; 54 
 467 ; 2 копейки ; 1760? ;  ; Cu ; F-VF ; 67 ; Basilio ; 261 
 468 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 34 ; Basilio ; 156 
 469 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 30 ; valmont73 ; 68 
 470 ; 2 копейки ; 1761 ;  ; Cu ; F+ ; 4 ; alex995 ; 23 
 471 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 47 ; ppp ; 107 
 472 ; 2 копейки ; 1763 ; ММ ; Cu ; F+ ; 67 ; 121974 ; 107 
 473 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 61 ; o.k. ; 348 
 474 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 76 ; alexey_s ; 579 
 475 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 38 ; alexey_s ; 619 
 476 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VF+/VF- ; 22 ; baikal.k ; 1347 
 477 ; 2 копейки ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 15 ; кабан ; 1255 
 478 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F-VF ; 61 ; leo 2 ; 341 
 479 ; 2 копейки ; 1797 ;  ; Cu ; VF ; 59 ; ANK ; 5723 
 480 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 98 ; Sky2 ; 306 
 481 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 24 ; QSL ; 86 
 482 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 70 ; habenti ; 193 
 483 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 92 ; А25 ; 340 
 484 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 51 ; SadKo ; 160 
 485 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 36 ; SadKo ; 115 
 486 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 29 ; SadKo ; 117 
 487 ; 2 копейки ; 1798 ; КМ ; Cu ; F-VF ; 43 ; leo 2 ; 422 
 488 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 35 ; solder13 ; 161 
 489 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 16 ; valmont73 ; 66 
 490 ; 2 копейки ; 1799 ; ЕМ ; Cu ; XF ; 47 ; sergfokin ; 605 
 491 ; 2 копейки ; 1799 ; КМ ; Cu ; VF- ; 76 ; Маша-растеряша ; 564 
 492 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 39 ; leo 2 ; 215 
 493 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F ; 24 ; хлоп ; 74 
 494 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 66 ; Sky2 ; 203 
 495 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 49 ; QSL ; 166 
 496 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 37 ; 121974 ; 99 
 497 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 11 ; 121974 ; 65 
 498 ; 2 копейки ; 1801 ; КМ ; Cu ; VF- ; 27 ; alexey_s ; 510 
 499 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 47 ; Максимус 1 ; 340 
 500 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 31 ; aleksius ; 65 
 501 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F+ ; 18 ; valmont73 ; 55 
 502 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 33 ; Максимус 1 ; 70 
 503 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF- ; 24 ; жора ; 150 
 504 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 18 ; Aleks2372 ; 51 
 505 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 22 ; ВЛУКИ ; 101 
 506 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 11 ; xabib ; 111 
 507 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 30 ; SSK ; 510 
 508 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 60 ; Маша-растеряша ; 481 
 509 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 14 ; Aleks2372 ; 70 
 510 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 23 ; xabib ; 110 
 511 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F+ ; 3 ; МИС ; 26 
 512 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; F-VF ; 3 ; жора ; 100 
 513 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 49 ; Маша-растеряша ; 81 
 514 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 47 ; sergfokin ; 72 
 515 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F-VF ; 6 ; кабан ; 261 
 516 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 117 ; v.green ; 700 
 417 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 100 ; МИС ; 816 
 418 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 59 ; МИС ; 612 
 419 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF+ ; 51 ; cash ; 543 
 420 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 68 ; меркурий ; 448 
 421 ; 5 копеек (Ильин-1р) ; 1835 ; СМ ; Cu ; VF- ; 59 ; cash ; 725 
 422 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 36 ; bklad ; 261 
 423 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; VF- ; 70 ; nikolay ; 546 
 424 ; 5 копеек ; 1837 ; ЕМ НА ; Cu ; VF ; 66 ; nikolay ; 503 
 425 ; 5 копеек (Ильин-1р) ; 1837 ; СМ ; Cu ; VF- ; 48 ; nikitarus ; 720 
 426 ; 5 копеек ; 1838 ; ЕМ НА ; Cu ; VF ; 56 ; vovan100 ; 952 
 427 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VF ; 93 ; Пионер ; 1249 
 428 ; 5 копеек ; 1857 ; ЕМ ; Cu ; VF ; 41 ; kergudu ; 617 
 429 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF- ; 52 ; меркурий ; 510 
 430 ; 5 копеек ; 1868 ; СПБ ; Cu ; VF+ ; 88 ; А25 ; 3055 
 431 ; 5 копеек ; 1870 ; ЕМ ; Cu ; VF- ; 51 ; Банзай ; 185 
 432 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F-VF ; 61 ; QSL ; 216 
 433 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F-VF ; 39 ; QSL ; 206 
 434 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VG ; 6 ; alex995 ; 25 
 435 ; 5 копеек ; 1874 ; ЕМ ; Cu ; VF ; 45 ; sergfokin ; 528 
 436 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F ; 28 ; sher60 ; 53 
 437 ; 5 копеек ; 1876 ; СПБ ; Cu ; F-VF ; 24 ; Банзай ; 203 
 438 ; 5 копеек ; 1877 ; СПБ ; Cu ; F+ ; 11 ; QSL ; 76 
 439 ; 5 копеек ; 1879 ; СПБ ; Cu ; F+ ; 25 ; QSL ; 44 
 440 ; 5 копеек ; 1881 ; СПБ ; Cu ; F+ ; 49 ; bklad ; 99 
 441 ; 3 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 135 ; v.green ; 1989 
 442 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F ; 36 ; dimon46 ; 146 
 443 ; 3 копейки ; 1857 ; ЕМ ; Cu ; F ; 32 ; alexey_s ; 79 
 444 ; 3 копейки ; 1858 ; ЕМ ; Cu ; VF- ; 41 ; aleksius ; 370 
 445 ; 3 копейки ; 1859 ; ЕМ ; Cu ; F-VF ; 36 ; krokodil ; 407 
 446 ; 3 копейки ; 1877 ; СПБ ; Cu ; F+ ; 15 ; leo 2 ; 108 
 447 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF-XF ; 95 ; SSK ; 3162 
 448 ; 3 копейки ; 1905 ; СПБ ; Cu ; XF- ; 27 ; foma71 ; 1658 
 449 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 56 ; alex22 ; 261 
 450 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 74 ; nmvbnm ; 309 
 451 ; 3 копейки ; 1915 ;  ; Cu ; VF- ; 42 ; nmvbnm ; 55 
 452 ; 3 копейки ; 1916 ;  ; Cu ; AU ; 89 ; nmvbnm ; 720 
 453 ; 2 копейки ; 1757-1762гг ;  ; Cu ; F+ ; 15 ; valmont73 ; 70 
 454 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 62 ; SSK ; 255 
 455 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 25 ; foma71 ; 153 
 456 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 17 ; valmont73 ; 59 
 457 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 6 ; valmont73 ; 51 
 458 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 4 ; Poiuyt ; 24 
 459 ; 2 копейки ; 1758 ;  ; Cu ; F ; 4 ; МИС ; 23 
 460 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 36 ; ВЛУКИ ; 96 
 461 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 15 ; QSL ; 36 
 462 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 32 ; sa7ha ; 110 
 463 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 26 ; 121974 ; 114 
 464 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 20 ; МИС ; 61 
 465 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F-VF ; 73 ; is54 ; 844 
 466 ; 2 копейки ; 1759 ;  ; Cu ; VF- ; 61 ; o.k. ; 273 
 367 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 70 ; МИС ; 567 
 368 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 27 ; baikal.k ; 247 
 369 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 17 ; Aleks2372 ; 343 
 370 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 53 ; МИС ; 204 
 371 ; 5 копеек ; 1763 ; СМ ; Cu ; F ; 27 ; alexey_s ; 579 
 372 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 61 ; кабан ; 463 
 373 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 73 ; alexey_s ; 567 
 374 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 81 ; кабан ; 1102 
 375 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F+ ; 41 ; bklad ; 123 
 376 ; 5 копеек ; 1764 ; ММ ; Cu ; F+ ; 16 ; VR62 ; 354 
 377 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 61 ; Mike! ; 156 
 378 ; 5 копеек ; 1767 ; КМ "Сибирь" ; Cu ; F+ ; 113 ; кабан ; 1029 
 379 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F-VF ; 43 ; Mike! ; 138 
 380 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF+ ; 26 ; leo 2 ; 386 
 381 ; 5 копеек ; 1769 ; КМ "Сибирь" ; Cu ; VF ; 48 ; кабан ; 3709 
