 5975 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; StanislavAK ; 31 
 628 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 51 ; }|{ивотное ; 351 
 629 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 13 ; Starushka ; 153 
 630 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 11 ; }|{ивотное ; 74 
 631 ; 10 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 24 ; }|{ивотное ; 410 
 632 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 43 ; }|{ивотное ; 337 
 633 ; 5 пенни ; 1865 ; Финляндия ; Cu ; F+ ; 12 ; sheriff 0 ; 42 
 634 ; 5 пенни ; 1873 ; Финляндия ; Cu ; VF ; 40 ; ct200h ; 1044 
 635 ; 5 пенни ; 1873 ; Финляндия ; Cu ; F-VF ; 19 ; vitalik2020 ; 81 
 636 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 19 ; Avdeev13 ; 202 
 637 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 23 ; vitalik2020 ; 66 
 638 ; 5 пенни ; 1910 ; Финляндия ; Cu ; VF-XF ; 71 ; DAndy-2003 ; 7476 
 639 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 12 ; vitalik2020 ; 47 
 640 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 17 ; karal ; 69 
 641 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 10 ; Ravalnath ; 104 
 642 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 15 ; coincoll ; 136 
 643 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 11 ; sheriff 0 ; 67 
 644 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 11 ; Андррон ; 159 
 645 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 33 ; TaraskaPeter ; 920 
 646 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF ; 14 ; Andrei2007 ; 216 
 647 ; 1 пенни ; 1888 ; Финляндия ; Cu ; F-VF ; 19 ; chag1985 ; 119 
 648 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF+/XF- ; 16 ; Vasiliy_t ; 612 
 649 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF ; 13 ; 1879 ; 249 
 650 ; 1 пенни ; 1895 ; Финляндия ; Cu ; XF ; 17 ; жулик ; 420 
 651 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF+ ; 17 ; Прокурор ; 155 
 652 ; 1 пенни ; 1903 ; Финляндия ; Cu ; XF ; 27 ; ct200h ; 510 
 653 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 30 ; Прокурор ; 300 
 654 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 13 ; xxxl ; 203 
 655 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 13 ; tanker1975 ; 147 
 656 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 13 ; nunga ; 161 
 557 ; Денга ; 1750 ;  ; Cu ; F- ; 8 ; курт ; 38 
 558 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 41 ; Zakhapisty ; 404 
 559 ; Денга (Петров-1р, Ильин-5р) ; 1790 ;  ; Cu ; F+ ; 57 ; энкантадо ; 4058 
 560 ; Денга ; 1795 ; ЕМ ; Cu ; VG ; 12 ; жулик ; 204 
 561 ; Деньга ; 1798 ; ЕМ ; Cu ; F-VF ; 20 ; Andrei2007 ; 186 
 562 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 44 ; SSK ; 555 
 563 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F- ; 32 ; karal ; 101 
 564 ; Денежка ; 1852 ; ЕМ ; Cu ; VF ; 32 ; жулик ; 384 
 565 ; Денежка ; 1855 ; ЕМ ; Cu ; VF+ ; 47 ; 1879 ; 1077 
 566 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; XF- ; 27 ; арбат ; 4017 
 567 ; 1/2 копейки ; 1869 ; СПБ ; Cu ; XF- ; 38 ; fgd ; 1466 
 568 ; 1/2 копейки ; 1870 ; ЕМ ; Cu ; XF- ; 21 ; ct200h ; 5667 
 569 ; 1/2 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 40 ; student1977 ; 740 
 570 ; 1/2 копейки ; 1880 ; СПБ ; Cu ; VF-XF ; 42 ; Rober ; 717 
 571 ; 1/2 копейки ; 1881 ; СПБ ; Cu ; VF ; 47 ; $$$ ; 2607 
 572 ; 1/2 копейки ; 1882 ; СПБ ; Cu ; VF+ ; 11 ; Victory-2001 ; 1259 
 573 ; 1/2 копейки ; 1888 ; СПБ ; Cu ; VF ; 50 ; маманя ; 1043 
 574 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF ; 143 ; 1879 ; 1690 
 575 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; VF-XF ; 46 ; olq ; 950 
 576 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 32 ; Markus ; 822 
 577 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 14 ; Rober ; 72 
 578 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 38 ; 1879 ; 146 
 579 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU ; 51 ; alien34 ; 724 
 580 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 13 ; borisovich ; 118 
 581 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF- ; 7 ; 222211 ; 308 
 582 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 14 ; 7777777 ; 104 
 583 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 28 ; alien34 ; 139 
 584 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 29 ; себер ; 92 
 585 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 15 ; андрык ; 257 
 586 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 25 ; UT ; 589 
 587 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 21 ; _Владимир_ ; 144 
 588 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 9 ; borisovich ; 126 
 589 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 16 ; HANZ ; 104 
 590 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 19 ; alien34 ; 127 
 591 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 15 ; alien34 ; 108 
 592 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 25 ; olgont ; 159 
 593 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 23 ; alien34 ; 135 
 594 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 17 ; alien34 ; 104 
 595 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF ; 10 ; borisovich ; 242 
 596 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 7 ; paranoy ; 118 
 597 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 13 ; себер ; 114 
 598 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 9 ; хабар ; 118 
 599 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 5 ; tanker1975 ; 153 
 600 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 26 ; себер ; 104 
 601 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 18 ; meloman ; 156 
 602 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 15 ; nunga ; 156 
 603 ; 1/2 копейки ; 1915 ;  ; Cu ; XF ; 33 ; alien34 ; 255 
 604 ; 1/2 копейки ; 1915 ;  ; Cu ; XF- ; 13 ; честер ; 255 
 605 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 15 ; жулик ; 255 
 606 ; Полушка ; 1718 ;  ; Cu ; VG ; 5 ; жулик ; 237 
 507 ; Копейка ; 1841 ; СМ ; Cu ; F ; 11 ; pro100 ; 58 
 508 ; Копейка ; 1846 ; СМ ; Cu ; F- ; 6 ; acad ; 204 
 509 ; Копейка ; 1857 ; ЕМ ; Cu ; F-VF ; 31 ; NAS2012 ; 114 
 510 ; Копейка ; 1858 ; ЕМ ; Cu ; VF+ ; 72 ; 1879 ; 633 
 511 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VG ; 14 ; Andrei2007 ; 113 
 512 ; Копейка ; 1860 ; ЕМ ; Cu ; F-VF ; 11 ; апосум ; 104 
 513 ; Копейка ; 1875 ; ЕМ ; Cu ; F-VF ; 49 ; DaMon15 ; 223 
 514 ; Копейка ; 1876 ; СПБ ; Cu ; VG ; 65 ; smirnov1957 ; 500 
 515 ; Копейка ; 1895 ; СПБ ; Cu ; F ; 29 ; UT ; 86 
 516 ; Копейка ; 1896 ; СПБ ; Cu ; XF- ; 30 ; sergius ; 1266 
 517 ; Копейка ; 1897 ; СПБ ; Cu ; F+ ; 9 ; NAS2012 ; 23 
 518 ; Копейка ; 1898 ; СПБ ; Cu ; XF+ ; 56 ; Z,kjrj2015 ; 3500 
 519 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 9 ; shaxter2015 ; 51 
 520 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 8 ; vitalik2020 ; 51 
 521 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 38 ; AndyF ; 101 
 522 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 35 ; кузьмич ; 210 
 523 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 11 ; vitalik2020 ; 31 
 524 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 7 ; vitalik2020 ; 51 
 525 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 17 ; EMF ; 153 
 526 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 12 ; trigl ; 64 
 527 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 25 ; urok20 ; 97 
 528 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 13 ; vitalik2020 ; 43 
 529 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 35 ; borisovich ; 55 
 530 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 25 ; coincoll ; 206 
 531 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 23 ; borisovich ; 96 
 532 ; Копейка. В капсуле PCGS. ; 1914 ; СПБ ; Cu ; AU ; 37 ; Olmi ; 1622 
 533 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 26 ; 1879 ; 89 
 534 ; Копейка ; 1915 ;  ; Cu ; AU ; 71 ; 1879 ; 148 
 535 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 16 ; xxxl ; 123 
 536 ; Копейка ; 1915 ;  ; Cu ; VF ; 13 ; vitalik2020 ; 38 
 537 ; Копейка ; 1916 ;  ; Cu ; XF- ; 24 ; NAS2012 ; 113 
 538 ; Денга ; 1704 ;  ; Cu ; F- ; 45 ; ronen ; 1535 
 539 ; Денга ; 1708 ;  ; Cu ; VG ; 50 ; kont ; 1530 
 540 ; Денга ; 1730 ;  ; Cu ; F-VF ; 43 ; SSK ; 1122 
 541 ; Денга ; 1731 ;  ; Cu ; F-VF ; 33 ; SSK ; 349 
 542 ; Денга ; 1731 ;  ; Cu ; F+ ; 15 ; rom11 ; 500 
 543 ; Денга ; 1731 ;  ; Cu ; F ; 23 ; Roki ; 236 
 544 ; Денга ; 1731 ;  ; Cu ; F- ; 16 ; гоша334 ; 510 
 545 ; Денга ; 1734 ;  ; Cu ; F ; 25 ; жулик ; 290 
 546 ; Денга ; 1737 ;  ; Cu ; F ; 9 ; ctikc ; 31 
 547 ; Денга ; 1738 ;  ; Cu ; F+ ; 11 ; karal ; 67 
 548 ; Денга ; 1740 ;  ; Cu ; VG ; 3 ; panti2008 ; 24 
 549 ; Денга ; 1741 ;  ; Cu ; F+ ; 7 ; PROCSY ; 51 
 550 ; Денга ; 1745 ;  ; Cu ; VF- ; 10 ; ДУНКАН МАКЛАУД ; 108 
 551 ; Денга ; 1747 ;  ; Cu ; F-VF ; 9 ; panti2008 ; 22 
 552 ; Денга ; 1748 ;  ; Cu ; F ; 10 ; taa ; 56 
 553 ; Денга ; 1748 ;  ; Cu ; VF- ; 19 ; SSK ; 159 
 554 ; Денга ; 1748 ;  ; Cu ; F- ; 11 ; Zlyouka ; 69 
 555 ; Денга ; 1748 ;  ; Cu ; F ; 8 ; апосум ; 32 
 556 ; Денга ; 1750 ;  ; Cu ; F ; 7 ; апосум ; 22 
 457 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF+ ; 31 ; volod ; 144 
 458 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 9 ; vitalik2020 ; 58 
 459 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 12 ; $$$ ; 132 
 460 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF-XF ; 17 ; flutter ; 318 
 461 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF+ ; 60 ; DaMon15 ; 159 
 462 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 8 ; vitalik2020 ; 32 
 463 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; F+ ; 7 ; апосум ; 68 
 464 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 18 ; karal ; 102 
 465 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; VF-XF ; 65 ; ARhimed ; 915 
 466 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VF- ; 25 ; volod ; 203 
 467 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 34 ; taa ; 509 
 468 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF- ; 19 ; 7777777 ; 612 
 469 ; 2 копейки ; 1864 ; ЕМ ; Cu ; VF ; 11 ; voodoomain ; 713 
 470 ; 2 копейки ; 1867 ; СПБ ; Cu ; F+ ; 35 ; нионила ; 1581 
 471 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 56 ; Маша-растеряша ; 2244 
 472 ; 2 копейки ; 1872 ; ЕМ ; Cu ; VF+ ; 15 ; Илья Владимирович ; 421 
 473 ; 2 копейки ; 1877 ; СПБ ; Cu ; F-VF ; 15 ; ct200h ; 509 
 474 ; 2 копейки ; 1879 ; СПБ ; Cu ; VF- ; 7 ; ДУНКАН МАКЛАУД ; 91 
 475 ; 2 копейки ; 1890 ; СПБ ; Cu ; VF+ ; 27 ; solder13 ; 556 
 476 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 7 ; vitalik2020 ; 51 
 477 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 13 ; vitalik2020 ; 34 
 478 ; 2 копейки ; 1909 ; СПБ ; Cu ; F+ ; 13 ; vitalik2020 ; 55 
 479 ; 2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 62 ; ZET ; 720 
 480 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 15 ; 1879 ; 72 
 481 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 13 ; 1879 ; 70 
 482 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 19 ; 7777777 ; 69 
 483 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 22 ; borisovich ; 180 
 484 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 11 ; vitalik2020 ; 61 
 485 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 29 ; Ravalnath ; 316 
 486 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 8 ; 1879 ; 115 
 487 ; 2 копейки ; 1916 ;  ; Cu ; VF- ; 12 ; borisovich ; 155 
 488 ; Копейка ; 1710 ; БК ; Cu ; F ; 23 ; smirnov1957 ; 1019 
 489 ; Копейка ; 1711 ; МД ; Cu ; VG ; 12 ; imperator33 ; 509 
 490 ; Копейка. Брак чеканки ; 1760 ;  ; Cu ; F- ; 26 ; asnik ; 255 
 491 ; Копейка (Петров-15р, Ильин-20р) ; 1763 ; ЕМ ; Cu ; F- ; 49 ; энкантадо ; 10122 
 492 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F- ; 28 ; Levon.Koins ; 472 
 493 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F+ ; 29 ; moneta34 ; 563 
 494 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 27 ; adelante ; 333 
 495 ; Копейка ; 1797 ; ЕМ ; Cu ; F+ ; 31 ; DaMon15 ; 217 
 496 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 17 ; DIMA 57 ; 136 
 497 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 26 ; DIMA 57 ; 204 
 498 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 19 ; DIMA 57 ; 166 
 499 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 27 ; DIMA 57 ; 168 
 500 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; VG ; 7 ; shaxter2015 ; 56 
 501 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 44 ; SSK ; 511 
 502 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 41 ; voodoomain ; 200 
 503 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F-VF ; 15 ; gandy ; 113 
 504 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VG ; 17 ; karal ; 113 
 505 ; Копейка ; 1837 ; СМ ; Cu ; F- ; 36 ; Стасыч ; 500 
 506 ; Копейка ; 1840 ; СПМ ; Cu ; VF+ ; 35 ; Илья Владимирович ; 663 
 407 ; 3 копейки ; 1901 ; СПБ ; Cu ; F+ ; 13 ; flutter ; 187 
 408 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 16 ; pos ; 102 
 409 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 47 ; Prizon ; 72 
 410 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 16 ; EMF ; 203 
 411 ; 3 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 22 ; UT ; 88 
 412 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 18 ; kergudu ; 114 
 413 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 15 ; AndyF ; 144 
 414 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 13 ; 222211 ; 153 
 415 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 45 ; shaxter2015 ; 89 
 416 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 7 ; borisovich ; 184 
 417 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 22 ; NSerN ; 247 
 418 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 18 ; volod ; 193 
 419 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 15 ; гоша334 ; 266 
 420 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 9 ; shaxter2015 ; 101 
 421 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 17 ; Rober ; 105 
 422 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 20 ; ------ ; 102 
 423 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F-VF ; 28 ; почтальон ; 363 
 424 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 18 ; гоша334 ; 317 
 425 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 21 ; энкантадо ; 894 
 426 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 11 ; acad ; 153 
 427 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; VF- ; 33 ; R.V.R ; 668 
 428 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 20 ; volod ; 168 
 429 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; VF- ; 27 ; энкантадо ; 509 
 430 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 14 ; гоша334 ; 357 
 431 ; 2 копейки ; 1764 ; ММ ; Cu ; F+ ; 12 ; жулик ; 292 
 432 ; 2 копейки ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 45 ; siman174 ; 709 
 433 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VG ; 13 ; Чук ; 663 
 434 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 23 ; $$$ ; 439 
 435 ; 2 копейки ; 1789 ; ЕМ ; Cu ; VF ; 38 ; Manius ; 1689 
 436 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 54 ; volod ; 295 
 437 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 5 ; shaxter2015 ; 100 
 438 ; 2 копейки ; 1798 ; АМ ; Cu ; VF- ; 11 ; хабар ; 203 
 439 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 24 ; Rober ; 181 
 440 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VG ; 21 ; rodric ; 97 
 441 ; 2 копейки ; 1799 ; КМ ; Cu ; F-VF ; 9 ; DRAKUS ; 150 
 442 ; 2 копейки ; 1800 ; КМ ; Cu ; F+ ; 15 ; DIMA 57 ; 181 
 443 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 15 ; volod ; 181 
 444 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 3 ; FoxSF ; 57 
 445 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 12 ; acad ; 906 
 446 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; XF- ; 17 ; Данила ; 726 
 447 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 39 ; karal ; 119 
 448 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 7 ; kergudu ; 61 
 449 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; F-VF ; 9 ; жулик ; 155 
 450 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 17 ; kergudu ; 72 
 451 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF-XF ; 63 ; SSK ; 332 
 452 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 9 ; gelind ; 147 
 453 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 5 ; flutter ; 171 
 454 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF-XF ; 26 ; volod ; 124 
 455 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 20 ; shaxter2015 ; 71 
 456 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF- ; 17 ; PAV-01 ; 105 
 357 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF/F ; 18 ; prostor.71 ; 117 
 358 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 37 ; Levon.Koins ; 551 
 359 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 27 ; cr2952 ; 283 
 360 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF-XF ; 29 ; kont ; 1112 
 361 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 26 ; shaxter2015 ; 203 
 362 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 24 ; micha17 ; 346 
 363 ; 5 копеек ; 1784 ; КМ ; Cu ; VF-XF ; 46 ; Dolomit ; 3503 
 364 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF-XF ; 21 ; volod ; 405 
 365 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 21 ; cr2952 ; 303 
 366 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 41 ; cr2952 ; 299 
 367 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 22 ; volod ; 340 
 368 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 24 ; Недорого ; 201 
 369 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF+ ; 17 ; win.gradoff ; 470 
 370 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 15 ; Jauho ; 453 
 371 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 15 ; volod ; 536 
 372 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 17 ; volod ; 420 
 373 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 41 ; Levon.Koins ; 714 
 374 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 29 ; Недорого ; 283 
 375 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 19 ; cr2952 ; 318 
 376 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 10 ; гоша334 ; 567 
 377 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 50 ; Андррон ; 401 
 378 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 62 ; Levon.Koins ; 1273 
 379 ; 5 копеек ; 1790 ; КМ ; Cu ; F-VF ; 29 ; почтальон ; 793 
 380 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 21 ; FoxSF ; 310 
 381 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 21 ; volod ; 195 
 382 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 29 ; $$$ ; 977 
 383 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 24 ; 439 ; 725 
 384 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 7 ; win.gradoff ; 195 
 385 ; 5 копеек ; 1794 ; АМ ; Cu ; F-VF ; 28 ; ASTRAL ; 850 
 386 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF-XF ; 40 ; SSK ; 2846 
 387 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF+ ; 52 ; Dolomit ; 3519 
 388 ; 5 копеек ; 1806 ; КМ ; Cu ; F-VF ; 48 ; smirnov1957 ; 3259 
 389 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF+ ; 44 ; lipa ; 3005 
 390 ; 5 копеек ; 1808 ; ЕМ ; Cu ; VF ; 39 ; igors1969 ; 3162 
 391 ; 5 копеек ; 1809 ; ЕМ ; Cu ; VF+ ; 52 ; эдик ; 3774 
 392 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF- ; 21 ; DaMon15 ; 201 
 393 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 37 ; нионила ; 341 
 394 ; 5 копеек ; 1833 ; СМ ; Cu ; F+ ; 57 ; почтальон ; 1161 
 395 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F+/F- ; 30 ; rodric ; 194 
 396 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; F-VF ; 15 ; DaMon15 ; 414 
 397 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF- ; 18 ; Roki ; 906 
 398 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF- ; 15 ; 7777777 ; 396 
