 5647 ; Конверт со спецгашением Гренландия ; 2001 ;  ;  ;  ; 11 ; dizdigator ; 101 
 978 ; Медаль Монумент героическим защитникам Ленинграда. Медальер  А. Бакланов. D-57мм ; 1983ЛМД ;  ; Al ; XF ; 9 ; триори ; 169 
 979 ; Медаль С.А.Тер-Петросян (Камо) (1882-1922гг). Медальер А.Козлов. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 14 ; LEXAI ; 710 
 980 ; Медаль XXVII Геологическая конференция. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 16 ; Ok203 ; 534 
 981 ; Медаль Василий Иванович Баженов (1737-1799). Медальер: М. Шмаков. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 13 ; LEXAI ; 610 
 982 ; Медаль Монумент героическим защитникам Ленинграда. Медальер  А. Бакланов. D-57мм ; 1983ЛМД ;  ; Al ; XF ; 12 ; Wulf ; 227 
 983 ; Медаль Скульптура Летнего Сада. "Александр Македонский". Медальер С.М.Иванов. D-57мм ; ЛМД ;  ; Ж/м ; XF- ; 31 ; ulf ; 299 
 984 ; Медаль Монумент героическим защитникам Ленинграда. Медальер  А. Бакланов. D-57мм ; 1983ЛМД ;  ; Al ; XF ; 12 ; Wulf ; 227 
 985 ; Медаль Русский первопечатник Иван Федоров. 400 лет со дня смерти. D - 60мм ; 1983ЛМД ;  ; Ж/м ; XF+ ; 17 ; лампедуза ; 517 
 986 ; Медаль Вахтангов. Медальер: ФГ. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 21 ; vkgb74 ; 723 
 987 ; Медаль Иван Шишкин (1832-1898). Медальер: Иванов Ю. Ф. D-60мм ; 1983ЛМД ;  ; Ж/м ; XF+ ; 16 ; Wulf ; 414 
 988 ; Медаль Монумент героическим защитникам Ленинграда. Медальер  А. Бакланов. D-57мм ; 1983ЛМД ;  ; Al ; XF ; 12 ; Wulf ; 227 
 989 ; Медаль Павел Михайлович Третьяков (1832-1898). Медальер М. Шмаков. D-60мм ; 1983ЛМД ;  ; Ж/м ; XF+ ; 17 ; Wulf ; 908 
 990 ; Медаль Имре Кальман. Медальер М.Сальман. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 11 ; vkgb74 ; 621 
 991 ; Медаль Антон Григорьевич Рубинштейн (1829-1894). Медальер Дарагин И. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 23 ; vkgb74 ; 1377 
 992 ; Медаль А. Попов (1859-1906). Медальер И.М. Рукавишников. D-60мм ; 1986ЛМД ;  ; Ж/м ; AU ; 31 ; Папа с рацией ; 1022 
 993 ; Медаль Университет дружбы народов им. Патриса Лумумбы. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 18 ; vkgb74 ; 1277 
 994 ; Медаль 40 лет Победы советского народа в Великой Отечественной войне 1941-1945 гг. Медальер Бакланов. D-60мм ; ЛМД ;  ; Al ; VF-XF ; 11 ; trigl ; 306 
 995 ; Медаль . Памятник В.И. Ленину на Московской площади. Медальер:Корнилов С. D-60мм ; ЛМД ;  ; Al ; XF ; 12 ; ЛИАП ; 227 
 996 ; Медаль. Эдгар Дега (1834-1917). Медальер А. Королюк. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 17 ; vkgb74 ; 1124 
 997 ; Медаль XII Всемирный Фестиваль молодёжи и студентов Москва. Медальера Васин В.А. D-65мм ; 1985ЛМД ;  ; Ж/м ; AU ; 24 ; Папа с рацией ; 655 
 998 ; Медаль 175 лет со дня рождения Чарльза Дарвина. Медальера И.Даратан. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 11 ; Wulf ; 453 
 999 ; Медаль 50 лет Челюскинской эпопее. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 29 ; vkgb74 ; 1352 
 1000 ; Медаль 50 лет со дня первого издания романа Н.А. Островского "Как закалялась сталь". D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 8 ; Wulf ; 725 
 1001 ; Медаль В.А. Антонов-Овсеенко. D -60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 15 ; vkgb74 ; 680 
 1002 ; Медаль Академик архитектуры Ф.О.Шехтель. Медальер Посядо. D -60мм ; 1985ЛМД ;  ; Ж/м ; XF+ ; 21 ; vkgb74 ; 1388 
 1003 ; Медаль 40 лет Победы советского народа в Великой Отечественной войне 1941-1945 гг. Медальер Корнилов С.А. D-60мм ; ЛМД ;  ; Al ; XF ; 13 ; лампедуза ; 453 
 1004 ; Медаль Антуан Ватто (1684-1721). Медальер Сальман. D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 8 ; LEXAI ; 675 
 1005 ; Медаль 40 лет Победы советского народа в Великой Отечественной войне 1941-1945 гг. Медальер Корнилов С.А. D-66мм ; ЛМД ;  ; Ж/м ; AU ; 17 ; лампедуза ; 885 
 1006 ; Медаль Беломорско-Балтийский канал. Медальер И. Комшилов. D-60мм ; 1985ЛМД ;  ; Ж/м ; XF+ ; 11 ; Wulf ; 414 
 1007 ; Медаль В честь 100-летия со дня основания первого в мире института усовершенствования врачей. Медальер А. Королюк. D-65мм ; 1985ЛМД ;  ; Ж/м ; XF+ ; 29 ; doc2 ; 1019 
 1008 ; Медаль Памятник воинам советской армии, павшим в борьбе с фашизмом (1945-1985). Берлин. D-65мм ; ЛМД ;  ; Ж/м ; AU ; 30 ; велко ; 1122 
 1009 ; Медаль 125 лет со дня рождения А.К.Лядов ; 1981ЛМД ;  ; Ж/м ; AU ; 10 ; Wulf ; 413 
 1010 ; Медаль 175 лет со дня смерти Фридриха Шиллера (1759-1805). Медальер Филиппова А.Н. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 7 ; Wulf ; 725 
 1011 ; Медаль А.В.Щуко. Медальер С.П.Барановская. D - 60мм ; ЛМД ;  ; Ж/м ; AU ; 6 ; Wulf ; 365 
 1012 ; Медаль 500 лет Успенскому собору Московского Кремля. D-65мм ; 1981 ;  ; Ж/м ; AU ; 15 ; Rodent ; 481 
 1013 ; Медаль Анна Павлова (1881-1931). D-60мм ; 1981ЛМД ;  ; Ж/м ; XF+ ; 18 ; vkgb74 ; 832 
 1014 ; Медаль 60 лет Грузинская ССР. D-65мм ; 1981ЛМД ;  ; Ж/м ; XF+ ; 15 ; doc2 ; 929 
 1015 ; Медаль Котовский Григорий Иванович (1881-1925гг). Медальер И.Комшилов. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 13 ; vkgb74 ; 1349 
 1016 ; Медаль ВОИР Совет Всесоюзного Общества Изобретателей Рационализаторов СССР. D-65мм ; 1981ЛМД ;  ; Ж/м ; AU ; 25 ; ___AleX___ ; 1250 
 1017 ; Медаль Фёдор Петрович Гааз (1780-1853). D-60мм ; ЛМД ;  ; Ж/м ; XF+ ; 13 ; vkgb74 ; 1019 
 1018 ; Медаль А.К. Саврасов (1830-1897). Медальер А. Леонова. D-60мм ; 1981ЛМД ;  ; Ж/м ; XF+ ; 10 ; Wulf ; 413 
 1019 ; Медаль 175 лет со дня рождения Гектора Берлиоза. Медальер Сальман М. D-60мм ; ЛМД ;  ; Ж/м ; XF+ ; 11 ; vkgb74 ; 512 
 1020 ; Медаль 50 лет Ташкентскому институту народного хозяйства. Медальер В.Широков D-60мм ; 1981ЛМД ;  ; Al ; XF ; 14 ; Простачок ; 793 
 1021 ; Медаль Эйнштейн (1879-1955). D-60мм ; 1981ЛМД ;  ; Ж/м ; XF+ ; 24 ; G.R.O.S.S. ; 1041 
 905 ; Монета. Индия. Гуджарат Ахмад I ; 1411-1442 ;  ; Cu ; F- ; 34 ; batuke ; 383 
 906 ; Монета. Индия. Деварайя I. Виджаянаграская империя ; 1406-1422 ;  ; Cu ; VG ; 7 ; vladmarkin ; 101 
 907 ; 1/2 фалуса. Индия. Гуджарат Ахмад I ; 1411-1442 ;  ; Cu ; VG ; 15 ; batuke ; 152 
 908 ; 1 дирхам. Шри-Ланка. Чола ; 985-1014 ;  ; Cu ; VG ; 5 ; aziya11 ; 101 
 909 ; 2/3 гани. Индия. Бахмани ; 15 век ;  ; Cu ; VG ; 14 ; mkm1968 ; 191 
 910 ; Фалус. Индия. Мальва. Бахадур Шах Гуджарата ; 1531-1537 ;  ; Cu ; VG ; 7 ; vladmarkin ; 101 
 911 ; Монета. Индия. Кангра. Джитал ; 15 век ;  ; Cu ; VG ; 14 ; цеховик ; 140 
 912 ; Монета средневековая. Индия ;  ;  ; Cu ; VG ; 28 ; Sterh ; 200 
 913 ; Монета средневековая. Индия ;  ;  ; Cu ; VG ; 17 ; Emv ; 123 
 931 ; Крест "300 лет дома Романовых". 67х40мм ;  ;  ; Ag ; XF ; 104 ; Вот я вам ужо! ; 26666 
 932 ; Медаль. В память 1000-летия России. D - 35mm ;  ;  ; Br ; XF- ; 27 ; dudinjohn ; 1372 
 933 ; Жетон на коронацию Николая I. D - 22mm ; 1826 ;  ; Ag ; XF- ; 74 ; classic55 ; 7864 
 934 ; Жетон. На коронацию Александра III и Марии Федоровны. D - 25mm ;  ;  ;  ; VF- ; 39 ; A-Stral ; 1360 
 935 ; Жетон В память смерти преподобного Сергея Радонежского. D-26мм ;  ;  ; Br ;  ; 26 ; A-Stral ; 1247 
 936 ; Жетон. Всероссийская выставка в Москве. D - 29mm ; 1882 ;  ; б/м ; VF- ; 17 ; смю ; 417 
 937 ; Фрачный знак императорского человеколюбивого общества. Сколота заколка ;  ;  ; Ag,позолота ; VF+ ; 29 ; побулица ; 1020 
 938 ; Медаль. Битва Бородинская. 1812 год.  Резал Лялин. С медальона- Графа Толстова. D-65мм ; 1834 ;  ; Br ; XF- ; 76 ; maxxim ; 11264 
 939 ; Медаль "золото" школьная УРСР. D-40мм ;  ;  ; Ж/м ; AU ; 39 ; kpa ; 1026 
 940 ; Медаль школьная "серебро" УРСР. D-32мм ;  ;  ; Ag ; VF ; 24 ; kpa ; 1026 
 941 ; Жетон Шедевры ювелирного искусства. М-7,78 ; СПМД ;  ; Ag925 ; Proof ; 18 ; m1940 ; 896 
 942 ; Жетон серии "Самые красивые корабли мира". Американский фрегат Конститьюшн. 35х23мм ;  ;  ; Ag ; Proof ; 14 ; sileng ; 861 
 943 ; Жетон серии "Императорская коллекция Фаберже". Яйцо "Память Азова". 29х39мм ;  ;  ; Ag ; Proof ; 20 ; sileng ; 777 
 944 ; Жетон серии "Императорская коллекция Фаберже". Яйцо "Лавровое дерево". 29х39мм ;  ;  ; Ag ; Proof ; 18 ; sileng ; 777 
 945 ; Жетон серии "Императорская коллекция Фаберже". "Яйцо с тремя миниатюрами". 29х39мм ;  ;  ; Ag ; Proof ; 18 ; sileng ; 773 
 946 ; Медаль. Скульптурная группа на Аничковом мосту. D - 53mm ;  ;  ; Al ; XF+ ; 18 ; gorynych ; 340 
 947 ; Медаль. Ю.Гагарин. D - 50mm ;  ;  ; Al ; VF ; 13 ; ___AleX___ ; 124 
 948 ; Медаль. М.И.Кутузов. D - 50mm ;  ;  ; Al ; VF ; 13 ; trigl ; 124 
 949 ; Медаль. Ростральные колонны и здание военно-морского музея в Ленинграде. D - 53mm ;  ;  ; Al ; XF ; 22 ; Vitaliy Gridasov ; 459 
 950 ; Медаль. Ленинградское объединение электронного приборостроения Светлана. Медальер Баранов. D - 60mm ; 1989 ;  ; Al ; XF- ; 21 ; ___AleX___ ; 832 
 951 ; Медаль. Памятник Крылову в Ленинграде. D - 53mm ;  ;  ; Al ; XF ; 13 ; gorynych ; 127 
 952 ; Медаль. Памятник А.С.Пушкину в Ленинграде. D - 53mm ;  ;  ; Al ; XF ; 10 ; gorynych ; 227 
 953 ; Медаль. 100 лет со дня рождения В.И.Ленина. D - 70mm. Медальер Соколов ;  ;  ; Al ; VF-XF ; 19 ; лампедуза ; 567 
 954 ; Медаль. Багратион. D - 65mm. Медальер Филиппова ;  ;  ; би/м ; XF+ ; 39 ; ЛИАП ; 2009 
 955 ; Медаль. Ломоносов. D - 65mm ; 1961 ;  ; би/м ; AU ; 18 ; Валдай ; 1347 
 956 ; Медаль. Академик С.П.Королев. Первый в мире искусственный спутник земли. D - 61mm ;  ;  ;  ; XF ; 9 ; Awesome ; 555 
 957 ; Медаль. 50 лет Харьковскому авиационному институту им.Жуковского. D - 63mm ; 1980 ;  ;  ; XF+ ; 13 ; von_Schwarz ; 170 
 958 ; Медаль. Ленинградский мюзик-холл. D - 59mm ;  ;  ; ж/м ; VF ; 5 ; Краснодар ; 21 
 959 ; Медаль. Петропавловская крепость. D - 53mm ;  ;  ; Al ; XF ; 11 ; gorynych ; 357 
 960 ; Медаль. Казанский собор, Ленинград. D - 53mm ;  ;  ; Al ; XF ; 24 ; Vitaliy Gridasov ; 805 
 961 ; Медаль. Крейсер Аврора. D - 53mm ;  ;  ; Al ; XF ; 11 ; триори ; 317 
 962 ; Медаль. Адмиралтейство. D - 53mm ;  ;  ; Al ; XF ; 27 ; Rodent ; 184 
 963 ; Медаль За третье место в первенстве Ленинграда. Медальер А. Козлов. D-58мм ;  ;  ; Al ; XF ; 3 ; Краснодар ; 26 
 964 ; Медаль "серебро" школьная РСФСР. D-40мм ;  ;  ; Б/м ; XF+ ; 14 ; ААФ ; 340 
 965 ; Медаль Анри Барбюс (1873-1935). Медальер Барановская. D-60мм ; 1981ЛМД ;  ; Ж/м ; XF+ ; 24 ; Wulf ; 451 
 966 ; Медаль В.М. Головнин и Такатая Кахей. Медальер А.Е. Морозов. D-60 мм ; 1993ЛМД ;  ; Ж/м ; AU ; 38 ; vkgb74 ; 2404 
 967 ; Медаль 100 лет со дня рождения В.И. Ленина. D-77мм ;  ;  ; Al ; VF ; 15 ; viv007 ; 104 
 968 ; Медаль Лучшему тренеру. Российский Республиканский совет. D-61мм ;  ;  ; Al ; XF ; 23 ; Папа с рацией ; 127 
 969 ; Медаль Киево-Печерская лавра. D-61мм ;  ;  ; Al ; XF ; 11 ; viv007 ; 95 
 970 ; Медаль 50 лет волейбола СССР. D-50мм ;  ;  ; Ж/м ; XF ; 23 ; Rodent ; 308 
 971 ; Медаль. На службе науке и образованию. МАИК Наука/Интерпериодика. D - 49mm ;  ;  ; Ag ; Proof-Like ; 29 ; cfif24 ; 1509 
 855 ; Талер. Саксония ; 1575 ;  ; Ag ; VF+ ; 60 ; KXVV ; 24777 
 856 ; Талер. Саксония ; 1588 ;  ; Ag ; VF-XF ; 48 ; 333985 ; 19380 
 857 ; Талер. Австрия ; 1604 ;  ; Ag ; VF-XF ; 40 ; Elephant ; 20003 
 858 ; 18 грошей. Пруссия ; 1699 ;  ; Ag ; VF- ; 52 ; modul ; 1615 
 859 ; Монета Священная Римская империя ; 1622 ;  ; Ag ; VF ; 30 ; Женеманж Пасижуров ; 1872 
 860 ; Монета средневековая. Бранденбург ; 1543 ;  ; Ag ; F-VF ; 15 ; Elephant ; 1428 
 861 ; Аспр. Империя Трапезунд. Мануил I Комин ; 1238-1263 ;  ; Ag ; F+ ; 21 ; dmivanych ; 5222 
 862 ; Полугрош. Литва ; 1559 ;  ; Ag ; F-VF ; 9 ; 333985 ; 299 
 863 ; Полугрош. Литва ; 1564 ;  ; Ag ; F+ ; 8 ; star54 ; 313 
 864 ; Полугрош. Литва ; 1556 ;  ; Ag ; F+ ; 5 ; 333985 ; 299 
 865 ; Полторак Польша ; 1624 ;  ; Ag ; F ; 9 ; aziya11 ; 101 
 866 ; Полтарак. Польша ; 1625 ;  ; Ag ; VF- ; 19 ; star54 ; 200 
 867 ; Шиллинг. Таллин. М-0,99гр ; 1651 ;  ; Ag ; F- ; 45 ; Папа Свин ; 1011 
 868 ; Шиллинг. Таллин. М-0,91гр ;  ;  ; Ag ; F+ ; 39 ; Папа Свин ; 1011 
 869 ; 3 гроша. Польша ; 1689 ;  ; Ag ; F ; 44 ; StasStas ; 716 
 870 ; 3 гроша. Польша ; 1697 ;  ; Ag ; F-VF ; 50 ; StasStas ; 1530 
 871 ; Шиллинг. Венден. М-1,05гр ; 1484-1494 ;  ; Ag ; F ; 23 ; Коррадо ; 635 
 872 ; Шиллинг. Тарту. М-1,03гр ; 1378-1400 ;  ; Ag ; F ; 25 ; lestes ; 512 
 873 ; 2 крейцера. Бавария ; 1624 ;  ; Ag ; VF ; 72 ; Папа Свин ; 741 
 874 ; 2 мариенгроша. Брауншвейг-Вольфенбюттель ; 1687 ;  ; Ag ; VF- ; 66 ; Марек ; 738 
 875 ; Солид. Ливония ; 17в ;  ; Ag ; F- ; 12 ; aziya11 ; 101 
 876 ; Пфенниг. Таллин. М-0,27гр ; 1430-1465 ;  ; Ag ; VG ; 10 ; StasStas ; 279 
 877 ; Артиг. Таллин. М-0,70гр ; 1413-1424 ;  ; Ag ; VG ; 25 ; StasStas ; 357 
 878 ; Шиллинг. Рига. М-0,95гр ; 1538 ;  ; Ag ; VG ; 30 ; Jauho ; 587 
 879 ; Шиллинг. Тарту. Обломана. М-0,77гр ; 1379-1400 ;  ; Ag ; VG ; 21 ; StasStas ; 332 
 880 ; Шиллинг. Таллин. М-0,90гр ;  ;  ; Ag ; F+ ; 20 ; tss ; 547 
 881 ; Солид. Рига ; 1619 ;  ; Ag ; VG ; 8 ; t_v_v ; 84 
 882 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 29 ; lestes ; 147 
 883 ; Лот монет Золотой Орды (3шт) ;  ;  ; Cu,Ag ; VG/G ; 24 ; aziya11 ; 165 
 884 ; Солид. Польша ; 1665 ;  ; Cu ; G ; 18 ; modul ; 38 
 885 ; Солид. Польша ; 1664 ;  ; Cu ; F- ; 8 ; modul ; 53 
 886 ; Солид. Польша ; 1665 ;  ; Cu ; VG ; 8 ; modul ; 38 
 887 ; Солид. Литва ; 1661 ;  ; Cu ; VG ; 8 ; modul ; 47 
 888 ; Солид. Литва ; 1665 ;  ; Cu ; VG ; 12 ; modul ; 38 
 889 ; 1/2 эре. Швеция ; 17 век ;  ; Cu ; G ; 16 ; tss ; 513 
 890 ; 1/4 эре. Швеция ; 1664 ;  ; Cu ; F- ; 12 ; rusin ; 47 
 891 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; VG ; 6 ; rusin ; 29 
 892 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; VG ; 15 ; rusin ; 45 
 893 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; F-VF ; 74 ; Grey883 ; 151 
 894 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; F+ ; 20 ; лексан 98 ; 63 
 895 ; 1/4 эре. Швеция ; 1635 ;  ; Cu ; F+ ; 29 ; лексан 98 ; 77 
 896 ; 1/6 эре. Швеция ; 1666 ;  ; Cu ; VG ; 12 ; Emv ; 55 
 897 ; 2 гани. Индия. Делийский султанат ; 1298-1312 ;  ; Ag ; VG ; 11 ; ВЕПРЬ ; 218 
 898 ; 4 гани. Индия. Делийский султанат ; 1320-1325 ;  ; Ag ; F-VF ; 21 ; smel ; 363 
 899 ; Драхма. Индия. Саманта Дева ; 750-1000 ;  ; Ag ; F- ; 20 ; batuke ; 309 
 900 ; 1 танка. Индия Делийский султанат. Династия Лоди ; 1512 ;  ; Ag ; F ; 17 ; 76 ; 331 
 901 ; 1 кармапан Империя Маурьев ; 317-180 гг до нэ ;  ; Ag ; VG ; 11 ; vladmarkin ; 140 
 902 ; 1 гани. Индия. Делийский султанат ; 1266-1287 ;  ; Cu ; F- ; 19 ; smel ; 241 
 903 ; Фалус. Индия. Джуаепурский султанат ; 1402-1440 ;  ; Cu ; F- ; 7 ; batuke ; 177 
 904 ; Монета средневековая. Индия ;  ;  ; Cu ; VG ; 11 ; Sterh ; 100 
 805 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 7 ; Краснодар ; 57 
 806 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 9 ; Monah ; 90 
 807 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 8 ; Краснодар ; 57 
 808 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 5 ; Краснодар ; 69 
 809 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 15 ; Monah ; 72 
 810 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 7 ; Monah ; 102 
 811 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 5 ; Краснодар ; 57 
 812 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 8 ; Краснодар ; 57 
 813 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; Andre32 ; 90 
 814 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 24 ; Краснодар ; 68 
 815 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 8 ; акопа ; 72 
 816 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 25 ; Пограничник ; 104 
 817 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 17 ; Andre32 ; 88 
 818 ; Лот монет Ивана Грозного (17шт): денга ; 1533-1584 ;  ; Ag ; VF- ; 30 ; XAHTEP7577 ; 732 
 819 ; Лот монет Михаила Федоровича (27шт): копейка ; 1613-1645 ;  ; Ag ; F-VF/VF ; 27 ; drn137 ; 1055 
 820 ; Лот монет: копейка (11шт). Обломаны ;  ;  ; Ag ; F/F-VF ; 14 ; sato ; 296 
 821 ; Лот монет Алексея Михайловича (24шт): копейка ; 1645-1676 ;  ; Ag ; F+/VF- ; 30 ; modul ; 917 
 822 ; Лот допетровских монет (107шт) ;  ;  ; Ag ; VF/F- ; 25 ; Руль ; 5100 
 823 ; Денарий. Римская Империя. Юлия Домна. В капсуле ННР. XF+ ; 193-217 ;  ; Ag ;  ; 36 ; aguila ; 2036 
 824 ; Антониниан. Гордиан III. Рим. Реверс: Геркулес "Фарнезский". М - 4,6г ; 241-243 ;  ; Ag ; VF ; 31 ; СЕВАСТНС ; 896 
 825 ; Денарий. Максимин Фракиец. Рим. Реверс: Виктория. М - 3,2г ; 235-236 ;  ; Ag ; VF- ; 35 ; smel ; 1418 
 826 ; Антониниан. Гордиан III. Рим ;  ;  ; Ag ; F-VF ; 24 ; Mirator ; 1071 
 827 ; Дирхем. Сасаниды ;  ;  ; Ag ; F-VF ; 11 ; Jauho ; 206 
 828 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 20 ; Jauho ; 306 
 829 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 31 ; Jauho ; 354 
 830 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF- ; 15 ; Jauho ; 306 
 831 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF- ; 11 ; Jauho ; 305 
 832 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 17 ; StasStas ; 388 
 833 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF ; 17 ; Jauho ; 306 
 834 ; Дирхем. Сасаниды ;  ;  ; Ag ; F-VF ; 11 ; StasStas ; 306 
 835 ; Дирхем. Сасаниды ;  ;  ; Ag ; VF- ; 13 ; modul ; 300 
 836 ; Дирхем. Сасаниды ;  ;  ; Ag ; F-VF ; 19 ; modul ; 276 
 837 ; Атониниан. Рим. Диоклетиан ; 284-304 ;  ; Cu ; VG ; 26 ; СЕВАСТНС ; 1515 
 838 ; Атониниан. Рим. Максимиан Геркулий ; 284-305 ;  ; Cu ; F+ ; 31 ; СЕВАСТНС ; 1632 
 839 ; Атониниан. Рим. Диоклетиан. Антиохия ; 284-305 ;  ; Cu ; VG ; 18 ; СЕВАСТНС ; 273 
 840 ; Атониниан. Рим. Диоклетиан ; 284-305 ;  ; Cu ; F+ ; 18 ; СЕВАСТНС ; 1247 
 841 ; Атониниан. Рим. Проб ; 276-282 ;  ; Cu ; F ; 32 ; СЕВАСТНС ; 1043 
 842 ; Монета. Селевкия, Пиерия, Антиохия. М-5,75гр ; 49г до н.э. ;  ; Cu ; G ; 23 ; СЕВАСТНС ; 1022 
 843 ; АЕ-3.  Рим, имп. Константин II. М-2,25гр ; 4 век ;  ; Cu ; VG/G ; 19 ; СЕВАСТНС ; 111 
 844 ; АЕ-3. Рим, имп. Валентиниан II. М-2,72гр ; 4 век ;  ; Cu ; G ; 16 ; СЕВАСТНС ; 111 
 845 ; АЕ-3. Рим, имп. Констанций II. М-1,86гр ; 4 век ;  ; Cu ; G ; 13 ; СЕВАСТНС ; 110 
 846 ; АЕ-3. Рим, имп. Гонорий. М-2,12гр ; 4 век ;  ; Cu ; G ; 11 ; aziya11 ; 102 
 847 ; АЕ-3.Рим, имп.  Константин Великий. М-1,59гр ; 4 век ;  ; Cu ; G ; 21 ; Краснодар ; 100 
 848 ; Памятный АЕ-3. "Божественный" Константин Великий. Константинополь. Реверс: квадрига с Константином. М - 1,7г ; 337-340 ;  ; Cu ; VF- ; 28 ; AVLid ; 783 
 849 ; Памятный АЕ-3. URBS ROMA. Константинополь. Реверс: капитолийская волчица. М-2,16гр ; 4 век ;  ; Cu ; G ; 20 ; СЕВАСТНС ; 319 
 850 ; Центенионалий. Констанций II. М-3,22гр ; 4 век ;  ; Cu ; G ; 15 ; СЕВАСТНС ; 127 
 851 ; Провинциальная монета. Фаустина Младшая. Фракия. Греческий город Визиэ (современный Визе). Реверс: Артемида со стрелой и длинным посохом, слева вдалеке олень. М - 5,5г ; 147-175 ;  ; Cu ; VG ; 26 ; Mirator ; 714 
 852 ; Монета. Византия. М-2,10гр ;  ;  ; Cu ; VG ; 9 ; vladmarkin ; 161 
 853 ; Монета-дельфин. Ольвия. 22мм. М-1,51гр ; 6-5 вв до н.э ;  ; Cu ; G ; 28 ; NNPBARS ; 355 
 854 ; Лот монет антики: 10шт ;  ;  ; Cu ; G ; 16 ; kehha ; 44 
 755 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 8 ; cotangens ; 90 
 756 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 8 ; Краснодар ; 51 
 757 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 25 ; cotangens ; 623 
 758 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 20 ; cotangens ; 128 
 759 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 8 ; cotangens ; 90 
 760 ; Копейка ; 1618-ок.1626 ; Михаил Федорович Ярославль ; Ag ; VF- ; 20 ; zoom30 ; 227 
 761 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF- ; 13 ; aziya11 ; 136 
 762 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; VF ; 8 ; aziya11 ; 114 
 763 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 15 ; 21011984andrei ; 78 
 764 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 17 ; lestes ; 126 
 765 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 12 ; ask ; 206 
 766 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 10 ; aziya11 ; 119 
 767 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 28 ; petriuspo ; 101 
 768 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 23 ; ГдРъ ; 114 
 769 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 9 ; rusin ; 104 
 770 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 13 ; Monah ; 125 
