 3263 ; 5 рублей ; 1997 ;  ;  ;  ; 44 ; 1968 ; 102 
 989 ; Денга ; 1749 ;  ; Cu ; F-VF ; 16 ; jef688 ; 16 
 990 ; Денга ; 1749 ;  ; Cu ; F-VF ; 2 ; 155оа ; 33 
 991 ; Денга ; 1750 ;  ; Cu ; VF ; 9 ; BVA ; 68 
 992 ; Денга ; 1750 ;  ; Cu ; F ; 17 ; кабан ; 18 
 993 ; Денга ; 1751 ;  ; Cu ; F-VF ; 5 ; molodes ; 46 
 994 ; Денга ; 1753 ;  ; Cu ; F+ ; 4 ; ewa42 ; 18 
 995 ; Денга ; 1753 ;  ; Cu ; F-VF ; 19 ; кабан ; 30 
 996 ; Денга ; 1760 ;  ; Cu ; F+ ; 5 ; кабан ; 62 
 997 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VF+ ; 48 ; ghjk ; 446 
 998 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 10 ; semen81 ; 150 
 999 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; VF ; 16 ; SSK ; 466 
 1000 ; Денга ; 1784 ; КМ ; Cu ; F-VF ; 22 ; dmytrylat ; 357 
 1001 ; Денга ; 1785 ; КМ ; Cu ; F-VF ; 21 ; murka1973 ; 918 
 902 ; Копейка ; 1893 ; СПБ ; Cu ; VG ; 3 ; кабан ; 7 
 903 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 45 ; afanas ; 57 
 904 ; Копейка ; 1896 ; СПБ ; Cu ; F ; 9 ; aleksius ; 40 
 905 ; Копейка ; 1897 ; СПБ ; Cu ; XF- ; 19 ; peza_64 ; 155 
 906 ; Копейка ; 1898 ; СПБ ; Cu ; XF+ ; 55 ; 155оа ; 798 
 907 ; Копейка. Деформация ; 1898 ; СПБ ; Cu ; VF ; 28 ; Alemaxx ; 34 
 908 ; Копейка ; 1899 ; СПБ ; Cu ; XF- ; 11 ; Fenrir ; 95 
 909 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 8 ; zar17 ; 9 
 910 ; Копейка ; 1899 ; СПБ ; Cu ; F ; 7 ; ken ; 8 
 911 ; Копейка ; 1900 ; СПБ ; Cu ; VF-XF ; 30 ; Lotus 99 ; 254 
 912 ; Копейка ; 1900 ; СПБ ; Cu ; F-VF ; 24 ; sher60 ; 47 
 913 ; Копейка ; 1901 ; СПБ ; Cu ; VG ; 6 ; 155оа ; 7 
 914 ; Копейка ; 1901 ; СПБ ; Cu ; F-VF ; 19 ; tavitrof ; 36 
 915 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 23 ; env ; 33 
 916 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 50 ; ананас ; 51 
 917 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 1 ; alex995 ; 2 
 918 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 26 ; ананас ; 30 
 919 ; Копейка ; 1905 ; СПБ ; Cu ; F ; 6 ; 155оа ; 7 
 920 ; Копейка ; 1905 ; СПБ ; Cu ; F ; 3 ; кабан ; 7 
 921 ; Копейка ; 1906 ; СПБ ; Cu ; VF- ; 23 ; AIK60 ; 66 
 922 ; Копейка ; 1908 ; СПБ ; Cu ; AU ; 59 ; 155оа ; 1481 
 923 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 14 ; Alemaxx ; 51 
 924 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 19 ; semen81 ; 27 
 925 ; Копейка ; 1909 ; СПБ ; Cu ; VF-XF ; 48 ; Fenrir ; 90 
 926 ; Копейка ; 1910 ; СПБ ; Cu ; AU ; 53 ; konst ; 787 
 927 ; Копейка ; 1910 ; СПБ ; Cu ; F-VF ; 51 ; дима1969 ; 53 
 928 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 31 ; 155оа ; 69 
 929 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 8 ; Rober ; 9 
 930 ; Копейка ; 1911 ; СПБ ; Cu ; F ; 2 ; alex995 ; 6 
 931 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 31 ; Alemaxx ; 34 
 932 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 22 ; tavitrof ; 50 
 933 ; Копейка ; 1912 ; СПБ ; Cu ; F-VF ; 8 ; tavitrof ; 9 
 934 ; Копейка ; 1912 ; СПБ ; Cu ; F ; 6 ; zar17 ; 9 
 935 ; Копейка ; 1912 ; СПБ ; Cu ; F ; 1 ; alex995 ; 2 
 936 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 6 ; ken ; 7 
 937 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 30 ; volod ; 75 
 938 ; Копейка ; 1914 ; СПБ ; Cu ; F-VF ; 5 ; env ; 13 
 939 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 42 ; Ksandor ; 305 
 940 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 31 ; zar17 ; 32 
 941 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 64 ; 155оа ; 79 
 942 ; Копейка ; 1915 ;  ; Cu ; AU ; 28 ; goland ; 276 
 943 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 58 ; кабан ; 71 
 944 ; Копейка ; 1915 ;  ; Cu ; VF- ; 8 ; zar17 ; 9 
 945 ; Копейка ; 1915 ;  ; Cu ; XF- ; 15 ; ghjk ; 14 
 946 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 9 ; slav_1962 ; 9 
 947 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 9 ; semen81 ; 10 
 948 ; Копейка ; 1915 ;  ; Cu ; AU ; 31 ; 155оа ; 71 
 949 ; Копейка ; 1915 ;  ; Cu ; AU ; 9 ; 155оа ; 96 
 950 ; Копейка ; 1915 ;  ; Cu ; AU ; 45 ; MAD_B ; 55 
 951 ; Копейка ; 1916 ;  ; Cu ; VF- ; 44 ; ананас ; 44 
 852 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 19 ; Rober ; 102 
 853 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 39 ; ewa42 ; 65 
 854 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 8 ; semen81 ; 15 
 855 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 13 ; ewa42 ; 63 
 856 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 14 ; 787878 ; 21 
 857 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 8 ; jef688 ; 15 
 858 ; Копейка ; 1801 ; ЕМ ; Cu ; VF ; 70 ; dmytrylat ; 129 
 859 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 14 ; 787878 ; 33 
 860 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 25 ; ghjk ; 261 
 861 ; Копейка ; 1819 ; КМ АД ; Cu ; VF-XF ; 40 ; Ю42 ; 281 
 862 ; Копейка ; 1820 ; КМ АД ; Cu ; VF ; 15 ; mirumir ; 164 
 863 ; Копейка ; 1821 ; ЕМ НМ ; Cu ; VF- ; 26 ; dmytrylat ; 51 
 864 ; Копейка ; 1823 ; КМ АМ ; Cu ; F ; 11 ; кабан ; 32 
 865 ; Копейка ; 1825 ; КМ АМ ; Cu ; F-VF ; 10 ; pmaster ; 181 
 866 ; Копейка ; 1828 ; КМ АМ ; Cu ; F-VF ; 26 ; 155оа ; 306 
 867 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 15 ; кабан ; 36 
 868 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 15 ; SadKo ; 26 
 869 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F+ ; 20 ; 787878 ; 30 
 870 ; Копейка ; 1830 ; КМ АМ ; Cu ; VG ; 10 ; semen81 ; 15 
 871 ; Копейка ; 1831 ; СМ ; Cu ; VF- ; 11 ; 155оа ; 290 
 872 ; Копейка ; 1840 ; ЕМ ; Cu ; VF- ; 29 ; tavitrof ; 35 
 873 ; Копейка ; 1840 ; ЕМ ; Cu ; VG ; 7 ; afanas ; 50 
 874 ; Копейка ; 1840 ; СПМ ; Cu ; F-VF ; 38 ; Стан ; 49 
 875 ; Копейка ; 1842 ; СПМ ; Cu ; F ; 51 ; 155оа ; 101 
 876 ; Копейка ; 1842 ; СПМ ; Cu ; F ; 5 ; кабан ; 44 
 877 ; Копейка ; 1842 ; ЕМ ; Cu ; VF- ; 53 ; overshtag ; 101 
 878 ; Копейка ; 1842 ; ЕМ ; Cu ; VF- ; 49 ; KY-KY-RU-ZA ; 69 
 879 ; Копейка ; 1844 ; ЕМ ; Cu ; F-VF ; 6 ; 155оа ; 347 
 880 ; Копейка ; 1844 ; СМ ; Cu ; F+ ; 14 ; skif ; 50 
 881 ; Копейка ; 1846 ; СМ ; Cu ; VG ; 5 ; ken ; 15 
 882 ; Копейка ; 1851 ; ЕМ ; Cu ; F ; 13 ; ken ; 40 
 883 ; Копейка ; 1852 ; ЕМ ; Cu ; F ; 14 ; ken ; 33 
 884 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 5 ; хруст ; 46 
 885 ; Копейка ; 1854 ; ЕМ ; Cu ; VF- ; 25 ; Eert775 ; 75 
 886 ; Копейка ; 1856 ; ЕМ ; Cu ; VG ; 6 ; ken ; 15 
 887 ; Копейка ; 1856 ; ВМ ; Cu ; VF+ ; 19 ; ФВС ; 1044 
 888 ; Копейка ; 1856 ; ВМ ; Cu ; VF+ ; 58 ; 155оа ; 3232 
 889 ; Копейка ; 1857 ; ЕМ ; Cu ; F ; 4 ; alex995 ; 5 
 890 ; Копейка ; 1858 ; ЕМ ; Cu ; F+ ; 25 ; afanas ; 40 
 891 ; Копейка ; 1858 ; ЕМ ; Cu ; F ; 24 ; ken ; 25 
 892 ; Копейка ; 1858 ; ЕМ ; Cu ; F ; 22 ; ken ; 22 
 893 ; Копейка ; 1859 ; ВМ ; Cu ; VF-XF ; 44 ; a-kul ; 3550 
 894 ; Копейка ; 1860 ; ЕМ ; Cu ; F-VF ; 35 ; peza_64 ; 134 
 895 ; Копейка ; 1868 ; ЕМ ; Cu ; F-VF ; 14 ; 1234567 ; 113 
 896 ; Копейка ; 1874 ; ЕМ ; Cu ; VG ; 23 ; sher60 ; 24 
 897 ; Копейка ; 1881 ; СПБ ; Cu ; VF- ; 46 ; peza_64 ; 165 
 898 ; Копейка ; 1882 ; СПБ ; Cu ; F-VF ; 35 ; peza_64 ; 72 
 899 ; Копейка ; 1884 ; СПБ ; Cu ; F ; 43 ; Анатоль ; 130 
 900 ; Копейка ; 1889 ; СПБ ; Cu ; XF- ; 44 ; 155оа ; 805 
 901 ; Копейка ; 1893 ; СПБ ; Cu ; VF+ ; 27 ; ghjk ; 208 
 802 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF ; 25 ; кабан ; 26 
 803 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF ; 15 ; Alemaxx ; 19 
 804 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 17 ; SadKo ; 31 
 805 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 14 ; habenti ; 17 
 806 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 5 ; кабан ; 23 
 807 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 16 ; кабан ; 100 
 808 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 22 ; кабан ; 72 
 809 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 21 ; кабан ; 31 
 810 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 24 ; Peugene ; 125 
 811 ; 2 копейки ; 1915 ;  ; Cu ; VF- ; 8 ; jef688 ; 9 
 812 ; 2 копейки ; 1915 ;  ; Cu ; VF ; 13 ; zar17 ; 14 
 813 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 16 ; кабан ; 94 
 814 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 25 ; e(0_o)e ; 38 
 815 ; 2 копейки ; 1915 ;  ; Cu ; F+ ; 11 ; semen81 ; 12 
 816 ; 2 копейки ; 1916 ;  ; Cu ; VF ; 9 ; ЛДМ ; 114 
 817 ; Копейка ; 1705 ; БК ; Cu ; F-VF ; 65 ; locator79 ; 1242 
 818 ; Копейка (Ильин-3р) ; 1706 ; БК ; Cu ; F-VF ; 100 ; sinisha ; 1947 
 819 ; Копейка ; 1706 ; БК ; Cu ; F-VF ; 37 ; locator79 ; 622 
 820 ; Копейка ; 1710 ; БК ; Cu ; VF- ; 56 ; BVA ; 1509 
 821 ; Копейка ; 1710 ; МД ; Cu ; VF- ; 22 ; sinisha ; 1000 
 822 ; Копейка ; 1711 ; БК ; Cu ; VF- ; 58 ; егор ; 1457 
 823 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F+ ; 47 ; locator79 ; 725 
 824 ; Копейка ; 1712 ; ·Б·К· ; Cu ; F-VF ; 27 ; Маша-растеряша ; 898 
 825 ; Копейка ; 1712 ; МД ; Cu ; F-VF ; 32 ; ФВС ; 602 
 826 ; Копейка ; 1713 ;  ; Cu ; F+ ; 51 ; locator79 ; 714 
 827 ; Копейка ; 1714 ; МД ; Cu ; F-VF ; 39 ; locator79 ; 429 
 828 ; Копейка ; 1728 ;  ; Cu ; VF- ; 36 ; astronotus ; 3570 
 829 ; Копейка ; 1729 ;  ; Cu ; F-VF ; 43 ; murka1973 ; 4032 
 830 ; Копейка ; 1759 ;  ; Cu ; VF- ; 13 ; SSK ; 175 
 831 ; Копейка ; 1759 ;  ; Cu ; F ; 17 ; кабан ; 18 
 832 ; Копейка (Ильин-1р) ; 1788 ; ММ ; Cu ; F ; 13 ; ФВС ; 781 
 833 ; Копейка (Ильин-3р) ; 1795 ;  ; Cu ; F-VF ; 94 ; overshtag ; 2401 
 834 ; Копейка ; 1797 ; ЕМ ; Cu ; VF+ ; 28 ; Fenrir ; 150 
 835 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 16 ; ewa42 ; 101 
 836 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 17 ; ewa42 ; 71 
 837 ; Копейка ; 1797 ; ЕМ ; Cu ; F-VF ; 14 ; ewa42 ; 59 
 838 ; Копейка ; 1797 ; ЕМ ; Cu ; VF ; 16 ; peza_64 ; 108 
 839 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 11 ; SadKo ; 42 
 840 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 15 ; ewa42 ; 42 
 841 ; Копейка ; 1798 ; ЕМ ; Cu ; VF ; 31 ; semen81 ; 112 
 842 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 11 ; ewa42 ; 55 
 843 ; Копейка ; 1798 ; ЕМ ; Cu ; F ; 7 ; ewa42 ; 28 
 844 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 20 ; o.k. ; 80 
 845 ; Копейка (Ильин-4р) ; 1799 ; КМ ; Cu ; F ; 27 ; asnik ; 1134 
 846 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 19 ; o.k. ; 89 
 847 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 18 ; myAC ; 55 
 848 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 22 ; ewa42 ; 42 
 849 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 29 ; ewa42 ; 49 
 850 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 31 ; ewa42 ; 61 
 851 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 8 ; кабан ; 155 
 752 ; 2 копейки ; 1860 ; ЕМ ; Cu ; F+ ; 10 ; AIK60 ; 48 
 753 ; 2 копейки ; 1865 ; ЕМ ; Cu ; F+ ; 23 ; Анатоль ; 75 
 754 ; 2 копейки ; 1866 ; ЕМ ; Cu ; F+ ; 19 ; afanas ; 35 
 755 ; 2 копейки ; 1867 ; ЕМ ; Cu ; VF- ; 159 ; 155оа ; 4780 
 756 ; 2 копейки ; 1867 ; СПБ ; Cu ; VF- ; 55 ; Олег33 ; 1134 
 757 ; 2 копейки ; 1868 ; ЕМ ; Cu ; F ; 32 ; 155оа ; 33 
 758 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F ; 11 ; pref ; 13 
 759 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 11 ; molodes ; 73 
 760 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F ; 25 ; sher60 ; 56 
 761 ; 2 копейки ; 1874 ; ЕМ ; Cu ; F ; 14 ; sher60 ; 54 
 762 ; 2 копейки ; 1879 ; СПБ ; Cu ; F ; 12 ; jef688 ; 13 
 763 ; 2 копейки ; 1880 ; СПБ ; Cu ; F ; 72 ; ФВС ; 93 
 764 ; 2 копейки ; 1883 ; СПБ ; Cu ; F ; 5 ; Анатоль ; 60 
 765 ; 2 копейки ; 1891 ; СПБ ; Cu ; F+ ; 13 ; pmaster ; 73 
 766 ; 2 копейки ; 1894 ; СПБ ; Cu ; F-VF ; 7 ; afanas ; 57 
 767 ; 2 копейки ; 1895 ; СПБ ; Cu ; F+ ; 13 ; ForeverYoung ; 38 
 768 ; 2 копейки ; 1896 ; СПБ ; Cu ; F ; 12 ; jef688 ; 13 
 769 ; 2 копейки ; 1898 ; СПБ ; Cu ; F+ ; 5 ; skif ; 21 
 770 ; 2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 7 ; kostya12.04.1994 ; 146 
 771 ; 2 копейки ; 1899 ; СПБ ; Cu ; F ; 12 ; jef688 ; 13 
 772 ; 2 копейки ; 1900 ; СПБ ; Cu ; F ; 6 ; AIK60 ; 14 
 773 ; 2 копейки ; 1900 ; СПБ ; Cu ; F ; 6 ; 155оа ; 17 
 774 ; 2 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 46 ; afanas ; 63 
 775 ; 2 копейки ; 1901 ; СПБ ; Cu ; F ; 2 ; 155оа ; 13 
 776 ; 2 копейки ; 1901 ; СПБ ; Cu ; F ; 3 ; кабан ; 4 
 777 ; 2 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 15 ; кабан ; 50 
 778 ; 2 копейки ; 1903 ; СПБ ; Cu ; F ; 9 ; кабан ; 10 
 779 ; 2 копейки ; 1903 ; СПБ ; Cu ; F ; 1 ; кабан ; 2 
 780 ; 2 копейки ; 1903 ; СПБ ; Cu ; F ; 9 ; кабан ; 10 
 781 ; 2 копейки ; 1903 ; СПБ ; Cu ; F+ ; 3 ; jef688 ; 14 
 782 ; 2 копейки ; 1904 ; СПБ ; Cu ; F ; 6 ; кабан ; 44 
 783 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 13 ; кабан ; 14 
 784 ; 2 копейки ; 1907 ; СПБ ; Cu ; VF- ; 13 ; AIK60 ; 42 
 785 ; 2 копейки ; 1908 ; СПБ ; Cu ; F+ ; 4 ; jef688 ; 15 
 786 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF+ ; 35 ; кабан ; 93 
 787 ; 2 копейки ; 1908 ; СПБ ; Cu ; F ; 15 ; кабан ; 16 
 788 ; 2 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 6 ; habenti ; 21 
 789 ; 2 копейки ; 1909 ; СПБ ; Cu ; F ; 8 ; ken ; 9 
 790 ; 2 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 22 ; AIK60 ; 45 
 791 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 22 ; 155оа ; 65 
 792 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 23 ; кабан ; 24 
 793 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 31 ; slav_1962 ; 47 
 794 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 45 ; кабан ; 67 
 795 ; 2 копейки ; 1912 ; СПБ ; Cu ; F-VF ; 2 ; jef688 ; 6 
 796 ; 2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 3 ; кабан ; 30 
 797 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 16 ; кабан ; 79 
 798 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 14 ; AIK60 ; 38 
 799 ; 2 копейки ; 1913 ; СПБ ; Cu ; AU ; 73 ; 155оа ; 1807 
 800 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 42 ; Ksandor ; 408 
 801 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 30 ; 155оа ; 105 
 702 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 5 ; dimon46 ; 100 
 703 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 9 ; кабан ; 102 
 704 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF- ; 7 ; Пионер ; 305 
 705 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF+ ; 13 ; leo 2 ; 454 
 706 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F+ ; 7 ; кабан ; 51 
 707 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F ; 27 ; кабан ; 38 
 708 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 7 ; volod ; 81 
 709 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF- ; 27 ; Rober ; 69 
 710 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 13 ; jef688 ; 17 
 711 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VG ; 7 ; alex995 ; 8 
 712 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 17 ; loj ; 36 
 713 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 12 ; Полянка ; 72 
 714 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 9 ; кабан ; 46 
 715 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 23 ; leo 2 ; 227 
 716 ; 2 копейки. Отверстие 12 часов ; 1814 ; ЕМ НМ ; Cu ; F+ ; 1 ; alex995 ; 2 
 717 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 30 ; ken ; 31 
 718 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F+ ; 63 ; ewa42 ; 93 
 719 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF-XF ; 17 ; кабан ; 294 
 720 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F ; 23 ; ken ; 24 
 721 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 9 ; HENRICUS ; 40 
 722 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F ; 15 ; кабан ; 26 
 723 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF ; 56 ; кабан ; 83 
 724 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF- ; 41 ; кабан ; 150 
 725 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF- ; 9 ; Пионер ; 107 
 726 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F-VF ; 15 ; starplay ; 113 
 727 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; F-VF ; 7 ; skif ; 46 
 728 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F ; 11 ; pref ; 30 
 729 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F+ ; 27 ; ken ; 29 
 730 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF- ; 29 ; afanas ; 48 
 731 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F+ ; 17 ; afanas ; 66 
 732 ; 2 копейки ; 1829 ; КМ АМ ; Cu ; VF- ; 42 ; 155оа ; 729 
 733 ; 2 копейки ; 1830 ; КМ АМ ; Cu ; VF- ; 62 ; Ю42 ; 503 
 734 ; 2 копейки ; 1833 ; ЕМ ФХ ; Cu ; VF- ; 108 ; AVA 101 ; 6120 
 735 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F ; 4 ; кабан ; 14 
 736 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F+ ; 22 ; ForeverYoung ; 70 
 737 ; 2 копейки ; 1839 ; СМ ; Cu ; F ; 8 ; e(0_o)e ; 44 
 738 ; 2 копейки. Отверстие ; 1839 ; СМ ; Cu ; F ; 23 ; MDV ; 34 
 739 ; 2 копейки ; 1841 ; ЕМ ; Cu ; F+ ; 47 ; afanas ; 48 
 740 ; 2 копейки ; 1841 ; СМ ; Cu ; F ; 7 ; кабан ; 138 
 741 ; 2 копейки ; 1844 ; СМ ; Cu ; F ; 18 ; кабан ; 46 
 742 ; 2 копейки ; 1845 ; СМ ; Cu ; F ; 8 ; кабан ; 34 
 743 ; 2 копейки ; 1847 ; СМ ; Cu ; VF ; 46 ; lakomb ; 429 
 744 ; 2 копейки ; 1851 ; ЕМ ; Cu ; F-VF ; 6 ; skif ; 46 
 745 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF+ ; 57 ; vitas123 ; 882 
 746 ; 2 копейки ; 1855 ; ЕМ ; Cu ; F-VF ; 14 ; дока ; 104 
 747 ; 2 копейки ; 1856 ; ЕМ ; Cu ; F+ ; 35 ; skif ; 45 
 748 ; 2 копейки ; 1856 ; ВМ ; Cu ; F-VF ; 33 ; каламбур ; 318 
 749 ; 2 копейки (Ильин-2р) ; 1856 ; ВМ ; Cu ; VF ; 66 ; ZOLTAN333 ; 2833 
 750 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VF- ; 34 ; егор ; 261 
 751 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VG ; 8 ; alex995 ; 9 
 652 ; 2 копейки ; 1800 ; КМ ; Cu ; VF- ; 24 ; VR62 ; 340 
 653 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 15 ; leo 2 ; 89 
 654 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 20 ; ЛДМ ; 132 
 655 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 28 ; jef688 ; 67 
 656 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 3 ; SadKo ; 67 
 657 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 7 ; SadKo ; 102 
 658 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 36 ; Cheral2008 ; 241 
 659 ; 2 копейки ; 1801 ; КМ ; Cu ; F+ ; 10 ; кабан ; 274 
 660 ; 2 копейки ; 1801 ; КМ ; Cu ; F ; 8 ; кабан ; 234 
 661 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 11 ; jef688 ; 70 
 662 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 13 ; skif ; 74 
 663 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 16 ; dimon46 ; 96 
 664 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 22 ; ананас ; 93 
 665 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 15 ; SadKo ; 102 
 666 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 13 ; SadKo ; 79 
 667 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 13 ; ken ; 51 
 668 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 19 ; хруст ; 123 
 669 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 27 ; Rober ; 89 
 670 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 52 ; foma71 ; 608 
