 3607 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tigris ; 71 
 849 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; dimon masskva ; 38 
 850 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 29 ; dimon masskva ; 67 
 851 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 10 ; vic2 ; 50 
 852 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 27 ; sinus ; 65 
 853 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 13 ; vc57 ; 55 
 854 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; jef688 ; 51 
 855 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; vic2 ; 50 
 856 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 12 ; vic2 ; 50 
 857 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; vic2 ; 50 
 858 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 21 ; SadKo ; 51 
 859 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 15 ; vic2 ; 50 
 860 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; dimon masskva ; 54 
 861 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; SadKo ; 51 
 862 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 30 ; win.gradoff ; 185 
 863 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 39 ; dimon masskva ; 67 
 864 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 16 ; dimon masskva ; 69 
 765 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 7 ; raise ; 51 
 766 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 35 ; sergeygor ; 86 
 767 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 34 ; kolhis ; 79 
 768 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 28 ; kolhis ; 83 
 769 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 10 ; vic2 ; 50 
 770 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; kolhis ; 51 
 771 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 40 ; ZOLTAN333 ; 221 
 772 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 30 ; NN ; 410 
 773 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 99 ; DozorB ; 2674 
 774 ; Копейка. Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; VF ; 13 ; pbvf ; 51 
 775 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 22 ; kolhis ; 153 
 776 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF- ; 47 ; staro ; 377 
 777 ; Копейка ; 1612-1613 ; Второе земское ополчение Ярославский ден.двор ; Ag ; VF- ; 63 ; scaevola ; 1622 
 778 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 5 ; scaevola ; 320 
 779 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 3 ; scaevola ; 357 
 780 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 23 ; peck ; 371 
 781 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; бурят1978 ; 51 
 782 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 41 ; samsung ; 123 
 783 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 27 ; avp ; 125 
 784 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 12 ; vic2 ; 50 
 785 ; Копейка. Михаил Федорович. Новгород ; 1617-1627 ;  ; Ag ; VF- ; 24 ; Майкл ; 51 
 786 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 24 ; нумизмат ; 157 
 787 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 39 ; dagoff ; 134 
 788 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 38 ; Al0851 ; 90 
 789 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 29 ; micola.c ; 357 
 790 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 18 ; koga ; 218 
 791 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 87 ; koga ; 197 
 792 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 92 ; peck ; 554 
 793 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 23 ; ZOLTAN333 ; 286 
 794 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 74 ; staro ; 858 
 795 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 29 ; Al0851 ; 148 
 796 ; Денга "Птичка". Василий Дмитриевич. Чекан г. Коломна. Деформация ; 1389-1425 ;  ; Ag ; F-VF ; 73 ; sssppp ; 1019 
 797 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 61 ; vvp500 ; 391 
 798 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 21 ; Al0851 ; 144 
 799 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 36 ; raise ; 144 
 800 ; Денга. Утеряна часть монеты, деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 32 ; sonegr ; 363 
 801 ; Копейка. Иван IV Васильевич ; 1533-1584 ;  ; Ag ; F+ ; 8 ; ZOLTAN333 ; 214 
 802 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; vic2 ; 50 
 803 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 42 ; sergeygor ; 459 
 804 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F ; 9 ; piter_k ; 102 
 805 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; piter_k ; 51 
 806 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 28 ; двугривенный ; 69 
 807 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 33 ; zoom30 ; 104 
 808 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 3 ; vic2 ; 50 
 809 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 9 ; sergeygor ; 51 
 810 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 10 ; двугривенный ; 102 
 811 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 22 ; sinus ; 510 
 812 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 9 ; hill1972 ; 84 
 813 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 60 ; нумизмaт ; 516 
 814 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 17 ; $$$ ; 123 
 706 ; Лот монет России: 2 коп (9шт) ; 1868-1915 ;  ; Cu ; F+/F-VF ; 23 ; бурят1978 ; 222 
 707 ; Лот монет России: 3 коп (8шт) ; 1899-1915 ;  ; Cu ; F+/F-VF ; 20 ; yrik ; 224 
 708 ; Лот монет России: 3 коп (8шт) ; 1896-1915 ;  ; Cu ; F+/F-VF ; 33 ; dimon masskva ; 220 
 709 ; Лот монет России: 3 коп (7шт) ; 1894-1915 ;  ; Cu ; F+/F-VF ; 17 ; yrik ; 204 
 710 ; Лот монет России: 3 коп (8шт) ; 1900-1915 ;  ; Cu ; F+/F-VF ; 34 ; yrik ; 225 
 711 ; Лот монет России: 2 коп (9шт) ; 1868-1915 ;  ; Cu ; F+/F-VF ; 16 ; бурят1978 ; 219 
 712 ; Лот монет России: 2 коп (9шт) ; 1871-1915 ;  ; Cu ; F+/F-VF ; 12 ; бурят1978 ; 222 
 713 ; Лот монет России: 2 коп (8шт) ; 1877-1915 ;  ; Cu ; F+/F-VF ; 14 ; yrik ; 224 
 714 ; Лот монет России: 2,1 коп (5шт) ; 1811-1861 ;  ; Cu ; VF-/VF+ ; 41 ; jef688 ; 347 
 715 ; Лот монет России: 5,2 коп (5шт) ; 1757-1880 ;  ; Cu ; F/F-VF ; 27 ; RVS ; 379 
 716 ; Лот монет России: 2, 5 копеек (10шт) ; 1797-1801 ;  ; Cu ; F/F-VF ; 35 ; staro ; 857 
 717 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F/F-VF ; 40 ; Владимир.М ; 1134 
 718 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F/F-VF ; 43 ; kolhis ; 1081 
 719 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F/F-VF ; 53 ; kolhis ; 1340 
 720 ; Лот монет России: 5,2 коп, денга, полушка (7шт) ; 18 век,1735-1812 ;  ; Cu ; F/F-VF ; 32 ; Al0851 ; 252 
 721 ; Лот монет России: 1 коп,1/2 коп (6шт) ; 1889-1914 ;  ; Cu ; VG/F ; 8 ; dimon masskva ; 126 
 722 ; Лот монет России: 2,1 коп (5шт) ; 1758-1789 ;  ; Cu ; F-VF ; 35 ; jef688 ; 387 
 723 ; Лот монет России: 2,1 коп (8шт) ; 1881-1912 ;  ; Cu ; F/F-VF ; 28 ; alex550 ; 239 
 724 ; Лот монет России: 3 коп (5шт) ; 1896-1904 ;  ; Cu ; F+/F-VF ; 13 ; alex550 ; 187 
 725 ; Лот монет России: 5 коп (2шт) ; 1836,1839 ;  ; Cu ; F-VF ; 98 ; dnk8 ; 612 
 726 ; Лот монет России: 2,1,1/2,1/4 коп (5шт) ; 1840-1862 ;  ; Cu ; F-VF ; 30 ; volod ; 463 
 727 ; Лот монет России: денга, 1/2 коп (5шт) ; 1731-1841 ;  ; Cu ; VF/VF- ; 54 ; Apollo12 ; 563 
 728 ; Лот монет России: 2,1,1/4 коп (6шт) ; 1771-1842 ;  ; Cu ; F/F+ ; 55 ; shknikolay ; 618 
 729 ; Лот монет России: 1 коп (8шт) ; 1868-1915 ;  ; Cu ; F+/F-VF ; 20 ; Опятор ; 233 
 730 ; Лот монет России: 2,1,1/2 коп (4шт) ; 1903-1916 ;  ; Cu ; F/F-VF ; 38 ; yrik ; 102 
 731 ; Лот монет России: 2 коп (9шт) ; 1869-1915 ;  ; Cu ; F+/F-VF ; 14 ; бурят1978 ; 192 
 732 ; Лот монет России "Сибирь": 1 коп (6шт) ; 1772-1777 ;  ; Cu ; F/F-VF ; 68 ; lina-I ; 2708 
 733 ; Лот монет России: 1 коп (5шт) ; 1840-1842 ;  ; Cu ; F/F-VF ; 62 ; molodes ; 348 
 734 ; Лот монет России: 1 коп (6шт) ; 1819-1872 ;  ; Cu ; F/F-VF ; 37 ; m45 ; 285 
 735 ; Лот монет России: 1/2 коп, полушка (4шт) ; 1746-1911 ;  ; Cu ; F/F-VF ; 18 ; бурят1978 ; 128 
 736 ; Лот монет России: 1 коп (8шт) ; 1899-1914 ;  ; Cu ; F+/F-VF ; 22 ; dimon masskva ; 173 
 737 ; Лот монет России: 1/2 коп (8шт) ; 1839-1845 ;  ; Cu ; F/F-VF ; 30 ; jef688 ; 408 
 738 ; Лот монет России: 1 коп (8шт) ; 1892-1915 ;  ; Cu ; F+/F-VF ; 25 ; dimon masskva ; 173 
 739 ; Лот монет России: 1 коп (8шт) ; 1895-1914 ;  ; Cu ; F+/F-VF ; 22 ; dimon masskva ; 173 
 740 ; Лот монет России: 1 коп (8шт) ; 1899-1914 ;  ; Cu ; F+/F-VF ; 22 ; dimon masskva ; 173 
 741 ; Лот монет России: 1 коп (8шт) ; 1900-1914 ;  ; Cu ; F+/F-VF ; 29 ; molchun ; 201 
 742 ; Лот монет России: 1 коп (7шт) ; 1840-1899 ;  ; Cu ; VF+/F-VF ; 47 ; volod ; 310 
 743 ; Лот монет России: 1 коп, 1 пенни (6шт) ; 1876-1903 ;  ; Cu ; VG/F ; 23 ; марс7 ; 255 
 744 ; Лот монет России: 1 коп (8шт) ; 1901-1914 ;  ; Cu ; F+/F-VF ; 21 ; dimon masskva ; 174 
 745 ; Лот монет России: 1 коп (8шт) ; 1901-1914 ;  ; Cu ; F+/F-VF ; 19 ; dimon masskva ; 174 
 746 ; Лот монет России: 5,2,1 коп (4шт) ; 1756-1843 ;  ; Cu ; F/F+ ; 50 ; марс7 ; 2517 
 747 ; Лот монет России: 5 коп (4шт) ; 1833-1874 ;  ; Cu ; F/F+ ; 28 ; m45 ; 612 
 757 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; VF- ; 19 ; Al777 ; 2693 
 758 ; Денга ; 1425-1510 ; Псков ; Ag ; VF- ; 106 ; sssppp ; 2255 
 759 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; VF- ; 80 ; sandal ; 3731 
 760 ; Денга. Князь Борис Александрович. Утеряна часть монеты ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F+ ; 93 ; Al777 ; 1156 
 761 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF/F ; 76 ; sssppp ; 591 
 762 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 18 ; $$$ ; 564 
 763 ; Денга. Суздальско-Нижегородское Великое кн-во ; XV в ;  ; Ag ; F-VF ; 80 ; sssppp ; 1224 
 764 ; Денга. Суздальско-Нижегородское Великое кн-во ; XV в ;  ; Ag ; F-VF ; 69 ; Dahan ; 1314 
 656 ; 1/2 копейки ; 1842 ; СМ ; Cu ; F-VF ; 18 ; jef688 ; 67 
 657 ; Денежка ; 1863 ; ВМ ; Cu ; VF- ; 93 ; Molot ; 1530 
 658 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF ; 43 ; yrik ; 123 
 659 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 6 ; zid200 ; 57 
 660 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF ; 8 ; Lynx-a ; 61 
 661 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 7 ; molchun ; 70 
 662 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 45 ; molchun ; 70 
 663 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 48 ; geracon2009 ; 302 
 664 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 40 ; geracon2009 ; 286 
 665 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 36 ; volod ; 77 
 666 ; Полушка ; 1720 ; НД ; Cu ; F+ ; 29 ; Al0851 ; 90 
 667 ; Полушка (Ильин-1р) ; 1720? ;  ; Cu ; F+ ; 11 ; Al0851 ; 57 
 668 ; Полушка ; 1720 ;  ; Cu ; F-VF ; 24 ; Al0851 ; 146 
 669 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F-VF ; 6 ; лисопедка ; 186 
 670 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 62 ; derbnik ; 75 
 671 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 19 ; gandy ; 102 
 672 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 34 ; бурят1978 ; 51 
 673 ; Полушка ; 1739 ; Орёл 1730 г. ; Cu ; F-VF ; 15 ; alex15 ; 321 
 674 ; Полушка ; 1749 ; Орёл 1744 г. ; Cu ; F-VF ; 18 ; gandy ; 369 
 675 ; Полушка ; 1750 ; Орёл 1744 г. ; Cu ; F-VF ; 24 ; gandy ; 416 
 676 ; Полушка ; 1751 ; Орёл 1748 г. ; Cu ; F+ ; 43 ; нумизмат ; 510 
 677 ; Полушка ; 1773 ; КМ "Сибирь" ; Cu ; F-VF ; 64 ; xabib ; 629 
 678 ; Полушка ; 1776 ; КМ "Сибирь" ; Cu ; F+ ; 50 ; Владимир.М ; 1030 
 679 ; Полушка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 15 ; Владимир.М ; 1300 
 680 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 27 ; AAS ; 101 
 681 ; 1/4 копейки ; 1840 ; СМ ; Cu ; F ; 29 ; jef688 ; 40 
 682 ; 1/4 копейки ; 1841 ; СМ ; Cu ; F+ ; 40 ; $$$ ; 102 
 683 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 22 ; dimon masskva ; 102 
 684 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F ; 20 ; mgradov ; 45 
 685 ; 1/4 копейки ; 1845 ; СМ ; Cu ; F+ ; 31 ; dimon masskva ; 91 
 686 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU/XF ; 57 ; verunk1 ; 979 
 687 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 23 ; гриша ; 603 
 688 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; F+/VF ; 22 ; гриша ; 466 
 689 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF- ; 29 ; гриша ; 577 
 690 ; Копейка. Крым. Шахин-Гирей. 4 год правления ; 1191лх (1777) ;  ; Cu ; F+ ; 67 ; foxmuld ; 2579 
 691 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 56 ; lsp25 ; 132 
 692 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 14 ; марс7 ; 105 
 693 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 30 ; lsp25 ; 108 
 694 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 29 ; грустный ; 143 
 695 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF-XF ; 25 ; lsp25 ; 117 
 696 ; 1 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 11 ; Rober ; 63 
 697 ; 1 пенни ; 1912 ; Финляндия ; Cu ; VF ; 39 ; lsp25 ; 82 
 698 ; 1 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 12 ; Rober ; 67 
 699 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 31 ; lsp25 ; 114 
 700 ; 1 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 12 ; scorp-monster ; 114 
 701 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF-XF ; 22 ; lsp25 ; 111 
 702 ; Лот монет России: 2,1/4 коп, полушка (5шт) ; 1766-1841 ;  ; Cu ; F/F+ ; 45 ; Al0851 ; 532 
 703 ; Лот монет России: денга (9шт) ; 1748-1792 ;  ; Cu ; F/F-VF ; 51 ; m45 ; 1200 
 704 ; Лот монет России: 2 коп (9шт) ; 1812-1828 ;  ; Cu ; F/F-VF ; 20 ; jef688 ; 354 
 705 ; Лот монет России: 2 коп (6шт) ; 1801-1842 ;  ; Cu ; F/F-VF ; 17 ; zid200 ; 306 
 606 ; Копейка ; 1822 ; ЕМ ФГ ; Cu ; F ; 35 ; aleks.kss ; 143 
 607 ; Копейка ; 1825 ; ЕМ ИК ; Cu ; F-VF ; 95 ; gandy ; 1275 
 608 ; Копейка ; 1828 ; КМ АМ ; Cu ; F-VF ; 31 ; taa ; 71 
 609 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF+ ; 79 ; Ч.С. ; 305 
 610 ; Копейка ; 1830 ; КМ АМ ; Cu ; F+ ; 20 ; В1951 ; 123 
 611 ; Копейка (Петров-2р, Ильин-3р) ; 1833 ; СМ ; Cu ; F+ ; 91 ; cash ; 2267 
 612 ; Копейка ; 1840 ; ЕМ ; Cu ; VF- ; 6 ; Blagorodie ; 90 
 613 ; Копейка ; 1840 ; СМ ; Cu ; F ; 38 ; mgradov ; 107 
 614 ; Копейка ; 1841 ; СМ ; Cu ; VF- ; 38 ; бурят1978 ; 88 
 615 ; Копейка ; 1842 ; СМ ; Cu ; F-VF ; 33 ; mgradov ; 90 
 616 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 6 ; jef688 ; 102 
 617 ; Копейка ; 1847 ; СМ ; Cu ; VF- ; 58 ; Lynx-a ; 487 
 618 ; Копейка ; 1863 ; ЕМ ; Cu ; VF- ; 32 ; МАВ21 ; 252 
 619 ; Копейка ; 1894 ; СПБ ; Cu ; VF- ; 107 ; yrik ; 201 
 620 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 21 ; o.k. ; 26 
 621 ; Копейка ; 1900 ; СПБ ; Cu ; VF+ ; 125 ; Оттар ; 305 
 622 ; Копейка ; 1900 ; СПБ ; Cu ; F+ ; 4 ; dimon masskva ; 26 
 623 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 9 ; caterpi ; 36 
 624 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 31 ; Оттар ; 131 
 625 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 20 ; dimon46 ; 62 
 626 ; Копейка ; 1904 ; СПБ ; Cu ; F ; 7 ; dimon masskva ; 14 
 627 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 46 ; Оттар ; 61 
 628 ; Копейка ; 1905 ; СПБ ; Cu ; F+ ; 42 ; Оттар ; 53 
 629 ; Копейка ; 1906 ; СПБ ; Cu ; F-VF ; 24 ; Оттар ; 63 
 630 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 10 ; Dom Perignon ; 21 
 631 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 23 ; Оттар ; 55 
 632 ; Копейка ; 1912 ; СПБ ; Cu ; F+ ; 27 ; dimon masskva ; 45 
 633 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 15 ; Опятор ; 30 
 634 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 37 ; Оттар ; 155 
 635 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 7 ; alex550 ; 24 
 636 ; Копейка ; 1915 ;  ; Cu ; AU ; 50 ; Оттар ; 521 
 637 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 16 ; Опятор ; 30 
 638 ; Копейка ; 1915 ;  ; Cu ; VF- ; 11 ; dimon masskva ; 12 
 639 ; Денга ; 1734 ;  ; Cu ; F+ ; 7 ; лисопедка ; 48 
 640 ; Денга ; 1735 ;  ; Cu ; F-VF ; 16 ; volod ; 67 
 641 ; Денга ; 1737 ;  ; Cu ; F+ ; 29 ; dimon masskva ; 33 
 642 ; Денга ; 1741 ;  ; Cu ; F-VF ; 13 ; лисопедка ; 133 
 643 ; Денга ; 1746 ;  ; Cu ; F-VF ; 6 ; dimon masskva ; 50 
 644 ; Денга ; 1748 ;  ; Cu ; VF- ; 29 ; santan93 ; 100 
 645 ; Денга ; 1749 ;  ; Cu ; F+ ; 29 ; dimon masskva ; 46 
 646 ; Денга ; 1750 ;  ; Cu ; VF- ; 42 ; volod ; 183 
 647 ; Денга ; 1750 ;  ; Cu ; F-VF ; 25 ; гриша ; 41 
 648 ; Денга ; 1750 ;  ; Cu ; F+ ; 29 ; dimon masskva ; 77 
 649 ; Денга (Ильин-1р) ; 1752 ;  ; Cu ; F+ ; 10 ; santan93 ; 115 
 650 ; Денга ; 1772 ; КМ "Сибирь" ; Cu ; F-VF ; 48 ; академик ; 452 
 651 ; Денга ; 1773 ; КМ "Сибирь" ; Cu ; F+ ; 38 ; 11111 ; 319 
 652 ; Денга ; 1775 ; КМ "Сибирь" ; Cu ; VF- ; 106 ; Михалыч57 ; 1268 
 653 ; Денга ; 1786 ; КМ ; Cu ; F+ ; 70 ; gandy ; 553 
 654 ; Денга (Ильин-1р) ; 1792 ; КМ ; Cu ; F-VF ; 51 ; volod ; 643 
 655 ; 1/2 копейки ; 1839 ; СМ ; Cu ; F-VF ; 137 ; Михалыч57 ; 622 
 556 ; 2 копейки ; 1802 ; ЕМ ; Cu ; F-VF ; 45 ; mishanya ; 5202 
 557 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 39 ; DozorB ; 2343 
 558 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF- ; 20 ; jef688 ; 128 
 559 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 41 ; Eddy ; 150 
 560 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 62 ; habenti ; 74 
 561 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 24 ; dnk8 ; 122 
 562 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 21 ; gelind ; 105 
 563 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 27 ; sikachai ; 100 
 564 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 2 ; caterpi ; 63 
 565 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF- ; 10 ; sikachai ; 124 
 566 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F-VF ; 9 ; sikachai ; 123 
 567 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 15 ; bdd48 ; 96 
 568 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF- ; 60 ; Apollo12 ; 89 
 569 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; VF+ ; 29 ; taa ; 145 
 570 ; 2 копейки ; 1819 ; КМ АД ; Cu ; F-VF ; 49 ; jef688 ; 49 
 571 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VF+ ; 49 ; volkov ; 260 
 572 ; 2 копейки (Ильин-1р) ; 1834 ; СМ ; Cu ; F+ ; 47 ; double ; 878 
 573 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F+/VF ; 29 ; habenti ; 510 
 574 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 67 ; kolhis ; 275 
 575 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF- ; 2 ; Rober ; 294 
 576 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 29 ; yrik ; 54 
 577 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF- ; 12 ; alex550 ; 45 
 578 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 14 ; 7755 ; 51 
 579 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 17 ; 7755 ; 31 
