 5894 ; Бона иностранная ;  ;  ;  ;  ; 3 ; OlegFox ; 21 
 579 ; Денга ; 1741 ;  ; Cu ; F+ ; 25 ; Маг. ; 48 
 580 ; Денга ; 1746 ;  ; Cu ; F+ ; 7 ; Владимир Петрович ; 21 
 581 ; Денга ; 1749 ;  ; Cu ; VF- ; 73 ; ф-а-и-69 ; 457 
 582 ; Денга ; 1750 ;  ; Cu ; F+ ; 5 ; MDV ; 43 
 583 ; Денга ; 1751 ;  ; Cu ; F ; 5 ; Владимир Петрович ; 19 
 584 ; Денга ; 1752 ;  ; Cu ; VF ; 105 ; vvt ; 4602 
 585 ; Денга. Брак чеканки ; 1753 ;  ; Cu ; F+ ; 31 ; 439 ; 523 
 586 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; F-VF ; 32 ; Ритм ; 600 
 587 ; Полушка (Петров-2,5р, Ильин-3р) ; 1783 ; КМ ; Cu ; F-VF ; 35 ; Ник 2 ; 2397 
 588 ; Денга (Ильин-1р) ; 1790 ; КМ ; Cu ; F-VF ; 26 ; leo 2 ; 1259 
 589 ; Денга ; 1793 ; КМ ; Cu ; F-VF ; 17 ; taa ; 663 
 590 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 27 ; taa ; 327 
 591 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 9 ; RemTro ; 328 
 592 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F ; 10 ; vor0niko ; 13 
 593 ; 1/2 копейки ; 1844 ; СМ ; Cu ; VF- ; 7 ; Isay ; 305 
 594 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 19 ; boroda ; 408 
 595 ; Денежка ; 1854 ; ЕМ ; Cu ; F-VF ; 34 ; Володя ; 110 
 596 ; Денежка ; 1855 ; ЕМ ; Cu ; VF+ ; 39 ; 224000 ; 453 
 597 ; Денежка ; 1856 ; ЕМ ; Cu ; VF- ; 14 ; RVS ; 495 
 598 ; 1/2 копейки ; 1877 ; СПБ ; Cu ; VF-XF ; 22 ; Iskatel48 ; 1714 
 599 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; F+ ; 19 ; max96 ; 414 
 600 ; 1/2 копейки ; 1890 ; СПБ ; Cu ; VF- ; 31 ; max96 ; 1713 
 601 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 54 ; 550055 ; 1995 
 602 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; VF ; 28 ; Владимир Петрович ; 660 
 603 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF ; 50 ; Абарис ; 1222 
 604 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; XF- ; 21 ; Trien ; 341 
 605 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 21 ; Malosar ; 122 
 606 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF- ; 13 ; Хемуль ; 124 
 507 ; 2 копейки ; 1847 ; СМ ; Cu ; F ; 14 ; Poiuyt ; 174 
 508 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF ; 37 ; AVGUST ; 363 
 509 ; 2 копейки ; 1854 ; ЕМ ; Cu ; VF- ; 13 ; Олег33 ; 306 
 510 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF+ ; 26 ; volod ; 643 
 511 ; 2 копейки ; 1860 ; ЕМ ; Cu ; F-VF ; 40 ; urik21121 ; 221 
 512 ; 2 копейки ; 1862 ; ВМ ; Cu ; VF- ; 38 ; maksimus71 ; 3400 
 513 ; 2 копейки ; 1872 ; ЕМ ; Cu ; VF- ; 21 ; Димыч ; 177 
 514 ; 2 копейки ; 1875 ; ЕМ ; Cu ; F-VF ; 18 ; Димыч ; 90 
 515 ; 2 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 40 ; max96 ; 1381 
 516 ; 2 копейки ; 1885 ; СПБ ; Cu ; VF-XF ; 43 ; 224000 ; 818 
 517 ; 2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 21 ; urik21121 ; 213 
 518 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF ; 13 ; Хемуль ; 79 
 519 ; 2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 5 ; OMT ; 159 
 520 ; 2 копейки ; 1911 ; СПБ ; Cu ; F+ ; 7 ; bidder ; 16 
 521 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 13 ; bidder ; 22 
 522 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 11 ; Маг. ; 83 
 523 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+0 ; 28 ; Хемуль ; 53 
 524 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 11 ; Хемуль ; 34 
 525 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 10 ; bidder ; 36 
 526 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 33 ; Jek327 ; 107 
 527 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 31 ; Hleborezka ; 48 
 528 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 15 ; Hleborezka ; 53 
 529 ; 2 копейки ; 1916 ;  ; Cu ; XF- ; 19 ; Хемуль ; 90 
 530 ; Копейка ; 1704 ; БК ; Cu ; F ; 29 ; андрей&ка ; 3400 
 531 ; Копейка ; 1707 ; МД ; Cu ; F+ ; 25 ; нумизмат ; 1066 
 532 ; Копейка ; 1713 ; М Д ; Cu ; F+ ; 38 ; нумизмат ; 1365 
 533 ; Копейка ; 1759 ;  ; Cu ; F+ ; 30 ; y64 ; 64 
 534 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 36 ; y64 ; 99 
 535 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 11 ; Andrei2007 ; 62 
 536 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; VF- ; 27 ; 550055 ; 490 
 537 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 19 ; Володя ; 40 
 538 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+/F- ; 9 ; Jiamer57rus ; 15 
 539 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 17 ; shknikolay ; 357 
 540 ; Копейка ; 1842 ; СПМ ; Cu ; F-VF ; 22 ; sedoy66 ; 155 
 541 ; Копейка ; 1851 ; ЕМ ; Cu ; VG ; 16 ; colonel6262 ; 67 
 542 ; Копейка ; 1854 ; ЕМ ; Cu ; VG ; 13 ; bidder ; 31 
 543 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 39 ; urik21121 ; 538 
 544 ; Копейка ; 1858 ; ЕМ ; Cu ; VF- ; 50 ; AVGUST ; 227 
 545 ; Копейка ; 1859 ; ВМ ; Cu ; VF- ; 98 ; нумизмат ; 2035 
 546 ; Копейка ; 1897 ; СПБ ; Cu ; VF ; 15 ; pushkin74 ; 90 
 547 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 6 ; Malosar ; 26 
 548 ; Копейка ; 1900 ; СПБ ; Cu ; VF- ; 16 ; ASA19V ; 122 
 549 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 14 ; vor0niko ; 79 
 550 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 21 ; Хемуль ; 53 
 551 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 17 ; ASA19V ; 123 
 552 ; Копейка ; 1905 ; СПБ ; Cu ; VF ; 19 ; ASA19V ; 120 
 553 ; Копейка ; 1906 ; СПБ ; Cu ; VF ; 15 ; vor0niko ; 102 
 554 ; Копейка ; 1907 ; СПБ ; Cu ; VF- ; 23 ; RemTro ; 315 
 555 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 7 ; vor0niko ; 102 
 556 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 6 ; Malosar ; 26 
 457 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 13 ; Новик ; 138 
 458 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 90 ; ForNum77 ; 816 
 459 ; 3 копейки ; 1916 ;  ; Cu ; AU ; 14 ; volod ; 468 
 460 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 25 ; volod ; 138 
 461 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 8 ; bidder ; 31 
 462 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 17 ; Isay ; 1019 
 463 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 38 ; Ник 2 ; 368 
 464 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F-VF ; 27 ; Владимир Петрович ; 818 
 465 ; 2 копейки. Гурт спилен ; 1758 ;  ; Cu ; VG ; 13 ; Elephant ; 28 
 466 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 12 ; HILL1874 ; 466 
 467 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 19 ; rirosrob ; 150 
 468 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 5 ; ВЯЗЪ ; 133 
 469 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 9 ; ARhimed ; 453 
 470 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F-VF ; 52 ; Xxzx ; 1511 
 471 ; 2 копейки ; 1788 ; ММ ; Cu ; VF- ; 31 ; mishanya ; 933 
 472 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 8 ; Dimitriy ; 255 
 473 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 13 ; Ясер ; 357 
 474 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 15 ; гоша334 ; 306 
 475 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 11 ; гоша334 ; 249 
 476 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 7 ; HILL1874 ; 352 
 477 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 16 ; Dimitriy ; 153 
 478 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 16 ; Andrei2007 ; 147 
 479 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 23 ; Володя ; 187 
 480 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 19 ; Володя ; 225 
 481 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 17 ; Алексей Викторович ; 420 
 482 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 13 ; гоша334 ; 249 
 483 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 14 ; гоша334 ; 204 
 484 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 9 ; HILL1874 ; 306 
 485 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 32 ; taa ; 204 
 486 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 13 ; HILL1874 ; 408 
 487 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 37 ; Алексей Викторович ; 440 
 488 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 33 ; Johnny Walker ; 694 
 489 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 17 ; wagner ; 41 
 490 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 11 ; Димыч ; 201 
 491 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; F-VF ; 15 ; wagner ; 46 
 492 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 15 ; gelind ; 164 
 493 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 13 ; gelind ; 120 
 494 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 12 ; gelind ; 101 
 495 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 11 ; Hleborezka ; 62 
 496 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF- ; 11 ; MDV ; 53 
 497 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF- ; 11 ; гоша334 ; 104 
 498 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF- ; 19 ; Trien ; 407 
 499 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F-VF ; 28 ; гоша334 ; 100 
 500 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 5 ; MDV ; 66 
 501 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF ; 18 ; RVS ; 294 
 502 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; VF- ; 7 ; MDV ; 407 
 503 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F-VF ; 13 ; Володя ; 123 
 504 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F-VF ; 10 ; Ник 2 ; 125 
 505 ; 2 копейки ; 1841 ; СПМ ; Cu ; F-VF ; 17 ; Владимир Петрович ; 37 
 506 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F+ ; 13 ; леший 88 ; 43 
 407 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 16 ; said ; 234 
 408 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 40 ; zoom30 ; 514 
 409 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F+ ; 23 ; Майкл ; 408 
 410 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 21 ; vjacha ; 650 
 411 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 13 ; Jauho ; 261 
 412 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 13 ; Dimitriy ; 396 
 413 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 21 ; Xxzx ; 224 
 414 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 23 ; HILL1874 ; 305 
 415 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 22 ; Владимир Петрович ; 246 
 416 ; 5 копеек ; 1792 ; АМ ; Cu ; VF- ; 12 ; туляк1974 ; 694 
 417 ; 5 копеек ; 1792 ; КМ ; Cu ; VF+ ; 15 ; MUPS ; 1416 
 418 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 22 ; volod ; 466 
 419 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 30 ; КВАКОЗЯБРА ; 368 
 420 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F ; 11 ; Lasto4kaSPB ; 781 
 421 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 22 ; volod ; 1020 
 422 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 31 ; volod ; 512 
 423 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 7 ; Jauho ; 210 
 424 ; 5 копеек ; 1796 ; АМ ; Cu ; VF+ ; 30 ; RAF ; 2550 
 425 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 32 ; Xxzx ; 1723 
 426 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF- ; 17 ; Xxzx ; 1761 
 427 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F-VF ; 37 ; wagner ; 1593 
 428 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F-VF ; 22 ; туляк1974 ; 1473 
 429 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF ; 28 ; туляк1974 ; 1033 
 430 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 32 ; RemTro ; 1836 
 431 ; 5 копеек ЕМ ФХ ; 183? ;  ; Cu ; VF ; 32 ; Владимир Петрович ; 822 
 432 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 15 ; Andrei2007 ; 313 
 433 ; 5 копеек (Петров-1,5р, Ильин-1р) ; 1835 ; СМ ; Cu ; F- ; 23 ; нумизмат ; 663 
 434 ; 5 копеек ; 1857 ; ЕМ ; Cu ; VF ; 33 ; Олег33 ; 488 
 435 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF ; 39 ; ssss ; 745 
 436 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF- ; 15 ; Владимир Петрович ; 255 
 437 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF+ ; 28 ; Урса ; 536 
 438 ; 5 копеек ; 1861 ; ЕМ ; Cu ; F-VF ; 22 ; serg67 ; 279 
 439 ; 5 копеек ; 1863 ; ЕМ ; Cu ; VG ; 31 ; yunonik ; 133 
 440 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF- ; 17 ; Hleborezka ; 214 
 441 ; 5 копеек ; 1866 ; ЕМ ; Cu ; VF- ; 27 ; urik21121 ; 567 
 442 ; 5 копеек ; 1869 ; ЕМ ; Cu ; VF+ ; 58 ; vjacha ; 854 
 443 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 13 ; Хемуль ; 136 
 444 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF- ; 20 ; Asa ; 317 
 445 ; 5 копеек ; 1877 ; СПБ ; Cu ; VF- ; 32 ; Димыч ; 521 
 446 ; 5 копеек ; 1881 ; СПБ ; Cu ; VF ; 31 ; Хаа ; 520 
 447 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 20 ; Rjn ; 455 
 448 ; 5 копеек ; 1912 ; СПБ ; Cu ; F+ ; 32 ; WOLK ; 567 
 449 ; 4 копейки ; 1762 ;  ; Cu ; F-VF ; 47 ; sotnik ; 10200 
 450 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VF+ ; 17 ; volod ; 906 
 451 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 22 ; AVGUST ; 375 
 452 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF-XF ; 34 ; max96 ; 415 
 453 ; 3 копейки ; 1906 ; СПБ ; Cu ; VF ; 14 ; Ритм ; 261 
 454 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 16 ; ASA19V ; 93 
 455 ; 3 копейки ; 1908 ; СПБ ; Cu ; F+ ; 7 ; Владимир Петрович ; 63 
 456 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 17 ; леший 88 ; 141 
 357 ; Лот монет России (7шт): 20к,15к ; 1879-1915 ;  ; Ag ; VF/VG ; 34 ; fisher_amur ; 700 
 358 ; Лот монет России: 20 копек (3шт) ; 1810-1883 ;  ; Ag ; F ; 10 ; asnik ; 215 
 359 ; Лот монет России (7шт): 10 копеек ; 1901-1915 ;  ; Ag ; VF+/VG ; 27 ; gudviktor ; 470 
 360 ; 10 копеек ; 1779 ; КМ "Сибирь" ; Cu ; VF ; 47 ; nemo078 ; 6674 
 361 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 40 ; volod ; 1462 
 362 ; 10 копеек (Петров-1,5р, Ильин-3р) ; 1835 ; СМ ; Cu ; VG ; 40 ; чиж ; 2550 
 363 ; 5 копеек ; 1723 ; Дата снизу вверх ; Cu ; F+ ; 38 ; max96 ; 5667 
 364 ; 5 копеек. Надпил гурта ; 1724 ; МД ; Cu ; VG ; 14 ; max96 ; 1551 
 365 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; F-VF ; 25 ; zybr ; 3162 
 366 ; 5 копеек ; 1730 ; МД Хвост узкий ; Cu ; F-VF ; 30 ; ф-а-и-69 ; 2360 
 367 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 19 ; слоник ; 800 
 368 ; 5 копеек ; 1762 ;  ; Cu ; VF ; 25 ; gri 1971 ; 5304 
 369 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 19 ; Володя ; 220 
 370 ; 5 копеек ; 1766 ; ММ ; Cu ; VF+ ; 33 ; maksimus71 ; 1692 
 371 ; 5 копеек ; 1766 ; СПМ ; Cu ; VF ; 35 ; 4544011 ; 4246 
 372 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F+ ; 23 ; said ; 118 
 373 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 13 ; Dimitriy ; 300 
 374 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 19 ; volod ; 245 
 375 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 32 ; bidder ; 186 
 376 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 23 ; said ; 211 
 377 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 27 ; Володя ; 243 
 378 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 25 ; said ; 211 
 379 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 15 ; agap ; 364 
 380 ; 5 копеек ; 1774 ; ЕМ ; Cu ; F-VF ; 17 ; Володя ; 225 
 381 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 22 ; Hleborezka ; 235 
 382 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF+ ; 35 ; 439 ; 364 
 383 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 28 ; Rjn ; 477 
 384 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 20 ; 439 ; 228 
 385 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F+ ; 28 ; Володя ; 226 
 386 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 28 ; said ; 233 
 387 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 36 ; 439 ; 304 
 388 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 13 ; volod ; 261 
 389 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 26 ; said ; 206 
 390 ; 5 копеек ; 1782 ; КМ ; Cu ; VF ; 31 ; taa ; 1517 
 391 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 19 ; ZIMOGOR ; 151 
 392 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 23 ; 4544011 ; 1071 
 393 ; 5 копеек ; 1784 ; КМ ; Cu ; VF+ ; 30 ; RAF ; 1610 
 394 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 29 ; Володя ; 255 
 395 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 18 ; said ; 233 
 396 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 25 ; Володя ; 192 
 397 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 19 ; Володя ; 239 
 398 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 13 ; vituzik ; 227 
 399 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 17 ; said ; 183 
 400 ; 5 копеек ; 1787 ; КМ ; Cu ; VF+ ; 9 ; igors1969 ; 2306 
 401 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 33 ; слоник ; 655 
 402 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 31 ; Rjn ; 235 
 403 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 25 ; КВАКОЗЯБРА ; 368 
 404 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 17 ; Володя ; 215 
 405 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 19 ; пастор Шлак ; 301 
 406 ; 5 копеек ; 1788 ; ММ ; Cu ; VF ; 11 ; 4544011 ; 969 
 307 ; 5 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 47 ; ves17 ; 2604 
 308 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 31 ; vasek ; 775 
 309 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 5 ; 45b00f ; 378 
 310 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 24 ; Шаман ; 2000 
 311 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 49 ; master_kka ; 1254 
 312 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF ; 19 ; vasek ; 510 
 313 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 41 ; Майкл ; 1581 
 314 ; 2 марки ; 1906 ; L Финляндия ; Ag ; XF+ ; 54 ; 50 $ 50 ; 5078 
 315 ; 1 марка ; 1907 ; L Финляндия ; Ag ; VF-XF ; 31 ; Шаман ; 1000 
 316 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 17 ; ignis ; 1173 
 317 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 21 ; reeb13 ; 1031 
 318 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 50 ; BaZa86 ; 2040 
 319 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF- ; 18 ; vicktor_2014 ; 235 
 320 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 17 ; za-via ; 113 
 321 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; XF ; 33 ; Petrogradka ; 2000 
 322 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF- ; 18 ; Новик ; 195 
 323 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF+ ; 21 ; kent01 ; 169 
 324 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF ; 27 ; Шаман ; 223 
 325 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 19 ; Шаман ; 223 
 326 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 15 ; джон08 ; 181 
 327 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 14 ; arublev ; 204 
 328 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 13 ; джон08 ; 163 
 329 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 11 ; Шаман ; 147 
 330 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 13 ; Шаман ; 182 
 331 ; 50 пенни ; 1917 ; S Финляндия ; Ag ; AU ; 11 ; Шаман ; 200 
 332 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 30 ; Володя ; 131 
 333 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 13 ; Володя ; 175 
 334 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 13 ; ignis ; 281 
 335 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 17 ; ignis ; 227 
 336 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 17 ; Володя ; 131 
 337 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 15 ; vicktor_2014 ; 255 
 338 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 5 ; Шаман ; 102 
 339 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 22 ; Володя ; 124 
 340 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 17 ; Шаман ; 147 
 341 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 18 ; Володя ; 101 
 342 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 17 ; Шаман ; 174 
 343 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 34 ; froloff ; 306 
 344 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 19 ; mehal16 ; 84 
 345 ; Лот монет России:1 марка, 50,25,5,1 пенни (15шт) ; 1874-1917 ;  ; Br,Ag ; VF-AU ; 32 ; себер ; 1500 
