 4822 ; Бона иностранная. Исландия. 50 крон ; 1961 ;  ;  ;  ; 24 ; ИЮМов1 ; 226 
 684 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; rirosrob ; 72 
 685 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 3 ; rirosrob ; 32 
 686 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; ASlab ; 40 
 687 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 5 ; rirosrob ; 41 
 688 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 3 ; rirosrob ; 31 
 689 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; imi ; 36 
 690 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; Рыжая_Кыся ; 38 
 691 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; Четырехлистник ; 32 
 692 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; rirosrob ; 45 
 693 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; Рыжая_Кыся ; 43 
 694 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; rirosrob ; 48 
 695 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; rirosrob ; 42 
 696 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; Dima-72 ; 45 
 697 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; stivenson ; 32 
 698 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; vivehcili ; 31 
 699 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; stivenson ; 36 
 700 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; bask2008 ; 50 
 701 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; Рыжая_Кыся ; 51 
 702 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; stivenson ; 32 
 703 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; Рыжая_Кыся ; 41 
 704 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; wolikaz ; 42 
 705 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; велес ; 32 
 706 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; imi ; 51 
 707 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; Dima-72 ; 53 
 708 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; stivenson ; 32 
 709 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; Четырехлистник ; 32 
 710 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 16 ; Четырехлистник ; 31 
 711 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; vivehcili ; 30 
 712 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; rirosrob ; 57 
 713 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 5 ; ВММ ; 72 
 714 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 3 ; caiman67 ; 31 
 715 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; evilpap ; 26 
 716 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 10 ; imi ; 42 
 717 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; caiman67 ; 28 
 718 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 6 ; Ивпага ; 38 
 719 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; ваньша ; 20 
 720 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 17 ; ваньша ; 20 
 721 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; волга ; 26 
 722 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; волга ; 25 
 723 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; волга ; 25 
 724 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; волга ; 25 
 725 ; Лот допетровских монет Ивана Грозного (18шт): денга ; 1533-1584 ;  ; Ag ; F+/VF- ; 25 ; fokin ; 1318 
 726 ; Лот допетровских монет Федора Ивановича (19шт): копейка ; 1584-1598 ;  ; Ag ; F+/F-VF ; 13 ; ignatovanton ; 898 
 727 ; Лот допетровских монет Бориса Годунова (21шт): копейка ; 1598-1605 ;  ; Ag ; F+/F-VF ; 10 ; caiman67 ; 1020 
 728 ; Лот допетровских монет Михаила Федоровича (23шт): копейка ; 1613-1645 ;  ; Ag ; F+/F-VF ; 16 ; caiman67 ; 816 
 629 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; 4004 ; 192 
 630 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 631 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 632 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 633 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 634 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 31 
 635 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 636 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 637 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 36 
 638 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 36 
 639 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 36 
 640 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 36 
 641 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 36 
 642 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 23 ; чук ; 36 
 643 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 36 
 644 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 36 
 645 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; чук ; 62 
 646 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 36 
 647 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; пастор Шлак ; 34 
 648 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; bask2008 ; 68 
 649 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 650 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 11 ; Рыжая_Кыся ; 219 
 651 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; чук ; 31 
 652 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 653 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 654 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 1 ; чук ; 44 
 655 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; imi ; 45 
 656 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; imi ; 45 
 657 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 32 
 658 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 36 
 659 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 32 
 660 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 36 
 661 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 662 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 663 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 664 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 3 ; чук ; 36 
 665 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; чук ; 31 
 666 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; чук ; 31 
 667 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; imi ; 38 
 668 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; stivenson ; 30 
 669 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; rirosrob ; 40 
 670 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Четырехлистник ; 37 
 671 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; Рыжая_Кыся ; 41 
 672 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; rirosrob ; 40 
 673 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 47 ; ВММ ; 1314 
 674 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; rirosrob ; 40 
 675 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; rirosrob ; 37 
 676 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; rirosrob ; 45 
 677 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; rirosrob ; 36 
 678 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; imi ; 39 
 579 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 580 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 581 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 582 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 583 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 584 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 585 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 33 
 586 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; Четырехлистник ; 34 
 587 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; чук ; 33 
 588 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; чук ; 33 
 589 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 31 
 590 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 31 
 591 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; чук ; 33 
 592 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; evilpap ; 34 
 593 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; ASlab ; 36 
 594 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 31 
 595 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 31 
 596 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; чук ; 31 
 597 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; Diloos ; 34 
 598 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 599 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 600 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 601 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; Boryshkas ; 57 
 602 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 603 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; Рыжая_Кыся ; 34 
 604 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; imi ; 34 
 605 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; Boryshkas ; 36 
 606 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 607 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 608 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 609 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; чук ; 33 
 610 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 611 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 3 ; чук ; 31 
 612 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 613 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 614 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; imi ; 35 
 615 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; evilpap ; 34 
 616 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 36 ; imi ; 36 
 617 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 618 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; Boryshkas ; 37 
 619 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 620 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 621 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; чук ; 31 
 622 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; чук ; 31 
 623 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; imi ; 45 
 624 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; rirosrob ; 45 
 625 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 32 ; пастор Шлак ; 45 
 626 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 8 ; пастор Шлак ; 45 
 627 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 19 ; Рыжая_Кыся ; 227 
 628 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 23 ; imi ; 117 
 507 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 26 ; bigben ; 194 
 508 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 23 ; vrs ; 200 
 509 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 14 ; vrs ; 127 
 510 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 22 ; vowa ; 140 
 511 ; 5 пенни ; 1917 ; Финляндия ; Cu ; VF+ ; 22 ; lsp25 ; 130 
 512 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF ; 21 ; vowa ; 102 
 513 ; 1 пенни ; 1900 ; Финляндия ; Cu ; AU ; 31 ; verunk1 ; 633 
 514 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 18 ; POSHEXON ; 57 
 515 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 14 ; seger ; 96 
 516 ; Лот монет России (6шт): 20к,2к,1к,полушка ; 1736-1906 ;  ; Ag, Cu ; F-VF/VG ; 32 ; bva150979 ; 308 
 517 ; Лот монет России (6шт): 5к,2к,1к, 1/2к ; 1741-1869 ;  ; Cu ; F-VF/VG ; 44 ; Dimitriy ; 365 
 518 ; Лот монет России: 5,1 коп, денга, полушка (5шт) ; 1770-1874 ;  ; Cu ; VG/G ; 57 ; LosLos ; 1326 
 519 ; Лот монет России: 5 коп (4шт) ; 1958-1966 ;  ; Cu ; F+/F- ; 27 ; ignatovanton ; 225 
 520 ; Лот монет России (7шт): 2к,1к, 1/2к ; 1899-1915 ;  ; Cu ; VF-XF/F-VF ; 25 ; Dimitriy ; 242 
 521 ; Лот монет России (4шт): 1 денга, полушка ; 1735-1841 ;  ; Cu ; F-VF/F ; 27 ; Волга 67 ; 181 
 522 ; Лот монет России: денга, полушка (4шт) ; 1740-1754 ;  ; Cu ; VG-F ; 76 ; tarbarmoshka ; 713 
 523 ; Лот монет России: 10,5 пенни (4шт) ; 1899-1915 ;  ; Cu ; VF+/VF- ; 43 ; vowa ; 226 
 524 ; Лот монет России для Финляндии, Молдовы и Валахии, Польши (8шт) ; 1772-1915 ;  ; Cu ; F-XF ; 37 ; maksimus71 ; 3264 
 547 ; Танга. Деформация, трещина ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; F-VF ; 20 ; mayday ; 1134 
 548 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 39 ; орел414151 ; 2040 
 549 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 13 ; fart ; 378 
 550 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 17 ; Dahan ; 225 
 551 ; Денга. Отверстие, деформация, трещина ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 49 ; Vaneev ; 2267 
 552 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; Ивпага ; 40 
 553 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; imi ; 40 
 554 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; Boryshkas ; 57 
 555 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; nepohozii ; 62 
 556 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 6 ; evilpap ; 31 
 557 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 8 ; nepohozii ; 34 
 558 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; zoom30 ; 55 
 559 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 7 ; evilpap ; 34 
 560 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; imi ; 33 
 561 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; wolikaz ; 33 
 562 ; Копейка. Легкая деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; arsenich-s ; 33 
 563 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; nepohozii ; 42 
 564 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; Четырехлистник ; 32 
 565 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; arsenich-s ; 39 
 566 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; Boryshkas ; 37 
 567 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; nepohozii ; 54 
 568 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; zoom30 ; 57 
 569 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; ASlab ; 43 
 570 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; Четырехлистник ; 34 
 571 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 27 ; fav ; 231 
 572 ; Копейка допетровская ;  ;  ; Ag ; VF ; 8 ; alekx-87 ; 20 
 573 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 7 ; fokin ; 51 
 574 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; evilpap ; 29 
 575 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; фёкла ; 41 
 576 ; Денга. Деформация ; XIV в ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 41 ; кве ; 7140 
 577 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 11 ; $$$ ; 585 
 578 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; arsenich-s ; 42 
 457 ; Денга ; 1753 ;  ; Cu ; VF- ; 51 ; gandy ; 509 
 458 ; Деньга ; 1812 ; ИМ ПС ; Cu ; VF ; 37 ; alex550 ; 1023 
 459 ; Деньга ; 1813 ; ИМ ПС ; Cu ; VF+ ; 56 ; Данила ; 3572 
 460 ; Деньга ; 1814 ; ИМ ПС ; Cu ; F+ ; 16 ; asnik ; 215 
 461 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F ; 8 ; alekx-87 ; 102 
 462 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 21 ; alekx-87 ; 102 
 463 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 16 ; parasit ; 169 
 464 ; 1/2 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 27 ; ASlab ; 102 
 465 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; F ; 59 ; коваль ; 306 
 466 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; AU ; 65 ; verunk1 ; 3059 
 467 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF- ; 46 ; alex550 ; 1224 
 468 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF- ; 16 ; vowa ; 132 
 469 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 17 ; nikoas2012 ; 102 
 470 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF ; 13 ; nikoas2012 ; 83 
 471 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF ; 13 ; филимон ; 105 
 472 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 18 ; kost ; 102 
 473 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU ; 15 ; elefant1965 ; 401 
 474 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF ; 1 ; Mike! ; 99 
 475 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 27 ; nikoas2012 ; 93 
 476 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU/XF ; 19 ; vowa ; 143 
 477 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 23 ; imi ; 121 
 478 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF ; 24 ; imi ; 102 
 479 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 13 ; Greenfields ; 105 
 480 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 12 ; vasek ; 113 
 481 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 18 ; vasek ; 122 
 482 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 20 ; vowa ; 123 
 483 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU/XF ; 20 ; vrs ; 143 
 484 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF ; 12 ; kost ; 65 
 485 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 18 ; vrs ; 204 
 486 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 40 ; elefant1965 ; 245 
 487 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 22 ; П.А.Н. ; 94 
 488 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 29 ; vowa ; 344 
 489 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; VF ; 65 ; gandy ; 816 
 490 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 10 ; 50 $ 50 ; 92 
 491 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 34 ; vvr ; 1002 
 492 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; VF+ ; 27 ; gandy ; 153 
 493 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 23 ; gandy ; 114 
