 5647 ; Конверт со спецгашением Гренландия ;  ;  ;  ;  ; 11 ; гоша334 ; 102 
 566 ; 1 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 32 ; loko865 ; 2222 
 567 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF-XF ; 30 ; айсмен ; 1157 
 568 ; 1 пенни ; 1875 ; Финляндия ; Cu ; XF- ; 30 ; Olimpia ; 1444 
 569 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 11 ; Olimpia ; 342 
 570 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 28 ; Прокурор ; 219 
 571 ; 1 пенни ; 1891 ; Финляндия ; Cu ; AU ; 24 ; MolchSer5 ; 1020 
 572 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF- ; 7 ; suomi ; 308 
 573 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF ; 24 ; Markgraf ; 206 
 574 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF ; 23 ; Markgraf ; 158 
 575 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 12 ; себер ; 169 
 576 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 24 ; себер ; 204 
 577 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF ; 12 ; petriuspo ; 51 
 578 ; 1 пенни ; 1907 ; Финляндия ; Cu ; AU ; 14 ; Numismatist ; 220 
 579 ; 1 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 25 ; xeljdbot1 ; 69 
 580 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 20 ; petriuspo ; 69 
 581 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 16 ; Numismatist ; 214 
 582 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF ; 31 ; sibirian ; 58 
 583 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF+ ; 15 ; sibirian ; 60 
 584 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 27 ; Numismatist ; 250 
 585 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 12 ; русман ; 332 
 586 ; 1 пенни. В капсуле ННР. MS62BN ; 1913 ; Финляндия ; Cu ;  ; 17 ; za-via ; 320 
 587 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF ; 26 ; sibirian ; 58 
 588 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU/XF ; 17 ; Ыукут ; 67 
 589 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 17 ; petriuspo ; 69 
 590 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 17 ; Fontan ; 67 
 591 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 23 ; sibirian ; 63 
 592 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 25 ; sibirian ; 63 
 593 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 13 ; Fontan ; 69 
 594 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 25 ; MolchSer5 ; 313 
 595 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 17 ; ГдРъ ; 254 
 596 ; Лот монет России: 3,2,1 коп (4шт) ; 1811-1912 ;  ; Cu ; VG/G ; 9 ; SER 888 ; 74 
 597 ; Лот монет России: 15, 2 коп, полушка (4шт) ; 1735,1797,1896,1905 ;  ; Cu,Ag ; F/VG ; 23 ; xepak ; 306 
 598 ; Лот монет России (8шт):5коп,3коп,2коп,1коп ; 1812-1909 ;  ; Cu ; F-/VG ; 38 ; modul ; 512 
 599 ; Лот монет России для Финляндии (3шт): 5пенни,1пенни ; 1915-1917 ;  ; Cu ; VF-XF/VF ; 39 ; Olimpia ; 206 
 600 ; Лот монет России (7шт): денга,1/2коп ; 1731-1840 ;  ; Cu ; VG ; 15 ; modul ; 338 
 601 ; Лот монет России: 5 коп (3шт) ; 1767-1773 ;  ; Cu ; VG ; 27 ; Suxov ; 611 
 602 ; Лот монет России (6шт): 2коп,1коп ; 1811-1912 ;  ; Cu ; VG ; 12 ; Ser83 ; 204 
 603 ; Лот монет России: 3 коп (10шт) ; 1873-1910 ;  ; Cu ; F+/G ; 29 ; ga2012 ; 397 
 604 ; Лот монет России: 2 коп (10шт) ; 1869-1914 ;  ; Cu ; F-VF/G ; 23 ; ga2012 ; 331 
 605 ; Лот монет России: 1 коп (10шт) ; 1876-1913 ;  ; Cu ; F-VF/G ; 25 ; ga2012 ; 245 
 606 ; Лот монет России: 5,2,1,1/2 коп (10шт) ; 18 век-1874 ;  ; Cu ; F/G ; 24 ; franklin ; 204 
 507 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; F+ ; 31 ; Boroddd ; 140 
 508 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF+ ; 75 ; alexeyre ; 2154 
 509 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 46 ; Numismatist ; 248 
 510 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 6 ; igrtlk ; 102 
 511 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 23 ; xepak ; 101 
 512 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 23 ; Numismatist ; 204 
 513 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 23 ; pos ; 105 
 514 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 5 ; 1LUKA ; 100 
 515 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 77 ; Запруда ; 1224 
 516 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF ; 28 ; Energo ; 969 
 517 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 42 ; CMSpb ; 368 
 518 ; 1/2 копейки ; 1915 ;  ; Cu ; VF+ ; 8 ; ZOLTAN333 ; 120 
 519 ; 1/2 копейки ; 1916 ;  ; Cu ; AU ; 44 ; alexeyre ; 20400 
 520 ; Полушка ; 1719 ;  ; Cu ; VG ; 55 ; Anatolij1947 ; 797 
 521 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F ; 49 ; Yrgen777 ; 232 
 522 ; Полушка ; 1757 ;  ; Cu ; G/VG ; 47 ; VAPK ; 995 
 523 ; Полушка ; 1768 ; ЕМ ; Cu ; VG/F ; 36 ; S5S1 ; 104 
 524 ; Полушка ; 1770 ; ЕМ ; Cu ; VF ; 12 ; Valera G ; 315 
 525 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; VG ; 29 ; крлкв ; 377 
 526 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VG ; 28 ; Dimitr1 ; 274 
 527 ; 1/4 копейки ; 1841 ; СМ ; Cu ; VG ; 27 ; пипер ; 141 
 528 ; Полушка ; 1856 ; ЕМ ; Cu ; VF+ ; 39 ; ZOLTAN333 ; 509 
 529 ; 1/4 копейки ; 1883 ; СПБ ; Cu ; XF ; 29 ; Борис Моисеевич ; 4507 
 530 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+ ; 43 ; Masik ; 2485 
 531 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; XF- ; 22 ; magRUN ; 2200 
 532 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF ; 27 ; alexeyre ; 2142 
 533 ; 3 копейки. Оккупация ; 1916А ;  ; Fe ; VG ; 79 ; Suxov ; 406 
 534 ; 1 копейка "оккупация" ; 1916А ;  ; Fe ; F/VG ; 56 ; Suxov ; 299 
 535 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF+ ; 39 ; Esaul M ; 468 
 536 ; 3 гроша ; 1828 ; FH Польша ; Cu ; F-VF ; 21 ; krugerrand ; 3060 
 537 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 17 ; Гостомысл ; 656 
 538 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F ; 27 ; petriuspo ; 147 
 539 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF-XF ; 48 ; Прокурор ; 1152 
 540 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 30 ; Olimpia ; 700 
 541 ; 10 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 47 ; ГИДРАНТ ; 144 
 542 ; 10 пенни ; 1915 ; Финляндия ; Cu ; AU/XF ; 30 ; Shundr ; 672 
 543 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 15 ; Shundr ; 184 
 544 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 12 ; Olimpia ; 141 
 545 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 11 ; Olimpia ; 147 
 546 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF+ ; 9 ; ГИДРАНТ ; 286 
 547 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 13 ; Energo ; 261 
 548 ; 5 пенни ; 1865 ; Финляндия ; Cu ; VF ; 15 ; kotok ; 247 
 549 ; 5 пенни ; 1866 ; Финляндия ; Cu ; XF+ ; 30 ; НЗ ; 1249 
 550 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 40 ; kop ; 263 
 551 ; 5 пенни ; 1873 ; Финляндия ; Cu ; VF+ ; 32 ; Esaul M ; 383 
 552 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF- ; 31 ; себер ; 370 
 553 ; 5 пенни ; 1889 ; Финляндия ; Cu ; F-VF ; 21 ; lva08 ; 227 
 554 ; 5 пенни ; 1892 ; Финляндия ; Cu ; XF ; 41 ; DAndy-2003 ; 1071 
 555 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF ; 21 ; xeljdbot1 ; 77 
 556 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 18 ; Esaul M ; 256 
 457 ; Копейка ; 1887 ; СПБ ; Cu ; VG ; 41 ; X3.96rus ; 225 
 458 ; Копейка ; 1889 ; СПБ ; Cu ; F-VF ; 24 ; пипер ; 141 
 459 ; Копейка ; 1895 ; СПБ ; Cu ; F/VF- ; 17 ; Ser_doh ; 107 
 460 ; Копейка ; 1897 ; СПБ ; Cu ; VF- ; 9 ; Andre32 ; 51 
 461 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 26 ; Andre32 ; 51 
 462 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 10 ; Andre32 ; 53 
 463 ; Копейка ; 1900 ; СПБ ; Cu ; F-VF ; 9 ; Ser83 ; 77 
 464 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 7 ; Санёк А... ; 61 
 465 ; Копейка ; 1902 ; СПБ ; Cu ; VF- ; 21 ; trio ; 599 
 466 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 27 ; kergudu ; 139 
 467 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 23 ; kergudu ; 57 
 468 ; Копейка ; 1905 ; СПБ ; Cu ; VF ; 7 ; Ser83 ; 61 
 469 ; Копейка ; 1906 ; СПБ ; Cu ; F- ; 14 ; Andre32 ; 51 
 470 ; Копейка ; 1907 ; СПБ ; Cu ; VF- ; 25 ; Maksss163 ; 85 
 471 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 9 ; igrtlk ; 53 
 472 ; Копейка ; 1909 ; СПБ ; Cu ; F-VF ; 14 ; Andre32 ; 51 
 473 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 7 ; Ыукут ; 57 
 474 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 21 ; Ыукут ; 53 
 475 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 15 ; пипер ; 67 
 476 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 8 ; Челябинск ; 102 
 477 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 12 ; 1LUKA ; 100 
 478 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 11 ; 1LUKA ; 100 
 479 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 13 ; bezop144 ; 103 
 480 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 10 ; kotok ; 79 
 481 ; Копейка ; 1915 ;  ; Cu ; XF- ; 8 ; Ser83 ; 108 
 482 ; Копейка ; 1916 ;  ; Cu ; VF-XF ; 9 ; bezop144 ; 57 
 483 ; Копейка ; 1916 ;  ; Cu ; VF- ; 16 ; Ыукут ; 51 
 484 ; Денга ; 1705 ;  ; Cu ; VG ; 55 ; val211 ; 1259 
 485 ; Денга ; 1712 ;  ; Cu ; VG ; 27 ; cr3041 ; 867 
 486 ; Денга ; 1713? ;  ; Cu ; VG ; 67 ; vak ; 621 
 487 ; Денга ; 1731 ;  ; Cu ; F+ ; 22 ; gav1980 ; 82 
 488 ; Денга ; 1737 ;  ; Cu ; F- ; 14 ; Майкл ; 236 
 489 ; Денга ; 1738 ;  ; Cu ; VG ; 13 ; modul ; 79 
 490 ; Денга ; 1739 ;  ; Cu ; F-VF ; 27 ; 51р ; 159 
 491 ; Денга ; 1745 ;  ; Cu ; F ; 13 ; coins_hunter ; 230 
 492 ; Денга ; 1748 ;  ; Cu ; F-VF ; 15 ; 51р ; 108 
 493 ; Денга ; 1750 ;  ; Cu ; VG ; 11 ; xepak ; 102 
 494 ; Денга ; 1751 ;  ; Cu ; VG ; 18 ; modul ; 90 
 495 ; Денга ; 1752 ;  ; Cu ; F- ; 49 ; SSK ; 1222 
 496 ; Денга ; 1754 ;  ; Cu ; VG ; 8 ; Maksss163 ; 69 
 497 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 27 ; zigzag ; 850 
 498 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 47 ; Vitalik1 ; 146 
 499 ; Деньга ; 1813 ; ИМ ПС ; Cu ; VF- ; 72 ; ct200h ; 1821 
 500 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 58 ; 312 ; 141 
 501 ; 1/2 копейки. Деформация ; 1840 ; ЕМ ; Cu ; VF- ; 11 ; Vb[fksx ; 279 
 502 ; Денежка ; 1855 ; ЕМ ; Cu ; VG ; 35 ; Maksss163 ; 138 
 503 ; Денежка ; 1862 ; ВМ ; Cu ; F-VF ; 30 ; Димыч ; 1683 
 504 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 25 ; krosh500 ; 141 
 505 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 58 ; Allegro33 ; 73 
 506 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 48 ; pos ; 111 
 407 ; 2 копейки ; 1863 ; ЕМ ; Cu ; VF- ; 32 ; dimon46 ; 496 
 408 ; 2 копейки ; 1868 ; ЕМ ; Cu ; F ; 20 ; пипер ; 71 
 409 ; 2 копейки ; 1875 ; ЕМ ; Cu ; F-VF ; 26 ; Boroddd ; 158 
 410 ; 2 копейки ; 1877 ; СПБ ; Cu ; F- ; 21 ; 21011984andrei ; 200 
 411 ; 2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 22 ; Masik ; 1372 
 412 ; 2 копейки ; 1900 ; СПБ ; Cu ; VF-XF ; 77 ; Masik ; 2165 
 413 ; 2 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 17 ; GAV1970 ; 53 
 414 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 9 ; жора ; 51 
 415 ; 2 копейки ; 1905 ; СПБ ; Cu ; VF ; 19 ; ВС ; 88 
 416 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF ; 18 ; kergudu ; 83 
 417 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF-XF ; 46 ; Vb[fksx ; 585 
 418 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 36 ; Masik ; 567 
 419 ; 2 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 8 ; Andre32 ; 55 
 420 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 18 ; Andre32 ; 57 
 421 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 14 ; Andre32 ; 53 
 422 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 26 ; Andre32 ; 61 
 423 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 10 ; ol2**9 ; 118 
 424 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 13 ; kotok ; 69 
 425 ; 2 копейки ; 1916 ;  ; Cu ; XF- ; 18 ; alexeyre ; 318 
 426 ; Копейка ; 1705 ; МД ; Cu ; F ; 70 ; Valera G ; 1664 
 427 ; Копейка ; 1715 ; НД ; Cu ; F-VF ; 51 ; asus ; 1589 
 428 ; Копейка ; 1729 ;  ; Cu ; F+ ; 69 ; Komposter ; 3952 
 429 ; Копейка ; 1756 ; ММД ; Cu ; F-VF ; 36 ; vowa ; 4182 
 430 ; Копейка ; 1759 ;  ; Cu ; VG ; 12 ; Георг ; 521 
 431 ; Копейка ; 1794 ; ЕМ ; Cu ; VG/G ; 17 ; ZOLTAN333 ; 184 
 432 ; Копейка ; 1795 ; ЕМ ; Cu ; VG ; 15 ; KdL ; 407 
 433 ; Копейка ; 1797 ; ЕМ ; Cu ; F+ ; 23 ; nays ; 317 
 434 ; Копейка ; 1797 ; АМ ; Cu ; VG ; 11 ; ion ; 317 
 435 ; Копейка ; 1798 ; ЕМ ; Cu ; VG ; 14 ; modul ; 59 
 436 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 18 ; modul ; 104 
 437 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 35 ; Vitalik1 ; 1020 
 438 ; Копейка ; 1801 ; ЕМ ; Cu ; VG/G ; 13 ; 1gold ; 105 
 439 ; Копейка ; 1820 ; КМ АД ; Cu ; VG ; 42 ; ct200h ; 1454 
 440 ; Копейка ; 1820 ; ИМ ЯВ ; Cu ; VF- ; 27 ; Хаа ; 1712 
 441 ; Копейка ; 1831 ; СМ ; Cu ; VG ; 31 ; X3.96rus ; 228 
 442 ; Копейка ; 1840 ; СПМ ; Cu ; VF-XF ; 54 ; Anatolij1947 ; 1020 
 443 ; Копейка ; 1840 ; СПМ ; Cu ; VG ; 8 ; Maksss163 ; 86 
 444 ; Копейка ; 1841 ; СПМ ; Cu ; F+ ; 21 ; Dimitr1 ; 141 
 445 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 8 ; Maksss163 ; 51 
 446 ; Копейка ; 1853 ; ЕМ ; Cu ; F-VF ; 64 ; пипер ; 289 
 447 ; Копейка ; 1854 ; ЕМ ; Cu ; VF ; 35 ; айсмен ; 268 
 448 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; F-VF ; 18 ; Yrgen777 ; 510 
 449 ; Копейка ; 1861 ; ВМ ; Cu ; VF- ; 19 ; Chivra ; 1887 
 450 ; Копейка ; 1863 ; ВМ ; Cu ; F+ ; 15 ; почтальон ; 1020 
 451 ; Копейка ; 1866 ; ЕМ ; Cu ; VG ; 10 ; Maksss163 ; 133 
 452 ; Копейка ; 1869 ; ЕМ ; Cu ; F-VF ; 31 ; kergudu ; 204 
 453 ; Копейка ; 1872 ; ЕМ ; Cu ; VG ; 9 ; Boroddd ; 141 
 454 ; Копейка ; 1875 ; ЕМ ; Cu ; F-VF ; 26 ; Suxov ; 601 
 455 ; Копейка ; 1881 ; СПБ ; Cu ; VG ; 13 ; бортик ; 141 
 456 ; Копейка ; 1886 ; СПБ ; Cu ; VF ; 21 ; Suxov ; 939 
 357 ; 3 копейки ; 1868 ; ЕМ ; Cu ; F-VF ; 27 ; kostya12.04.1994 ; 294 
 358 ; 3 копейки ; 1875 ; ЕМ ; Cu ; F+ ; 31 ; DIMA 57 ; 282 
 359 ; 3 копейки ; 1877 ; СПБ ; Cu ; G/VG ; 24 ; иржик86 ; 159 
 360 ; 3 копейки. Реставрация ; 1893 ; СПБ ; Cu ; VG ; 16 ; Olimpia ; 113 
 361 ; 3 копейки ; 1899 ; СПБ ; Cu ; VF- ; 34 ; пипер ; 110 
 362 ; 3 копейки ; 1903 ; СПБ ; Cu ; F ; 26 ; пипер ; 104 
 363 ; 3 копейки ; 1906 ; СПБ ; Cu ; F+ ; 25 ; hoop ; 97 
 364 ; 3 копейки ; 1907 ; СПБ ; Cu ; F-VF ; 25 ; Nikolay75 ; 1026 
 365 ; 3 копейки ; 1908 ; СПБ ; Cu ; VG ; 33 ; hoop ; 77 
 366 ; 3 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 14 ; пипер ; 113 
 367 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF- ; 21 ; Владислав Валерьевич ; 144 
 368 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 37 ; shilo2 ; 259 
 369 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 25 ; shknikolay ; 107 
 370 ; 3 копейки. В капсуле ННР. MS64RD ; 1913 ; СПБ ; Cu ;  ; 64 ; 2394 ; 3381 
 371 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 7 ; Energo ; 354 
 372 ; 3 копейки. В капсуле ННР. MS64RD ; 1915 ; СПБ ; Cu ;  ; 72 ; 2394 ; 4176 
 373 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 37 ; PolAn ; 600 
 374 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 21 ; sever55 ; 202 
 375 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 28 ; coins_hunter ; 363 
 376 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; VG ; 48 ; Георг ; 1022 
 377 ; 2 копейки ; 1761 ;  ; Cu ; VG ; 34 ; Каменщик ; 141 
 378 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 34 ; Komposter ; 612 
 379 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 27 ; ГИДРАНТ ; 822 
 380 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VG ; 12 ; sheriff 0 ; 305 
 381 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 14 ; modul ; 102 
 382 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 15 ; kop ; 327 
 383 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 24 ; kop ; 261 
 384 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+/VF- ; 28 ; kop ; 906 
 385 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 12 ; kop ; 245 
 386 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF-/F- ; 13 ; Komposter ; 803 
 387 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 26 ; света1973 ; 236 
 388 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 15 ; igaist ; 102 
 389 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; F- ; 10 ; Yrgen777 ; 141 
 390 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 12 ; НЗ ; 160 
 391 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F ; 17 ; SER 888 ; 45 
 392 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 34 ; igaist ; 113 
 393 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F+ ; 23 ; igaist ; 141 
 394 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 23 ; shknikolay ; 236 
 395 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF- ; 17 ; 1gold ; 104 
 396 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; VF- ; 16 ; ion ; 158 
 397 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF- ; 14 ; igaist ; 57 
 398 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 24 ; modul ; 58 
 399 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 19 ; Vitalik1 ; 368 
 400 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F-VF ; 54 ; pos ; 251 
 401 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; F-VF ; 42 ; flutter ; 484 
 402 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F ; 31 ; Bolt ; 1020 
 403 ; 2 копейки ; 1843 ; СМ ; Cu ; F/VG ; 14 ; 312 ; 141 
 404 ; 2 копейки ; 1847 ; СМ ; Cu ; VF- ; 40 ; Bolt ; 722 
 405 ; 2 копейки ; 1853 ; ЕМ ; Cu ; VF+ ; 25 ; Борис Моисеевич ; 1593 
 406 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F+ ; 65 ; Yrgen777 ; 523 
 307 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F- ; 34 ; Вадим Скифский ; 189 
 308 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F/VG ; 11 ; Chatsky ; 320 
 309 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 30 ; Вадим Скифский ; 196 
 310 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VG ; 23 ; Ducat ; 254 
 311 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F- ; 18 ; Вадим Скифский ; 201 
 312 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 17 ; автор ; 337 
 313 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 8 ; Ducat ; 320 
 314 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F ; 22 ; Матроскин ; 201 
 315 ; 5 копеек ; 1781? ; ЕМ ; Cu ; VF ; 41 ; modul ; 180 
 316 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VG ; 23 ; dominator ; 206 
 317 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VG ; 29 ; modul ; 320 
 318 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F+ ; 10 ; dominator ; 305 
 319 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VG/F- ; 28 ; Вадим Скифский ; 188 
 320 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F- ; 10 ; Матроскин ; 165 
 321 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 5 ; DIMA 57 ; 193 
 322 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF- ; 10 ; Yrgen777 ; 395 
 323 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 29 ; Rober ; 200 
 324 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 22 ; zoom30 ; 340 
 325 ; 5 копеек ; 1788 ; ММ ; Cu ; F-VF ; 40 ; 222211 ; 1019 
 326 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 15 ; Доктор Никитин ; 614 
 327 ; 5 копеек ; 1789 ; АМ ; Cu ; F-VF ; 12 ; Ducat ; 772 
 328 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F ; 10 ; Yrgen777 ; 443 
 329 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F ; 42 ; Yrgen777 ; 614 
 330 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 21 ; Hikon ; 573 
 331 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 14 ; Ducat ; 585 
 332 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 28 ; andris1 ; 517 
 333 ; 5 копеек ; 1791 ; АМ ; Cu ; F+ ; 32 ; Ducat ; 682 
 334 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 39 ; Ducat ; 453 
