 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 42 ; jj ; 74 
 744 ; Копейка. Обломана ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; волга ; 30 
 745 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 49 ; Lizaveta ; 53 
 746 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; Чук ; 35 
 747 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 27 ; Чук ; 34 
 748 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 26 ; Чук ; 34 
 749 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 34 ; Чук ; 42 
 750 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 38 ; Чук ; 45 
 751 ; Копейка. Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; F-VF ; 41 ; Mawr ; 45 
 752 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 72 ; pro1 ; 101 
 753 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 33 ; Чук ; 45 
 754 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 40 ; Чук ; 40 
 755 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 46 ; zoom30 ; 104 
 756 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 13 ; Чук ; 64 
 757 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 25 ; Чук ; 55 
 758 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 34 ; Lizaveta ; 31 
 759 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 81 ; Чук ; 146 
 760 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 46 ; makhic ; 46 
 761 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 46 ; makhic ; 46 
 762 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 30 ; makhic ; 46 
 763 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 46 ; makhic ; 46 
 764 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 33 ; Чук ; 41 
 765 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 28 ; Чук ; 36 
 766 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 58 ; pav_lik ; 105 
 767 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 65 ; DATR ; 125 
 768 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 23 ; DATR ; 35 
 769 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 85 ; Чук ; 146 
 770 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F+ ; 18 ; RuNum1 ; 15 
 771 ; Лот чешуи: копейка. Иван Грозный (63шт) ;  ;  ; Ag ; F/F-VF ; 80 ; aziya11 ; 2523 
 772 ; Лот чешуи: копейка. Иван Грозный, Федор Иванович, Борис Годунов, Лжедмитрий I и Шуйский (117шт) ;  ;  ; Ag ; F/F-VF ; 53 ; aziya11 ; 4533 
 773 ; Лот чешуи: копейка. Иван Борис Годунов (16шт) ;  ;  ; Ag ; F/F-VF ; 78 ; zoom30 ; 1026 
 774 ; Лот чешуи: копейка. Михаил Федорович и Алексей Михайлович (86шт) ;  ;  ; Ag ; F/F-VF ; 18 ; aziya11 ; 2538 
 775 ; Лот монет Ивана III (25шт): денга ; 1462-1505 ;  ; Ag ; F+/F-VF ; 93 ; DATR ; 1673 
 776 ; Лот чешуи: деньга. Иван Грозный (24шт) ;  ;  ; Ag ; F/F-VF ; 31 ; utroja ; 855 
 777 ; Лот монет Алексея Михайловича "Медный бунт" (3шт): копейка. Москва, Псков ; 1645-1676 ;  ; Cu ; F/F+ ; 1 ; диди ; 500 
 778 ; Лот чешуи "медный бунт": копейка. Алексей Михайлович (19шт) ;  ;  ; Cu ; F-/F ; 116 ; mmu5 ; 697 
 781 ; Дидрахма. Рим, имп. Домициан. М-6,65гр ; 81-95гг до н.э. ;  ; Ag ; F-VF ; 56 ; makhic ; 2525 
 782 ; Дидрахма. Рим, имп. Адриан. М-5,65гр ; 117-138 ;  ; Ag ; F-VF ; 43 ; smok ; 1698 
 783 ; 1 драхма. Индо-Скифы. D-15мм. М-3,45г ; 9-12 века ;  ; Ag ; F+ ; 31 ; droopy ; 517 
 784 ; Монета. Доисламский Восток. D-19мм. М-4,22г ;  ;  ; Ag ; F-VF ; 42 ; нумизмат ; 1173 
 785 ; Монета. Доисламский Восток. D-21мм. М-3,96г ;  ;  ; Ag ; F+ ; 66 ; нумизмат ; 2392 
 786 ; Денарий. Рим, Республика. Викториат. М-3,02гр ; III в до н.э. ;  ; Ag ; F-VF ; 98 ; george56 ; 1530 
 787 ; Денарий. Рим, Республика. M. Aemilius Scarus. С надчеканом. М-3,81гр ; 58г до н.э. ;  ; Ag ; F-VF ; 37 ; makhic ; 3060 
 686 ; Копейка. Двойной удар штемпеля ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 93 ; fajyz ; 284 
 687 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 90 ; Майкл ; 521 
 688 ; Копейка. Двойной удар штемпеля ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 34 ; fajyz ; 114 
 689 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 89 ; george56 ; 610 
 690 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 22 ; george56 ; 700 
 691 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F+ ; 61 ; samsung ; 101 
 692 ; Копейка. Михаил Федорович. Новгород ; 1617-1627 ;  ; Ag ; F+ ; 26 ; evilpap ; 26 
 693 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 3 ; utroja ; 100 
 694 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 3 ; utroja ; 100 
 695 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 3 ; utroja ; 100 
 696 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 35 ; Mawr ; 36 
 697 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 4 ; vadim60 ; 50 
 698 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; evilpap ; 31 
 699 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; vlad19 ; 36 
 700 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 76 ; spbra ; 104 
 701 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 59 ; utroja ; 377 
 702 ; Копейка ; 1612-1613 ; Второе земское ополчение Ярославский ден.двор ; Ag ; F-VF ; 177 ; KdL ; 1800 
 703 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 72 ; vitiaz ; 123 
 704 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 46 ; vitiaz ; 54 
 705 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 28 ; Lizaveta ; 35 
 706 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 58 ; pav_lik ; 105 
 707 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 35 ; Lizaveta ; 52 
 708 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; Lizaveta ; 37 
 709 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 35 ; Lizaveta ; 34 
 710 ; Копейка. Иван IV Васильевич ; 1533-1584 ;  ; Ag ; F-VF ; 90 ; ВММ ; 1212 
 711 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 58 ; pav_lik ; 105 
 712 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 33 ; Lizaveta ; 46 
 713 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 55 ; Mawr ; 55 
 714 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 32 ; Lizaveta ; 33 
 715 ; Копейка. Инкузный след ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; pro1 ; 102 
 716 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; Lizaveta ; 34 
 717 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; afanas ; 30 
 718 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 82 ; zoom30 ; 122 
 719 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 22 ; леший 88 ; 33 
 720 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 76 ; zoom30 ; 104 
 721 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; Lizaveta ; 36 
 722 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; afanas ; 30 
 723 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 20 ; afanas ; 31 
 724 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; afanas ; 30 
 725 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; afanas ; 30 
 726 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; afanas ; 32 
 727 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; afanas ; 30 
 728 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; afanas ; 31 
 729 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; afanas ; 30 
 730 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 20 ; afanas ; 31 
 731 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 45 ; Lizaveta ; 50 
 732 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; afanas ; 30 
 733 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; afanas ; 30 
 734 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 31 ; afanas ; 30 
 735 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; afanas ; 30 
 607 ; 1 пенни ; 1901 ; Финляндия ; Cu ; XF ; 29 ; AlexAlex ; 99 
 608 ; 1 пенни ; 1902 ; Финляндия ; Cu ; VF+ ; 16 ; vitiaz ; 114 
 609 ; 1 пенни ; 1903 ; Финляндия ; Cu ; XF- ; 27 ; lintra ; 306 
 610 ; 1 пенни ; 1904 ; Финляндия ; Cu ; VF+ ; 58 ; vjacha ; 445 
 611 ; 1 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 63 ; wertu ; 72 
 612 ; 1 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 42 ; wertu ; 87 
 613 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF- ; 61 ; wertu ; 101 
 614 ; 1 пенни ; 1908 ; Финляндия ; Cu ; XF ; 65 ; sonegr ; 162 
 615 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 31 ; Man 11 ; 71 
 616 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 50 ; avig67 ; 73 
 617 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 70 ; avig67 ; 81 
 618 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 42 ; avig67 ; 85 
 619 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 34 ; avig67 ; 79 
 620 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 41 ; wertu ; 91 
 621 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 38 ; westkap ; 122 
 622 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 28 ; Uri ; 204 
 623 ; Лот монет России: 5 коп (5шт) ; 1871-1881 ;  ; Cu ; G-F ; 54 ; mart_si ; 177 
 624 ; Лот монет России: 5 коп (5шт) ; 1868-1879 ;  ; Cu ; G-VG ; 53 ; evgeniys ; 169 
 625 ; Лот монет России: 5 коп (4шт) ; 1761-1778 ;  ; Cu ; G-F ; 28 ; vituzik ; 453 
 626 ; Лот монет России: 3 коп (8шт) ; 1868-1900 ;  ; Cu ; G-VG ; 14 ; evgeniys ; 251 
 627 ; Лот монет России: 3 коп (6шт) ; 1902-1916 ;  ; Cu ; G-F ; 55 ; Alexbgd8125 ; 363 
 628 ; Лот монет России: 3 копейки (5шт) ; 1871-1909 ;  ; Cu ; VG/F ; 21 ; evgeniys ; 78 
 629 ; Лот монет России: 3 коп (8шт) ; 1877-1913 ;  ; Cu ; G-VG ; 24 ; Greenfields ; 181 
 630 ; Лот монет России: 3,2 коп (6шт) ; 1811-1915 ;  ; Cu ; G-VG ; 12 ; Galina66 ; 111 
 631 ; Лот монет России: 3, 2, 1 копейка (5шт) ; 1812-1912 ;  ; Cu ; VG/F ; 9 ; Galina66 ; 58 
 632 ; Лот монет России: 3,2,1 коп, денга (8шт) ; 1748-1915 ;  ; Cu ; VF/F+ ; 33 ; MaRgo ; 209 
 633 ; Лот монет России: 2 коп (5шт) ; 1758-1820 ;  ; Cu ; G-VG ; 35 ; wertu ; 141 
 634 ; Лот монет России: 2 коп (5шт) ; 1812-1815 ;  ; Cu ; G-VG ; 26 ; vic2 ; 163 
 635 ; Лот монет России: 2, 1, 1/2  копейки (6шт) ; 1811-1911 ;  ; Cu ; G/VG ; 21 ; Rjn ; 129 
 636 ; Лот монет России: копейка (3шт) ; 1768-1771 ;  ; Cu ; VG ; 57 ; sat12 ; 449 
 637 ; Лот монет России: денга и копейка (2шт) ; 1731-1777 ;  ; Cu ; F- ; 62 ; Павлов75 ; 371 
 667 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 129 ; KdL ; 1008 
 668 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 32 ; Чук ; 567 
 669 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 19 ; Nejdan ; 555 
 670 ; Денга. Суздальско-Нижегородскок кн-во ; XV в ;  ; Ag ; F-VF ; 52 ; Чук ; 581 
 671 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 65 ; Randi ; 258 
 672 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 78 ; spbra ; 263 
 673 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 35 ; krocsi ; 186 
 674 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 72 ; utroja ; 177 
 675 ; Копейка. Двойной удар штемпеля ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 18 ; krocsi ; 141 
 676 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 40 ; krocsi ; 164 
 677 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 43 ; krocsi ; 186 
 678 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 8 ; krocsi ; 131 
 679 ; Копейка. Борис Федорович Годунов. Новгород. Двойной удар штемпеля ; 1598-1605 ;  ; Ag ; F-VF ; 6 ; fajyz ; 61 
 680 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 6 ; леший 88 ; 59 
 681 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 63 ; krocsi ; 186 
 682 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 17 ; krocsi ; 131 
 683 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 4 ; makhic ; 57 
 684 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 5 ; vadim60 ; 69 
 685 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 88 ; utroja ; 816 
 557 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 22 ; kostik_ne ; 153 
 558 ; 10 пенни ; 1908 ; Финляндия ; Cu ; F-VF ; 46 ; vitiaz ; 108 
 559 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF ; 29 ; evgeniys ; 138 
 560 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 20 ; vitiaz ; 114 
 561 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF ; 16 ; vitiaz ; 114 
 562 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 31 ; zzzzz ; 352 
 563 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 18 ; alex995 ; 102 
 564 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 23 ; Uri ; 153 
 565 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 37 ; maksimus71 ; 390 
 566 ; 5 пенни ; 1865 ; Финляндия ; Cu ; F+ ; 50 ; vitiaz ; 122 
 567 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF ; 30 ; westkap ; 140 
 568 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 51 ; КРАЙ ; 140 
 569 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF- ; 16 ; толстяк ; 340 
 570 ; 5 пенни ; 1873 ; Финляндия ; Cu ; F-VF ; 23 ; lintra ; 89 
 571 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F-VF ; 38 ; alex995 ; 88 
 572 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF- ; 25 ; sonegr ; 193 
 573 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 24 ; Dave ; 161 
 574 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF- ; 25 ; толстяк ; 227 
 575 ; 5 пенни ; 1896 ; Финляндия ; Cu ; VF ; 17 ; СВТ69 ; 224 
 576 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF- ; 60 ; П.А.Н. ; 114 
 577 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 38 ; sedoy66 ; 51 
 578 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 16 ; alexda777 ; 47 
 579 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 65 ; wertu ; 102 
 580 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF ; 43 ; wertu ; 99 
 581 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 26 ; evgeniys ; 69 
 582 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF ; 42 ; sedoy66 ; 53 
 583 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 25 ; Ратамахатта ; 51 
 584 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 20 ; lsp25 ; 47 
 585 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 30 ; wertu ; 69 
 586 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 17 ; Man 11 ; 43 
 587 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 34 ; Man 11 ; 104 
 588 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 31 ; afanas ; 49 
 589 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 37 ; Galina66 ; 58 
 590 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF ; 42 ; Uri ; 180 
 591 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 32 ; Uri ; 230 
 592 ; 1 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 25 ; igors1969 ; 765 
 593 ; 1 пенни ; 1867 ; Финляндия ; Cu ; F- ; 27 ; СВТ69 ; 293 
 594 ; 1 пенни ; 1869 ; Финляндия ; Cu ; F-VF ; 44 ; Anatolij1947 ; 446 
 595 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF ; 34 ; толстяк ; 867 
 596 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF ; 48 ; vjacha ; 561 
 597 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF- ; 45 ; volkov ; 227 
 598 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF- ; 49 ; kop ; 255 
 599 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF- ; 57 ; WOLK ; 261 
 600 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 40 ; СВТ69 ; 169 
 601 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF ; 106 ; zzzzz ; 271 
 602 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF- ; 44 ; kop ; 146 
 603 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF ; 51 ; vjacha ; 172 
 604 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 54 ; sonegr ; 144 
 605 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 33 ; vitiaz ; 114 
 606 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 58 ; sedoy66 ; 65 
 507 ; Денежка ; 1854 ; ЕМ ; Cu ; VF- ; 53 ; paulus568 ; 150 
 508 ; Денежка ; 1855 ; ЕМ ; Cu ; F ; 39 ; 186500 ; 111 
 509 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; VF+ ; 158 ; толстяк ; 692 
 510 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 38 ; Alexbgd8125 ; 120 
 511 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 13 ; westof ; 114 
 512 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 29 ; stas6992 ; 101 
 513 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 76 ; maremark ; 368 
 514 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 20 ; себер ; 65 
 515 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 28 ; Харитон Платонович ; 152 
 516 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 32 ; westof ; 126 
 517 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 57 ; westof ; 136 
 518 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 25 ; westof ; 120 
 519 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 42 ; lexx66 ; 340 
 520 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 45 ; СВТ69 ; 169 
 521 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 63 ; max96 ; 357 
 522 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 25 ; Harlock ; 214 
 523 ; Полушка ; 1770 ; ЕМ ; Cu ; F+ ; 39 ; Marcus ; 306 
 524 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 21 ; маманя ; 680 
 525 ; Полушка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 41 ; alien34 ; 572 
 526 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 23 ; KVU ; 395 
 527 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 30 ; paulus568 ; 177 
 528 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF ; 54 ; max96 ; 521 
 529 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 29 ; max96 ; 459 
 530 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF- ; 39 ; Anatolij1947 ; 179 
 531 ; Полушка ; 1850 ; ЕМ ; Cu ; F-VF ; 30 ; $$$ ; 765 
 532 ; Полушка ; 1853 ; ЕМ ; Cu ; F-VF ; 32 ; Anatolij1947 ; 363 
 533 ; 1/4 копейки ; 1869 ; ЕМ ; Cu ; VF+ ; 24 ; dimon46 ; 4182 
 534 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; AU ; 79 ; avig67 ; 3264 
 535 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; VF-XF ; 118 ; Олег33 ; 1600 
 536 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; AU/XF ; 46 ; a9 ; 1202 
 537 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 44 ; max96 ; 1020 
 538 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 68 ; a9 ; 1208 
 539 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 55 ; Юбер ; 702 
 540 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 106 ; max5252 ; 2040 
 541 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 42 ; Andrei2007 ; 1020 
 542 ; 3 копейки "оккупация" ; 1916А ;  ; Fe ; VF+ ; 38 ; Harlock ; 638 
 543 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; F-VF ; 88 ; Harlock ; 430 
 544 ; 1 грош ; 1839 ; MW Рус.-Пол. ; Cu ; F- ; 56 ; толстяк ; 1122 
 545 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 23 ; RuByLa ; 232 
 546 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 21 ; lintra ; 277 
 547 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF ; 38 ; lintra ; 227 
 548 ; 10 пенни ; 1876 ; Финляндия ; Cu ; F-VF ; 34 ; lintra ; 392 
 549 ; 10 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 34 ; lintra ; 270 
 550 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 56 ; lintra ; 649 
