 5651 ; Бона иностранная. Лаос ;  ;  ;  ;  ; 14 ; mart_si ; 42 
 691 ; Полушка ; 1859 ; ЕМ ; Cu ; F+ ; 40 ; ksun ; 1071 
 692 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF- ; 39 ; ksun ; 2155 
 693 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; XF ; 71 ; DedMaks ; 2363 
 694 ; 2 копейки. Оккупация ; 1916J ;  ; Al ; VF- ; 44 ; ganza ; 656 
 695 ; 1 копейка. Оккупация ; 1916J ;  ; Fe ; VF+ ; 23 ; vitab ; 878 
 696 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 32 ; sidr ; 638 
 697 ; 10 пенни ; 1876 ; Финляндия ; Cu ; F ; 31 ; sidr ; 1530 
 698 ; 10 пенни ; 1890 ; Финляндия ; Cu ; VF- ; 86 ; tarroman ; 5747 
 699 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF/VF+ ; 57 ; sidr ; 3597 
 700 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 19 ; sidr ; 389 
 701 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 19 ; sidr ; 206 
 702 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 13 ; Сорокседьмой ; 216 
 703 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 32 ; Sasha585 ; 1479 
 704 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 33 ; Sasha585 ; 1020 
 705 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 28 ; sidr ; 408 
 706 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 42 ; sidr ; 485 
 607 ; Копейка. В капсуле ННР ; 1915 ;  ; Cu ; MS62 ; 32 ; sidr ; 1530 
 608 ; Копейка ; 1915 ;  ; Cu ; XF- ; 21 ; Tazer ; 79 
 609 ; Копейка ; 1915 ;  ; Cu ; VF- ; 14 ; Nastrom ; 47 
 610 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 17 ; Benony ; 101 
 611 ; Копейка ; 1916 ;  ; Cu ; XF- ; 33 ; paul196262 ; 181 
 612 ; Копейка ; 1916 ;  ; Cu ; VF- ; 11 ; Benony ; 101 
 613 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 20 ; StanislavAK ; 101 
 614 ; Денга ; 1731 ;  ; Cu ; F ; 35 ; Lelik00 ; 170 
 615 ; Денга ; 1731 ;  ; Cu ; VG ; 34 ; SSK ; 1530 
 616 ; Денга ; 1734 ;  ; Cu ; F ; 25 ; рубль1978 ; 156 
 617 ; Денга ; 1738 ;  ; Cu ; F- ; 19 ; paul196262 ; 89 
 618 ; Денга ; 1739 ;  ; Cu ; F+ ; 28 ; Sam ; 74 
 619 ; Денга ; 1740 ;  ; Cu ; F ; 16 ; rom11 ; 83 
 620 ; Денга ; 1748 ;  ; Cu ; F-VF ; 36 ; акопа ; 204 
 621 ; Денга ; 1750 ;  ; Cu ; F+ ; 10 ; Anatoliy1959 ; 108 
 622 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VG ; 13 ; 312 ; 187 
 623 ; Денга ; 1790 ; КМ ; Cu ; VG ; 58 ; ksun ; 1224 
 624 ; Деньга ; 1811 ; ИМ МК ; Cu ; VG ; 32 ; first ; 300 
 625 ; Деньга ; 1814 ; ИМ ПС ; Cu ; F-VF ; 47 ; ksun ; 1994 
 626 ; 1/2 копейки. Аверс-Реверс- 30 градусов ; 1840 ; СПМ ; Cu ; VG ; 27 ; yunonik ; 79 
 627 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F ; 19 ; DIMA 57 ; 159 
 628 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F- ; 26 ; кот баюн ; 177 
 629 ; 1/2 копейки ; 1842 ; СМ ; Cu ; F-VF ; 22 ; rirosrob ; 153 
 630 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 21 ; лом45 ; 216 
 631 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F+ ; 30 ; лом45 ; 190 
 632 ; Денежка ; 1851 ; ВМ ; Cu ; F ; 24 ; ksun ; 2142 
 633 ; Денежка ; 1856 ; ЕМ ; Cu ; VF+ ; 67 ; krocsi ; 803 
 634 ; Денежка ; 1858 ; ЕМ ; Cu ; F-VF ; 42 ; ksun ; 340 
 635 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF ; 15 ; t_v_v ; 266 
 636 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; XF- ; 39 ; ksun ; 359 
 637 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF ; 28 ; vitab ; 333 
 638 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 14 ; trio ; 219 
 639 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 15 ; trio ; 333 
 640 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 42 ; paul196262 ; 222 
 641 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 23 ; vitab ; 333 
 642 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 37 ; s23ra ; 231 
 643 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF ; 11 ; константин007 ; 104 
 644 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 37 ; double ; 309 
 645 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 57 ; vitab ; 510 
 646 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 24 ; lva08 ; 104 
 647 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 49 ; s23ra ; 231 
 648 ; 1/2 копейки. В капсуле ННР ; 1912 ; СПБ ; Cu ; AU58 ; 37 ; sidr ; 1530 
 649 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 24 ; Lelik00 ; 206 
 650 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 19 ; Zavitok ; 184 
 651 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 16 ; Маша-растеряша ; 127 
 652 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF/AU ; 9 ; gurt_77 ; 182 
 653 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 12 ; папуас ; 114 
 654 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 10 ; Tazer ; 104 
 655 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 24 ; папуас ; 104 
 656 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 9 ; константин007 ; 110 
 557 ; Копейка ; 1728 ;  ; Cu ; F ; 75 ; BSR ; 1726 
 558 ; Копейка ; 1755 ; СПБ ; Cu ; VG ; 41 ; ksun ; 5661 
 559 ; Копейка ; 1757 ;  ; Cu ; VG ; 25 ; sotnik ; 306 
 560 ; Копейка ; 1759 ;  ; Cu ; F+ ; 21 ; canario ; 130 
 561 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 32 ; ksun ; 1147 
 562 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 17 ; ksun ; 612 
 563 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F-VF ; 37 ; Andrei2007 ; 555 
 564 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 29 ; ksun ; 1530 
 565 ; Копейка ; 1790 ; ЕМ ; Cu ; F- ; 27 ; buhar1956 ; 554 
 566 ; Копейка ; 1801 ; ЕМ ; Cu ; VF+ ; 54 ; бабушка ; 1019 
 567 ; Копейка ; 1828 ; КМ АМ ; Cu ; VF ; 34 ; НЗ ; 161 
 568 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VG ; 12 ; Yar42 ; 160 
 569 ; Копейка ; 1840 ; ЕМ ; Cu ; VF- ; 7 ; штурман ; 79 
 570 ; Копейка ; 1840 ; СПМ ; Cu ; VF ; 32 ; лом45 ; 383 
 571 ; Копейка ; 1840 ; СМ ; Cu ; F ; 10 ; ГдРъ ; 152 
 572 ; Копейка ; 1841 ; ЕМ ; Cu ; VF+ ; 46 ; double ; 603 
 573 ; Копейка ; 1841 ; СПМ ; Cu ; F ; 24 ; karrus ; 339 
 574 ; Копейка ; 1841 ; СМ ; Cu ; F+ ; 8 ; Allegro33 ; 89 
 575 ; Копейка ; 1844 ; ЕМ ; Cu ; VF ; 41 ; paul196262 ; 627 
 576 ; Копейка ; 1845 ; СМ ; Cu ; VF ; 41 ; paul196262 ; 619 
 577 ; Копейка ; 1846 ; СМ ; Cu ; VF- ; 20 ; rirosrob ; 222 
 578 ; Копейка ; 1855 ; ЕМ ; Cu ; VF ; 26 ; Lelik00 ; 419 
 579 ; Копейка ; 1870 ; ЕМ ; Cu ; F+ ; 27 ; DaMon15 ; 561 
 580 ; Копейка ; 1877 ; СПБ ; Cu ; F+ ; 13 ; ksun ; 348 
 581 ; Копейка ; 1879 ; СПБ ; Cu ; VF+ ; 25 ; First AID ; 206 
 582 ; Копейка ; 1880 ; СПБ ; Cu ; F+ ; 19 ; ksun ; 668 
 583 ; Копейка ; 1883 ; СПБ ; Cu ; F ; 8 ; StanislavAK ; 100 
 584 ; Копейка ; 1886 ; СПБ ; Cu ; F+ ; 33 ; Семен ; 255 
 585 ; Копейка. Деформация ; 1888 ; СПБ ; Cu ; VF ; 68 ; Дмитрий475 ; 510 
 586 ; Копейка ; 1889 ; СПБ ; Cu ; VF- ; 26 ; s23ra ; 222 
 587 ; Копейка ; 1892 ; СПБ ; Cu ; F+ ; 19 ; s23ra ; 216 
 588 ; Копейка ; 1894 ; СПБ ; Cu ; F+ ; 9 ; 21011984andrei ; 102 
 589 ; Копейка ; 1896 ; СПБ ; Cu ; F+ ; 5 ; StanislavAK ; 57 
 590 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 16 ; Nastrom ; 104 
 591 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 20 ; aidih ; 51 
 592 ; Копейка. Деформация ; 1903 ; СПБ ; Cu ; VF ; 21 ; Мангал ; 53 
 593 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 8 ; Nastrom ; 104 
 594 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 8 ; pos ; 126 
 595 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 21 ; ПРОСТОБОРЯ ; 143 
 596 ; Копейка ; 1909 ; СПБ ; Cu ; F-VF ; 21 ; lva08 ; 104 
 597 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 29 ; Benony ; 101 
 598 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 17 ; ПРОСТОБОРЯ ; 131 
 599 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 8 ; Александр974 ; 45 
 600 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 49 ; ПРОСТОБОРЯ ; 128 
 601 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 9 ; andrpel ; 97 
 602 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 17 ; Аника-Воин ; 153 
 603 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 27 ; Nastrom ; 125 
 604 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 13 ; Аника-Воин ; 108 
 605 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 9 ; Nastrom ; 126 
 606 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 18 ; Tazer ; 74 
 507 ; 2 копейки ; 1788 ; СПМ ; Cu ; F+ ; 20 ; гоша334 ; 1275 
 508 ; 2 копейки ; 1791 ; ЕМ ; Cu ; F+ ; 57 ; paul196262 ; 906 
 509 ; 2 копейки ; 1795 ; ЕМ ; Cu ; VG ; 45 ; ksun ; 1275 
 510 ; 2 копейки ; 1797 ;  ; Cu ; F-VF ; 63 ; Black rider ; 8272 
 511 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 26 ; taa ; 340 
 512 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VG ; 32 ; слоник ; 744 
 513 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 62 ; sergius ; 4087 
 514 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF- ; 44 ; paul196262 ; 509 
 515 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; F-VF ; 19 ; rirosrob ; 101 
 516 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 32 ; Lelik00 ; 158 
 517 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 37 ; Lelik00 ; 355 
 518 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 11 ; paul196262 ; 151 
 519 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF- ; 21 ; Roki ; 146 
 520 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 12 ; NL.minkki ; 90 
 521 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 28 ; Tazer ; 98 
 522 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF- ; 25 ; taa ; 152 
 523 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF ; 44 ; paul196262 ; 746 
 524 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; F-VF ; 53 ; DaMon15 ; 100 
 525 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 20 ; Дмитрий475 ; 306 
 526 ; 2 копейки ; 1839 ; СМ ; Cu ; VG ; 23 ; Yar42 ; 216 
 527 ; 2 копейки ; 1840 ; СМ ; Cu ; F-VF ; 36 ; ksun ; 396 
 528 ; 2 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 36 ; paul196262 ; 373 
 529 ; 2 копейки (Ильин-2р.) ) ; 1855 ; ВМ ; Cu ; VF ; 46 ; ksun ; 3200 
 530 ; 2 копейки ; 1866 ; ЕМ ; Cu ; VF ; 90 ; paul196262 ; 2501 
 531 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F-VF ; 16 ; andrpel ; 239 
 532 ; 2 копейки. 681/395 ; 1878 ; СПБ ; Cu ; F- ; 7 ; Sam ; 45 
 533 ; 2 копейки ; 1894 ; СПБ ; Cu ; F ; 11 ; Nastrom ; 102 
 534 ; 2 копейки ; 1896 ; СПБ ; Cu ; F+ ; 24 ; 21011984andrei ; 126 
 535 ; 2 копейки ; 1897 ; СПБ ; Cu ; F+ ; 14 ; Аника-Воин ; 157 
 536 ; 2 копейки ; 1901 ; СПБ ; Cu ; VG ; 7 ; aidih ; 81 
 537 ; 2 копейки ; 1902 ; СПБ ; Cu ; VF ; 45 ; 222211 ; 2493 
 538 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 22 ; Tazer ; 87 
 539 ; 2 копейки ; 1904 ; СПБ ; Cu ; F+ ; 7 ; StanislavAK ; 70 
 540 ; 2 копейки ; 1906 ; СПБ ; Cu ; F+ ; 11 ; trio ; 102 
 541 ; 2 копейки ; 1907 ; СПБ ; Cu ; F- ; 10 ; 21011984andrei ; 102 
 542 ; 2 копейки ; 1908 ; СПБ ; Cu ; F+ ; 15 ; 21011984andrei ; 203 
 543 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 41 ; oleg1129 ; 167 
 544 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF ; 17 ; lva08 ; 125 
 545 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 18 ; pos ; 152 
 546 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 23 ; Nastrom ; 133 
 547 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 18 ; diskus72 ; 125 
 548 ; 2 копейки. В капсуле ННР ; 1914 ; СПБ ; Cu ; MS63 ; 89 ; sidr ; 1708 
 549 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 18 ; s23ra ; 73 
 550 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 10 ; Tazer ; 62 
 551 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 20 ; Tazer ; 102 
 552 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 23 ; Nastrom ; 152 
 553 ; 2 копейки. В капсуле ННР ; 1915 ;  ; Cu ; AU58 ; 25 ; sidr ; 1530 
 554 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 24 ; Benony ; 141 
 555 ; Копейка ; 1709 ; БК ; Cu ; F ; 58 ; maxxim ; 7300 
 556 ; Копейка ; 1710 ; МД ; Cu ; VG/F ; 41 ; lsp25 ; 1467 
 457 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF+ ; 53 ; Taras58 ; 2552 
 458 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF+ ; 91 ; maler ; 4592 
 459 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF- ; 31 ; ПРОСТОБОРЯ ; 503 
 460 ; 5 копеек ; 1831 ; СМ ; Cu ; F-VF ; 27 ; лопата ; 340 
 461 ; 5 копеек ; 1832 ; СМ ; Cu ; F-VF ; 52 ; Roki ; 510 
 462 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF+/VF ; 32 ; maler ; 2550 
 463 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; F-VF ; 33 ; andrpel ; 466 
 464 ; 5 копеек ; 1835 ; СМ ; Cu ; F-VF ; 23 ; ksun ; 1264 
 465 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF+ ; 47 ; s23ra ; 1338 
 466 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF- ; 55 ; diskus72 ; 793 
 467 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F+/F- ; 8 ; VAM ; 255 
 468 ; 5 копеек. Аверс-Реверс-30 градусов ; 1869 ; ЕМ ; Cu ; F ; 43 ; sotnik ; 786 
 469 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VG ; 44 ; ГдРъ ; 257 
 470 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF ; 30 ; igrstupaev ; 980 
 471 ; 5 копеек ; 1876 ; СПБ ; Cu ; VF-XF ; 46 ; sergius ; 5610 
 472 ; 5 копеек ; 1911 ; СПБ ; Cu ; F+ ; 78 ; paul196262 ; 906 
 473 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 25 ; штурман ; 410 
 474 ; 3 копейки ; 1858 ; ЕМ ; Cu ; F-VF ; 19 ; лом45 ; 459 
 475 ; 3 копейки ; 1881 ; СПБ ; Cu ; VG ; 9 ; Sam ; 55 
 476 ; 3 копейки ; 1893 ; СПБ ; Cu ; VG ; 9 ; StanislavAK ; 68 
 477 ; 3 копейки ; 1899 ; СПБ ; Cu ; F ; 5 ; Aleksandr1 ; 55 
 478 ; 3 копейки ; 1900 ; СПБ ; Cu ; F-VF ; 30 ; крот655 ; 382 
 479 ; 3 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 16 ; paul196262 ; 1020 
 480 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 32 ; Aleksandr1 ; 200 
 481 ; 3 копейки ; 1908 ; СПБ ; Cu ; F+ ; 47 ; diskus72 ; 304 
 482 ; 3 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 26 ; pos ; 144 
 483 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF- ; 58 ; pos ; 244 
 484 ; 3 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 30 ; крот655 ; 203 
 485 ; 3 копейки ; 1911 ; СПБ ; Cu ; F+ ; 17 ; Benony ; 123 
 486 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 23 ; 21011984andrei ; 243 
 487 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+/VF ; 13 ; pos ; 206 
 488 ; 3 копейки. В капсуле ННР ; 1915 ;  ; Cu ; MS62 ; 76 ; sidr ; 1593 
 489 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 21 ; 21011984andrei ; 202 
 490 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 15 ; Аника-Воин ; 110 
 491 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 39 ; diskus72 ; 227 
 492 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 16 ; grinvich87 ; 153 
 493 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 8 ; sheriff 0 ; 102 
 494 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VG ; 34 ; Andr89 ; 589 
 495 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 13 ; а1945 ; 1000 
 496 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 30 ; форсаж ; 102 
 497 ; 2 копейки ; 1758 ;  ; Cu ; F ; 6 ; Aleksandr1 ; 150 
 498 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 21 ; Luka1 ; 296 
 499 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 27 ; гоша334 ; 568 
 500 ; 2 копейки ; 1764 ; СПМ ; Cu ; F+ ; 24 ; почтальон ; 386 
 501 ; 2 копейки ; 1765 ; ММ ; Cu ; F ; 27 ; VAM ; 184 
 502 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F ; 35 ; Andrei2007 ; 867 
 503 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; VF ; 34 ; WASP ; 1122 
 504 ; 2 копейки ; 1774 ; КМ "Сибирь" ; Cu ; F+ ; 39 ; лом45 ; 1224 
 505 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; VF- ; 21 ; Михалыч57 ; 801 
 506 ; 2 копейки ; 1788 ; ММ ; Cu ; F+ ; 23 ; гоша334 ; 816 
 407 ; Лот монет России для Финляндии (10шт): 25 пенни ; 1915-1917 ;  ; Ag ; AU ; 39 ; sidr ; 1836 
 408 ; Лот монет России для Финляндии (4шт): 50 пенни ; 1914-1917 ;  ; Ag ; AU/XF ; 31 ; sidr ; 745 
 409 ; Лот монет России (9шт): 20 копеек ; 1912-1916 ;  ; Ag ; XF+/F+ ; 63 ; Сорокседьмой ; 1836 
 410 ; Лот монет России (11шт): 15копеек ; 1908-1915 ;  ; Ag ; XF+/F-VF ; 16 ; Сорокседьмой ; 2244 
 411 ; Лот монет России (11шт): 10 копеек ; 1909-1916 ;  ; Ag ; XF/F-VF ; 17 ; krass ; 1701 
 412 ; Лот монет России (3шт): 20коп,10коп ; 1914-1916 ;  ; Ag ; XF+/VF-XF ; 47 ; Сорокседьмой ; 515 
 413 ; Лот монет России (3шт): 20коп,15коп ; 1915 ;  ; Ag ; AU/VF-XF ; 14 ; Серж PirGS ; 476 
 414 ; Лот монет России (6шт): 15,10коп ; 1913-1916 ;  ; Ag ; VF+/VF- ; 25 ; сортам70 ; 672 
 415 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; F ; 44 ; Sasha585 ; 2601 
 416 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; VF ; 54 ; упс ; 7037 
 417 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 18 ; dgin ; 519 
 418 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 38 ; лопата ; 534 
 419 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 29 ; paul196262 ; 442 
 420 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 17 ; WASP ; 567 
 421 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF ; 31 ; s23ra ; 1360 
 422 ; 5 копеек ; 1764 ; ММ ; Cu ; F+ ; 15 ; zoom30 ; 398 
 423 ; 5 копеек ; 1765 ; ММ ; Cu ; VF ; 48 ; Taras58 ; 2833 
 424 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 30 ; pmaster ; 313 
 425 ; 5 копеек ; 1766 ; ММ ; Cu ; F-VF ; 18 ; natalka ; 332 
 426 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F-VF ; 23 ; taa ; 305 
 427 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 22 ; Звездолёты ; 357 
 428 ; 5 копеек ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 43 ; ksun ; 7902 
 429 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 18 ; pos ; 408 
 430 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 28 ; Звездолёты ; 364 
 431 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF-XF ; 40 ; kimavva ; 509 
 432 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 19 ; Звездолёты ; 313 
 433 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F- ; 9 ; dimka_98rus ; 180 
 434 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 19 ; WASP ; 417 
 435 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 30 ; paul196262 ; 612 
 436 ; 5 копеек ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 40 ; ksun ; 6336 
 437 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 27 ; xoron666 ; 510 
 438 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 20 ; grinvich87 ; 341 
 439 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF-XF ; 20 ; WASP ; 509 
 440 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 23 ; рубль1978 ; 400 
 441 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF+ ; 41 ; малиновка76 ; 669 
 442 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 17 ; sidr ; 536 
 443 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F- ; 23 ; dimka_98rus ; 200 
 444 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 35 ; sidr ; 413 
 445 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 23 ; форсаж ; 341 
 446 ; 5 копеек ; 1788 ; ММ ; Cu ; VF- ; 16 ; гоша334 ; 1134 
 447 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 31 ; ВС ; 602 
 448 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 38 ; Доктор Никитин ; 777 
 449 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 41 ; sidr ; 1691 
 450 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 36 ; fouli ; 1181 
 451 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 29 ; grinvich87 ; 354 
 452 ; 5 копеек ; 1792 ; АМ ; Cu ; VF ; 38 ; огонь71 ; 607 
 453 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 25 ; Boxing ; 327 
 454 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF+ ; 87 ; aleks-2007 ; 3501 
 455 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 52 ; ЧЕРВОНЕЦ76 ; 3774 
 456 ; 5 копеек В капсуле PCGS ; 1804 ; ЕМ ; Cu ; VF-XF ; 75 ; 75SA ; 3524 
 357 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 90 ; Гарыныч ; 3034 
 358 ; 2 злотых ; 1823 ; IB Польша ; Ag ; VF- ; 38 ; A-Stral ; 2670 
 359 ; 10 грошей ; 1830 ; KG Польша ; Ag ; F ; 25 ; sher60 ; 510 
