 6040 ; Бона иностранная Египет ;  ;  ;  ; AU ; 7 ; Ustin ; 51 
 871 ; Медаль. Франция. Сберегательная касса округа Вандом (1852-1871). D-26мм ;  ;  ; Ag ; XF ; 7 ; kont ; 1530 
 872 ; Медаль. Франция. Товарная биржа Валансьена. D-32мм ; к. 19в ;  ; Ag ; XF ; 6 ; kont ; 1245 
 873 ; Медаль. Франция. Сберегательная касса округа Дуэ. D-32мм ; к. 19в ;  ; Ag ; XF ; 12 ; kont ; 1530 
 874 ; Жетон. Франция. К рождению Наполеона IV. D-16мм ;  ;  ; Ag ; VF-XF ; 32 ; donbass ; 714 
 775 ; Медаль. 275 лет со дня рождения Вольтера. D-60мм ; 1974ММД ;  ; томпак ; XF+ ; 24 ; ulf ; 1247 
 776 ; Медаль. 50 лет Калмыцкой АССР. D-50мм ; 1970 ;  ; томпак ; XF+ ; 43 ; mikki67 ; 1867 
 777 ; Медаль. Государственный музей истории космонавтики им. К. Э. Циолковского. D-50мм ;  ;  ; Al ; XF ; 19 ; oleghh7 ; 144 
 778 ; Медаль. 100 лет со дня рождения Н.К. Рериха. D-60мм ; 1974ЛМД ;  ; томпак ; XF+ ; 24 ; doc2 ; 1019 
 779 ; Медаль. 60 лет Азербайджанской ССР и Коммунистической партии Азербайджана. D-55мм ; 1980ММД ;  ; томпак ; XF+ ; 18 ; 212231 ; 1479 
 780 ; Медаль. Курган Славы. D-61мм ;  ;  ; Al ; AU ; 7 ; апосум ; 126 
 781 ; Медаль. Санкт-Петербург. Английская набережная. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 42 ; Alef1 ; 1469 
 782 ; Медаль. Санкт-Петербург. Новый Эрмитаж. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 31 ; Alef1 ; 1485 
 783 ; Медаль. Санкт-Петербург. Собор Воскресенья Христова. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 21 ; ты кто такой? ; 1326 
 784 ; Медаль. Санкт-Петербург. Колокольня Ивана Великого и Звонница. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 39 ; ты кто такой? ; 1433 
 785 ; Медаль. Санкт-Петербург. 1000-летие России.. Александр Великий. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 41 ; barracuda ; 1350 
 786 ; Медаль. Санкт-Петербург. Свято-Иоанновский женский монастырь. Санкт-Петербург. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 33 ; ты кто такой? ; 1411 
 787 ; Медаль. Санкт-Петербург. Ансамбль деревянного зодчества. Кижи. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 39 ; ты кто такой? ; 1583 
 788 ; Медаль. Санкт-Петербург. Собор Рождества Богородицы. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 35 ; asm1048576 ; 1447 
 789 ; Медаль. Санкт-Петербург. Архитектурные памятники Кремля. Рязань XIV- XIX века. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 30 ; asm1048576 ; 1529 
 790 ; Медаль. Санкт-Петербург. Юрьев монастырь. Новгород. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 23 ; asm1048576 ; 1482 
 791 ; Медаль. Санкт-Петербург. Смольный институт и монастырь. Санкт-Петербург XVIII- XIX века. D-42мм. М-39,25г ; СПМД ;  ; Ag ; Proof ; 16 ; wwn ; 1041 
 792 ; Орден труда (2шт). Сдокументом. Коробка ;  ;  ; Б/м ; XF- ; 91 ; СТРЕКОЗА ; 2833 
 793 ; Орден "За Заслуги перед Народом". Югославия. Коробка ;  ;  ; Б/м ; VF+ ; 49 ; oleghh7 ; 971 
 794 ; Медаль За продолжительную и верную службу. Швеция. В оригинальной коробке ; 1948 ;  ; Ag ; XF ; 34 ; aa_ras ; 1581 
 795 ; Медаль За участие в военной компании 1914-1920гг. Япония. В оригинальной коробке ;  ;  ; Br ; XF ; 31 ; kornum ; 2193 
 796 ; Орден народной армии. Югославия ;  ;  ; Ag ; XF ; 45 ; evseechevvv ; 3220 
 797 ; Орден знаям Труда. Польша ;  ;  ; Б/м, покр,эмаль ; XF ; 24 ; gelo ; 714 
 798 ; Крест Ордена Возрождения Польша ;  ;  ; Ж/м,эмаль ; XF- ; 9 ; ai ; 410 
 799 ; Орден Трудовая слава. Болгария ;  ;  ; Б/м,ж/м,эмаль ; XF+ ; 71 ; AKrav ; 714 
 800 ; Орден Трудовая слава. Болгария ;  ;  ; Б/м,ж/м,эмаль ; XF ; 8 ; PROCSY ; 417 
 801 ; Медаль За храбрость. Югославия ;  ;  ; Ж/м ; VF ; 14 ; oleghh7 ; 317 
 802 ; Медаль За храбрость. Югославия ;  ;  ; Ж/м ; VF ; 22 ; апосум ; 412 
 803 ; Крест Заслуг. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 11 ; drew ; 1530 
 804 ; Медаль 30 лет победы над фашизмом. Югославия ;  ;  ; Ж/м ; XF ; 7 ; sneg ; 106 
 805 ; Медаль иностранная ;  ;  ; Ж/м ; VF- ; 10 ; Emv ; 327 
 806 ; Медаль За заслуги. Польша ;  ;  ; Ж/м,эмаль ; XF ; 37 ; garri66 ; 1497 
 807 ; Крест Ордена Возрождения Польша ;  ;  ; Ж/м,эмаль ; XF ; 27 ; rekaSvir ; 357 
 808 ; Медаль 10 лет народной Польше. Польша ;  ;  ; Б/м,эмаль ; VF ; 21 ; aa_ras ; 612 
 809 ; Медаль за долголетнюю супружескую жизнь. Польша ;  ;  ; Б/м,эмаль ; VF ; 13 ; lsp25 ; 510 
 810 ; Орден НРБ. Болгария ;  ;  ; Б/м,ж/м ; XF ; 61 ; Searcher ; 1173 
 811 ; Крест. Польша ;  ;  ; Б/м ; VF+ ; 50 ; sneg ; 1126 
 812 ; Орден НРБ. Болгария ;  ;  ; Б/м,ж/м ; XF ; 18 ; texnar ; 680 
 813 ; Крест Заслуг 3ст. Польша ;  ;  ; Ж/м ; VF+ ; 10 ; sneg ; 215 
 814 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; VF-XF ; 5 ; апосум ; 104 
 815 ; Орден НРБ. Болгария ;  ;  ; Б/м,ж/м ; XF ; 25 ; sneg ; 728 
 816 ; Медаль "Защитнику Народной Власти". Польша ;  ;  ; Б/м ; VF ; 7 ; Avdeev13 ; 410 
 817 ; Медаль Польша ;  ;  ; Ж/м ; XF ; 15 ; Avdeev13 ; 439 
 818 ; Крест. Польша ;  ;  ; Б/м ; VF+ ; 20 ; Папа с рацией ; 579 
 819 ; Орден 9-го сентября 2ст. Болгария (без мечей) ;  ;  ; Ж/м,эмаль ; XF ; 101 ; AKrav ; 936 
 820 ; Орден 9-го сентября 3ст. Болгария (с мечами) ;  ;  ; Ж/м,эмаль ; XF ; 73 ; AKrav ; 1283 
 821 ; Орден Боевого Красного знамени. Болгария ;  ;  ; Ж/м,эмаль ; XF ; 18 ; велко ; 765 
 822 ; Орден НРБ 1 ст. Болгария ;  ;  ; Ж/м,эмаль ; XF ; 46 ; Searcher ; 1110 
 823 ; Медаль 1300 лет Болгарии. Болгария ;  ;  ; Ж/м ; XF ; 8 ; sneg ; 124 
 824 ; Медаль за боевые заслуги. Болгария ;  ;  ; Ж/м ; XF ; 9 ; kornum ; 266 
 706 ; Антониниан. Рим, имп. Галиен ;  ;  ; Cu ; F ; 17 ; aziya11 ; 96 
 707 ; Антониниан. Рим, имп. Клавдий Готский ;  ;  ; Cu ; F+ ; 10 ; A-Stral ; 105 
 708 ; Фоллис. Рим, имп. Валент II ;  ;  ; Cu ; F+ ; 9 ; rirosrob ; 206 
 709 ; Фоллис. Рим, имп. Констанций II ;  ;  ; Cu ; F+ ; 19 ; A-Stral ; 118 
 710 ; Монета Античная ;  ;  ; Cu ; F ; 34 ; aziya11 ; 317 
 711 ; Монета Античная ;  ;  ; Cu ; F ; 49 ; von_Schwarz ; 516 
 712 ; Монета. Пантикапей. М-5,82гр ; 3в до н.э. ;  ; Cu ; F+ ; 56 ; Xelper ; 567 
 713 ; Монета. Селевкиды ;  ;  ; Cu ; F ; 44 ; Dahan ; 505 
 714 ; Фельс. Омеяды. М-2,88гр. Обломана ; 120-е г.х. ;  ; Cu ; F ; 33 ; aziya11 ; 161 
 715 ; Талер. Саксония ; 1572 ;  ; Ag ; VF ; 73 ; Ю42 ; 15300 
 716 ; Талер. Саксония ; 1599 ;  ; Ag ; VF+ ; 76 ; torus72 ; 15300 
 717 ; Талер. Нидерланды ; 1635 ;  ; Ag ; F+ ; 36 ; Ю42 ; 4682 
 718 ; Пражский грош. М-2,61гр ; 14в ;  ; Ag ; F-VF ; 18 ; 1969107 ; 1105 
 719 ; Полугрош. Польша. ; 1613 ;  ; Ag ; F ; 22 ; ВалеН ; 512 
 720 ; Денарий. Антиохия, Боэмунд. Крестоносцы. М-0,89гр. Обломана ;  ;  ; Ag ; F-VF ; 31 ; Dahan ; 927 
 721 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 722 ; Артиг. Ливонский Орден. Город Ревель. Гроссмейстерская чеканка. М-0,94гр ;  ;  ; Ag ; F ; 31 ; dimasmirnov ; 408 
 723 ; Дорпат шиллинг. Ливонский Орден. Город Дорпат (Тарту). М-0,85гр ;  ;  ; Ag ; F ; 49 ; агент Холдер ; 555 
 724 ; Дорпат шиллинг. Ливонский Орден. Город Дорпат (Тарту). М-0,85гр ;  ;  ; Ag ; F ; 30 ; aziya11 ; 389 
 725 ; Денарий. Австрия. М-1,20гр ; 10в ;  ; Ag ; F-VF ; 24 ; ВалеН ; 617 
 726 ; Денарий. Австрия. М-0,97гр. Деформация ; 10в ;  ; Ag ; F-VF ; 20 ; Jauho ; 512 
 727 ; Солид. Рига ; 1599 ;  ; Ag ; F ; 38 ; aziya11 ; 212 
 728 ; Солид. Рига ; 17 век ;  ; Ag ; F-VF ; 36 ; Папа с рацией ; 513 
 729 ; Двуденар. Литва ; 1569 ;  ; Ag ; F ; 42 ; Папа с рацией ; 355 
 730 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 24 ; aziya11 ; 372 
 731 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 41 ; aziya11 ; 446 
 732 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 23 ; aziya11 ; 446 
 733 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 30 ; aziya11 ; 316 
 734 ; Монета. Золотая Орда ;  ;  ; Ag ; F-VF ; 33 ; lestes ; 364 
 735 ; Бешлык. Крым, Шахин Гирей ; 1777 ;  ; Cu ; F-VF ; 17 ; aknew ; 283 
 755 ; Георгиевская медаль IV ст. D-28мм ;  ;  ; Ag ; XF+ ; 35 ; utjhubq ; 10710 
 756 ; Медаль "Пехотный московский полк". D-33мм. Реставрация ;  ;  ; Ag ; F ; 37 ; gelo ; 4881 
 757 ; Медаль "За усердие". D-28мм ;  ;  ; Б/м ; XF+ ; 22 ; Baikal ; 5668 
 758 ; Медаль "За русско-японскую войну 1904-1905гг". D-28мм ;  ;  ; Br ; VF+ ; 23 ; oleghh7 ; 2788 
 759 ; Медаль "300 лет Дому Романовых 1613-1913гг". D-28мм ;  ;  ; Br ; F+ ; 45 ; A-Stral ; 663 
 760 ; Медаль "За храбрость". D-28мм ;  ;  ; Br ; F-VF ; 39 ; ар-тур ; 3174 
 761 ; Медаль "В память 50-летия освобождения крестьян". D-26мм ;  ;  ; Br ; XF+ ; 19 ; амиго ; 1473 
 762 ; Жетон В память Великой войны. D-26мм ;  ;  ; Br ; VG ; 11 ; Baikal ; 407 
 763 ; Жетон Коронация Александра III. D-25мм ; 1883 ;  ; Br ; XF- ; 53 ; Папа с рацией ; 1505 
 764 ; Жетон А.Ф.Керенский. D-27мм ;  ;  ;  ; AU ; 46 ; Папа с рацией ; 2087 
 765 ; Должностной знак. Волостной судья ;  ;  ; Br ; F- ; 48 ; John Doe ; 3249 
 766 ; Знак За веру царя и отечество ;  ;  ; Ж/м ; F-VF ; 43 ; spec12 ; 5307 
 767 ; Знак Сельский исполнитель ;  ;  ; Ж/м ; VF- ; 21 ; жених ; 2999 
 768 ; Медаль в память столетия Горного института. D-78мм ; 1873 ;  ; Br ; AU ; 90 ; o_ruslan ; 19266 
 769 ; Медаль. В память визита Имп. Николая II и его супруги во Францию в 1896г. D-70мм ;  ;  ; Br ; AU ; 48 ; 439 ; 8048 
 770 ; Медаль. Первый космонавт Земли Ю.Гагарин. D-50мм ; ММД ;  ; Ж/м ; XF+ ; 24 ; Emv ; 232 
 771 ; Медаль. Первый человек на луне Н.Армстронг. D-50мм ; ММД ;  ; Ж/м ; XF+ ; 16 ; alex09-63 ; 227 
 772 ; Медаль Украинский институт усовершенствования врачей. D-57мм ;  ;  ; Б/м ; VF ; 17 ; aziya11 ; 102 
 773 ; Медаль. 50 лет со дня смерти Л. Н. Толстого. D-65мм ; 1960 ;  ; томпак ; XF+ ; 18 ; ты кто такой? ; 1122 
 774 ; Медаль. 775 лет "Слову о полку Игореве". D-65мм ; 1964 ;  ; томпак ; XF+ ; 38 ; сердар ; 1967 
 656 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 11 ; zoom30 ; 161 
 657 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 9 ; zoom30 ; 162 
 658 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 15 ; zoom30 ; 206 
 659 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 7 ; zoom30 ; 163 
 660 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 9 ; zoom30 ; 140 
 661 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 4 ; aziya11 ; 51 
 662 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 22 ; aziya11 ; 137 
 663 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; aziya11 ; 69 
 664 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 5 ; aziya11 ; 51 
 665 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 7 ; aziya11 ; 56 
 666 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 8 ; aziya11 ; 51 
 667 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 10 ; aziya11 ; 67 
 668 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 79 
 669 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 16 ; aziya11 ; 81 
 670 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 1 ; aziya11 ; 2 
 671 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 8 ; HARDCOROV ; 257 
 672 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 68 
 673 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 20 ; цеховик ; 119 
 674 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 12 ; aziya11 ; 80 
 675 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 15 ; aziya11 ; 91 
 676 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 19 ; Ритм ; 145 
 677 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; цеховик ; 92 
 678 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 17 ; ЛАВ-13 ; 602 
 679 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; aziya11 ; 143 
 680 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; Xxzx ; 105 
 681 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 19 ; aziya11 ; 193 
 682 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 15 ; Xxzx ; 203 
 683 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 16 ; aziya11 ; 194 
 684 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 18 ; Xxzx ; 204 
 685 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; Xxzx ; 184 
 686 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; Xxzx ; 184 
 687 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; Майкл ; 194 
 688 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 52 ; val211 ; 163 
 689 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; aziya11 ; 124 
 690 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 30 ; Майкл ; 185 
 691 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 692 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; aziya11 ; 51 
 693 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 47 ; aziya11 ; 136 
 694 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; aziya11 ; 45 
 695 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; aziya11 ; 57 
 696 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; aziya11 ; 114 
 697 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; Ивпага ; 142 
 698 ; Лот монет Михаила Федоровича (6шт): копейка ; 1613-1645 ;  ; Ag ; F-VF/F+ ; 44 ; KNK ; 289 
 699 ; Лот монет Ивана Грозного (9шт): копейка ; 1533-1584 ;  ; Ag ; F+/F-VF ; 13 ; aziya11 ; 302 
 700 ; Лот допетровских монет (7шт): копейка ;  ;  ; Ag ; F+/F-VF ; 21 ; барин41 ; 236 
 701 ; Лот монет Ивана Грозного, Федора Ивановича и Бориса Годунова (413шт): копейка ;  ;  ; Ag ; VF-/F-VF ; 13 ; dav_79_2010 ; 21485 
 702 ; Тетрадрахма. Индо-Скифия, Абдагаз. М-9,58гр ; 55-65 ;  ; Ag ; VF- ; 56 ; Hada ; 5126 
 703 ; Тетрадрахма. Индо-Скифия, Сасан. М-9,33гр ; 30-60 ;  ; Ag ; F-VF ; 39 ; Hada ; 4624 
 704 ; Фоллис. Рим, имп. Феодосий I ;  ;  ; Cu ; F+ ; 38 ; Папа с рацией ; 306 
 705 ; Фоллис. Рим, имп. Констанций II ;  ;  ; Cu ; F+ ; 15 ; rirosrob ; 186 
 606 ; Лот монет России: 3,2 коп (6шт) ; 1857-1916 ;  ; Cu ; VF-/VG ; 80 ; ARhimed ; 510 
 607 ; Лот монет России: 1 коп (5шт) ; 1908-1915 ;  ; Cu ; XF-/F-VF ; 31 ; Милорадович ; 466 
 608 ; Лот монет России: 2,1,1/2 коп, полушка (6шт) ; 1720-е гг-1842 ;  ; Cu ; F-/G ; 13 ; vla4375 ; 255 
 609 ; Лот монет России: 5,3,2,1 коп (10шт) ; 1811-1914 ;  ; Cu ; F/G ; 28 ; никсер ; 801 
 610 ; Лот монет России: 1 коп (2шт) ; 1896,1906 ;  ; Cu ; F-VF ; 14 ; mvp ; 123 
 611 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 16 ; Xxzx ; 1588 
 612 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 12 ; СНБ ; 997 
 613 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 20 ; Фофорс ; 1138 
 614 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 108 ; utjhubq ; 2611 
 615 ; Копейка ; 1612-1613 ; Второе земское ополчение Ярославский ден.двор ; Ag ; F-VF ; 10 ; Xxzx ; 579 
 616 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; F-VF ; 27 ; Guerras ; 1587 
 617 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; F-VF ; 58 ; Xxzx ; 1964 
 618 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 55 ; Purposeful ; 1593 
 619 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 279 
 620 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 265 
 621 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 27 ; Xxzx ; 257 
 622 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 19 ; Xxzx ; 287 
 623 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 31 ; Xxzx ; 257 
 624 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 299 
 625 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 185 
 626 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 408 
 627 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 287 
 628 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 13 ; val211 ; 398 
 629 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 48 ; utjhubq ; 449 
 630 ; Копейка. Брак чеканки ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 16 ; aziya11 ; 218 
 631 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; aziya11 ; 51 
 632 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 20 ; Ивпага ; 105 
 633 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; aziya11 ; 46 
 634 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 4 ; aziya11 ; 34 
 635 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; aziya11 ; 170 
 636 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 28 ; Ивпага ; 201 
 637 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 28 ; aziya11 ; 153 
 638 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 33 ; ЛАВ-13 ; 737 
 639 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 19 ; aziya11 ; 56 
 640 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; aziya11 ; 67 
 641 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 10 ; HARDCOROV ; 93 
 642 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 19 ; aziya11 ; 101 
 643 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 29 ; shaxter2015 ; 97 
 644 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 21 ; zoom30 ; 263 
 645 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 15 ; zoom30 ; 206 
 646 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 10 ; zoom30 ; 206 
 647 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 9 ; zoom30 ; 140 
 648 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 38 ; zoom30 ; 306 
 649 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 29 ; zoom30 ; 567 
 650 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 18 ; zoom30 ; 231 
 651 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 14 ; zoom30 ; 169 
 652 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 21 ; zoom30 ; 351 
 653 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 25 ; zoom30 ; 431 
 654 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 21 ; zoom30 ; 340 
 655 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 10 ; zoom30 ; 206 
 556 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF- ; 32 ; D-503 ; 226 
 557 ; 10 пенни ; 1876 ; Финляндия ; Cu ; F-VF ; 16 ; Shera ; 101 
 558 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF+ ; 9 ; igors1969 ; 569 
 559 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF ; 20 ; нормировщик9 ; 125 
 560 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF+ ; 26 ; LAB-A ; 139 
 561 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF- ; 19 ; нормировщик9 ; 135 
 562 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 26 ; нормировщик9 ; 183 
 563 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 11 ; андрык ; 143 
 564 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 34 ; СТРЕКОЗА ; 144 
 565 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 35 ; igors1969 ; 795 
 566 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 48 ; alexbari ; 328 
 567 ; 5 пенни ; 1865 ; Финляндия ; Cu ; F+ ; 15 ; Victory-2001 ; 147 
 568 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 13 ; нормировщик9 ; 59 
 569 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF- ; 22 ; drn137 ; 113 
 570 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF ; 29 ; vla4375 ; 173 
 571 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 29 ; igors1969 ; 911 
 572 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF ; 35 ; нионила ; 335 
