 5954 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 25 ; alex1974 ; 50 
 614 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 23 ; _Олегович_ ; 101 
 615 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 34 ; _Олегович_ ; 101 
 616 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; murew ; 99 
 617 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 17 ; _Олегович_ ; 84 
 618 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; zoom30 ; 104 
 619 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; _Олегович_ ; 71 
 620 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; _Олегович_ ; 101 
 621 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; Georgyv ; 100 
 622 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 18 ; ГдРъ ; 105 
 623 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; Vebr ; 126 
 624 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 22 ; imi ; 101 
 625 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 12 ; ВалеН ; 250 
 626 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 20 ; rirosrob ; 104 
 627 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; Vebr ; 100 
 628 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; _Олегович_ ; 66 
 629 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F+ ; 16 ; aziya11 ; 102 
 630 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 25 ; imi ; 211 
 631 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 15 ; aziya11 ; 201 
 632 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 21 ; Майкл ; 825 
 633 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 24 ; aziya11 ; 106 
 634 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F+/F-VF ; 23 ; aziya11 ; 104 
 635 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F+/F-VF ; 21 ; viv1957 ; 160 
 636 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F+/F-VF ; 32 ; aziya11 ; 73 
 637 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F+/F-VF ; 17 ; aziya11 ; 73 
 638 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 18 ; zemlyk2014 ; 85 
 639 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F+/F-VF ; 17 ; aziya11 ; 58 
 640 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; _Олегович_ ; 67 
 641 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 26 ; bakal73 ; 87 
 642 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; aziya11 ; 57 
 643 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; zemlyk2014 ; 123 
 644 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; aziya11 ; 71 
 645 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; zemlyk2014 ; 104 
 646 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; Майкл ; 79 
 647 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; zemlyk2014 ; 59 
 648 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; нормувальник9 ; 57 
 649 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; zemlyk2014 ; 56 
 650 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; крым18 ; 91 
 651 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; aziya11 ; 79 
 652 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; aziya11 ; 57 
 653 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; imi ; 63 
 654 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; aziya11 ; 57 
 655 ; Денга ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; zoom30 ; 2619 
 556 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF/VF- ; 31 ; Rober ; 91 
 557 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 27 ; Kardinal71 ; 459 
 558 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 14 ; imi ; 69 
 559 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF- ; 17 ; sibirian ; 59 
 560 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 18 ; sheriff 0 ; 101 
 561 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VG ; 12 ; Dentum ; 26 
 562 ; 1 пенни ; 1905 ; Финляндия ; Cu ; F-VF ; 24 ; boroda ; 72 
 563 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF ; 23 ; imi ; 69 
 564 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU/XF ; 15 ; Rober ; 79 
 565 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF-XF ; 37 ; boroda ; 101 
 566 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 49 ; NAS2012 ; 286 
 567 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 19 ; Kardinal71 ; 188 
 568 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 27 ; андрык ; 100 
 569 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU/XF ; 4 ; bakal73 ; 108 
 570 ; Лот монет России (19шт): 1к, деньга, полушка ; 1705-1808 ;  ; Cu ; VG/G ; 25 ; ct200h ; 11220 
 571 ; Лот монет России (3шт): 10к,5к,полушка ; 1769,1770,1876 ;  ; Cu ; F-/VG ; 33 ; trigl ; 1515 
 572 ; Лот монет России: 5,3,2 коп (6шт) ; 1801-1912 ;  ; Cu ; F+/G ; 24 ; sertun ; 255 
 573 ; Лот монет России (5шт): 5к,2к,1к,1/2к ; 1840-1912 ;  ; Cu ; F-VF/VG ; 42 ; student1977 ; 294 
 574 ; Лот монет России (10шт): 2к,денежка, полушка ; 1855-1909 ;  ; Cu ; G/VG ; 31 ; yunonik ; 461 
 575 ; Лот монет России (4шт): 2к,1к, деньга ; 1797-1904 ;  ; Cu ; VG/G ; 35 ; Mihai6 ; 205 
 576 ; Лот монет России (7шт): 2к,1к, 1/2к, полушка ; 1767-1848 ;  ; Cu ; F-/VG ; 43 ; yunonik ; 625 
 577 ; Лот монет России (6шт): 2к,1к ; 1786-1912 ;  ; Cu ; F-VF/VG ; 24 ; zemlyk2014 ; 161 
 578 ; Лот монет России (7шт): 20к,5к,3к,2к. Денга ; 1748-1914 ;  ; Ag,Cu ; VG/G ; 44 ; Mihai6 ; 364 
 579 ; Лот монет России: 1 пенни (6шт) ; 1911-1916 ;  ; Cu ; XF/VF ; 37 ; QSL ; 384 
 580 ; Лот монет России (10шт): 2,1 копейка ; 1798-1910 ;  ; Cu ; G/F- ; 24 ; sib8 ; 363 
 581 ; Лот монет России (12шт): 2к,1к ; 1842-1916 ;  ; Cu ; F+/VG ; 45 ; 8800 ; 521 
 582 ; Лот монет России (19шт): 1копейка ; 1869-1915 ;  ; Cu ; VF/VG ; 34 ; antony196691 ; 616 
 583 ; Лот монет России (12шт): 2к,1к, денга, полушка ; 1734-1801 ;  ; Cu ; VF+/VG ; 25 ; елец ; 705 
 584 ; Лот монет России (15шт): 3к,2к,1/2к, 5 пенни ; 1851-1916 ;  ; Cu ; VG ; 28 ; QSL ; 1564 
 585 ; Лот монет России (7шт): 2к,1/2к ; 1812-1842 ;  ; Cu ; VG ; 42 ; Mihai6 ; 414 
 586 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 25 ; Koroed ; 5523 
 587 ; Денга ; 1362-1389 ; Дмитрий Иванович (Донской) ; Ag ; F-VF ; 23 ; liderssen ; 20511 
 588 ; Денга. Князь Борис Александрович. Деформация ; 1425-1485 ; Великое Княжество Тверское ; Ag ; F+ ; 18 ; dav_79_2010 ; 5619 
 589 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF ; 33 ; ANK ; 7251 
 590 ; Денга. Суздальско-Нижегородское кн-во. Князь Иван Борисович ; 15в ;  ; Ag ; F-VF ; 11 ; Cobrador11 ; 3185 
 591 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 21 ; okotv ; 1530 
 592 ; Денга. Допетровская. Деформация ;  ;  ; Ag ; F-VF ; 25 ; нумизмат ; 2514 
 593 ; Денга. Допетровская. Деформация ;  ;  ; Ag ; F-VF ; 42 ; Cobrador11 ; 6913 
 594 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF/VF- ; 22 ; Al777 ; 2364 
 595 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F-VF/VF- ; 11 ; cochu ; 1530 
 596 ; Денга. Великое кн-во Тверское ; 15в ;  ; Ag ; VF- ; 15 ; Al777 ; 5618 
 597 ; Мечевая копейка. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 31 ; _Олегович_ ; 94 
 598 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; _Олегович_ ; 102 
 599 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; Iskatel ; 174 
 600 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 33 ; Iskatel ; 200 
 601 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; rirosrob ; 267 
 602 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; bakal73 ; 261 
 603 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 23 ; ГдРъ ; 211 
 604 ; Копейка. Деформация ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; Iskatel ; 261 
 605 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 16 ; Shalex ; 200 
 506 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 44 ; Mozart ; 888 
 507 ; Полушка ; 1707 ;  ; Cu ; F ; 17 ; EAL34 ; 1515 
 508 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 15 ; Костян 92 ; 61 
 509 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 7 ; rodric ; 100 
 510 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 11 ; chag1985 ; 63 
 511 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F ; 20 ; Костян 92 ; 48 
 512 ; Полушка ; 1745 ; Орёл 1744 г. ; Cu ; VG/G ; 58 ; smirnov1957 ; 809 
 513 ; Полушка ; 1766 ; ЕМ ; Cu ; F ; 7 ; Andrei2007 ; 76 
 514 ; Полушка ; 1770 ; ЕМ ; Cu ; F- ; 7 ; Костян 92 ; 105 
 515 ; Полушка ; 1785 ; КМ ; Cu ; F-VF ; 24 ; почтальон ; 1726 
 516 ; Полушка ; 1790 ; КМ ; Cu ; VG ; 22 ; почему ; 865 
 517 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 21 ; Rarik ; 388 
 518 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF- ; 13 ; Orlov1504 ; 306 
 519 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF- ; 19 ; почтальон ; 306 
 520 ; Полушка ; 1856 ; ЕМ ; Cu ; F-VF ; 29 ; почтальон ; 236 
 521 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 82 ; V-2 ; 3090 
 522 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF- ; 31 ; Dentum ; 400 
 523 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF- ; 43 ; Dentum ; 340 
 524 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 37 ; 21011984andrei ; 147 
 525 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 68 ; Avdeev13 ; 306 
 526 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 34 ; Andrei2007 ; 104 
 527 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 25 ; Andrei2007 ; 126 
 528 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 26 ; ирренн ; 191 
 529 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 55 ; Andrei2007 ; 717 
 530 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 42 ; Victory-2001 ; 1836 
 531 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 11 ; Dentum ; 90 
 532 ; 5 пенни ; 1901 ; Финляндия ; Cu ; F-VF ; 14 ; ct200h ; 108 
 533 ; 5 пенни ; 1906 ; Финляндия ; Cu ; F+ ; 10 ; rodric ; 77 
 534 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 11 ; gfgf50 ; 72 
 535 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 3 ; андрык ; 72 
 536 ; 5 пенни ; 1912 ; Финляндия ; Cu ; F-VF ; 15 ; Rober ; 28 
 537 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF ; 7 ; chag1985 ; 57 
 538 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 3 ; rodric ; 72 
 539 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 36 ; Orlov1504 ; 108 
 540 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 13 ; Esaul M ; 153 
 541 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 25 ; андрык ; 79 
 542 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; VF ; 14 ; Andrei2007 ; 59 
 543 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 33 ; Rober ; 98 
 544 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 25 ; ирренн ; 99 
 545 ; 1 пенни ; 1883 ; Финляндия ; Cu ; F-VF ; 28 ; Andrei2007 ; 197 
 546 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 44 ; Avdeev13 ; 509 
 547 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 14 ; tanker1975 ; 214 
 548 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 18 ; Dentum ; 388 
 549 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF+ ; 48 ; Victory-2001 ; 1202 
 550 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF ; 22 ; goram ; 272 
 551 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 23 ; boroda ; 233 
 552 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 33 ; azsilver ; 289 
 553 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF- ; 17 ; Bomba 47 ; 291 
 554 ; 1 пенни ; 1894 ; Финляндия ; Cu ; F ; 17 ; Семен ; 203 
 555 ; 1 пенни ; 1895 ; Финляндия ; Cu ; XF- ; 49 ; Victory-2001 ; 585 
 456 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 12 ; b197312 ; 137 
 457 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 16 ; coincoll ; 79 
 458 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 17 ; b197312 ; 135 
 459 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 12 ; sheriff 0 ; 46 
 460 ; Копейка ; 1915 ;  ; Cu ; AU/XF ; 21 ; coincoll ; 84 
 461 ; Копейка ; 1915 ;  ; Cu ; XF ; 11 ; vizer ; 72 
 462 ; Копейка ; 1915 ;  ; Cu ; XF- ; 29 ; paranoy ; 79 
 463 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 31 ; paranoy ; 50 
 464 ; Копейка ; 1916 ;  ; Cu ; VF-XF ; 9 ; chag1985 ; 42 
 465 ; Денга ; 1704 ;  ; Cu ; F+ ; 33 ; нумизмат ; 1813 
 466 ; Денга ; 17?? ;  ; Cu ; VG ; 47 ; нумизмат ; 920 
 467 ; Денга ; 1731 ;  ; Cu ; F ; 9 ; гоша334 ; 352 
 468 ; Денга ; 17?? ;  ; Cu ; F ; 29 ; гоша334 ; 385 
 469 ; Денга ; 17?? ;  ; Cu ; VG ; 17 ; николаич ; 50 
 470 ; Денга ; 1734 ;  ; Cu ; F+ ; 11 ; ksun ; 44 
 471 ; Денга ; 1735 ;  ; Cu ; F ; 9 ; chag1985 ; 42 
 472 ; Денга ; 1737 ;  ; Cu ; F+ ; 11 ; chag1985 ; 42 
 473 ; Денга ; 1738 ;  ; Cu ; F-VF ; 9 ; триори ; 72 
 474 ; Денга ; 1739 ;  ; Cu ; F ; 9 ; chag1985 ; 41 
 475 ; Денга ; 1744 ;  ; Cu ; F ; 13 ; Костян 92 ; 72 
 476 ; Денга ; 1748 ;  ; Cu ; VF- ; 15 ; moneta34 ; 75 
 477 ; Денга. Дефект чеканки ; 1748 ;  ; Cu ; F-VF ; 21 ; murka1973 ; 131 
 478 ; Денга ; 1749 ;  ; Cu ; F+ ; 13 ; shaxter2015 ; 43 
 479 ; Денга ; 1750 ;  ; Cu ; VF ; 44 ; alko ; 255 
 480 ; Денга. Брак чеканки ; 1750 ;  ; Cu ; VG ; 15 ; 1010110 ; 102 
 481 ; Денга ; 1767 ; КМ "Сибирь" ; Cu ; VG ; 14 ; krotov ; 204 
 482 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 69 ; Olimpia ; 1128 
 483 ; Денга ; 1772 ; КМ "Сибирь" ; Cu ; F- ; 32 ; smirnov1957 ; 702 
 484 ; Денга ; 1775 ; КМ "Сибирь" ; Cu ; VG ; 22 ; Levon.Koins ; 306 
 485 ; Денга ; 1778 ; КМ "Сибирь" ; Cu ; F ; 30 ; Levon.Koins ; 475 
 486 ; Деньга ; 1797 ; ЕМ ; Cu ; F ; 23 ; Andrei2007 ; 171 
 487 ; Деньга ; 1798 ; ЕМ ; Cu ; F- ; 34 ; A-dam ; 374 
 488 ; Денежка ; 1853 ; ЕМ ; Cu ; VG ; 17 ; Andrei2007 ; 72 
 489 ; Денежка ; 1860 ; ВМ ; Cu ; F-VF ; 32 ; smirnov1957 ; 1694 
 490 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; AU ; 79 ; Kardinal и бабушка ; 2929 
 491 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 20 ; ввп ; 357 
 492 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF- ; 16 ; Mozart ; 306 
 493 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F+ ; 14 ; pavlovich11111 ; 67 
 494 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 21 ; Mozart ; 306 
 495 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF+ ; 14 ; СВТ69 ; 62 
 496 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF+ ; 21 ; СВТ69 ; 69 
 497 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 13 ; Mozart ; 51 
 498 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 32 ; андрык ; 203 
 499 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 56 ; MMG-1 ; 1124 
 500 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 19 ; Mozart ; 99 
 501 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 17 ; chapay1959 ; 145 
 502 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 11 ; boroda ; 68 
 503 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 21 ; chapay1959 ; 165 
 504 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 9 ; paranoy ; 102 
 505 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 13 ; Mozart ; 357 
 406 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 27 ; SergN ; 245 
 407 ; Копейка ; 1798 ; ЕМ ; Cu ; F- ; 9 ; shaxter2015 ; 101 
 408 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 8 ; zemlyk2014 ; 102 
 409 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 32 ; PROCSY ; 128 
 410 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 17 ; chag1985 ; 123 
 411 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 29 ; A-dam ; 379 
 412 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 15 ; апосум ; 101 
 413 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 25 ; Mihai6 ; 90 
 414 ; Копейка ; 1818 ; КМ АД ; Cu ; VF- ; 28 ; rendom9 ; 867 
 415 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 7 ; Andjey2878 ; 102 
 416 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF- ; 26 ; moneta34 ; 237 
 417 ; Копейка ; 1831 ; СМ ; Cu ; F ; 18 ; smirnov1957 ; 453 
 418 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 40 ; 21011984andrei ; 233 
 419 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F+ ; 31 ; ksun ; 224 
 420 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 9 ; апосум ; 72 
 421 ; Копейка ; 1840 ; СПМ ; Cu ; VF ; 9 ; Семен ; 153 
 422 ; Копейка ; 1841 ; ЕМ ; Cu ; F ; 26 ; PROCSY ; 101 
 423 ; Копейка ; 1841 ; СПМ ; Cu ; VF ; 21 ; Дмитрий475 ; 157 
 424 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 9 ; ksun ; 200 
 425 ; Копейка ; 1844 ; СМ ; Cu ; F+ ; 27 ; Andrei2007 ; 408 
 426 ; Копейка ; 1847 ; СМ ; Cu ; F ; 11 ; Семен ; 114 
 427 ; Копейка ; 1856 ; ЕМ ; Cu ; F-VF ; 38 ; g.s.g ; 305 
 428 ; Копейка ; 1858 ; ЕМ ; Cu ; F-VF ; 13 ; Дмитрий475 ; 203 
 429 ; Копейка ; 1860 ; ЕМ ; Cu ; F+ ; 22 ; Костян 92 ; 140 
 430 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 15 ; Костян 92 ; 136 
 431 ; Копейка ; 1869 ; ЕМ ; Cu ; XF- ; 25 ; mixser ; 3060 
 432 ; Копейка ; 1870 ; ЕМ ; Cu ; F+ ; 19 ; ksun ; 509 
 433 ; Копейка ; 1871 ; ЕМ ; Cu ; F ; 55 ; ksun ; 429 
 434 ; Копейка ; 1872 ; ЕМ ; Cu ; F ; 7 ; ksun ; 122 
 435 ; Копейка ; 1875 ; ЕМ ; Cu ; VF+ ; 34 ; kiril73 ; 967 
 436 ; Копейка ; 1879 ; СПБ ; Cu ; F-VF ; 11 ; DaMon15 ; 122 
 437 ; Копейка ; 1881 ; СПБ ; Cu ; VF ; 33 ; DaMon15 ; 259 
 438 ; Копейка ; 1891 ; СПБ ; Cu ; XF+ ; 30 ; mixser ; 4080 
 439 ; Копейка ; 1893 ; СПБ ; Cu ; XF ; 9 ; sergius ; 611 
 440 ; Копейка ; 1894 ; СПБ ; Cu ; F-VF ; 7 ; ввп ; 77 
 441 ; Копейка ; 1895 ; СПБ ; Cu ; F+ ; 9 ; апосум ; 76 
 442 ; Копейка ; 1896 ; СПБ ; Cu ; F+ ; 5 ; ksun ; 21 
 443 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 16 ; vizer ; 46 
 444 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 11 ; chag1985 ; 57 
 445 ; Копейка ; 1899 ; СПБ ; Cu ; VF+ ; 19 ; coincoll ; 114 
 446 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 7 ; chag1985 ; 41 
 447 ; Копейка ; 1901 ; СПБ ; Cu ; F-VF ; 29 ; V-2 ; 153 
 448 ; Копейка ; 1902 ; СПБ ; Cu ; F+ ; 39 ; нв1975 ; 612 
 449 ; Копейка. В капсуле NGC ; 1903 ; СПБ ; Cu ; AU details ; 67 ; mixser ; 5100 
 450 ; Копейка ; 1906 ; СПБ ; Cu ; VF- ; 5 ; апосум ; 51 
 451 ; Копейка ; 1907 ; СПБ ; Cu ; XF- ; 43 ; sergius ; 828 
 452 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 14 ; vizer ; 23 
 453 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 11 ; coincoll ; 72 
 454 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 33 ; V-2 ; 215 
 455 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 23 ; imi ; 90 
 356 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 23 ; апосум ; 159 
 357 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 7 ; апосум ; 72 
 358 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 11 ; ksun ; 546 
 359 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 34 ; taa ; 83 
 360 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF-XF ; 24 ; лом45 ; 278 
 361 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 11 ; zemlyk2014 ; 36 
 362 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 13 ; chag1985 ; 42 
 363 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 10 ; почтальон ; 388 
 364 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF- ; 12 ; sibirian ; 45 
 365 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 11 ; ksun ; 215 
 366 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF- ; 38 ; flutter ; 429 
 367 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF ; 11 ; ksun ; 216 
