 5828 ; Бона иностранная. Куба ; 1896 ;  ;  ;  ; 29 ; umbrella ; 340 
 1207 ; Медаль 100 ле со дня рождения Георгия Димитрова. Болгария ; 1982 ;  ; Ж/м ; VF-XF ; 17 ; mkm1968 ; 251 
 1208 ; Медаль 40 лет соцболгарии. Болгария ; 1984 ;  ; Ж/м ; XF- ; 12 ; mkm1968 ; 98 
 1209 ; Орден Кирилла и Мефодия 2степени. Болгария ;  ;  ; Б/м ; VF-XF ; 42 ; slavka ; 394 
 1210 ; Кокарда. Югославская народная армия. Югославия ;  ;  ; Б/м,ж/м,эмаль ; XF- ; 47 ; А вот вам здрасте.... ; 315 
 1211 ; Медаль. Рона-Альпы. Правосудие Лиона. Франция, Людовик XVIII (1814-1824). D-33мм. М-12гр ; 1823 ;  ; Ag ; VF+ ; 17 ; S1952 ; 949 
 1212 ; Медаль. Общество содействия национальной промышленности Парижа. Франция, Луи Филипп I (1830-1848). D-33мм. М-16гр ;  ;  ; Ag ; VF-XF ; 15 ; alex09-63 ; 1020 
 1213 ; Медаль. Рона-Альпы. Компания управления мостом порта Мутон в Лионе. Франция, Луи Филипп I (1830-1848). D-34мм. М-16гр ;  ;  ; Ag ; XF ; 43 ; doc2 ; 1065 
 1214 ; Медаль. Компания трёх каналов "Сарторис": каналы Арденн, Соммы и Уазы. Франция, Наполеон III (1852-1871). D-33,5мм. М-14гр ;  ;  ; Ag ; XF- ; 20 ; S1952 ; 1024 
 1215 ; Медаль. Швейцарское общество благотворительности. Франция, 3-я Республика. D-34мм. М-18гр ; Конец XIX века ;  ; Ag ; VF+ ; 36 ; alex09-63 ; 1020 
 1216 ; Медаль. Аквитания. Наградная Сельскохозяйственной комиссии округа Ажан. Франция, 3-я Республика. D-32,5мм. М-16гр ; Конец XIX века ;  ; Ag ; XF ; 11 ; doc2 ; 1134 
 1217 ; Медаль. Шампань-Арденны. Академическое общество департамента Об. Франция, 3-я Республика. D-32мм. М-13гр ; Конец XIX века ;  ; Ag ; XF- ; 11 ; doc2 ; 1249 
 1218 ; Медаль. Прованс-Альпы-Лазурный берег. Наградная Общества сельского хозяйства департамента Воклюз. Франция, 3-я Республика. D-41мм. М-39гр ; Конец XIX века ;  ; Ag ; VF- ; 18 ; doc2 ; 2142 
 1219 ; Медаль. Маршал Франции Фердинанд. Франция, 3-я Республика. D-28мм. М-9гр ; 1918 ;  ; Ag ; VF ; 21 ; doc2 ; 1277 
 1220 ; Медаль. Общество содействия олимпийским идеям. Родоначальник физкультуры Иоганн Кристоф Фридрих Гутсмутс. ГДР. D-40мм. М-28гр ; 1973 ;  ; Ni ; XF ; 12 ; doc2 ; 108 
 1221 ; Медаль. Поэт Пабло Неруда. ГДР. D-40мм. М-25гр ; 1974 ;  ; Ni ; XF ; 8 ; S1952 ; 67 
 1222 ; Жетон. Торговля и наука Лиона. Франция, Наоплеон I (1804-1815). D-31мм. М-11гр ; 1805 ;  ; Ag ; XF+ ; 16 ; Георг ; 1129 
 1223 ; Жетон. Париж. Страховая компания "Пожар". Франция, Луи Филипп I (1830-1848). D-36мм. М-19гр ; 1837 ;  ; Ag ; XF ; 28 ; alex09-63 ; 1473 
 1224 ; Жетон. Нотариусы Парижа. Франция, Наполеон III (1852-1871). D-33мм. М-19гр ;  ;  ; Ag ; XF ; 45 ; 10alex10 ; 1873 
 1225 ; Жетон. Нор-Па-де-Кале. Нотариусы округа Бетюн. Франция, 3-я Республика. D-35мм. М-18гр ;  ;  ; Ag ; VF-XF ; 14 ; S1952 ; 949 
 1226 ; Жетон. Юг-Перенеи. 25 лет Археологическому обществу округа Монтобан. Франция, 3-я Республика. D-29мм ; 1891 ;  ; Ag ; VF-XF ; 19 ; RAPAN ; 1005 
 1227 ; Жетон. Овернь. Сберегательная касса округа Амбер. Франция, 3-я Республика. D-30,5мм ; Конец XIX века ;  ; Ag ; VF+ ; 16 ; kont ; 1134 
 1228 ; Жетон. Коронация Фридриха Вильгельма II (1786-1797). Пруссия. D-28мм ; 1786 ;  ; Ag ; XF ; 56 ; alex09-63 ; 3563 
 1229 ; Жетон. Посещение Рейнского круга Людвигом I с женой Терезой Саксонской-Хильдбургхаузенской. Бавария. D-22мм ; 1829 ;  ; Ag ; XF- ; 44 ; Георг ; 2067 
 1230 ; Жетон. Самая северная точка Евросоюза-Мыс Нордкап. Норвегия. D-31мм ; 21-й век ;  ; Ni ; AU ; 17 ; Буарон1925 ; 144 
 1231 ; Медаль Виртутти милитари. Румыния ;  ;  ; Б/м ; VF ; 14 ; veektor ; 157 
 1232 ; Медаль Ричард Сиверс. Швеция. D-55мм ;  ;  ; Ж/м ; XF+ ; 17 ; kotyamoi ; 251 
 1233 ; Медаль. 4-я сессия Ватиканского конгресса примирения. Ватикан, Павел VI. D-44мм ;  ;  ; Ag ; VF-XF ; 29 ; Emv ; 1709 
 1234 ; Медаль. Германия. Парламент Берлина. D-40мм ; 1990 ;  ; Cu/Ni ; Proof ; 8 ; vaps ; 228 
 1235 ; Медаль. Германия. Немецкое воссоединение 3 октября 1990г. D-40мм ; 1990 ;  ; Ж/м ; Proof ; 10 ; Vanka ; 206 
 1236 ; Жетон. Первенство мира по футболу 2006г.Уругвай. D-26мм ;  ;  ; Ag ; Proof ; 39 ; torbey ; 816 
 1237 ; Жетон. Первенство мира по футболу 2006г. Австралия. D-26мм ;  ;  ; Ag ; Proof ; 31 ; torbey ; 816 
 1238 ; Жетон. Первенство мира по футболу 2006г. Сербия и Черногория. D-26мм ;  ;  ; Ag ; Proof ; 30 ; torbey ; 816 
 1139 ; Медаль 50 лет Нижнетагильскому металлургическому комбинату им В.И.Ленина. Прокатное производство. Медальер А.В.Бакланов. D-м65м ; 1990ЛМД ;  ; Al ; AU/XF ; 5 ; rekwiem ; 1360 
 1140 ; Медаль Крещение Руси. D-60мм ;  ;  ; Ж/м ; XF ; 24 ; суслик ; 612 
 1141 ; Медаль 50 лет Башкирской АССР. Памятник Салавату Юлаеву в Москве. Медальер С.Д.Тавасиев. D-53мм ; 1969ЛМД ;  ; Al ; AU ; 13 ; oduvan ; 1011 
 1142 ; Медаль. Выступление В.И.Ленина. Кировский б.Путиловский з-д. D-46мм ;  ;  ; Al ; XF ; 11 ; veektor ; 114 
 1143 ; Медаль ТЯЖБУММАШ. D-64мм ;  ;  ; Al ; XF ; 8 ; Aндрюха ; 100 
 1144 ; Медаль Ульяновск - родина В.И.Ленина. D-45,5мм ;  ;  ; Al ; XF ; 5 ; 13331 ; 57 
 1145 ; Медаль. Петродворец. D-33мм ;  ;  ; Al ; XF- ; 6 ; qwertyh ; 14 
 1146 ; Медаль. Победа Зенита в кубке УЕФА. D-40мм ; 2013 ;  ; Cu/Ni, эмаль ; Proof ; 31 ; вова1957 ; 833 
 1147 ; Колодка с 4 наградами. Великобритания. I МВ ;  ;  ; Ag,Ж/м ; VF/XF ; 65 ; hodgaevvv ; 4080 
 1148 ; Офицерский крест 2 кл. Венгрия. Коробка ;  ;  ; Б/м ; VF ; 53 ; alexander9595 ; 4182 
 1149 ; Орден Почетного Легиона. Франция ;  ;  ; Ag,эмаль ; VF ; 31 ; Доцент77 ; 3597 
 1150 ; Военный крест 1914-1918гг. Франция ;  ;  ; Ж/м ; VF+ ; 25 ; INRI ; 510 
 1151 ; Масонская медаль. Англия ; 1952 ;  ; Ж/м,эмаль ; XF ; 10 ; gola78 ; 379 
 1152 ; Медаль + планка "За Заслуги". ГДР. Коробка ;  ;  ; Б/м ; AU ; 68 ; evseechevvv ; 482 
 1153 ; Комплект атрибутов адепта масонского общества. Англия ; 1924 ;  ; Ж/м,эмаль ; XF+ ; 26 ; ddv1981 ; 1598 
 1154 ; Масонская медаль. Англия ; 1990 ;  ; Ж/м,эмаль ; XF ; 12 ; slavka ; 567 
 1155 ; Масонская медаль. Англия ; 1954 ;  ; Ж/м,эмаль ; XF ; 21 ; gola78 ; 357 
 1156 ; Масонская медаль. Англия ; 1987 ;  ; Ж/м,эмаль ; XF ; 12 ; slavka ; 605 
 1157 ; Масонская медаль. Англия ; 1956 ;  ; Ж/м,эмаль ; VF-XF ; 12 ; slavka ; 567 
 1158 ; Масонская медаль. Англия ; 1956 ;  ; Ж/м,эмаль ; XF ; 9 ; slavka ; 579 
 1159 ; Масонская медаль. Англия ; 1955 ;  ; Ж/м,эмаль ; XF ; 14 ; musik ; 579 
 1160 ; Масонская медаль. Англия ; 1950 ;  ; Ж/м,эмаль ; VF-XF ; 20 ; gola78 ; 379 
 1161 ; Масонская медаль. Англия ; 1958 ;  ; Ж/м,эмаль ; XF ; 9 ; gola78 ; 579 
 1162 ; Масонская медаль. Англия ; 1979 ;  ; Ж/м,эмаль ; VF-XF ; 8 ; slavka ; 567 
 1163 ; Масонская медаль. Англия ; 1959 ;  ; Ж/м,эмаль ; XF- ; 26 ; gola78 ; 273 
 1164 ; Масонская медаль. Англия ; 1979 ;  ; Ж/м,эмаль ; VF-XF ; 33 ; Красо ; 512 
 1165 ; Масонская медаль. Англия ; 1979 ;  ; Ж/м,эмаль ; VF-XF ; 6 ; slavka ; 567 
 1166 ; Масонская медаль. Англия ; 1972 ;  ; Ж/м,эмаль ; XF ; 14 ; slavka ; 567 
 1167 ; Масонская медаль. Англия ; 1993 ;  ; Ж/м,эмаль ; XF ; 6 ; slavka ; 567 
 1168 ; Масонская медаль. Англия ; 1961 ;  ; Ж/м,эмаль ; XF ; 9 ; Милорадович ; 579 
 1169 ; Масонская медаль. Англия ; 1965 ;  ; Ж/м,эмаль ; XF ; 17 ; gola78 ; 357 
 1170 ; Масонская медаль. Англия ; 1980 ;  ; Ж/м,эмаль ; XF ; 11 ; Красо ; 579 
 1171 ; Крест Заслуг 1 степени. Польша ;  ;  ; Ж/м,эмаль ; XF ; 32 ; VancheZ ; 261 
 1172 ; Крест Заслуг 2 степени. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 21 ; альгран ; 185 
 1173 ; Крест Заслуг 3 степени. Польша ;  ;  ; Ж/м ; VF-XF ; 15 ; PROCONSUL ; 222 
 1174 ; Медаль за долголетнюю супружескую жизнь. Польша ;  ;  ; Б/м,эмаль ; XF- ; 19 ; vlkorchev ; 665 
 1175 ; Медаль за заслуги по обороне страны. Польша ;  ;  ; Б/м ; VF ; 29 ; mkm1968 ; 337 
 1176 ; Медаль "Улыбки". Польша ;  ;  ; Ж/м ; XF+ ; 65 ; slavka ; 301 
 1177 ; Медаль Родла. Польша ;  ;  ; Б/м ; VF+ ; 33 ; legallegal ; 793 
 1178 ; Медаль "За Участие в Боях за Берлин". Польша ;  ;  ; Б/м ; VF+ ; 31 ; mkm1968 ; 408 
 1179 ; Крест Заслуг 2 степени. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 7 ; stivenson ; 186 
 1180 ; Медаль За Варшаву. Польша ;  ;  ; Ж/м ; VF+ ; 12 ; AB ; 90 
 1181 ; Медаль "10 лет Народной Польше". Польша ;  ;  ; Б/м,эмаль ; VF ; 19 ; AB ; 230 
 1182 ; Медаль Польша ;  ;  ; Ж/м ; VF-XF ; 34 ; AB ; 245 
 1183 ; Медаль Резервист Национальной народной армии. ГДР ;  ;  ; Ж/м ; XF- ; 8 ; СТРЕКОЗА ; 114 
 1184 ; Медаль "За Верную Службу в Добровольных Пожарных Силах" 3ст. ГДР ;  ;  ; Ж/м ; XF ; 55 ; alexander9595 ; 374 
 1185 ; Медаль Китай ;  ;  ; Ж/м ; F+ ; 15 ; Хаа ; 408 
 1186 ; Медаль Китай ;  ;  ; Ж/м ; F-VF ; 16 ; Хаа ; 408 
 1187 ; Медаль Китай ;  ;  ; Ж/м ; VF- ; 21 ; musik ; 359 
 1188 ; Орден Военных заслуг 2 степени. Югославия ;  ;  ; Ag,эмаль ; VF-XF ; 46 ; evseechevvv ; 5610 
 1089 ; Георгиевский крест 4 степени. №261136 Р-ры: 33 на 33мм ;  ;  ; Ag ; VF- ; 57 ; Vova1950 ; 11540 
 1090 ; Георгиевский крест 4 степени. №93411 Р-ры: 33 на 33мм ;  ;  ; Ag ; VF+ ; 61 ; alexander9595 ; 9950 
 1091 ; Медаль "В память правления Александра III". D-28мм ; 1894 ;  ; Ag ; F-VF ; 40 ; fr60 ; 2360 
 1092 ; Медаль "За усердие". СПб мон двор. D-30мм ;  ;  ; Ag ; XF+ ; 34 ; kont ; 4333 
 1093 ; Медаль "За усердие". Частная мастерская. D-30мм ;  ;  ; Ag ; XF+ ; 30 ; utjhu ; 3715 
 1094 ; Медаль "За усердие". Частная мастерская. D-30мм ;  ;  ; Ag ; XF+ ; 41 ; Я Пересвет ; 2600 
 1095 ; Медаль "За усердие". Частная мастерская. D-30мм ;  ;  ; Ж/м ; VF-XF ; 57 ; belkatya ; 4194 
 1096 ; Медаль "За усердие".Частная мастерская. D-28мм ;  ;  ; Ag ; VF+/VF- ; 32 ; alexander9595 ; 2489 
 1097 ; Медаль "За усердие".Частная мастерская. D-28мм ;  ;  ; Ag ; XF ; 50 ; utjhu ; 3530 
 1098 ; Медаль "За усердие".Частная мастерская. D-28мм ;  ;  ; Б/м ; VF+ ; 46 ; туляк1974 ; 2600 
 1099 ; Жетон. На коронацию Николая II. D-25мм ; 1896 ;  ; Ag ; VF+ ; 23 ; matehev ; 3062 
 1100 ; Фрачная миниатюра медали "За усердие". СПб мон двор. D-15мм ;  ;  ; Ag ; XF- ; 57 ; FRAK ; 4080 
 1101 ; Медаль. 100 лет Отечественной войне (1812-1912) ;  ;  ; Br ; VF ; 12 ; करणा ; 793 
 1102 ; Жетон. В память Великой войны ; 1914 ;  ; Br ; VF+ ; 47 ; alexander9595 ; 1587 
 1103 ; Жетон. В память Отечественной войны. Александр I. Пожар в Москве 1812. D-25мм ;  ;  ; Br ; XF- ; 91 ; alex09-63 ; 3122 
 1104 ; Жетон. В память Отечественной войны. Александр I. Медальер Д.Кучкин ;  ;  ; Br ; XF ; 86 ; пмт79 ; 4767 
 1105 ; Жетон. В память Отечественной войны. Александр I. Медальер Д.Кучкин. Храм Христа спасителя ;  ;  ; Br ; XF ; 111 ; пмт79 ; 4863 
 1106 ; Медаль. Антон Григорьевич Рубинштейн (1829-1894). D-25мм ;  ;  ; Ag ; VF-XF ; 12 ; VonTaube ; 1391 
 1107 ; Медаль. Великий князь Василий Дмитриевич. D-37,5мм ;  ;  ; Br ; VF+ ; 18 ; Guerras ; 4045 
 1108 ; Жетон 25 копеек русского экспедиционного корпуса во Франции ;  ;  ; Б/м ; VF ; 37 ; gandy ; 2040 
 1109 ; Жетон В память посещения французским президентом России. D-21мм ;  ;  ; Br,серебрение ; VF ; 25 ; пмт79 ; 787 
 1110 ; Медаль школьная "серебро" РСФСР. D-39мм ;  ;  ;  ; XF ; 36 ; Emv ; 404 
 1111 ; Медаль школьная "золото" УРСР. D-39мм ;  ;  ; Ж/м ; XF ; 25 ; НЭРИ ; 510 
 1112 ; Медаль школьная "серебро" УРСР. D-39мм ;  ;  ; Б/м ; XF ; 21 ; НЭРИ ; 444 
 1113 ; Медаль МНО-член международной нумизматической комиссии. D-70мм ; 2006ММД ;  ; Ж/м ; AU ; 25 ; coop ; 484 
 1114 ; Медаль МНО. Монетный чекан Великого княжества Суздальско-Нижегородского (1381-1451). D-70мм ; 2008ММД ;  ; Ж/м ; AU ; 22 ; coop ; 551 
 1115 ; Медаль МНО. Монетный чекан периода царствования Алексея Михайловича (1645-1676). D-70мм ; 2008ММД ;  ; Ж/м ; AU ; 15 ; fillin ; 551 
 1116 ; Медаль. В честь 40-летия Армянской ССР (1920-1960). D-80мм ;  ;  ; Ж/м ; XF ; 32 ; ulf ; 1019 
 1117 ; Медаль. К 100-летию основания Пензенской картинной галереи (1892-1992). D-61мм ; 1992ММД ;  ; Ж/м ; XF ; 13 ; vaps ; 599 
 1118 ; Медаль. Государственный Эрмитаж. Отдел истории Русской культуры. Георгиевский зал. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 14 ; ulf ; 728 
 1119 ; Медаль. К 125-летию со дня рождения и 75-летия мученической кончины государя имп. Николая II. D-60мм ; 1993ММД ;  ; Ж/м ; XF+ ; 17 ; Я Пересвет ; 572 
 1120 ; Медаль. Ромен Роллан (1866-1944).  D-60мм ;  ;  ; Ж/м ; XF- ; 14 ; ulf ; 567 
 1121 ; Медаль. Государственный музей Московского Кремля. D-60мм ; ММД ;  ; Ж/м ; XF ; 13 ; alex09-63 ; 524 
 1122 ; Медаль. Памятники архитектуры Ленинграда. Здание Русского музеяD-36мм ; ЛМД ;  ; Ж/м ; AU ; 13 ; vaps ; 383 
 1123 ; Медаль. Памятники архитектуры Ленинграда. Здание Нового Эрмитажа. D-36мм ; ЛМД ;  ; Ж/м ; AU ; 8 ; ulf ; 626 
 1124 ; Медаль. Памятники архитектуры Ленинграда. Арка главного штаба. D-36мм ; ЛМД ;  ; Ж/м ; AU ; 8 ; ulf ; 626 
 1125 ; Медаль. Памятники архитектуры Ленинграда. Нарвские триумфальные ворота. D-36мм ; ЛМД ;  ; Ж/м ; AU ; 10 ; ulf ; 524 
 1126 ; Медаль. Памятники архитектуры Ленинграда. Музей-памятник Исаакиевский собор.  D-36мм ; ЛМД ;  ; Ж/м ; AU ; 8 ; vaps ; 453 
 1127 ; Медаль. Памятники архитектуры Ленинграда. Инженерный замок D-36мм ; ЛМД ;  ; Ж/м ; AU ; 10 ; ulf ; 524 
 1128 ; Медаль. Олимпиада в Москве в 1980г. D-80мм ;  ;  ; Б/м ; XF ; 16 ; сокол ; 352 
 1129 ; Медаль. 25 лет с начала освоения целинных и залежных земель. D-60мм. Коробка ; ЛМД ;  ; Ж/м ; XF+ ; 29 ; monge ; 441 
 1130 ; Медаль. 70 лет государственному страхованию. Медальер А.Карташов. D-60мм ; 1990ЛМД ;  ; Ж/м ; AU ; 14 ; kont ; 421 
 1131 ; Медаль Первый человек на Луне Н.Армстронг. D-49мм ; ММД ;  ; Ж/м ; AU ; 9 ; ъхз ; 149 
 1132 ; Медаль. Памятник Богдану Хсельницкому в Киеве. D-61мм. Коробка ;  ;  ; Al ; XF- ; 11 ; Emv ; 120 
 1133 ; Медаль. Фонд единства православных народов. Правительство Москвы. D-69мм ;  ;  ; Ж/м ; XF ; 12 ; vaps ; 322 
 1134 ; Медаль Государственный институт прикладной химии. Медальер А.В.Козлов. D-65мм ; 1983ЛМД ;  ; Ж/м ; VF-XF ; 20 ; viktor1 ; 236 
 1135 ; Медаль. Выступление В.И.Ленина. Кировский б.Путиловский з-д. D-57мм ;  ;  ; Al ; XF ; 7 ; Emv ; 100 
 1136 ; Медаль. Всероссийский турнир по борьбе самбо. Памяти дважды героя социалистического труда Садовникова В.Г. D-54мм ;  ;  ; Ж/м ; XF ; 10 ; veektor ; 105 
 1137 ; Медаль. 25 лет СКДА. D-48мм ;  ;  ; Al ; XF ; 7 ; Potap ; 101 
 1138 ; Медаль 50 лет Советской метрологии. Памятник Д.И.Менделееву. Медальер Н.А.Соколов. D-58мм ; 1967ЛМД ;  ; Al ; XF- ; 13 ; ильич ; 648 
 1033 ; Фельс. Омейяды. М-1,85гр ; VIII в ;  ; Cu ; F ; 5 ; aziya11 ; 31 
 1034 ; Фельс. Омейяды. М-3,69гр ; VIII в ;  ; Cu ; F ; 13 ; aziya11 ; 82 
 1035 ; Монета. Армения. М-2,15гр. Деформация ; 13в ;  ; Cu ; F+ ; 39 ; himak ; 520 
 1036 ; Монета. Армения. М-2,50гр ; 13в ;  ; Cu ; F+ ; 28 ; dimasmirnov ; 306 
 1037 ; 4 мараведи. Испания ; 1599 ;  ; Cu ; F ; 11 ; mkm1968 ; 388 
 1038 ; Дирхем. Альмохады, Ал-Андалус. М-1,52. Деформация ; 1174-1230 ;  ; Ag ; F-VF ; 26 ; von_Schwarz ; 1002 
 1039 ; Дирхем. Аюбиды, Саладин. М-2,74гр ; 1174-1193 ;  ; Ag ; F-VF ; 52 ; vng0206 ; 1001 
 1040 ; Дирхем. Золотая Орда, Тимур Тамерлан. Со знаком 3 круга ;  ;  ; Ag ; F-VF ; 42 ; Dave ; 1587 
 1041 ; Дирхем. Золотая Орда, Тимур Тамерлан. Со знаком 3 круга ;  ;  ; Ag ; F-VF ; 25 ; coiner ; 827 
 1042 ; Дирхем. Золотая Орда, Тимур Тамерлан. Со знаком 3 круга ;  ;  ; Ag ; F-VF ; 16 ; кве ; 538 
 1043 ; Дирхем. Золотая Орда, Тимур Тамерлан. Со знаком 3 круга ;  ;  ; Ag ; F-VF ; 9 ; vng0206 ; 612 
 1044 ; Дирхем. Золотая Орда, Тимур Тамерлан. Со знаком 3 круга ;  ;  ; Ag ; F-VF ; 16 ; murka1973 ; 516 
 1045 ; Дирхем. Золотая Орда, Тимур Тамерлан ;  ;  ; Ag ; F-VF ; 11 ; murka1973 ; 454 
 1046 ; Дирхем. Золотая Орда, Тимур Тамерлан ;  ;  ; Ag ; F-VF ; 25 ; Dave ; 953 
 1047 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 43 ; Я Пересвет ; 918 
 1048 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 59 ; кве ; 1134 
 1049 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 17 ; himak ; 340 
 1050 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 7 ; virtualman ; 480 
 1051 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 49 ; himak ; 1813 
 1052 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 18 ; himak ; 408 
 1053 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 15 ; gusar ; 357 
 1054 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 48 ; himak ; 1201 
 1055 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 43 ; himak ; 916 
 1056 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 28 ; himak ; 1785 
 1057 ; Монета средневековая. Восток. М-0,50гр ;  ;  ; Ag ; F+ ; 15 ; vangog3 ; 104 
 1058 ; Монета средневековая. Восток. М-1,20гр ;  ;  ; Ag ; F-VF ; 18 ; Я Пересвет ; 287 
 1059 ; Пуло. Золотая Орда, Тимур Тамерлан ;  ;  ; Cu ; F ; 26 ; himak ; 459 
 1060 ; Монетовидный жетон "чжу юй цюн лян". Триграммы Фуси. Китай. D-21мм ;  ;  ; Br ; F ; 13 ; Мышеслон ; 132 
 1061 ; Монетовидный жетон "го тай минь минь" "фэн цы юй шунь". Китай. D-26мм ;  ;  ; Br ; F+ ; 11 ; Мышеслон ; 135 
 1062 ; Монетовидный жетон "тай цзян гань ци", конь. Китай. D-27,5мм ;  ;  ; Br ; F+ ; 23 ; maymuse ; 293 
 1063 ; Монетовидный жетон "тай пин у шу", почерк чжуань. Солнце, полумесяц, созвездие Ткачихи. Китай. D-32мм. М-12гр ;  ;  ; Br ; F ; 27 ; maymuse ; 461 
 1064 ; Монетовидный жетон "шунь фэн да цзи" "тай пин". Китай. D-44мм. М-28гр ;  ;  ; Br ; VF- ; 27 ; Георг ; 487 
 1065 ; Монетовидный жетон "лун фэн чэн сян" "фу шоу дун си". Китай. D-45,5мм. М-31гр ;  ;  ; Br ; VF- ; 20 ; Георг ; 508 
 1066 ; Монетовидный жетон "чжи жи гао би" "фу суй цзай тун". Китай. D-46мм. М-31гр ;  ;  ; Br ; F-VF ; 9 ; smel ; 420 
 1067 ; Монетовидный жетон "юн ань у шу", почерк чжуань. В секторах животные. Китай. D-49,5мм. М-39гр ;  ;  ; Br ; VF- ; 15 ; Георг ; 786 
 1068 ; Монетовидный жетон "пин ань цзи цин". Буддийские символы. Китай. D-53мм. М-31гр ;  ;  ; Br ; F-VF ; 15 ; Георг ; 791 
 1069 ; Монетовидный жетон "тайпин тунбао". Буддийские символы. Китай. D-62мм. М-44,5гр ;  ;  ; Br ; VF- ; 23 ; serg07_67 ; 867 
 1070 ; 1 мон. Япония, Канэй Цухо ; 1626-1637 ;  ; Cu ; F+ ; 9 ; vangog3 ; 77 
 1071 ; Лот античных монет Ольвии(10шт): монета-дельфин (1/25 обола) ; 5-1вв до н.э. ;  ; Cu ; F/F+ ; 22 ; kotyamoi ; 650 
 1072 ; Лот античных монет (4шт) ;  ;  ; Cu ; VG ; 39 ; murka1973 ; 189 
 1073 ; Лот монет Рима (12шт) ; 9в ;  ; Cu ; F/F+ ; 40 ; середа ; 287 
 1074 ; Лот монет Испании (12шт) ; 16-17вв ;  ; Cu ; F/F+ ; 22 ; aziya11 ; 340 
 1075 ; Лот монет Омейядов (13шт) ; 8в ;  ; Cu ; F/F+ ; 20 ; aziya11 ; 273 
 1076 ; Лот монет Франции (12шт) ; 17в ;  ; Cu ; F/F+ ; 10 ; Fofors ; 204 
 1077 ; Лот монет Китая (10шт) ; 11-12вв ;  ; Cu ; F/F+ ; 29 ; grigoriKK ; 517 
 1078 ; Лот солидов Рига: 4шт ;  ;  ; Ag ; VG/F ; 16 ; aziya11 ; 274 
 1079 ; Лот монет Золотой Орды, Каффа (2шт): дирхем ; 15в ;  ; Ag ; F+/F-VF ; 20 ; Jauho ; 204 
 1080 ; Лот монет Золотой Орды (11шт) ;  ;  ; Ag ; F/F-VF ; 49 ; aziya11 ; 1500 
 1087 ; Георгиевский крест 4 степени "За Русско-Японскую войну". №195281. Р-ры: 33 на 33мм ;  ;  ; Ag ; VF+ ; 42 ; лена ; 26519 
 1088 ; Георгиевский крест 4 степени. №193948 Р-ры: 33 на 33мм ;  ;  ; Ag ; VF ; 74 ; alexander9595 ; 11047 
 983 ; Фоллис. Византия, Никифор II. М-7,01гр ; 9в ;  ; Cu ; F+ ; 23 ; himak ; 657 
 984 ; Фоллис. Византия, Фока. М-5,67гр ; 7в ;  ; Cu ; F+ ; 13 ; lestes ; 714 
 985 ; Фоллис. Византия, Фока. М-6,18гр ; 7в ;  ; Cu ; F+ ; 27 ; vangog3 ; 255 
 986 ; Фоллис. Византия, Константин X. М-8,22гр ; 10в ;  ; Cu ; F+ ; 19 ; himak ; 279 
 987 ; Фоллис. Византия, Юстин II. М-15,51гр ; 7в ;  ; Cu ; F+ ; 9 ; Searcher ; 374 
 988 ; Фоллис. Византия, Юстин II. М-15,58гр ; 7в ;  ; Cu ; F+ ; 13 ; Searcher ; 454 
 989 ; Фоллис. Византия, Юстин II. М-6,62гр ; 7в ;  ; Cu ; F+ ; 7 ; lestes ; 227 
 990 ; Лепта. Пантикапей. М-5,25гр ; 4в до н.э. ;  ; Cu ; F-VF ; 13 ; Mikola_1 ; 513 
 991 ; Лепта. Пантикапей. М-4,19гр ; 4в до н.э. ;  ; Cu ; F-VF ; 13 ; niger ; 306 
 992 ; Лепта. Пантикапей. М-3,72гр ; 4в до н.э. ;  ; Cu ; F-VF ; 58 ; michael ; 344 
 993 ; Лепта. Пантикапей. М-5,43гр ; 4в до н.э. ;  ; Cu ; F-VF ; 19 ; michael ; 367 
 994 ; Тетрадрахма. Кушаны, Вима Такто. М-7,83гр ; 80-100гг ;  ; Cu ; F-VF ; 19 ; umbrella ; 765 
 995 ; Монета. Византийский Херсонес, Василий I. М-3,13гр ; 867-886 ;  ; Cu ; F+ ; 17 ; Mikola_1 ; 465 
 996 ; Монета. Подражание монете Пантикапеи. М-6,55гр ; III в до н.э. ;  ; Cu ; F+ ; 11 ; Sterh ; 104 
 997 ; Антониниан. Рим. Валериан I. М-2,66г ; 253-260 ;  ; Ag ; F+ ; 11 ; niger ; 444 
 998 ; Монета античная ;  ;  ; Cu ; F ; 15 ; wolikaz ; 140 
 999 ; Монета античная ;  ;  ; Cu ; F ; 41 ; wolikaz ; 266 
 1000 ; Монета античная. Рим. М-10,64гр ;  ;  ; Cu ; F ; 22 ; Sterh ; 137 
