 5926 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 31 
 780 ; Четвереца. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 38 ; himak ; 3060 
 781 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 15 ; Bolt ; 354 
 782 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 17 ; Bolt ; 261 
 783 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 22 ; legallegal ; 258 
 784 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 30 ; legallegal ; 340 
 785 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 34 ; legallegal ; 357 
 786 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 8 ; ЛАВ-13 ; 153 
 657 ; Полушка ; 1720 ; НД ; Cu ; VG ; 9 ; indigo-rus ; 72 
 658 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 14 ; gav1980 ; 89 
 659 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 9 ; gav1980 ; 79 
 660 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 9 ; indigo-rus ; 29 
 661 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F ; 6 ; indigo-rus ; 23 
 662 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; VG ; 15 ; indigo-rus ; 46 
 663 ; Полушка ; 1767 ; ЕМ ; Cu ; F ; 37 ; oldvolk ; 430 
 664 ; Полушка ; 1768 ; ЕМ ; Cu ; F+ ; 8 ; Isay ; 245 
 665 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 23 ; Aquila ; 534 
 666 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 17 ; Armando ; 328 
 667 ; Полушка ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 56 ; педро ; 1252 
 668 ; Полушка (Петров-5р, Ильин-1р) ; 1779 ; КМ "Сибирь" ; Cu ; F ; 39 ; чиж ; 1003 
 669 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 35 ; kvest ; 129 
 670 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; F-VF ; 11 ; чиж ; 147 
 671 ; 1/4 копейки ; 1841 ; СМ ; Cu ; F ; 15 ; Poiuyt ; 102 
 672 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 32 ; MUPS ; 262 
 673 ; 1/4 копейки ; 1843 ; СМ ; Cu ; VG ; 10 ; Poiuyt ; 83 
 674 ; Полушка ; 1851 ; ЕМ ; Cu ; VF-XF ; 39 ; $$$ ; 1501 
 675 ; Полушка ; 1856 ; ЕМ ; Cu ; F ; 11 ; Isay ; 170 
 676 ; Полушка ; 1858 ; ЕМ ; Cu ; VF+ ; 37 ; 224000 ; 410 
 677 ; 1/4 копейки ; 1887 ; СПБ ; Cu ; XF+ ; 23 ; Isay ; 6763 
 678 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 35 ; hf426 ; 385 
 679 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 45 ; Rober ; 615 
 680 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 23 ; MUPS ; 944 
 681 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 20 ; luda ; 590 
 682 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; XF ; 31 ; Petrogradka ; 2267 
 683 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 40 ; atelkova2012 ; 725 
 684 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF- ; 17 ; Юбер ; 493 
 685 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF- ; 20 ; Dentum ; 633 
 686 ; 3 копейки "Оккупация" ; 1916J ;  ; Fe ; VF ; 37 ; viridis ; 567 
 687 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 28 ; imi ; 426 
 688 ; 2 копейки "Оккупация" ; 1916J ;  ; Fe ; F+ ; 25 ; Юбер ; 255 
 689 ; 1  копейка "оккупация" ; 1916A ;  ; Fe ; VF- ; 49 ; Rotas ; 1516 
 690 ; Пара-3 деньги ; 1771 ; S Валахия ; Cu ; F- ; 89 ; арбат ; 15300 
 691 ; 1 грош ; 1824 ; IB Польша ; Cu ; VG ; 28 ; Black rider ; 718 
 692 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 30 ; Krips89 ; 157 
 693 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 12 ; petridi-di ; 55 
 694 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 14 ; petridi-di ; 51 
 695 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF+ ; 18 ; papa168 ; 163 
 696 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 12 ; Aquila ; 206 
 697 ; 1 пенни ; 1904 ; Финляндия ; Cu ; VF+ ; 58 ; papa168 ; 928 
 698 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU/XF ; 14 ; MUPS ; 320 
 699 ; 1 пенни ; 1914 ; Финляндия ; Cu ; UNC/AU ; 17 ; MUPS ; 252 
 700 ; 1 пенни ; 1915 ; Финляндия ; Cu ; UNC/AU ; 25 ; Wout ; 100 
 701 ; 1 пенни ; 1916 ; Финляндия ; Cu ; UNC/AU ; 13 ; Wout ; 77 
 702 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF ; 17 ; musik ; 237 
 703 ; Лот монет России для Финляндии (7 шт): 10, 5 и 1 пенни. Все разные ; 1915-1917 ;  ; Cu ; AU/VF+ ; 34 ; слоник ; 512 
 704 ; Лот монет России (5шт): 5к,2к,1к, 10 пенни ; 1758-1916 ;  ; Cu ; VG/G ; 13 ; indigo-rus ; 101 
 705 ; Лот монет России: 2,1 коп, 5,1 пенни (14шт) ; 1798-1917 ;  ; Cu ; VF+/G ; 12 ; yunonik ; 309 
 706 ; Лот монет России (8шт): 2 копейки ; 1883-1915 ;  ; Cu ; VF/VG ; 13 ; Vasilyi9 ; 160 
 607 ; Денга ; 1749 ;  ; Cu ; F-VF ; 8 ; gav1980 ; 57 
 608 ; Денга ; 17?9 ;  ; Cu ; F ; 4 ; indigo-rus ; 23 
 609 ; Денга ; 1750 ;  ; Cu ; F ; 9 ; Krips89 ; 26 
 610 ; Денга ; 1751 ;  ; Cu ; F-VF ; 15 ; leo 2 ; 128 
 611 ; Денга ; 1768 ; ЕМ ; Cu ; F+ ; 17 ; AKS1364 ; 258 
 612 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; VF- ; 7 ; korshun-777 ; 816 
 613 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 22 ; педро ; 2040 
 614 ; Денга ; 1786 ; ЕМ ; Cu ; VF- ; 17 ; shknikolay ; 567 
 615 ; Денга ; 1786 ; КМ ; Cu ; F-VF ; 13 ; Дон 70 ; 352 
 616 ; Денга ; 1793 ; ЕМ ; Cu ; VG ; 14 ; Vasilyi9 ; 65 
 617 ; Денга ; 1796 ; ЕМ ; Cu ; F-VF ; 39 ; Isay ; 3589 
 618 ; Деньга ; 1797 ; ЕМ ; Cu ; F+ ; 25 ; viridis ; 368 
 619 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 12 ; oldvolk ; 156 
 620 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F+ ; 8 ; Дон 70 ; 133 
 621 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F ; 36 ; oldvolk ; 267 
 622 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 64 ; 224000 ; 963 
 623 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F- ; 5 ; indigo-rus ; 77 
 624 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F ; 59 ; Aquila ; 521 
 625 ; 1/2 копейки ; 1842 ; СМ ; Cu ; VF- ; 78 ; ARhimed ; 375 
 626 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 43 ; Oleht ; 319 
 627 ; Денежка ; 1852 ; ЕМ ; Cu ; VF- ; 31 ; liger ; 280 
 628 ; Денежка ; 1853 ; ЕМ ; Cu ; F ; 15 ; струна5 ; 116 
 629 ; Денежка ; 1863 ; ВМ ; Cu ; VF- ; 36 ; maksimus71 ; 3288 
 630 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF-XF ; 23 ; MUPS ; 1516 
 631 ; 1/2 копейки ; 1880 ; СПБ ; Cu ; VF ; 19 ; max2008 ; 2550 
 632 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; VF-XF ; 30 ; Isay ; 2126 
 633 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF- ; 23 ; Petrogradka ; 1122 
 634 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF+ ; 50 ; Petrogradka ; 2163 
 635 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF ; 14 ; MUPS ; 357 
 636 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 50 ; MUPS ; 340 
 637 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF- ; 17 ; Isay ; 221 
 638 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; XF ; 19 ; О. Бендер ; 692 
 639 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF ; 63 ; Petrogradka ; 1056 
 640 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; VF+ ; 12 ; MUPS ; 357 
 641 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF ; 21 ; MUPS ; 113 
 642 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 32 ; MUPS ; 371 
 643 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 31 ; imi ; 143 
 644 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 9 ; Petrogradka ; 793 
 645 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; F-VF ; 6 ; MUPS ; 79 
 646 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 47 ; Trien ; 467 
 647 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 52 ; MUPS ; 201 
 648 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 34 ; MUPS ; 337 
 649 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 25 ; MUPS ; 173 
 650 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 20 ; MUPS ; 116 
 651 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 13 ; MUPS ; 123 
 652 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF ; 11 ; Petrogradka ; 1000 
 653 ; 1/2 копейки ; 1915 ;  ; Cu ; AU/XF ; 16 ; Petrogradka ; 459 
 654 ; 1/2 копейки ; 1915 ;  ; Cu ; VF- ; 47 ; MUPS ; 350 
 655 ; Полушка ; 1707 ;  ; Cu ; F-VF ; 45 ; dec9 ; 2550 
 656 ; Полушка ; 1719 ;  ; Cu ; F+ ; 7 ; Armando ; 101 
 557 ; Копейка ; 1820 ; КМ АД ; Cu ; F+ ; 17 ; Rotas ; 772 
 558 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 3 ; Rotas ; 102 
 559 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 21 ; hf426 ; 317 
 560 ; Копейка ; 1836 ; ЕМ ФХ ; Cu ; F+ ; 38 ; RUS 78 ; 308 
 561 ; Копейка ; 1837 ; ЕМ НА ; Cu ; F+ ; 22 ; hf426 ; 155 
 562 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 11 ; hf426 ; 97 
 563 ; Копейка ; 1840 ; СМ ; Cu ; F-VF ; 12 ; чиж ; 57 
 564 ; Копейка ; 1841 ; СМ ; Cu ; F-VF ; 6 ; indigo-rus ; 62 
 565 ; Копейка ; 1842 ; СПМ ; Cu ; F+ ; 13 ; струна5 ; 216 
 566 ; Копейка ; 1843 ; ЕМ ; Cu ; F ; 11 ; 1000 ; 459 
 567 ; Копейка ; 1843 ; СМ ; Cu ; F ; 10 ; yunonik ; 53 
 568 ; Копейка ; 1844 ; СМ ; Cu ; F+ ; 5 ; Vasilyi9 ; 79 
 569 ; Копейка ; 1846 ; СМ ; Cu ; F-VF ; 7 ; SSK ; 68 
 570 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 9 ; indigo-rus ; 50 
 571 ; Копейка ; 1856 ; ЕМ ; Cu ; F ; 14 ; Krips89 ; 102 
 572 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; F+ ; 46 ; Aquila ; 1530 
 573 ; Копейка ; 1865 ; ЕМ ; Cu ; F+ ; 20 ; colonel6262 ; 91 
 574 ; Копейка ; 1879 ; СПБ ; Cu ; VG ; 9 ; hf426 ; 227 
 575 ; Копейка ; 1882 ; СПБ ; Cu ; F-VF ; 10 ; hf426 ; 80 
 576 ; Копейка ; 1883 ; СПБ ; Cu ; VF- ; 9 ; ignis ; 240 
 577 ; Копейка ; 1887 ; СПБ ; Cu ; XF- ; 46 ; Данила ; 2189 
 578 ; Копейка ; 1892 ; СПБ ; Cu ; F-VF ; 15 ; molodes ; 80 
 579 ; Копейка ; 1893 ; СПБ ; Cu ; F+ ; 9 ; koav ; 31 
 580 ; Копейка ; 1896 ; СПБ ; Cu ; F ; 6 ; gremlinin ; 26 
 581 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 2 ; vor0niko ; 6 
 582 ; Копейка ; 1898 ; СПБ ; Cu ; F ; 3 ; Malosar ; 7 
 583 ; Копейка ; 1899 ; СПБ ; Cu ; VF-XF ; 27 ; SSK ; 327 
 584 ; Копейка ; 1900 ; СПБ ; Cu ; F-VF ; 21 ; Vasilyi9 ; 41 
 585 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 2 ; vor0niko ; 6 
 586 ; Копейка ; 1905 ; СПБ ; Cu ; VF ; 26 ; koav ; 40 
 587 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 11 ; petridi-di ; 34 
 588 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 3 ; КовалевС ; 26 
 589 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 3 ; ReSeRVeD ; 51 
 590 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 22 ; vor0niko ; 25 
 591 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 5 ; Ravin ; 31 
 592 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 5 ; solomon1973 ; 102 
 593 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 3 ; ReSeRVeD ; 51 
 594 ; Копейка ; 1915 ;  ; Cu ; AU ; 10 ; Isay ; 123 
 595 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 5 ; ReSeRVeD ; 51 
 596 ; Копейка ; 1916 ;  ; Cu ; VF ; 7 ; Malosar ; 23 
 597 ; Денга ; 1705 ;  ; Cu ; F ; 35 ; SSK ; 1020 
 598 ; Денга ; 1730 ;  ; Cu ; F+ ; 22 ; AKS1364 ; 408 
 599 ; Денга ; 1731 ;  ; Cu ; F+ ; 22 ; gav1980 ; 204 
 600 ; Денга ; 1735 ;  ; Cu ; F-VF ; 12 ; гоша334 ; 101 
 601 ; Денга ; 1736 ;  ; Cu ; F+ ; 7 ; gav1980 ; 79 
 602 ; Денга ; 1737 ;  ; Cu ; F-VF ; 3 ; $$$ ; 79 
 603 ; Денга ; 1741 ;  ; Cu ; F+ ; 10 ; gav1980 ; 93 
 604 ; Денга ; 1743 ;  ; Cu ; F+ ; 15 ; koav ; 312 
 605 ; Денга ; 1746 ;  ; Cu ; F ; 4 ; Vasilyi9 ; 23 
 606 ; Денга ; 1749 ;  ; Cu ; VF ; 39 ; oldvolk ; 523 
 507 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 8 ; gelind ; 78 
 508 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 14 ; hoza ; 79 
 509 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF ; 13 ; 2а2мр ; 187 
 510 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 8 ; Димыч ; 79 
 511 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF+ ; 6 ; 2а2мр ; 250 
 512 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 8 ; Димыч ; 79 
 513 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 8 ; гоша334 ; 79 
 514 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF ; 7 ; kolbur ; 79 
 515 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 10 ; indigo-rus ; 57 
 516 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; VF- ; 8 ; гоша334 ; 79 
 517 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; F-VF ; 10 ; Poiuyt ; 78 
 518 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F ; 4 ; SANGOLD1 ; 26 
 519 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F-VF ; 6 ; Isay ; 261 
 520 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF- ; 7 ; ignis ; 170 
 521 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 16 ; Aquila ; 131 
 522 ; 2 копейки ; 1842 ; СМ ; Cu ; VF ; 74 ; 1000 ; 1644 
 523 ; 2 копейки ; 1843 ; СПМ ; Cu ; F-VF ; 25 ; 1000 ; 884 
 524 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF ; 58 ; 1000 ; 725 
 525 ; 2 копейки ; 1858 ; ЕМ ; Cu ; F- ; 5 ; MUPS ; 150 
 526 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF- ; 47 ; MUPS ; 403 
 527 ; 2 копейки ; 1864 ; ЕМ ; Cu ; VF ; 3 ; MUPS ; 82 
 528 ; 2 копейки ; 1879 ; СПБ ; Cu ; VG ; 27 ; leo 2 ; 80 
 529 ; 2 копейки ; 1896 ; СПБ ; Cu ; F+ ; 23 ; струна5 ; 46 
 530 ; 2 копейки ; 1898 ; СПБ ; Cu ; F+ ; 6 ; Malosar ; 26 
 531 ; 2 копейки ; 1900 ; СПБ ; Cu ; F-VF ; 7 ; Димыч ; 64 
 532 ; 2 копейки ; 1901 ; СПБ ; Cu ; F ; 3 ; cotangens ; 13 
 533 ; 2 копейки ; 1903 ; СПБ ; Cu ; F ; 4 ; Armando ; 13 
 534 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 13 ; rufus ; 29 
 535 ; 2 копейки ; 1905 ; СПБ ; Cu ; VF- ; 5 ; Ритм ; 26 
 536 ; 2 копейки ; 1908 ; СПБ ; Cu ; VG ; 8 ; Armando ; 31 
 537 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 4 ; Statuetka ; 13 
 538 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 13 ; AKS1364 ; 350 
 539 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 9 ; КовалевС ; 22 
 540 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 14 ; сос ; 85 
 541 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 16 ; rufus ; 102 
 542 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 7 ; RUS 78 ; 104 
 543 ; Копейка ; 1728 ;  ; Cu ; F-VF ; 45 ; oldvolk ; 3732 
 544 ; Копейка ; 1757 ;  ; Cu ; VG ; 21 ; Rotas ; 1224 
 545 ; Копейка ; 1759 ;  ; Cu ; F+ ; 7 ; Rotas ; 459 
 546 ; Копейка ; 1761 ;  ; Cu ; F+ ; 11 ; Rotas ; 68 
 547 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F ; 62 ; oldvolk ; 2275 
 548 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 35 ; Дон 70 ; 227 
 549 ; Копейка ; 1790 ; ЕМ ; Cu ; F ; 11 ; hf426 ; 475 
 550 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 24 ; barbos ; 287 
 551 ; Копейка (Ильин-4р) ; 1797 ; КМ ; Cu ; F ; 44 ; арбат ; 7140 
 552 ; Копейка ; 1798 ; ЕМ ; Cu ; F ; 13 ; yunonik ; 57 
 553 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 10 ; Aquila ; 79 
 554 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 5 ; kolbur ; 79 
 555 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F ; 17 ; Rotas ; 185 
 556 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 21 ; Rotas ; 479 
 457 ; 5 копеек ; 1911 ; СПБ ; Cu ; F-VF ; 11 ; WOLK ; 136 
 458 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 35 ; atelkova2012 ; 1836 
 459 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 17 ; Златник ; 252 
 460 ; 3 копейки ; 1842 ; СПМ ; Cu ; F+ ; 30 ; yunonik ; 169 
 461 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF ; 12 ; Krips89 ; 495 
 462 ; 3 копейки ; 1860 ; ЕМ ; Cu ; F+ ; 38 ; Dentum ; 172 
 463 ; 3 копейки ; 1862 ; ЕМ ; Cu ; F+ ; 40 ; Ник 2 ; 714 
 464 ; 3 копейки ; 1883 ; СПБ ; Cu ; F-VF ; 20 ; Димыч ; 255 
 465 ; 3 копейки ; 1895 ; СПБ ; Cu ; F+ ; 9 ; arodionchev ; 31 
 466 ; 3 копейки ; 1898 ; СПБ ; Cu ; F+ ; 16 ; AKS1364 ; 308 
 467 ; 3 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 19 ; aniki-niki ; 55 
 468 ; 3 копейки ; 1904 ; СПБ ; Cu ; F+ ; 21 ; Ravin ; 22 
 469 ; 3 копейки ; 1908 ; СПБ ; Cu ; F+ ; 13 ; sani3103 ; 30 
 470 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 9 ; sani3103 ; 22 
 471 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 14 ; ГИППОПОТАМ ; 72 
 472 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 36 ; kvest ; 118 
 473 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF ; 14 ; ГИППОПОТАМ ; 81 
 474 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 28 ; rufus ; 231 
 475 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 6 ; Vasilyi9 ; 31 
 476 ; 3 копейки ; 1916 ;  ; Cu ; VF+ ; 13 ; Dentum ; 77 
 477 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 18 ; Searcher ; 138 
 478 ; 2 копейки ; 1757-1761 ;  ; Cu ; VF ; 17 ; Truth ; 512 
 479 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 13 ; спарта ; 906 
 480 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 12 ; indigo-rus ; 68 
 481 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 10 ; Vasilyi9 ; 155 
 482 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 29 ; yunonik ; 116 
 483 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F+ ; 18 ; podpolkovnic ; 225 
 484 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 10 ; гоша334 ; 340 
 485 ; 2 копейки ; 1761 ;  ; Cu ; F ; 32 ; CONKPO ; 255 
 486 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 22 ; Ник 2 ; 410 
 487 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 10 ; гоша334 ; 357 
 488 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 6 ; Vasilyi9 ; 124 
 489 ; 2 копейки ; 1777 ; ЕМ ; Cu ; VF- ; 13 ; струна5 ; 512 
 490 ; 2 копейки ; 1779 ; КМ "Сибирь" ; Cu ; F ; 48 ; Aquila ; 1632 
 491 ; 2 копейки (Петров-1,5р) ; 1793 ; Е- М Павл.перечекан ; Cu ; F+ ; 36 ; арбат ; 4776 
 492 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 6 ; CONKPO ; 150 
 493 ; 2 копейки ; 1798 ; КМ ; Cu ; F+ ; 19 ; ZIMOGOR ; 181 
 494 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 10 ; oldvolk ; 181 
 495 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 10 ; Xxzx ; 130 
 496 ; 2 копейки ; 1800? ; ЕМ ; Cu ; F+ ; 21 ; кs ; 356 
 497 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 12 ; губарев ; 238 
 498 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VG ; 13 ; imi ; 79 
 499 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 14 ; арбат ; 216 
 500 ; 2 копейки ; 1801 ; КМ ; Cu ; VF+ ; 47 ; ppi ; 1836 
 501 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 9 ; нивш ; 249 
 502 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 13 ; oldvolk ; 124 
 503 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; VF- ; 11 ; kolbur ; 79 
 504 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 63 ; 121155 ; 806 
 505 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 21 ; Johnny Walker ; 1247 
 506 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 20 ; gelind ; 137 
 407 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 23 ; agap ; 227 
 408 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 13 ; Мери ; 227 
 409 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 13 ; SovVlad ; 257 
 410 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 18 ; Ясер ; 266 
 411 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 11 ; педро ; 227 
 412 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F+ ; 12 ; said ; 204 
 413 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F+ ; 8 ; sonegr ; 227 
 414 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 15 ; imi ; 220 
 415 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 416 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 12 ; Jauho ; 227 
 417 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 16 ; Jauho ; 227 
 418 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 12 ; soms ; 204 
 419 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 26 ; Vasilyi9 ; 237 
 420 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 10 ; Vasilyi9 ; 227 
