 3632 ; Бона иностранная ;  ;  ;  ;  ; 7 ; DRACONGLASS ; 40 
 661 ; Лот монет России: 1 коп, денга, полушка (8шт) ; 18,19,20 века ;  ; Cu ; VG ; 101 ; марс7 ; 209 
 662 ; Лот монет России (3шт): 3 копейки ; 1900,1903,1904 ;  ; Cu ; F-VF ; 9 ; shneyder ; 224 
 663 ; Лот монет России: 2,3 коп (3шт) ; 1811-1909 ;  ; Cu ; F/VG ; 26 ; avc ; 71 
 664 ; Лот монет России: 1 коп (8шт) ; 1861-1915 ;  ; Cu ; F/VG ; 28 ; кошак ; 117 
 665 ; Лот монет России: 2 коп (5шт) ; 1898-1914 ;  ; Cu ; F+/VG ; 26 ; capable ; 55 
 694 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 85 ; Mikola_1 ; 1151 
 695 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 73 ; сте ; 1029 
 696 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; VG ; 53 ; bowfinger ; 378 
 697 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 73 ; AVLid ; 2000 
 698 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 39 ; Mikola_1 ; 570 
 699 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 31 ; Mikola_1 ; 906 
 700 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F ; 34 ; sssppp ; 369 
 701 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F ; 30 ; sman ; 420 
 702 ; Денга. Утеряна часть монеты, трещины ; 1420-1478 ; Великий Новгород ; Ag ; F ; 41 ; Mikola_1 ; 294 
 703 ; Денга. Утеряна часть монеты ; 1420-1478 ; Великий Новгород ; Ag ; F ; 48 ; Mikola_1 ; 384 
 704 ; Денга ; XV в ; Суздальско-Нижегородское Княжество ; Ag ; VF- ; 85 ; sinus ; 1844 
 705 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VG ; 8 ; волга ; 19 
 706 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; волга ; 41 
 707 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 27 ; sinus ; 544 
 708 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; волга ; 34 
 709 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 20 ; волга ; 46 
 710 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; ifvfy_2008 ; 34 
 711 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; волга ; 34 
 712 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; волга ; 30 
 713 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 33 ; zoom30 ; 68 
 714 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 21 ; волга ; 38 
 715 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 10 ; kolhis ; 41 
 716 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; ZOLTAN333 ; 215 
 717 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 17 ; волга ; 23 
 718 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; Гурий ; 102 
 719 ; Копейка. Иван IV Васильевич ; 1533-1584 ;  ; Ag ; F-VF ; 15 ; Sterh ; 25 
 720 ; Копейка. Михаил Федорович. Новгород? ; 1613-1645 ;  ; Ag ; F ; 8 ; samsung ; 18 
 721 ; Денга. Иван IV Васильевич. Утеряна часть монеты ; 1533-1584 ;  ; Ag ; F ; 12 ; lm ; 36 
 722 ; Денга. Князь Василий Иванович. Деформация ; после 1456 ; Княжество Ярославское ; Ag ; F-VF ; 49 ; сте ; 3437 
 723 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; VF- ; 120 ; $$$ ; 5202 
 724 ; Денга. Князь Михаил Андреевич ; 1432-1485 ; Удельное Княжество Верейское ; Ag ; F-VF ; 77 ; oleg61 ; 13146 
 725 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 39 ; ANK ; 1131 
 726 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 61 ; bowfinger ; 1043 
 727 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 40 ; $$$ ; 1145 
 728 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 68 ; von_Schwarz ; 1002 
 729 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 83 ; sssppp ; 1000 
 730 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Александр Иванович (Брюхатый)? ; 1418-1426 ;  ; Ag ; F ; 16 ; Fedor_K ; 719 
 731 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 61 ; bowfinger ; 696 
 732 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 53 ; bowfinger ; 837 
 733 ; Денга. Василий Васильевич Темный ; 1425-1462 ;  ; Ag ; VF- ; 61 ; bowfinger ; 551 
 734 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 51 ; морган ; 916 
 607 ; Лот монет России: 2 коп (5шт) ; 1797 ;  ; Cu ; F ; 58 ; ФВС ; 257 
 608 ; Лот монет России: 2 коп (6шт) ; 1840-1845? ;  ; Cu ; F/VG ; 47 ; ostman ; 363 
 609 ; Лот монет России: 3,2 коп (8шт) ; 18,19 века ;  ; Cu ; VG ; 50 ; 161rus ; 82 
 610 ; Лот монет России: 5,3,2,1 коп (8шт) ; 18,19 века ;  ; Cu ; F/VG ; 38 ; гривенник ; 84 
 611 ; Лот монет России (4шт): 5 копеек ; 1751-1858 ;  ; Cu ; F+/F ; 28 ; zid200 ; 324 
 612 ; Лот монет России: 2 коп (10шт) ; 19 век ;  ; Cu ; VG ; 10 ; normancook ; 67 
 613 ; Лот монет России (3шт): денга, полушка ; 1758-1828 ;  ; Cu ; F ; 22 ; $$$ ; 327 
 614 ; Лот монет России (2шт): 1 копейка ; 1771-1819 ;  ; Cu ; F/F+ ; 26 ; ostman ; 275 
 615 ; Лот монет России (2шт): 2 копейки ; 1810,1863 ;  ; Cu ; F+/F ; 31 ; fen1art ; 181 
 616 ; Лот монет России (2шт): полушка ; 1731-1736 ;  ; Cu ; F/F+ ; 18 ; capable ; 28 
 617 ; Лот монет России (6шт): 1 копейка ; 1703-1911 ;  ; Cu ; F/F+ ; 39 ; марс7 ; 483 
 618 ; Лот монет России: 1 коп, денга (6шт). На одной из монет отверстие ; 1704-1770,18 век ;  ; Cu ; F/VG ; 131 ; nikita1980 ; 1929 
 619 ; Лот монет России: 2,1 коп, полушка (9шт) ; 18 век ;  ; Cu ; VG ; 42 ; kotok ; 73 
 620 ; Лот монет России (9шт): 2 копейки ; 1757-1801 ;  ; Cu ; F+ ; 68 ; ostman ; 806 
 621 ; Лот монет России (8шт): 1 копейка, 1/2 копейки ; 1840-1865 ;  ; Cu ; F/F+ ; 79 ; ostman ; 266 
 622 ; Лот монет России (8шт): 1 копейка ; 1757-1761 ;  ; Cu ; F/F+ ; 119 ; $$$ ; 306 
 623 ; Лот монет России (6шт): 2 копейки ; 1810-1841 ;  ; Cu ; F/F+ ; 150 ; foma71 ; 1202 
 624 ; Лот монет России: 2,1 коп, денга (11шт) ; 18,19 века ;  ; Cu ; VG ; 21 ; normancook ; 57 
 625 ; Лот монет России (2шт): 5 копеек ; 1766,1767 ;  ; Cu ; F-VF ; 65 ; ZET ; 359 
 626 ; Лот монет России (17шт): денга ; 1737-1909 ;  ; Cu ; F-VF/F ; 65 ; crackjack ; 361 
 627 ; Лот монет России (11шт): 2 копейки ; 1811-1903 ;  ; Cu ; F/F-VF ; 35 ; capable ; 261 
 628 ; Лот монет России: 3 коп (8шт) ; 1884-1915 ;  ; Cu ; VG/F ; 42 ; capable ; 101 
 629 ; Лот монет России (6шт): 5 копеек ; 1870-1911 ;  ; Cu ; F/F-VF ; 19 ; lgvspb ; 219 
 630 ; Лот монет России (4шт): 5к,3к,2к ; 1757-1859 ;  ; Cu ; F/F+ ; 11 ; Al0851 ; 36 
 631 ; Лот монет России (6шт): полушка ; 1722-1735 ;  ; Cu ; F/F+ ; 90 ; ФВС ; 315 
 632 ; Лот монет России (5шт): денга, полушка ; 1760-1771 ;  ; Cu ; F/F+ ; 56 ; Al0851 ; 188 
 633 ; Лот монет России: полушка, 1/4 коп (4шт) ; 1720-1840 ;  ; Cu ; F/F+ ; 32 ; capable ; 81 
 634 ; Лот монет России: денга, деньга,1/2 коп (6шт) ; 1737-1900 ;  ; Cu ; F/F+ ; 53 ; ostman ; 786 
 635 ; Лот монет России: 2,1 коп (3шт) ; 1817-1858 ;  ; Cu ; F/F+ ; 16 ; zid200 ; 56 
 636 ; Лот монет России: 2,1,1/4 коп, денга (4шт) ; 1750-1840 ;  ; Cu ; F/F+ ; 57 ; foma71 ; 327 
 637 ; Лот монет России (9шт): денга ; 1731-1753 ;  ; Cu ; F/F+ ; 85 ; kolhis ; 133 
 638 ; Лот монет России: денга, полушка (10шт) ; 18 век ;  ; Cu ; VG ; 81 ; normancook ; 117 
 639 ; Лот монет России: 5,3,2 коп (3шт) ; 1830,1837,1847 ;  ; Cu ; F/F+ ; 41 ; zid200 ; 926 
 640 ; Лот монет России: денга, полушка (7шт) ; 1730-1766 ;  ; Cu ; F+/F-VF ; 52 ; crackjack ; 181 
 641 ; Лот монет России: денга, полушка (7шт) ; 18 век ;  ; Cu ; VG ; 25 ; ilgamax ; 261 
 642 ; Лот монет России: 2 коп (9шт) ; 1897-1915 ;  ; Cu ; VG/F+ ; 58 ; NK ; 155 
 643 ; Лот монет России: 2,1 коп, денга (4шт) ; 1743-1801 ;  ; Cu ; VG ; 10 ; ostman ; 191 
 644 ; Лот монет России (3шт): денга ; 1772-1842 ;  ; Cu ; F/F+ ; 17 ; NK ; 132 
 645 ; Лот монет России (4шт): 1 копейка ; 1759-1854 ;  ; Cu ; F/F+ ; 38 ; ФВС ; 88 
 646 ; Лот монет России (4шт): 3к,2к ; 1758-1907 ;  ; Cu ; F/F+ ; 14 ; shneyder ; 159 
 647 ; Лот монет России: 1/2 коп (8шт) ; 1840-1842 ;  ; Cu ; F ; 15 ; ostman ; 84 
 648 ; Лот монет России (2шт): 3 копейки ; 1874,1870? ;  ; Cu ; VG ; 5 ; Опятор ; 16 
 649 ; Лот монет России (3шт): 1 копейка ; 1874,1895,1900 ;  ; Cu ; F+ ; 3 ; akula ; 105 
 650 ; Лот монет России: 3 коп (8шт) ; 1872-1915 ;  ; Cu ; VG/F ; 49 ; bragfe ; 138 
 651 ; Лот монет России (5шт): 1 копейка ; 1758-1761 ;  ; Cu ; F/F+ ; 76 ; foma71 ; 161 
 652 ; Лот монет России: 1 коп (10шт) ; 1877-1916 ;  ; Cu ; F/F+ ; 45 ; bragfe ; 234 
 653 ; Лот монет России (5шт): 2 копейки ; 1771-1853 ;  ; Cu ; F/F+ ; 50 ; г.а.в ; 1019 
 654 ; Лот монет России: 2,1,1/2 коп, денежка (7шт) ; 1840-1898 ;  ; Cu ; VG ; 22 ; bragfe ; 32 
 655 ; Лот монет России: 2,1 коп, денга (9шт). На одной монете отверстие ; 18,19,20 века ;  ; Cu ; VG ; 18 ; normancook ; 59 
 656 ; Лот монет России (5шт): 1 копейка ; 1758-1760 ;  ; Cu ; F/F+ ; 96 ; Al0851 ; 179 
 557 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; VF ; 35 ; niger ; 807 
 558 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; XF- ; 78 ; кве ; 1512 
 559 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 51 ; akula ; 63 
 560 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 38 ; kb-antil77 ; 153 
 561 ; Полушка ; 1702 ;  ; Cu ; F ; 36 ; золотозолото ; 776 
 562 ; Полушка (Ильин-3р) ; 1705 ;  ; Cu ; F ; 39 ; ostman ; 1286 
 563 ; Полушка ; 1718 ;  ; Cu ; F-VF ; 22 ; ШВС59 ; 391 
 564 ; Полушка. Подделка в ущерб обращению ; 1720 ;  ; Cu ; F+ ; 79 ; murka1973 ; 614 
 565 ; Полушка ; 1720 ;  ; Cu ; F ; 21 ; Al0851 ; 57 
 566 ; Полушка ; 1721 ;  ; Cu ; F ; 31 ; нет (превышен) ; 204 
 567 ; Полушка ; 1721 ;  ; Cu ; F ; 15 ; Al0851 ; 87 
 568 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 104 ; Света ; 251 
 569 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 30 ; Lasto4kaSPB ; 113 
 570 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 27 ; dimon46 ; 78 
 571 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 20 ; Al0851 ; 57 
 572 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 40 ; росвет ; 55 
 573 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 21 ; capable ; 22 
 574 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 29 ; himik121 ; 39 
 575 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 27 ; himik121 ; 92 
 576 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F+ ; 64 ; Al0851 ; 77 
 577 ; Полушка ; 1747 ; Орёл 1744 г. ; Cu ; F ; 2 ; overshtag ; 33 
 578 ; Полушка. Тип герба 1744г ; 1750 ; Орёл 1744 г. ; Cu ; F ; 5 ; Alaska ; 35 
 579 ; Полушка. Тип герба 1748г ; 1750 ; Орёл 1744 г. ; Cu ; F-VF ; 91 ; ШВС59 ; 839 
 580 ; Полушка ; 1766 ; ЕМ ; Cu ; F-VF ; 81 ; Света ; 816 
 581 ; Полушка ; 1769 ; ЕМ ; Cu ; F+ ; 53 ; Света ; 327 
 582 ; Полушка (Петров-3р, Ильин-5р) ; 1786 ; КМ ; Cu ; F+ ; 65 ; $$$ ; 1625 
 583 ; Полушка (Петров-5р, Ильин-5р) ; 1793 ;  ; Cu ; F ; 67 ; ФВС ; 1062 
 584 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 66 ; dimon46 ; 273 
 585 ; 1/4 копейки ; 1844 ; СМ ; Cu ; F+ ; 43 ; nekff ; 61 
 586 ; 1/4 копейки (Ильин-2р) ; 1882 ; СПБ ; Cu ; VF-XF ; 77 ; ten nochi ; 10199 
 587 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 94 ; Света ; 674 
 588 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 36 ; zuza ; 804 
 589 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 38 ; Ходор ; 721 
 590 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; XF- ; 79 ; Света ; 803 
 591 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 59 ; raise ; 779 
 592 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; F+ ; 57 ; Blagorodie ; 453 
 593 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 97 ; o.k. ; 705 
 594 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; F-VF ; 28 ; kotok ; 445 
 595 ; 1 копейки "оккупация" ; 1916A ;  ; Fe ; F-VF ; 33 ; гриша ; 408 
 596 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 50 ; lsp25 ; 144 
 597 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 36 ; lsp25 ; 144 
 598 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 114 ; Artemon ; 288 
 599 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF+ ; 75 ; lsp25 ; 121 
 600 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 34 ; NK ; 55 
 601 ; 1 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 65 ; Bagdan ; 93 
 602 ; Лот монет России: копейка (4шт) ; 1759-1841 ;  ; Cu ; VG/F ; 43 ; NK ; 50 
 603 ; Лот монет России: 5,1 коп, денежка,1/2 коп (5шт) ; 1759-1913 ;  ; Cu ; VG/F+ ; 39 ; smaci ; 90 
 604 ; Лот монет России: 2,1 коп, денга (3шт) ; 1737,1903,1914 ;  ; Cu ; F/F-VF ; 25 ; NK ; 96 
 605 ; Лот монет России: 1 коп, полушка (3шт) ; 1717-1758 ;  ; Cu ; F ; 31 ; Kadzuk ; 1530 
 606 ; Лот монет России: 2 коп, денга, полушка (3шт) ; 1700-1811 ;  ; Cu ; F+/F ; 63 ; SSK ; 1001 
 507 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 61 ; kb-antil77 ; 71 
 508 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 23 ; kb-antil77 ; 63 
 509 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 58 ; Johnel ; 206 
 510 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 50 ; uuu ; 80 
 511 ; Копейка ; 1915 ;  ; Cu ; VF ; 15 ; sportmini ; 48 
 512 ; Копейка ; 1915 ;  ; Cu ; AU ; 52 ; dimon46 ; 209 
 513 ; Копейка ; 1915 ;  ; Cu ; AU ; 49 ; dimon46 ; 219 
 514 ; Копейка ; 1915 ;  ; Cu ; AU ; 73 ; Johnel ; 249 
 515 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 43 ; NK ; 65 
 516 ; Копейка ; 1915 ;  ; Cu ; AU ; 12 ; ZET ; 306 
 517 ; Денга ; 1704 ;  ; Cu ; F ; 87 ; жека.. ; 989 
 518 ; Денга ; 1707 ;  ; Cu ; F+ ; 48 ; золотозолото ; 1184 
 519 ; Денга ; 1713 ;  ; Cu ; F+ ; 50 ; ФВС ; 1020 
 520 ; Денга ; 1730 ;  ; Cu ; F ; 53 ; foma71 ; 827 
 521 ; Денга. Аверс/Реверс 25 градусов ; 1731 ;  ; Cu ; F+ ; 21 ; imi ; 45 
 522 ; Денга ; 1731 ;  ; Cu ; F+ ; 61 ; nikita1980 ; 171 
 523 ; Денга ; 1737 ;  ; Cu ; F+ ; 24 ; ФВС ; 35 
 524 ; Денга ; 1738 ;  ; Cu ; F-VF ; 27 ; NK ; 37 
 525 ; Денга ; 1740 ;  ; Cu ; F-VF ; 46 ; santan93 ; 70 
 526 ; Денга ; 1741 ;  ; Cu ; F+ ; 15 ; imi ; 91 
 527 ; Денга ; 1743 ;  ; Cu ; F+ ; 2 ; Cheral2008 ; 156 
 528 ; Денга ; 1746 ;  ; Cu ; F-VF ; 18 ; кабан ; 27 
 529 ; Денга ; 1748 ;  ; Cu ; F-VF ; 24 ; NK ; 37 
 530 ; Денга ; 1748 ;  ; Cu ; F+ ; 11 ; марс7 ; 35 
 531 ; Денга ; 1749 ;  ; Cu ; F-VF ; 39 ; ФВС ; 44 
 532 ; Денга ; 1750 ;  ; Cu ; F+ ; 95 ; мяу ; 152 
 533 ; Денга ; 1751 ;  ; Cu ; F+ ; 22 ; alex2209 ; 37 
 534 ; Денга ; 1754 ;  ; Cu ; F ; 23 ; Al0851 ; 133 
 535 ; Денга ; 1757 ;  ; Cu ; F-VF ; 36 ; кабан2 ; 237 
 536 ; Денга ; 1766 ; ЕМ ; Cu ; F-VF ; 53 ; avc ; 205 
 537 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 48 ; черная экономика ; 557 
 538 ; Денга ; 1770 ; ЕМ ; Cu ; F+ ; 45 ; botcool ; 129 
 539 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 43 ; SSK ; 1350 
 540 ; Денга ; 1776 ; КМ "Сибирь" ; Cu ; F ; 79 ; кабан ; 592 
 541 ; Денга ; 1786 ; ЕМ ; Cu ; F+ ; 30 ; нет (превышен) ; 351 
 542 ; Денга ; 1790 ; ЕМ ; Cu ; F ; 53 ; марс7 ; 360 
 543 ; Денга (Ильин-1р) ; 1792 ; КМ ; Cu ; F-VF ; 111 ; ostman ; 1171 
 544 ; Денга ; 1793 ; ЕМ ; Cu ; F+ ; 12 ; джокер ; 301 
 545 ; Денга ; 1795 ; ЕМ ; Cu ; F+ ; 40 ; Al0851 ; 78 
 546 ; Деньга ; 1797 ; ЕМ ; Cu ; F-VF ; 100 ; Света ; 385 
 547 ; Деньга ; 1798 ; ЕМ ; Cu ; VF+ ; 120 ; Rosomaxa ; 2000 
 548 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF ; 74 ; NK ; 165 
 549 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 16 ; alex2209 ; 31 
 550 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F+ ; 63 ; Света ; 68 
 551 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 43 ; lgvspb ; 79 
 552 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F+ ; 29 ; lsp25 ; 53 
 553 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 60 ; uuu ; 215 
 554 ; 1/2 копейки ; 1843 ; СМ ; Cu ; F+ ; 44 ; Света ; 119 
 555 ; 1/2 копейки (Ильин-1р) ; 1846 ; СМ ; Cu ; F-VF ; 91 ; Vitold ; 710 
 556 ; 1/2 копейки ; 1877 ; СПБ ; Cu ; VF+ ; 78 ; ФВС ; 989 
 457 ; 2 копейки ; 1847 ; СМ ; Cu ; F+ ; 28 ; SSK ; 591 
 458 ; 2 копейки ; 1859 ; ЕМ ; Cu ; F-VF ; 19 ; мяу ; 352 
 459 ; 2 копейки ; 1859 ; ЕМ ; Cu ; F+ ; 49 ; 1ИЛЬЯ ; 419 
 460 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF ; 3 ; Так!!!! ; 209 
 461 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F ; 21 ; грос79 ; 59 
 462 ; 2 копейки ; 1879 ; СПБ ; Cu ; F+ ; 49 ; грос79 ; 72 
 463 ; 2 копейки ; 1899 ; СПБ ; Cu ; F+ ; 13 ; andreyM ; 42 
 464 ; 2 копейки ; 1900 ; СПБ ; Cu ; F+ ; 26 ; марс7 ; 206 
 465 ; 2 копейки ; 1902 ; СПБ ; Cu ; F+ ; 96 ; 13 ; 949 
 466 ; 2 копейки ; 1903 ; СПБ ; Cu ; F+ ; 4 ; ZET ; 37 
 467 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 10 ; черная экономика ; 120 
 468 ; 2 копейки ; 1905 ; СПБ ; Cu ; F+ ; 6 ; acidorov ; 91 
 469 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 32 ; nadya2006 ; 63 
 470 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 38 ; sforza ; 107 
 471 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 69 ; Оттар ; 89 
 472 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 33 ; lgvspb ; 72 
 473 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 34 ; uuu ; 92 
 474 ; 2 копейки ; 1915 ;  ; Cu ; VF- ; 27 ; kb-antil77 ; 39 
 475 ; 2 копейки ; 1915 ;  ; Cu ; VF- ; 42 ; pww78 ; 53 
 476 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 28 ; Злой 2 ; 567 
 477 ; 2 копейки ; 1916 ;  ; Cu ; XF+ ; 25 ; мишок ; 221 
 478 ; Копейка ; 1710 ; МД ; Cu ; VF- ; 48 ; ШВС59 ; 4194 
 479 ; Копейка ; 1715 ; НД ; Cu ; F-VF ; 76 ; niger ; 1219 
 480 ; Копейка (Петров-2р) ; 1756 ; ММД ; Cu ; F ; 54 ; ФВС ; 4284 
 481 ; Копейка. Перечекан из шведской медной монеты ? ; 1758 ;  ; Cu ; F-VF ; 49 ; $$$ ; 1304 
 482 ; Копейка ; 1759 ;  ; Cu ; F+ ; 45 ; lsp25 ; 116 
 483 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 55 ; 542 ; 144 
 484 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 33 ; ZET ; 333 
 485 ; Копейка ; 1761 ;  ; Cu ; F+ ; 23 ; Andrei2007 ; 34 
 486 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 146 ; astronom ; 554 
 487 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 55 ; lsp25 ; 173 
 488 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 76 ; ZET ; 190 
 489 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 60 ; Света ; 181 
 490 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 114 ; SSK ; 236 
 491 ; Копейка ; 1796 ; ЕМ ; Cu ; F+ ; 109 ; Lasto4kaSPB ; 214 
 492 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 40 ; ФВС ; 73 
 493 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 36 ; ФВС ; 82 
 494 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 39 ; volkov ; 340 
 495 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 23 ; dimon46 ; 77 
 496 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 12 ; черная экономика ; 227 
 497 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 36 ; NK ; 35 
 498 ; Копейка ; 1843 ; СМ ; Cu ; F+ ; 78 ; Света ; 113 
 499 ; Копейка ; 1853 ; ЕМ ; Cu ; F+ ; 25 ; botcool ; 35 
 500 ; Копейка ; 1894 ; СПБ ; Cu ; VF- ; 21 ; nadya2006 ; 108 
 501 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 13 ; NK ; 31 
 502 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 11 ; andreyM ; 36 
 503 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 52 ; taa ; 101 
 504 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 8 ; черная экономика ; 114 
 505 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 53 ; черная экономика ; 83 
 506 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 43 ; ZET ; 69 
 407 ; 2 копейки ; 1766 ; ММ ; Cu ; F-VF ; 19 ; lsp25 ; 284 
 408 ; 2 копейки ; 1769 ; ЕМ ; Cu ; F ; 9 ; Lapsho Pedun ; 189 
 409 ; 2 копейки ; 1770 ; ЕМ ; Cu ; F-VF ; 71 ; кабан2 ; 753 
 410 ; 2 копейки ; 1771 ; ЕМ ; Cu ; F+ ; 71 ; taa ; 261 
