 3207 ; Бона иностранная ;  ;  ;  ;  ; 34 ; бездельник22 ; 204 
 1579 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; F-VF ; 25 ; lelikband ; 70 
 1580 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 32 ; мармон ; 129 
 1581 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 7 ; solder13 ; 94 
 1582 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 31 ; Lеnin ; 65 
 1583 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 18 ; Lеnin ; 46 
 1584 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 19 ; Mike! ; 48 
 1585 ; 20 копеек ; 1931 ;  ; Ni ; VF-XF ; 6 ; Mike! ; 133 
 1586 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 4 ; Mike! ; 35 
 1587 ; 20 копеек ; 1933 ;  ; Ni ; VF-XF ; 4 ; Mike! ; 41 
 1588 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 77 ; tss ; 238 
 1589 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 30 ; amd4200 ; 70 
 1590 ; 15 копеек ; 1936 ;  ; Ni ; VF+ ; 56 ; lvl555 ; 219 
 1591 ; 15 копеек ; 1941 ;  ; Ni ; XF ; 26 ; tong ; 100 
 1592 ; 15 копеек ; 1944 ;  ; Ni ; F-VF ; 19 ; nikolay ; 179 
 1593 ; 15 копеек ; 1945 ;  ; Ni ; XF- ; 46 ; Qersej ; 312 
 1594 ; 15 копеек ; 1949 ;  ; Ni ; XF- ; 31 ; Qersej ; 542 
 1595 ; 10 копеек ; 1930 ;  ; Ag ; VF+ ; 45 ; sity007 ; 120 
 1596 ; 5 копеек ; 1941 ;  ; Br ; VF- ; 57 ; tirex ; 383 
 1597 ; 3 копейки ; 1933 ;  ; Br ; VF+ ; 37 ; lm5665 ; 93 
 1598 ; 2 копейки ; 1940 ;  ; Br ; VF- ; 3 ; Mike! ; 31 
 1599 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 24 ; Mike! ; 666 
 1600 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 7 ; asru ; 234 
 1501 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; VF+ ; 47 ; asru ; 53 
 1502 ; 20 копеек ; 1954 ;  ; Ni ; VF+ ; 3 ; Kleo ; 11 
 1503 ; 15 копеек ; 1946 ;  ; Ni ; F ; 26 ; mag ; 27 
 1504 ; 10 копеек ; 1932 ;  ; Ni ; VF-XF ; 31 ; MICMAC ; 80 
 1505 ; 10 копеек ; 1936 ;  ; Ni ; VF- ; 5 ; mag ; 28 
 1506 ; 10 копеек ; 1945 ;  ; Ni ; F-VF ; 52 ; ЮМК ; 117 
 1507 ; 10 копеек ; 1950 ;  ; Ni ; F ; 25 ; sity007 ; 31 
 1508 ; 10 копеек ; 1955 ;  ; Ni ; VF- ; 22 ; Blagorodie ; 25 
 1509 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF ; 2 ; 59 ; 10 
 1510 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 33 ; Simpaga ; 55 
 1511 ; 5 копеек ; 1930 ;  ; Br ; VF ; 2 ; 59 ; 22 
 1512 ; 5 копеек ; 1932 ;  ; Br ; F-VF ; 1 ; 59 ; 50 
 1513 ; 5 копеек ; 1953 ;  ; Br ; VF- ; 29 ; kro ; 53 
 1514 ; 5 копеек ; 1955 ;  ; Br ; VF ; 11 ; kro ; 23 
 1515 ; 3 копейки ; 1926 ;  ; Br ; F+ ; 23 ; Coins911 ; 33 
 1516 ; 3 копейки ; 1931 ;  ; Br ; F-VF ; 14 ; mag ; 33 
 1517 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 5 ; kro ; 21 
 1518 ; 3 копейки ; 1940 ;  ; Br ; VF ; 11 ; mag ; 20 
 1519 ; 3 копейки ; 1946 ;  ; Br ; F-VF ; 4 ; torandrey ; 5 
 1520 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 9 ; mag ; 10 
 1521 ; 3 копейки ; 1955 ;  ; Br ; F-VF ; 10 ; kro ; 11 
 1522 ; 2 копейки ; 1929 ;  ; Br ; VF- ; 67 ; piter_k ; 114 
 1523 ; 2 копейки ; 1931 ;  ; Br ; VF- ; 19 ; 59 ; 22 
 1524 ; 2 копейки ; 1956 ;  ; Br ; VF- ; 33 ; kro ; 40 
 1525 ; 2 копейки ; 1957 ; в венке герба 15 лент  ; Br ; F-VF ; 2 ; Kleo ; 6 
 1526 ; 1 копейка ; 1939 ;  ; Br ; VF+ ; 33 ; sity007 ; 81 
 1527 ; 1 копейка ; 1940 ;  ; Br ; VF-XF ; 58 ; EwgenM ; 83 
 1528 ; 1 копейка ; 1946 ;  ; Br ; XF+ ; 25 ; EwgenM ; 108 
 1529 ; 1 копейка ; 1952 ;  ; Br ; VF- ; 16 ; kro ; 23 
 1530 ; 1 копейка ; 1954 ;  ; Br ; VF ; 14 ; torandrey ; 15 
 1531 ; 1 копейка ; 1956 ;  ; Br ; VF+ ; 18 ; alexey_s ; 27 
 1532 ; 1 копейка ; 1957 ; в венке герба 15 лент  ; Br ; F-VF ; 24 ; lm5665 ; 25 
 1533 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 33 ; кабан ; 57 
 1534 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 9 ; asru ; 60 
 1535 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 4 ; obob999 ; 54 
 1536 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 13 ; Arkhangel ; 45 
 1537 ; 20 копеек ; 1961 ;  ; Cu-Ni ; F-VF ; 1 ; kladoiskatel ; 2 
 1538 ; 20 копеек ; 1961 ;  ; Cu-Ni ; F-VF ; 1 ; kladoiskatel ; 2 
 1539 ; 20 копеек ; 1979 ;  ; Cu-Ni ; VF ; 2 ; Grod ; 3 
 1540 ; 20 копеек ; 1980 ;  ; Cu-Ni ; VF+ ; 11 ; boba3 ; 17 
 1541 ; 20 копеек ; 1981 ;  ; Cu-Ni ; VF ; 2 ; boba3 ; 3 
 1542 ; 20 копеек ; 1982 ;  ; Cu-Ni ; VF ; 1 ; kladoiskatel ; 2 
 1543 ; 20 копеек ; 1983 ;  ; Cu-Ni ; VF+ ; 8 ; Kleo ; 7 
 1544 ; 20 копеек ; 1983 ;  ; Cu-Ni ; VF ; 1 ; kladoiskatel ; 2 
 1545 ; 20 копеек ; 1984 ;  ; Cu-Ni ; VF ; 1 ; kladoiskatel ; 2 
 1546 ; 20 копеек ; 1987 ;  ; Cu-Ni ; VF+ ; 1 ; kladoiskatel ; 2 
 1547 ; 20 копеек ; 1988 ;  ; Cu-Ni ; VF ; 2 ; Grod ; 3 
 1548 ; 20 копеек ; 1989 ;  ; Cu-Ni ; VF+ ; 1 ; Kleo ; 2 
 1549 ; 20 копеек ; 1990 ;  ; Cu-Ni ; VF-XF ; 1 ; Kleo ; 2 
 1550 ; 10 копеек ; 1983 ;  ; Cu-Ni ; VF ; 1 ; Kleo ; 2 
 1451 ; 5 рублей ; 1991 ; "Комплект ""Красная книга СССР ; биметалл ; AU ; 50 ; Vanusha ; 392 
 1452 ; 2 копейки ; 1934 ;  ; Br ; XF- ; 33 ; solder13 ; 169 
 1453 ; 1 копейка ; 1945 ;  ; Br ; VF+ ; 78 ; tirex ; 279 
 1454 ; 1 копейка ; 1927 ;  ; Br ; VF-XF ; 47 ; sity007 ; 261 
 1455 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 13 ; kladoiskatel ; 53 
 1456 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 12 ; obob999 ; 45 
 1457 ; 20 копеек ; 1924 ;  ; Ag ; XF+ ; 15 ; asru ; 72 
 1458 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 11 ; timberwolf ; 184 
 1459 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 42 ; Vico ; 184 
 1460 ; 20 копеек ; 1950 ;  ; Ni ; AU ; 22 ; sity007 ; 1632 
 1461 ; "Набор монет ""300 лет Российскому флоту"": 100,50,20,10,5,1 руб (6шт)" ; 1996 ;  ;  ; AU ; 86 ; Глол ; 4653 
 1462 ; 5 рублей ; 1989 ; Благовещенский собор в Москве  ; Cu-Ni ; Proof ; 10 ; Hant  ; 89 
 1463 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; Proof ; 11 ; Hant  ; 89 
 1464 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве  ; Cu-Ni ; Proof ; 12 ; Hant  ; 83 
 1465 ; 5 рублей ; 1990 ; Матенадаран.Ереван  ; Cu-Ni ; Proof ; 38 ; Hant  ; 86 
 1466 ; 5 рублей ; 1991 ; Архангельский собор в Москве  ; Cu-Ni ; Proof ; 10 ; Hant  ; 88 
 1467 ; 5 рублей ; 1990 ; Большой дворец в Петродворце  ; Cu-Ni ; Proof ; 12 ; Coins911 ; 102 
 1468 ; 5 рублей ; 1988 ; "Памятник в Новгороде ""Тысяче ; Cu-Ni ; Proof ; 9 ; Hant  ; 92 
 1469 ; 5 рублей ; 1988 ; Софийский собор в Киеве  ; Cu-Ni ; Proof ; 42 ; Hant  ; 131 
 1470 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде  ; Cu-Ni ; Proof ; 19 ; Hant  ; 100 
 1471 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве  ; Cu-Ni ; Proof ; 39 ; Hant  ; 164 
 1472 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 33 ; Hant  ; 95 
 1473 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; Proof ; 23 ; Hant  ; 86 
 1474 ; "50 копеек ""50 лет Советской власти""" ; 1967 ;  ; Cu/Ni ; AU ; 60 ; Copirchik ; 116 
 1475 ; "20 копеек ""50 лет Советской власти""" ; 1967 ;  ; Cu/Ni ; AU ; 61 ; Copirchik ; 116 
 1476 ; "15 копеек ""50 лет Советской власти""" ; 1967 ;  ; Cu/Ni ; AU ; 61 ; Copirchik ; 116 
 1477 ; "10 копеек ""50 лет Советской власти""" ; 1967 ;  ; Cu/Ni ; AU ; 66 ; Zeratul ; 113 
 1478 ; 5 копеек ; 1939 ;  ; Br ; VF- ; 39 ; mag ; 165 
 1479 ; 5 копеек ; 1950 ;  ; Br ; VF- ; 68 ; mag ; 171 
 1480 ; 5 копеек ; 1952 ;  ; Br ; VF- ; 17 ; kro ; 55 
 1481 ; 5 копеек ; 1953 ;  ; Br ; VF ; 15 ; lm5665 ; 24 
 1482 ; 3 копейки ; 1926 ;  ; Br ; VF+ ; 42 ; serg007 ; 56 
 1483 ; 2 копейки ; 1926 ;  ; Br ; VF-XF ; 37 ; MICMAC ; 204 
 1484 ; 1 копейка ; 1926 ;  ; Br ; VF-XF ; 34 ; lvl555 ; 430 
 1485 ; Полкопейки ; 1925 ;  ; Cu ; AU ; 54 ; vladimir232 ; 729 
 1486 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 19 ; Hant  ; 86 
 1487 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ  ; Cu-Ni ; AU ; 4 ; vladimir232 ; 61 
 1488 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 3 ; Hant  ; 56 
 1489 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета  ; Cu-Ni ; AU ; 3 ; Hant  ; 56 
 1490 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 4 ; Hant  ; 56 
 1491 ; 10 рублей ; 2000 ; ММД 55 лет Победы  ; биметалл ; AU ; 33 ; mag ; 44 
 1492 ; 10 рублей ; 2007 ; Вологда. Древние города России ; биметалл ; AU ; 14 ; mihadjan ; 36 
 1493 ; 10 рублей ; 2007 ; Архангельская область  ; биметалл ; AU ; 7 ; andre2806 ; 34 
 1494 ; 10 рублей. Республика Хакасия. СПМД ; 2007 ;  ; биметалл ; AU ; 7 ; andre2806 ; 30 
 1495 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 30 ; alex995 ; 31 
 1496 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 19 ; lelikband ; 50 
 1497 ; 15 копеек ; 1931 ;  ; Ni ; VF-XF ; 1 ; 59 ; 101 
 1498 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 3 ; 59 ; 30 
 1499 ; 15 копеек ; 1932 ;  ; Ni ; VF- ; 4 ; lelikband ; 40 
 1500 ; 15 копеек ; 1933 ;  ; Ni ; VF ; 2 ; mag ; 79 
 1401 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 4 ; нумизмат ; 150 
 1402 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 8 ; uin1972 ; 128 
 1403 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 7 ; Eugen ; 129 
 1404 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 7 ; tirex ; 159 
 1405 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 65 ; Eugen ; 102 
 1406 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 9 ; нумизмат ; 204 
 1407 ; 1 рубль. Большая звезда ; 1980 ;  ; Cu-Ni ; AU ; 12 ; romanov21 ; 200 
 1408 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 21 ; krokodil ; 227 
 1409 ; 1 рубль. Большая звезда ; 1981 ;  ; Cu-Ni ; AU ; 8 ; nikolay ; 184 
 1410 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 11 ; Eugen ; 101 
 1411 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 19 ; aleksius ; 161 
 1412 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 21 ; Eugen ; 80 
 1413 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 3 ; Eugen ; 51 
 1414 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 27 ; Eugen ; 102 
 1415 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 19 ; Eugen ; 102 
 1416 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 27 ; Eugen ; 87 
 1417 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 15 ; мармон ; 102 
 1418 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 14 ; papa3 ; 102 
 1419 ; 1 рубль ; 1991 ; ЛМД  ; Cu-Ni ; AU ; 46 ; EwgenM ; 204 
 1420 ; 1 рубль ; 1991 ; ММД  ; Cu-Ni ; AU ; 14 ; papa3 ; 128 
 1421 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 29 ; 61К ; 499 
 1422 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; AU ; 61 ; Gop ; 289 
 1423 ; 20 копеек ; 1944 ;  ; Ni ; XF ; 47 ; serg007 ; 192 
 1424 ; 15 копеек ; 1921 ;  ; Ag ; XF ; 30 ; 61К ; 2335 
 1425 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 59 ; Lotus 99 ; 303 
 1426 ; 15 копеек ; 1935 ;  ; Ni ; VF-XF ; 75 ; 61К ; 1434 
 1427 ; 15 копеек ; 1936 ;  ; Ni ; AU ; 91 ; 61К ; 612 
 1428 ; 15 копеек ; 1940 ;  ; Ni ; XF ; 31 ; boba3 ; 338 
 1429 ; 10 копеек ; 1936 ;  ; Ni ; XF+ ; 41 ; rizovtpl ; 209 
 1430 ; 5 копеек ; 1957 ; в венке герба 15 лент  ; Br ; AU ; 36 ; Basilio ; 174 
 1431 ; 2 копейки ; 1924 ; Гурт гладкий  ; Cu ; F-VF ; 22 ; Vanomah ; 271 
 1432 ; Набор монет ос-ва Шпицберген (6 шт): 5, 2, 1, 0,5, 0,25, 0,1 ; 1998 ;  ;  ; AU ; 60 ; Глол ; 3674 
 1433 ; Набор монет ос-ва Шпицберген (4 шт): 100, 50, 25, 10 рублей ; 1993 ;  ;  ; AU ; 55 ; krokodil ; 3570 
 1434 ; 50 рублей ; 1994 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 28 ; Hant  ; 1273 
 1435 ; 50 рублей ; 1993 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 39 ; Hant  ; 1106 
 1436 ; 10 рублей ; 1992 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 62 ; Hant  ; 1323 
 1437 ; 5 рублей ; 1991 ; "Комплект ""Красная книга СССР ; биметалл ; AU ; 13 ; Hant  ; 348 
 1438 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А ; Cu-Ni ; AU ; 34 ; krokodil ; 394 
 1439 ; 2 копейки ; 1986 ;  ; Cu-Zn ; VF+ ; 3 ; ton2519 ; 4 
 1440 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 25 ; kladoiskatel ; 46 
 1441 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 14 ; kladoiskatel ; 46 
 1442 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 13 ; kladoiskatel ; 49 
 1443 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 10 ; kladoiskatel ; 46 
 1444 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 11 ; zxc55 ; 48 
 1445 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 7 ; obob999 ; 44 
 1446 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 25 ; serg007 ; 81 
 1447 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 12 ; asru ; 63 
 1448 ; 20 копеек ; 1932 ;  ; Ni ; VF- ; 4 ; ЧИС ; 32 
 1449 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 3 ; тнн ; 31 
 1450 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы  ; Cu-Ni ; Proof ; 42 ; igor_r65 ; 236 
 1351 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 22 ; solder13 ; 102 
 1352 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 20 ; джон007 ; 43 
 1353 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 49 ; мармон ; 102 
 1354 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 23 ; мармон ; 114 
 1355 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 8 ; sergfokin ; 36 
 1356 ; 50 копеек ; 1964 ;  ; Cu-Ni ; AU ; 12 ; джон007 ; 29 
 1357 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 31 ; Zeratul ; 62 
 1358 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF+ ; 10 ; kro ; 33 
 1359 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF ; 49 ; mihadjan ; 50 
 1360 ; 50 копеек ; 1989 ; (1989)  ; Cu-Ni ; AU ; 15 ; мармон ; 153 
 1361 ; 50 копеек ; 1989 ; (1989)  ; Cu-Ni ; AU ; 9 ; Zeratul ; 153 
 1362 ; 50 копеек ; 1991 ; (1991)  ; Cu-Ni ; AU ; 34 ; Zeratul ; 259 
 1363 ; 20 копеек ; 1953 ;  ; Ni ; VF-XF ; 8 ; Poiuyt ; 13 
 1364 ; 20 копеек ; 1954 ;  ; Ni ; XF- ; 19 ; Бамс ; 26 
 1365 ; 20 копеек ; 1955 ;  ; Ni ; XF- ; 23 ; mag ; 28 
 1366 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 8 ; alexey_s ; 11 
 1367 ; 20 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; AU ; 4 ; sergfokin ; 30 
 1368 ; 15 копеек ; 1954 ;  ; Ni ; VF-XF ; 7 ; serg007 ; 7 
 1369 ; 15 копеек ; 1955 ;  ; Ni ; XF- ; 12 ; lm5665 ; 18 
 1370 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF- ; 6 ; surf2k5 ; 16 
 1371 ; 10 копеек ; 1953 ;  ; Ni ; VF-XF ; 7 ; serg007 ; 14 
 1372 ; 10 копеек ; 1954 ;  ; Ni ; VF-XF ; 3 ; serg007 ; 4 
 1373 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 5 ; lm5665 ; 5 
 1374 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; AU ; 14 ; AnKI ; 48 
 1375 ; 10 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF ; 3 ; surf2k5 ; 11 
 1376 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 19 ; Blagorodie ; 23 
 1377 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 17 ; Blagorodie ; 21 
 1378 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 19 ; sity007 ; 43 
 1379 ; 5 копеек ; 1953 ;  ; Br ; VF+ ; 29 ; sity007 ; 38 
 1380 ; 5 копеек ; 1956 ;  ; Br ; XF- ; 23 ; alexey_s ; 27 
 1381 ; 5 копеек ; 1957 ; в венке герба 15 лент  ; Br ; XF ; 36 ; sity007 ; 35 
 1382 ; 5 копеек ; 1967 ;  ; Cu-Zn ; AU ; 15 ; мармон ; 408 
 1383 ; 50 рублей ; 1992 ; ЛМД биметалл  ; Cu-Zn ; AU ; 28 ; solder13 ; 69 
 1384 ; 5 ; 1998 ; о.Шпицберген  ;  ; AU ; 30 ; krokodil ; 594 
 1385 ; 2 ; 1998 ; о.Шпицберген  ;  ; AU ; 30 ; krokodil ; 594 
 1386 ; 0,5 ; 1998 ; о.Шпицберген  ;  ; AU ; 36 ; est4o ; 266 
 1387 ; 0,25 ; 1998 ; о.Шпицберген  ;  ; AU ; 25 ; ton2519 ; 278 
 1388 ; 0,1 ; 1998 ; о.Шпицберген  ;  ; AU ; 20 ; est4o ; 267 
 1389 ; 1 рубль ; 1986 ; Международный год мира.В рубле ; Cu-Ni ; XF+ ; 63 ; lvl555 ; 600 
 1390 ; 1 рубль ; 1986 ; Международный год мира  ; Cu-Ni ; AU ; 31 ; Hant  ; 107 
 1391 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 11 ; Blagorodie ; 133 
 1392 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 25 ; Eugen ; 46 
 1393 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 15 ; Blagorodie ; 147 
 1394 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 8 ; shknikolay ; 133 
 1395 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 6 ; shknikolay ; 138 
 1396 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 37 ; Eugen ; 101 
 1397 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 8 ; romanov21 ; 170 
 1398 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 15 ; Blagorodie ; 138 
 1399 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 47 ; Eugen ; 110 
 1400 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 9 ; solder13 ; 131 
 1301 ; 3 рубля ; 2002 ; ММД Церковь Спаса Нерукотворно ; Ag ; Proof ; 18 ; xey ; 4465 
 1302 ; 3 рубля ; 1997 ; ММД 850 лет Москве. Древние зо ; Ag ; Proof ; 27 ; Гурий ; 1977 
 1303 ; 3 рубля ; 1995 ; "ЛМД ""Сохраним наш мир"". Соб ; Ag ; AU ; 31 ; alyans-met ; 650 
 1304 ; 3 рубля ; 2000 ; СПМД Пушкин.Дворц.-парк.ансамб ; Ag ; Proof ; 52 ; Jack ; 9684 
