 3241 ; Бона иностранная ;  ;  ;  ;  ; 38 ; кузин ; 171 
 1538 ; 10 копеек ; 1940 ;  ; Ni ; XF- ; 102 ; да ; 347 
 1539 ; 5 копеек ; 1954 ;  ; Br ; AU ; 78 ; erdnaj ; 611 
 1540 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; Proof ; 92 ; lesnik1 ; 956 
 1541 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 37 ; lesnik1 ; 306 
 1542 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 28 ; fontanka ; 915 
 1543 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 98 ; Batya.Manowar ; 250 
 1544 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; Proof ; 34 ; fontanka ; 726 
 1545 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Ме ; Cu-Ni ; Proof ; 47 ; Elvin ; 717 
 1546 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; Proof ; 36 ; Elvin ; 625 
 1547 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 58 ; masha ; 111 
 1548 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 44 ; masha ; 882 
 1549 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 35 ; bcs ; 102 
 1550 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; Proof ; 8 ; Elvin ; 408 
 1551 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 11 ; Elvin ; 313 
 1552 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 41 ; zhekka ; 41 
 1553 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 13 ; Snach ; 400 
 1554 ; 100 рублей ; 1992 ; ММД биметалл ; Cu-Ni ; AU ; 69 ; АЦТЕК ; 1597 
 1555 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 32 ; zhekka ; 31 
 1556 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 31 ; zhekka ; 34 
 1557 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 30 ; bcs ; 29 
 1558 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; XF ; 37 ; zhekka ; 46 
 1559 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 10 ; masha ; 36 
 1560 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 18 ; romchik_80 ; 70 
 1561 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF ; 8 ; masha ; 19 
 1562 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; VF+ ; 7 ; rrr ; 7 
 1563 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 32 ; bcs ; 53 
 1564 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 32 ; nikolay3 ; 31 
 1565 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 11 ; nikolay3 ; 17 
 1566 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 11 ; fpd7 ; 11 
 1567 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF- ; 13 ; fpd7 ; 19 
 1568 ; 20 копеек ; 1931 ;  ; Ni ; XF ; 31 ; Lotus 99 ; 237 
 1569 ; 20 копеек ; 1932 ;  ; Ni ; F-VF ; 3 ; rrr ; 14 
 1570 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 7 ; хруст ; 18 
 1571 ; 15 копеек ; 1931 ;  ; Ni ; XF- ; 63 ; kud_al ; 367 
 1572 ; 15 копеек. Ав/Рев 20 градусов ; 1932 ;  ; Ni ; XF- ; 47 ; erdnaj ; 94 
 1573 ; 10 копеек ; 1934 ;  ; Ni ; F ; 70 ; Олег33 ; 224 
 1574 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; F-VF ; 25 ; romchik_80 ; 35 
 1575 ; 20 копеек ; 1946 ; л/с звезда плоская ; Ni ; VF- ; 15 ; romchik_80 ; 35 
 1576 ; 20 копеек ; 1945 ;  ; Ni ; XF- ; 6 ; Poiuyt ; 36 
 1577 ; 20 копеек ; 1954 ;  ; Ni ; VF-XF ; 5 ; rrr ; 16 
 1578 ; 20 копеек ; 1955 ;  ; Ni ; VF+ ; 29 ; romchik_80 ; 40 
 1579 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF-XF ; 5 ; rrr ; 16 
 1580 ; 20 копеек ; 1949 ;  ; Ni ; VF- ; 19 ; хруст ; 38 
 1581 ; 20 копеек ; 1939 ;  ; Ni ; VF+ ; 45 ; skia ; 183 
 1582 ; 20 копеек ; 1955 ;  ; Ni ; VF+ ; 2 ; хруст ; 23 
 1583 ; 20 копеек ; 1935 ; л/с звезда плоская ; Ni ; VF+ ; 28 ; rrr ; 71 
 1584 ; 20 копеек ; 1952 ;  ; Ni ; XF- ; 19 ; romchik_80 ; 40 
 1585 ; 20 копеек ; 1938 ; л/с звезда плоская ; Ni ; VF- ; 51 ; Poiuyt ; 59 
 1586 ; 20 копеек ; 1948 ;  ; Ni ; VF- ; 2 ; хруст ; 13 
 1487 ; 2 копейки ; 1948 ;  ; Br ; F-VF ; 47 ; nisni ; 104 
 1488 ; 2 копейки ; 1952 ;  ; Br ; F-VF ; 37 ; nisni ; 104 
 1489 ; 2 копейки ; 1955 ;  ; Br ; VF- ; 37 ; nisni ; 104 
 1490 ; 2 копейки ; 1957 ; в венке герба 15 лент ; Br ; XF- ; 3 ; elac ; 114 
 1491 ; 2 копейки ; 1935 ;  ; Br ; F+ ; 13 ; жаба ; 34 
 1492 ; 1 копейка ; 1936 ;  ; Br ; VF ; 22 ; rmiller ; 33 
 1493 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 33 ; skia ; 42 
 1494 ; 1 копейка ; 1937 ;  ; Br ; VF- ; 36 ; lm5665 ; 71 
 1495 ; 1 копейка ; 1938 ;  ; Br ; F-VF ; 6 ; rmiller ; 16 
 1496 ; 1 копейка ; 1939 ;  ; Br ; VF+ ; 15 ; Poiuyt ; 38 
 1497 ; 1 копейка ; 1946 ;  ; Br ; VF+ ; 3 ; zhekka ; 14 
 1498 ; 1 копейка ; 1949 ;  ; Br ; AU ; 43 ; да ; 209 
 1499 ; 1 копейка ; 1950 ;  ; Br ; VF+ ; 30 ; rrr ; 147 
 1500 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 22 ; fanis ; 22 
 1501 ; 1 копейка ; 1927 ;  ; Br ; XF+ ; 98 ; verazal ; 969 
 1502 ; 1 копейка ; 1934 ;  ; Br ; F-VF ; 30 ; rrr ; 125 
 1503 ; 1 копейка ; 1930 ;  ; Br ; F-VF ; 45 ; finder ; 266 
 1504 ; 2 рубля ; 1999 ; СПМД ; Cu-Ni-Zn ; XF ; 83 ; suhua ; 120 
 1505 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; XF+ ; 3 ; skif ; 24 
 1506 ; 1 рубль ; 1999 ; СПМД 200 лет со дня рождения А ; Cu-Ni ; XF ; 110 ; skif ; 229 
 1507 ; 1 рубль ; 2001 ; 10 лет СНГ ; Cu-Ni ; XF+ ; 31 ; romchik_80 ; 45 
 1508 ; Лот монет СССР (9шт): 5 копеек ; 1930-1947 ;  ; Br ; F+/VF ; 4 ; rrr ; 108 
 1509 ; Лот монет СССР (8шт): 3 копейки, 2 копейки ; 1931-1975 ;  ; Br ; F+/VF- ; 40 ; bh ; 70 
 1510 ; Лот монет СССР (6шт): 1 копейка ; 1928-1957 ;  ; Br ; F/VF ; 43 ; хруст ; 77 
 1511 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 2 ; alex995 ; 3 
 1512 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 51 ; focus-nik2006 ; 51 
 1513 ; 1 рубль ; 1986 ;  ; Cu-Ni ; VF-XF ; 1 ; latuza48186 ; 150 
 1514 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF-XF ; 19 ; focus-nik2006 ; 55 
 1515 ; 1 рубль ; 1989 ;  ; Cu-Ni ; VF-XF ; 2 ; suhua ; 153 
 1516 ; 5 копеек ; 1946 ;  ; Br ; F-VF ; 10 ; lelik35 ; 10 
 1517 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 7 ; sandy ; 15 
 1518 ; 5 копеек ; 1954 ;  ; Br ; VF- ; 3 ; lelik35 ; 6 
 1519 ; 5 копеек ; 1955 ;  ; Br ; VF- ; 11 ; opop ; 10 
 1520 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF ; 2 ; lelik35 ; 3 
 1521 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 4 ; Мишок ; 4 
 1522 ; 3 копейки ; 1931 ;  ; Br ; VF ; 15 ; lelik35 ; 13 
 1523 ; 3 копейки ; 1938 ;  ; Br ; F-VF ; 9 ; lelik35 ; 8 
 1524 ; 3 копейки ; 1940 ;  ; Br ; F-VF ; 9 ; lelik35 ; 8 
 1525 ; 3 копейки ; 1943 ;  ; Br ; VF- ; 9 ; zhekka ; 10 
 1526 ; 3 копейки ; 1949 ;  ; Br ; VF ; 23 ; nisni ; 32 
 1527 ; 3 копейки ; 1957 ; в венке герба 15 лент ; Br ; F-VF ; 7 ; obob999 ; 6 
 1528 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF- ; 5 ; suhua ; 32 
 1529 ; 1 копейка ; 1949 ;  ; Br ; VF ; 15 ; rmiller ; 16 
 1530 ; 1 копейка ; 1954 ;  ; Br ; VF+ ; 12 ; lelik35 ; 13 
 1531 ; 1 копейка ; 1956 ;  ; Br ; VF ; 20 ; alex995 ; 31 
 1532 ; 1 копейка ; 1957 ; в венке герба 15 лент ; Br ; VF- ; 3 ; rmiller ; 4 
 1533 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 6 ; Arkhangel ; 59 
 1534 ; 10 копеек ; 1927 ;  ; Ag ; VF- ; 25 ; romchik_80 ; 64 
 1535 ; 10 копеек ; 1928 ;  ; Ag ; VF- ; 45 ; finder ; 100 
 1536 ; 15 копеек ; 1940 ;  ; Ni ; AU ; 64 ; borism ; 689 
 1437 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 73 ; wladimir1972 ; 216 
 1438 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 64 ; suhua ; 181 
 1439 ; 5 копеек ; 1927 ;  ; Br ; VF- ; 47 ; Олег33 ; 6996 
 1440 ; 5 копеек ; 1962 ;  ; Cu-Zn ; XF+ ; 89 ; erdnaj ; 209 
 1441 ; 5 копеек ; 1929 ;  ; Br ; F-VF ; 61 ; lm5665 ; 220 
 1442 ; 5 копеек ; 1930 ;  ; Br ; VF ; 13 ; natallli ; 23 
 1443 ; 5 копеек ; 1940 ;  ; Br ; VF ; 23 ; orel66 ; 42 
 1444 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 4 ; Фандорин ; 44 
 1445 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 15 ; natallli ; 13 
 1446 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 12 ; rrr ; 22 
 1447 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF+ ; 70 ; tdp ; 955 
 1448 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF+ ; 48 ; finder ; 134 
 1449 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF+ ; 3 ; zhekka ; 14 
 1450 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 31 ; fanis ; 89 
 1451 ; 3 копейки ; 1931 ;  ; Br ; VF- ; 7 ; natallli ; 17 
 1452 ; 3 копейки ; 1932 ;  ; Br ; VF ; 56 ; nisni ; 132 
 1453 ; 3 копейки ; 1937 ;  ; Br ; VF+ ; 38 ; nisni ; 132 
 1454 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 26 ; orel66 ; 50 
 1455 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 14 ; zhekka ; 19 
 1456 ; 3 копейки ; 1954 ;  ; Br ; VF+ ; 40 ; хруст ; 116 
 1457 ; 3 копейки ; 1954 ;  ; Br ; VF- ; 6 ; rrr ; 16 
 1458 ; 3 копейки ; 1974 ;  ; Cu-Zn ; AU ; 51 ; shknikolay ; 70 
 1459 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF ; 2 ; zhekka ; 13 
 1460 ; 20 копеек ; 1950 ;  ; Ni ; AU ; 50 ; borism ; 2040 
 1461 ; 20 копеек ; 1954 ;  ; Ni ; VF-XF ; 7 ; Мишок ; 7 
 1462 ; 20 копеек ; 1955 ;  ; Ni ; XF- ; 5 ; romchik_80 ; 12 
 1463 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 4 ; lelik35 ; 5 
 1464 ; 15 копеек ; 1955 ;  ; Ni ; XF+ ; 4 ; lelik35 ; 5 
 1465 ; 15 копеек ; 1956 ;  ; Ni ; VF-XF ; 15 ; romchik_80 ; 16 
 1466 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF ; 4 ; lelik35 ; 5 
 1467 ; 10 копеек ; 1955 ;  ; Ni ; AU ; 10 ; Elvin ; 16 
 1468 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 6 ; Elvin ; 16 
 1469 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 15 ; Мишок ; 16 
 1470 ; 1 копейка ; 1940 ;  ; Br ; VF-XF ; 19 ; orel66 ; 31 
 1471 ; 2 копейки ; 1926 ;  ; Br ; VF ; 84 ; lesnik1 ; 159 
 1472 ; 2 копейки ; 1929 ;  ; Br ; VF+ ; 52 ; skia ; 173 
 1473 ; 2 копейки ; 1929 ;  ; Br ; VF+ ; 97 ; Qersej ; 681 
 1474 ; 2 копейки ; 1929 ;  ; Br ; VF ; 39 ; жаба ; 91 
 1475 ; 2 копейки ; 1930 ;  ; Br ; VF ; 61 ; хруст ; 119 
 1476 ; 2 копейки ; 1930 ;  ; Br ; VF- ; 32 ; хруст ; 32 
 1477 ; 2 копейки ; 1934 ;  ; Br ; VF- ; 17 ; хруст ; 32 
 1478 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 98 ; хруст ; 214 
 1479 ; 2 копейки ; 1936 ;  ; Br ; VF ; 7 ; zhekka ; 17 
 1480 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 2 ; rrr ; 13 
 1481 ; 2 копейки ; 1937 ;  ; Br ; F-VF ; 18 ; evgen72 ; 27 
 1482 ; 2 копейки ; 1937 ;  ; Br ; VF ; 65 ; masha ; 128 
 1483 ; 2 копейки ; 1938 ;  ; Br ; F-VF ; 2 ; rrr ; 23 
 1484 ; 2 копейки ; 1938 ;  ; Br ; VF+ ; 41 ; хруст ; 116 
 1485 ; 2 копейки ; 1938 ;  ; Br ; VF ; 2 ; rrr ; 23 
 1486 ; 2 копейки ; 1941 ;  ; Br ; VF- ; 60 ; suhua ; 180 
 1387 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Ве ; Cu-Ni ; Proof ; 23 ; Elvin ; 232 
 1388 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 31 ; masha ; 39 
 1389 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; AU ; 5 ; romchik_80 ; 46 
 1390 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 28 ; bcs ; 139 
 1391 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 21 ; Мишок ; 53 
 1392 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; AU ; 61 ; romchik_80 ; 73 
 1393 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; AU ; 21 ; romchik_80 ; 63 
 1394 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 30 ; sandy ; 73 
 1395 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 7 ; romchik_80 ; 53 
 1396 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 51 ; romchik_80 ; 97 
 1397 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; AU ; 41 ; lm5665 ; 125 
 1398 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 12 ; fpd7 ; 82 
 1399 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; AU ; 25 ; romchik_80 ; 54 
 1400 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 19 ; АЦТЕК ; 83 
 1401 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 6 ; fpd7 ; 14 
 1402 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 22 ; piron ; 82 
 1403 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 18 ; bcs ; 124 
 1404 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; VF-XF ; 1 ; kush07 ; 10 
 1405 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 35 ; shiraliv ; 101 
 1406 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; AU ; 22 ; romchik_80 ; 85 
 1407 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 17 ; masha ; 388 
 1408 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 16 ; sandy ; 32 
 1409 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; AU ; 11 ; romchik_80 ; 42 
 1410 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; AU ; 21 ; romchik_80 ; 64 
 1411 ; 5 копеек ; 1926 ;  ; Br ; VF ; 65 ; nikolay ; 408 
 1412 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 11 ; solder13 ; 204 
 1413 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 13 ; kartem05 ; 32 
 1414 ; 5 копеек ; 1932 ;  ; Br ; VF+ ; 47 ; kartem05 ; 190 
 1415 ; 5 копеек ; 1937 ;  ; Br ; XF ; 70 ; шматко ; 5219 
 1416 ; 5 копеек ; 1939 ;  ; Br ; XF ; 25 ; opop ; 1075 
 1417 ; 5 копеек ; 1940 ;  ; Br ; XF ; 58 ; да ; 930 
 1418 ; 3 копейки ; 1932 ;  ; Br ; VF+ ; 14 ; kartem05 ; 32 
 1419 ; 3 копейки ; 1937 ;  ; Br ; VF+ ; 28 ; kartem05 ; 32 
 1420 ; 3 копейки ; 1938 ;  ; Br ; VF+ ; 9 ; bh ; 31 
 1421 ; 3 копейки ; 1940 ;  ; Br ; VF-XF ; 22 ; masha ; 77 
 1422 ; 2 копейки ; 1926 ;  ; Br ; VF ; 17 ; Poiuyt ; 16 
 1423 ; 2 копейки ; 1934 ;  ; Br ; VF- ; 5 ; bh ; 51 
 1424 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 19 ; tati1545 ; 101 
 1425 ; 2 копейки ; 1938 ;  ; Br ; VF-XF ; 14 ; sergfokin ; 113 
 1426 ; 2 копейки ; 1940 ;  ; Br ; VF+ ; 17 ; Poiuyt ; 16 
 1427 ; 1 копейка ; 1933 ;  ; Br ; VF ; 13 ; evgen72 ; 36 
 1428 ; 1 копейка ; 1936 ;  ; Br ; VF+ ; 5 ; o.k. ; 51 
 1429 ; 1 копейка ; 1937 ;  ; Br ; VF-XF ; 26 ; masha ; 163 
 1430 ; 1 копейка ; 1938 ;  ; Br ; AU ; 51 ; erdnaj ; 188 
 1431 ; 1 копейка ; 1939 ;  ; Br ; XF ; 14 ; masha ; 104 
 1432 ; 1 копейка ; 1940 ;  ; Br ; XF ; 10 ; o.k. ; 36 
 1433 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 2 ; Mike! ; 30 
 1434 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 33 ; Alex007 ; 125 
 1435 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 65 ; Alex007 ; 204 
 1436 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 47 ; wladimir1972 ; 152 
 1337 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 33 ; natallli ; 40 
 1338 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 28 ; машинист ; 102 
 1339 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 34 ; 4758 ; 313 
 1340 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 28 ; конь ; 227 
 1341 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 22 ; Mike! ; 65 
 1342 ; Полкопейки ; 1927 ;  ; Cu ; XF+ ; 12 ; marsel ; 816 
 1343 ; 5 копеек ; 2003 ; б/б ; St in Ni ; AU ; 46 ; tdp ; 682 
 1344 ; Набор монет Шпицбергена: 100,50,25,10 рублей (4шт) ; 1993 ;  ;  ; AU ; 48 ; rustam ; 1020 
 1345 ; 2 копейки. Ав/Рев 160 градусов ; 1930 ;  ; Br ; XF- ; 39 ; erdnaj ; 487 
 1346 ; 100 рублей ; 1992 ; ММД биметалл ; Cu-Ni ; AU ; 58 ; krokodil ; 1666 
 1347 ; 50 рублей ; 1992 ; ММД биметалл ; Cu-Zn ; XF+ ; 34 ; Eugen ; 725 
 1348 ; 50 рублей ; 1992 ; ЛМД биметалл ; Cu-Zn ; AU ; 9 ; AlexWhite ; 30 
 1349 ; 50 рублей "Красная книга" ; 1993 ;  ; Би/м ; AU ; 75 ; shknikolay ; 288 
 1350 ; 100 рублей ; 1993 ; ЛМД белый металл ; Cu-Ni ; AU ; 13 ; AlexWhite ; 33 
 1351 ; 0,25 ; 1998 ; о.Шпицберген ;  ; AU ; 58 ; jesi ; 328 
 1352 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 15 ; nikolay3 ; 46 
 1353 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 23 ; orel66 ; 276 
 1354 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Proof ; 16 ; tdp ; 663 
 1355 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 44 ; Мишок ; 51 
 1356 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 19 ; kartem05 ; 439 
 1357 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 50 ; Elvin ; 508 
 1358 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; Proof ; 47 ; rbcrf ; 227 
 1359 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; Proof ; 31 ; pak1313 ; 131 
 1360 ; 1 рубль. Упаковка. Новодел ; 1983 ; 400 лет со дня смерти И.Федоро ; Cu-Ni ; Proof ; 21 ; hugo ; 648 
 1361 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 30 ; masha ; 1326 
 1362 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 29 ; nikolay3 ; 235 
 1363 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 22 ; Мишок ; 111 
 1364 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 3 ; Мишок ; 59 
 1365 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ле ; Cu-Ni ; AU ; 26 ; bcs ; 132 
 1366 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийск ; Cu-Ni ; XF+ ; 5 ; piron ; 51 
 1367 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; Proof ; 27 ; Batya.Manowar ; 616 
 1368 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 11 ; selezsi ; 566 
 1369 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячеле ; Cu-Ni ; AU ; 37 ; spbra ; 101 
 1370 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 40 ; romchik_80 ; 84 
 1371 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Е ; Cu-Ni ; AU ; 50 ; bcs ; 82 
 1372 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 25 ; romchik_80 ; 53 
 1373 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 18 ; zhekka ; 47 
 1374 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 51 ; tuz ; 82 
 1375 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 30 ; spbra ; 102 
 1376 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 27 ; Бедуин ; 238 
 1377 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 37 ; Мишок ; 191 
 1378 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 15 ; АЦТЕК ; 71 
 1379 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 18 ; ААФ ; 53 
 1380 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 64 ; romchik_80 ; 83 
 1381 ; 1 рубль. Брак монетного двора ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; AU ; 59 ; badiba-coin ; 1049 
 1382 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 10 ; rbcrf ; 459 
 1383 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 22 ; suhua ; 510 
 1384 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 41 ; Инвестор ; 270 
 1385 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской ; Cu-Ni ; Proof ; 8 ; golg ; 222 
 1386 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; AU ; 35 ; hellraiser ; 159 
