 3561 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Poiuyt ; 34 
 769 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 31 ; ejiki18 ; 32 
 770 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 4 ; Xmen ; 33 
 771 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 55 ; raise ; 101 
 772 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 11 ; jef688 ; 34 
 773 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 36 ; Sterh ; 36 
 774 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 23 ; Sterh ; 58 
 775 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 57 ; kolhis ; 197 
 776 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 19 ; ANK ; 37 
 777 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 27 ; ejiki18 ; 28 
 778 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 47 ; морган ; 450 
 779 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 45 ; mml6 ; 164 
 780 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 50 ; eugraphus ; 279 
 781 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 50 ; alskr ; 201 
 782 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 103 ; DozorB ; 413 
 783 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF ; 56 ; avp ; 729 
 784 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 45 ; росвет ; 46 
 785 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 42 ; rim ; 90 
 786 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 17 ; jef688 ; 35 
 787 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 18 ; vjacha ; 66 
 688 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 27 ; NN ; 222 
 689 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 2 ; DozorB ; 312 
 690 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF- ; 111 ; nemetz ; 558 
 691 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; VF ; 44 ; kont ; 533 
 692 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 42 ; kont ; 339 
 693 ; Копейка. Деформация ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 19 ; Митрич ; 397 
 694 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 16 ; nemetz ; 95 
 695 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF ; 13 ; Xmen ; 107 
 696 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 39 ; Митрич ; 157 
 697 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 7 ; xTerra ; 95 
 698 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF ; 33 ; peck ; 1224 
 699 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 40 ; росвет ; 62 
 700 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 5 ; ejiki18 ; 26 
 701 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 46 ; ANK ; 200 
 702 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 40 ; Митрич ; 267 
 703 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF- ; 35 ; win.gradoff ; 304 
 704 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; VF- ; 44 ; Исаак-Б ; 2550 
 705 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 30 ; micola.c ; 316 
 706 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 40 ; wl-petr ; 900 
 707 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 14 ; VR62 ; 155 
 708 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 7 ; В1951 ; 77 
 709 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 31 ; zmax ; 66 
 710 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF-XF ; 24 ; kalevan ; 403 
 711 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF ; 28 ; Al0851 ; 161 
 712 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 44 ; murka1973 ; 225 
 713 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 33 ; Xmen ; 303 
 714 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF ; 34 ; eugraphus ; 463 
 715 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 26 ; avp ; 393 
 716 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 28 ; xTerra ; 91 
 717 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; VF ; 52 ; ANK ; 558 
 718 ; Копейка допетровская ;  ;  ; Ag ; VF ; 7 ; ANK ; 34 
 719 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 2 ; b509 ; 31 
 720 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 33 ; alskr ; 34 
 721 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 34 ; В1951 ; 80 
 722 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 35 ; Al0851 ; 35 
 723 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VG ; 5 ; ejiki18 ; 31 
 724 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 36 ; zoom30 ; 37 
 725 ; Копейка. Отверстие ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 3 ; ejiki18 ; 31 
 726 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 29 ; ejiki18 ; 30 
 727 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; xTerra ; 36 
 728 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 82 ; zoom30 ; 160 
 729 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 33 ; Sterh ; 34 
 730 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 48 ; Xmen ; 137 
 731 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; F ; 9 ; zoom30 ; 33 
 732 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; F-VF ; 45 ; zoom30 ; 56 
 733 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 31 ; zoom30 ; 33 
 734 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 39 ; oleg61 ; 3856 
 735 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 45 ; viridis ; 241 
 736 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 16 ; alskr ; 33 
 737 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 17 ; kolhis ; 50 
 638 ; Денга. Суздальско-Нижегородское Великое кн-во ; XV в ;  ; Ag ; F-VF ; 52 ; wl-petr ; 2144 
 639 ; Денга. Князь Василий Дмитриевич Кирдяпа ; 1387-1391 ; Суздальско-Нижегородское Княжество ; Ag ; VF- ; 29 ; wl-petr ; 3045 
 640 ; Денга. Великое кн-во Рязанское. Князь Василий Иванович ; после 1456 ;  ; Ag ; F-VF ; 81 ; avp ; 3530 
 641 ; Денга. Суздальско-Нижегородское Великое кн-во ; XV в ;  ; Ag ; F-VF ; 36 ; wl-petr ; 1794 
 642 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 20 ; sinus ; 570 
 643 ; Денга. Князь Иван Андреевич. Утеряна часть монеты ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; F+ ; 23 ; alex67 ; 1824 
 644 ; Денга. Князь Борис Александрович. Утеряна часть монеты ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F+ ; 113 ; сте ; 1887 
 645 ; Денга. Великое кн-во Тверское. Утеряна часть монеты ; XV в ;  ; Ag ; F ; 28 ; sssppp ; 1836 
 646 ; Денга. Великое кн-во Тверское. Князь Борис Александрович. Утеряна часть монеты ; 1425-1461 ;  ; Ag ; F+ ; 43 ; Митрич ; 1824 
 647 ; Денга. Князь Иван Михайлович. Утеряна часть монеты ; 1399-1425 ; Великое Княжество Тверское ; Ag ; F+ ; 28 ; vng0206 ; 2350 
 648 ; Денга. Князь Михаил Борисович. Утеряна часть монеты ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F+ ; 32 ; alex67 ; 2142 
 649 ; Полуденга. Москва, Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 96 ; oleg61 ; 7434 
 650 ; Денга. Князь Василий Ярославович.  деформация ;  ; Серпуховское Удельное Княжество ; Ag ; F+ ; 45 ; micola.c ; 1020 
 651 ; Денга. Серпуховское Удельное кн-во. Князь Семен Владимирович (Боровский). Деформация ; 1410-1426 ;  ; Ag ; F-VF ; 23 ; ANK ; 2042 
 652 ; Денга. Серпуховское Удельное кн-во. Князь Владимир Андреевич Храбрый. Деформация. Утеряна часть монеты ; 1358-1410 ;  ; Ag ; F+ ; 95 ; alex67 ; 2335 
 653 ; Денга. Москва, Василий Дмитриевич. Утеряна часть монеты ; 1389-1425 ;  ; Ag ; F+ ; 43 ; raise ; 501 
 654 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 55 ; gelo ; 93 
 655 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 49 ; akula-71 ; 969 
 656 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 62 ; Dahan ; 1262 
 657 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 57 ; oleg61 ; 2652 
 658 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 54 ; mml6 ; 1140 
 659 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 30 ; Георг ; 654 
 660 ; Денга "Птичка". Василий Дмитриевич. Чекан г. Коломна ; 1389-1425 ;  ; Ag ; VF- ; 25 ; Исаак-Б ; 2210 
 661 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF+ ; 28 ; kont ; 2333 
 662 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 29 ; sevas ; 600 
 663 ; Полуденга. Иван III Васильевич. М-0,14гр ; 1462-1505 ;  ; Ag ; F ; 32 ; sssppp ; 2142 
 664 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 108 ; Cjhjc ; 209 
 665 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 29 ; Luidor ; 521 
 666 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 72 ; vng0206 ; 410 
 667 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 27 ; raise ; 129 
 668 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 95 ; blacked ; 2763 
 669 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 52 ; ANK ; 1326 
 670 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 22 ; Cjhjc ; 972 
 671 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 18 ; ilgamax ; 490 
 672 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 45 ; Al0851 ; 183 
 673 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 27 ; VR62 ; 199 
 674 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 10 ; Митрич ; 125 
 675 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 29 ; finageev ; 1001 
 676 ; Денга. Суздальско-Нижегородское Великое кн-во ; XV в ;  ; Ag ; VF ; 17 ; micola.c ; 716 
 677 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 42 ; serg2010 ; 93 
 678 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 25 ; sinus ; 183 
 679 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 24 ; raise ; 86 
 680 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 58 ; Al0851 ; 72 
 681 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 16 ; kont ; 101 
 682 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 14 ; raise ; 62 
 683 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 9 ; mib ; 72 
 684 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 8 ; NN ; 113 
 685 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 56 ; росвет ; 90 
 686 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 87 ; peck ; 568 
 687 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 74 ; cotangens ; 338 
 551 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 13 ; кабан ; 555 
 552 ; Полушка ; 1771 ; ЕМ ; Cu ; F/F+ ; 63 ; gandy ; 305 
 553 ; Полушка (Петров-2,5, Ильин-3р) ; 1785 ; КМ ; Cu ; F+ ; 89 ; gandy ; 1057 
 554 ; Полушка ; 1797 ; ЕМ ; Cu ; F-VF ; 64 ; mishanya ; 1012 
 555 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 91 ; Sky2 ; 816 
 556 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; F+ ; 14 ; $$$ ; 114 
 557 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; XF+ ; 16 ; Rosomaxa ; 1043 
 558 ; Полушка ; 1851 ; ЕМ ; Cu ; F ; 33 ; Николай Ив ; 113 
 559 ; Полушка ; 1854 ; ЕМ ; Cu ; F ; 19 ; Николай Ив ; 119 
 560 ; Полушка ; 1857 ; ЕМ ; Cu ; XF+ ; 15 ; michih ; 4590 
 561 ; 1/4 копейки ; 1878 ; СПБ ; Cu ; XF+ ; 91 ; basmach ; 3527 
 562 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 101 ; goland ; 2244 
 563 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 19 ; Епалыч ; 905 
 564 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 36 ; Valery74 ; 903 
 565 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 55 ; qaz21qaz ; 1122 
 566 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 31 ; zid200 ; 510 
 567 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; AU ; 109 ; qaz21qaz ; 2255 
 568 ; 2 копейки "Оккупация" ; 1916А ;  ; Fe ; VF ; 48 ; свет ; 912 
 569 ; 2 пара-3 копейки ; 1772 ; Валахия ; Cu ; F+ ; 81 ; Николай Ив ; 2617 
 570 ; 2 пара-3 копейки ; 1774 ? ; Валахия ; Cu ; F+ ; 129 ; Николай Ив ; 1274 
 571 ; 1 грош ; 1818 ; IB Польша ; Cu ; F+ ; 21 ; gandy ; 614 
 572 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 21 ; Ходор ; 120 
 573 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 21 ; Ходор ; 120 
 574 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 35 ; Rober ; 67 
 575 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 38 ; Johnel ; 79 
 576 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 62 ; kergudu ; 101 
 577 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 19 ; бурят1978 ; 111 
 578 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 13 ; бурят1978 ; 118 
 579 ; Лот монет России: 5,2,1 коп (9шт) ; 1798-1873 ;  ; Cu ; F+/F ; 55 ; марс7 ; 793 
 580 ; Лот монет России: 5 коп (5шт) ; 1869-1911 ;  ; Cu ; F ; 46 ; jef688 ; 201 
 581 ; Лот монет России: 3 коп (8шт) ; 1869-1913 ;  ; Cu ; F/F+ ; 37 ; pabaul ; 104 
 582 ; Лот монет России: 2 коп (9шт) ; 1898-1914 ;  ; Cu ; F/F-VF ; 12 ; veterok1 ; 132 
 583 ; Лот монет России (10шт): 2к,1к, денга ; 1739-1903 ;  ; Cu ; F/F+ ; 30 ; veterok1 ; 201 
 584 ; Лот монет России: 1 коп (11шт) ; 1798-1801 ;  ; Cu ; F+/F-VF ; 42 ; kolhis ; 991 
 585 ; Лот монет России: 1 коп (16шт) ; 1897-1916 ;  ; Cu ; F+/F-VF ; 50 ; jef688 ; 340 
 586 ; Лот монет России (5шт): 5к,3к,2к,1к ; 1840,1869,1881,1899, ;  ; Cu ; F/F+ ; 27 ; kuzia ; 221 
 587 ; Лот монет России (4шт): 2 копейки ; 1908,1909,1911,1912 ;  ; Cu ; F+/VF+ ; 22 ; jef688 ; 220 
 588 ; Лот монет России: денга, деньга, 1/4 коп, полушка (10шт) ; 1719-1856 ;  ; Cu ; F/F+ ; 25 ; кабан ; 1266 
 589 ; Лот монет России (3шт): 1 копейка ; 1909,1910,1914 ;  ; Cu ; F-VF/VF+ ; 47 ; старый ; 102 
 590 ; Лот монет России (2шт): 5 копеек ; 1871,1881 ;  ; Cu ; F/F+ ; 12 ; sever2010 ; 84 
 591 ; Лот монет России: полушка (9шт) ; 1731-1736 ;  ; Cu ; F/F+ ; 17 ; бурят1978 ; 275 
 592 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F+/F-VF ; 32 ; kolhis ; 837 
 593 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F+/F-VF ; 22 ; свет ; 937 
 594 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F+ ; 35 ; kolhis ; 922 
 595 ; Лот монет России: 2 копейки (10шт) ; 1797-1801 ;  ; Cu ; F+/F-VF ; 40 ; старый ; 1185 
 633 ; Денга ; 1425-1510 ; Псков ; Ag ; VF+ ; 14 ; oleg61 ; 6936 
 634 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; VF- ; 42 ; ААФ ; 2001 
 635 ; Танга. Олег Иванович ; 1350-1402 ; Великое Княжество Рязанское ; Ag ; F-VF ; 24 ; sssppp ; 2772 
 636 ; Денга ; после 1456 ; Великое Княжество Рязанское ; Ag ; VF- ; 60 ; ANK ; 1646 
 637 ; Денга. Деформация ; XV в. ; Удельное Княжество Ростовское ; Ag ; F-VF ; 89 ; oleg61 ; 8517 
 501 ; Денга ; 1735 ;  ; Cu ; VF ; 2 ; 439 ; 100 
 502 ; Денга. Аверс/Реверс 35 градусов ; 1737 ;  ; Cu ; VF ; 56 ; 439 ; 312 
 503 ; Денга ; 1739 ;  ; Cu ; F+ ; 40 ; кабан ; 51 
 504 ; Денга ; 1741 ;  ; Cu ; F-VF ; 1 ; 439 ; 69 
 505 ; Денга ; 1743 ;  ; Cu ; F-VF ; 32 ; himik121 ; 131 
 506 ; Денга ; 1747 ;  ; Cu ; F+ ; 46 ; кабан ; 71 
 507 ; Денга ; 1748 ;  ; Cu ; VF ; 28 ; gandy ; 228 
 508 ; Денга ; 1748 ;  ; Cu ; F-VF ; 20 ; veterok1 ; 50 
 509 ; Денга ; 1749 ;  ; Cu ; F-VF ; 27 ; veterok1 ; 46 
 510 ; Денга ; 1750 ;  ; Cu ; VF- ; 1 ; 439 ; 111 
 511 ; Денга ; 1750 ;  ; Cu ; F-VF ; 17 ; veterok1 ; 48 
 512 ; Денга ; 1750 ;  ; Cu ; F+ ; 51 ; кабан ; 53 
 513 ; Денга ; 1751 ;  ; Cu ; VF- ; 1 ; 3273 ; 155 
 514 ; Денга (Ильин-1р) ; 1752 ;  ; Cu ; F ; 31 ; Емельян ; 543 
 515 ; Денга ; 1754 ;  ; Cu ; F+ ; 40 ; кабан ; 171 
 516 ; Денга ; 1760 ;  ; Cu ; F+ ; 22 ; кабан ; 53 
 517 ; Денга ; 1770 ; ЕМ ; Cu ; F-VF ; 70 ; grfyuhb ; 510 
 518 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 39 ; кабан ; 462 
 519 ; Денга (Петров-1р) ; 1785 ; КМ ; Cu ; F-VF ; 94 ; gandy ; 674 
 520 ; Денга ; 1788 ;  ; Cu ; F-VF ; 77 ; taa ; 352 
 521 ; Денга (Петров-5р, Ильин-5р) ; 1789 ; КМ ; Cu ; F ; 51 ; кабан ; 1841 
 522 ; Денга ; 1793 ; ЕМ ; Cu ; F-VF ; 101 ; maks169 ; 188 
 523 ; Деньга ; 1798 ; ЕМ ; Cu ; F-VF ; 32 ; Николай Ив ; 201 
 524 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 32 ; Николай Ив ; 232 
 525 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F ; 48 ; кабан ; 371 
 526 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 37 ; бурят1978 ; 110 
 527 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 40 ; Sky2 ; 765 
 528 ; 1/2 копейки ; 1842 ; СМ ; Cu ; F+ ; 35 ; кабан ; 113 
 529 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 7 ; himik121 ; 153 
 530 ; 1/2 копейки (Петров-3р, Ильин-3р) ; 1847 ; СМ ; Cu ; VF- ; 112 ; gri 1971 ; 6528 
 531 ; Денежка ; 1853 ; ЕМ ; Cu ; F ; 43 ; Николай Ив ; 131 
 532 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; AU ; 71 ; CR1104 ; 2856 
 533 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 61 ; Dmitriy86 ; 72 
 534 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F ; 31 ; бурят1978 ; 59 
 535 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 38 ; Lynx-a ; 120 
 536 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 10 ; jimmysu ; 63 
 537 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF ; 16 ; Lynx-a ; 98 
 538 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 11 ; Юрий2010 ; 100 
 539 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 3 ; Оттар ; 102 
 540 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU/XF ; 22 ; crackjack ; 81 
 541 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF ; 27 ; Юрий2010 ; 300 
 542 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 56 ; Valery74 ; 120 
 543 ; 1/2 копейки ; 1915 ;  ; Cu ; VF ; 16 ; kosty ; 77 
 544 ; Полушка ; 1719 ;  ; Cu ; VF- ; 45 ; кабан ; 533 
 545 ; Полушка ; 1720 ; НД ; Cu ; F ; 9 ; бурят1978 ; 51 
 546 ; Полушка ; 1722 ;  ; Cu ; F ; 53 ; ask ; 204 
 547 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F-VF ; 24 ; gandy ; 340 
 548 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 20 ; gandy ; 306 
 549 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 73 ; кабан ; 340 
 550 ; Полушка (Петров-3р) ; 1767 ; КМ "Сибирь" ; Cu ; F ; 17 ; кабан ; 489 
 451 ; Копейка ; 1759 ;  ; Cu ; F+ ; 27 ; Prostota ; 61 
 452 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF/VF- ; 38 ; кабан ; 435 
 453 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 43 ; Tolya77 ; 201 
 454 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 41 ; кабан ; 457 
 455 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 43 ; Dмитрий ; 506 
 456 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 29 ; goland ; 489 
 457 ; Копейка ; 1799 ; ЕМ ; Cu ; VF ; 64 ; Dмитрий ; 541 
 458 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 3 ; бурят1978 ; 75 
 459 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 21 ; бурят1978 ; 131 
 460 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 69 ; gandy ; 473 
 461 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 462 ; Копейка ; 1827 ; КМ АМ ; Cu ; F ; 22 ; кабан ; 113 
 463 ; Копейка ; 1828 ; КМ АМ ; Cu ; VF- ; 13 ; sever2010 ; 113 
 464 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF- ; 5 ; sever2010 ; 51 
 465 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF ; 72 ; murka1973 ; 513 
 466 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 43 ; андрей 580 ; 140 
 467 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF- ; 137 ; Олег33 ; 510 
 468 ; Копейка ; 1837 ; ЕМ НА ; Cu ; F ; 39 ; кабан ; 201 
 469 ; Копейка ; 1840 ; СПМ ; Cu ; VF- ; 33 ; Dmitriy86 ; 96 
 470 ; Копейка ; 1842 ; ЕМ ; Cu ; VF- ; 44 ; $$$ ; 317 
 471 ; Копейка ; 1846 ; СМ ; Cu ; F+ ; 21 ; jef688 ; 81 
 472 ; Копейка ; 1852 ; ЕМ ; Cu ; VF ; 57 ; Lotus 99 ; 1020 
