 6048 ; Бона иностранная ;  ;  ;  ;  ; 57 ; qver ; 512 
 1391 ; 20 копеек ; 1922 ;  ; Ag ; XF- ; 27 ; qver ; 579 
 1392 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 27 ; Mihu ; 306 
 1393 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 41 ; qver ; 363 
 1394 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 6 ; astksu ; 105 
 1395 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 12 ; imi ; 115 
 1396 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 16 ; astksu ; 100 
 1397 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 18 ; 462 ; 270 
 1398 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 9 ; барин41 ; 105 
 1399 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 11 ; imi ; 102 
 1400 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 18 ; Sava05 ; 300 
 1401 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 13 ; astksu ; 99 
 1402 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 17 ; sizimund ; 99 
 1403 ; 20 копеек. В капсуле PCGS ; 1927 ;  ; Ag ; MS 64 ; 46 ; verunk1 ; 5118 
 1404 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 15 ; Mihu ; 194 
 1405 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 23 ; sgd ; 136 
 1406 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 34 ; iterre ; 358 
 1407 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 19 ; Mihu ; 152 
 1408 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 22 ; astksu ; 151 
 1409 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 15 ; барин41 ; 108 
 1410 ; 20 копеек ; 1928 ;  ; Ag ; VF ; 27 ; moneta1924 ; 111 
 1411 ; 20 копеек. В капсуле NGC ; 1929 ;  ; Ag ; MS 63 ; 50 ; verunk1 ; 5052 
 1412 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 44 ; Mihu ; 400 
 1413 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 37 ; Стасыч ; 628 
 1414 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 19 ; Mihu ; 306 
 1415 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 29 ; panti2008 ; 186 
 1416 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 30 ; glazo ; 153 
 1417 ; 20 копеек ; 1930 ;  ; Ag ; VF ; 35 ; Jet ; 169 
 1418 ; 15 копеек ; 1921 ;  ; Ag ; VF-XF ; 79 ; кент ; 2770 
 1419 ; 15 копеек ; 1921 ;  ; Ag ; VF+ ; 85 ; кент ; 2601 
 1420 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 60 ; denishe ; 1720 
 1421 ; 15 копеек ; 1922 ;  ; Ag ; XF ; 20 ; judge ; 466 
 1422 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 35 ; Mihu ; 313 
 1423 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 19 ; panti2008 ; 255 
 1424 ; 15 копеек ; 1922 ;  ; Ag ; F-VF ; 40 ; prostor.71 ; 201 
 1425 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 23 ; m1940 ; 169 
 1426 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 32 ; Rober ; 123 
 1427 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 9 ; ooooo1961 ; 102 
 1428 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 16 ; sgd ; 100 
 1429 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 14 ; imi ; 92 
 1430 ; 15 копеек ; 1923 ;  ; Ag ; F-VF ; 7 ; Shera ; 91 
 1431 ; 15 копеек ; 1924 ;  ; Ag ; XF+ ; 54 ; shmaltsai ; 801 
 1432 ; 15 копеек ; 1924 ;  ; Ag ; VF ; 32 ; Ferros ; 204 
 1433 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 9 ; Alias ; 227 
 1434 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 50 ; stasson ; 281 
 1435 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 7 ; m1940 ; 100 
 1436 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 11 ; барин41 ; 100 
 1437 ; 15 копеек. В капсуле NGC ; 1927 ;  ; Ag ; MS 64 ; 49 ; verunk1 ; 5100 
 1438 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 21 ; agent 007 ; 155 
 1339 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 29 ; riga1979 ; 3566 
 1340 ; 3 рубля. Сертификат ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 44 ; SD315 ; 2601 
 1341 ; 3 рубля. Сертификат ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 51 ; 1177 ; 2403 
 1342 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 44 ; SergeyOsipov ; 2535 
 1343 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 24 ; hugo ; 2123 
 1344 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 27 ; andrei71 ; 2142 
 1345 ; 3 рубля. Год Змеи. Сертификат ; 2013 ;  ; Ag ; Proof ; 49 ; w135 ; 2925 
 1346 ; 2 рубля ; 2009 ; ММД 175 лет со дня рождения Д.И. Менделеева ; Ag ; Proof ; 36 ; Inokesha ; 2529 
 1347 ; 1 рубль ; 1997 ; ЛМД Футболисты. Кубок Европы. Париж. 1960 ; Ag ; Proof ; 49 ; POUL ; 1134 
 1348 ; 1 рубль ; 1997 ; ЛМД Футболисты. Франция ; Ag ; Proof ; 52 ; 🇷🇺Михаил ; 1579 
 1349 ; 1 рубль. История русской авиации. БЕ-200 ; 2014 ;  ; Ag ; Proof ; 112 ; Kirillbill ; 2866 
 1350 ; 1 рубль. История русской авиации. ЯК-3 ; 2014 ;  ; Ag ; Proof ; 32 ; TaraskaPeter ; 2399 
 1351 ; Рубль. Дефект 12 часов ; 1921 ; (АГ) ; Ag ; XF ; 46 ; DmitriPartei ; 4023 
 1352 ; Рубль ; 1922 ; (ПЛ) ; Ag ; XF ; 87 ; rooss-komm ; 32184 
 1353 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 33 ; Для души ; 2601 
 1354 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 24 ; micha17 ; 1899 
 1355 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF- ; 43 ; PAUL7 ; 1797 
 1356 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 31 ; denishe ; 1334 
 1357 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 23 ; igor-545 ; 1428 
 1358 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 28 ; arsenich-s ; 638 
 1359 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 27 ; jeeper ; 663 
 1360 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 41 ; qver ; 702 
 1361 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 27 ; arsenich-s ; 663 
 1362 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 24 ; m1940 ; 677 
 1363 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 24 ; Affliction ; 612 
 1364 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 23 ; wwn ; 677 
 1365 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F ; 78 ; диман ; 573 
 1366 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 56 ; igm77 ; 1898 
 1367 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 41 ; 6374 ; 1807 
 1368 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 37 ; heavy_fly ; 858 
 1369 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 42 ; m1940 ; 729 
 1370 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 38 ; konstk2 ; 725 
 1371 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 27 ; m1940 ; 599 
 1372 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 29 ; Affliction ; 540 
 1373 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 11 ; Affliction ; 438 
 1374 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 27 ; PROCSY ; 625 
 1375 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 36 ; Affliction ; 589 
 1376 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 42 ; 044# ; 2141 
 1377 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 31 ; Levon.Koins ; 621 
 1378 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 27 ; Affliction ; 605 
 1379 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 23 ; Affliction ; 568 
 1380 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 24 ; Affliction ; 568 
 1381 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 18 ; PAUL7 ; 573 
 1382 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 19 ; PAUL7 ; 569 
 1383 ; Один полтинник. В капсуле NGC ; 1925 ; (ПЛ 9 грамм) ; Ag ; MS 61 ; 84 ; serg2010 ; 4776 
 1384 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 24 ; 044# ; 1212 
 1385 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 31 ; PAUL7 ; 592 
 1386 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF/AU ; 31 ; ОСА ; 1813 
 1387 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 37 ; A-dam ; 2027 
 1388 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF ; 39 ; 222211 ; 2550 
 1075 ; Лот значков (фестиваль, мир, Донор, ВДПО, ДОСААФ, спорт, Октябрьская революция): 16шт ;  ;  ; Al,ж/м ; VF/XF ; 45 ; VitorioVeneto ; 809 
 1076 ; Лот значков (спартакиада): 7шт ;  ;  ; Ж/м,б/м,эмаль ; VF/VF-XF ; 61 ; кент ; 909 
 1077 ; Лот значков (Вьетнам): 3шт ;  ;  ; Al ; VF-XF ; 36 ; mongol64 ; 55 
 1078 ; Лот жетонов 300 лет СПб (3шт) ; СПМД ;  ; Ж/м ; AU ; 26 ; sneg ; 213 
 1079 ; Лот жетонов (5шт) ;  ;  ; Б/м,Ж/м ; VF/XF ; 39 ; sos1 ; 276 
 1080 ; Лот медалей и плакетки: 4шт ;  ;  ; Ж/м,б/м ; XF ; 46 ; sneg ; 185 
 1081 ; Лот плакеток: 4шт ;  ;  ; Ж/м,б/м ; VF-XF ; 40 ; sneg ; 268 
 1082 ; Лот медалей:м 11шт ;  ;  ; Ж/м,б/м ; VF-XF ; 38 ; sneg ; 377 
 1297 ; 150 рублей ; 1990 ; ЛМД Полтавская битва ; Pt ; Proof ; 45 ; borisovich ; 42558 
 1298 ; Один червонец. М-8,64Г ; 1976 ;  ; Au ; AU ; 23 ; jeeper ; 23460 
 1299 ; 100 рублей ; 1989 ; ММД 500-лет.Русского един.гос. Государственная печать Ивана III ;  ; Proof ; 30 ; krocsi ; 41359 
 1300 ; 100 рублей ; 2004 ; СПМД 2-ая Камчатская экспедиция ; Au ; Proof ; 16 ; TaraskaPeter ; 38730 
 1301 ; 50 рублей. М-8,63гр ; 1988 ; ММД Софийский собор в Новгороде ; Au ; Proof ; 26 ; Я машина ; 20461 
 1302 ; Набор монет Олимпиада 1980г (28шт): 10р,5р. С сертификатом. В коробке ; 1977-1980 ;  ; Ag ; Proof ; 24 ; ASG51 ; 39666 
 1303 ; 5 рублей. В коробке на 28 монет ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 52 ; fygtre ; 3853 
 1304 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 40 ; Игорь5387 ; 1805 
 1305 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 27 ; SergeyAnatoljevich ; 1377 
 1306 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 22 ; andrei71 ; 1434 
 1307 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 52 ; kvs ; 2164 
 1308 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 52 ; u10257 ; 2121 
 1309 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 53 ; Serg78 ; 1581 
 1310 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; AU ; 47 ; ML144 ; 1530 
 1311 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 55 ; u10257 ; 2121 
 1312 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 40 ; Serg78 ; 1530 
 1313 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 46 ; u10257 ; 1658 
 1314 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; AU ; 39 ; кс ; 1501 
 1315 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; Proof ; 41 ; blacksea ; 1561 
 1316 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 34 ; POUL ; 918 
 1317 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 35 ; ikrut ; 903 
 1318 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 52 ; andy2012 ; 931 
 1319 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 49 ; kozlevich ; 937 
 1320 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 27 ; POUL ; 918 
 1321 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 41 ; Salych ; 937 
 1322 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; kvs ; 1041 
 1323 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 57 ; POUL ; 1140 
 1324 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; Proof ; 104 ; POUL ; 1016 
 1325 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 32 ; kvs ; 1530 
 1326 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 53 ; nni2000 ; 1167 
 1327 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 69 ; blacksea ; 1683 
 1328 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимпиады ; Ag ; Proof ; 33 ; kvs ; 1800 
 1329 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 69 ; ikrut ; 1100 
 1330 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 25 ; rav69 ; 937 
 1331 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; Proof ; 43 ; POUL ; 1020 
 1332 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; AU ; 41 ; rav69 ; 956 
 1333 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 48 ; andrei71 ; 3768 
 1334 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 17 ; Blixa37 ; 3184 
 1335 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 67 ; Val1978 ; 2976 
 1336 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 39 ; vania1981 ; 2497 
 1337 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 34 ; Val1978 ; 3576 
 1338 ; 3 рубля. Сертификат ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 23 ; TaraskaPeter ; 3092 
 1025 ; Знак 8 марта ; ЛМД ;  ; Al ; AU ; 10 ; lalula ; 16 
 1026 ; Знак Интурист Москва ;  ;  ; Ж/м,эмаль ; XF ; 9 ; evseechevvv ; 126 
 1027 ; Знак Солдатский знак 3 класса ;  ;  ; Ж/м,эмаль ; XF ; 18 ; Antoschka ; 104 
 1028 ; Знак Турист СССР ;  ;  ; Ж/м,эмаль ; XF ; 16 ; mask ; 108 
 1029 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; XF ; 8 ; spec12 ; 227 
 1030 ; Знак Всесоюзная коллегия судей по спорту №19641 ; ММД ;  ; Ж/м,эмаль ; XF ; 36 ; Antoschka ; 418 
 1031 ; Знак Ленинград ;  ;  ; Ж/м,эмаль ; XF ; 21 ; leo 2 ; 125 
 1032 ; Знак Москва ;  ;  ; Б/м,эмаль ; XF ; 15 ; куля ; 108 
 1033 ; Знак Латвия ;  ;  ; Ж/м,эмаль ; XF ; 28 ; solder13 ; 189 
 1034 ; Знак Отличник советской армии ;  ;  ; Ж/м,эмаль ; VF ; 25 ; dimko ; 303 
 1035 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF+ ; 10 ; орикс ; 169 
 1036 ; Знак Отличник ВМФ ;  ;  ; Ж/м,эмаль ; VF ; 25 ; dimko ; 403 
 1037 ; Знак Корабль "Калинин" 1986 ;  ;  ; Ж/м ; VF-XF ; 30 ; Папа с рацией ; 159 
 1038 ; Знак Ветеран военно-инженерного училища им А.А.Жданова ;  ;  ; Ж/м,эмаль ; XF ; 23 ; spec12 ; 408 
 1039 ; Знак НВМУ ;  ;  ; Ж/м ; VF+ ; 23 ; VitorioVeneto ; 144 
 1040 ; Знак ВУ СССР ;  ;  ; Ж/м,эмаль ; VF- ; 37 ; vv2805 ; 158 
 1041 ; Знак Служба безопасности ;  ;  ; Ж/м ; XF- ; 12 ; lavist ; 42 
 1042 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; XF- ; 14 ; прохожий ; 191 
 1043 ; Знак 80 лет Экспертно-криминалистическим пожразделениям МВД России ;  ;  ; Ж/м ; XF ; 38 ; Vb[fksx ; 140 
 1044 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF ; 22 ; vv2805 ; 185 
 1045 ; Знак Участнику ликвидации аварии ЧАЭС ; ММД ;  ; Ж/м ; XF ; 72 ; dimko ; 159 
 1046 ; Знак Балтийский завод ;  ;  ; Ж/м ; VF+ ; 27 ; VitorioVeneto ; 46 
 1047 ; Знак 90 лет УКОПП ;  ;  ; Ж/м ; XF+ ; 32 ; dim66 ; 153 
 1048 ; Знак За отличную службу в МВД ;  ;  ; Ж/м ; XF+ ; 24 ; spec12 ; 348 
 1049 ; Знак Подлодка ;  ;  ; Ж/м,эмаль ; VF+ ; 34 ; sorus ; 669 
 1050 ; Знак Авангард УРСР ;  ;  ; Ж/м,эмаль ; XF ; 47 ; Bonyf ; 152 
 1051 ; Знак КАИ Спорт клуб ;  ;  ; Ж/м,эмаль ; XF ; 47 ; flotskij ; 593 
 1052 ; Знак ВМФ Ветеран авиации ;  ;  ; Ж/м ; XF ; 44 ; куля ; 111 
 1053 ; Знак Сельмашевец ;  ;  ; Ж/м,эмаль ; VF+ ; 53 ; flotskij ; 1224 
 1054 ; Знак Альпинист СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 26 ; 462 ; 357 
 1055 ; Знак Спортклуб МЭИ ;  ;  ; Ж/м,эмаль ; VF-XF ; 58 ; Neva ; 893 
 1056 ; Знак МИИТ ;  ;  ; Ж/м,эмаль ; VF-XF ; 51 ; flotskij ; 444 
 1057 ; Знак 40 лет ВТА ВВС ;  ;  ; Б/м ; VF ; 33 ; Папа с рацией ; 118 
 1058 ; Знак Чемпион ГОМЗ ;  ;  ; Ж/м ; XF ; 10 ; dimko ; 72 
 1059 ; Медаль. 300-летие Российского военно-морского флота. Петр I. D-39мм ; ММД ;  ; Cu-Ni ; Proiof ; 28 ; sileng ; 535 
 1060 ; Медаль 300-летие Российского военно-морского флота. Битва при Гангуте. D-38мм ; ММД ;  ; Б/м ; Proof ; 19 ; Koroed ; 556 
 1061 ; Медаль. 300-летие Российского флота. Синоп 1853г. D-42мм ;  ;  ; Б/м ; Proof ; 19 ; matehev ; 577 
 1062 ; Жетон 60 лет метрополитену ;  ;  ; Ж/м ; AU ; 18 ; вован-61 ; 57 
 1063 ; Жетон 60 лет метрополитену ;  ;  ; Ж/м ; AU ; 12 ; sneg ; 64 
 1064 ; Лот знаков (корабли): 10шт ;  ;  ; Ж/м ; VF-XF ; 31 ; акто_то ; 379 
 1065 ; Лот значков (ВМФ СССР. Эсминец): 3шт ;  ;  ; Ж/м ; AU ; 50 ; ЛБС ; 930 
 1066 ; Лот значков (солдатская и офицерская классности): 6шт ;  ;  ; Al,ж/м ; VF/XF ; 27 ; bonus ; 261 
 1067 ; Лот медалей Ленин (2шт) ;  ;  ; Al ; XF ; 13 ; 550055 ; 238 
 1068 ; Лот значков СССР: 2шт ;  ;  ; Al ; VF+ ; 11 ; dimko ; 72 
 1069 ; Лот значков (Города, Деятели, ДСО, Брестская крепость): 38шт ;  ;  ; Al ; VF-XF ; 30 ; SD315 ; 257 
 1070 ; Лот значков ВЛКСМ: 50шт ;  ;  ; Ж/м ; AU ; 45 ; Инвестор ; 1148 
 1071 ; Лот значков (Классности): 5шт ;  ;  ; Ж/м,эмаль ; VF-XF/XF ; 29 ; николаич ; 328 
 1072 ; Лот значков (съезды ВЛКСМ): 19шт ;  ;  ; Al,ж/м ; VF/XF ; 22 ; dimko ; 567 
 1073 ; Лот знаков (10шт) ;  ;  ; Al ; VF/XF ; 10 ; 312 ; 46 
 1074 ; Лот значков (корабли. ВМФ) + жетон. Владивосток: 17шт ;  ;  ; Al ; XF ; 45 ; RAPAN ; 1500 
 975 ; Знак ОГИФК ;  ;  ; Ж/м,эмаль ; VF-XF ; 53 ; doc2 ; 10163 
 976 ; Знак Московская с/х академия им К.А.Тимирязева. 100 лет ;  ;  ; Ж/м,эмаль ; XF ; 74 ; Папа с рацией ; 1676 
 977 ; Знак ЦСК ;  ;  ; Ж/м,эмаль ; XF ; 34 ; flotskij ; 714 
 978 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; VF-XF ; 24 ; abugarcia ; 1501 
 979 ; Знак ВСХВ ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; sorus ; 1535 
 980 ; Знак Зимняя олимпиада ;  ;  ; Б/м,эмаль ; XF ; 37 ; schwab ; 3185 
 981 ; Знак Юный друг Автодора ;  ;  ; Ж/м,эмаль ; XF ; 44 ; alex09 ; 10404 
 982 ; Знак 25 лет Динамо ;  ;  ; Ж/м,эмаль ; XF ; 30 ; DM2713 ; 1838 
 983 ; Знак Спортклуб ЛИИЖТ ;  ;  ; Ж/м,эмаль ; VF-XF ; 62 ; flotskij ; 934 
 984 ; Знак Турист СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 16 ; кент ; 75 
 985 ; Знак 100 лет ;  ;  ; Ж/м,эмаль ; VF-XF ; 66 ; VitorioVeneto ; 357 
 986 ; Знак Интурист ;  ;  ; Ж/м,эмаль ; VF-XF ; 14 ; SD315 ; 139 
 987 ; Знак НТО СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 26 ; vowa ; 41 
 988 ; Знак. Футбольный клуб ЦДКА-СКА ;  ;  ; Ж/м, эмаль ; VF-XF ; 53 ; goscha ; 255 
 989 ; Кокарда офицерская. Финляндия ;  ;  ; Ж/м, эмаль ; VF-XF ; 36 ; ремпутьмаш ; 666 
 990 ; Знак. КМС Латвия ;  ;  ; Б/м ; VF-XF ; 32 ; НЭРИ ; 1199 
 991 ; Знак дружбы. Монголия ;  ;  ; Ж/м, эмаль ; VF+ ; 33 ; dimko ; 191 
 992 ; Знак. Теннисная спортшекола ;  ;  ; Б/м, эмаль ; VF-XF ; 15 ; riga1979 ; 204 
 993 ; Знак. ДСО "Спартак" ;  ;  ; Ж/м, эмаль ; XF- ; 39 ; lesnik1 ; 777 
 994 ; Знак. Соревнования многоборцев ;  ;  ; Ж/м, эмаль ; XF- ; 44 ; evseechevvv ; 79 
 995 ; Знак. ДСО "Сталинец" ;  ;  ; Ж/м, эмаль ; XF- ; 34 ; solder13 ; 810 
 996 ; Знак. Депутат сельсовета. Латвия ;  ;  ; Ж/м, эмаль ; VF+ ; 59 ; riga1979 ; 440 
 997 ; Знак. 76 воздушная армия ;  ;  ; Al ; XF ; 41 ; Папа с рацией ; 184 
 998 ; Знак. Аптека-музей. Львов ;  ;  ; Ж/м, эмаль ; VF-XF ; 12 ; serg07_67 ; 126 
 999 ; Знак. 60 лет Дальневосточному ктобойному промыслу ;  ;  ; Ж/м, эмаль ; VF+ ; 25 ; RAPAN ; 250 
 1000 ; Знак. ЦК ВЛКСМ. Молодому передовику производстьва ;  ;  ; Al ; VF-XF ; 7 ; sports ; 23 
 1001 ; Знак. IV конференция врачей 4-го УПР МЗ ЛССР ;  ;  ; Al ; XF- ; 23 ; riga1979 ; 175 
 1002 ; Знак. Всегда готов! ;  ;  ; Al ; XF- ; 15 ; lalula ; 77 
 1003 ; Знак. Ленин ; ЛМД ;  ; Ж/м ; XF- ; 19 ; 1023oxana ; 453 
 1004 ; Знак. ГТО отличник ; ММД ;  ; Ж/м., эмаль ; XF- ; 38 ; vowa ; 350 
 1005 ; Знак. Отличнику здравоохранения ; ММД ;  ; Al ; XF ; 30 ; dimko ; 181 
 1006 ; Знак. Академия им. М.В. Фрунзе ;  ;  ; Al ; XF- ; 18 ; flotskij ; 38 
 1007 ; Знак. Шторм ;  ;  ; Al ; XF- ; 21 ; RAPAN ; 70 
