 5875 ; Бона иностранная Болгария ;  ;  ;  ; AU ; 21 ; u10257 ; 100 
 668 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF+ ; 26 ; semennurspb ; 184 
 669 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 12 ; Exctas ; 99 
 670 ; 1 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 18 ; Exctas ; 95 
 671 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF ; 8 ; Exctas ; 95 
 672 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 31 ; double ; 184 
 673 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU/XF ; 21 ; grizlimays ; 95 
 674 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 16 ; SSS200 ; 82 
 675 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 20 ; Exctas ; 159 
 676 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 17 ; grizlimays ; 69 
 677 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 31 ; sertov ; 1360 
 678 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF+ ; 36 ; vitab ; 138 
 679 ; Лот монет Финляндии: 5 пенни (40шт) ; 1899-1917 ;  ; Cu ; F/XF ; 18 ; igrtlk ; 2100 
 680 ; Лот монет России (12шт): 5коп, 3коп, 2коп ; 18-20вв ;  ; Cu ; VG/G ; 16 ; Arte ; 1530 
 681 ; Лот монет Финляндии: 10 пенни (27шт) ; 1865-1917 ;  ; Cu ; VG-XF ; 21 ; buben ; 1873 
 682 ; Лот монет России (8шт): 3 копейки ; 1908-1912 ;  ; Cu ; VF/VG ; 19 ; dvorkovih ; 419 
 683 ; Лот монет России (9шт): 10коп,5коп,3коп,2коп,1коп ; 18-19вв ;  ; Cu ; F-/G ; 37 ; Andjey2878 ; 2833 
 684 ; Лот монет России: 5 копеек (4шт) ; 1765-1859 ;  ; Cu ; VG/G ; 23 ; форсаж ; 763 
 685 ; Лот монет России (11шт): 2коп,1коп,денга,25пени,5пенни ; 18-20вв ;  ; Cu,Ag ; VF+/G ; 16 ; НУРИ ; 690 
 686 ; Лот монет России (13шт): 3,2,1коп ; 19-20вв ;  ; Cu ; F-VF/G ; 11 ; 222211 ; 714 
 687 ; Лот монет России (9шт): 1 копейка ; 19в ;  ; Cu ; VG/G ; 28 ; Andjey2878 ; 408 
 688 ; Лот монет России, СССР: 2,1,1/2 коп (12ШТ) ; 1813-1924 ;  ; Cu ; VG/G ; 11 ; ship-nik ; 825 
 689 ; Лот монет России (10шт): 2 копейки ; 19-20вв ;  ; Cu ; VG/G ; 25 ; митяй ; 510 
 690 ; Лот монет России (5шт): 2коп,1коп, 5 пенни ; 18-20вв ;  ; Cu ; F-/VG ; 18 ; igorr ; 386 
 691 ; Лот монет России для Финляндии (7шт): 5 пенни ; 1915-1916 ;  ; Cu ; VF-XF/VF- ; 21 ; franklin ; 457 
 692 ; Лот монет России: 10 пенни (3шт) ; 1914-1916 ;  ; Cu ; XF-/VF ; 17 ; СТРЕКОЗА ; 432 
 693 ; Лот монет России, Финляндия: 1,5 пенни, денга (3шт) ; 1748,1916 ;  ; Cu ; AU/VG ; 9 ; Сорокседьмой ; 263 
 694 ; Лот монет России: 5 пенни (4шт) ; 1901-1917 ;  ; Cu ; VF+/VF- ; 17 ; Сорокседьмой ; 266 
 695 ; Лот монет России: денга (5шт) ; 1734-1749 ;  ; Cu ; G ; 32 ; gav1980 ; 305 
 696 ; Лот монет России: 1,2 копейки (3шт) ; 1761-1861 ;  ; Cu ; G ; 21 ; хабар ; 79 
 697 ; Лот монет России (8шт): 10коп,5коп,2коп,1коп,1/2коп,25пенни ; 18-20вв ;  ; Ag,Cu ; XF/VG ; 37 ; форсаж ; 906 
 698 ; Лот монет России (5шт): 2коп, полушка, 1грош ; 18-19вв ;  ; Cu ; F-/VG ; 41 ; Vitalik1 ; 1055 
 699 ; Лот монет Финляндии: 5, 10 пенни (6шт) ; 1865-1916 ;  ; Cu ; VG-VF ; 43 ; boroda ; 724 
 700 ; Лот монет России: 2,1 коп (7шт) ; 1853-1912 ;  ; Cu ; G ; 21 ; Andrei2007 ; 188 
 701 ; Лот монет России: денга (4шт) ; 1737-1751 ;  ; Cu ; G ; 20 ; gav1980 ; 305 
 702 ; Лот монет России: 5,2,1 коп (4шт) ; 1757-1875 ;  ; Cu ; G ; 47 ; misha2000 ; 816 
 703 ; Лот монет России (16шт): 1 копейка ; 19-20вв ;  ; Cu ; F-/G ; 23 ; dimka_98rus ; 359 
 704 ; Лот монет России: денга, полушка (4шт) ; 1730-1943 ;  ; Cu ; G ; 11 ; ain ; 133 
 705 ; Лот монет России: полушка (15шт) ;  ;  ; Cu ; VG/G ; 60 ; рад ; 3115 
 706 ; Лот монет России: 5 копеек (2шт) ; 1872,1876 ;  ; Cu ; G ; 8 ; 312 ; 123 
 607 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF ; 21 ; grizlimays ; 365 
 608 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 8 ; Сорокседьмой ; 169 
 609 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 21 ; Сорокседьмой ; 311 
 610 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF ; 29 ; dim66 ; 432 
 611 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF ; 17 ; ZOLTAN333 ; 542 
 612 ; 10 пенни ; 1913 ; Финляндия ; Cu ; VF ; 35 ; prince1959 ; 2828 
 613 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 8 ; grizlimays ; 255 
 614 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 8 ; grizlimays ; 204 
 615 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 18 ; СТРЕКОЗА ; 171 
 616 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 16 ; grizlimays ; 200 
 617 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 37 ; grizlimays ; 200 
 618 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF ; 55 ; sertov ; 3162 
 619 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 27 ; sertov ; 669 
 620 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 46 ; ZOLTAN333 ; 918 
 621 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF+ ; 18 ; Sky2 ; 357 
 622 ; 5 пенни ; 1865 ; Финляндия ; Cu ; F ; 26 ; 312 ; 130 
 623 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 19 ; sib8 ; 114 
 624 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF- ; 40 ; igorr ; 377 
 625 ; 5 пенни ; 1870 ; Финляндия ; Cu ; VF+ ; 28 ; ZOLTAN333 ; 1842 
 626 ; 5 пенни ; 1872 ; Финляндия ; Cu ; F-VF ; 12 ; double ; 363 
 627 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 29 ; igorr ; 393 
 628 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF- ; 62 ; SERGE5064 ; 612 
 629 ; 5 пенни ; 1898 ; Финляндия ; Cu ; F ; 16 ; sib8 ; 79 
 630 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF ; 5 ; Сорокседьмой ; 153 
 631 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 33 ; Sky2 ; 459 
 632 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 22 ; Stanislavskiy-89 ; 261 
 633 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF- ; 6 ; крот655 ; 108 
 634 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 14 ; Exctas ; 101 
 635 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 65 ; whatis.ru ; 534 
 636 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 36 ; ГдРъ ; 170 
 637 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 48 ; grizlimays ; 573 
 638 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 20 ; lva08 ; 251 
 639 ; 1 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 46 ; bva150979 ; 3825 
 640 ; 1 пенни ; 1873 ; Финляндия ; Cu ; XF- ; 38 ; bva150979 ; 1856 
 641 ; 1 пенни ; 1881 ; Финляндия ; Cu ; VF+ ; 36 ; Sky2 ; 3044 
 642 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 26 ; Sky2 ; 364 
 643 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 33 ; sertov ; 671 
 644 ; 1 пенни ; 1884 ; Финляндия ; Cu ; VF-XF ; 151 ; MUPS ; 12124 
 645 ; 1 пенни ; 1888 ; Финляндия ; Cu ; AU ; 39 ; nz7070 ; 2510 
 646 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF ; 21 ; tanker1975 ; 181 
 647 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF ; 9 ; ДУНКАН МАКЛАУД ; 230 
 648 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 25 ; dim66 ; 255 
 649 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 24 ; fgd ; 230 
 650 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 3 ; tanker1975 ; 204 
 651 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 26 ; fgd ; 279 
 652 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF+ ; 21 ; fgd ; 276 
 653 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF- ; 35 ; SERGE5064 ; 324 
 654 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF+ ; 29 ; РЕКРУТ ; 288 
 655 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF ; 20 ; РЕКРУТ ; 344 
 656 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 10 ; 312 ; 114 
 557 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 28 ; Varn ; 123 
 558 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 6 ; Varn ; 159 
 559 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 23 ; white964 ; 318 
 560 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 21 ; paul196262 ; 304 
 561 ; 1/2 копейки ; 1915 ;  ; Cu ; XF ; 16 ; tanker1975 ; 228 
 562 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 24 ; SnowFox ; 334 
 563 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 48 ; nazarett777 ; 230 
 564 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 42 ; Andrei2007 ; 111 
 565 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F ; 17 ; sof16 ; 150 
 566 ; Полушка ; 1757 ;  ; Cu ; VG ; 23 ; почтальон ; 765 
 567 ; Полушка ; 1768 ; ЕМ ; Cu ; VG ; 18 ; митяй ; 202 
 568 ; Полушка (Петров-2р, Ильин-3р) ; 1798 ; КМ ; Cu ; VG ; 38 ; ct200h ; 3059 
 569 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 19 ; koppolo ; 133 
 570 ; 1/4 копейки ; 1842 ; СМ ; Cu ; F ; 21 ; YuVV72 ; 394 
 571 ; Полушка ; 1856 ; ЕМ ; Cu ; VF-XF ; 52 ; mixser ; 1285 
 572 ; Полушка ; 1857 ; ЕМ ; Cu ; F-VF ; 65 ; paul196262 ; 2289 
 573 ; Полушка ; 1858 ; ЕМ ; Cu ; VF+ ; 71 ; sergius ; 2552 
 574 ; Полушка ; 1859 ; ЕМ ; Cu ; F-VF ; 30 ; spektr ; 969 
 575 ; Полушка ; 1864 ; ЕМ ; Cu ; VG ; 28 ; Олег33 ; 3570 
 576 ; 1/4 копейки ; 1868 ; ЕМ ; Cu ; VF- ; 41 ; Vasiliy_t ; 2612 
 577 ; 1/4 копейки ; 1873 ; ЕМ ; Cu ; VF-XF ; 29 ; mixser ; 4692 
 578 ; 1/4 копейки ; 1881 ; СПБ ; Cu ; VF-XF ; 81 ; MUPS ; 9256 
 579 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; F+ ; 86 ; Vova1950 ; 2450 
 580 ; 1/4 копейки ; 1887 ; СПБ ; Cu ; VF ; 46 ; DmitriPartei ; 2607 
 581 ; 1/4 копейки ; 1890 ; СПБ ; Cu ; VF ; 103 ; никсер ; 4182 
 582 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 46 ; Vova1950 ; 2193 
 583 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 38 ; ZOLTAN333 ; 2550 
 584 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF-XF ; 74 ; D-503 ; 1259 
 585 ; 3 копейки. Оккупация ; 1916А ;  ; Fe ; VF+ ; 19 ; ZOLTAN333 ; 1019 
 586 ; 3 копейки. Оккупация ; 1916А ;  ; Fe ; VF ; 18 ; maner73 ; 944 
 587 ; 2 копейки. Оккупация ; 1916J ;  ; Fe ; VF ; 31 ; ГдРъ ; 712 
 588 ; 1 копейка. Оккупация ; 1916J ;  ; Fe ; VF- ; 68 ; razum0610 ; 1143 
 589 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; F-VF ; 95 ; Майкл ; 12376 
 590 ; Пара-3 деньги ; 1772 ; Валахия ; Cu ; VG ; 17 ; okotv ; 2438 
 591 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F- ; 62 ; double ; 3468 
 592 ; 1 грош ; 1823 ; IB Польша ; Cu ; VG ; 28 ; valerdon ; 365 
 593 ; 1 грош ; 1828 ; FH Польша ; Cu ; F ; 28 ; рад ; 3456 
 594 ; 1 грош ; 1839 ; MW Рус.-Пол. ; Cu ; VG ; 33 ; ct200h ; 1077 
 595 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF+ ; 27 ; kotok ; 1017 
 596 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 32 ; Sky2 ; 281 
 597 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 25 ; igorr ; 169 
 598 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 17 ; vitab ; 408 
 599 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 42 ; Sky2 ; 223 
 600 ; 10 пенни ; 1876 ; Финляндия ; Cu ; F-VF ; 22 ; Дмитрий475 ; 611 
 601 ; 10 пенни ; 1889 ; Финляндия ; Cu ; F ; 19 ; Victory-2001 ; 475 
 602 ; 10 пенни ; 1890 ; Финляндия ; Cu ; VF- ; 47 ; иржик86 ; 1571 
 603 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF- ; 54 ; DmitriPartei ; 903 
 604 ; 10 пенни ; 1897 ; Финляндия ; Cu ; F-VF ; 42 ; grizlimays ; 229 
 605 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF- ; 21 ; Сорокседьмой ; 188 
 606 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 29 ; Sky2 ; 1975 
 507 ; Копейка ; 1915 ;  ; Cu ; AU ; 22 ; SnowFox ; 174 
 508 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 13 ; SSS200 ; 90 
 509 ; Денга ; 1702 ;  ; Cu ; F- ; 87 ; MMM371 ; 2333 
 510 ; Денга. Брак чеканки ;  ;  ; Cu ; F/VG ; 42 ; sotnik ; 1381 
 511 ; Денга ; 1730 ;  ; Cu ; VG ; 42 ; gav1980 ; 339 
 512 ; Денга ; 1731 ;  ; Cu ; VF ; 56 ; rom11 ; 266 
 513 ; Денга ; 1731 ;  ; Cu ; F+ ; 16 ; gav1980 ; 123 
 514 ; Денга ; 1731 ;  ; Cu ; VG ; 14 ; byrozka ; 152 
 515 ; Денга ; 1735 ;  ; Cu ; VG ; 30 ; byrozka ; 179 
 516 ; Денга ; 1737 ;  ; Cu ; VF- ; 76 ; раритет ; 1071 
 517 ; Денга ; 1738 ;  ; Cu ; F-VF ; 21 ; vitab ; 459 
 518 ; Денга ; 1741 ;  ; Cu ; F ; 19 ; igorr ; 132 
 519 ; Денга ; 1744 ;  ; Cu ; F+ ; 25 ; DIMA 57 ; 257 
 520 ; Денга ; 1747 ;  ; Cu ; F ; 10 ; byrozka ; 104 
 521 ; Денга ; 1748 ;  ; Cu ; VF ; 45 ; ain ; 420 
 522 ; Денга ; 1749 ;  ; Cu ; F ; 10 ; byrozka ; 102 
 523 ; Денга ; 1748 ;  ; Cu ; F ; 7 ; SSK ; 151 
 524 ; Денга ; 1749 ;  ; Cu ; F ; 18 ; byrozka ; 57 
 525 ; Денга ; 1750 ;  ; Cu ; F ; 21 ; byrozka ; 161 
 526 ; Денга ; 1751 ;  ; Cu ; F- ; 7 ; byrozka ; 160 
 527 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 32 ; electra ; 340 
 528 ; Денга ; 1785 ; КМ ; Cu ; VG ; 29 ; harpushtak71 ; 765 
 529 ; Денга (Петров-1р, Ильин-1р) ; 1795 ; КМ ; Cu ; VG ; 28 ; Аника-Воин ; 612 
 530 ; Деньга (Ильин - 10 руб) ; 1811 ; КМ ПБ ; Cu ; VG ; 85 ; Bolt ; 8486 
 531 ; Деньга ; 1814 ; КМ АМ ; Cu ; F ; 41 ; форсаж ; 1520 
 532 ; Деньга ; 1814 ; ИМ ПС ; Cu ; VG/G ; 18 ; почтальон ; 516 
 533 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; VG ; 47 ; spektr ; 408 
 534 ; 1/2 копейки ; 1839 ; СМ ; Cu ; VG ; 29 ; ГдРъ ; 429 
 535 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F ; 5 ; YuVV72 ; 101 
 536 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 12 ; Илья Владимирович ; 113 
 537 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF- ; 17 ; рад ; 449 
 538 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F+ ; 26 ; byrozka ; 113 
 539 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F+ ; 30 ; karrus ; 153 
 540 ; Денежка ; 1851 ; ЕМ ; Cu ; F-VF ; 20 ; cotangens ; 235 
 541 ; Денежка ; 1852 ; ЕМ ; Cu ; F ; 58 ; Аника-Воин ; 216 
 542 ; Денежка ; 1858 ; ЕМ ; Cu ; VF- ; 32 ; Аника-Воин ; 208 
 543 ; Денежка ; 1863 ; ВМ ; Cu ; VF- ; 37 ; Олег33 ; 1683 
 544 ; 1/2 копейки ; 1867 ; СПБ ; Cu ; VF-XF ; 51 ; НПЗ ; 12221 
 545 ; 1/2 копейки ; 1882 ; СПБ ; Cu ; XF+ ; 87 ; MUPS ; 10200 
 546 ; 1/2 копейки ; 1883 ; СПБ ; Cu ; VF-XF ; 72 ; MUPS ; 3570 
 547 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF ; 23 ; кузьма50 ; 1581 
 548 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; VF-XF ; 42 ; почтальон ; 1487 
 549 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 59 ; ARhimed ; 934 
 550 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 13 ; tanker1975 ; 169 
 551 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 34 ; andruha700 ; 204 
 552 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 17 ; Rober ; 103 
 553 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF- ; 9 ; sergey8 ; 1122 
 554 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 17 ; white964 ; 171 
 555 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 14 ; noviyok ; 204 
 556 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 29 ; paul196262 ; 228 
 457 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 34 ; urok20 ; 181 
 458 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 24 ; папашаГарпагон ; 128 
 459 ; 2 копейки ; 1914 ; СПБ ; Cu ; F+ ; 17 ; viv1957 ; 76 
 460 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 58 ; white964 ; 283 
 461 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 24 ; vizer ; 102 
 462 ; 2 копейки ; 1915 ;  ; Cu ; VF- ; 15 ; viv1957 ; 82 
 463 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 464 ; Копейка ; 1714 ; НД ; Cu ; F ; 51 ; maxxim ; 2766 
 465 ; Копейка ; 1716 ; НД ; Cu ; F ; 27 ; MMM371 ; 793 
 466 ; Копейка ; 1755 ; СПБ ; Cu ; F ; 55 ; ain ; 4444 
 467 ; Копейка ; 1756 ; СПБ ; Cu ; VG ; 62 ; misha2000 ; 4909 
 468 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 22 ; sergey8 ; 1632 
 469 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F ; 82 ; sergey8 ; 1887 
 470 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; VG ; 31 ; sergey8 ; 1956 
 471 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 19 ; double ; 599 
 472 ; Копейка ; 1790 ; ЕМ ; Cu ; F ; 15 ; 3aBxo3 ; 1259 
 473 ; Копейка ; 1791 ; ЕМ ; Cu ; VG ; 34 ; leshii40 ; 736 
 474 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 13 ; nazarett777 ; 192 
 475 ; Копейка ; 1818 ; ЕМ НМ ; Cu ; F+ ; 14 ; ksun ; 459 
 476 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F ; 27 ; viv1957 ; 83 
 477 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F- ; 16 ; rirosrob ; 104 
 478 ; Копейка ; 1837 ; ЕМ НА ; Cu ; F-VF ; 6 ; 7 на 8 8 на 7 ; 362 
 479 ; Копейка ; 1840 ; СПМ ; Cu ; VF ; 7 ; double ; 204 
 480 ; Копейка ; 1840 ; СПМ ; Cu ; VG ; 29 ; paul196262 ; 363 
 481 ; Копейка ; 1842 ; СПМ ; Cu ; F-VF ; 14 ; Олег33 ; 153 
 482 ; Копейка ; 1843 ; ЕМ ; Cu ; F- ; 21 ; mongol64 ; 191 
 483 ; Копейка ; 1851 ; ЕМ ; Cu ; F ; 21 ; karrus ; 143 
 484 ; Копейка ; 1862 ; ЕМ ; Cu ; VG ; 18 ; koppolo ; 134 
 485 ; Копейка. В капсуле PCGS ; 1865 ; ЕМ ; Cu ; XF45 ; 15 ; ЛАВ-13 ; 1418 
 486 ; Копейка ; 1869 ; СПБ ; Cu ; VG/G ; 25 ; Михалыч57 ; 969 
 487 ; Копейка ; 1869 ; ЕМ ; Cu ; VF-XF ; 74 ; Маша-растеряша ; 3380 
 488 ; Копейка ; 1874 ; ЕМ ; Cu ; F-VF ; 15 ; double ; 261 
 489 ; Копейка ; 1878 ; СПБ ; Cu ; F+ ; 12 ; double ; 204 
 490 ; Копейка ; 1884 ; СПБ ; Cu ; VF ; 38 ; guronidze ; 1592 
 491 ; Копейка ; 1889 ; СПБ ; Cu ; F-VF ; 14 ; karrus ; 225 
 492 ; Копейка ; 1892 ; СПБ ; Cu ; F+ ; 46 ; double ; 133 
 493 ; Копейка ; 1895 ; СПБ ; Cu ; F+ ; 56 ; grizlimays ; 207 
 494 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 63 ; ASCHE ; 333 
 495 ; Копейка ; 1897 ; СПБ ; Cu ; F/VG ; 13 ; НУРИ ; 42 
 496 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 16 ; double ; 62 
 497 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 15 ; Kostet2008 ; 61 
 498 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 24 ; paul196262 ; 411 
 499 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 3 ; НУРИ ; 38 
 500 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 3 ; Недорого ; 57 
 501 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 12 ; dimka_98rus ; 72 
 502 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 10 ; Александр974 ; 57 
 503 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 14 ; SnowFox ; 95 
 504 ; Копейка ; 1913 ; СПБ ; Cu ; XF+ ; 38 ; lva08 ; 340 
 505 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 18 ; paul196262 ; 123 
 506 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 23 ; SSS200 ; 79 
 407 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 22 ; misha2000 ; 204 
 408 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 14 ; viv1957 ; 222 
 409 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 9 ; misha2000 ; 114 
 410 ; 2 копейки ; 1763 ; СПМ ; Cu ; VG ; 26 ; sergey8 ; 725 
 411 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 60 ; sergey8 ; 951 
 412 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F+ ; 41 ; пободаемся ; 989 
 413 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF ; 79 ; раритет ; 4896 
 414 ; 2 копейки ; 1797 ; АМ ; Cu ; VF ; 34 ; double ; 567 
 415 ; 2 копейки ; 1797 ; КМ ; Cu ; F-VF ; 48 ; maner73 ; 1587 
 416 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 46 ; nazarett777 ; 262 
 417 ; 2 копейки ; 1798 ; КМ ; Cu ; F ; 31 ; maner73 ; 1134 
 418 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VG ; 26 ; byrozka ; 254 
 419 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF/VG ; 47 ; sarspas ; 1328 
 420 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 20 ; Котик ; 396 
 421 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F- ; 13 ; пободаемся ; 300 
 422 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 19 ; volkov ; 466 
 423 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 14 ; гоша334 ; 242 
 424 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 18 ; byrozka ; 151 
 425 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF ; 26 ; гоша334 ; 714 
 426 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 18 ; ct200h ; 225 
 427 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 32 ; rirosrob ; 150 
 428 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF-XF ; 12 ; gelind ; 276 
 429 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 9 ; gelind ; 332 
