 6607 ; Блюдце фирмы Александр Качъ ;  ;  ; Ж/м ;  ; 44 ; volkova21 ; 263 
 1290 ; Знак VI Спартакиада СССР ;  ;  ; Ж/м,эмаль ; XF ; 10 ; maks169 ; 89 
 1291 ; Знак ГТО. Польша ;  ;  ; Ж/м,эмаль ; XF ; 17 ; Andre_Vladi ; 254 
 1292 ; Знак ГТО. Чехословакия ;  ;  ; Ж/м,эмаль ; VF ; 16 ; Andre_Vladi ; 254 
 1293 ; Знак Классность 2 ст. ;  ;  ; Ж/м,эмаль ; XF+ ; 30 ; жених ; 168 
 1294 ; Знак Kokneses MRS ;  ;  ; Ж/м ; XF- ; 18 ; жених ; 40 
 1295 ; Знак 150 лет Гознаку ; ЛМД ;  ; Al ; AU ; 32 ; porte33 ; 110 
 1296 ; Знак Отличный солдат. Румыния ;  ;  ; Ж/м,эмаль ; XF- ; 25 ; жених ; 261 
 1297 ; Знак Всегда готов! 50. Ленинград ;  ;  ; Al ; AU ; 20 ; luchsva ; 250 
 1298 ; Знак Ветеран. Эра ;  ;  ; Al ; XF ; 20 ; RAPAN ; 75 
 1299 ; Знак Театр сказки ; ЛМД ;  ; Al ; XF ; 10 ; жених ; 38 
 1300 ; Знак Всесоюзное химические общество им. Менделеева ; ЛМД ;  ; Al ; AU ; 32 ; Хаа ; 99 
 1301 ; Знак Активисту общества ;  ;  ; Ж/м,эмаль ; XF ; 62 ; фюрстен ; 404 
 1302 ; Знак Спортклуб ЛИИЖТ ; ЛМД ;  ; Al ; AU ; 26 ; legallegal ; 555 
 1303 ; Знак 100 лет Ленину ;  ;  ; Керамика ; XF ; 30 ; жених ; 171 
 1304 ; Знак За достижения в самодеятельном искусстве. ВЦСПС ; ЛМД ;  ; Al ; AU ; 18 ; vladimirV ; 300 
 1305 ; Знак 60 лет Великого Октября ;  ;  ; Al ; AU ; 38 ; porte33 ; 87 
 1306 ; Знак Арктика 1974. Ленинград ;  ;  ; Al ; AU ; 28 ; RAPAN ; 149 
 1307 ; Знак Герб Санкт-Петербурга ;  ;  ; Б/м ; XF ; 7 ; жених ; 36 
 1308 ; Знак Дорогой славы отцов ;  ;  ; Al ; XF+ ; 29 ; серж 78 ; 150 
 1309 ; Знак Гангут 1941г. ;  ;  ; Al ; XF+ ; 27 ; Леонс ; 152 
 1310 ; Знак Мастер вождения автопоездов КазСССР ;  ;  ; Al ; AU ; 36 ; legallegal ; 999 
 1311 ; Знак "Ленин" 1984. 25 лет ;  ;  ; Al ; XF+ ; 29 ; RAPAN ; 206 
 1312 ; Знак 50 лет шефства над ВМФ. ВЛКСМ ;  ;  ; Al ; AU ; 20 ; luchsva ; 450 
 1213 ; Знак Готов к ПВЛ ;  ;  ; Ж/м,эмаль ; VF-XF ; 21 ; sports ; 71 
 1214 ; Знак Адмирал Чабаненко ;  ;  ; Ж/м ; XF ; 45 ; Russman ; 99 
 1215 ; Знак ЛАМУ ;  ;  ; Ж/м ; XF ; 31 ; Rjym gtlfkmysq ; 261 
 1216 ; Знак 25 лет Дружинник ;  ;  ; Al ; AU ; 44 ; Григорий Богослов ; 181 
 1217 ; Знак ОГФСО Юность России ;  ;  ; Ж/м ; AU ; 9 ; sports ; 17 
 1218 ; Знак 10 лет Дружинник ;  ;  ; Al ; XF ; 29 ; Григорий Богослов ; 178 
 1219 ; Знак Мужеству, стойкости, верности, комсомольской ;  ;  ; Al ; AU ; 13 ; Boxing ; 65 
 1220 ; Знак Университет технического творчества Всесоюзного общества изобретателей рационализаторов ;  ;  ; Б/м,эмаль ; XF ; 31 ; legallegal ; 714 
 1221 ; Знак Фестиваль песни  1977 ;  ;  ; Ж/м,эмаль ; VF-XF ; 7 ; риг13 ; 15 
 1222 ; Знак Судья 3 категории общ Красного креста и Полумесяца ;  ;  ; Al ; XF ; 29 ; luchsva ; 150 
 1223 ; Знак Ветеран труда Мебельная фирма Рига ;  ;  ; Al ; XF ; 11 ; риг13 ; 72 
 1224 ; Знак 40 лет ВОВ ;  ;  ; Al ; XF ; 52 ; ветеран ; 57 
 1225 ; Знак Общ дружбы СССР - Венгрия ;  ;  ; Б/м ; VF-XF ; 11 ; 133 ; 15 
 1226 ; Знак Рыболовецкий колхоз ;  ;  ; Ж/м,эмаль ; VF-XF ; 11 ; риг13 ; 15 
 1227 ; Знак Рижский техникум ;  ;  ; Б/м,эмаль ; F-VF ; 13 ; SRN ; 222 
 1228 ; Знак Общество борьбы за трезвость ;  ;  ; Al ; AU ; 21 ; psanat ; 95 
 1229 ; Знак Общество охраны природы Латвия ;  ;  ; Ж/м,эмаль ; VF-XF ; 5 ; риг13 ; 13 
 1230 ; Знак Общ дружбы  Северная Корея - СССР ;  ;  ; Б/м,эмаль ; XF ; 6 ; Ö ; 76 
 1231 ; Знак Чемпион Рига ;  ;  ; Ж/м,эмаль ; VF-XF ; 44 ; Neva ; 249 
 1232 ; Знак 30 лет ;  ;  ; Ж/м ; VF-XF ; 8 ; murka1973 ; 59 
 1233 ; Знак Отличник сухопутный войск ;  ;  ; Ж/м,эмаль ; AU ; 25 ; foh1985 ; 306 
 1234 ; Знак Фестиваль ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; svet67 ; 35 
 1235 ; Знак Мед ВУЗ ;  ;  ; Ж/м,эмаль ; XF ; 27 ; assesor ; 524 
 1236 ; Медаль Лауреат ВДНХ ;  ;  ; Б/м ; XF ; 13 ; persik ; 79 
 1237 ; Знак на берет Береговая артиллерия Финляндия ;  ;  ; Б/м ; AU ; 22 ; masha_93 ; 126 
 1238 ; Знак За заслуги в строительстве социализма. ГДР ;  ;  ; Ж/м ; XF+ ; 49 ; uhfvv7 ; 128 
 1239 ; Знак ВПУ МВД СССР ;  ;  ; Ж/м,эмаль ; XF ; 25 ; graff36alex ; 522 
 1240 ; Знак 40 лет Советской пожарной охраны ;  ;  ; Ж/м,эмаль ; VF ; 21 ; masha_93 ; 510 
 1241 ; Знак Юный натуралист СССР ; ММД ;  ; Ж/м,эмаль ; XF ; 33 ; assesor ; 229 
 1242 ; Знак ЮДПД. УРСР ; ЛМД ;  ; Ж/м,эмаль ; AU ; 37 ; Хаа ; 392 
 1243 ; Знак Парашютист ;  ;  ; Ж/м,эмаль ; VF+ ; 36 ; СВИ ; 276 
 1244 ; Знак на берет пехотный Финляндия ;  ;  ; Б/м ; XF ; 19 ; Лоцман ; 108 
 1245 ; Знак за стрельбу (призовой) Финляндия ;  ;  ; Ж/м ; AU ; 15 ; masha_93 ; 51 
 1246 ; Знак Ветеран Финляндия ;  ;  ; Б/м ; AU ; 9 ; Dahan ; 106 
 1247 ; Знак 26 Комсомольская конференция КВПО КГБ СССР 1989 ;  ;  ; Al ; XF ; 41 ; luchsva ; 1134 
 1248 ; Знак XIII КСАПО Комсомольская конференция ВЛКСМ ;  ;  ; Al ; XF ; 35 ; luchsva ; 1024 
 1249 ; Кокарда Сноп пшеницы Швеция ; 1 полов 20 века ;  ; Ж/м ; XF ; 3 ; Vox ; 11 
 1250 ; Кокарда Швеция ; 1 полов 20 века ;  ; Ж/м ; XF ; 7 ; Лоцман ; 53 
 1251 ; Корона Швеция ; 19 век ;  ; Ж/м ; XF ; 21 ; krass ; 124 
 1252 ; Знак РЖД 65 лет победы ;  ;  ; Al ; AU ; 28 ; Yustas69 ; 87 
 1253 ; Знак Отличник энергетики и электрификации ;  ;  ; Al ; XF ; 29 ; Yustas69 ; 168 
 1254 ; Солдатский знак 2 класса ;  ;  ; Ж/м,эмаль ; XF ; 46 ; Gremlin 161 ; 100 
 1255 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; XF ; 46 ; piv67 ; 1530 
 1256 ; Медаль В память 300-летия Санкт-Петербурга ;  ;  ; Ж/м ; AU ; 43 ; NUMIZMAT 777 ; 229 
 1257 ; Медаль 60 лет победы ;  ;  ; Ж/м ; AU ; 33 ; Mr.Credo ; 107 
 1258 ; Знак За дальний поход ;  ;  ; Ж/м ; XF ; 14 ; svet67 ; 102 
 1259 ; Знак Ветерану гвардейских минометных частей ;  ;  ; Ж/м ; XF ; 64 ; RAPAN ; 688 
 1260 ; Знак Отличный артиллерист ;  ;  ; Ж/м,эмаль ; XF ; 41 ; assesor ; 1529 
 1261 ; Знак 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м,эмаль ; XF ; 30 ; ga2012 ; 261 
 1262 ; Знак Отличник соц соревнования ж/д транспорта ;  ;  ; Ж/м,эмаль ; XF ; 64 ; vaeltaja ; 569 
 1163 ; Медаль Юбилей фабрики по производству искуственной кожи. ГДР. D-50мм ;  ;  ; Б/м ; XF ; 23 ; каррр ; 89 
 1164 ; Медаль в честь 50 летия королевы Маргарет II. Дания. Коробка, сертификат ;  ;  ; Ag ; Proof ; 14 ; az717 ; 476 
 1165 ; Медаль. Экю. Германия. Европа. 1992. D-40мм ;  ;  ; Б/м ; AU ; 21 ; arusakov02 ; 100 
 1166 ; Монетовидный жетон. 10 евро. Германия. Европа. 1996. D-40мм ;  ;  ; Б/м ; Proof ; 23 ; arusakov02 ; 100 
 1167 ; Медаль. III папское паломничество в Польшу. D-40мм ;  ;  ; Ж/м ; AU ; 13 ; Снежный Барс ; 21 
 1168 ; Медаль. 1 Визит в Германию. ХХ Всемирный день молодежи в Кельне. Германия. D-40мм ;  ;  ; Б/м ; Proof ; 11 ; Снежный Барс ; 37 
 1169 ; Медаль. Пьер-Жан де Беранже. Франция. D-37мм ;  ;  ; Б/м ; XF ; 13 ; каррр ; 95 
 1170 ; Монетовидный жетон. 10. Ватикан. 2004. D-40мм ;  ;  ; Би/м ; AU ; 5 ; Ustin ; 90 
 1171 ; Медаль Ившемское аббатство Англия ; 1909 ;  ; Br ; VF-XF ; 10 ; murka1973 ; 51 
 1172 ; Жетон религиозный. D-22мм ;  ;  ; Б/м ; VF+ ; 17 ; ВУЛ ; 111 
 1173 ; Медаль Принятие присяги D-40мм ;  ;  ; Б/м ; AU ; 13 ; barbos ; 77 
 1174 ; Медаль Людовик XVI Вооружение пехотных войск. Франция. D-30мм ;  ;  ; Ж/м ; XF ; 11 ; S5S1 ; 816 
 1175 ; Медаль. Луи XVIII. Французская королевская академия. Франция. D-33мм ;  ;  ; Ag ; XF ; 51 ; Unknown ; 1947 
 1176 ; Медаль. Луи XVIII. Французская королевская медицинская академия. Франция. Р-ры:30х30мм ;  ;  ; Ag ; VF+ ; 37 ; ежик ; 1504 
 1177 ; Жетон в честь прибытия в Британию 1776г. Людовик XVI. Франция. D-29мм ;  ;  ; Ag ; XF- ; 38 ; uxx ; 1698 
 1178 ; Медаль памятная "Нельсон Мандела". Остров Роббин. D-40мм ;  ;  ; Б/м ; Proof ; 7 ; arusakov02 ; 68 
 1179 ; Медаль памятная визит Папы Римского в Африку. D-38мм ;  ;  ; Б/м ; Proof ; 15 ; arusakov02 ; 222 
 1180 ; Медаль. Защитникам Порт-Артура. Франция. 1904. D-32мм ;  ;  ; Ag ; F-VF ; 37 ; эльф01 ; 6913 
 1181 ; Жетон Shell ;  ;  ; Ж/м ; XF+ ; 12 ; cr5400 ; 46 
 1182 ; Орден Корея ;  ;  ; Б/м ; VF-XF ; 36 ; evgen 66 ; 413 
 1183 ; Знак СССР мастер спорта ;  ;  ; Б/м ; AU ; 12 ; Boxing ; 255 
 1184 ; Знак Заслуженный мастер спорта ;  ;  ; Б/м ; AU ; 20 ; Boxing ; 407 
 1185 ; Знак За окончания военного ВУЗа ;  ;  ; Б/м,эмаль ; AU ; 38 ; evseechevvv ; 826 
 1186 ; Знак Отличник социалистического соревнования Минавиапром ;  ;  ; Ж/м,эмаль ; VF+ ; 39 ; СВИ ; 1587 
 1187 ; Знак Депутат муниципального образования ; СПМД ;  ; Ж/м ; AU ; 10 ; porte33 ; 77 
 1188 ; Знак Депутат муниципального образования ; СПМД ;  ; Ж/м ; AU ; 35 ; Russman ; 81 
 1189 ; Знак за окончание офицерских штурманских классов ; 19-нач.20в ;  ; Ag ; VF- ; 66 ; Prooflike ; 9824 
 1190 ; Знак 95 лет пионерии ; СПМД ;  ; Ж/м ; AU ; 84 ; ОВМ ; 453 
 1191 ; Знак Общество борьбы за трезвость ; 1985 ;  ; Al ; AU ; 32 ; Agava ; 97 
 1192 ; Знак Мао Цзедун ;  ;  ; Ж/м ; VF+ ; 23 ; прохожий ; 255 
 1193 ; Знак Общество борьбы за трезвость ; 1985 ;  ; Al ; AU ; 18 ; D-503 ; 142 
 1194 ; Заготовка  и проюбный оттиск знак Ленин ;  ;  ; Б/м ; VF ; 20 ; porte33 ; 153 
 1195 ; Знак ДСО Искра ;  ;  ; Ж/м.эмаль ; XF ; 22 ; evseechevvv ; 384 
 1196 ; Знак ДСО Искра ;  ;  ; Ж/м.эмаль ; XF ; 63 ; evseechevvv ; 352 
 1197 ; Знак Служба внешней разведки 85лет ;  ;  ; Ж/м.эмаль ; AU ; 88 ; жучара ; 1581 
 1198 ; Знак Депутат Верховный совет РСФСР №700 ; ММД ;  ; Ag ; AU/XF+ ; 60 ; legallegal ; 7174 
 1199 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF+ ; 5 ; AlexVB ; 184 
 1200 ; Знак За дальний поход ;  ;  ; Ж/м,эмаль ; VF+ ; 44 ; persik ; 333 
 1201 ; Ромб ВВМИУ ;  ;  ; Ag,эмаль ; XF+ ; 29 ; maks169 ; 4284 
 1202 ; Ромб Арт. Ак.ми. Джержинского ;  ;  ; Ag,эмаль ; XF+ ; 26 ; Волчек ; 8086 
 1203 ; Ромб Военный институт ;  ;  ; Ag,эмаль ; XF+ ; 27 ; Волчек ; 6375 
 1204 ; Ромб ВАТС ;  ;  ; Ag,эмаль ; XF+ ; 25 ; legallegal ; 8888 
 1205 ; Ромб ВЮА ;  ;  ; Ag,эмаль ; AU ; 22 ; xfiers ; 11500 
 1206 ; Ромб ВМФ ;  ;  ; Ag,эмаль ; XF+ ; 26 ; maks169 ; 3071 
 1207 ; Ромб ВА им. Фрунзе ;  ;  ; Ag,эмаль ; AU ; 24 ; lesnik1 ; 8140 
 1208 ; Знак Ударнику Сталинского призыва ;  ;  ; Ж/м,эмаль ; VF-XF ; 35 ; шарик ; 1322 
 1209 ; Знак Да здравствует  XXX годовщина Великого Октября ;  ;  ; Ж/м,эмаль ; XF- ; 24 ; maks169 ; 1686 
 1210 ; Знак 2 спартакиада Ленинграда ;  ;  ; Ж/м,эмаль ; AU ; 30 ; maks169 ; 255 
 1211 ; Знак Военно-исторический музей артиллерии, инженерных войск и войск связи ;  ;  ; Al ; XF ; 11 ; porte33 ; 56 
 1212 ; Знак Юный футболист ;  ;  ; Al ; XF ; 17 ; roza77 ; 60 
 1113 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 30 ; silverbob ; 159 
 1114 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 13 ; dimam_kz ; 153 
 1115 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 7 ; маманя ; 114 
 1116 ; Медаль Швеция ;  ;  ; Б/м ; VF-XF ; 11 ; dimam_kz ; 138 
 1117 ; Медаль Швеция ;  ;  ; Б/м ; XF ; 30 ; dimam_kz ; 167 
 1118 ; Медаль 1927г. Германия ;  ;  ; Б/м ; F ; 19 ; veektor ; 466 
 1119 ; Медаль за работу на почте + планка. ГДР ;  ;  ; Ж/м ; AU ; 29 ; stilsb ; 260 
 1120 ; Крест 1914-1918. Германия ;  ;  ; Fe ; XF ; 46 ; assesor ; 1555 
 1121 ; Медаль обороны. Великобритания ;  ;  ; Б/м ; VF-XF ; 39 ; ОВМ ; 816 
 1122 ; Медаль выслуги 15 лет ВС Венгрия ;  ;  ; Ж/м ; VF-XF ; 49 ; PK101975 ; 419 
 1123 ; Медаль выслуги 10 лет ВС Венгрия ;  ;  ; Ж/м ; VF-XF ; 15 ; PK101975 ; 227 
 1124 ; Медаль выслуги 20 лет ВС Венгрия ;  ;  ; Ж/м ; VF-XF ; 21 ; evseechevvv ; 355 
 1125 ; Медаль выслуги 25 лет ВС Венгрия ;  ;  ; Ж/м ; VF-XF ; 29 ; evseechevvv ; 444 
 1126 ; Медаль выслуги 30 лет ВС Венгрия ;  ;  ; Ж/м ; VF-XF ; 23 ; PK101975 ; 272 
 1127 ; Медаль Зза борьбу с наводнением Венгрия ;  ;  ; Ж/м ; XF ; 22 ; dimam_kz ; 255 
 1128 ; Орден Леопольда. С мечами. Офицерский крест. Бельгия. М-19,15г ; Начало XXв ;  ; Au,эмаль ; XF+/AU ; 54 ; а1945 ; 30702 
 1129 ; Орден Почетного Легиона. Франция ;  ;  ; Au,эмаль ; VF-XF ; 39 ; а1945 ; 24582 
 1130 ; Медаль 25 лет освобождения Венгрия ;  ;  ; Ж/м ; XF ; 13 ; salim ; 183 
 1131 ; Медаль За отличную работу Венгрия ;  ;  ; Ж/м ; XF ; 7 ; dimam_kz ; 101 
 1132 ; Медаль ПМВ Бельгия ;  ;  ; Ж/м ; XF ; 28 ; carre ; 714 
 1133 ; Медаль короля Альберта Бельгия ;  ;  ; Ж/м ; XF ; 26 ; дилитант ; 297 
 1134 ; Медаль короля Леопольда Бельгия ;  ;  ; Ж/м ; AU ; 49 ; дилитант ; 490 
 1135 ; Орден меча. Швеция ;  ;  ; Au,эмаль ; AU ; 46 ; а1945 ; 22667 
 1136 ; Орден Северной Звезды. Швеция. М-15,2г ;  ;  ; Au18к,эмаль ; AU ; 47 ; а1945 ; 25557 
 1137 ; Медаль 2МВ Бельгия ;  ;  ; Ж/м ; AU ; 37 ; carre ; 822 
 1138 ; Пальмы ордена Короны Бельгия ;  ;  ; Ж/м ; XF ; 9 ; spbpetrovich ; 193 
 1139 ; Орден Красной Звезды Албания ;  ;  ; Ж/м ; XF ; 36 ; krass ; 612 
 1140 ; Медаль В память 175 летия вхождения Женевы в состав Конфедерации. D-60мм. В коробке ; 1989 ;  ; Ж/м ; AU ; 17 ; LEXAI ; 227 
 1141 ; Медаль Эдвард Виндзорский (1894-1972). В коробке ;  ;  ; Ag ; Proof ; 21 ; arusakov02 ; 992 
 1142 ; Жетон. Иоанн Павел II. D-27мм ;  ;  ; Ж/м ; XF ; 10 ; НУРИ ; 21 
 1143 ; Медаль. Год Крысы. Китай. D-40мм ;  ;  ; Би/м ; Unc ; 33 ; прохожий ; 191 
 1144 ; Жетон Людовик D-25мм ;  ;  ; Cu ; F-VF ; 25 ; D-503 ; 340 
 1145 ; Медаль На открытие памятника Александру Иоану Куза Румыния D-29мм ;  ;  ; Br ; XF ; 24 ; veektor ; 385 
 1146 ; Медаль Международный турнир по дзюдо. Кубок Закарпатья, Украина, Ужгород 2011. D-50мм ;  ;  ; Ж/м ; XF ; 22 ; Asandr ; 339 
 1147 ; Медаль. Кубок Европы. Европейский союз дзюдо. D-100мм ;  ;  ; Ж/м ; XF ; 20 ; Asandr ; 306 
 1148 ; Медаль. Турку. Финляндия. D-58мм. Пластиковая коробка, крышка надломана ;  ;  ; Б/м ; XF ; 13 ; жених ; 59 
 1149 ; Медаль 60 лет СССР. D-60мм ;  ;  ; Ж/м ; VF ; 11 ; barbos ; 101 
 1150 ; Медаль Прибалтика D-54мм Два отверстия ;  ;  ; Керамика ; AU ; 7 ; мед-ь ; 105 
 1151 ; Медаль в память визита кораблей Российского Императорского Флота в Тулон в октябре 1893г. Франция. D-37мм ;  ;  ; Br, серебрение ; XF- ; 46 ; Ricky Spanish ; 1887 
 1152 ; 15 пфеннигов транспортный жетон Германия Нотгельд Моллем ; 1918 ;  ; Zn ; VF ; 21 ; ulуsse ; 214 
 1153 ; 20 пфеннигов транспортный жетон Германия Нотгельд Нюрнберг ;  ;  ; Zn ; AU ; 17 ; nays ; 185 
 1154 ; Медаль. Черный стыд и культурный позор на Рейне (позорный талер) Германия ; 1920-е ;  ; Br, серебр ; VF+ ; 36 ; KФC ; 1122 
 1155 ; Жетон Гиперинфляция на ноябрь 1923 Германия Веймар ; 1923 ;  ; Br ; XF ; 57 ; JWalker ; 816 
 1156 ; Жетон Игровое казино Австрия ; 1979 ;  ; Ag ; XF ; 8 ; тикси3 ; 206 
 1157 ; Медаль На сюжет из творчества Микеланджело. D-43мм. М-40г ;  ;  ; Ag925 ; Proof ; 27 ; Krakovjak ; 1326 
 1158 ; Медаль На сюжет из творчества Микеланджело. D-43мм. М-39,93г ;  ;  ; Ag925 ; Proof ; 27 ; ga2012 ; 1353 
 1159 ; Медаль В память основания около Берлина памятника, посвященного военным событиям 1813-1815 гг. Медальер Г.Ф. Брандт. D-50мм ;  ;  ; Br ; XF ; 48 ; ОВМ ; 8092 
 1160 ; Медаль На юбилей свадьбы Вильгельма и Августы Виктории Германия D-45мм Коробка ;  ;  ; Ag ; AU ; 42 ; Belik ; 5145 
 1161 ; Медаль Н.А.Г. Бенних, генерал директор таможенной службы Швеции. С благодарностью за труды. Швеция. D-58мм ; 1888 ;  ; Cu ; XF- ; 22 ; jbl ; 1700 
 1162 ; Медаль. Ребиндер, граф Роберт-Генрих Иванович. . Медальер Н. Уткин. D-50мм ; 1841 ;  ; Cu ; VF ; 17 ; msmaci ; 1734 
 1063 ; Орден Красного орла. Пруссия ;  ;  ; Ag ; XF- ; 37 ; AV-HUN ; 15316 
 1064 ; Медаль 50 лет правления 1848-1898гг. Императора Франца Иосифа. D-34мм ;  ;  ; Br ; XF ; 17 ; Regent21v ; 510 
 1065 ; Почетный крест за 1 мировую войну 1914-1918 г.г. С мечами ;  ;  ; Br ; XF+ ; 29 ; АКМ ; 816 
 1066 ; Памятная медаль "За кампанию в Китае 1900-1901" для комбатантов. Германия ;  ;  ; Br ; XF+ ; 56 ; eisen ; 5100 
 1067 ; Медаль 100 лет Вильгельму I. Германия. D-40мм ;  ;  ; Br ; XF ; 27 ; Regent21v ; 612 
 1068 ; Знак масонский. Великобритания. М-27г. Р-ры 45х45мм ; 1927 ;  ; Ag,эмаль ; XF- ; 57 ; Сибирь-38 ; 2393 
 1069 ; Жетон масонский. Великобритания. М-29,5г. Р-ры 60х40мм ; 1949 ;  ; Ag,эмаль ; XF ; 45 ; Sky2 ; 1560 
 1070 ; Медаль Франц Иосиф. Австрия ;  ;  ; Ж/м ; XF ; 41 ; ppp ; 1734 
 1071 ; Орден. Бельгия ;  ;  ; Ж/м,эмаль ; VF+ ; 19 ; Чуча ; 385 
 1072 ; Орден Почётного легиона. Франция ;  ;  ; Ag,эмаль ; F+ ; 34 ; Гектор8 ; 2142 
 1073 ; Военный крест Франция 1939г ;  ;  ; Ж/м ; F ; 26 ; krass ; 700 
 1074 ; Звезда 1914-1915гг За участие в сражениях. Рядовой глостерширского полка Великобритания ;  ;  ; Ж/м ; VF ; 39 ; ga2012 ; 1259 
 1075 ; Медаль За заслуги (гражданский) Германия ;  ;  ; Ж/м ; VF ; 37 ; Рисковый ; 225 
 1076 ; Медаль За участие в Балканских войнах Косово Сербия 1912 ;  ;  ; Ж/м ; VF-XF ; 21 ; Гектор8 ; 816 
 1077 ; Знак Болгария ;  ;  ; Ж/м,эмаль ; XF ; 21 ; dimam_kz ; 206 
 1078 ; Медаль За воинскую доблесть Франция ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; evseechevvv ; 436 
 1079 ; Крест Комбатанта Франция ;  ;  ; Ж/м ; VF ; 29 ; drew ; 512 
 1080 ; Медаль в память ореволюционной борьбе Чехословакия 1918 ;  ;  ; Ж/м ; XF- ; 19 ; aleks1943 ; 1275 
 1081 ; Медаль За ревностную службу Сербия ;  ;  ; Ж/м ; VF ; 55 ; veektor ; 1249 
 1082 ; Памятная медаль на перенос останков Наполеона I в дом инвалидов 2.04.1861 ;  ;  ; Ж/м ; VF-XF ; 50 ; Unknown ; 1022 
 1083 ; Медаль Свободы и победы Польша ;  ;  ; Ж/м ; VF-XF ; 21 ; krass ; 414 
 1084 ; Знак коллектив соц труда ГДР ;  ;  ; Ж/м ; VF-XF ; 9 ; Yustas69 ; 79 
 1085 ; Медаль. Германия. Олимпиада  Футбол ;  ;  ; Б/м ; VF ; 31 ; 3273 ; 340 
 1086 ; Медаль Лессинга за заслуги. ГДР ;  ;  ; Ag ; XF- ; 26 ; MONGOL64 ; 359 
 1087 ; Медаль за заслуги. ГДР ;  ;  ; Б/м ; AU ; 39 ; stilsb ; 365 
 1088 ; Медаль Отличный молодой коллектив. ГДР ;  ;  ; Б/м ; XF ; 42 ; evseechevvv ; 742 
 1089 ; Знак Коллектив социалистического труда. ГДР ;  ;  ; Ж/м ; XF+ ; 13 ; Boxing ; 102 
 1090 ; Знак Коллектив социалистического труда. 1966. ГДР ;  ;  ; Ж/м ; XF ; 12 ; DIMA 57 ; 128 
 1091 ; Медаль за трудовые заслуги. 1979. ГДР ;  ;  ; Ж/м ; AU ; 25 ; DIMA 57 ; 192 
 1092 ; Медаль Худиксвалль Швеция ; 1909 ;  ; Br ; XF+ ; 9 ; Рисковый ; 204 
 1093 ; Медаль за Итальянскую кампанию. 1859. Франция ;  ;  ; Б/м ; XF ; 15 ; Galagan1978 ; 2701 
 1094 ; Крест 1914-1915. Франция ;  ;  ; Ж/м ; VF ; 20 ; Galagan1978 ; 963 
 1095 ; Крест 1914-1917. Франция ;  ;  ; Ж/м ; VF+ ; 14 ; carre ; 886 
 1096 ; Крест 1914-1918. Франция ;  ;  ; Ж/м ; XF- ; 23 ; Гектор8 ; 1245 
 1097 ; Медаль за ранение. Франция ;  ;  ; Ж/м,эмаль ; XF ; 55 ; R1971 ; 935 
 1098 ; Военная медаль. Франция ;  ;  ; Ж/м ; XF ; 37 ; carre ; 1200 
 1099 ; Крест Витторио Венето. Италия ;  ;  ; Ж/м ; XF+ ; 24 ; дилитант ; 730 
 1100 ; Медаль за Ливию. Италия ;  ;  ; Ag ; F ; 38 ; Galagan1978 ; 2085 
 1101 ; Медаль 1915-1918. Италия ;  ;  ; Ж/м ; XF ; 28 ; дилитант ; 561 
 1102 ; Медаль победы в I Мировой войне. Италия ;  ;  ; Ж/м ; VF-XF ; 44 ; mixer2k ; 826 
 1103 ; Медаль заслуг в искусстве. Италия ;  ;  ; Ж/м ; XF ; 9 ; veektor ; 227 
 1104 ; Медаль Артура Беккера. ГДР. Коробка, планка ;  ;  ; Ж/м ; XF+ ; 27 ; 76 ; 238 
 1105 ; Медаль. Великобритания ;  ;  ; Br ; XF ; 20 ; krass ; 463 
 1106 ; Медаль за Доблесть служащему Национальной гвардии одного из штатов США. США. Р-ры: 80х80мм. на ленте ;  ;  ; Ж/м, эмаль ; XF+/AU ; 45 ; aviator55 ; 505 
 1107 ; Наградной знак 20 лет на гос службе+ фрачник. Финляндия ;  ;  ; Ag ; AU ; 31 ; Mikе! ; 340 
 1108 ; Наградной знак За заслуги от городского совета за 20 лет службе+ фрачник. Финляндия ;  ;  ; Ag ; AU ; 69 ; Mikе! ; 473 
 1109 ; Медаль За заслуги в обороне страны. 1 ст. Польша ;  ;  ; Ж/м ; XF+ ; 17 ; krass ; 269 
 1110 ; Медаль За заслуги в обороне страны. 3 ст. Польша ;  ;  ; Ж/м ; VF+ ; 16 ; Ivanov ; 269 
 1111 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 28 ; silverbob ; 114 
 1112 ; Медаль Швеция ;  ;  ; Ж/м ; XF ; 17 ; dimam_kz ; 118 
 1013 ; Медаль 100 лет Ленинградскому опытному заводу электронных приборов времени Хронотрон (1877-1977). D-70мм ; 1977 ;  ; Б/м ; XF+ ; 21 ; barbos ; 84 
 1014 ; Медаль 150 лет со дня рождения В. Верещагина. Медальер - А. Архипов. D-69мм ; ЛМД ;  ; Ж/м ; XF+ ; 20 ; lavist ; 510 
 1015 ; Медаль 150 лет со дня рождения В. Верещагина. Медальер - А. Архипов. D-69мм ; ЛМД ;  ; Ж/м ; XF+ ; 20 ; Григорий Богослов ; 479 
