 5861 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 19 ; dmivanych ; 120 
 818 ; Лот монет Алексея Михайловича "Медный бунт" (3шт): копейка. Новгород, Псков, Москва ; 1612-1613 ;  ; Cu ; F+/F-VF ; 23 ; Dentum ; 1386 
 819 ; Лот монет Ивана Грозного (4шт): копейка ; 1533-1584 ;  ; Ag ; F+/F-VF ; 11 ; zemlyk2014 ; 113 
 820 ; Лот допетровских монет (3шт): копейка ;  ;  ; Ag ; F+/F-VF ; 7 ; sato ; 73 
 821 ; Лот допетровских монет (3шт): копейка ;  ;  ; Ag ; F+/F-VF ; 9 ; sato ; 66 
 822 ; Лот допетровских монет (3шт): копейка ;  ;  ; Ag ; F+/F-VF ; 4 ; sato ; 58 
 823 ; Драхма. Пантикапей ;  ;  ; Ag ; F-VF ; 50 ; ЛАВ-13 ; 3672 
 724 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 29 ; ГдРъ ; 413 
 725 ; Денга ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 22 ; ЛАВ-13 ; 105 
 726 ; Копейка ; 1618-ок.1626 ; Михаил Федорович Ярославль ; Ag ; F-VF ; 108 ; ГдРъ ; 1089 
 727 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; Vasilyi9 ; 78 
 728 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; RemTro ; 115 
 729 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; aziya11 ; 65 
 730 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; северянин ; 110 
 731 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; НЗ ; 74 
 732 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; НЗ ; 101 
 733 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; lsp25 ; 75 
 734 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; RemTro ; 75 
 735 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 9 ; rirosrob ; 153 
 736 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 5 ; rirosrob ; 101 
 737 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 17 ; bva150979 ; 104 
 738 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; ГдРъ ; 169 
 739 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 13 ; bazator ; 453 
 740 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 21 ; Xxzx ; 269 
 741 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; murew ; 99 
 742 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; Vasilyi9 ; 104 
 743 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; северянин ; 146 
 744 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 75 
 745 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; Xxzx ; 68 
 746 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 8 ; virtualman ; 191 
 747 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; gdrg2 ; 100 
 748 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 24 ; Fray ; 146 
 749 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 13 ; aziya11 ; 123 
 750 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 20 ; Xxzx ; 138 
 751 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; Xxzx ; 126 
 752 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 15 ; Xxzx ; 342 
 753 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 13 ; samsung ; 567 
 754 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 14 ; Xxzx ; 120 
 755 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; Xxzx ; 84 
 756 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 26 ; kma066 ; 124 
 757 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; ГдРъ ; 146 
 758 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 14 ; aziya11 ; 114 
 759 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 7 ; Xxzx ; 74 
 760 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 4 ; rirosrob ; 202 
 761 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 16 ; zoom30 ; 105 
 762 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; ЛАВ-13 ; 202 
 763 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; пасечник ; 194 
 764 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; пасечник ; 255 
 765 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 33 ; virtualman ; 322 
 766 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 7 ; rirosrob ; 100 
 767 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 27 ; Xxzx ; 135 
 768 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; virtualman ; 293 
 769 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 25 ; RemTro ; 149 
 770 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 114 
 771 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 17 ; НЗ ; 441 
 772 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 5 ; sato ; 102 
 773 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 5 ; Xxzx ; 227 
 674 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; serg07_67 ; 116 
 675 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; oksmi ; 133 
 676 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 41 
 677 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 24 ; aziya11 ; 51 
 678 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 29 ; svenord ; 194 
 679 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 21 ; gdrg2 ; 107 
 680 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 53 ; val211 ; 691 
 681 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 55 ; ВалеН ; 805 
 682 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 49 ; val211 ; 452 
 683 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 22 ; sato ; 440 
 684 ; Денга. Василий Иванович ; после 1456 ; Великое Княжество Рязанское ; Ag ; F-VF ; 23 ; Владко ; 567 
 685 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 15 ; RemTro ; 203 
 686 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 20 ; tikhomirius ; 102 
 687 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 14 ; bva150979 ; 236 
 688 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 19 ; Владко ; 479 
 689 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 25 ; Владко ; 901 
 690 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 26 ; zoom30 ; 127 
 691 ; Денга. Обломана ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 11 ; samsung ; 44 
 692 ; Денга. Брак чеканки ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; Lenchik_2M ; 51 
 693 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; kuzma-1 ; 139 
 694 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 34 ; НЗ ; 202 
 695 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 17 ; aziya11 ; 98 
 696 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 30 ; Владко ; 363 
 697 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; Armando ; 42 
 698 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; Vasilyi9 ; 65 
 699 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 15 ; НЗ ; 102 
 700 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; Vasilyi9 ; 82 
 701 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; gdrg2 ; 107 
 702 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 24 ; lsp25 ; 72 
 703 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 32 ; ГдРъ ; 261 
 704 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 12 ; samsung ; 58 
 705 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 19 ; lsp25 ; 86 
 706 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 26 ; RemTro ; 114 
 707 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 12 ; пасечник ; 58 
 708 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 10 ; rirosrob ; 169 
 709 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; пасечник ; 43 
 710 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 27 ; RemTro ; 107 
 711 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 18 ; rirosrob ; 116 
 712 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; lsp25 ; 75 
 713 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 14 ; lsp25 ; 92 
 714 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 10 ; aziya11 ; 57 
 715 ; Копейка. Двойной удар со смещением ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 23 ; Владко ; 601 
 716 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 8 ; rirosrob ; 153 
 717 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 12 ; murew ; 84 
 718 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 11 ; пасечник ; 59 
 719 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 70 ; val211 ; 367 
 720 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 12 ; aziya11 ; 60 
 721 ; Копейка. Брак чеканки ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 20 ; Lenchik_2M ; 130 
 722 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 10 ; aziya11 ; 153 
 723 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 17 ; НЗ ; 192 
 607 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 9 ; A.G ; 150 
 608 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 8 ; Valeev ; 77 
 609 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 6 ; северянин ; 71 
 610 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 18 ; Каенн ; 203 
 611 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF-/XF+ ; 10 ; 55555 ; 128 
 612 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF+ ; 17 ; 1879 ; 113 
 613 ; Лот монет России: 2 копейки, денга, полушка (5шт) ; 1735-1797 ;  ; Cu ; F/F+ ; 17 ; murka1973 ; 408 
 614 ; Лот монет России (4шт): 1 копейка ; 1710-1716 ;  ; Cu ; F/VG ; 23 ; кузнец ; 1796 
 615 ; Лот монет России (4шт): полушка ; 1706-1710 ;  ; Cu ; F/VG ; 47 ; mks-1 ; 3100 
 616 ; Лот монет России: 10 пенни (6шт) ; 1917 ;  ; Cu ; XF+/XF- ; 27 ; double ; 929 
 617 ; Лот монет России (3шт): 3 копейки ; 1840-1847 ;  ; Cu ; F+/VG ; 9 ; Armando ; 139 
 618 ; Лот монет России (8шт): 1копейка, денга ; 1760-1857 ;  ; Cu ; F+/VG ; 9 ; zemlyk2014 ; 206 
 619 ; Лот монет России (7шт): 2к,1к ; 1895-1912 ;  ; Cu ; F-VF/VG ; 18 ; Vasilyi9 ; 306 
 620 ; Лот монет России: 1 коп, 1 пенни (3шт) ; 1855-1916 ;  ; Cu ; VF-XF/VG ; 20 ; ЗАУГАРАЛ ; 490 
 621 ; Лот монет России: 2,1 коп, денга (3шт) ; 1707-1818 ;  ; Cu ; F-/VG ; 17 ; acad ; 969 
 622 ; Лот монет России: 3,2 коп (3шт) ; 1812-1915 ;  ; Cu ; F+/VG ; 7 ; alexandr1968 ; 72 
 623 ; Лот монет России: денга (2шт) ; 1748-1768 ;  ; Cu ; VG ; 5 ; Володя ; 155 
 624 ; Лот монет России: 2 коп (3шт) ; 1801,1811 ;  ; Cu ; VF-/VF+ ; 25 ; c10101c ; 864 
 625 ; Лот монет России (22шт): 2 копейки ; 1869-1907 ;  ; Cu ; VF/VG ; 23 ; c10101c ; 1530 
 626 ; Лот монет России (10шт): 3,2 копейки. На одной монете отверстие ; 1776-1864 ;  ; Cu ; F-VF/G ; 11 ; KNK ; 308 
 627 ; Лот монет России (5шт): 5 копеек ; 1758-1789 ;  ; Cu ; F-VF/VG ; 5 ; юрий73 ; 716 
 628 ; Лот монет России (18шт): 3 копейки ; 1868-1901 ;  ; Cu ; VF-/VG ; 31 ; c10101c ; 1800 
 629 ; Лот монет России (13шт): 2 копейки ; 1757-1822 ;  ; Cu ; VF-/G ; 14 ; Володя ; 605 
 630 ; Лот монет России (12шт): 3 копейки ; 1899-1914 ;  ; Cu ; VF-XF/F-VF ; 26 ; vowa ; 1275 
 631 ; Лот монет России: 2 коп, 1 пенни (4шт) ; 1811-1916 ;  ; Cu ; VF/VG ; 18 ; rulka ; 160 
 632 ; Лот монет России (7шт): 10к, 1/2 к ; 1853-1905 ;  ; Ag,Cu ; XF/F+ ; 22 ; RemTro ; 561 
 633 ; Лот монет России (9шт): денга, полушка ; 1730-1860 ;  ; Cu ; F+/G ; 7 ; Володя ; 192 
 634 ; Лот монет России: денга (7шт) ; 1735-1855 ;  ; Cu ; F/VG ; 9 ; Володя ; 181 
 635 ; Лот Русско-Финских монет (7шт): 10,5 пенни ; 1865-1916 ;  ; Cu ; VF/F+ ; 21 ; zemlyk2014 ; 466 
 636 ; Лот монет России: 2,1 коп, денга (8шт) ; 1749-1865 ;  ; Cu ; VF-/VG ; 16 ; Володя ; 261 
 637 ; Лот монет России (10шт): 3, 2 копейки ; 1838-1863 ;  ; Cu ; VF-/VG ; 10 ; zemlyk2014 ; 567 
 638 ; Лот монет России (9шт): 5 копеек ; 1868-1881 ;  ; Cu ; VF-/VG ; 11 ; ct200h ; 1224 
 639 ; Лот монет России (18шт): копейка, денга. На одной монете отверстие ; 1711-1864 ;  ; Cu ; F-VF/G ; 7 ; olq ; 592 
 640 ; Лот монет России: полушка, денга (8шт) ; 1741-1750 ;  ; Cu ; VF/F+ ; 21 ; Володя ; 480 
 641 ; Лот монет России (5шт): 5 копеек ; 1834-1861 ;  ; Cu ; VF-/F+ ; 5 ; win.gradoff ; 410 
 642 ; Лот монет России (5шт): 5,3 копейки ; 1831-1880 ;  ; Cu ; VF-/VG ; 4 ; zemlyk2014 ; 206 
 643 ; Лот монет России (33шт): 1 копейка ; 1868-1907 ;  ; Cu ; VF+/G ; 47 ; c10101c ; 5049 
 661 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; VF-/F-VF ; 50 ; Владко ; 3186 
 662 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; VF- ; 28 ; Владко ; 1927 
 663 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 15 ; cotangens ; 140 
 664 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 103 ; Владко ; 1979 
 665 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 63 ; sinus ; 1836 
 666 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 87 ; ВалеН ; 916 
 667 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 83 ; Владко ; 3853 
 668 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 24 ; Владко ; 726 
 669 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 28 ; RemTro ; 114 
 670 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; rf47 ; 37 
 671 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; Vasilyi9 ; 59 
 672 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 22 ; gdrg2 ; 90 
 673 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 45 ; tikhomirius ; 168 
 557 ; 5 пенни ; 1866 ; Финляндия ; Cu ; XF ; 17 ; Stanislavskiy-89 ; 1326 
 558 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 15 ; нионила ; 341 
 559 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF ; 12 ; sheriff 0 ; 114 
 560 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF+ ; 14 ; нионила ; 327 
 561 ; 5 пенни ; 1875 ; Финляндия ; Cu ; AU/XF ; 23 ; stas197111 ; 1428 
 562 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 29 ; Каенн ; 244 
 563 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 10 ; Vol4en0k ; 68 
 564 ; 5 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 1 ; Ten Nochi ; 180 
 565 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 17 ; Vol4en0k ; 68 
 566 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 18 ; Vol4en0k ; 63 
 567 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 16 ; gaga ; 68 
 568 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 9 ; 1879 ; 68 
 569 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 13 ; 1879 ; 72 
 570 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF ; 9 ; Andrei2007 ; 62 
 571 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 8 ; Andrei2007 ; 61 
 572 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 8 ; Andrei2007 ; 61 
 573 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 14 ; Vol4en0k ; 68 
 574 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 14 ; A.G ; 84 
 575 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 10 ; gdrg2 ; 78 
 576 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 6 ; Andrei2007 ; 57 
 577 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 8 ; DNV73 ; 101 
 578 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 15 ; Vol4en0k ; 69 
 579 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 13 ; Andrei2007 ; 66 
 580 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 51 ; maksud ; 323 
 581 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 12 ; DNV73 ; 102 
 582 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 6 ; Eilenau ; 69 
 583 ; 1 пенни ; 1866 ; Финляндия ; Cu ; XF- ; 18 ; efim ; 2111 
 584 ; 1 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 23 ; ДИСЫЧ ; 735 
 585 ; 1 пенни ; 1870 ; Финляндия ; Cu ; VF ; 54 ; sanekrussel ; 4998 
 586 ; 1 пенни ; 1871 ; Финляндия ; Cu ; XF- ; 22 ; efim ; 1836 
 587 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF-XF ; 52 ; Olimpia ; 1020 
 588 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 18 ; sheriff 0 ; 227 
 589 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 27 ; ANK ; 285 
 590 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 18 ; себер ; 227 
 591 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF+ ; 37 ; Olimpia ; 457 
 592 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF- ; 29 ; sibirian ; 272 
 593 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF- ; 24 ; нионила ; 356 
 594 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 15 ; 1879 ; 232 
 595 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF ; 21 ; Olimpia ; 357 
 596 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 32 ; Stanislavskiy-89 ; 355 
 597 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF- ; 28 ; себер ; 448 
 598 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 25 ; A.G ; 226 
 599 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 52 ; maksud ; 430 
 600 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF+ ; 10 ; A.G ; 128 
 601 ; 1 пенни ; 1901 ; Финляндия ; Cu ; XF ; 20 ; A.G ; 255 
 602 ; 1 пенни ; 1904 ; Финляндия ; Cu ; XF+ ; 13 ; spblvv ; 900 
 603 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 18 ; A.G ; 125 
 604 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 11 ; A.G ; 204 
 605 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF ; 7 ; A.G ; 150 
 606 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 7 ; A.G ; 92 
 507 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF ; 27 ; bv812 ; 202 
 508 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 12 ; кондор ; 97 
 509 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 24 ; nikolaj.vernik ; 189 
 510 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 16 ; maksud ; 252 
 511 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 21 ; кондор ; 204 
 512 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 17 ; кондор ; 74 
 513 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 19 ; 06031983 ; 510 
 514 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 25 ; Димон777 ; 71 
 515 ; 1/2 копейки ; 1915 ;  ; Cu ; XF- ; 25 ; Leopold36 ; 214 
 516 ; Полушка ; 1719 ;  ; Cu ; F-VF ; 50 ; Ma_X_iM ; 767 
 517 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 34 ; Ma_X_iM ; 188 
 518 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 9 ; byrozka ; 72 
 519 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F ; 16 ; Ma_X_iM ; 102 
 520 ; Полушка ; 1740 ; Орёл 1730 г. ; Cu ; F ; 17 ; Ma_X_iM ; 306 
 521 ; Полушка ; 1741 ; Орёл 1730 г. ; Cu ; F ; 21 ; Ma_X_iM ; 516 
 522 ; Полушка ; 1768 ; ЕМ ; Cu ; F-VF ; 19 ; Ma_X_iM ; 266 
 523 ; Полушка ; 1789 ; ЕМ ; Cu ; VF- ; 63 ; Ma_X_iM ; 1479 
 524 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 35 ; szolot ; 284 
 525 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 46 ; kornum ; 716 
 526 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 30 ; RemTro ; 714 
 527 ; 1/4 копейки ; 1841 ; СМ ; Cu ; VF- ; 26 ; sokol912 ; 288 
 528 ; 1/4 копейки ; 1845 ; СМ ; Cu ; VF- ; 19 ; Володя ; 336 
 529 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; XF+ ; 54 ; misha154137 ; 4654 
 530 ; 1/4 копейки ; 1888 ; СПБ ; Cu ; VF+ ; 34 ; Vasilich63 ; 3174 
 531 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; XF- ; 39 ; RemTro ; 1530 
