 3235 ; Бона иностранная ;  ;  ;  ;  ; 7 ; у44 ; 42 
 674 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 15 ; stk ; 57 
 675 ; Копейка ; 1759 ;  ; Cu ; F+ ; 8 ; Григорий ; 40 
 676 ; Копейка ; 1760 ;  ; Cu ; F+ ; 11 ; Григорий ; 26 
 677 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; F ; 14 ; Григорий ; 82 
 678 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 23 ; ForeverYoung ; 311 
 679 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 27 ; poiskklada ; 427 
 680 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F+ ; 29 ; l.f.1978 ; 427 
 681 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 22 ; l.f.1978 ; 408 
 682 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 26 ; tavitrof ; 102 
 683 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 9 ; ForeverYoung ; 100 
 684 ; Копейка ; 1797 ; ЕМ ; Cu ; VF ; 15 ; МАВ21 ; 68 
 685 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 18 ; solder13 ; 123 
 686 ; Копейка ; 1797 ; ЕМ ; Cu ; F-VF ; 23 ; igo ; 45 
 687 ; Копейка ; 1798 ; ЕМ ; Cu ; VF ; 47 ; solder13 ; 101 
 688 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 33 ; munzen07 ; 79 
 689 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 5 ; Григорий ; 51 
 690 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 11 ; Григорий ; 13 
 691 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 44 ; Григорий ; 55 
 692 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 12 ; Григорий ; 14 
 693 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 15 ; Григорий ; 45 
 694 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 9 ; hill1972 ; 54 
 695 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 11 ; leo 2 ; 68 
 696 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 17 ; Григорий ; 26 
 697 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 19 ; Григорий ; 45 
 698 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 11 ; Григорий ; 66 
 699 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 15 ; Григорий ; 42 
 700 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 18 ; stk ; 69 
 701 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 28 ; 320 ; 47 
 702 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 9 ; alex995 ; 10 
 703 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 25 ; leo 2 ; 66 
 604 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 48 ; 320 ; 115 
 605 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF-XF ; 20 ; BaNG-auto ; 169 
 606 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF-XF ; 43 ; Mike! ; 62 
 607 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 8 ; BobrS ; 105 
 608 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; XF-/VF+ ; 26 ; Cheral2008 ; 267 
 609 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 35 ; poiskklada ; 34 
 610 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 18 ; l.f.1978 ; 27 
 611 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 19 ; Григорий ; 31 
 612 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F-VF ; 12 ; vic-dmitrievic ; 150 
 613 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 11 ; fanil ; 724 
 614 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F-VF ; 10 ; BaNG-auto ; 45 
 615 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 17 ; BobrS ; 123 
 616 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 19 ; solder13 ; 50 
 617 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 14 ; leo 2 ; 53 
 618 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 14 ; poiskklada ; 31 
 619 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 20 ; poiskklada ; 21 
 620 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F+ ; 8 ; Григорий ; 23 
 621 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF ; 39 ; kostya12.04.1994 ; 414 
 622 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF- ; 7 ; l.f.1978 ; 26 
 623 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 26 ; poiskklada ; 40 
 624 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 9 ; alex995 ; 10 
 625 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F ; 11 ; Григорий ; 13 
 626 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 27 ; BobrS ; 113 
 627 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF+ ; 52 ; krotoff ; 363 
 628 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F ; 15 ; Григорий ; 17 
 629 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF- ; 15 ; Григорий ; 16 
 630 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F-VF ; 12 ; vic-dmitrievic ; 150 
 631 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F+ ; 19 ; ForeverYoung ; 91 
 632 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F+ ; 20 ; molodes ; 75 
 633 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 10 ; molodes ; 23 
 634 ; 2 копейки ; 1832 ; СМ ; Cu ; F+ ; 24 ; nikolay ; 123 
 635 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F+ ; 25 ; BaNG-auto ; 90 
 636 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 32 ; rokada77 ; 373 
 637 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 52 ; rokada77 ; 237 
 638 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 40 ; o.k. ; 165 
 639 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 16 ; Григорий ; 88 
 640 ; 2 копейки ; 1843 ; СПМ ; Cu ; F ; 13 ; ForeverYoung ; 95 
 641 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 78 ; lakomb ; 450 
 642 ; 2 копейки. Инкузный след от застрявшей в штемпеле монеты ; 1851 ; ЕМ ; Cu ; VF- ; 53 ; Fedor_K ; 1519 
 643 ; 2 копейки ; 1854 ; ЕМ ; Cu ; F+ ; 28 ; astronotus ; 153 
 644 ; 2 копейки ; 1856 ; ЕМ ; Cu ; F ; 15 ; stk ; 34 
 645 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF- ; 12 ; lakomb ; 450 
 646 ; 2 копейки ; 1861 ; ЕМ ; Cu ; F+ ; 53 ; 1234567 ; 68 
 647 ; 2 копейки ; 1863 ; ЕМ ; Cu ; F-VF ; 13 ; ForeverYoung ; 71 
 648 ; 2 копейки ; 1866 ; ЕМ ; Cu ; F-VF ; 29 ; sina ; 207 
 649 ; 2 копейки ; 1867 ; ЕМ ; Cu ; F-VF ; 79 ; overshtag ; 1768 
 650 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 12 ; kostya12.04.1994 ; 214 
 651 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F-VF ; 8 ; stk ; 14 
 652 ; 2 копейки ; 1876 ; СПБ ; Cu ; F ; 5 ; stk ; 33 
 653 ; 2 копейки ; 1883 ; СПБ ; Cu ; F ; 4 ; Григорий ; 4 
 554 ; 2 копейки ; 1788 ; СПМ ; Cu ; F+ ; 21 ; ewa42 ; 87 
 555 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F-VF ; 17 ; habenti ; 128 
 556 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 13 ; Mike! ; 123 
 557 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 14 ; Mike! ; 129 
 558 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 30 ; @@@ ; 90 
 559 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 65 ; В1951 ; 156 
 560 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 16 ; warmrain ; 108 
 561 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 14 ; Григорий ; 66 
 562 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 8 ; sina ; 204 
 563 ; 2 копейки ; 1797 ; КМ ; Cu ; F+ ; 39 ; mishelev ; 314 
 564 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 51 ; munzen07 ; 135 
 565 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 13 ; poiskklada ; 71 
 566 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 11 ; poiskklada ; 118 
 567 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 29 ; poiskklada ; 108 
 568 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 23 ; munzen07 ; 165 
 569 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 40 ; poiskklada ; 131 
 570 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 37 ; poiskklada ; 105 
 571 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 28 ; solder13 ; 139 
 572 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 38 ; poiskklada ; 123 
 573 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 29 ; poiskklada ; 76 
 574 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 43 ; tavitrof ; 114 
 575 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 33 ; warmrain ; 114 
 576 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 42 ; l.f.1978 ; 140 
 577 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 18 ; dnk8 ; 79 
 578 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 11 ; Григорий ; 72 
 579 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 9 ; @@@ ; 114 
 580 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 21 ; Григорий ; 71 
 581 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 23 ; poiskklada ; 90 
 582 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 21 ; Григорий ; 79 
 583 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 24 ; warmrain ; 108 
 584 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 24 ; Григорий ; 114 
 585 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; Григорий ; 83 
 586 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 32 ; l.f.1978 ; 104 
 587 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 29 ; warmrain ; 104 
 588 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 11 ; poiskklada ; 114 
 589 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 11 ; leo 2 ; 164 
 590 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 31 ; poiskklada ; 105 
 591 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; Mike! ; 76 
 592 ; 2 копейки ; 1801 ; КМ ; Cu ; F ; 26 ; smel ; 335 
 593 ; 2 копейки ; 1802 ; ЕМ ; Cu ; AU ; 34 ; gerz ; 8674 
 594 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 38 ; overshtag ; 320 
 595 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 22 ; D-monet ; 458 
 596 ; 2 копейки (Ильин-1р) ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 42 ; smirnovao ; 300 
 597 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF- ; 25 ; vitas123 ; 373 
 598 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 32 ; rokada77 ; 102 
 599 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 44 ; BobrS ; 73 
 600 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 28 ; l.f.1978 ; 57 
 601 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 14 ; Григорий ; 15 
 602 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 35 ; poiskklada ; 34 
 603 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; XF- ; 21 ; 31 ; 465 
 504 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 19 ; Sky2 ; 82 
 505 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 3 ; dnk8 ; 31 
 506 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 23 ; tavitrof ; 76 
 507 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 3 ; topotun ; 340 
 508 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 55 ; warmrain ; 211 
 509 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 29 ; dnk8 ; 74 
 510 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 26 ; dnk8 ; 36 
 511 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 65 ; warmrain ; 119 
 512 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 4 ; alno51 ; 14 
 513 ; 3 копейки ; 1916 ;  ; Cu ; VF- ; 18 ; dnk8 ; 41 
 514 ; 3 копейки ; 1916 ;  ; Cu ; F ; 10 ; alex995 ; 11 
 515 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 6 ; Григорий ; 34 
 516 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 23 ; vitas123 ; 306 
 517 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 30 ; Sky2 ; 92 
 518 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 19 ; Sky2 ; 68 
 519 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 44 ; habenti ; 110 
 520 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 6 ; Григорий ; 34 
 521 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 43 ; MDV ; 221 
 522 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 18 ; Григорий ; 23 
 523 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F-VF ; 37 ; rokada77 ; 313 
 524 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 19 ; BaNG-auto ; 78 
 525 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 10 ; rokada77 ; 100 
 526 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 13 ; 1234567 ; 58 
 527 ; 2 копейки ; 1760 ;  ; Cu ; F+ ; 22 ; rokada77 ; 72 
 528 ; 2 копейки ; 1761 ;  ; Cu ; VF ; 45 ; o.k. ; 243 
 529 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 34 ; tavitrof ; 79 
 530 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F-VF ; 27 ; 1234567 ; 364 
 531 ; 2 копейки ; 1762 ;  ; Cu ; F-VF ; 80 ; АНД ; 6630 
 532 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 80 ; overshtag ; 283 
 533 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 24 ; AlykARD ; 183 
 534 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 25 ; AlykARD ; 144 
 535 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 20 ; tavitrof ; 200 
 536 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 9 ; rokada77 ; 196 
 537 ; 2 копейки ; 1764 ; ЕМ ; Cu ; F-VF ; 11 ; rokada77 ; 126 
 538 ; 2 копейки ; 1765 ; ММ ; Cu ; VF- ; 18 ; rokada77 ; 327 
 539 ; 2 копейки ; 1765 ; СПМ ; Cu ; F-VF ; 19 ; rokada77 ; 189 
 540 ; 2 копейки ; 1766 ; ММ ; Cu ; VF ; 19 ; rokada77 ; 308 
 541 ; 2 копейки ; 1766 ; ММ ; Cu ; F-VF ; 53 ; rokada77 ; 217 
 542 ; 2 копейки ; 1767 ; ЕМ ; Cu ; F-VF ; 16 ; ФВС ; 164 
 543 ; 2 копейки ; 1769 ; ЕМ ; Cu ; VF- ; 22 ; rokada77 ; 216 
 544 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 53 ; l.f.1978 ; 620 
 545 ; 2 копейки ; 1770 ; ЕМ ; Cu ; F+ ; 35 ; ewa42 ; 116 
 546 ; 2 копейки ; 1772 ; ЕМ ; Cu ; VF ; 23 ; rokada77 ; 259 
 547 ; 2 копейки ; 1775 ; ЕМ ; Cu ; VF- ; 39 ; rokada77 ; 340 
 548 ; 2 копейки ; 1777 ; ЕМ ; Cu ; VF ; 39 ; rokada77 ; 478 
 549 ; 2 копейки ; 1780 ; КМ "Сибирь" ; Cu ; VF ; 61 ; ФВС ; 2040 
 550 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 19 ; rokada77 ; 126 
 551 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 30 ; rokada77 ; 197 
 552 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 26 ; rokada77 ; 167 
 553 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 17 ; rokada77 ; 261 
 454 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 22 ; BobrS ; 1525 
 455 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF- ; 38 ; Mike! ; 498 
 456 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF-XF ; 28 ; RAPAN ; 2042 
 457 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 32 ; tavitrof ; 704 
 458 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 31 ; MDV ; 139 
 459 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 36 ; QSCV ; 816 
 460 ; 5 копеек ; 1833 ; СМ ; Cu ; VF- ; 9 ; overshtag ; 434 
 461 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 24 ; MDV ; 159 
 462 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF ; 15 ; o.k. ; 322 
 463 ; 5 копеек ; 1838 ; СМ ; Cu ; F ; 13 ; ФВС ; 133 
 464 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VF- ; 33 ; 542 ; 1019 
 465 ; 5 копеек ; 1858 ; ЕМ ; Cu ; F-VF ; 35 ; Олег2401 ; 329 
 466 ; 5 копеек ; 1861 ; ЕМ ; Cu ; XF- ; 48 ; ZOLTAN333 ; 3593 
 467 ; 5 копеек ; 1866 ; ЕМ ; Cu ; VF- ; 37 ; o.k. ; 365 
 468 ; 5 копеек (Ильин-3р) ; 1867 ; ЕМ ; Cu ; F-VF ; 115 ; пятак ; 8572 
 469 ; 5 копеек ; 1867 ; ЕМ ; Cu ; VF+ ; 32 ; 542 ; 1360 
 470 ; 5 копеек ; 1868 ; ЕМ ; Cu ; F ; 33 ; stk ; 53 
 471 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F-VF ; 18 ; dnk8 ; 82 
 472 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F+ ; 39 ; smirnovao ; 153 
 473 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F+ ; 14 ; smirnovao ; 105 
 474 ; 5 копеек ; 1881 ; СПБ ; Cu ; VF+ ; 41 ; Sky2 ; 691 
 475 ; 5 копеек ; 1911 ; СПБ ; Cu ; F-VF ; 21 ; smirnovao ; 75 
 476 ; 3 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 64 ; tavitrof ; 261 
 477 ; 3 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 20 ; o.k. ; 117 
 478 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 74 ; Ozzy ; 455 
 479 ; 3 копейки ; 1852 ; ЕМ ; Cu ; VF+ ; 55 ; vitas123 ; 1377 
 480 ; 3 копейки ; 1859 ; ЕМ ; Cu ; F+ ; 35 ; ForeverYoung ; 187 
 481 ; 3 копейки (Ильин-1р) ; 1860 ; ВМ ; Cu ; VF ; 64 ; monos72 ; 7573 
 482 ; 3 копейки ; 1864 ; ЕМ ; Cu ; F-VF ; 38 ; pmaster ; 255 
 483 ; 3 копейки ; 1871 ; ЕМ ; Cu ; F+ ; 35 ; Пионер ; 357 
 484 ; 3 копейки ; 1873 ; ЕМ ; Cu ; F-VF ; 25 ; solder13 ; 234 
 485 ; 3 копейки ; 1881 ; СПБ ; Cu ; F ; 14 ; poiskklada ; 14 
 486 ; 3 копейки ; 1882 ; СПБ ; Cu ; F ; 10 ; smirnovao ; 94 
 487 ; 3 копейки ; 1891 ; СПБ ; Cu ; F ; 24 ; stk ; 38 
 488 ; 3 копейки ; 1894 ; СПБ ; Cu ; F ; 12 ; sher60 ; 57 
 489 ; 3 копейки ; 1895 ; СПБ ; Cu ; F ; 14 ; poiskklada ; 14 
 490 ; 3 копейки ; 1897 ; СПБ ; Cu ; F ; 8 ; ForeverYoung ; 47 
 491 ; 3 копейки ; 1898 ; СПБ ; Cu ; VF- ; 4 ; molodes ; 102 
 492 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+ ; 13 ; dnk8 ; 14 
 493 ; 3 копейки ; 1900 ; СПБ ; Cu ; F+ ; 7 ; dnk8 ; 36 
 494 ; 3 копейки ; 1901 ; СПБ ; Cu ; F ; 9 ; alex995 ; 10 
 495 ; 3 копейки ; 1902 ; СПБ ; Cu ; F-VF ; 19 ; ForeverYoung ; 255 
 496 ; 3 копейки ; 1903 ; СПБ ; Cu ; F ; 14 ; dnk8 ; 14 
 497 ; 3 копейки ; 1904 ; СПБ ; Cu ; F ; 10 ; alex995 ; 11 
 498 ; 3 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 19 ; stk ; 61 
 499 ; 3 копейки ; 1906 ; СПБ ; Cu ; F+ ; 11 ; dnk8 ; 16 
 500 ; 3 копейки ; 1907 ; СПБ ; Cu ; F+ ; 29 ; МАВ21 ; 378 
 501 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 32 ; dnk8 ; 44 
 502 ; 3 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 14 ; habenti ; 31 
 503 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF- ; 20 ; stk ; 51 
 404 ; 5 копеек ; 1791 ; КМ ; Cu ; VF- ; 13 ; MDV ; 743 
 405 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 23 ; MDV ; 404 
 406 ; 5 копеек (Петров-15р, Ильин-10р) ; 1791 ; Павл.перечекан ; Cu ; F+ ; 58 ; АНД ; 5223 
 407 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 41 ; Sky2 ; 234 
 408 ; 5 копеек ; 1792 ; АМ ; Cu ; XF- ; 35 ; Fenrir ; 857 
 409 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 54 ; Mike! ; 265 
 410 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 16 ; Mike! ; 180 
 411 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 55 ; MDV ; 260 
 412 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 17 ; Григорий ; 102 
 413 ; 5 копеек. Трещинки ; 1792 ; ЕМ ; Cu ; VF+ ; 27 ; tavitrof ; 137 
 414 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 18 ; o.k. ; 246 
 415 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 45 ; Пионер ; 190 
 416 ; 5 копеек ; 1793 ; ЕМ ; Cu ; XF ; 34 ; 1727 ; 726 
 417 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 45 ; MDV ; 271 
 418 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 11 ; Григорий ; 101 
 419 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 14 ; Григорий ; 170 
 420 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 19 ; Mike! ; 174 
 421 ; 5 копеек ; 1793 ; АМ ; Cu ; VF ; 12 ; чив ; 620 
 422 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF+ ; 31 ; PSP ; 1657 
 423 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 6 ; locator79 ; 867 
 424 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF- ; 9 ; locator79 ; 867 
 425 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 37 ; Faktotum ; 320 
 426 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 21 ; salim ; 136 
 427 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-XF ; 12 ; Mike! ; 384 
 428 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 20 ; Mike! ; 187 
 429 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 10 ; MDV ; 257 
 430 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-XF ; 16 ; закрыт ; 267 
 431 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 3 ; Faktotum ; 452 
 432 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 46 ; o.k. ; 357 
 433 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 6 ; Mike! ; 233 
 434 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF-XF ; 54 ; закрыт ; 301 
 435 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 52 ; o.k. ; 291 
 436 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 19 ; o.k. ; 179 
 437 ; 5 копеек ; 1796 ; АМ ; Cu ; F+ ; 16 ; Григорий ; 113 
 438 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 8 ; o.k. ; 366 
 439 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF ; 28 ; o.k. ; 267 
 440 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 8 ; overshtag ; 561 
 441 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F+ ; 28 ; sina ; 207 
