 5458 ; Бона иностранная. Гвинея ;  ;  ;  ;  ; 14 ; vvf75 ; 50 
 1433 ; 3 рубля ; 2013 ; СПМД Введенский собор, Чебоксары ; Ag ; Proof ; 38 ; Крипер ; 2500 
 1434 ; 3 рубля ; 2013 ; ММД Троицкий собор, г. Верхотурье ; Ag ; Proof ; 35 ; Крипер ; 2400 
 1435 ; 3 рубля ; 2013 ; ММД Успенский собор на "Городке", Звенигород ; Ag ; Proof ; 27 ; Trand1k ; 2457 
 1436 ; 3 рубля ; 2014 ; ММД Дом музей И.С. Тургенева ; Ag ; Proof ; 32 ; Крипер ; 2500 
 1437 ; 3 рубля. 150-летие Банка России ; 2015 ;  ; Ag ; Proof ; 34 ; starkov_n ; 2958 
 1438 ; 3 рубля. 150-летие Ленинградского зоопарка ; 2015 ;  ; Ag ; Proof ; 33 ; krocsi ; 3124 
 1439 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 28 ; stivenson ; 781 
 1440 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 14 ; stivenson ; 700 
 1441 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 28 ; 4XLL ; 816 
 1442 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 18 ; star54 ; 903 
 1443 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 140 ; 4XLL ; 799 
 1444 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 51 ; stabs ; 1579 
 1445 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 44 ; Oleht ; 1988 
 1446 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 58 ; kok59 ; 1493 
 1447 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 39 ; star54 ; 869 
 1448 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 36 ; kok59 ; 922 
 1449 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 34 ; Dr.Alexandr ; 999 
 1450 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 53 ; X3.96rus ; 1019 
 1451 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 26 ; val211 ; 960 
 1452 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 43 ; Museum_54 ; 1266 
 1453 ; 2 рубля ; 1997 ; ЛМД Н.Е.Жуковский ; Ag ; Proof ; 19 ; sslava054 ; 1497 
 1454 ; 2 рубля ; 1997 ; ЛМД Афанасий Никитин в Индии ; Ag ; Proof ; 23 ; СВТ69 ; 2336 
 1455 ; 2 рубля ; 1997 ; ММД Афанасий Никитин в России ; Ag ; Proof ; 54 ; СВТ69 ; 5135 
 1456 ; 2 рубля ; 1997 ; ММД А.К.Саврасов ; Ag ; Proof ; 15 ; sslava054 ; 1632 
 1457 ; 2 рубля ; 1997 ; ММД А.Л.Чижевский ; Ag ; Proof ; 81 ; a798ka ; 2155 
 1458 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 36 ; 7755 ; 1189 
 1459 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 42 ; rusin ; 1287 
 1460 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 34 ; Museum_54 ; 1908 
 1461 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 41 ; didisister ; 1911 
 1362 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 9 ; B612 ; 1487 
 1363 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; XF ; 29 ; rusin ; 1314 
 1364 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 22 ; Zarik ; 1734 
 1365 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; XF ; 17 ; rusin ; 1288 
 1366 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Proof ; 28 ; лавр ; 1506 
 1367 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; XF ; 18 ; kok59 ; 1367 
 1368 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 45 ; ДУНКАН МАКЛАУД ; 1453 
 1369 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Proof ; 32 ; лавр ; 1474 
 1370 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; лавр ; 1733 
 1371 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 32 ; Zarik ; 1497 
 1372 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 37 ; belstor ; 1849 
 1373 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 32 ; said ; 1454 
 1374 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 35 ; лавр ; 1606 
 1375 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; belstor ; 1527 
 1376 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 20 ; rusin ; 1411 
 1377 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; AU ; 25 ; Devera ; 1398 
 1378 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; AU ; 25 ; л842 ; 1425 
 1379 ; 5 рублей. В коробке на 28 монет ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; 8822 ; 3621 
 1380 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 36 ; canario ; 918 
 1381 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 25 ; canario ; 771 
 1382 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 21 ; xxxl ; 755 
 1383 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 25 ; canario ; 839 
 1384 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 43 ; спрайт ; 1093 
 1385 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; XF ; 17 ; xxxl ; 746 
 1386 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; Proof ; 29 ; 4XLL ; 999 
 1387 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; лавр ; 1226 
 1388 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; XF ; 22 ; rusin ; 770 
 1389 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; said ; 1009 
 1390 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 20 ; xxxl ; 866 
 1391 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 43 ; volkov ; 1311 
 1392 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 16 ; лавр ; 1226 
 1393 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 35 ; лавр ; 1296 
 1394 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 37 ; Крипер ; 2415 
 1395 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 31 ; Museum_54 ; 2058 
 1396 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 20 ; 7755 ; 1588 
 1397 ; 3 рубля ; 1993 ; ММД Русский балет. Танцующая пара, UNC ; Ag ; XF+ ; 16 ; didisister ; 1385 
 1398 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 33 ; Крипер ; 2315 
 1399 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 19 ; Крипер ; 1938 
 1400 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 32 ; Крипер ; 2754 
 1401 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Рысь ; Ag ; Proof ; 39 ; Крипер ; 3429 
 1402 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 33 ; Крипер ; 3162 
 1403 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский Кремль ; Ag ; Proof ; 45 ; Крипер ; 2652 
 1404 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сцевола ; Ag ; Proof ; 13 ; Крипер ; 2499 
 1405 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давыдов ; Ag ; Proof ; 28 ; Крипер ; 3050 
 1406 ; 3 рубля ; 2002 ; СПМД П.С.Нахимов ; Ag ; Proof ; 19 ; Крипер ; 3366 
 1407 ; 3 рубля ; 2004 ; СПМД Чемпионат Европы по футболу. Португалия ; Ag ; Proof ; 34 ; Крипер ; 2400 
 1408 ; 3 рубля ; 2005 ; СПМД Чемпионат мира по легкой атлетике. Хельсинки ; Ag ; Proof ; 34 ; gama ; 2408 
 1409 ; 3 рубля ; 2006 ; ММД Государственный банк в Нижнем Новгороде ; Ag ; Proof ; 16 ; КиВиН ; 2650 
 1410 ; 3 рубля ; 2006 ; СПМД Чемпионат мира по футболу 2006.Германия ; Ag ; Proof ; 15 ; Anatoly-bmw ; 2000 
 1411 ; 3 рубля ; 2006 ; СПМД 150-летие Государственной Третьяковской галереи ; Ag/Au ; Proof ; 21 ; moneta1924 ; 6896 
 1311 ; Знак Будь готов к санитарной обороне ;  ;  ; Ж/м,эмаль ; VF- ; 42 ; stilspb ; 189 
 1312 ; Знак Готов к санитарной обороне ;  ;  ; Ж/м,эмаль ; VF ; 40 ; серж 78 ; 169 
 1313 ; Знак 50 лет Октября ;  ;  ; Ж/м,эмаль ; XF ; 11 ; porte33 ; 31 
 1314 ; Знак Отличник ГТО ;  ;  ; Ж/м,эмаль ; VF+ ; 27 ; stilspb ; 185 
 1315 ; Знак 50 лет советском профсоюзам ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; murman ; 105 
 1316 ; Знак Декада ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; ZOLTAN333 ; 159 
 1317 ; Знак за окончание педагогического техникума ;  ;  ; Al ; AU ; 18 ; велко ; 45 
 1318 ; Знак Пожарного  за выслуга 20 лет Хоккайдо. Япония ;  ;  ; Б/м,эмаль ; XF ; 25 ; ZOLTAN333 ; 679 
 1319 ; Знак Отличия пожарных Хоккайдо. Япония ;  ;  ; Б/м,эмаль ; VF-XF ; 25 ; ZOLTAN333 ; 816 
 1320 ; Знак Почетного члена пожарной Хоккайдо "Золото". Япония ;  ;  ; Б/м,эмаль ; XF ; 38 ; ZOLTAN333 ; 781 
 1321 ; Знак за коммунистический труд. Болгария ;  ;  ; Ж/м,эмаль ; VF ; 5 ; элли ; 45 
 1322 ; Знак Отличный пограничник. Югославия ;  ;  ; Б/м ; XF ; 19 ; ВЯЗ ; 265 
 1323 ; Знак Комсомол ДКМС. Болгария ;  ;  ; Ж/м,эмаль ; XF ; 10 ; элли ; 62 
 1324 ; Знак егерей. D - 41mm ;  ;  ; б/м ; VF+ ; 62 ; coolpeppers ; 1938 
 1325 ; Знак. Красный Крест. Австрия. 56х50мм ;  ;  ; б/м ; XF- ; 46 ; doc2 ; 918 
 1326 ; Знак "Эдельвейс". Германия. D - 35mm ;  ;  ; ж/м ; XF- ; 75 ; coolpeppers ; 1632 
 1327 ; Знак За 45 лет работы без аварий. Япония. В футляре ;  ;  ; Ж/м ; XF ; 16 ; папашаГарпагон ; 270 
 1328 ; Знак Вьетнам ;  ;  ; Al ; XF- ; 36 ; doc2 ; 681 
 1329 ; Жетон. Татарстан ;  ;  ; Б/м ; VF+ ; 9 ; SadKo ; 204 
 1330 ; Жетон Shell ;  ;  ; Ж/м ; VF+ ; 7 ; divergent ; 101 
 1331 ; Жетон. Банка Веек. D-33мм ; 1960 ;  ; Ж/м ; XF ; 11 ; СТРЕКОЗА ; 105 
 1332 ; Жетон Петр I ;  ;  ; Cu-Ni ; XF+ ; 12 ; елец ; 91 
 1333 ; Жетон ЛМД 5 копеек ;  ;  ; Лат ; AU ; 55 ; eres ; 339 
 1334 ; Жетон. 70 лет Победы в ВОВ. D - 30mm ; 2015 ;  ; б/м ; Proof ; 13 ; sbsb777 ; 516 
 1335 ; Жетон. 70 лет Победы в ВОВ. D - 30mm ; 2015 ;  ; б/м ; Proof ; 10 ; елец ; 510 
 1336 ; Жетон 70 лет победы ;  ;  ; Cu-Ni ; Proof ; 15 ; елец ; 465 
 1337 ; Жетон 70 лет победы ;  ;  ; Cu-Ni ; Proof ; 14 ; xxxl ; 424 
 1338 ; Лот жетонов (7шт) ;  ;  ; Б/м,Ж/м,пластик ; F/VF ; 7 ; melkore ; 72 
 1339 ; Лот жетонов:15шт ;  ;  ; Al,Б/м,Ж/м ; VF ; 17 ; divergent ; 194 
 1340 ; Лот значков (Победитель соцсоревнования, 9 мая): ;  ;  ; Al ; VF/XF ; 27 ; kvs ; 114 
 1341 ; Лот значков Японии: 5шт ;  ;  ; Б/м,ж/м ; F/XF ; 17 ; архыз ; 459 
 1342 ; Лот жетонов Англии: 4шт ;  ;  ; Ж/м ; VF/VF+ ; 16 ; елец ; 459 
 1343 ; Лот жетонов ЛМД: 2шт ;  ;  ; Ж/м ; XF+ ; 21 ; viv007 ; 66 
 1344 ; Лот из знака Бундесфера+ фрачник. ФРГ ;  ;  ; Б/м ; XF ; 91 ; oleghh7 ; 408 
 1345 ; Лот значков (Отличники): 3шт ;  ;  ; Al ; XF ; 28 ; VPV89 ; 320 
 1346 ; Лот значков (2шт) ;  ;  ; Ж/м,эмаль ; VF- ; 38 ; ремпутьмаш ; 576 
 1347 ; Лот значков: 4шт ;  ;  ; Al,ж/м ; VF+ ; 35 ; SUVOR ; 239 
 1348 ; Лот значков (3шт) ;  ;  ; Al ; XF ; 54 ; TaraskaPeter ; 465 
 1349 ; Лот памятных медалей. Швеция ;  ;  ; Ж/м ; XF ; 5 ; ai ; 139 
 1350 ; Лот значков (2шт) ;  ;  ; Б/м ; XF+ ; 19 ; yuve ; 413 
 1352 ; Один червонец. М - 8,61г ; 1981 ; ММД ; Au ; XF+/AU ; 21 ; Mamon_on ; 22083 
 1353 ; 50 рублей. М-7,78г ; 1996 ; ЛМД Сцена из балета "Щелкунчик" ; Au ; Proof ; 37 ; а1945 ; 24608 
 1354 ; 25 рублей. М-4,46гр ; 1994 ; ЛМД Байкальский тоннель ; Au ; Proof ; 60 ; hodgaevvv ; 13003 
 1355 ; 10 рублей. М-15,75гр ; 1991 ; ЛМД Русский балет. Балерина (тип 25 р. 1990) ; Pd ; AU ; 68 ; Tolik_54 ; 28050 
 1356 ; 25 рублей ; 2014 ; ММД Спасо-Елизаровский монастырь. Псковская область ; Ag ; Proof ; 75 ; alexduk ; 10260 
 1357 ; 25 рублей ; 2014 ; ММД Исторический музей, г. Москва ; Ag ; Proof ; 48 ; A.L.E.X.D.U.K ; 10263 
 1358 ; Набор монет "Игры XXII Олимпиады": 14-10 рублей, 14-5 рублей (28шт). В подарочной коробке ; 1977-1980 ;  ; Ag ; UNC ; 47 ; Claster ; 35000 
 1359 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 19 ; Devera ; 1434 
 1360 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 22 ; Anatoly-bmw ; 1530 
 1361 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 22 ; л842 ; 1405 
 1261 ; Знак ДСО "Красная звезда" ;  ;  ; Ж/м,эмаль ; XF ; 33 ; medal85 ; 906 
 1262 ; Знак Кубок Большой Невы ;  ;  ; Ж/м,эмаль ; XF ; 20 ; valet6 ; 185 
 1263 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; VF-XF ; 27 ; medal85 ; 1275 
 1264 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; VF+ ; 30 ; VPV89 ; 3555 
 1265 ; Знак Спартакиада 1956 ;  ;  ; Ж/м,эмаль ; XF+ ; 21 ; Vova1950 ; 510 
 1266 ; Знак 2 место ;  ;  ; Ж/м,эмаль ; XF ; 46 ; medal85 ; 1355 
 1267 ; Знак Отличник советской армии ;  ;  ; Ж/м,эмаль ; XF ; 24 ; starconst ; 64 
 1268 ; Почетный знак мастер спорта №4244 ; ММД ;  ; Б/м,эмаль ; VF+ ; 54 ; ZOLTAN333 ; 5480 
 1269 ; Знак Заслуженный колхозник ;  ;  ; Б/м,эмаль ; XF- ; 28 ; evseechevvv ; 1135 
 1270 ; Знак Уголовный розыск МВД СССР ;  ;  ; Ж/м,эмаль ; XF ; 18 ; Кашемир ; 897 
 1271 ; Знак 150 лет Банку России ;  ;  ; Ж/м ; AU ; 17 ; Vova1950 ; 1428 
 1272 ; Знак ДСО "Буревестник" ;  ;  ; Ж/м,эмаль ; VF ; 31 ; Кашемир ; 396 
 1273 ; Знак Спартакиада школьников 2 место ;  ;  ; Ж/м,эмаль ; XF ; 27 ; oleghh7 ; 459 
 1274 ; Знак Спартакиада Баку 2 место ;  ;  ; Ж/м,эмаль ; XF ; 44 ; Увлеченный ; 2016 
 1275 ; Знак Декада казахского искусства и литературы в Москве ;  ;  ; Ж/м,эмаль ; XF ; 18 ; ZOLTAN333 ; 600 
 1276 ; Знак 1956. 5 съезд украинского товарищества ;  ;  ; Ж/м,эмаль ; XF ; 40 ; valet6 ; 495 
 1277 ; Медаль ВДНХ ;  ;  ; Б/м ; XF ; 29 ; Кашемир ; 150 
 1278 ; Знак ГТО 2 ступени  №169213 ;  ;  ; Ж/м,эмаль ; VF+ ; 34 ; medal85 ; 485 
 1279 ; Знак 30 лет Октября ;  ;  ; Ж/м,эмаль ; VF+ ; 36 ; lupus47 ; 3062 
 1280 ; Знак Рубин ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Кашемир ; 114 
 1281 ; Медаль "Культурный центр ВС РФ" ;  ;  ; Ж/м,эмаль ; AU ; 14 ; murman ; 153 
 1282 ; Знак 40 лет Суворовскому училищу ;  ;  ; Al ; VF ; 9 ; Zarik ; 114 
 1283 ; Знак Гуманность и милосердие. ЧАЭС ;  ;  ; Б/м ; AU ; 65 ; серж 78 ; 283 
 1284 ; Знак Гуманность и милосердие. ЧАЭС ;  ;  ; Б/м ; AU ; 49 ; Звездолёты ; 283 
 1285 ; Знак Парашютист Отличник ;  ;  ; Ж/м,эмаль ; VF ; 31 ; VPV89 ; 509 
 1286 ; Знак Ленавтоматторг ;  ;  ; Ж/м,эмаль ; XF- ; 50 ; дануна ; 1022 
 1287 ; Знак ЛВИМУ ;  ;  ; Ж/м,эмаль ; XF ; 34 ; lupus47 ; 4307 
 1288 ; Знак Отличный сапер ;  ;  ; Ж/м,эмаль ; VF ; 62 ; 1023oxana ; 3525 
 1289 ; Знак Ворошиловский стрелок ОСОАВИАХИМ ;  ;  ; Б/м,эмаль ; VF ; 56 ; medal85 ; 4598 
 1290 ; Знак ВВМУ ;  ;  ; Ag,эмаль ; XF ; 43 ; verunk1 ; 5100 
 1291 ; Знак Военный ВУЗ ;  ;  ; Ag,эмаль ; XF ; 29 ; DATR ; 2800 
 1292 ; Знак Лучший чабан Ставрополья ;  ;  ; Ж/м,эмаль ; VF-XF ; 52 ; medal85 ; 1535 
 1293 ; Знак Военная академия ;  ;  ; Б/м,эмаль ; XF+ ; 15 ; Кашемир ; 407 
 1294 ; Знак Государственный университет ;  ;  ; Ag,эмаль ; XF+ ; 56 ; vladimirov ; 1333 
 1295 ; Знак Государственный университет ;  ;  ; Ag,эмаль ; XF+ ; 31 ; Oleht ; 3606 
 1296 ; Знак Отличник соцсоревнования  УРСР ; ММД ;  ; Ж/м, эмаль ; XF- ; 40 ; VPV89 ; 354 
 1297 ; Знак Воин-спортсмен ;  ;  ; Б/м ; XF+ ; 11 ; solder13 ; 153 
 1298 ; Знак День танкистов ;  ;  ; Б/м ; XF ; 16 ; ОВМ ; 413 
 1299 ; Знак Шахтерская слава 3ст ;  ;  ; Ж/м,эмаль ; XF ; 20 ; stilspb ; 334 
 1300 ; Знак Шахтерская слава 3ст ;  ;  ; Ж/м,эмаль ; XF ; 22 ; 61irek ; 456 
 1301 ; Кокарда. Красная звезда ;  ;  ; жм ; VF- ; 24 ; Oleht ; 388 
 1302 ; Знак Турист СССР ;  ;  ; Ж/м,эмаль ; VF ; 22 ; VPV89 ; 204 
 1303 ; Знак 1960 ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; porte33 ; 102 
 1304 ; Знак Выставка смотр Роспромсовет ;  ;  ; Ж/м,эмаль ; VF ; 16 ; arsenich-s ; 306 
 1305 ; Знак Рига ;  ;  ; Ж/м,эмаль ; VF+ ; 4 ; domnik ; 51 
 1306 ; Знак 40 лет Азербайджанской ССР ;  ;  ; Ж/м,эмаль ; VF+ ; 25 ; valet6 ; 68 
 1307 ; Знак Атомный ледокол Ленин ;  ;  ; Ж/м ; VF ; 11 ; Папа с рацией ; 79 
 1308 ; Знак Декада Дагестанского искусства и литературы в Москве ;  ;  ; Ж/м,эмаль ; VF ; 28 ; ZOLTAN333 ; 462 
 1309 ; Знак Фестиваль УРСР ;  ;  ; Ж/м,эмаль ; XF- ; 26 ; porte33 ; 102 
 1310 ; Знак ГТО 2ст ;  ;  ; Ж/м,эмаль ; VF ; 20 ; gola78 ; 41 
 1211 ; Жетон 1МВ. Франция ;  ;  ; Б/м ; VF ; 5 ; leshii ; 340 
 1212 ; Медаль за заслуги в агрокультуре. D-50мм ;  ;  ; Б/м ; VF+ ; 19 ; ai ; 520 
 1213 ; Медаль за заслуги в агрокультуре. D-50мм ;  ;  ; Ж/м ; VF ; 17 ; leshii ; 663 
 1214 ; Медаль за заслуги в агрокультуре. D-50мм ;  ;  ; Ж/м ; XF ; 15 ; leshii ; 518 
 1215 ; Жетон Швеция. D-33мм ;  ;  ; Ж/м ; XF+ ; 9 ; rik ; 37 
 1216 ; Жетон. D-30мм ;  ;  ; Ж/м ; VF ; 19 ; roza77 ; 56 
 1217 ; Жетон Монетное дело. D-30мм ;  ;  ; Ж/м ; VF ; 29 ; kont ; 508 
 1218 ; Жетон Швеция. D-31мм ;  ;  ; Ж/м ; VF+ ; 13 ; roza77 ; 79 
 1219 ; Знак переписи населения 1925г. Япония ;  ;  ; Б/м ; XF- ; 47 ; doc2 ; 2470 
 1220 ; Знак переписи населения 1920г. Япония ;  ;  ; Б/м ; VF+ ; 23 ; k212 ; 612 
 1221 ; Знак переписи населения 1930г. Япония ;  ;  ; Б/м ; VF+ ; 41 ; doc2 ; 2164 
 1222 ; Знак переписи населения 1935г. Япония ;  ;  ; Б/м ; XF ; 29 ; doc2 ; 693 
 1223 ; Знак Бутоку-кай. Япония ;  ;  ; Ж/м ; XF ; 12 ; WASP ; 116 
 1224 ; Знак пожарная профектура Аомори Япония ;  ;  ; Ж/м ; VF+ ; 13 ; архыз ; 201 
 1225 ; Знак ассоциация императорского флота. Япония ;  ;  ; Ж/м ; XF ; 32 ; Георг ; 816 
 1226 ; Знак ассоциация императорского флота. Япония ;  ;  ; Ж/м ; VF ; 13 ; WASP ; 137 
 1227 ; Знак Япония ;  ;  ; Б/м ; XF ; 16 ; Георг ; 306 
 1228 ; Знак императорская ассоциация шелководов. Япония ;  ;  ; Ж/м ; VF-XF ; 13 ; WASP ; 222 
 1229 ; Знак Япония ;  ;  ; Б/м ; VF+ ; 13 ; medal85 ; 204 
 1230 ; Знак Япония ;  ;  ; Б/м ; VF+ ; 13 ; medal85 ; 204 
 1231 ; Знак Япония ;  ;  ; Ж/м ; XF ; 15 ; Георг ; 116 
 1232 ; Знак Япония ;  ;  ; Ж/м ; VF+ ; 17 ; WASP ; 131 
 1233 ; Знак Япония ;  ;  ; Б/м ; VF ; 15 ; WASP ; 122 
 1234 ; Медаль спортивная. Греция. D - 50mm ;  ;  ; б/м ; XF ; 13 ; medal85 ; 159 
 1235 ; Медаль. Капитан Отакар Ярош. D - 60mm ;  ;  ; ж/м ; XF+ ; 5 ; тикси3 ; 218 
 1236 ; Медаль. Финляндия. D-54 мм ;  ;  ; Ж/м ; XF+ ; 9 ; Аристон ; 147 
 1237 ; Жетон Принцесса Анна и капитан Марк Филиппс ;  ;  ; Ag? ; Proof ; 39 ; brigadir ; 243 
 1238 ; Жетон Принцесса Анна и капитан Марк Филиппс ;  ;  ; Ag? ; Proof ; 37 ; brigadir ; 237 
 1239 ; Медаль. Финляндия. D-56 мм ;  ;  ; Ж/м ; XF+ ; 9 ; spasatel2012 ; 786 
 1240 ; Медаль. Финляндия. D-77 мм ;  ;  ; Ж/м ; XF ; 11 ; spasatel2012 ; 777 
 1241 ; Медаль. Финляндия. D-70 мм ;  ;  ; Ж/м ; XF+ ; 13 ; spasatel2012 ; 777 
 1242 ; Медаль. Финляндия. D-70 мм ;  ;  ; Ж/м ; XF+ ; 11 ; spasatel2012 ; 776 
 1243 ; Медаль.Юбилей 100 лет. Финляндия. D-70 мм ;  ;  ; Ж/м ; XF ; 11 ; spasatel2012 ; 765 
 1244 ; Знак. Классность II. Венгрия ;  ;  ; Ж/м, эмаль ; VF- ; 46 ; Восток ; 518 
 1245 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1246 ; Знак АПЛ Курск ;  ;  ; Ж/м ; AU ; 17 ; murman ; 104 
 1247 ; Знак ПГУПС ;  ;  ; Ж/м ; AU ; 67 ; ВМШ ; 2833 
 1248 ; Знак ЛИВТ ;  ;  ; Ж/м ; AU ; 54 ; ВМШ ; 2833 
 1249 ; Знак Адмирал Харламов ;  ;  ; Ж/м ; AU ; 26 ; komuri ; 170 
 1250 ; Знак Мастер спорта ;  ;  ; Б/м ; AU ; 13 ; murman ; 204 
 1251 ; Знак Ветеран Таможенной службы ;  ;  ; Ж/м ; XF+ ; 39 ; verunk1 ; 459 
 1252 ; Знак Ветеран авиации ВМФ ;  ;  ; Ж/м ; XF ; 25 ; musik ; 144 
 1253 ; Знак За борьбу с пиратами Сомали в районе Африканского рога ;  ;  ; Ж/м,эмаль ; AU ; 58 ; flutter ; 663 
 1254 ; Знак Государственный университет ;  ;  ; Ag,эмаль ; XF+ ; 79 ; Oleht ; 4647 
 1255 ; Знак Ленметрополитен В.И.Ленина ;  ;  ; Б/м ; VF ; 29 ; ТРОЛ ; 352 
