 4687 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 150 
 1126 ; Медаль. 60 лет СССР 1922-1982гг. D-75мм ;  ;  ; Б/м ; XF ; 10 ; кашира ; 1250 
 1127 ; Медаль. 50 лет Комсомольской правде. D-60мм ; 1975ММД ;  ; Ж/м ; AU ; 36 ; eras ; 2420 
 1128 ; Медаль. 600 лет победе на Куликовском поле. D-65мм ; 1980ЛМД ;  ; Ж/м ; AU ; 20 ; aww ; 1588 
 1129 ; Медаль. В память о героической обороне Брестской крепости. D-69мм ;  ;  ; Al ; XF+ ; 23 ; кашира ; 260 
 1130 ; Медаль. Монетный чекан Великого княжества Рязанского. Московское нумизматическое о-во. D-70мм ; ММД ;  ; Ж/м ; AU ; 28 ; sportmini ; 1002 
 1131 ; Медаль. Первый человек на Луне Н. Армстронг. D-50мм ; ММД ;  ; Ж/м ; AU ; 26 ; ъхз ; 199 
 1024 ; Монета античная. Сицилия, Акрагант Триас. М-6,41гр ; 425-406гг до н.э. ;  ; Cu ; G ; 48 ; avp ; 703 
 1025 ; Монета. Византия. М-14,96г ;  ;  ; Cu ; F ; 26 ; 9425920 ; 360 
 1026 ; Фоллис. Византия, Констанс II. М-2,62гр ; 641-668 ;  ; Cu ; F ; 23 ; 1упр.46 ; 333 
 1027 ; 1/25 обола (монета-дельфин). Ольвия ; 5-4 века до нэ ;  ; Cu ; F+ ; 36 ; sulin61 ; 241 
 1028 ; 1/25 обола (монета-дельфин). Ольвия ; 5-4 века до нэ ;  ; Cu ; F+ ; 40 ; off ; 181 
 1029 ; Даалдер. Нидерланды, Западная Фрисландия. М-28,61гр ; 16?? ;  ; Ag ; VF- ; 28 ; Дим Димыч ; 4284 
 1030 ; 2/3 талера. Померания. М-17,72гр ; 1691ILA ;  ; Ag ; VF ; 39 ; кs ; 4745 
 1031 ; 28 стуверов. Нидерланды, Кемпен. М-19,25гр ; XVII в ;  ; Ag ; VF- ; 62 ; А_еЧъ ; 3051 
 1032 ; Грош. Болгария, Иван Стражемир. М-1,45гр ; XII в ;  ; Ag ; VF ; 78 ; SadKo ; 906 
 1033 ; Гроссо. Венеция. М-1,52гр ; XIV в ;  ; Ag ; VF ; 103 ; himak ; 2056 
 1034 ; Денарий. Антиохия, Крестоносцы, Bohemond IV. М-0,98гр ; 1219-1233 ;  ; Ag ; F-VF ; 74 ; raise ; 1247 
 1035 ; Пфенинг. Германия, Herzogtum Karnten, Бернард. М-1,16гр ; 1202-1256 ;  ; Ag ; F-VF ; 92 ; Dahan ; 1071 
 1036 ; Пенни. Кантербери, Эдуард I Длинноногий. М-1,33гр. Трещина ; 1272-1307 ;  ; Ag ; VF- ; 69 ; raise ; 1041 
 1037 ; Дирхем. Сельджуки, Kay Khusru. М-2,95гр ; 1237-1256 ;  ; Ag ; VF ; 82 ; himak ; 8537 
 1038 ; 3 крейцера. Германия, Силезия-Лигнитц-Бриг, Христиан (1639-1673) ; 1669 ;  ; Ag ; F-VF ; 33 ; vb96 ; 336 
 1039 ; 1/2 эре. Швеция. М-0,475г ; 1585 ;  ; Ag ; F- ; 33 ; palermo ; 124 
 1040 ; Шостак. Польша, Ян Казиимр. М-2,66гр ; 1662 AТ ;  ; Ag ; VG ; 43 ; Sterh ; 71 
 1041 ; 6 грошей. Польша. М-2,75г ; 1665 ;  ; Ag ; F- ; 5 ; mmu5 ; 126 
 1042 ; Полторак. Польша. Сигизмунд III. М-0,8г ; 1625 ;  ; Ag ; F ; 6 ; M1 ; 129 
 1043 ; Полторак. Польша,Эльбинг. Густав Адольф. М-0,67г ; 1632 ;  ; Ag ; F ; 10 ; raise ; 141 
 1044 ; Полторак. Польша. Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 34 ; gtnhjd ; 175 
 1045 ; Полторак. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F-VF ; 64 ; gtnhjd ; 168 
 1046 ; Полугрош. Литва. М-1,2г ; 1510 ;  ; Ag ; VF- ; 26 ; jef688 ; 197 
 1047 ; Полугрош. Литва ; 1905 ;  ; Ag ; F+ ; 63 ; Гордиан ; 209 
 1048 ; Солид. Рига. Густав II Адольф ; 1625 ;  ; Ag ; F ; 35 ; mmu5 ; 114 
 1049 ; Солид. Рига. Густав II Адольф ; 17 век ;  ; Ag ; VG ; 24 ; mmu5 ; 114 
 1050 ; Солид. Ливония, Рига, Польская оккупация, Сигизмунд III. М-0,87гр. Деформация ; 1588-1622 ;  ; Ag ; F ; 54 ; mmu5 ; 101 
 1051 ; Шостак. Польша, Сигизмунд III. Отверстие. М-3,76гр ; 1625 ;  ; Ag ; F+ ; 23 ; mmu5 ; 88 
 1052 ; Шостак. Польша, Сигизмунд III. М-3,65гр ; 1626 ;  ; Ag ; F-VF ; 28 ; kolhis ; 194 
 1053 ; Трояк. Польша, Сигизмунд III. Отерстие, деформация. М-1,68гр ; XVII в ;  ; Ag ; F ; 16 ; mmu5 ; 68 
 1054 ; Трояк. Польша, Сигизмунд III. Деформация. М-1,82гр ; 1622 ;  ; Ag ; F ; 92 ; kolhis ; 263 
 1055 ; Полторак. Польша, Сигизмунд III. М-0,95гр ; 1622 ;  ; Ag ; F ; 35 ; mmu5 ; 68 
 1056 ; Полторак. Бранденбург. Деформация. М-1,00гр ; 1626 ;  ; Ag ; F ; 30 ; mmu5 ; 57 
 1057 ; Полторак. Швеция, Густав Адольф. М-0,99гр ; 1630 ;  ; Ag ; F ; 22 ; mmu5 ; 28 
 1058 ; Полторак. Швеция. М-0,88гр ; 1633? ;  ; Ag ; F ; 34 ; mmu5 ; 37 
 1059 ; Полторак. Польша, Сигизмунд III. М-0,87гр ; 1626 ;  ; Ag ; F ; 22 ; mmu5 ; 37 
 1060 ; Полторак. Польша, Сигизмунд III. М-0,96гр ; 1621 ;  ; Ag ; F ; 30 ; mmu5 ; 40 
 1061 ; Солид. Литва. Ян Казимир ; 17 век ;  ; Cu ; F+ ; 33 ; Улетный ; 105 
 1062 ; Солид. Польша. Ян Казимир ; 17 век ;  ; Cu ; F-VF ; 36 ; 12345lal ; 36 
 1063 ; Солид. Литва, Ян Казимир. М-1,16гр ; 1660-ег ;  ; Cu ; VG ; 10 ; koga ; 9 
 1064 ; Солид. Польша, Ян Казимир. М-1,16гр ; 1660-е г ;  ; Cu ; VG ; 13 ; Улетный ; 11 
 1065 ; Дирхем. Самарканд, Саманиды, Наср бен Ахмад. Слоения, трещины. М-2,89гр ; 919-920(307г.х.) ;  ; Ag ; F ; 9 ; zoom30 ; 214 
 1066 ; Дирхем. Шаш, Саманиды, Наср бен Ахмад. М-2,46гр ; 919-920(307г.х.) ;  ; Ag ; F+ ; 50 ; zoom30 ; 567 
 1067 ; Дирхем. Шаш, Саманиды, Наср бен Ахмад. Слоение, трещины. М-3,33гр ; 919-920(307г.х.) ;  ; Ag ; F ; 10 ; raise ; 311 
 1068 ; Дирхем. Самарканд, Саманиды, Нух I бен Наср. М-2,96гр ; 334г.х. ;  ; Ag ; F ; 12 ; Гордиан ; 273 
 1069 ; Дирхем. Самарканд, Саманиды, Нух I бен Наср. М-3,83гр ; 334г.х. ;  ; Ag ; F ; 24 ; zoom30 ; 311 
 1070 ; Дирхем. Шаш, Саманиды, Наср бен Ахмад. Обломана, трещинки. М-3,20гр ; 919-920(307г.х.) ;  ; Ag ; F ; 39 ; sergey51 ; 329 
 1071 ; Дирхем. Самарканд, Саманиды, Наср бен Ахмад. Трещины. М-3,30гр ; 323 г.х. ;  ; Ag ; F+ ; 54 ; zoom30 ; 479 
 1072 ; Монета средневековая. Самарканд, Хасан Бен Аббад. М-1,62гр ; 205г.х. ;  ; Cu ; F ; 44 ; барсик ; 106 
 1073 ; Монета средневековая. Самарканд, Аббасиды, Ал Ашас Бен Йахья. М-2,93гр ; 761-762 ;  ; Cu ; VG ; 17 ; нумизмат ; 163 
 967 ; Дирхем. Золотая Орда, Гюлистан. Хан Джанибек ; 752 г.х. ;  ; Ag ; VF- ; 24 ; wl-petr ; 571 
 968 ; Дирхем. Золотая Орда. С Коломенским надчеканом. Деформация ;  ;  ; Ag ; F-VF ; 34 ; Vaneev ; 1634 
 969 ; Пул. Золотая Орда, хан Джанибек ; 1340-е ;  ; Cu ; F ; 15 ; SadKo ; 38 
 970 ; Пул. Золотая Орда, хан Джанибек ; 1350-ег ;  ; Cu ; F ; 7 ; Джейк ; 24 
 971 ; Лот допетровских монет (Алексей Михайлович, Петр): 2шт ;  ;  ; Ag ; F/F+ ; 17 ; maremark ; 68 
 979 ; Гиперпирон. Византия, Михаил VII. М-3,48гр ; 1071-1078 ;  ; Au ; VF ; 32 ; нумизмат ; 10404 
 980 ; Антониниан. Рим, имп. Филипп II. М-4,31гр ; 244-249 ;  ; Ag ; VF+ ; 63 ; 9425920 ; 1510 
 981 ; Антониниан. Рим, имп. Филипп II. М-4,73гр ; 244-249 ;  ; Ag ; VF+ ; 101 ; саров ; 1835 
 982 ; Антониниан. Рим, имп. Траян Деций. М-4,25гр ; 248-251 ;  ; Ag ; VF ; 34 ; барсик ; 1121 
 983 ; Антониниан. Рим, имп. Гордиан III. М-4,57гр ; 238-244 ;  ; Ag ; VF+ ; 48 ; sd555 ; 1133 
 984 ; Антониниан. Рим, имп. Гордиан III. М-4,20гр ; 238-244 ;  ; Ag ; VF ; 36 ; andre1978 ; 1000 
 985 ; Антониниан. Рим, имп. Гордиан III. М-3,90гр ; 238-244 ;  ; Ag ; VF+ ; 56 ; lestes ; 878 
 986 ; Антониниан. Рим, имп. Гордиан III. М-3,42гр ; 238-244 ;  ; Ag ; VF ; 8 ; lestes ; 567 
 987 ; Денарий. Римская империя. Криспина (жена Коммода). М-2,36гр ;  ;  ; Ag ; VF ; 63 ; WikiLeaks ; 1134 
 988 ; Денарий. Римская империя, Юлия Маммея. М-2,19гр ;  ;  ; Ag ; F+ ; 45 ; cochu ; 615 
 989 ; Денарий. Рим, имп. Антонин Пий. М-3,38гр ; 138-161 ;  ; Ag ; F-VF ; 44 ; sobiranel ; 737 
 990 ; Денарий. Рим, имп. Антонин Пий. М-3,34гр ; 138-161 ;  ; Ag ; VF- ; 42 ; AVLid ; 1700 
 991 ; Денарий. Рим, имп. Тит. М-3,07гр ; 71-81 ;  ; Ag ; VF- ; 43 ; klaid ; 2244 
 992 ; Денарий. Рим, имп. Септимий Север. М-2,83гр ; 193-211 ;  ; Ag ; VF- ; 24 ; волга ; 682 
 993 ; Денарий. Римская империя, Фаустина (младшая). М-2,94гр ;  ;  ; Ag ; VF ; 40 ; lestes ; 1071 
 994 ; Денарий. Рим, имп. Марк Аврелий. М-3,37гр ; 161-180 ;  ; Ag ; VF- ; 37 ; ALEK98 ; 669 
 995 ; Денарий. Рим, имп. Марк Аврелий. М-3,24гр ; 161-180 ;  ; Ag ; VF- ; 27 ; nikolaj ; 501 
 996 ; Денарий. Рим, имп. Коммод. М-3,14гр ; 176-192 ;  ; Ag ; F-VF ; 49 ; WikiLeaks ; 1132 
 997 ; Денарий. Рим, имп. Коммод. М-2,69гр ; 176-192 ;  ; Ag ; F-VF ; 26 ; palermo ; 473 
 998 ; Денарий. Рим, имп. Адриан. М-3,09гр ; 117-138 ;  ; Ag ; VF- ; 45 ; рл672 ; 1805 
 999 ; Денарий. Рим, имп. Адриан. М-3,25гр ; 117-138 ;  ; Ag ; F-VF ; 49 ; cochu ; 918 
 1000 ; Денарий. Рим, имп. Луций Вер. М-2,79гр ; 161-169 ;  ; Ag ; F+ ; 14 ; cochu ; 421 
 1001 ; Денарий. Рим, имп. Луций Вер. М-3,11гр ; 161-169 ;  ; Ag ; F+ ; 6 ; raise ; 318 
 1002 ; Денарий. Рим, имп. Траян. М-3,18гр ; 97-117 ;  ; Ag ; F-VF ; 32 ; cochu ; 829 
 1003 ; Денарий. Рим, имп. Траян. М-3,21гр ; 97-117 ;  ; Ag ; F-VF ; 14 ; WikiLeaks ; 1145 
 1004 ; Денарий. Рим, имп. Октавиан Август. М-3,60гр ; 43 г дон.э.-14 ;  ; Ag ; F-VF ; 56 ; AVLid ; 3600 
 1005 ; Денарий. Рим, имп. Каракалла. М-2,47гр ; 198-217 ;  ; Ag ; F-VF ; 22 ; 9425920 ; 1479 
 1006 ; Денарий. Рим, Имп. Домициан. М-3,23гр ; 81-96 ;  ; Ag ; F-VF ; 62 ; alexandr ; 993 
 1007 ; Денарий. Рим, Имп. Домициан. М-3,13гр ; 81-96 ;  ; Ag ; F-VF ; 63 ; lestes ; 1538 
 1008 ; Драхма. Греция, Александр Македонский. М-4,03гр ; 336-323гг до н.э. ;  ; Ag ; VF ; 49 ; ЦСП ; 3789 
 1009 ; Драхма. Греция, Иллирия под римским протекторатом. Epidamnos-Dyrrachium. М-3,16гр ; 229 ;  ; Ag ; VF ; 35 ; pamel ; 1398 
 1010 ; Монета античная. Гунны, 2-ая династия Тюрк Шахи. М-3,20гр ; 850-970 ;  ; Ag ; VF ; 57 ; himak ; 2020 
 1011 ; Денарий. Рим, имп. Септимий Север. М-3,64гр ; 193-211 ;  ; Ag ; VF+ ; 77 ; lestes ; 1377 
 1012 ; Денарий. Рим, имп. Септимий Север. М-3,53гр ; 193-211 ;  ; Ag ; VF+ ; 39 ; Gnjktvtq ; 1349 
 1013 ; Монета античная. Византия, Константин X. М-3,42гр ;  ;  ; Cu ; F+ ; 31 ; cochu ; 781 
 1014 ; Монета античная. Византия. Утеряна часть монеты. М-3,19гр ;  ;  ; Cu ; F ; 21 ; барсик ; 373 
 1015 ; Фоллис. Византия, имп. Фока. М-10,67гр ; 602-610 ;  ; Cu ; F ; 58 ; lestes ; 930 
 1016 ; Фоллис. Византия, Имп. Юстин II. М-13,85гр ; 565-578 ;  ; Cu ; F ; 42 ; lestes ; 828 
 1017 ; Фолис. Византия, Сиракузы, Constantine v Copronymus. М-2,28гр ; 741-775 ;  ; Cu ; F+ ; 39 ; нумизмат ; 1241 
 1018 ; Фолис. Византия, Константинополь, Михаил VII. М-6,31гр ; 1071-1078 ;  ; Cu ; F+ ; 47 ; lestes ; 828 
 1019 ; Монета античная. Г. Темнос. М-3,92гр ; II в до н.э. ;  ; Cu ; F ; 52 ; avp ; 644 
 1020 ; Монета античная. Киликийский г. Эги. М-1,56гр ; I в до н.э. ;  ; Cu ; VG ; 53 ; avp ; 888 
 1021 ; Монета античная. Г. Сарды. М-4,00гр ; II в до н.э. ;  ; Cu ; F ; 41 ; avp ; 669 
 1022 ; Монета античная. Сицилия, Сиракузы, Гиерон II. М-4,79гр ; 275-215гг до н.э. ;  ; Cu ; VG ; 28 ; murka1973 ; 212 
 1023 ; Монета античная. Сицилия, Сиракузы, Гиерон II. М-6,60гр ; 275-215гг до н.э. ;  ; Cu ; G ; 21 ; avp ; 214 
 917 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; maremark ; 45 
 918 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; maremark ; 43 
 919 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; F-VF ; 17 ; Рыжая_Кыся ; 64 
 920 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 23 ; nemetz ; 311 
 921 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 25 ; Рыжая_Кыся ; 77 
 922 ; Копейка. Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; F-VF ; 18 ; Рыжая_Кыся ; 71 
 923 ; Копейка. Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; F+ ; 35 ; $ab$er ; 82 
 924 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 19 ; zoom30 ; 91 
 925 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 10 ; kolhis ; 89 
 926 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 34 ; kolhis ; 100 
 927 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 26 ; Рыжая_Кыся ; 95 
 928 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 17 ; zoom30 ; 101 
 929 ; Копейка. Деформация ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 22 ; Рыжая_Кыся ; 81 
 930 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; evg ; 93 
 931 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 4 ; nemetz ; 58 
 932 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 34 ; nemetz ; 230 
 933 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; maremark ; 50 
 934 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 20 ; maremark ; 49 
 935 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; maremark ; 49 
 936 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; maremark ; 55 
 937 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; maremark ; 46 
 938 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 30 ; maremark ; 51 
 939 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 18 ; maremark ; 57 
 940 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 16 ; maremark ; 45 
 941 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; maremark ; 40 
 942 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 18 ; maremark ; 42 
 943 ; Копейка. Михаил Федорович ; 1613-1645 ;  ; Ag ; F-VF ; 18 ; maremark ; 48 
 944 ; Денга допетровская ;  ;  ; Ag ; F ; 24 ; Sterh ; 79 
 945 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 27 ; Sterh ; 64 
 946 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 30 ; Sterh ; 65 
 947 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 28 ; maremark ; 47 
 948 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 61 ; evg ; 71 
 949 ; Пуло. Утеряна часть монеты ; XV в ; Удельное Княжество Кашинское ; Cu ; G ; 82 ; sher60 ; 1047 
 950 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 14 ; himak ; 181 
 951 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 24 ; himak ; 281 
 952 ; Пуло ; XV в ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F ; 59 ; Vaneev ; 572 
 953 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 53 ; домосед_уфа ; 591 
 954 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; VG ; 25 ; домосед_уфа ; 413 
 955 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; VG ; 38 ; домосед_уфа ; 438 
 956 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; VG ; 36 ; viridis ; 1326 
 957 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; VG ; 8 ; koga ; 45 
 958 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; VG ; 5 ; gtnhjd ; 35 
 959 ; Пуло ; 1462-1505 ; Иван III Васильевич ; Cu ; VG ; 19 ; Marcus ; 86 
 960 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 49 ; droopy ; 1274 
 961 ; Пуло. Допетровское. Деформация ;  ;  ; Cu ; F ; 30 ; Dahan ; 453 
 962 ; Монета средневековая. Золотая Орда, хан Булгар ; 20-е г XV в ;  ; Ag ; F ; 19 ; himak ; 227 
 963 ; Монета средневековая. Золотая Орда, хан Булгар ; XIII в ;  ; Ag ; VF ; 78 ; himak ; 2923 
 964 ; Дирхем. Золотая Орда, хан Узбек ; 723г.х. ;  ; Ag ; VF- ; 54 ; himak ; 1736 
 965 ; Дирхем. Золотая Орда, хан Мухаммад ; 777г.х. ;  ; Ag ; VF- ; 40 ; avp ; 725 
 966 ; Дирхем. Золотая Орда, Сарай-аль-Джадид. Хан Токтамыш. Деформация ; 782г.х. ;  ; Ag ; VF- ; 62 ; himak ; 714 
 867 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 21 ; ZOLTAN333 ; 162 
 868 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 6 ; elinsckij123 ; 150 
 869 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 38 ; sulin61 ; 202 
 870 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 22 ; maremark ; 83 
 871 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; klaid ; 114 
 872 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; maremark ; 51 
 873 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 32 ; neshko ; 81 
 874 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 21 ; maremark ; 55 
 875 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 19 ; lrs-12 ; 62 
 876 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 32 ; kolhis ; 102 
 877 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 15 ; zoom30 ; 174 
 878 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 23 ; maremark ; 63 
 879 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; lm ; 57 
 880 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 19 ; lrs-12 ; 50 
 881 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 23 ; lm ; 82 
 882 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 48 ; podpol_1980 ; 204 
 883 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 17 ; evg ; 65 
 884 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 31 ; генадич ; 79 
 885 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 10 ; Рыжая_Кыся ; 73 
 886 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 20 ; генадич ; 114 
 887 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 20 ; $ab$er ; 65 
 888 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 17 ; peck ; 261 
 889 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 23 ; lrs-12 ; 61 
 890 ; Копейка. Федор Иванович ; 1584-1598 ;  ; Ag ; VF- ; 26 ; maremark ; 57 
 891 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 20 ; 281 ; 79 
 892 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 19 ; lrs-12 ; 53 
 893 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 12 ; нумизмат ; 134 
 894 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 28 ; samsung ; 91 
 895 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 21 ; samsung ; 90 
 896 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 15 ; Рыжая_Кыся ; 81 
 897 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 26 ; zoom30 ; 153 
 898 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 44 ; zoom30 ; 95 
 899 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 80 ; mix55 ; 209 
 900 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 96 ; mix55 ; 355 
 901 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 53 ; Marcus ; 507 
 902 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 92 ; нумизмат ; 4633 
 903 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 21 ; evg ; 73 
 904 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 35 ; lm ; 61 
 905 ; Полушка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 38 ; scaevola ; 906 
 906 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 27 ; klaid ; 143 
 907 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 21 ; gtnhjd ; 46 
 908 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 19 ; gtnhjd ; 39 
 909 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; evg ; 57 
 910 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 11 ; evg ; 85 
 911 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 33 ; kolhis ; 53 
 912 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 16 ; maremark ; 45 
 913 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 15 ; mamont ; 60 
 914 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 18 ; maremark ; 49 
 915 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 16 ; gtnhjd ; 43 
 916 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 14 ; maremark ; 44 
 817 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 22 ; генадич ; 209 
 818 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 46 ; генадич ; 157 
 819 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 13 ; jef688 ; 51 
 820 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F ; 44 ; inter111 ; 300 
 821 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 36 ; волга ; 174 
 822 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F ; 24 ; генадич ; 92 
 823 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F ; 27 ; inter111 ; 98 
