 5991 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 28 ; sibirian ; 28 
 702 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 19 ; кабан ; 53 
 703 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 21 ; gdrg2 ; 79 
 704 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; кабан ; 51 
 705 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; кабан ; 53 
 706 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; кабан ; 101 
 707 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 22 ; кабан ; 57 
 708 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 15 ; кабан ; 56 
 709 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 19 ; кабан ; 59 
 606 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 15 ; Kardinal71 ; 357 
 607 ; Лот монет России: 2,1 коп, денга, полушка (5шт) ; 18,19в ;  ; Cu ; G ; 11 ; yunonik ; 68 
 608 ; Лот монет России: 2,1,1/2 коп (4шт) ; 19,20в ;  ; Cu ; G ; 9 ; Prizon ; 68 
 609 ; Лот монет России: 5,2,1,1/2 коп (5шт) ; 19,20в ;  ; Cu ; VG/F ; 49 ; Prizon ; 128 
 610 ; Лот монет России: 5,2,1 коп, денга (9шт) ; 18,19в ;  ; Cu ; G ; 11 ; ------ ; 125 
 611 ; Лот монет России: 2,1,1/2 коп (5шт) ; 1853-1916 ;  ; Cu ; VF/VG ; 68 ; нв1975 ; 399 
 612 ; Лот монет России (3шт): 3к,2к,1к ; 1798-1875 ;  ; Cu ; F/VG ; 27 ; zahar04 ; 109 
 613 ; Лот монет России 9 шт ; 1831-1875 ;  ; Cu ; G-F ; 63 ; Prizon ; 374 
 614 ; Лот монет России (4шт): 5 копеек ; 1831-1838 ;  ; Cu ; VG/G ; 42 ; Prizon ; 681 
 615 ; Лот монет России (10шт): 5к,3к,1к,1/2к ; 1870-1912 ;  ; Cu ; VF/VG ; 38 ; Roki ; 1224 
 616 ; Лот монет России (8шт): 3к,2к,1к, денга, полушка ; 1720-ег-1916 ;  ; Cu ; F-VF/VG ; 49 ; Prizon ; 714 
 617 ; Лот монет России (5шт): 2 копейки ; 1812-1913 ;  ; Cu ; F+/F- ; 23 ; елец ; 357 
 618 ; Лот монет России (6шт): 2 копейки ; 1907-1916 ;  ; Cu ; F+/VG ; 26 ; A-Stral ; 167 
 619 ; Лот монет России (7шт): 3к,1к ; 1896-1914 ;  ; Cu ; F+/VG ; 46 ; antony196691 ; 357 
 620 ; Лот монет России (5шт): 2к, денга, полушка ; 1731-1758 ;  ; Cu ; VG ; 25 ; елец ; 294 
 621 ; Лот монет России (6шт): 1 копейка ; 1883-1914 ;  ; Cu ; F+/F- ; 30 ; rem ; 178 
 622 ; Лот Русско-Финских монет (8шт): 1 пенни ; 1905-1916 ;  ; Cu ; XF/VF ; 35 ; СТРЕКОЗА ; 442 
 623 ; Лот монет России: 5,2,1 коп (8шт) ; 1812-1891 ;  ; Cu ; F+/g ; 50 ; san44 ; 2179 
 624 ; Лот монет России: 2,1,1/2 коп (8шт) ; 1829-1858 ;  ; Cu ; F-VF/VG ; 27 ; A-Stral ; 561 
 625 ; Лот монет России+2к 1924 (19шт): 5к,3к,2к,денга, полушка, 5 пенни ; 1736-1905,1924 ;  ; Cu ; F+/G ; 41 ; Roki ; 458 
 626 ; Лот монет России (21шт): 5к,2к,1к, денга, 5 пенни ; 1734-1912 ;  ; Cu ; F+/G ; 31 ; Prizon ; 408 
 631 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 38 ; кве ; 6343 
 632 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; VF- ; 31 ; cochu ; 3560 
 633 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F+ ; 45 ; Al777 ; 2681 
 634 ; Денга. Деформация ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 35 ; Vasilyi9 ; 561 
 635 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 34 ; Vasilyi9 ; 909 
 636 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 40 ; Папа с рацией ; 905 
 637 ; Денга. Князь Михаил Борисович. Обломана ; 1461-1485 ; Великое Княжество Тверское ; Ag ; F+ ; 21 ; cochu ; 3244 
 638 ; Денга. Тверь.Князь Михаил Борисович ; 1461-1485 ;  ; Ag ; F-VF ; 32 ; Dahan ; 257 
 639 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 27 ; mmmm ; 167 
 640 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 24 ; Vasilyi9 ; 340 
 641 ; Полушка. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 11 ; Al777 ; 181 
 642 ; Денга. Князь Василий Иванович. Обломана ; после 1456 ; Великое Княжество Рязанское ; Ag ; F+ ; 55 ; Vasilyi9 ; 561 
 643 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 9 ; virtualman ; 510 
 644 ; Денга. Обломана ; XV в. ; Удельное Княжество Ростовское ; Ag ; F ; 37 ; cochu ; 5637 
 645 ; Денга. Великое кн-во Тверское ; 15в ;  ; Ag ; F ; 10 ; cochu ; 1530 
 646 ; Денга. Серпуховское удельное кн-во. Князь Василий Ярославович. Деформация, отверстие ; 1426-1483 ;  ; Ag ; F+ ; 75 ; is54 ; 1292 
 647 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 12 ; Папа с рацией ; 1134 
 648 ; Денга. Брак чеканки, деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 43 ; Vasilyi9 ; 496 
 649 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+/F-VF ; 33 ; cochu ; 2773 
 650 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+/F-VF ; 21 ; viridis ; 733 
 651 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; Ритм ; 216 
 652 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 3 ; viridis ; 222 
 653 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 20 ; 281 ; 128 
 654 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 28 ; aziya11 ; 101 
 655 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 51 ; coincoll ; 206 
 656 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+ ; 29 ; zoom30 ; 206 
 657 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 27 ; aziya11 ; 79 
 658 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 19 ; KdL ; 167 
 659 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; aziya11 ; 68 
 556 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF+ ; 25 ; честер ; 659 
 557 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 26 ; chapay1959 ; 139 
 558 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 37 ; chapay1959 ; 124 
 559 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 23 ; igorchek ; 95 
 560 ; 1/2 копейки. В капсуле SCG ; 1911 ; СПБ ; Cu ; XF- ; 20 ; Kardinal71 ; 672 
 561 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; F-VF ; 27 ; igorchek ; 42 
 562 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 24 ; Kardinal71 ; 714 
 563 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 30 ; coincoll ; 179 
 564 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 32 ; Kardinal71 ; 166 
 565 ; 1/2 копейки. В капсуле SCG ; 1913 ; СПБ ; Cu ; AU ; 32 ; Kardinal71 ; 765 
 566 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 28 ; ksun ; 443 
 567 ; 1/2 копейки. В капсуле SCG ; 1914 ; СПБ ; Cu ; AU/XF ; 20 ; Kardinal71 ; 816 
 568 ; 1/2 копейки ; 1915 ;  ; Cu ; XF ; 35 ; leshii40 ; 411 
 569 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 27 ; Masik ; 663 
 570 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 46 ; gav1980 ; 67 
 571 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 22 ; shaxter2015 ; 43 
 572 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 21 ; юрий73 ; 66 
 573 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 22 ; Балатово ; 101 
 574 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 26 ; shaxter2015 ; 63 
 575 ; Полушка ; 1798 ; АМ ; Cu ; F- ; 68 ; ct200h ; 5769 
 576 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 36 ; SSK ; 906 
 577 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F- ; 19 ; Семен ; 153 
 578 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF ; 19 ; Костян 92 ; 151 
 579 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF- ; 31 ; borisovich ; 306 
 580 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F+ ; 13 ; Семен ; 192 
 581 ; 1/4 копейки ; 1843 ; СМ ; Cu ; VF- ; 22 ; Семен ; 245 
 582 ; Полушка ; 1851 ; ЕМ ; Cu ; F+ ; 33 ; 222211 ; 227 
 583 ; 1/4 копейки ; 1873 ; ЕМ ; Cu ; VF-XF ; 59 ; ct200h ; 4422 
 584 ; 1/4 копейки ; 1878 ; СПБ ; Cu ; F-VF ; 90 ; max96 ; 2584 
 585 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; XF+ ; 46 ; V-2 ; 1523 
 586 ; 2 пара-3 копейки ; 1772 ; Валахия ; Cu ; F+ ; 78 ; SSK ; 4555 
 587 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF- ; 9 ; Victory-2001 ; 898 
 588 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; F-VF ; 47 ; coincoll ; 310 
 589 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF ; 13 ; serg07_67 ; 354 
 590 ; 1 копейка "Оккупация" ; 1916А ;  ; Fe ; XF+ ; 16 ; ALEK98 ; 1141 
 591 ; 10 пенни ; 1889 ; Финляндия ; Cu ; VF+ ; 34 ; Stanislavskiy-89 ; 1199 
 592 ; 10 пенни ; 1890 ; Финляндия ; Cu ; F-VF ; 70 ; goram ; 1009 
 593 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 24 ; nikomeh ; 123 
 594 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 25 ; Kardinal71 ; 192 
 595 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 30 ; rom11 ; 179 
 596 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF+ ; 62 ; 222211 ; 807 
 597 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 29 ; Rober ; 50 
 598 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 15 ; Rober ; 51 
 599 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 14 ; Rober ; 47 
 600 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 17 ; Rober ; 57 
 601 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 45 ; rom11 ; 306 
 602 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 8 ; VAZ-2107 ; 152 
 603 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 16 ; жора ; 90 
 604 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 23 ; LAL ; 77 
 605 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 24 ; Kardinal71 ; 258 
 506 ; Копейка ; 1909 ; СПБ ; Cu ; VF ; 36 ; boypraff ; 102 
 507 ; Копейка ; 1911 ; СПБ ; Cu ; AU/XF ; 51 ; hermit ; 403 
 508 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 19 ; igorchek ; 62 
 509 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 16 ; boypraff ; 57 
 510 ; Копейка ; 1911 ; СПБ ; Cu ; XF- ; 18 ; Bambr ; 79 
 511 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 19 ; paranoy ; 50 
 512 ; Копейка ; 1913 ; СПБ ; Cu ; F ; 7 ; 312 ; 12 
 513 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 6 ; igorchek ; 17 
 514 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 14 ; igorchek ; 53 
 515 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 24 ; chapay1959 ; 128 
 516 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 6 ; paranoy ; 41 
 517 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 15 ; NAS2012 ; 102 
 518 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 5 ; gfgf50 ; 51 
 519 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 10 ; paranoy ; 56 
 520 ; Копейка. В капсуле PCGS ; 1915 ;  ; Cu ; AU ; 79 ; Vasiliy_t ; 1777 
 521 ; Копейка ; 1915 ;  ; Cu ; AU/XF ; 59 ; Kardinal71 ; 279 
 522 ; Копейка ; 1915 ;  ; Cu ; XF- ; 28 ; R.V.R ; 75 
 523 ; Денга ; 1704 ;  ; Cu ; F- ; 17 ; почтальон ; 528 
 524 ; Денга ; 1731 ;  ; Cu ; VF+ ; 53 ; kott ; 4104 
 525 ; Денга ; 1734 ;  ; Cu ; VF ; 46 ; gav1980 ; 456 
 526 ; Денга ; 1737 ;  ; Cu ; F-VF ; 13 ; юрий73 ; 42 
 527 ; Денга ; 1738 ;  ; Cu ; VF- ; 34 ; kott ; 239 
 528 ; Денга ; 1748 ;  ; Cu ; F+ ; 10 ; Anatoliy1959 ; 102 
 529 ; Денга ; 1750 ;  ; Cu ; F- ; 28 ; leshii40 ; 92 
 530 ; Денга ; 1766 ; ЕМ ; Cu ; F- ; 9 ; кабан ; 454 
 531 ; Денга ; 1767 ; КМ "Сибирь" ; Cu ; F ; 22 ; кабан ; 1631 
 532 ; Денга ; 1790 ; ЕМ ; Cu ; VF- ; 38 ; SSK ; 1887 
 533 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 16 ; Andrei2007 ; 101 
 534 ; 1/2 копейки ; 1839 ; СМ ; Cu ; VF- ; 31 ; почтальон ; 1062 
 535 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F ; 15 ; 312 ; 33 
 536 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 12 ; shaxter2015 ; 42 
 537 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 26 ; antony196691 ; 35 
 538 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF-XF ; 31 ; mixser ; 930 
 539 ; Денежка ; 1851 ; ЕМ ; Cu ; F-VF ; 36 ; leshii40 ; 287 
 540 ; Денежка ; 1852 ; ЕМ ; Cu ; VF ; 13 ; Костян 92 ; 204 
 541 ; Денежка ; 1852 ; ЕМ ; Cu ; VG/G ; 9 ; 000SABik ; 53 
 542 ; Денежка.  В капсуле NGC ; 1853 ; ЕМ ; Cu ; AU 58 ; 29 ; синема ; 6375 
 543 ; Денежка ; 1855 ; ЕМ ; Cu ; F+ ; 16 ; Rarik ; 90 
 544 ; Денежка ; 1855 ; ЕМ ; Cu ; VF-XF ; 22 ; 222211 ; 765 
 545 ; Денежка ; 1857 ;  ; Cu ; VG ; 53 ; NAS2012 ; 337 
 546 ; Денежка ; 1858 ; ЕМ ; Cu ; F-VF ; 21 ; апосум ; 57 
 547 ; Денежка ; 1862 ; ВМ ; Cu ; VF ; 33 ; smirnov1957 ; 1728 
 548 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; XF- ; 55 ; san44 ; 2492 
 549 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF+ ; 48 ; goram ; 2397 
 550 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF ; 27 ; 1999 ; 2346 
 551 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF ; 32 ; denishe ; 578 
 552 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 17 ; спарта ; 500 
 553 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 24 ; жора ; 126 
 554 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 15 ; Karell ; 108 
 555 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU ; 49 ; Kardinal71 ; 909 
 456 ; Копейка ; 1710 ; МД ; Cu ; F- ; 33 ; почтальон ; 1405 
 457 ; Копейка ; 1713 ; НД ; Cu ; F ; 39 ; почтальон ; 918 
 458 ; Копейка ; 1728 ;  ; Cu ; F+ ; 62 ; почтальон ; 2261 
 459 ; Копейка (Ильин-1р) ; 1755 ;  ; Cu ; F/VG ; 96 ; Affliction ; 7014 
 460 ; Копейка ; 1757 ;  ; Cu ; F-VF ; 19 ; SSK ; 363 
 461 ; Копейка ; 1760 ;  ; Cu ; F+ ; 19 ; ivannik ; 464 
 462 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; VF ; 34 ; кабан ; 1540 
 463 ; Копейка ; 1789 ; ЕМ ; Cu ; F ; 13 ; shaxter2015 ; 152 
 464 ; Копейка ; 1790 ; ЕМ ; Cu ; F ; 28 ; SergN ; 227 
 465 ; Копейка ; 1797 ; АМ ; Cu ; VG ; 27 ; кабан ; 1530 
 466 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 39 ; Илья Владимирович ; 112 
 467 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 41 ; VAZ-2107 ; 110 
 468 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 21 ; VAZ-2107 ; 61 
 469 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 35 ; Leganeff ; 191 
 470 ; Копейка ; 1819 ; КМ АД ; Cu ; VF ; 45 ; alekseynn ; 1493 
 471 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF ; 13 ; апосум ; 46 
 472 ; Копейка ; 1830 ; КМ АМ ; Cu ; F+ ; 27 ; ksun ; 177 
 473 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 20 ; Семен ; 91 
 474 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VG ; 6 ; апосум ; 34 
 475 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 30 ; Семен ; 199 
 476 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VF- ; 19 ; ksun ; 226 
 477 ; Копейка ; 1840 ; ЕМ ; Cu ; VF ; 64 ; NAS2012 ; 371 
 478 ; Копейка ; 1840 ; ЕМ ; Cu ; VG/G ; 9 ; 000SABik ; 50 
 479 ; Копейка ; 1840 ; СПМ ; Cu ; VF+ ; 61 ; taa ; 1209 
 480 ; Копейка ; 1840 ; СПМ ; Cu ; F ; 18 ; 312 ; 22 
 481 ; Копейка ; 1840 ; СПМ ; Cu ; F- ; 7 ; shaxter2015 ; 36 
 482 ; Копейка ; 1841 ; СПМ ; Cu ; F+ ; 18 ; NAS2012 ; 35 
 483 ; Копейка ; 1842 ; ЕМ ; Cu ; F ; 69 ; NAS2012 ; 134 
 484 ; Копейка ; 1842 ; СПМ ; Cu ; F+ ; 14 ; Семен ; 153 
 485 ; Копейка ; 1843 ; ЕМ ; Cu ; VF- ; 23 ; R.V.R ; 114 
 486 ; Копейка ; 1853 ; ЕМ ; Cu ; VF ; 32 ; никсер ; 364 
 487 ; Копейка ; 1854 ; ЕМ ; Cu ; F+ ; 27 ; 312 ; 35 
 488 ; Копейка ; 1855 ; ЕМ ; Cu ; VF-XF ; 37 ; EAL34 ; 425 
 489 ; Копейка ; 1855 ; ВМ ; Cu ; VF+ ; 38 ; Димыч ; 2158 
 490 ; Копейка ; 1856 ; ЕМ ; Cu ; F-VF ; 23 ; апосум ; 44 
 491 ; Копейка ; 1860 ; ВМ ; Cu ; F+ ; 48 ; bva150979 ; 1230 
 492 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 86 ; SergN ; 1255 
 493 ; Копейка ; 1865 ; ЕМ ; Cu ; VG/F ; 19 ; shaxter2015 ; 104 
 494 ; Копейка ; 1868 ; ЕМ ; Cu ; F-VF ; 16 ; апосум ; 107 
 495 ; Копейка ; 1870 ; ЕМ ; Cu ; F- ; 19 ; ГдРъ ; 62 
 496 ; Копейка ; 1888 ; СПБ ; Cu ; VF-XF ; 15 ; нионила ; 765 
 497 ; Копейка ; 1891 ; СПБ ; Cu ; VF+ ; 16 ; MMG-1 ; 800 
 498 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 15 ; igorchek ; 27 
 499 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 8 ; uporleza ; 46 
 500 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 9 ; Elizium ; 57 
 501 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 10 ; pavlovich11111 ; 35 
 502 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 52 ; acad ; 134 
 503 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 13 ; жора ; 58 
 504 ; Копейка ; 1907 ; СПБ ; Cu ; F-VF ; 48 ; DaMon15 ; 265 
 505 ; Копейка ; 1908 ; СПБ ; Cu ; XF- ; 26 ; hermit ; 221 
 406 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F ; 12 ; gelind ; 87 
 407 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 33 ; ct200h ; 357 
 408 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 80 ; NAS2012 ; 159 
 409 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 14 ; VAZ-2107 ; 28 
 410 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF- ; 24 ; gfgf50 ; 47 
 411 ; 2 копейки ; 1821 ; КМ АМ ; Cu ; VF- ; 12 ; Toxajs ; 204 
 412 ; 2 копейки ; 1829 ; КМ АМ ; Cu ; F+ ; 24 ; nemeshika ; 53 
 413 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; F- ; 41 ; Семен ; 122 
 414 ; 2 копейки ; 1839 ; СМ ; Cu ; F-VF ; 41 ; norde ; 3525 
 415 ; 2 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 41 ; ОСА ; 446 
 416 ; 2 копейки ; 1840 ; СПМ ; Cu ; F ; 25 ; NAS2012 ; 56 
 417 ; 2 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 50 ; Andjey2878 ; 295 
 418 ; 2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 38 ; Семен ; 379 
 419 ; 2 копейки ; 1845 ; СМ ; Cu ; F ; 15 ; Семен ; 133 
 420 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF- ; 24 ; Andjey2878 ; 275 
 421 ; 2 копейки ; 1855 ; ЕМ ; Cu ; VG/G ; 28 ; Andjey2878 ; 155 
 422 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F ; 7 ; stok ; 23 
 423 ; 2 копейки ; 1863 ; ЕМ ; Cu ; F+ ; 6 ; почтальон ; 204 
 424 ; 2 копейки ; 1864 ; ЕМ ; Cu ; VF+ ; 29 ; bakal73 ; 825 
 425 ; 2 копейки ; 1865 ; ЕМ ; Cu ; F-VF ; 18 ; кузнец ; 459 
 426 ; 2 копейки ; 1866 ; ЕМ ; Cu ; VF+ ; 51 ; 222211 ; 805 
 427 ; 2 копейки ; 1867 ; СПБ ; Cu ; VF+ ; 30 ; sergius ; 3232 
 428 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F+ ; 17 ; апосум ; 102 
 429 ; 2 копейки ; 1875 ; ЕМ ; Cu ; VF- ; 9 ; нионила ; 357 
 430 ; 2 копейки ; 1876 ; СПБ ; Cu ; F- ; 17 ; апосум ; 102 
 431 ; 2 копейки ; 1878 ; СПБ ; Cu ; VF ; 37 ; ct200h ; 612 
 432 ; 2 копейки ; 1879 ; СПБ ; Cu ; VG ; 18 ; апосум ; 36 
 433 ; 2 копейки ; 1880 ; СПБ ; Cu ; F-VF ; 32 ; ksun ; 214 
 434 ; 2 копейки ; 1882 ; СПБ ; Cu ; F-VF ; 20 ; MMG-1 ; 197 
 435 ; 2 копейки ; 1885 ; СПБ ; Cu ; F- ; 35 ; ksun ; 159 
 436 ; 2 копейки ; 1899 ; СПБ ; Cu ; VF ; 42 ; uporleza ; 313 
 437 ; 2 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 26 ; hermit ; 151 
 438 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF- ; 21 ; Rarik ; 100 
 439 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 19 ; ksun ; 108 
 440 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF ; 44 ; NAS2012 ; 132 
 441 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 32 ; leshii40 ; 164 
 442 ; 2 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 48 ; Masik ; 5100 
 443 ; 2 копейки ; 1910 ; СПБ ; Cu ; F+ ; 22 ; NAS2012 ; 41 
 444 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 26 ; EMF ; 165 
 445 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 28 ; NAS2012 ; 113 
 446 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 19 ; nemeshika ; 115 
 447 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 32 ; vizer ; 57 
 448 ; 2 копейки ; 1912 ; СПБ ; Cu ; VG/F- ; 14 ; синема ; 53 
 449 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 24 ; NAS2012 ; 87 
 450 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 49 ; ZET ; 1247 
 451 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 22 ; tanker1975 ; 86 
 452 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 33 ; l1 ; 110 
 453 ; 2 копейки ; 1916 ;  ; Cu ; XF- ; 49 ; hermit ; 164 
