 5463 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 20 ; TiBuL ; 68 
 714 ; Медаль. Норвегия. Медведица и медвежонок. D - 70mm. Коробка ; 1975 ;  ; Br ; AU ; 76 ; kotyamoi ; 532 
 715 ; Медаль Германия. Баден. D-30мм ; 1849 ;  ; Br ; F-VF ; 25 ; k212 ; 1774 
 716 ; Медаль D-36мм ;  ;  ; Ag ; VF ; 35 ; lizz ; 1428 
 717 ; Медаль Вильгельм I. Германия. D-26мм ;  ;  ; Б/м ; VF- ; 24 ; lizz ; 524 
 718 ; Жетон иностранный ;  ;  ; Ж/м ; F-VF ; 28 ; Man 11 ; 159 
 719 ; Жетон счетный ;  ;  ; Ж/м ; XF ; 8 ; userAlex ; 153 
 720 ; Жетон счетный ;  ;  ; Ж/м ; XF ; 12 ; userAlex ; 102 
 721 ; Жетон счетный ;  ;  ; Ж/м ; XF ; 10 ; userAlex ; 126 
 722 ; Жетон Хельсинки оплата за газ ; 1948 ;  ; Ж/м ; XF ; 22 ; Zarik ; 95 
 723 ; Жетон 20 ;  ;  ; Ж/м ; F-VF ; 19 ; Man 11 ; 88 
 724 ; Жетон 5 ;  ;  ; Ж/м ; VF ; 11 ; vladmarkin ; 46 
 725 ; Жетон Франция ; 1793 ;  ; Al/Br ; VF ; 16 ; Hada ; 357 
 726 ; Жетон Shell ; 1961 ;  ; Al/Br ; VF ; 8 ; Ok203 ; 51 
 727 ; Медаль. Ватикан. Папа Иоанн XXII. D - 25mm. Упаковка ; 1958 ;  ; Б/м ; XF ; 14 ; ne_to ; 585 
 728 ; Медаль. Алессандро Вольта. D - 31mm ;  ;  ; ж/м ; F ; 32 ; ai ; 126 
 729 ; Медаль. Битва при Росбахе 5 ноября 1757 года. D - 47mm ;  ;  ; ж/м ; F ; 53 ; Георг ; 3121 
 730 ; Плакета. Международная выставка в Осаке, Япония. 45х45мм ;  ;  ; ж/м ; VF ; 6 ; LEXAI ; 89 
 731 ; Медаль. Антонио Канова. D - 34mm ;  ;  ; ж/м ; VF+ ; 48 ; 1gold ; 532 
 732 ; Медаль. Италия. D - 37mm ;  ;  ; б/м ; VF-XF ; 59 ; Emv ; 184 
 733 ; Плакета. Немецкий клуб борзых собак. 33х33мм ;  ;  ;  ; XF ; 68 ; Папа с рацией ; 1117 
 734 ; Жетон. Георгий III ;  ;  ; Al/Br ; F-VF ; 8 ; Hellsten ; 81 
 735 ; Жетон. Виктория ;  ;  ; Al/Br ; VF ; 38 ; Emv ; 59 
 736 ; Медаль. ФРГ. Визит Папы Иоанна-Павла II в Берлин. D - 31mm ; 1996 ;  ; Ag ; Proof ; 11 ; didisister ; 501 
 737 ; Жетон. Франция. Галеры. Нептун с трезубцем плывет по морю на морских коньках. D - 29mm ; 1700 ;  ; Ag ; VF ; 11 ; krotsenna ; 1323 
 738 ; Жетон. Франция. Парижский прево Арманд Жером Бижон. D - 32mm ; 1771 ;  ; Ag ; XF ; 15 ; Ok203 ; 1417 
 739 ; Жетон. Франция. Королевская казна. Схема солнечной системы. D - 29mm ; 1746 ;  ; Ag ; VF ; 9 ; Ok203 ; 1019 
 740 ; Жетон. Франция. Королевская казна. Солнце освещает земной шар. D - 29mm ; 1751 ;  ; Ag ; VF ; 5 ; S1952 ; 983 
 741 ; Жетон. Франция. Галеры. Нептун с трезубцем прогоняет монстров. D - 29mm ; 1745 ;  ; Ag ; VF ; 5 ; S1952 ; 1020 
 742 ; Жетон. Франция. Обычаи войн. Солнце освещает землю. D - 28mm ; 1666 ;  ; Ag ; VF ; 19 ; Пин ; 1800 
 743 ; Жетон. Франция. Обычаи войн. Три льва на природе. D - 29mm ; 1731 ;  ; Ag ; VF ; 7 ; Lena6975 ; 1248 
 744 ; Жетон. Франция. Превратности войн. Геркулес пытается убить из лука кентавра-похитителя. D - 29mm ; 1711 ;  ; Ag ; VF ; 3 ; krotsenna ; 1000 
 745 ; Жетон. Франция. Превратности войн. Фигура римского воина с копьем и щитом. D - 29mm ; 1720 ;  ; Ag ; VF ; 17 ; Lena6975 ; 1221 
 746 ; Жетон. Франция. Провинция Лангедок. D - 31mm ; 1771 ;  ; Ag ; VF ; 12 ; Lena6975 ; 1387 
 747 ; Жетон. Франция. Обычаи войн. Солнце освещает оливковое дерева и куст лилий. D - 28mm ; 1680 ;  ; Ag ; VF ; 11 ; Ok203 ; 1119 
 748 ; Жетон. Франция. Академия литературы и искусства Лиона. D - 30mm ; 1700 ;  ; Ag ; VF ; 14 ; ежик ; 1223 
 749 ; Жетон. Франция. Экс-консулы Лиона. D - 30mm ; 1756 ;  ; Ag ; VF+ ; 10 ; ежик ; 1019 
 750 ; Жетон. Франция. Турень. Мэр Тура Прёйли. D - 30mm ; 1755 ;  ; Ag ; VF ; 7 ; Lena6975 ; 1017 
 751 ; Жетон. Франция. Анжу. Людовик Станислав Ксаверий, будущиq Король Люлвик XVII. D - 31mm ; 1774-1793 ;  ; Ag ; VF+ ; 21 ; Георг ; 1671 
 752 ; Жетон. Франция. Провинция Бургундия (круглый). D - 31mm ; 1770 ;  ; Ag ; VF ; 10 ; Lena6975 ; 1121 
 753 ; Жетон. Франция. Королевский вензель из двух зеркальных букв L с короной и цыетами. D - 32mm ; 1774-1793 ;  ; Ag ; VF ; 15 ; Глубина ; 1471 
 754 ; Медаль. Франция. В память о казни 21 января 1793 года Людовика XVI. D - 34,5mm ; 1793 ;  ; Ag ; VF ; 27 ; Hada ; 4468 
 755 ; Жетон. Франция. Аквитания. Общество наук и искусств Бордо. D - 31mm ; 1797 ;  ; Ag ; VF ; 7 ; S1952 ; 1245 
 756 ; Жетон. Франция. Компания трех каналов Парижа "Сарторис". Каналы Арденн, Соммы и Уазы. D - 33,5мм ; 1852-1871 ;  ; Ag ; XF ; 25 ; lizz ; 2014 
 757 ; Жетон. Юголсавия. Иосип Броз Тито. 30 лет победы над нацистами. D - 24mm ; 1975 ;  ; Ag ; XF ; 23 ; Emv ; 209 
 758 ; Медаль. Германия. Третья промышленно-индустриальная выставка 1872 года. D - 41мм ;  ;  ; Br ; XF ; 15 ; lupus47 ; 2295 
 759 ; Медаль. Германия. 25-летий юбилей Общества Художников. Ганновер.  D - 41mm ; 1867 ;  ; Br ; VF-XF ; 54 ; lupus47 ; 2295 
 760 ; Медаль. Германия. Юбилей чертежной доски Архимеда. D - 38mm ; 1892 ;  ; Br ; VF-XF ; 27 ; lupus47 ; 1806 
 761 ; Медаль Людвиг Эрхард Стифтунг. D-40мм ;  ;  ; Ag925 ; VF ; 24 ; Emv ; 483 
 762 ; Медаль "Золото отдам я за железо" Германия. D-38мм ;  ;  ; Fe ; VF ; 39 ; QSL ; 612 
 663 ; Медаль За войну 1941-1945. Продолжение. Финляндия. С документом ;  ;  ; Br ; AU ; 18 ; buynyi76 ; 1257 
 664 ; Медаль свободы. За храбрость 2 степени 1939. Финляндия. С документом ;  ;  ; Ж/м ; XF- ; 12 ; Vargsss ; 1631 
 665 ; Медаль Синий крест. Финляндия. Клеймо VELJEKSEt SUNDQVIST. С документом ;  ;  ; Ж/м, эмаль ; XF ; 17 ; Vargsss ; 1495 
 666 ; Медаль За зимнюю войну 1939-1940. С мечами, с планкой К.перешеек. Финляндия. С документом. ;  ;  ; Fe ; XF ; 32 ; vatom22 ; 2754 
 667 ; Медаль Русско-Японской войны 1904-1905 гг. Япония. В коробке ;  ;  ; Br ; VF-XF ; 31 ; palermo ; 1134 
 668 ; Медаль Германия ; 1813 ;  ; Fe ; F-VF ; 67 ; gfvb ; 5792 
 669 ; Медаль. Бельгия ;  ;  ; ж/м ; VF-XF ; 24 ; k212 ; 397 
 670 ; Медаль. Япония. За заслуги в Китайском Инциденте ;  ;  ; Br ; XF ; 38 ; Emv ; 466 
 671 ; Медаль общества Красного Креста. Япония ;  ;  ; Al ; AU ; 27 ; дилитант ; 339 
 672 ; Медаль Армии "За Достижения" + планка. США. Коробка ;  ;  ; Ж/м ; XF+ ; 24 ; дилитант ; 267 
 673 ; Медаль Армии "За Достижения" + планка. США. Коробка ;  ;  ; Ж/м ; XF+ ; 23 ; васер ; 261 
 674 ; Орден труда. Польша в коробке, документ. ;  ;  ; Б/м,эмаль ; XF ; 64 ; Барбоян ; 1189 
 675 ; Крест Ордена Возрождения. Польша. Коробка ;  ;  ; Ж/м,эмаль ; XF+ ; 44 ; дилитант ; 698 
 676 ; Крест Ордена Возрождения. Польша. Коробка ;  ;  ; Ж/м,эмаль ; XF+ ; 56 ; ga2012 ; 867 
 677 ; Орден Почетного легиона. Франция ;  ;  ; Б/м,эмаль ; VF-XF ; 43 ; evseechevvv ; 2629 
 678 ; Медаль заслуг в искусстве. Франция ;  ;  ; Ж/м ; VF ; 16 ; veektor ; 348 
 679 ; Медаль 30 лет в искусстве. Франция ;  ;  ; Б/м ; VF ; 11 ; veektor ; 255 
 680 ; Медаль за заслуги. Франция ;  ;  ; Б/м ; VF ; 16 ; veektor ; 310 
 681 ; Звезда за Бирму. Англия ;  ;  ; Ж/м ; VF-XF ; 24 ; veektor ; 1122 
 682 ; Крест 25 лет. Германия ;  ;  ; Б/м,эмаль ; VF-XF ; 30 ; coolpeppers ; 1386 
 683 ; Медаль 1965-1905гг. Бельгия ;  ;  ; Ж/м ; VF-XF ; 21 ; дилитант ; 350 
 684 ; Медаль 1941-1945гг. Румыния ;  ;  ; Ж/м ; XF ; 16 ; sos1 ; 888 
 685 ; Медаль за заслуги в науке. Куба + планка ;  ;  ; Ж/м ; VF-XF ; 43 ; Папа с рацией ; 688 
 686 ; Медаль Фернандо Пинья. Куба + планка ;  ;  ; Ж/м ; VF+ ; 8 ; veektor ; 305 
 687 ; Медаль Красного креста. Япония ;  ;  ; Al ; XF ; 28 ; дилитант ; 305 
 688 ; Медаль 1935г. Англия ;  ;  ; Б/м ; VF ; 16 ; veektor ; 481 
 689 ; Орден Короны. Бельгия. Коробка ;  ;  ; Б/м,эмаль ; VF-XF ; 45 ; дилитант ; 1750 
 690 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 32 ; Astarot ; 362 
 691 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 42 ; Astarot ; 414 
 692 ; Крест Заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 28 ; Astarot ; 363 
 693 ; Крест Заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 21 ; Astarot ; 347 
 694 ; Крест Заслуг 3ст. Польша ;  ;  ; Ж/м ; VF-XF ; 19 ; Astarot ; 305 
 695 ; Крест Заслуг 3ст. Польша ;  ;  ; Ж/м ; VF-XF ; 16 ; Astarot ; 363 
 696 ; Медаль Польша ;  ;  ; Ж/м,эмаль ; XF ; 22 ; sileng ; 414 
 697 ; Медаль Польша ;  ;  ; Ж/м,эмаль ; XF ; 20 ; дилитант ; 421 
 698 ; Партизанский крест. Польша ;  ;  ; Ж/м ; XF ; 24 ; наташа2712 ; 790 
 699 ; Медаль "За освобождение Кувейта" ;  ;  ; Ж/м ; XF ; 16 ; дилитант ; 216 
 700 ; Медаль "За освобождение Кувейта" ;  ;  ; Ж/м ; XF ; 25 ; fadeev.dima ; 203 
 701 ; Медаль Резерва Вооружённых сил США ;  ;  ; Ж/м ; AU ; 25 ; Emv ; 199 
 702 ; Медаль "За освобождение Кувейта" ;  ;  ; Ж/м ; XF ; 18 ; sileng ; 203 
 703 ; Медаль запасных контингентов Армии “За достижения”. США ;  ;  ; Ж/м ; XF+ ; 30 ; дилитант ; 203 
 704 ; Медаль запасных контингентов Армии “За достижения”. США ;  ;  ; Ж/м ; XF+ ; 18 ; Emv ; 199 
 705 ; Медаль запасных контингентов Армии “За достижения”. США ;  ;  ; Ж/м ; XF+ ; 13 ; xxxl ; 181 
 706 ; Медаль запасных контингентов Армии “За достижения”. США ;  ;  ; Ж/м ; XF+ ; 14 ; kraf ; 200 
 707 ; Медаль запасных контингентов Армии “За достижения”. США ;  ;  ; Ж/м ; XF+ ; 18 ; ai ; 200 
 708 ; Медаль Резерва Вооружённых сил США ;  ;  ; Ж/м ; XF+ ; 19 ; дилитант ; 203 
 709 ; Медаль Резерва Вооружённых сил США ;  ;  ; Ж/м ; XF+ ; 33 ; fadeev.dima ; 203 
 710 ; Медаль Резерва Вооружённых сил США ;  ;  ; Ж/м ; XF+ ; 15 ; xxxl ; 161 
 711 ; Медаль Резерва Вооружённых сил США ;  ;  ; Ж/м ; XF+ ; 12 ; ai ; 200 
 712 ; Медаль Резерва Вооружённых сил США ;  ;  ; Ж/м ; XF+ ; 12 ; xxxl ; 153 
 601 ; Данг. Золотая Орда. Таш-Тимур ; 796 ;  ; Ag ; F-VF ; 19 ; Гордиан ; 294 
 602 ; Данг. Золотая Орда, Крым. Хан Таш-Тимур ; 796г.х. ;  ; Ag ; F-VF ; 11 ; Jauho ; 261 
 603 ; Дирхем. Золотая орда ;  ;  ; Ag ; F-VF ; 25 ; Твиши ; 888 
 604 ; Данг. Золотая Орда, Урду. Хан Токтамыш ; 789г.х. ;  ; Ag ; VF- ; 21 ; Василiч ; 372 
 605 ; Данг. Золотая Орда, Орда. Хан Бек Кибал ;  ;  ; Ag ; F+ ; 31 ; Гордиан ; 372 
 606 ; 1 эре. Швеция ; 1637 ;  ; Cu ; F ; 46 ; tss ; 2040 
 607 ; Монета средневековая ;  ;  ; Cu ; VG ; 11 ; lestes ; 340 
 608 ; Монета. Восток ;  ;  ; Ag ; F-VF ; 15 ; lestes ; 252 
 609 ; Монета Индия. Джитал ; 15 век ;  ; Ag ; VG ; 14 ; кве ; 177 
 610 ; 1 кармапан. Индия. Империя Маурьев ; 317-180 гг до нэ ;  ; Ag ; VG ; 23 ; Глубина ; 522 
 611 ; 2 гани. Индия. Делийский султанат ; 1298-1312 ;  ; Ag ; F ; 44 ; кве ; 388 
 612 ; Монета Индия. Джитал ; 15 век ;  ; Ag ; F ; 10 ; vladmarkin ; 111 
 613 ; 2 гани. Индия. Делийский султанат ; 1298-1312 ;  ; Ag ; F+ ; 38 ; кве ; 407 
 614 ; Монета Индия. Кушанское царство ; 1-2 век нэ ;  ; Cu ; VG ; 6 ; ask ; 53 
 615 ; Монета Индия. Кушанское царство ; 1-2 вв нэ ;  ; Cu ; G ; 14 ; vladmarkin ; 46 
 616 ; Монета Индия. Джитал ;  ;  ; Ag ; VG ; 30 ; aziya11 ; 87 
 617 ; Монета Индия. Королевство Кангра. Джитал ; 15 век ;  ; Cu ; F ; 40 ; кве ; 351 
 618 ; Фалус. Индия. Джуампурский султанат ; 1402-1440 ;  ; Cu ; F ; 11 ; aziya11 ; 164 
 619 ; Монета Индия. К-во Кангра. Джитал ; 15 век ;  ; Cu ; F ; 28 ; кве ; 306 
 620 ; Фалус. Индия. Джуанпурский султанат ; 1402-1440 ;  ; Cu ; F- ; 8 ; aziya11 ; 89 
 633 ; Жетон. В память коронации Николая II и Александры Федоровны. D - 27mm ;  ;  ; Br ; VG ; 30 ; bva150979 ; 1793 
 634 ; Жетон. Первый русский печатник Иван Федоров. D - 25mm ; 1883 ;  ; Ag ; VG ; 17 ; QSL ; 1609 
 635 ; Жетон. 15 копеек. Придворный пекарь Найденов на Тверской. D - 23mm ; конец 19 века ;  ; Ni ; VG ; 20 ; sotnik ; 1100 
 636 ; Медаль школьная "серебро" УРСР. D-40мм ;  ;  ; Б/м ; AU ; 15 ; ___AleX___ ; 305 
 637 ; Медаль "серебро" школьная УзССР. D-40мм ;  ;  ; Б/м ; XF ; 40 ; Mike! ; 1561 
 638 ; Медаль школьная "серебро" УРСР. D-40мм ;  ;  ; Б/м ; XF ; 12 ; Emv ; 238 
 639 ; Медаль школьная "серебро" УРСР ;  ;  ; Б/м ; AU ; 12 ; ARTMANY ; 500 
 640 ; Жетон А.С.Пушкин. Санкт-Петербург. D-35мм ;  ;  ; Б/м ; XF- ; 14 ; lalula ; 79 
 641 ; Медль. А.С.Пушкин. Михайловское. Липовая аллея. D - 53mm ;  ;  ; Al ; AU ; 18 ; kotyamoi ; 117 
 642 ; Медаль 100 лет со дня рождения В.И.Ленина. Петроград. D-78мм ;  ;  ; Б/м ; VF ; 12 ; Emv ; 117 
 643 ; Медаль. Всесоюзный алюминиево-магниевый институт. Ленинград. Медальеры Афанасьева, Баранова. + фрачник в коробке. D - 60mm ;  ;  ; б/м ; VF ; 23 ; мед-ь ; 183 
 644 ; Медаль. Электротехника СССР. D - 45mm ;  ;  ; ж/м ; XF ; 29 ; мед-ь ; 104 
 645 ; Медаль. Всесоюзные зимние юношеские спортивные игры 1988. 2 место. D - 50mm ;  ;  ; ж/м ; XF ; 7 ; sports ; 108 
 646 ; Медаль. С.В.Каленский. 80 лет со дня рождения. D - 51mm ;  ;  ; Al ; XF+ ; 12 ; мед-ь ; 71 
 647 ; Медаль. Санкт-Петербург - 300 лет. Гостю нашего города с наилучшими пожеланиями. D - 57mm ;  ;  ; ж/м ; XF ; 18 ; ММД ; 207 
 648 ; Медаль. Крейсер "Аврора" - памятник Великобого Октября. D - 53mm ; ЛМД ;  ; Al ; XF ; 57 ; lalula ; 155 
 649 ; Медаль. Казацкая застава. Елизаветоград. Медальер Попов В.В.. D - 60mm ; 1992ЛМД ;  ; ж/м ; AU ; 17 ; LEXAI ; 456 
 650 ; Медаль. МЭМЗ 100 лет. Памяти Революции - 1905г. D - 65mm ;  ;  ; б/м ; XF ; 27 ; васер ; 104 
 651 ; Наградная плакета. В честь победы на IV юбилейной спартакиаде народов СССР. 80х50мм ;  ;  ; Al ; VF ; 16 ; doc2 ; 126 
 652 ; Наградная плакета. 50 лет Великого Октября. Петроградский район. 68х46мм ;  ;  ; Al ; VF-XF ; 20 ; ММД ; 417 
 653 ; Медаль. ВОФ СССР. Филателистическая выставка. Луга-88. D - 60mm ;  ;  ; ж/м ; XF ; 15 ; мед-ь ; 166 
 654 ; Медаль. Санкт-Петербург. Игры доброй воли. Медальер А.Королюк.  D - 60mm ; 1994ЛМД ;  ; ж/м ; AU ; 20 ; мед-ь ; 258 
 655 ; Медаль. Аэрофлот. Крупнейшая авиакомпания мира. D - 60mm ;  ;  ; Al ; AU ; 37 ; Zarik ; 153 
 656 ; Медаль. 270 лет Санкт-Петербургскому Государственному университету. Медальер Постников. D - 60mm ; 1993ЛМД ;  ; томп ; AU ; 20 ; vaps ; 635 
 657 ; Жетон Монеты и медали. Коробка ;  ;  ; Ж/м ; Proof ; 35 ; Zигмунт ; 820 
 658 ; Медаль. Александр Суворов. Переход через Альпы. Сертификат. Тираж - 100 шт. D - 42мм ; 2009СПМД ;  ; Ag ; Proof ; 59 ; 5Rim ; 4624 
 659 ; Медаль 70 лет победы в ВОВ ;  ;  ; Б/м ; Proof ; 30 ; xxxl ; 410 
 660 ; Медаль За Зимнюю войну 1939-1940гг. Финляндия. С планкой "Koivisto" ;  ;  ; Fe ; XF ; 18 ; palermo ; 1377 
 661 ; Медаль За Зимнюю войну 1939-1940гг. Финляндия. С планкой "Mantsinsaari" ;  ;  ; Fe ; XF ; 41 ; Ярополк Абдулаевич ; 1952 
 662 ; Медаль За Зимнюю войну 1939-1940гг. Финляндия. С планкой "Karjalan Kannas" ;  ;  ; Fe ; VF ; 33 ; архыз ; 1224 
 551 ; Монета. Херсонес. Константин Багрянородный ; 913-959 ;  ; Cu ; VG ; 9 ; Jauho ; 306 
 552 ; АЕ-3. Рим, имп. Константин II. М-2,88гр ; IV в ;  ; Cu ; G ; 31 ; aziya11 ; 171 
 553 ; АЕ-3. Рим, имп. Константин Великий. М-2,21гр ; IV в ;  ; Cu ; G ; 15 ; aziya11 ; 89 
 554 ; АЕ-3. Рим, имп. Константин II. М-2,48гр ; IV в ;  ; Cu ; VG ; 26 ; Zarik ; 206 
 555 ; АЕ-3. Рим, г. Сисция. Имп. Лициний. М-2,67гр ; 313-315 ;  ; Cu ; VG ; 26 ; Zarik ; 279 
 556 ; Антониниан. Рим, имп. Тетрик I. М-2,62гр ; III в ;  ; Cu ; F ; 22 ; niger ; 194 
 557 ; Фоллис. Византия. М-7,93гр ;  ;  ; Cu ; VG ; 72 ; ask ; 948 
 558 ; Монета. Византия. М-5,97гр ;  ;  ; Cu ; VG ; 26 ; Jauho ; 216 
 559 ; Фоллис. Константинополь. Флавия Максимиана Феодора (вторая жена Констанция Хлора). М-1,63гр ; 337-340 ;  ; Cu ; VG ; 38 ; niger ; 846 
 560 ; АЕ-2. Рим, имп. Константин Великий. Лондиниум (Лондон). М-4,44гр ; 310 ;  ; Cu ; VG ; 68 ; малиновка76 ; 728 
 561 ; Монета Рим ;  ;  ; Cu ; VG ; 3 ; aziya11 ; 182 
 562 ; Монета Рим ;  ;  ; Cu ; G ; 9 ; aziya11 ; 41 
 563 ; Лот монет античных монет: 5шт ;  ;  ; Cu ; VG/G ; 6 ; aziya11 ; 102 
 564 ; Лот монет Пантикапея: 3шт ;  ;  ; Cu ; F- ; 29 ; ask ; 344 
 565 ; 1 кармапан. Индия. Королевство Кангра ; 317-180 гг до нэ ;  ; Cu ; F ; 22 ; малиновка76 ; 412 
 566 ; Талер. Саксония. Убрана напайка ; 1596 ;  ; Ag ; VF ; 25 ; fasere ; 7933 
 567 ; Талер. Австрия, Тироль ; 17 век ;  ; Ag ; VF-XF ; 60 ; Ю42 ; 12240 
 568 ; Левендальдер. Нидерланды ; 1602 ;  ; Ag ; F-VF ; 53 ; Хаа ; 3998 
 569 ; Талер. Тевтонский орден. Эрцгерцог Максимилиан Тирольский ; 1603 ;  ; Ag ; VF ; 69 ; опс ; 27642 
 570 ; Дукат. Нидерланды ; 1693 ;  ; Ag ; VF- ; 22 ; mkm1968 ; 2400 
 571 ; Орт. Польша ; 1622 ;  ; Ag ; VF- ; 52 ; велес ; 1546 
 572 ; Орт. Польша ; 1623 ;  ; Ag ; VF- ; 32 ; Добрыня ; 1350 
 573 ; 6 грошей. Польша. Сигизмунд III ; 1625 ;  ; Ag ; F+ ; 4 ; StasStas ; 345 
 574 ; 6 крейцеров. Австрия ; 1670 ;  ; Ag ; F-VF ; 28 ; mkm1968 ; 750 
 575 ; 15 крейцеров. Австро-Венгрия ; 1680 ;  ; Ag ; F-VF ; 43 ; franklin ; 793 
 576 ; 15 крейцеров. Австро-Венгрия ; 1694 ;  ; Ag ; VF- ; 23 ; nays ; 1071 
 577 ; Грош. Саксония ; 15 век ;  ; Ag ; F+ ; 48 ; mkm1968 ; 801 
 578 ; Полугрош. Польша. Сигизмунд I ; 1509 ;  ; Ag ; VF ; 25 ; ppp ; 407 
 579 ; 3 гроша. Польша. Сигизмунд III ; 1622 ;  ; Ag ; F- ; 16 ; Jauho ; 340 
 580 ; Полторак Польша. Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 14 ; Жигурда ; 115 
 581 ; Полторак Бранденбург. Георг Вильгельм ; 1625 ;  ; Ag ; VF+ ; 13 ; vladmarkin ; 215 
 582 ; 1 мариенгрош. Брауншвейг-Люнебург ; 1683 ;  ; Ag ; VF- ; 70 ; krass ; 2100 
 583 ; Данг. Золотая Орда. Тимур-Кутлуг. Орда ал Джадид ;  ;  ; Ag ; VF- ; 32 ; Гордиан ; 396 
 584 ; Данг. Золотая Орда. Токтамыш. Орда Сэтудан ;  ;  ; Ag ; VF- ; 22 ; Василiч ; 203 
 585 ; Данг. Золотая Орда. Токтамыш. Крым ; 796г.х. ;  ; Ag ; VF- ; 36 ; Гордиан ; 388 
 586 ; Данг. Золотая Орда. Токтамыш. Орда Муаззам ;  ;  ; Ag ; VF- ; 18 ; Василiч ; 203 
 587 ; Данг. Золотая Орда. Тимур-Кутлуг ;  ;  ; Ag ; VF- ; 13 ; Гордиан ; 793 
 588 ; Данг. Золотая Орда. Токтамыш. Орда ;  ;  ; Ag ; VF- ; 14 ; Василiч ; 203 
 589 ; Данг. Золотая Орда. Орда ал Джадид. Шадибек ;  ;  ; Ag ; VF- ; 30 ; Dahan ; 396 
 590 ; Данг. Золотая Орда. Токтамыш. Крым ;  ;  ; Ag ; VF- ; 16 ; Jauho ; 294 
 591 ; Данг. Золотая Орда. Токтамыш. Белед Сарай ; 782г.х. ;  ; Ag ; VF- ; 15 ; Василiч ; 264 
 592 ; Данг. Золотая Орда. Токтамыш. Сад ;  ;  ; Ag ; VF- ; 12 ; Василiч ; 203 
 593 ; Данг. Золотая Орда,Крым. Хан Токтамыш ; 796г.х. ;  ; Ag ; F-VF ; 12 ; Василiч ; 265 
 594 ; Данг. Золотая Орда, Сад. Хан Джанибек ; 747г.х. ;  ; Ag ; VF- ; 20 ; Василiч ; 203 
 595 ; Данг. Золотая Орда, Орда Ал-Джадид. Хан Токтамыш ; 785г.х. ;  ; Ag ; VF- ; 17 ; Гордиан ; 357 
 596 ; Монета средневековая. Золотая Орда, Урду. Мухаммед ; 770г.х. ;  ; Ag ; F-VF ; 24 ; Гордиан ; 320 
 597 ; Данг. Золотая Орда. Бек-Кибал. Крым ;  ;  ; Ag ; F-VF ; 27 ; Гордиан ; 1019 
 598 ; Данг. Золотая Орда. Гайяс эд-Дин. Токтамыш. Крым. Надпись: да сохранится он от бед ;  ;  ; Ag ; F-VF ; 13 ; Твиши ; 428 
 599 ; Данг. Золотая Орда. Токтамыш. С символом веры. Крым ; 794 ;  ; Ag ; F-VF ; 26 ; Jauho ; 357 
 600 ; Данг. Золотая Орда. Джанибек ; 747 ;  ; Ag ; F-VF ; 32 ; Василiч ; 306 
 501 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; ГдРъ ; 61 
 502 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 17 ; sax ; 203 
 503 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 26 ; Глубина ; 308 
 504 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; doc2 ; 121 
 505 ; Копейка. Борис Федорович Годунов. Новгород ; 1598-1605 ;  ; Ag ; F- ; 15 ; aziya11 ; 95 
 506 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VG ; 12 ; barbos ; 105 
 507 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VG ; 15 ; george56 ; 255 
 508 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 43 ; Глубина ; 529 
 509 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 29 ; Глубина ; 330 
 510 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; flutter ; 81 
 511 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F- ; 3 ; Пограничник ; 53 
 512 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F- ; 6 ; aziya11 ; 57 
 513 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; Василiч ; 59 
 514 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F- ; 6 ; bratss ; 48 
 515 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; кве ; 91 
 516 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; Глубина ; 185 
 517 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 12 ; Jauho ; 63 
 518 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Василiч ; 43 
 519 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; ВММ ; 140 
