 3536 ; Бона иностранная ;  ;  ;  ;  ; 25 ; brindamur ; 46 
 628 ; Денга ; 1739 ;  ; Cu ; F+ ; 55 ; gav1980 ; 2754 
 629 ; Денга. Аверс/Реверс 10 градусов ; 1740 ;  ; Cu ; F-VF ; 42 ; temir ; 69 
 630 ; Денга ; 1741 ;  ; Cu ; F-VF ; 44 ; badiba-coin ; 371 
 631 ; Денга ; 1743 ;  ; Cu ; VF ; 26 ; Anatolij1947 ; 100 
 632 ; Денга ; 1744 ;  ; Cu ; F+ ; 29 ; badiba-coin ; 227 
 633 ; Денга ; 1747 ;  ; Cu ; F-VF ; 14 ; BVN-2 ; 42 
 634 ; Денга ; 1748 ;  ; Cu ; F+ ; 15 ; Sveta ; 44 
 635 ; Денга ; 1748 ;  ; Cu ; F-VF ; 24 ; KonstantNov ; 46 
 636 ; Денга ; 1748 ;  ; Cu ; F-VF ; 10 ; serg_m75 ; 35 
 637 ; Денга ; 1748 ;  ; Cu ; F+ ; 7 ; BVN-2 ; 30 
 638 ; Денга ; 1748 ;  ; Cu ; F+ ; 13 ; SadKo ; 30 
 639 ; Денга ; 1748 ;  ; Cu ; F-VF ; 3 ; Sveta ; 31 
 640 ; Денга ; 1748 ;  ; Cu ; VF- ; 6 ; SadKo ; 42 
 641 ; Денга ; 1749 ;  ; Cu ; F-VF ; 30 ; badiba-coin ; 50 
 642 ; Денга ; 1749 ;  ; Cu ; F+ ; 4 ; kosty ; 36 
 643 ; Денга ; 1749 ;  ; Cu ; F+ ; 10 ; kosty ; 36 
 644 ; Денга ; 1749 ;  ; Cu ; F-VF ; 9 ; Rober ; 23 
 645 ; Денга ; 1750 ;  ; Cu ; VF- ; 19 ; DmA ; 50 
 646 ; Денга ; 1750 ;  ; Cu ; F+ ; 8 ; кабан ; 22 
 647 ; Денга ; 1750 ;  ; Cu ; F-VF ; 13 ; BVN-2 ; 33 
 648 ; Денга ; 1750 ;  ; Cu ; VF- ; 8 ; badiba-coin ; 60 
 649 ; Денга ; 1750 ;  ; Cu ; F+ ; 24 ; kosty ; 37 
 650 ; Денга ; 1750 ;  ; Cu ; F+ ; 7 ; badiba-coin ; 38 
 651 ; Денга ; 1750 ;  ; Cu ; VF ; 25 ; BVN-2 ; 53 
 652 ; Денга ; 1751 ;  ; Cu ; VF+ ; 65 ; 439 ; 322 
 653 ; Денга ; 1751 ;  ; Cu ; F+ ; 6 ; страус ; 31 
 654 ; Денга ; 1751 ;  ; Cu ; F-VF ; 38 ; Sveta ; 66 
 655 ; Денга ; 1753 ;  ; Cu ; VF- ; 44 ; gav1980 ; 374 
 656 ; Денга ; 1754 ;  ; Cu ; F+ ; 52 ; кабан ; 226 
 657 ; Денга ; 1757 ;  ; Cu ; F+ ; 59 ; suhua ; 151 
 658 ; Денга ; 1760 ;  ; Cu ; F-VF ; 17 ; Anatolij1947 ; 120 
 659 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 95 ; Sveta ; 781 
 560 ; Копейка ; 1872 ; ЕМ ; Cu ; VF+ ; 118 ; saal ; 697 
 561 ; Копейка ; 1873 ; ЕМ ; Cu ; VF+ ; 52 ; gri 1971 ; 1358 
 562 ; Копейка ; 1877 ; СПБ ; Cu ; F+ ; 28 ; 1234567 ; 68 
 563 ; Копейка ; 1882 ; СПБ ; Cu ; F-VF ; 26 ; sveta6369 ; 82 
 564 ; Копейка ; 1888 ; СПБ ; Cu ; F ; 20 ; Ходор ; 43 
 565 ; Копейка ; 1889 ; СПБ ; Cu ; F+ ; 54 ; kosty ; 55 
 566 ; Копейка ; 1893 ; СПБ ; Cu ; VF-XF ; 46 ; gri 1971 ; 732 
 567 ; Копейка ; 1895 ; СПБ ; Cu ; F ; 17 ; Епалыч ; 43 
 568 ; Копейка ; 1896 ; СПБ ; Cu ; VF+ ; 24 ; Anatolij1947 ; 250 
 569 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 11 ; Так!!! ; 24 
 570 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 25 ; alex550 ; 35 
 571 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 54 ; г.а.в ; 51 
 572 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 8 ; alex550 ; 36 
 573 ; Копейка ; 1900 ; СПБ ; Cu ; VF ; 54 ; kosty ; 57 
 574 ; Копейка ; 1901 ; СПБ ; Cu ; VF-XF ; 78 ; saal ; 227 
 575 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 17 ; Rober ; 36 
 576 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 26 ; alien34 ; 44 
 577 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 17 ; г.а.в ; 32 
 578 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 8 ; BVN-2 ; 12 
 579 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 13 ; Sveta ; 36 
 580 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 24 ; crackjack ; 79 
 581 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 6 ; г.а.в ; 23 
 582 ; Копейка ; 1906 ; СПБ ; Cu ; VF- ; 26 ; kosty ; 67 
 583 ; Копейка ; 1906 ; СПБ ; Cu ; VF- ; 3 ; sveta6369 ; 31 
 584 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 35 ; saal ; 51 
 585 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 16 ; jimmysu ; 24 
 586 ; Копейка ; 1909 ; СПБ ; Cu ; VF ; 17 ; crackjack ; 40 
 587 ; Копейка ; 1909 ; СПБ ; Cu ; F+ ; 6 ; dwwb ; 23 
 588 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 84 ; saal ; 235 
 589 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 29 ; kosty ; 53 
 590 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 36 ; saal ; 122 
 591 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 23 ; crackjack ; 54 
 592 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 13 ; jef688 ; 14 
 593 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 38 ; saal ; 114 
 594 ; Копейка ; 1913 ; СПБ ; Cu ; VF- ; 7 ; jimmysu ; 22 
 595 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 103 ; qaz21qaz ; 216 
 596 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 62 ; М О С К В А ; 101 
 597 ; Копейка ; 1915 ;  ; Cu ; VF ; 20 ; jimmysu ; 21 
 598 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 13 ; saal ; 51 
 599 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 80 ; мишок ; 153 
 600 ; Копейка ; 1915 ;  ; Cu ; F-VF ; 21 ; г.а.в ; 21 
 601 ; Копейка ; 1915 ;  ; Cu ; VF ; 9 ; Sveta ; 145 
 602 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 24 ; qwesda ; 49 
 603 ; Копейка ; 1915 ;  ; Cu ; AU ; 87 ; saal ; 308 
 604 ; Копейка ; 1916 ;  ; Cu ; XF+ ; 25 ; мишок ; 107 
 605 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 22 ; crackjack ; 42 
 606 ; Копейка ; 1916 ;  ; Cu ; F ; 16 ; jef688 ; 14 
 607 ; Денга ; 1700 ;  ; Cu ; VF- ; 134 ; andr99 ; 1527 
 608 ; Денга ; 1701 ;  ; Cu ; F ; 15 ; 1234567 ; 255 
 609 ; Денга ; 1703 ;  ; Cu ; F-VF ; 4 ; andr99 ; 1020 
 510 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 31 ; kosty ; 51 
 511 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 64 ; crackjack ; 102 
 512 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 54 ; crackjack ; 57 
 513 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 28 ; crackjack ; 82 
 514 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 56 ; crackjack ; 57 
 515 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 35 ; novikoff12006 ; 71 
 516 ; 2 копейки ; 1916 ;  ; Cu ; XF- ; 46 ; novikoff12006 ; 99 
 517 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 41 ; kosty ; 63 
 518 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 61 ; crackjack ; 69 
 519 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 33 ; crackjack ; 50 
 520 ; Копейка ; 1713 ; НД ; Cu ; VF- ; 65 ; панама ; 816 
 521 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 34 ; lvd ; 1019 
 522 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F+ ; 78 ; 11111 ; 584 
 523 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 42 ; alex15 ; 451 
 524 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 45 ; Andrei2007 ; 254 
 525 ; Копейка ; 1795 ; ЕМ ; Cu ; F ; 47 ; кабан ; 174 
 526 ; Копейка (Ильин-1р) ; 1797 ; АМ ; Cu ; F-VF ; 162 ; anafilipp ; 2009 
 527 ; Копейка (Петров-1,5р, Ильин-3р) ; 1798 ; КМ ; Cu ; F-VF ; 76 ; anafilipp ; 3303 
 528 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 12 ; Сухов ; 82 
 529 ; Копейка ; 1798 ; ЕМ ; Cu ; F ; 54 ; dvn2010 ; 90 
 530 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 23 ; Teremok ; 79 
 531 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 5 ; дидуня ; 53 
 532 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 31 ; guran ; 49 
 533 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 21 ; BVN-2 ; 43 
 534 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 28 ; KonstantNov ; 69 
 535 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 32 ; dvn2010 ; 90 
 536 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 31 ; андрей 580 ; 40 
 537 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 41 ; FVS ; 57 
 538 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 19 ; KonstantNov ; 48 
 539 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 22 ; jef688 ; 78 
 540 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 14 ; 789321 ; 46 
 541 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 40 ; jef688 ; 59 
 542 ; Копейка (Петров-3р, Ильин-3р) ; 1813 ; КМ АМ ; Cu ; F ; 40 ; арбат ; 842 
 543 ; Копейка ; 1818 ; ЕМ НМ ; Cu ; VF- ; 22 ; кабан ; 102 
 544 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 48 ; кабан ; 104 
 545 ; Копейка ; 1821 ; ЕМ НМ ; Cu ; VF- ; 20 ; ААФ ; 120 
 546 ; Копейка ; 1822 ; ЕМ ФГ ; Cu ; VF- ; 11 ; кабан ; 244 
 547 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; VF ; 18 ; Anatolij1947 ; 220 
 548 ; Копейка ; 1827 ; КМ АМ ; Cu ; F ; 7 ; кабан ; 86 
 549 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 31 ; suhua ; 87 
 550 ; Копейка ; 1830 ; КМ АМ ; Cu ; VF- ; 64 ; taa ; 225 
 551 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 38 ; PTISTA ; 200 
 552 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VF ; 98 ; кабан ; 686 
 553 ; Копейка ; 1842 ; ЕМ ; Cu ; F ; 52 ; BVN-2 ; 53 
 554 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 34 ; jef688 ; 57 
 555 ; Копейка ; 1843 ; СМ ; Cu ; F+ ; 19 ; jef688 ; 87 
 556 ; Копейка ; 1844 ; СМ ; Cu ; VF+ ; 123 ; saal ; 490 
 557 ; Копейка ; 1844 ; СМ ; Cu ; F ; 25 ; jef688 ; 92 
 558 ; Копейка ; 1853 ; ВМ ; Cu ; F-VF ; 39 ; FVS ; 698 
 559 ; Копейка ; 1856 ; ЕМ ; Cu ; VF- ; 36 ; lvd ; 680 
 460 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 58 ; PTISTA ; 277 
 461 ; 2 копейки ; 1810 ; КМ ; Cu ; VF- ; 48 ; кабан ; 495 
 462 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF+ ; 69 ; Andrei2007 ; 224 
 463 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 28 ; кабан ; 226 
 464 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F+ ; 22 ; sher60 ; 135 
 465 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 9 ; SadKo ; 42 
 466 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 11 ; jef688 ; 36 
 467 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 56 ; crackjack ; 225 
 468 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F+ ; 25 ; bdd48 ; 63 
 469 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 22 ; BVN-2 ; 73 
 470 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F-VF ; 14 ; кабан ; 143 
 471 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 24 ; KonstantNov ; 102 
 472 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 30 ; crackjack ; 79 
 473 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 16 ; jef688 ; 48 
 474 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 6 ; jef688 ; 38 
 475 ; 2 копейки ; 1820 ; КМ АД ; Cu ; VF ; 32 ; crackjack ; 215 
 476 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; VF ; 36 ; ААФ ; 204 
 477 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF ; 30 ; Anatolij1947 ; 220 
 478 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; VF ; 25 ; Ч.С. ; 206 
 479 ; 2 копейки. Деформация ; 1827 ; ЕМ ИК ; Cu ; F-VF ; 9 ; BVN-2 ; 55 
 480 ; 2 копейки (Ильин-1р) ; 1828 ; КМ АМ ; Cu ; F-VF ; 43 ; garsn ; 378 
 481 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F-VF ; 29 ; Rober ; 102 
 482 ; 2 копейки ; 1838? ; ЕМ НА ; Cu ; F+ ; 35 ; BVN-2 ; 73 
 483 ; 2 копейки ; 1840 ; СПМ ; Cu ; F+ ; 8 ; RVS ; 79 
 484 ; 2 копейки ; 1840 ; СМ ; Cu ; VF+ ; 19 ; blaster40 ; 906 
 485 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 14 ; KonstantNov ; 91 
 486 ; 2 копейки ; 1843 ; СМ ; Cu ; F/F-VF ; 5 ; suhua ; 41 
 487 ; 2 копейки ; 1844 ; СМ ; Cu ; F+ ; 58 ; кабан ; 305 
 488 ; 2 копейки ; 1860 ; ЕМ ; Cu ; F+ ; 2 ; рабинович ; 100 
 489 ; 2 копейки ; 1868 ; ЕМ ; Cu ; F-VF ; 35 ; sveta6369 ; 104 
 490 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF- ; 60 ; warmrain ; 98 
 491 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F+ ; 35 ; kosty ; 98 
 492 ; 2 копейки ; 1871 ; ЕМ ; Cu ; VF- ; 10 ; sveta6369 ; 105 
 493 ; 2 копейки ; 1875 ; ЕМ ; Cu ; F-VF ; 29 ; jef688 ; 77 
 494 ; 2 копейки ; 1877 ; СПБ ; Cu ; F ; 34 ; bdd48 ; 46 
 495 ; 2 копейки ; 1878 ; СПБ ; Cu ; F+ ; 39 ; bdd48 ; 86 
 496 ; 2 копейки ; 1887 ; СПБ ; Cu ; F-VF ; 42 ; ilgamax ; 191 
 497 ; 2 копейки ; 1894 ; СПБ ; Cu ; F-VF ; 10 ; В1951 ; 87 
 498 ; 2 копейки ; 1896 ; СПБ ; Cu ; VF- ; 57 ; sveta6369 ; 66 
 499 ; 2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 21 ; alien34 ; 96 
 500 ; 2 копейки ; 1899 ; СПБ ; Cu ; F+ ; 10 ; kosty ; 36 
 501 ; 2 копейки ; 1900 ; СПБ ; Cu ; VF- ; 40 ; kosty ; 44 
 502 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF+ ; 76 ; Sky2 ; 123 
 503 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF- ; 24 ; sveta6369 ; 82 
 504 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 26 ; dwwb ; 27 
 505 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 25 ; kosty ; 36 
 506 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 24 ; kosty ; 44 
 507 ; 2 копейки. Деформация ; 1905 ; СПБ ; Cu ; F+ ; 26 ; Rober ; 36 
 508 ; 2 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 37 ; г.а.в ; 38 
 509 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 38 ; мишок ; 107 
 410 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 24 ; BVN-2 ; 75 
 411 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 24 ; BVN-2 ; 61 
 412 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 14 ; andr99 ; 53 
 413 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+/VF ; 25 ; imi ; 61 
 414 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 42 ; andr99 ; 59 
 415 ; 2 копейки ; 1799 ; КМ ; Cu ; VF+ ; 57 ; кабан ; 644 
 416 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 10 ; jef688 ; 68 
 417 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 5 ; jef688 ; 63 
 418 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 16 ; lsp25 ; 226 
 419 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 14 ; kolhis ; 126 
 420 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 30 ; $$$ ; 192 
 421 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 10 ; crackjack ; 60 
 422 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 11 ; andr99 ; 57 
 423 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 24 ; lsp25 ; 108 
 424 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 7 ; BVN-2 ; 65 
 425 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 9 ; BVN-2 ; 65 
 426 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 8 ; murew ; 101 
 427 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 7 ; warmrain ; 60 
 428 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 5 ; BVN-2 ; 61 
 429 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F ; 13 ; BVN-2 ; 65 
 430 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 35 ; rumma ; 150 
 431 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F ; 16 ; KonstantNov ; 63 
 432 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 8 ; jef688 ; 65 
 433 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F ; 11 ; andr99 ; 57 
 434 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 24 ; $$$ ; 223 
 435 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 44 ; lsp25 ; 188 
 436 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 46 ; $$$ ; 171 
 437 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 17 ; kolhis ; 101 
 438 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 37 ; murew ; 174 
 439 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 14 ; crackjack ; 69 
 440 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 25 ; kolhis ; 104 
 441 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 22 ; lsp25 ; 94 
 442 ; 2 копейки ; 1801 ; КМ ; Cu ; VF+ ; 39 ; кабан ; 700 
 443 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 19 ; lsp25 ; 125 
 444 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 49 ; lsp25 ; 152 
 445 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 9 ; kolhis ; 113 
 446 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 28 ; FVS ; 110 
 447 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 20 ; ejiki18 ; 111 
 448 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 22 ; rumma ; 77 
 449 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 13 ; Финик ; 102 
 450 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 18 ; BVN-2 ; 79 
 451 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 10 ; jef688 ; 61 
 452 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 15 ; BVN-2 ; 76 
 453 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 8 ; андрей 580 ; 62 
 454 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 3 ; andr99 ; 57 
 455 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 4 ; jef688 ; 60 
 456 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 17 ; murew ; 123 
 457 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 43 ; lsp25 ; 161 
 458 ; 2 копейки ; 19 век ;  ; Cu ; VF- ; 36 ; jef688 ; 36 
 459 ; 2 копейки (Петров-8р, Ильин-5р) ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 22 ; Port ; 12735 
 360 ; 3 копейки ; 1916 ;  ; Cu ; VF ; 27 ; qwesda ; 95 
 361 ; 3 копейки ; 1916 ;  ; Cu ; F-VF ; 22 ; BVN-2 ; 24 
 362 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 19 ; lsp25 ; 92 
 363 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 19 ; jef688 ; 119 
 364 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 58 ; Sveta ; 127 
 365 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F+ ; 12 ; кабан ; 227 
 366 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F+ ; 98 ; murew ; 175 
 367 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 22 ; crackjack ; 84 
 368 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 12 ; jef688 ; 84 
 369 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 26 ; SadKo ; 76 
 370 ; 2 копейки ; 18 век ;  ; Cu ; F-VF ; 15 ; crackjack ; 61 
 371 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 27 ; badiba-coin ; 816 
 372 ; 2 копейки ; 1765 ; СПМ ; Cu ; F-VF ; 26 ; badiba-coin ; 278 
 373 ; 2 копейки ; 1766 ; СПМ ; Cu ; F+ ; 52 ; FVS ; 122 
 374 ; 2 копейки ; 1779 ; ЕМ ; Cu ; VF- ; 209 ; dimon46 ; 8141 
 375 ; 2 копейки ; 18 век ;  ; Cu ; F-VF ; 22 ; ejiki18 ; 37 
 376 ; 2 копейки ; 1788 ; СПМ ; Cu ; F ; 3 ; BVN-2 ; 32 
 377 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F-VF ; 23 ; кабан ; 225 
 378 ; 2 копейки ; 1791 ; ЕМ ; Cu ; F+ ; 39 ; Ч.С. ; 353 
 379 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 23 ; rumma ; 139 
 380 ; 2 копейки ; 1797 ; КМ ; Cu ; VF-XF ; 45 ; арбат ; 1061 
 381 ; 2 копейки ; 1797 ; АМ ; Cu ; VF ; 56 ; кабан ; 963 
 382 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 56 ; $$$ ; 216 
 383 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 29 ; BVN-2 ; 51 
 384 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 23 ; BVN-2 ; 61 
 385 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 50 ; BVN-2 ; 50 
 386 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 30 ; jef688 ; 55 
 387 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 38 ; BVN-2 ; 57 
 388 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 22 ; badiba-coin ; 82 
 389 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 26 ; lsp25 ; 181 
 390 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 29 ; murew ; 50 
 391 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 7 ; badiba-coin ; 102 
 392 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 43 ; warmrain ; 126 
 393 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 12 ; BVN-2 ; 51 
 394 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 23 ; Rober ; 59 
 395 ; 2 копейки ; 1798 ; АМ ; Cu ; VF+ ; 44 ; кабан ; 964 
 396 ; 2 копейки ; 1798 ; КМ ; Cu ; VF ; 7 ; кабан ; 561 
 397 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 15 ; jef688 ; 81 
 398 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 67 ; SergeyAnatoljevich ; 240 
 399 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 41 ; crackjack ; 41 
 400 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 19 ; андрей 580 ; 46 
 401 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 28 ; murew ; 112 
 402 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 58 ; lsp25 ; 116 
 403 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 10 ; andr99 ; 57 
 404 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 28 ; kolhis ; 159 
 405 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 17 ; lsp25 ; 159 
 406 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 19 ; lsp25 ; 105 
