 351 ; Медаль "За труды и храбрость при взятии Праги 24 октября 1794г" Екатерина II Новодел ;  ;  ; Br ; XF ; 38 ; Брат ; 20000 
 1722 ; 20 копеек ; 1924 ;  ; Ag ; XF+ ; 18 ; Logistik ; 255 
 1723 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 11 ; vaan ; 416 
 1724 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 34 ; николаич ; 285 
 1725 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 3 ; Frosto70 ; 503 
 1726 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 20 ; tomchik. ; 157 
 1627 ; 3 рубля ; 2005 ; СПМД Чемпионат мира по легкой атлетике. Хельсинки ; Ag ; Proof ; 23 ; кс ; 1694 
 1628 ; 3 рубля ; 2005 ; ММД Гос.акад.театр оперы и балета г.Новосибирска ; Ag ; Proof ; 31 ; avgo ; 1701 
 1629 ; 3 рубля ; 2006 ; ММД 100-летие парламентаризма в России ; Ag ; Proof ; 25 ; avgo ; 1641 
 1630 ; 3 рубля ; 2007 ; ММД К 450-летию вхождения Башкирии в состав России ; Ag ; Proof ; 31 ; Sk-masshtab ; 1925 
 1631 ; 3 рубля ; 2007 ; ММД "Лунный календарь". Кабан ; Ag ; Proof ; 27 ; Sk-masshtab ; 1964 
 1632 ; 3 рубля ; 2008 ; СПМД Дмитриевский собор. г. Владимир ; Ag ; Proof ; 33 ; Vol4en0k ; 1936 
 1633 ; 3 рубля Сертификат ; 2008 ; СПМД Олимпийские игры. Пекин ; Ag ; Proof ; 44 ; Максимилиан ; 1715 
 1634 ; 3 рубля ; 2011 ; ММД Лунный календарь. Кролик ; Ag ; Proof ; 37 ; СТРЕКОЗА ; 1763 
 1635 ; 3 рубля Коробка, сертификат ; 2011 ; СПМД Сочи 2014. Леопард ; Ag ; AU ; 44 ; Lammo ; 1785 
 1636 ; 3 рубля ; 2012 ; ММД Лунный календарь. Год дракона ; Ag ; Proof ; 15 ; Lammo ; 3164 
 1637 ; 3 рубля Коробка, сертификат ; 2012 ; СПМД Сочи 2014. Белый Мишка ; Ag ; AU ; 25 ; tim111 ; 1887 
 1638 ; 3 рубля ; 2013 ; ММД Лунный календарь. Змея ; Ag ; Proof ; 33 ; Барон M ; 2038 
 1639 ; 3 рубля ; 2014 ; ММД Лунный календарь. Лошадь ; Ag ; Proof ; 26 ; Барон M ; 1835 
 1640 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Мамаев курган. ; Ag ; Proof ; 30 ; Барон M ; 2913 
 1641 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России.Троице-Сергиева лавра. ; Ag ; Proof ; 47 ; Хаа ; 3814 
 1642 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России.Коломенский кремль ; Ag ; Proof ; 28 ; Хаа ; 3728 
 1643 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Кижи. ; Ag ; Proof ; 36 ; Хаа ; 3879 
 1644 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Петергоф. ; Ag ; Proof ; 56 ; Хаа ; 4105 
 1645 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Псковский кремль. ; Ag ; Proof ; 39 ; Хаа ; 4084 
 1646 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Озеро Байкал. ; Ag ; Proof ; 35 ; Vol4en0k ; 3060 
 1647 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Мечеть имени Ахмата Кадырова ; Ag ; Proof ; 19 ; Vol4en0k ; 3522 
 1648 ; 3 рубля. Сертификат ; 2015 ; СПМД Символы России. Нижегородский кремль ; Ag ; Proof ; 24 ; Kudma ; 2825 
 1649 ; 3 рубля. В коробке на 10 монет, сертификат ; 2015 ; СПМД Символы России. Ростовский кремль. ; Ag ; Proof ; 38 ; Kudma ; 3819 
 1650 ; 3 рубля ; 2018 ; СПМД Чемпионат мира 2018. FIFA 2018 ; Ag ; AU ; 29 ; tim111 ; 2057 
 1651 ; 3 рубля Сертификат ; 2018 ; СПМД Чемпионат мира по футболу. Сочи ; Ag ; Proof ; 47 ; Хаа ; 6577 
 1652 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 56 ; PK101975 ; 781 
 1653 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 40 ; PK101975 ; 778 
 1654 ; 2 рубля Упаковка ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 18 ; DVD67 ; 815 
 1655 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 17 ; rem. ; 824 
 1656 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 46 ; flutter ; 1475 
 1657 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 41 ; flutter ; 1306 
 1658 ; 2 рубля ; 1999 ; СПМД К.П.Брюллов.200 лет со дня рождения.Портрет ; Ag ; Proof ; 30 ; lva08 ; 1134 
 1659 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения С.В.Ковалевской ; Ag ; Proof ; 21 ; yourius ; 2654 
 1660 ; 2 рубля ; 2002 ; ММД Козерог ; Ag ; Proof ; 33 ; avgo ; 1195 
 1661 ; 2 рубля ; 2003 ; ММД 100 лет со дня рождения И.В.Курчатова ; Ag ; Proof ; 17 ; didisister ; 1938 
 1662 ; 2 рубля ; 2005 ; СПМД 100 лет со дня рождения М.А.Шолохова ; Ag ; Proof ; 12 ; didisister ; 1612 
 1663 ; 2 рубля ; 2005 ; ММД Рыбы ; Ag ; Proof ; 47 ; Holder31 ; 1989 
 1664 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения Д.Д.Шостаковича ; Ag ; Proof ; 60 ; flutter ; 1456 
 1665 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения О.К.Антонова ; Ag ; Proof ; 22 ; mao2017 ; 1484 
 1666 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М.А.Врубеля ; Ag ; Proof ; 37 ; Мотя ; 980 
 1667 ; 2 рубля ; 2006 ; СПМД 200 лет со дня рождения А.А.Иванова ; Ag ; Proof ; 36 ; flutter ; 913 
 1668 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения С.А.Герасимова ; Ag ; Proof ; 46 ; lva08 ; 1105 
 1669 ; 2 рубля ; 2007 ; СПМД 100 лет со дня рождения В.П.Соловьева-Седого ; Ag ; Proof ; 38 ; шахтер-61 ; 858 
 1670 ; 2 рубля ; 2007 ; ММД 100 лет со дня рождения М.М.Герасимова ; Ag ; Proof ; 37 ; avgo ; 849 
 1671 ; 2 рубля ; 2008 ; СПМД Красная книга. Прибайкальский Черношапочный сурок ; Ag ; Proof ; 37 ; манома ; 1209 
 1672 ; 2 рубля ; 2010 ; СПМД Красная книга. Белоспинный альбатрос ; Ag ; Proof ; 27 ; Arghh20 ; 1450 
 1673 ; 2 рубля ; 2011 ; СПМД Храм Святителя Чудотворца Николая, Бари ; Ag ; Proof ; 60 ; an78gg ; 906 
 1674 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморская афалина ; Ag ; Proof ; 8 ; Плохой Комедиант ; 1134 
 1675 ; 1 рубль ; 1997 ; ММД Биатлон.  Зимняя олимпиада в Нагано 1998 г. ; Ag ; Proof ; 59 ; PK101975 ; 960 
 1676 ; 1 рубль ; 1997 ; ЛМД Вратарь. Турне по Великобритании.1945. ; Ag ; Proof ; 25 ; maler ; 1057 
 1403 ; Лот значков: 2 шт. Классность ;  ;  ; Al ; XF ; 13 ; FEDOTOV1920 ; 203 
 1404 ; Лот жетонов: 12 шт. ;  ;  ; Б/м,Ж/м ; XF/AU ; 42 ; Bratja Karamazovi ; 337 
 1405 ; Лот медалей: 3 шт. ;  ;  ; Б/м,Ж/м ; VF/XF ; 9 ; ratiandr ; 129 
 1406 ; Лот жетонов 16шт ;  ;  ; Б/м,ж/м ; VF/XF ; 13 ; shknikolay ; 216 
 1407 ; Лот значков: 5 шт. 25 лет победы ;  ;  ; Al ; XF ; 42 ; Yustas69 ; 215 
 1408 ; Лот жетонов: 6 шт. ;  ;  ; Б/м,Ж/м ; XF/AU ; 20 ; aviator55 ; 303 
 1409 ; Лот значков: 2 шт. ВСХВ ;  ;  ; Ж/м,эмаль ; XF ; 36 ; shknikolay ; 379 
 1410 ; Лот значков: 22 шт. ;  ;  ; Al,Пластик,Ж/м ; XF/AU ; 17 ; жених ; 99 
 1411 ; Лот значков: 4 шт. ;  ;  ; Al ; XF+/AU ; 10 ; красносёл ; 105 
 1412 ; Лот значков: 10 шт. Отличник Советской Армии ;  ;  ; Al ; XF+/AU ; 33 ; кандрат ; 203 
 1413 ; Лот жетонов: 6шт ;  ;  ; Ж/м пластик ; VF/XF ; 15 ; konstk2 ; 171 
 1414 ; Лот значков: 25 шт. ;  ;  ; Al ; VF/XF ; 24 ; Lammo ; 193 
 1415 ; Лот банковских жетонов: 4 шт. ;  ;  ; Ж/м,Б/м ; XF/XF+ ; 21 ; sm-dc ; 171 
 1416 ; Лот банковских жетонов: 2 шт. Финляндия ;  ;  ; Ж/м ; XF/XF+ ; 42 ; маманя ; 63 
 1591 ; 25 рублей ; 2006 ; СПМД Тихвинский Богороднично-Успенский монастырь ; Ag ; Proof ; 21 ; mao2017 ; 8115 
 1592 ; 25 рублей ; 2006 ; СПМД Архангельский музей зодчества "Малые Корелы" ; Ag ; Proof ; 16 ; mao2017 ; 8115 
 1593 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 20 ; srwqqq ; 1356 
 1594 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 21 ; cfif24 ; 1115 
 1595 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 13 ; маманя ; 1120 
 1596 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 17 ; uhfvv7 ; 1115 
 1597 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 16 ; nicola59 ; 1234 
 1598 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 17 ; маманя ; 1115 
 1599 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 13 ; nicola59 ; 1234 
 1600 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 13 ; nicola59 ; 1234 
 1601 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 12 ; Timakros ; 1220 
 1602 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 7 ; ввп ; 1259 
 1603 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 10 ; Timakros ; 1246 
 1604 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 18 ; маманя ; 1115 
 1605 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 17 ; маманя ; 1115 
 1606 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 15 ; маманя ; 1121 
 1607 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 11 ; Y.V.B. ; 1230 
 1608 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 11 ; Y.V.B. ; 1230 
 1609 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Proof ; 15 ; Timakros ; 1353 
 1610 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 20 ; сортам70 ; 713 
 1611 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 10 ; nicola59 ; 728 
 1612 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 15 ; сортам70 ; 680 
 1613 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 15 ; сортам70 ; 714 
 1614 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; XF+/AU ; 15 ; avgo ; 682 
 1615 ; 5 рублей ; 1978 ; ММД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 29 ; Сергей Александрович ; 710 
 1616 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 12 ; nicola59 ; 750 
 1617 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 20 ; avgo ; 735 
 1618 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 11 ; сортам70 ; 735 
 1619 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 14 ; avgo ; 730 
 1620 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII Олимпиады ; Ag ; AU ; 8 ; nicola59 ; 761 
 1621 ; 3 рубля ; 1992 ; ММД Академия наук в Санкт-Петербурге ; Ag ; Proof ; 18 ; avgo ; 1493 
 1622 ; 3 рубля Сертификат ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 15 ; Палыч61 ; 1858 
 1623 ; 3 рубля ; 2001 ; СПМД Навигацкая школа ; Ag ; Proof ; 22 ; didisister ; 2619 
 1624 ; 3 рубля Сертификат ; 2002 ; СПМД Церковь Бориса и Глеба, Кидекша ; Ag ; Proof ; 43 ; avgo ; 1964 
 1625 ; 3 рубля ; 2002 ; СПМД Зимн.Олимпиада, Солт-Лейк-Сити ; Ag ; Proof ; 36 ; avgo ; 1649 
 1626 ; 3 рубля ; 2004 ; СПМД Овен ; Ag ; Proof ; 50 ; FEDOTOV1920 ; 2129 
 1353 ; Жетон метрополитена Дачное ; СПМД ;  ; Ж/м ; AU ; 14 ; птичка16 ; 217 
 1354 ; Жетон ГОЗНАК Музей истории денег ; СПМД ;  ; Б/м ; AU ; 26 ; Lafeto55 ; 294 
 1355 ; Жетон Санкт-Петербург Петропавловская крепость. Ошибка в "Россия" - 1 "с" ;  ;  ; Би/м ; AU ; 19 ; Юнга ; 81 
 1356 ; Жетон Санкт-Петербург Петропавловская крепость. Ошибка в "Россия" - 1 "с" ;  ;  ; Би/м ; AU ; 48 ; plushka123 ; 138 
 1357 ; Жетон Московский монетный двор ;  ;  ; Б/м ; AU ; 34 ; mikol05 ; 303 
 1358 ; заготовка для 10 коп после 2006г ;  ;  ; Cu-Zn ; VF-XF ; 38 ; murka1973 ; 51 
 1359 ; Жетон метрополитена Харьков ;  ;  ; Пластик ; VF ; 10 ; Vitaliy Gridasov ; 34 
 1360 ; Лот значков участника ежегодного конкурса Японской поэзии: 3 шт. Япония ;  ;  ; Ж/м,Б/м ; XF ; 26 ; ialaiola ; 101 
 1361 ; Лот значков: 2 шт. Воин-Спортсмен ;  ;  ; Б/м,Al ; XF ; 32 ; жених ; 138 
 1362 ; Лот значков: 3 шт. Классность ;  ;  ; Ж/м,эмаль ; XF ; 46 ; жених ; 284 
 1363 ; Лот значков: 5 шт. Инструктор-общественник СССР ;  ;  ; Al ; XF ; 16 ; Юнга ; 113 
 1364 ; Лот жетонов (Российская Федерация. Путин и Медведев) 2шт ;  ;  ; Ж/м ; AU ; 22 ; Vanomah ; 278 
 1365 ; Лот значков участника ежегодного конкурса Японской поэзии: 3 шт. Япония ;  ;  ; Б/м ; XF ; 6 ; guronidze ; 108 
 1366 ; Лот значков участника ежегодного конкурса Японской поэзии: 3 шт. Япония ;  ;  ; Ж/м,Б/м ; XF+ ; 25 ; ЛОПАТИНиКО ; 104 
 1367 ; Лот значков участника ежегодного конкурса Японской поэзии: 3 шт. Япония ;  ;  ; Ж/м ; XF+ ; 24 ; ialaiola ; 101 
 1368 ; Лот медалей (2шт) ;  ;  ; Ж/м ; VF+ ; 12 ; Задрыга ; 184 
 1369 ; Лот значков (5шт) ;  ;  ; Ж/м,эмаль ; VF+/XF ; 17 ; assesor ; 416 
 1370 ; Лот жетонов: 8 шт. ;  ;  ; Ж/м,Al ; VF/VF+ ; 9 ; murka1973 ; 73 
 1371 ; Лот значков: 13 шт. ;  ;  ; Al ; VF+/XF ; 12 ; Lammo ; 98 
 1372 ; Лот жетонов (Российская Федерация) 4шт ;  ;  ; Ж/м ; AU ; 27 ; Lafeto55 ; 742 
 1373 ; Лот значков: 3 шт. Классность ;  ;  ; Ж/м,эмаль ; XF ; 18 ; vadim152 ; 153 
 1374 ; Лот значков: 3 шт. ;  ;  ; Al ; XF ; 12 ; Antoschka ; 93 
 1375 ; Лот значков ГДР ;  ;  ; Ж/м,б/м ; XF ; 7 ; veektor ; 102 
 1376 ; Лот значков: 3 шт. Первенство области / края РСФСР ;  ;  ; Al ; XF ; 17 ; luchsva ; 71 
 1377 ; Лот значков: 7 шт. ;  ;  ; Al ; XF-/XF+ ; 6 ; Юнга ; 63 
 1378 ; Лот жетонов (Морская жизнь) 4шт ;  ;  ; Б/м ; AU ; 49 ; shknikolay ; 412 
 1379 ; Лот значков 6шт ;  ;  ; Al ; XF ; 31 ; buben ; 101 
 1380 ; Лот значков: 7 шт. ;  ;  ; Al ; XF/AU ; 6 ; vladimirV ; 58 
 1381 ; Лот значков: 17 шт. ;  ;  ; Al ; XF+/AU ; 10 ; Юнга ; 136 
 1382 ; Лот значков: 6 шт. "Лыжня зовет". Мурманск, СССР ;  ;  ; Al ; XF ; 26 ; NNN ; 95 
 1383 ; Лот значков: 6 шт. ;  ;  ; Al ; XF/AU ; 5 ; vic2 ; 100 
 1384 ; Лот жетонов (Петропавловская крепость и Дворцовый мост) 2шт ;  ;  ; Би/м ; AU ; 35 ; Dmitriy-23 ; 477 
 1385 ; Лот значков (21шт) ;  ;  ; Al,б/м,ж/м ; VF/XF ; 35 ; жених ; 512 
 1386 ; Лот жетонов: 20шт ;  ;  ; Б/м ж/м Al ; F-VF/XF ; 44 ; Bratja Karamazovi ; 317 
 1387 ; Лот значков: 3 шт. Велоспорт. Большой приз 1971г. Ленинград ;  ;  ; Al ; AU ; 5 ; NNN ; 30 
 1388 ; Плакета Финляндия. + знак ;  ;  ; Ж/м,Б/м,эмаль ; XF+ ; 18 ; варяг42 ; 608 
 1389 ; Лот значков: 2 шт. Зенит ;  ;  ; Ж/м ; XF ; 7 ; жених ; 102 
 1390 ; Лот жетонов ЛМД и ММД и 1 финский жетон 6шт ;  ;  ; Ж/м al ; AU ; 15 ; $KoKoS$ ; 113 
 1391 ; Лот значков: 7 шт. ;  ;  ; Al ; XF ; 13 ; vic2 ; 80 
 1392 ; Лот жетонов 8шт ;  ;  ; Б/м,ж/м ; VF/XF ; 51 ; Bratja Karamazovi ; 457 
 1393 ; Лот значков: 7 шт. ;  ;  ; Al ; XF/AU ; 6 ; Копеечка ; 102 
 1394 ; Лот жетонов (7шт) ;  ;  ; Б/м,ж/м ; VF ; 31 ; shknikolay ; 124 
 1395 ; Лот значков: 6 шт. ;  ;  ; Al ; XF+ ; 2 ; murka1973 ; 41 
 1396 ; Лот банковских жетонов: 3 шт. Финляндия ;  ;  ; Ж/м ; XF ; 3 ; avg1974 ; 155 
 1397 ; Лот значков 5шт ;  ;  ; Al ; VF/XF ; 9 ; Markgraf ; 28 
 1398 ; Лот значков: 3 шт. Зеркальный ;  ;  ; Al ; XF ; 23 ; жених ; 206 
 1399 ; Лот значков 12шт ;  ;  ; Ж/м Al ; VG/VF ; 36 ; svet67 ; 110 
 1400 ; Лот жетонов (Океанариум и Санкт-Петербург) 2шт ;  ;  ; Ж/м ; AU ; 36 ; Джентльмен удачи ; 169 
 1401 ; Лот жетонов (победа в Вов и центральный музей ВОВ) 2шт ;  ;  ; Ж/м ; AU ; 23 ; electra ; 216 
 1402 ; Лот жетонов ЛМД 3шт ;  ;  ; Al ; AU ; 35 ; $KoKoS$ ; 141 
 1303 ; Знак Отличный разведчик ;  ;  ; Ж/м,эмаль ; F+ ; 54 ; жених ; 1853 
 1304 ; Знак Отличник космических войск ; ММД ;  ; Ж/м,эмаль ; XF+ ; 18 ; Джентльмен удачи ; 275 
 1305 ; Знак 15 лет Ленинградскому военному округу ;  ;  ; Ж/м,эмаль ; XF ; 37 ; alchemist ; 222 
 1306 ; Знак Классность III ст. ГДР ;  ;  ; Ж/м ; XF ; 32 ; жених ; 104 
 1307 ; Знак Спецназ. Водолаз ;  ;  ; Ж/м ; XF ; 20 ; Superpelmen ; 227 
 1308 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF ; 18 ; жених ; 113 
 1309 ; Знак Отличный танкист ;  ;  ; Ж/м,эмаль ; VF- ; 57 ; Strangler ; 2142 
 1310 ; Знак Отличник Советской армии ;  ;  ; Ж/м,эмаль ; XF ; 14 ; luchsva ; 400 
 1311 ; Знак Дружинник ;  ;  ; Ж/м,эмаль ; XF ; 33 ; Logistik ; 305 
 1312 ; Знак Участник ликвидации последствий аварии ЧАЭС ;  ;  ; Ж/м ; XF+ ; 9 ; жених ; 189 
 1313 ; Жетон Санкт-Петербургского метрополитена. Станция "Бухарестская". Буклет ;  ;  ; Ж/м ; AU ; 20 ; ssbb333 ; 365 
 1314 ; Жетон Санкт-Петербургского метрополитена. Станция "Международная". Буклет ;  ;  ; Ж/м ; AU ; 22 ; Rober ; 337 
 1315 ; Жетон Санкт-Петербургского метрополитена. Станция "Шушары". Буклет ;  ;  ; Ж/м ; AU ; 20 ; molodes ; 425 
 1316 ; Карманный-календарь с жетоном Символ года – Крыса. СПМД. Вариант 2. Размер: 5,4х8,5 см ;  ;  ;  ;  ; 29 ; roza77 ; 114 
 1317 ; Карманный-календарь с жетоном Символ года – Крыса. СПМД. Вариант 1. Размер: 5,4х8,5 см ;  ;  ;  ;  ; 27 ; roza77 ; 114 
 1318 ; Открытка-календарь с жетоном Символ года – Крыса. Вариант 2. Размер: 10х15 см ;  ;  ;  ;  ; 18 ; roza77 ; 114 
 1319 ; Открытка-календарь с жетоном Символ года – Крыса. Вариант 1. Размер: 10х15 см ;  ;  ;  ;  ; 18 ; roza77 ; 114 
 1320 ; Жетон. Год мыши. D-20мм ; СПМД ;  ; Ж/м ; AU ; 28 ; roza77 ; 65 
 1321 ; Жетон 30 лет дружбы Макдональдс (1990-2020гг). D-28мм ; СПМД ;  ; Ж/м ; AU ; 27 ; aviator55 ; 151 
 1322 ; Жетон Александр I Император и Самодержец. Манифест об учреждении министерств - 200 лет. D-23мм ; СПМД ;  ; Б/м ; AU ; 27 ; ssbb333 ; 410 
 1323 ; Жетон. Знаки зодиака. Близнецы. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 12 ; az717 ; 64 
 1324 ; Жетон. Знаки зодиака. Весы. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 13 ; az717 ; 62 
 1325 ; Жетон. Знаки зодиака. Водолей. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 13 ; az717 ; 62 
 1326 ; Жетон. Знаки зодиака. Дева. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 19 ; az717 ; 68 
 1327 ; Жетон. Знаки зодиака. Овен. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 18 ; Джентльмен удачи ; 72 
 1328 ; Жетон. Знаки зодиака. Козерог. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 17 ; Rober ; 70 
 1329 ; Жетон. Знаки зодиака. Рак. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 16 ; Rober ; 73 
 1330 ; Жетон. Знаки зодиака. Рыбы. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 15 ; Rober ; 71 
 1331 ; Жетон. Знаки зодиака. Стрелец. D-27мм. Капсула ; СПМД ;  ; Cu-Ni ; Unc ; 24 ; tpp ; 86 
 1332 ; Жетон Лен метрополитен им В.И.Ленина ;  ;  ; Cu-Ni ; VF ; 20 ; molodes ; 619 
 1333 ; Жетон Метрополитена Владимирская ;  ;  ; Ж/м ; XF ; 28 ; Гав ; 513 
 1334 ; Медаль Зимние олимпийские игры Саппоро Япония ;  ;  ; Ж/м ; AU ; 14 ; Pensya ; 73 
 1335 ; Жетон Санкт-Петербург Петропавловская крепость. Ошибка в "Россия" - 1 "с" ;  ;  ; Би/м ; AU ; 7 ; маманя ; 56 
 1336 ; Жетон Танки СССР и России Танк Т-54 (средний) ; СПМД ;  ; Би/м ; AU ; 26 ; Голдер ; 202 
 1337 ; Жетон Танки СССР и России Танк Т-90 (Владимир) ; СПМД ;  ; Би/м ; AU ; 26 ; Голдер ; 201 
 1338 ; Жетон Танки СССР и России Танк БТ-5 (Легкий) ; СПМД ;  ; Би/м ; AU ; 24 ; az717 ; 184 
 1339 ; Жетон метрополитена Маяковская ; СПМД ;  ; Ж/м ; AU ; 23 ; SupERGood ; 214 
 1340 ; Жетон метрополитена Гостиный двор ; СПМД ;  ; Ж/м ; AU ; 19 ; shknikolay ; 221 
 1341 ; Жетон метрополитена Площадь Александра Невского ; СПМД ;  ; Ж/м ; AU ; 22 ; SupERGood ; 234 
 1342 ; Жетон метрополитена Василеостровская ; СПМД ;  ; Ж/м ; AU ; 22 ; shknikolay ; 222 
 1343 ; Жетон метрополитена ОАО Метрострой ; СПМД ;  ; Ж/м ; AU ; 17 ; shknikolay ; 200 
 1344 ; Жетон метрополитена Наземные станции с боковыми платформами ; СПМД ;  ; Ж/м ; AU ; 19 ; птичка16 ; 227 
 1345 ; Жетон метрополитена Станции с боковыми платформами ; СПМД ;  ; Ж/м ; AU ; 17 ; птичка16 ; 239 
 1346 ; Жетон метрополитена Станции односводчатого типа ; СПМД ;  ; Ж/м ; AU ; 13 ; птичка16 ; 241 
 1347 ; Жетон метрополитена Станции колонного типа ; СПМД ;  ; Ж/м ; AU ; 22 ; птичка16 ; 250 
 1348 ; Жетон метрополитена Станции пилонного типа ; СПМД ;  ; Ж/м ; AU ; 24 ; птичка16 ; 279 
 1349 ; Жетон метрополитена Односводчатые двухъярусные станции ; СПМД ;  ; Ж/м ; AU ; 17 ; птичка16 ; 250 
 1350 ; Жетон метрополитена Трехпролетные станции ; СПМД ;  ; Ж/м ; AU ; 22 ; птичка16 ; 267 
 1351 ; Жетон метрополитена Станции закрытого типа без боковых платформ ; СПМД ;  ; Ж/м ; AU ; 21 ; птичка16 ; 250 
 1352 ; Жетон метрополитена Станции закрытого типа с боковыми платформами ; СПМД ;  ; Ж/м ; AU ; 19 ; птичка16 ; 239 
 1253 ; Знак Дежурный по КПП Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 17 ; Юнга ; 175 
 1254 ; Знак Дежурный оперативный Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 13 ; vadsev73 ; 113 
 1255 ; Знак Дежурный по заставе Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 14 ; дилитант ; 113 
 1256 ; Знак Дежурный оперативный Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 11 ; Пограничник ; 110 
 1257 ; Знак Ударник коммунистического труда. Удостоверение ;  ;  ; Al ; XF ; 13 ; Superpelmen ; 55 
