 4851 ; Бона иностранная Германия ; 1919 ;  ;  ;  ; 15 ; sikachai ; 159 
 821 ; Жетон. Серия "Выдающиеся люди  ХХ века": Бельгийский король Бодуэн I и его жена Фабиола. Франция, 5-я Республика. D-21мм ; 1992 ;  ; Ag ; AU ; 12 ; Lena6975 ; 371 
 822 ; Медаль. Война Продолжение 1941-1944. Финляндия. D-39мм ; 2005 ;  ; Ag ; Proof ; 19 ; foxmuld ; 906 
 823 ; Медаль. Petroskoin Valtaus. Финляндия. D-39мм ; 2005 ;  ; Ag ; Proof ; 33 ; foxmuld ; 1511 
 824 ; Медаль. Tali IHantala. Финляндия. D-39мм ; 2005 ;  ; Ag ; Proof ; 15 ; foxmuld ; 795 
 825 ; Медаль. Talvisodan Ilmavoimat. Финляндия. D-39мм ; 2005 ;  ; Ag ; Proof ; 19 ; foxmuld ; 805 
 826 ; Медаль. В память графа Р. Ребиндера 1841. СПб монетный двор. Медальер П. Уткин. D-50мм ;  ;  ; Br ; XF+ ; 89 ; pavel32 ; 6111 
 827 ; Бронзовая медаль на 50-летие свадьбы. Германия. В коробке. D-80мм. М-145г ;  ;  ; Br ; VF-XF ; 28 ; НЭРИ ; 1134 
 828 ; Медаль. Наполеон 1769-1869гг. Франция. D-49мм ;  ;  ; Br, позолота ; VF-XF ; 35 ; medal85 ; 2110 
 829 ; Медаль. Папа Пий XII. Ватикан. D-65мм ;  ;  ; Br,сер ; XF ; 86 ; alexander9595 ; 1102 
 830 ; Медаль. Международная выставка в память 25-летия королевы Виктории на престоле. Англия. D-68мм ; 1862 ;  ; Б/м ; VF-XF ; 55 ; kadet Bigler ; 1224 
 831 ; Плакета. Франц Иосиф. Австро-Венгрия. D-60 на 68мм ;  ;  ; Br ; F-VF ; 43 ; 439 ; 1530 
 832 ; Медаль. Выставка в память 1000-летия Венгрии. 1Венгрия. D-55мм ; 1896 ;  ; Br ; XF ; 61 ; 542 ; 663 
 833 ; Медаль. За с/х. Франц Иосиф. Австро-Венгрия. D-35мм ;  ;  ; Br ; XF ; 52 ; Yashka ; 885 
 834 ; Медаль. Шведские добровольцы. Швеция. D-45мм ;  ;  ; Br ; XF ; 32 ; gontier ; 207 
 835 ; Медаль. Премия за с/х. Швеция. D-25мм ; 1947 ;  ; Ag ; XF ; 20 ; НЭРИ ; 930 
 836 ; Коронационный жетон. Англия. D-30мм ;  ;  ; Br ; XF+ ; 15 ; gontier ; 340 
 837 ; Медаль. Рональд Рейган. 40-й президент. США. D-32мм ;  ;  ; Br ; VF-XF ; 37 ; бибирхам ; 105 
 838 ; Медаль. 50 лет национальному парку Гранд-Каньон. США. D-30мм ;  ;  ; Br ; AU ; 34 ; aziya11 ; 202 
 839 ; Медаль. Ватикан. D-34мм ;  ;  ; Ag990 ; AU ; 41 ; Yashka ; 1366 
 840 ; Спортивная "золотая" медаль. D-49мм ;  ;  ; Ж/м ; XF ; 9 ; SadKo ; 94 
 841 ; Жетон. В память полета на воздушном шаре. D-мм ;  ;  ; Br ; VF-XF ; 11 ; alexander9595 ; 227 
 842 ; Жетон. Выборг ;  ;  ; Ж/м ; VF-XF ; 37 ; konstk2 ; 1134 
 843 ; Знак и миниатюра знака Торговой палаты "За 20 лет службы". Финляндия. В коробке ; 1981 ;  ; Ag ; XF- ; 15 ; ARTMANY ; 512 
 744 ; Медаль. Ленинград. Петропавловская крепость. Нарышкин бастион. Медальер И.С.Комшилов. D-60мм ; 1990ЛМД ;  ; Al ; AU ; 41 ; хортица ; 500 
 745 ; Медаль. 10 лет со дня смерти В.С.Высоцкого. Медальер Н.А.Носов. D-60мм ; 1991ЛМД ;  ; Al ; AU ; 46 ; sportmini ; 765 
 746 ; Плакета. Мадонна с цветком Леонардо да Винчи. Р-ры: 61х61мм ; ЛМД ;  ; Ж/м ; AU ; 15 ; ulf ; 663 
 747 ; Медаль. Государственные музеи Московского кремля. D-60мм ; ММД ;  ; Ж/м ; AU ; 9 ; AlexanderF ; 489 
 748 ; Медаль. Первый космонавт Земли Ю.Гагарин. D-49мм ; ММД ;  ; Ж/м ; AU ; 13 ; Туборг ; 203 
 749 ; Медаль. Первый человек на Луне Н.Армстронг. D-49мм ; ММД ;  ; Ж/м ; AU ; 9 ; 333985 ; 192 
 750 ; Медаль. Илья Николаевич Ульянов. Русский педагог-демократ (1831-1886). D-65мм ; 1981ЛМД ;  ; Ж/м ; AU ; 15 ; limon ; 407 
 751 ; Медаль. А.С. Пушкин. D-75мм ;  ;  ; Al ; XF+ ; 11 ; Gorizn ; 136 
 752 ; Медаль. Государственный музей Н. Островского в Сочи. D-55мм ;  ;  ; Al ; VF-XF ; 11 ; Sterh ; 18 
 753 ; Медаль. Михайловское-липповая аллея. А.С. Пушкин. D-53мм ;  ;  ; Al ; AU ; 21 ; sportmini ; 236 
 754 ; Медаль. Медицинская служба. ВС России. D-64мм ; 1995ЛМД ;  ; Ж/м ; AU/XF ; 31 ; asp ; 3060 
 755 ; Медаль. Мастер Токсовского тура. D-59мм ;  ;  ; AU ;  ; 17 ; serg07_67 ; 125 
 756 ; Медаль. Токсовский тур.  №102. D-50мм ; СПМД ;  ; AU ;  ; 20 ; pavel32 ; 311 
 757 ; Медаль. 1-й этап кубка России  по МТБ марафонам. Международный токсовский веломарафон. D-49мм ; 2010 ;  ; AU ;  ; 15 ; brat52 ; 101 
 758 ; Медаль. 40 лет победы советского народа в ВОВ. D-59мм ;  ;  ; Al ; AU ; 6 ; veektor ; 55 
 759 ; Медаль. Крейсер "Аврора"- памятник великого октября. D-54мм ; ЛМД ;  ; Al ; XF ; 10 ; cvetlana1 ; 51 
 760 ; Медаль. Гражданину СССР родившемуся на земле Ленинградской. D-45мм ;  ;  ; Al ; XF- ; 17 ; limon ; 102 
 761 ; Медаль. Родившейся в Санкт-Петербурге. D-42мм ; СПМД ;  ; Ж/м ; AU ; 20 ; asp ; 357 
 762 ; Медаль. 100 лет институту русской литературы  Пушкинский Дом (1905-2005). D-40мм ; СПМД ;  ; Ag925 ; Proof ; 43 ; Yashka ; 1572 
 763 ; Колодка из 4-х наград. Германия ;  ;  ; Fe,Ag,Br ; VF/XF ; 21 ; evseechevvv ; 3538 
 764 ; Медаль "За русско-японскую войну". Япония. В коробке ;  ;  ; Br,позолота ; XF+ ; 38 ; 439 ; 1259 
 765 ; Орден "Знамя Труда" 2 ст. с планкой. ГДР. В коробке ;  ;  ; Ж/м,эмаль ; AU ; 49 ; aa_ras ; 1387 
 766 ; Орден "Знамя Труда" 3 ст. с планкой. ГДР. В коробке ;  ;  ; Ж/м,эмаль ; AU ; 31 ; volod ; 800 
 767 ; Медаль «За отличные успехи в Боевых дружинах рабочего класса» + планка, знак и накладка. ГДР ;  ;  ; Ж/м ; XF ; 28 ; hodgaevvv ; 340 
 768 ; Орден Почетнго Легиона. Франция. В коробке ;  ;  ; Ag,эмаль, позол ; XF ; 26 ; DATR ; 3091 
 769 ; Медаль в память коронации имп Сёва (Хирохито). Япония. В коробке ; 1928 ;  ; Ag ; XF ; 40 ; Ley ; 2113 
 770 ; Медаль Красного креста с миниатюрой. Япония. В коробке ;  ;  ; Ag ; AU ; 26 ; Ley ; 1259 
 771 ; Орден Восходящего Солнца. Япония. В коробке ;  ;  ; Ag ; XF ; 40 ; volod ; 1259 
 772 ; Крест Ордена за заслуги 3 степени. Бавария. В коробке ;  ;  ; Br ; XF ; 27 ; medal85 ; 1581 
 773 ; Орден Священного сокровища 6 степени с миниатюрой. Япония. В коробке ;  ;  ; Ag,эмаль ; XF ; 46 ; INRI ; 1813 
 774 ; Орден Красного креста 2 класса. Япония ;  ;  ; Ag,эмаль ; AU ; 57 ; Ley ; 4386 
 775 ; Полковой знак. Гамбург ;  ;  ; Б/м,эмаль ; VF-XF ; 23 ; systemotehnik ; 2040 
 776 ; Крест Ордена за заслуги 3 степени. Бавария ;  ;  ; Ж/м ; XF ; 24 ; evseechevvv ; 1348 
 777 ; Медаль за храбрость и верность. Вюртемберг ;  ;  ; Ag ; XF ; 36 ; R*HAN ; 1428 
 778 ; Железный крест 2 класса. Пруссия ;  ;  ; Fe,Ag ; VF-XF ; 29 ; Barabek ; 1771 
 779 ; Железный крест 2 класса. Пруссия ;  ;  ; Fe,б/М ; VF-XF ; 26 ; R*HAN ; 1539 
 780 ; Железный крест 2 класса. Пруссия ;  ;  ; Fe,б/М ; VF-XF ; 33 ; BADDY ; 1808 
 781 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,Br ; XF ; 30 ; Horavar ; 575 
 782 ; Знак "За ранение" "черный". Германия ;  ;  ; Fe ; XF ; 12 ; INRI ; 614 
 783 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,Br ; XF ; 21 ; systemotehnik ; 523 
 784 ; Знак Германия ;  ;  ; Б/м ; VF-XF ; 17 ; vladimirov ; 341 
 785 ; Ветеранская медаль. Германия ;  ;  ; Ж/м ; XF ; 21 ; Horavar ; 420 
 786 ; Ветеранский знак. Бавария ;  ;  ; Б/м ; VF-XF ; 24 ; R*HAN ; 1426 
 787 ; Военная медаль. Франция ;  ;  ; Б/м,эмаль ; VF ; 13 ; Rosomaxa ; 468 
 788 ; Миниатюрный железный крест (брошь). Германия ;  ;  ; Б/м,эмаль ; VF ; 37 ; alexander9595 ; 1486 
 789 ; Полковой знак. Гамбург ;  ;  ; Б/м,эмаль ; XF ; 30 ; systemotehnik ; 2550 
 790 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,бронз ; XF ; 47 ; systemotehnik ; 561 
 791 ; Почетный крест 2 класса. Пруссия ;  ;  ; Fe,Б/м ; XF ; 59 ; Galal ; 1887 
 792 ; Почетный крест 1 класса. Пруссия ;  ;  ; Fe,Б/м ; VF-XF ; 45 ; serggg ; 4083 
 793 ; Ветеранская медаль. Германия ;  ;  ; Br ; XF ; 20 ; Mike! ; 408 
 684 ; Полторак. Польша, Сигизмунд III ; 17в ;  ; Ag ; F+ ; 11 ; aziya11 ; 65 
 685 ; Полторак. Польша, Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 67 
 686 ; Полторак. Польша, Сигизмунд III. Деформация ; 1622 ;  ; Ag ; F-VF ; 11 ; aziya11 ; 80 
 687 ; Полторак. Польша, Сигизмунд III. Деформация ; 162? ;  ; Ag ; F-VF ; 9 ; aziya11 ; 71 
 688 ; Полторак. Польша, Сигизмунд III ; 1621? ;  ; Ag ; F-VF ; 9 ; aziya11 ; 75 
 689 ; Полторак. Польша, Сигизмунд III ; 1625 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 65 
 690 ; Полторак. Польша, Сигизмунд III ; 1625 ;  ; Ag ; F-VF ; 11 ; wasp69 ; 126 
 691 ; Полторак. Польша, Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 69 
 692 ; Полторак. Польша, Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 7 ; aziya11 ; 123 
 693 ; Полторак. Польша, Сигизмунд III ; 1622 ;  ; Ag ; F-VF ; 20 ; ASlab ; 115 
 694 ; Полторак. Польша, Сигизмунд III ; 1624? ;  ; Ag ; F+ ; 13 ; aziya11 ; 65 
 695 ; Полторак. Польша ; 17в ;  ; Ag ; F+ ; 13 ; aziya11 ; 65 
 696 ; Полторак. Польша, Сигизмунд III ; 1630 ;  ; Ag ; F-VF ; 13 ; aziya11 ; 72 
 697 ; Полторак. Польша, Сигизмунд III ; 1623 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 70 
 698 ; Полторак. Бранденбург ; 17в ;  ; Ag ; F+ ; 19 ; aziya11 ; 98 
 699 ; Солид. Литва, Ян Казимир ; 17в ;  ; Cu ; F+ ; 15 ; Yashka ; 78 
 700 ; 1 рупия. Империя Великих Моголов. Акбар. Храмовый токен. Р-ры: 20 на 20мм. М-10,76г ; 988 ;  ; Ag ; F-VF ; 49 ; RusScat ; 2346 
 701 ; 1 тангка. Делийские султанаты. Г.Мальва. Махмуд шах I Кальджис. Р-ры: 20 на 20мм. М-10,31г ; 871 ;  ; Ag ; F-VF ; 42 ; RusScat ; 2426 
 702 ; 1 гани. Делийские султанаты. Династия Кальджусов. Аль дин Мухаммад. D-14мм. М-3,61г ; 702 ;  ; Ag ; F-VF ; 29 ; егор ; 496 
 703 ; 1 гани. Делийские султанаты. Династия Тюрков. Аль дин Вальбан. D-15мм. М-3,54г ; 630 ;  ; Ag ; F-VF ; 21 ; егор ; 510 
 704 ; Монета. Северная Индия. Пакистан. D-16мм. М-3,52г ;  ;  ; Cu ; F-VF ; 21 ; mkm1968 ; 313 
 705 ; Бешлык. Крымское ханство, Селамет Гирей II. М-0,76гр ; 1739-1743 ;  ; Ag ; F+ ; 13 ; aziya11 ; 59 
 706 ; Монета средневековая. Золотая Орда. М-1,40гр ;  ;  ; Ag ; F-VF ; 39 ; vng0206 ; 920 
 707 ; Монета средневековая. Золотая Орда. М-1,50гр ;  ;  ; Ag ; F-VF ; 29 ; maymuse ; 906 
 708 ; Монета средневековая. Золотая Орда. М-1,16гр ;  ;  ; Ag ; F-VF ; 28 ; serggg ; 837 
 709 ; 2 муна "чанпин тунбао" "сюнь хуан". Военная академия. Корея. D-30,5мм ; 1742 ;  ; Br ; F ; 7 ; lsp25 ; 79 
 710 ; 1 мун "чанпин тунбао" "ху лю". Министерство финансов. Корея. D-25мм ; 1806 ;  ; Br ; F ; 5 ; S1952 ; 68 
 711 ; 1 мун "чанпин тунбао" "ху эр" и солнце 9ч. Министерство финансов. Корея. D-24,5мм ; 1757 ;  ; Br ; F-VF ; 7 ; maymuse ; 102 
 712 ; 1 мун "чанпин тунбао" "ху у" и полумесяц 3ч. Министерство финансов. Корея. D-24,5мм ; 1757 ;  ; Br ; F-VF ; 5 ; maymuse ; 71 
 713 ; 1 мун "чанпин тунбао" "ху лю" и солнце 9ч. Министерство финансов. Корея. D-25мм ; 1757 ;  ; Br ; F-VF ; 5 ; maymuse ; 85 
 714 ; 1 мун "чанпин тунбао" "сюнь юань у". Военная академия. Корея. D-25мм ; 1832 ;  ; Br ; F ; 7 ; S1952 ; 57 
 715 ; 1 мун "чанпин тунбао" "сюнь чжун и". Военная академия. Корея. D-24мм ; 1857 ;  ; Br ; F ; 6 ; ХапугаСПБ ; 71 
 716 ; 1 мун "чанпин тунбао" "кай ди ши цзю". Военное управление провинции Каесунг. Корея. D-26мм ; 1836 ;  ; Br ; F ; 15 ; Туборг ; 104 
 727 ; Медаль "За усердие". D-28мм ;  ;  ; Ag ; XF- ; 56 ; Trien ; 3746 
 728 ; Медаль "В память Русско-Японской войны 1904-1905гг". D-28мм ;  ;  ; Br ; XF ; 50 ; habenti ; 2313 
 729 ; Медаль "300 лет Дому Романовых 1613-1913гг". D-28мм ;  ;  ; Br ; XF- ; 66 ; overshtag ; 2235 
 730 ; Медаль "Слава России". Екатерина II. Медальер Тимофей Иванов. D-52мм ;  ;  ; Br ; VF+ ; 57 ; Штрефлинг ; 5304 
 731 ; Жетон. На помощь жертвам войны 20 апреля 1915г. Секция по борьбе с туберкулезом. Фабрика Д.Кучкина Москва ;  ;  ; Br ;  ; 80 ; валенок ; 2166 
 732 ; Золотая школьная медаль РСФСР. D-33мм ;  ;  ; Au ; AU ; 35 ; прага ; 9364 
 733 ; Медаль. Первый человек на Луне Н.Армстронг. D-49мм ; ММД ;  ; Ж/м ; AU ; 11 ; bva150979 ; 250 
 734 ; Медаль. Первый космонавт Земли Ю.Гагарин. D-49мм ; ММД ;  ; Ж/м ; AU ; 7 ; Туборг ; 255 
 735 ; Медаль. 60 лет Дзержинскому (1923-1983). D-65мм ; ЛМД ;  ; Ж/м ; XF+ ; 42 ; limon ; 745 
 736 ; Медаль. 100 лет со дня рождения М.Горького. Медальер А.А.Королюк. D-60мм ; 1968ЛМД ;  ; Ж/м ; AU ; 26 ; oduvan ; 887 
 737 ; Медаль 50 лет Военной академии связи. Медальер И.С.Комшилов. D-58мм ; 1969ЛМД ;  ; Al ; XF ; 37 ; Holms ; 648 
 738 ; Медаль. 125 лет со дня смерти А.Г.Венецианова. Медальер Г.А.Федорова. D-60мм ; 1973ЛМД ;  ; Ж/м ; AU ; 17 ; Holms ; 816 
 739 ; Медаль. 100 лет со дня рождения Артема (Ф.А.Сергеева). Медальер О.М.Манизер. D-60мм ; 1984ЛМД ;  ; Ж/м ; AU ; 33 ; Holms ; 850 
 740 ; Медаль. 500 лет со дня рождения Рафаэля. Медальер А.Н.Филиппова-Рукавишникова. D-60мм ; 1986ЛМД ;  ; Ж/м ; AU ; 31 ; oduvan ; 949 
 741 ; Медаль. 150 лет со дня рождения И.Г.Чавчавадзе. Медальер Г.Т.Каджая. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 26 ; oduvan ; 1224 
 742 ; Медаль. 50 лет Московскому метрополитену им В.И.Ленина. Медальер В.Д.Косарев. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 19 ; sportmini ; 765 
 743 ; Медаль. 200 лет со дня смерти Д.Говарда. Медальер А.А.Королюк. D-60мм ; 1990ЛМД ;  ; Ж/м ; AU ; 16 ; Sacha777 ; 1070 
 619 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 46 
 620 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 51 
 621 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 33 
 622 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 51 
 623 ; Денга. Василий III Иванович ; 1505-1533 ;  ; Ag ; F+ ; 29 ; aziya11 ; 81 
 624 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 22 ; SERG55555 ; 77 
 625 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 22 ; Туборг ; 67 
 626 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; poushkine ; 200 
 627 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F+ ; 7 ; aziya11 ; 31 
 628 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F+ ; 6 ; alex995 ; 48 
 629 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 10 ; aziya11 ; 15 
 630 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; aziya11 ; 14 
 631 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 9 ; andrej888 ; 38 
 632 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; ВММ ; 51 
 633 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; andrej888 ; 38 
 634 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 14 ; aziya11 ; 51 
 635 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; SERG55555 ; 77 
 636 ; Копейка. Отверстие ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 8 ; aziya11 ; 41 
 637 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 7 ; andrej888 ; 50 
 638 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 16 ; poushkine ; 62 
 639 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 14 ; parasit ; 100 
 640 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 7 ; andrej888 ; 47 
 641 ; Копейка. Деформация ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F+ ; 13 ; poushkine ; 53 
 642 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F+ ; 22 ; poushkine ; 157 
 643 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; Туборг ; 51 
 644 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; andrej888 ; 38 
 645 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 7 ; parasit ; 72 
 646 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 16 ; andrej888 ; 42 
 647 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 13 ; andrej888 ; 42 
 648 ; Лот монет Петра I (35шт): копейка ; 1689-1725 ;  ; Ag ; F+/F-VF ; 27 ; ВММ ; 1085 
 649 ; Лот монет Петра I (30шт): копейка ; 1689-1725 ;  ; Ag ; F+/F-VF ; 15 ; aziya11 ; 901 
 665 ; Драхма. Македония. М-4,10гр ; 4-1вв до н.э. ;  ; Ag ;  ; 48 ; Gorizn ; 5565 
 666 ; Антониниан. Рим, имп. Гордиан III. М-4,45гр ; 238-244 ;  ; Ag ; VF- ; 42 ; shal505 ; 2392 
 667 ; Антониниан. Рим, имп. Гордиан III. М-4,47гр ; 238-244 ;  ; Ag ; VF- ; 41 ; Yashka ; 1328 
 668 ; Монета античная медная. М-32,93гр ;  ;  ; Cu ; F+ ; 36 ; pretorianets72 ; 3688 
 669 ; Монета античная медная. М-9,57гр ;  ;  ; Cu ; F+ ; 32 ; pretorianets72 ; 3521 
 670 ; Монета античная. Пантикапей ;  ;  ; Cu ; F-VF ; 27 ; dimasmirnov ; 445 
 671 ; Монета-дельфин (1/25 обола). Ольвия ; 5-4вв до н.э. ;  ; Cu ; F ; 18 ; ADD ; 107 
 672 ; Монета античная медная. М-9,53гр ;  ;  ; Cu ; F+ ; 29 ; pretorianets72 ; 3366 
 673 ; Фолис. Рим, имп. Константин II. М-2,52гр ; 337-340 ;  ; Cu ; F ; 23 ; ckpynch ; 227 
 674 ; Фолис. Рим, память Константина I. М-1,26гр ; 337-347 ;  ; Cu ; F ; 14 ; ckpynch ; 227 
 675 ; Талер. Нидерланды. М-27,16г ; 1648 ;  ; Ag ; VF ; 46 ; 1упр.46 ; 3184 
 676 ; 2/3 талера. Саксония. М-15,21г ; 1691IK ;  ; Ag ; VF+ ; 87 ; ppi ; 6626 
 677 ; 4 марки. Швеция ; 1694 ;  ; Ag ; VF-XF ; 52 ; Trien ; 8428 
 678 ; 1/12 экю. Франция ; 1662 ;  ; Ag ; VF- ; 22 ; ALEK98 ; 1999 
 679 ; Полугрош. Литва ; 1556 ;  ; Ag ; F-VF ; 30 ; Yashka ; 953 
 680 ; Монета средневековая. Венгрия ; 1564 ;  ; Ag ; F-VF ; 25 ; overshtag ; 1175 
 681 ; Монета средневековая. Ливонский орден ; 17в ;  ; Ag ; F+ ; 23 ; von_Schwarz ; 490 
 682 ; Грош. Литва, Сигизмунд III. М-0,90гр ; 1626 ;  ; Ag ; F+ ; 28 ; aziya11 ; 207 
 683 ; Полторак. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 12 ; aziya11 ; 123 
 553 ; Лот монет России (16шт): 1 копейка ; 1870-1915 ;  ; Cu ; VF+/VG ; 30 ; апрол ; 322 
 554 ; Лот монет России: 1 коп (8шт) ; 1912-1915 ;  ; Cu ; XF-/VF- ; 18 ; апрол ; 206 
 555 ; Лот монет России (9шт): денга ; 1731-1856 ;  ; Cu ; F+/G ; 22 ; koga ; 113 
 556 ; Лот монет России: денга и 1/2 коп (4шт) ; 1731-1912 ;  ; Cu ; F+/VG ; 19 ; serg67 ; 101 
 557 ; Лот монет России (9шт): денга, полушка ; 1731-1912 ;  ; Cu ; VF-/G ; 25 ; indigo-rus ; 159 
 558 ; Лот монет России и России для Финляндии (9шт): 5к,3к,10 пенни, 1 пенни ; 1865-1914 ;  ; Cu ; F-VF/VG ; 27 ; geracon2009 ; 408 
 559 ; Лот монет России для Финляндии (10шт): 10 пенни ; 1900-1916 ;  ; Cu ; VF+/F+ ; 29 ; vowa ; 1530 
 560 ; Лот монет России: 10,5 пенни (8шт) ; 1914-1917 ;  ; Cu ; F-VF ; 14 ; alekx-87 ; 159 
 577 ; Копейка. Деформация, слоение ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 13 ; rirosrob ; 46 
 578 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; andrej888 ; 42 
 579 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 15 ; andrej888 ; 40 
 580 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 42 
 581 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; andrej888 ; 42 
 582 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; rirosrob ; 50 
 583 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; rirosrob ; 50 
 584 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; andrej888 ; 40 
 585 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; andrej888 ; 55 
 586 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; andrej888 ; 42 
 587 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 15 ; andrej888 ; 40 
 588 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; andrej888 ; 40 
 589 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; andrej888 ; 42 
 590 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; rirosrob ; 51 
 591 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; andrej888 ; 42 
 592 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; andrej888 ; 40 
 593 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 50 
 594 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 19 ; aziya11 ; 113 
 595 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; rirosrob ; 51 
 596 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; andrej888 ; 40 
 597 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 42 
 598 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; andrej888 ; 42 
 599 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 30 ; ВММ ; 81 
 600 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; rirosrob ; 51 
 601 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Туборг ; 137 
 602 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; ВММ ; 81 
 603 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 5 ; andrej888 ; 38 
 604 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; rirosrob ; 51 
 605 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; andrej888 ; 46 
 606 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 44 
 607 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; andrej888 ; 46 
