 5496 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 10 ; 3ТЭП75 ; 38 
 1339 ; Знак Спартакиада народов СССР 1956 ; ММД ;  ; Б/м ; VF+ ; 28 ; Московский ; 410 
 1340 ; Знак За окончание Университета ;  ;  ; Ag,эмаль ; VF-XF ; 42 ; Сурок1 ; 966 
 1341 ; Знак Парашютист отличник ;  ;  ; Ж/м,эмаль ; XF- ; 34 ; жених ; 612 
 1342 ; Знак Отличнику здравоохранения ;  ;  ; Ж/м,эмаль ; VF+ ; 40 ; lupus47 ; 2043 
 1343 ; Знак Отличный путеец ;  ;  ; Ж/м,эмаль ; VF ; 40 ; borzota ; 2316 
 1344 ; Знак. Мастер спорта СССР ;  ;  ; б/м ; VF- ; 37 ; ZOLTAN333 ; 612 
 1345 ; Знак. Комсомол Венгрии ;  ;  ; ж/м ; VF ; 7 ; Livon ; 31 
 1346 ; Знак. Невская эстафета. Лыжи ;  ;  ; ж/м ; VF ; 40 ; Stignik ; 1373 
 1347 ; Знак. За активную работу ;  ;  ; ж/м ; XF ; 26 ; eugraphus ; 277 
 1348 ; Знак. Кандидат в мастера спорта ;  ;  ; б/м ; XF ; 17 ; evseechevvv ; 433 
 1349 ; Знак. Лыжи. 1 разряд ;  ;  ; ж/м ; VF+ ; 20 ; doc2 ; 996 
 1350 ; Знак. Кубок Большой Невы. Академическая гребля ;  ;  ; ж/м ; VF+ ; 31 ; ЛБС ; 277 
 1351 ; Знак. Фестиваль ;  ;  ; ж/м ; VF ; 16 ; Emv ; 79 
 1352 ; Знак. Отличник советской армии ;  ;  ; ж/м ; VF ; 13 ; Звездолёты ; 123 
 1353 ; Знак. Спартакиада 1960-1961 ;  ;  ; ж/м ; VF+ ; 9 ; mask ; 57 
 1354 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; XF- ; 80 ; Martuz ; 700 
 1355 ; Знак Готов к ПВХО ОСОАВИАХИМ СССР ;  ;  ; Б/м,эмаль ; VF+ ; 51 ; Martuz ; 3068 
 1356 ; Знак Аэрофлот Ил-18 ; ЛМД ;  ; Ж/м,эмаль ; VF+ ; 24 ; ЛБС ; 153 
 1357 ; Знак 1000 летие Крещения Руси ;  ;  ; Al ; XF- ; 7 ; 2882 ; 79 
 1358 ; Знак 1000 летие Крещения Руси ;  ;  ; Al ; XF- ; 9 ; страус ; 28 
 1359 ; Знак За окончание педагогического техникума ;  ;  ; Al ; AU ; 21 ; Antoschka ; 40 
 1360 ; Знак Дежурный оперативный Р-ры: 70 на 90мм ;  ;  ; Al ; XF- ; 13 ; parusL ; 153 
 1361 ; Знак Дежурный по столовой Р-ры: 70 на 90мм ;  ;  ; Al ; XF- ; 15 ; parusL ; 306 
 1362 ; Знак Дежурный оперативный Р-ры: 70 на 90мм ;  ;  ; Al ; VF-XF ; 9 ; parusL ; 153 
 1363 ; Знак Дежурный по части Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 9 ; parusL ; 161 
 1364 ; Знак Дежурный по столовой Р-ры: 70 на 90мм ;  ;  ; Al ; VF-XF ; 7 ; parusL ; 255 
 1365 ; Знак Дежурный по заставе Р-ры: 70 на 90мм ;  ;  ; Al ; XF- ; 12 ; parusL ; 161 
 1366 ; Знак Дежурный по заставе Р-ры: 70 на 90мм ;  ;  ; Al ; XF- ; 7 ; parusL ; 202 
 1367 ; Знак Дежурный по КПП Р-ры: 70 на 90мм ;  ;  ; Al ; VF-XF ; 11 ; parusL ; 161 
 1368 ; Знак Мастер золотые руки ВЛКСМ ;  ;  ; Ж/м ; XF ; 43 ; nordbolivar ; 520 
 1269 ; Знак 25 лет танкеру "Калуга" ;  ;  ; Б/м ; VF+ ; 7 ; tramp ; 816 
 1270 ; Знак 20 лет пароходу "Адмирал Нахимов" ;  ;  ; Al ; XF ; 14 ; RAPAN ; 130 
 1271 ; Знак Теплоход "Лев Толстой" ВМФ ;  ;  ; Ж/м ; VF ; 11 ; рост ; 77 
 1272 ; Знак ВУ ;  ;  ; Ж/м,эмаль ; VF ; 17 ; alexander9595 ; 153 
 1273 ; Знак Теплоход "Антон Чехов" ВМФ ;  ;  ; Ж/м ; VF ; 13 ; tramp ; 255 
 1274 ; Знак Теплоход "Г.Орджоникидзе" ;  ;  ; Ж/м ; VF ; 16 ; suvorova ; 570 
 1275 ; Знак 90 лет пограничному управлению ФСБ РФ по Республике Тыва ;  ;  ; Ж/м ; VF+ ; 18 ; СВл ; 1020 
 1276 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 111 
 1277 ; Знак За активную работу в профсоюзе ;  ;  ; Ж/м ; XF ; 25 ; alex09 ; 628 
 1278 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 12 ; evseechevvv ; 138 
 1279 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 111 
 1280 ; Знак ВУ ;  ;  ; Ж/м,эмаль ; VF ; 26 ; Звездолёты ; 203 
 1281 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 111 
 1282 ; Знак 70 лет Тувинской милиции ;  ;  ; Al ; XF ; 37 ; Папа с рацией ; 262 
 1283 ; Знак Мастеру высоких надоев молока ;  ;  ; Ж/м ; XF ; 36 ; VPV89 ; 2448 
 1284 ; Знак Отличник советской армии ;  ;  ; Ж/м,эмаль ; XF- ; 14 ; Martuz ; 288 
 1285 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; 5252 ; 182 
 1286 ; Знак Отличный пограничник Югославия ;  ;  ; Б/м ; XF ; 20 ; ZOLTAN333 ; 206 
 1287 ; Знак Сталин ;  ;  ; Б/м ; XF ; 18 ; asnik ; 143 
 1288 ; Знак Участнику торжественного собрания ; ЛМД ;  ; Ж/м ; XF ; 10 ; серж 78 ; 340 
 1289 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF ; 11 ; Martuz ; 291 
 1290 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 111 
 1291 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 7 ; Vova1950 ; 170 
 1292 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 7 ; Vova1950 ; 169 
 1293 ; Знак Отличник ВМФ ;  ;  ; Al ; XF ; 5 ; инструктор ; 85 
 1294 ; Знак Трактор-машинист 3ст ;  ;  ; Ж/м ; VF ; 18 ; Звездолёты ; 127 
 1295 ; Знак ВУ ;  ;  ; Ж/м,эмаль ; XF- ; 25 ; stilspb ; 231 
 1296 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 5 ; stilspb ; 104 
 1297 ; Знак ВЛКСМ (ранний тип) ;  ;  ; Ж/м,эмаль ; XF ; 25 ; НУРИ ; 224 
 1298 ; Знак Жителю блокадного Ленинграда ;  ;  ; Ж/м ; XF ; 15 ; ga2012 ; 204 
 1299 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; XF- ; 15 ; 5252 ; 110 
 1300 ; Знак. Курчатов ;  ;  ; Б/м,эмаль ; VF+ ; 9 ; porte33 ; 57 
 1301 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF+ ; 31 ; Martuz ; 302 
 1302 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 27 ; 5252 ; 182 
 1303 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 102 
 1304 ; Знак Золотой колос ЦК ВЛКСМи ;  ;  ; Б/м,ж/м ; XF ; 23 ; НУРИ ; 203 
 1305 ; Знак. Всегда Готов! ;  ;  ; ж/м ; VF ; 18 ; cheri74 ; 159 
 1306 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 7 ; stilspb ; 90 
 1307 ; Знак Юный активист спорта ;  ;  ; Ж/м,эмаль ; VF+ ; 24 ; Martuz ; 185 
 1308 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 27 ; evseechevvv ; 156 
 1309 ; Знак. Всегда Готов! 3 степень ;  ;  ; ж/м ; XF ; 13 ; Andrei75 ; 155 
 1310 ; Знак. ВЛКСМ ;  ;  ; ж/м ; XF ; 30 ; Московский ; 126 
 1311 ; Знак Фестиваль дружбы. Уфа 1962 ;  ;  ; Ж/м,эмаль ; VF+ ; 26 ; RAPAN ; 373 
 1312 ; Знак Отличник социалистического соревновани Минавиапром ;  ;  ; Ж/м,эмаль ; VF ; 27 ; lupus47 ; 3634 
 1313 ; Знак Отличный артиллерист ;  ;  ; Ж/м,эмаль ; F ; 53 ; nordbolivar ; 1534 
 1314 ; Знак Отличник благоустройства Уфы ;  ;  ; Ж/м,эмаль ; XF ; 41 ; RAPAN ; 1918 
 1315 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 23 ; stilspb ; 92 
 1316 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 10 ; 5252 ; 101 
 1317 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 7 ; stilspb ; 83 
 1318 ; Знак ВУ СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 39 ; alexander9595 ; 234 
 1219 ; Знак СССР ;  ;  ; Ж/м,эмаль ; VF- ; 13 ; Vova1950 ; 2040 
 1220 ; Знак БГАРФ ;  ;  ; Al ; XF+ ; 18 ; архыз ; 308 
 1221 ; Знак ТМУ ;  ;  ; Ж/м,эмаль ; XF ; 42 ; RAPAN ; 5061 
 1222 ; Знак АОН при ЦККПСС ;  ;  ; Ж/м,эмаль ; XF ; 38 ; cr3873 ; 1530 
 1223 ; Знак БГТУ ВОЕНМЕХ ;  ;  ; Ж/м ; XF+ ; 14 ; open ; 352 
 1224 ; Знак Гвардия (военного типа) ;  ;  ; Ж/м,эмаль ; VF ; 25 ; cheri74 ; 1047 
 1225 ; Знак Гвардия (послевоенного типа) ;  ;  ; Ж/м,эмаль ; VF- ; 21 ; Кашемир ; 305 
 1226 ; Знак ВУ ;  ;  ; Ж/м,эмаль ; XF ; 27 ; Восток ; 306 
 1227 ; Знак Пожарный Латвия ;  ;  ; Ж/м,эмаль ; XF ; 26 ; domnik ; 1836 
 1228 ; Знак Отличник Военно-Морской стройки ;  ;  ; Ж/м,эмаль ; XF ; 29 ; evseechevvv ; 2313 
 1229 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 5 ; Vova1950 ; 114 
 1230 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 37 ; Vova1950 ; 185 
 1231 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 7 ; Vova1950 ; 128 
 1232 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 7 ; stilspb ; 217 
 1233 ; Знак Завидово ;  ;  ; Al ; XF ; 29 ; жених ; 101 
 1234 ; Знак Отличный движенец ;  ;  ; Ж/м,эмаль ; VF- ; 39 ; опс ; 1381 
 1235 ; Знак Отличный движенец ;  ;  ; Ж/м,эмаль ; VF+ ; 52 ; опс ; 3060 
 1236 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 31 ; Vova1950 ; 206 
 1237 ; Знак Отличный восстановитель ;  ;  ; Ж/м,эмаль ; VF ; 32 ; domnik ; 4080 
 1238 ; Знак Отличный паровозник ;  ;  ; Ж/м,эмаль ; VF+ ; 40 ; опс ; 2221 
 1239 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; F-VF ; 31 ; cheri74 ; 1132 
 1240 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,эмаль ; VF+ ; 39 ; domnik ; 1027 
 1241 ; Знак Отличный танкист ;  ;  ; Ж/м,эмаль ; F ; 23 ; AMZYA ; 1511 
 1242 ; Знак Отличник соц соревнования ж/д транспорта ;  ;  ; Ж/м,эмаль ; VF ; 13 ; domnik ; 510 
 1243 ; Знак Заслуженный колхозник ;  ;  ; Ж/м,эмаль ; VF-XF ; 20 ; evseechevvv ; 765 
 1244 ; Знак ВУ ;  ;  ; Ж/м,эмаль ; VF+ ; 18 ; cheri74 ; 305 
 1245 ; Знак ВУ ;  ;  ; Ж/м,эмаль ; VF+ ; 9 ; Звездолёты ; 207 
 1246 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; XF ; 10 ; Martuz ; 185 
 1247 ; Знак Отличник ВМФ ;  ;  ; Ж/м,эмаль ; VF- ; 19 ; искатель чита ; 157 
 1248 ; Знак Отличник советской армии ;  ;  ; Ж/м,эмаль ; VF+ ; 5 ; mik_mik10000 ; 67 
 1249 ; Знак Инструктор-парашютист ;  ;  ; Ж/м,эмаль ; F+ ; 33 ; cheri74 ; 305 
 1250 ; Знак Инструктор-парашютист ;  ;  ; Ж/м,эмаль ; VF- ; 40 ; Звездолёты ; 295 
 1251 ; Знак Отличник службы ВВМООП ;  ;  ; Ж/м,эмаль ; VF ; 31 ; persik ; 156 
 1252 ; Знак Военный летчик 1 класса ;  ;  ; Ж/м,эмаль ; VF- ; 10 ; Звездолёты ; 35 
 1253 ; Знак Коллегия судей по спорту ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Папа с рацией ; 185 
 1254 ; Знак Коллегия судей по спорту ;  ;  ; Ж/м,эмаль ; XF ; 35 ; Папа с рацией ; 258 
 1255 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 4 ; шарик ; 114 
 1256 ; Знак Спартакиада ;  ;  ; Ж/м,эмаль ; VF-XF ; 14 ; S.SPb ; 136 
 1257 ; Знак Ветеран физ культуры и спорта БССР ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; ZOLTAN333 ; 417 
 1258 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF+ ; 32 ; Martuz ; 250 
 1259 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 6 ; stilspb ; 123 
 1260 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 13 ; evseechevvv ; 104 
 1261 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 111 
 1262 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; VF+ ; 25 ; Martuz ; 291 
 1263 ; Знак Юный активист спорта ;  ;  ; Ж/м,эмаль ; XF ; 33 ; Олег 22 ; 203 
 1264 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF ; 26 ; Восток ; 260 
 1265 ; Знак СССР ;  ;  ; Ж/м,эмаль ; XF+ ; 39 ; Martuz ; 267 
 1266 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 3 ; stilspb ; 111 
 1267 ; Знак ГТО I ст ;  ;  ; Ж/м,эмаль ; XF+ ; 8 ; 5252 ; 123 
 1268 ; Знак Технический ВУЗ ;  ;  ; Al ; XF+ ; 10 ; aziya11 ; 59 
 1169 ; Знак Бойцу ОКДВА ОСОАВИАХИМ ;  ;  ; Б/м,эмаль ; VF-XF ; 96 ; Vova1950 ; 33100 
 1170 ; Звезда-кокарда маленькая на пилотку. 23х23мм ; 1941-1945гг ;  ; Fe ; VF ; 15 ; QQ ; 731 
 1171 ; Знак иностраннный ;  ;  ;  ; XF ; 5 ; ворон2015 ; 18 
 1172 ; Знак Изобретатель СССР ;  ;  ; Al ; XF- ; 13 ; arsenich-s ; 161 
 1173 ; Знак Отличник ВВС ;  ;  ; Ж/м,эмаль ; F-VF ; 8 ; Martuz ; 90 
 1174 ; Знак 50 лет ВВМИОЛУ ; ЛМД ;  ; Al ; XF+ ; 22 ; Папа с рацией ; 305 
 1175 ; Знак 40 лет ЛНВМУ ;  ;  ; Ж/м ; XF ; 35 ; lesnik1 ; 712 
 1176 ; Знак 3 класс ;  ;  ; Ж/м,эмаль ; XF ; 16 ; спарта ; 159 
 1177 ; Знак Навигацкая школа ВВМКУ им Фрунзе ;  ;  ; Ж/м,эмаль ; XF ; 40 ; RAPAN ; 780 
 1178 ; Знак ВВМКУ им Фрунзе ;  ;  ; Ж/м ; XF ; 34 ; RAPAN ; 740 
 1179 ; Знак ВВМКУ им Фрунзе ;  ;  ; Ж/м,эмаль ; VF ; 67 ; RAPAN ; 1664 
 1180 ; Знак Балтийский завод ;  ;  ; Ж/м ; VF ; 11 ; ПАВ ; 159 
 1181 ; Знак Фронтовик ;  ;  ; Ж/м ; XF+ ; 12 ; DATR ; 65 
 1182 ; Знак 5 лет Восточная Московкая таможня ;  ;  ; Ж/м ; XF+ ; 22 ; porte33 ; 153 
 1183 ; Знак Ветеран таможенной службы ;  ;  ; Ж/м ; XF ; 20 ; S.SPb ; 181 
 1184 ; Знак Мангуст. Тор ;  ;  ; Б/м,эмаль ; XF ; 20 ; noviyok ; 136 
 1185 ; Кокарда на головной убор ;  ;  ; Б/м ; VF- ; 15 ; alexander9595 ; 816 
 1186 ; Знак 40 лет войсковая часть 25776 ;  ;  ; Al ; XF ; 18 ; DATR ; 126 
 1187 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 37 ; stilspb ; 255 
 1188 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 19 ; stilspb ; 247 
 1189 ; Знак Государственный университет ;  ;  ; Ж/м,эмаль ; XF- ; 15 ; Звездолёты ; 187 
 1190 ; Знак Государственный университет ;  ;  ; Ж/м,эмаль ; VF-XF ; 26 ; Звездолёты ; 207 
 1191 ; Знак Технический университет ;  ;  ; Ж/м,эмаль ; VF ; 15 ; rem ; 173 
 1192 ; Знак Государственный университет ;  ;  ; Ж/м,эмаль ; XF- ; 21 ; Звездолёты ; 208 
 1193 ; Знак Технический университет ;  ;  ; Ж/м,эмаль ; VF ; 25 ; stilspb ; 153 
 1194 ; Знак Государственный университет ;  ;  ; Ж/м,эмаль ; VF+ ; 12 ; aziya11 ; 155 
 1195 ; Знак С/х ВУЗ ;  ;  ; Ж/м,эмаль ; XF- ; 31 ; Сурок1 ; 407 
 1196 ; Знак Москва ;  ;  ; Б/м,эмаль ; VF-XF ; 18 ; cheri74 ; 408 
 1197 ; Знак Кремль Москва ;  ;  ; Ж/м,эмаль ; XF ; 19 ; RAPAN ; 510 
 1198 ; Знак 3 спартакиада САССР ;  ;  ; Ж/м,эмаль ; XF ; 36 ; Сурок1 ; 385 
 1199 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 9 ; zodiak ; 231 
 1200 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 13 ; Vova1950 ; 274 
 1201 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 45 ; Vova1950 ; 177 
 1202 ; Знак Красная звезда (кокарда) ;  ;  ; Ж/м,эмаль ; XF ; 25 ; Vova1950 ; 123 
 1203 ; Знак Спартакиада. Труд 1959 ;  ;  ; Ж/м,эмаль ; XF ; 19 ; noviyok ; 453 
 1204 ; Знак Всесоюзные студенческие соревнования ; 1953 ;  ; Ж/м,эмаль ; VF ; 10 ; doc2 ; 1019 
 1205 ; Знак ДОСААФ СССР Водитель автомобиля ;  ;  ; Ж/м,эмаль ; VF+ ; 14 ; Кашемир ; 459 
 1206 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; XF ; 44 ; Восток ; 601 
 1207 ; Знак ГСО СССР ;  ;  ; Б/м,эмаль ; VF+ ; 49 ; evseechevvv ; 3023 
 1208 ; Знак ГТО ЦИК СССР ВСФК ;  ;  ; Ж/м,эмаль ; VF- ; 56 ; gola78 ; 3801 
 1209 ; Почетный знак О-во Красного креста ;  ;  ; Ж/м ; XF ; 48 ; Папа с рацией ; 399 
 1210 ; Знак Автоэкспорт ;  ;  ; Б/м,эмаль ; VF+ ; 6 ; Кашемир ; 114 
 1211 ; Знак 3 фестиваль молодежи Дагестана ;  ;  ; Ж/м ; XF ; 17 ; Кашемир ; 414 
 1212 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1213 ; Знак Ю.Гагарин ;  ;  ; Ж/м,б/м ; XF- ; 22 ; Папа с рацией ; 637 
 1214 ; Знак Космос ;  ;  ; Ж/м,эмаль ; XF ; 25 ; Кашемир ; 337 
 1215 ; Знак Космос ;  ;  ; Ж/м,эмаль ; VF-XF ; 22 ; VPV89 ; 705 
 1216 ; Знак Космос ;  ;  ; Ж/м,эмаль ; VF-XF ; 27 ; VPV89 ; 818 
 1217 ; Знак Космос ;  ;  ; Ж/м,эмаль ; VF ; 43 ; VPV89 ; 2403 
 1218 ; Знак Музыкальный ;  ;  ; Ж/м,эмаль ; VF- ; 34 ; kalinich ; 4660 
 1119 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1120 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1121 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1122 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1123 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1124 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 6 ; Ok203 ; 59 
 1125 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1126 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 8 ; Ok203 ; 138 
 1127 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1128 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1129 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 10 ; Ok203 ; 138 
 1130 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1131 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 6 ; Ok203 ; 55 
 1132 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 6 ; Ok203 ; 59 
 1133 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 10 ; Ok203 ; 59 
 1134 ; Знак ГТО II ст ; ММД ;  ; Ж/м,эмаль ; XF- ; 21 ; Сурок1 ; 138 
 1135 ; Знак Классность 2 ;  ;  ; Ж/м,эмаль ; XF ; 14 ; Сурок1 ; 93 
 1136 ; Знак Мастер спорта ;  ;  ; Б/м ; XF ; 102 ; Московский ; 1157 
 1137 ; Знак ФПС ;  ;  ; Ж/м ; XF ; 9 ; porte33 ; 31 
 1138 ; Знак. Отличник космических войск ;  ;  ; ж/м ; XF+ ; 43 ; evdiral ; 555 
 1139 ; Знак. Олимпийский мишка ;  ;  ; Ag ; VF+ ; 60 ; Сурок1 ; 1532 
 1140 ; Знак. Техническое училище ; нач 20 века ;  ; ж/м ; VF- ; 28 ; blackhunter ; 3569 
 1141 ; Знак. ГТО. Первый разряд ;  ;  ; ж/м ; VF ; 27 ; mik_mik10000 ; 761 
 1142 ; Знак. IX съезд общества Знание ;  ;  ; ж/м ; XF- ; 7 ; 133 ; 58 
 1143 ; Знак. ДСО Спартак. Юбилейный ;  ;  ; бм ; XF ; 38 ; Папа с рацией ; 511 
 1144 ; Знак. 3 спартакиада DTSB ;  ;  ; ж/м ; VF-XF ; 3 ; sports ; 45 
 1145 ; Знак летный ;  ;  ; Жм ; XF ; 26 ; jugla ; 102 
 1146 ; Знак. ДСО Буревестник ;  ;  ; ж/м ; XF ; 17 ; архыз ; 65 
 1147 ; Знак. Н.И.Пирогов. За заслуги в гуманной деятельности СОКК и КП СССР ;  ;  ; ж/м ; VF+ ; 31 ; doc2 ; 333 
 1148 ; Знак. Румыния. Сборная по футболу ;  ;  ; ж/м ; VF ; 20 ; Папа с рацией ; 152 
 1149 ; Знак. Ленинградский кораблестроителей институт ;  ;  ; ж/м ; VF ; 41 ; arsenich-s ; 357 
 1150 ; Знак. II спартакиада. Чехословакия ;  ;  ; ж/м ; VF ; 5 ; sports ; 47 
 1151 ; Знак. Выставка Хемпро ; 1967 ;  ; ж/м ; XF- ; 3 ; 133 ; 31 
 1152 ; Знак. Монголия ;  ;  ; ж/м ; XF ; 13 ; док33 ; 101 
 1153 ; Знак. Ленинградский местный потребсоюз ДСО Спартак ;  ;  ; ж/м ; VF+ ; 26 ; alexander9595 ; 461 
 1154 ; Знак. Ветеран ДОСААФ ;  ;  ; ж/м ; XF- ; 31 ; ZOLTAN333 ; 374 
 1155 ; Знак. Олимпиада в Атланте 1996 ;  ;  ; б/м ; XF- ; 5 ; sports ; 37 
 1156 ; Знак. ДСО Спартак ;  ;  ; ж/м ; VF ; 41 ; alexander9595 ; 348 
 1157 ; Знак. Общество Красного Креста РСФСР ;  ;  ; б/м ; XF- ; 19 ; архыз ; 267 
 1158 ; Знак. Отличник советской армии ;  ;  ; ж/м ; VF ; 26 ; Martuz ; 207 
 1159 ; Знак. Водитель автомобиля ;  ;  ; ж/м ; VF- ; 29 ; RustyNail ; 239 
 1160 ; Знак. Шахматы. Второй разряд ;  ;  ; ж/м ; VF ; 39 ; 5252 ; 1144 
 1161 ; Знак. Октябренок ;  ;  ; пластик ; VF+ ; 12 ; alexander9595 ; 217 
 1162 ; Знак. Спуск судна Урал ; 1993 ;  ; ж/м ; VF ; 16 ; Папа с рацией ; 184 
 1163 ; Знак. Юный турист СССР ;  ;  ; ж/м ; VF ; 14 ; Олег 22 ; 153 
 1164 ; Знак. Научприбор-74. Рига ;  ;  ; ж/м ; VF ; 9 ; porte33 ; 61 
 1165 ; Знак. Ветеран ударной армии ;  ;  ; ж/м ; XF- ; 40 ; Папа с рацией ; 184 
 1166 ; Знак. Арктикуголь. Шпицберген ;  ;  ; б/м ; XF ; 15 ; noviyok ; 204 
 1167 ; Знак. Приз панина ; 1953 ;  ; ж/м ; VF- ; 21 ; Папа с рацией ; 185 
 1168 ; Знак Сборная команда СССР ;  ;  ; Б/м ; XF ; 27 ; RAPAN ; 521 
 1069 ; Медаль Экспресс. D-30мм ;  ;  ; Б/м ; AU ; 3 ; Ustin ; 155 
 1070 ; Жетон 5 ;  ;  ; Ж/м ; VF ; 7 ; ворон2015 ; 89 
 1071 ; Жетон торговый ;  ;  ; Ж/м ; VF ; 11 ; ворон2015 ; 82 
 1072 ; Жетон Эдуард VII. D-22мм ;  ;  ; Al ; VF ; 8 ; Mike! ; 57 
 1073 ; Медаль Фридрих Гроссе. D-30мм ;  ;  ; Ж/м ; XF ; 15 ; Mike! ; 101 
 1074 ; Жетон. Хаген. D-26мм ;  ;  ; Б/м ; XF ; 4 ; Mike! ; 35 
 1075 ; Жетон werth-marke 15 ;  ;  ; Ж/м ; VF+ ; 7 ; ворон2015 ; 68 
 1076 ; Жетон werth-marke 15 ;  ;  ; Ж/м ; VF ; 7 ; ворон2015 ; 78 
 1077 ; Медаль. ЧМ по футболу ;  ;  ; Ag ; Proof ; 26 ; real ; 797 
 1078 ; Медаль. Олимпиада. Бокс ;  ;  ; Ag ; Proof ; 28 ; RustyNail ; 828 
 1079 ; Жетон Веллингтон и Блюхер. D-33мм ;  ;  ; Б/м ; F+ ; 25 ; ъъ ; 528 
