 251 ; Полушка ; 1850 ; ЕМ ; Cu ; XF ; 27 ; sax ; 3400 
 1010 ; Жетон игральный. США. D-30,5мм ;  ;  ; Al ; VF ; 19 ; Harlock ; 53 
 1011 ; Жетон. Монт Бланк ;  ;  ; Ж/м ; AU ; 53 ; serggei ; 181 
 1012 ; Медаль. Германия?. D-42мм ;  ;  ; Ж/м ; VF ; 78 ; BAG ; 707 
 1013 ; Медаль. Карл XVI Густав. Швеция. D-34мм ;  ;  ; Ж/м ; XF ; 45 ; Lena6975 ; 305 
 1014 ; Медаль Кристиан IX. Дания. D-44мм ;  ;  ; Б/м ; XF ; 68 ; Searcher ; 527 
 1015 ; Торговый жетон. Франция. Людовик XVIII. Корабли ; ND ;  ; Ag ; F-VF ; 215 ; 675МК ; 2904 
 1016 ; Медаль. 50 лет газете итальянских коммунистов "Унита". Италия ;  ;  ; Ж/м ; AU ; 86 ; 1gold ; 206 
 1017 ; Медаль. Папская область, Папа Пий IX (1846-1878). D-33мм ; 1867 ;  ; Ag ; VF-XF ; 42 ; нэри ; 1726 
 918 ; Воинская медаль. Франция (3-я Республика) ;  ;  ; Б/м,эмаль ; XF ; 47 ; Glen ; 889 
 919 ; Воиснкий крест с двумя бронзовыми звездами. Франция. ; 1939 ;  ; Br ; XF ; 32 ; alexander9595 ; 1282 
 920 ; Жетон "Общество помощи раненым военнослужащим". Франция ;  ;  ; Br,эмаль ; XF ; 39 ; alexander9595 ; 514 
 921 ; Медаль "В память войны 1914-1918гг". Регентство Хорти ;  ;  ; Б/м ; VF ; 40 ; alexander9595 ; 917 
 922 ; Орден Короны. Бельгия ;  ;  ; Б/м,эмаль ; XF ; 66 ; Glen ; 2827 
 923 ; Крест Гинденбурга с мечами для фронтовиков. Германия ;  ;  ; Br ; XF ; 36 ; lsp25 ; 509 
 924 ; Орден Леопольда I. Бельгия ;  ;  ; Б/м,эмаль ; XF ; 48 ; medal85 ; 2651 
 925 ; Воинский знак отличия. Бельгия ;  ;  ; Ж/м ; XF ; 21 ; alexander9595 ; 612 
 926 ; Медаль Венгерский национальной ассоциации противопожарной службы. 5 лет выслуги. Венгрия ;  ;  ; Ж/м ; VF+ ; 53 ; akliptic ; 670 
 927 ; Знак "За ранение" "черный". Германия ;  ;  ; Fe ; VF- ; 83 ; alexander9595 ; 801 
 928 ; Орден Леопольда II. Бельгия ;  ;  ; Б/м,эмаль ; VF-XF ; 104 ; alexander9595 ; 2292 
 929 ; Медаль ВВС "За выдающуюся службу" (для гражданских). США ;  ;  ; Br ; XF ; 43 ; lsp25 ; 375 
 930 ; Экспедиционная медаль Торгового флота. США ;  ;  ; Br ; AU ; 50 ; slavka ; 347 
 931 ; Медаль  Торгового флота "За службу во Вьетнаме" США ;  ;  ; Br ; AU ; 55 ; alexander9595 ; 633 
 932 ; Памятная медаль "Голливуд на войне 1941-1945гг". США ;  ;  ; Br ; AU ; 53 ; alexander9595 ; 589 
 933 ; Имперский спортивный знак DRL (бронза). Германия ;  ;  ; Br ; XF ; 57 ; alexander9595 ; 1468 
 934 ; Медаль кампании 1940-1941. Греция ;  ;  ; Br ; VF-XF ; 49 ; alexander9595 ; 577 
 935 ; Ветеранская медаль + планки. Германия ;  ;  ; Br ; VF+ ; 66 ; alexander9595 ; 1084 
 936 ; Медаль национальной группы. Бельгия. Льеж ;  ;  ; Ж/м,эмаль ; VF-XF ; 37 ; alexander9595 ; 306 
 937 ; Медаль государственного департамента "За службу во Вьетнаме" (для гражданского персонала). США ;  ;  ; Br ; AU ; 46 ; lsp25 ; 633 
 938 ; Почетная медаль  Торгового флота. США ;  ;  ; Br ; XF ; 22 ; medal85 ; 537 
 939 ; Почетная медаль "Победа в Европе". США ;  ;  ; Br ; AU ; 47 ; lsp25 ; 602 
 940 ; Орден Народной Свободы. Болгария ;  ;  ; Б/м,эмаль ; XF ; 57 ; Glen ; 581 
 941 ; Медаль "За долголетнюю супружескую жизнь". Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 69 ; Woker ; 896 
 942 ; Медаль "На поле славы" с миниатюрой. Польша ;  ;  ; Ж/м ; XF ; 29 ; lsp25 ; 1020 
 943 ; Рыцарский крест Орден Возрождения. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 52 ; Glen ; 796 
 944 ; Медаль "За трудовое отличие" с планкой. ЧССР ;  ;  ; Ж/м ; VF-XF ; 15 ; veektor ; 272 
 945 ; Орден Заслуг перед народом 2 степени. Югославия ;  ;  ; Б/м ; VF-XF ; 122 ; Searcher ; 1326 
 946 ; Медаль "40 лет Югославской армии". Югославия ;  ;  ; Ж/м ; XF ; 90 ; lsp25 ; 184 
 947 ; Медаль "20 лет Югославской армии". Югославия ;  ;  ; Б/м ; VF ; 40 ; veektor ; 114 
 948 ; Медаль Песталоци "За верную службу" 1 степени. ГДР ;  ;  ; Ж/м ; XF+ ; 62 ; veektor ; 134 
 949 ; Медаль "За воинское отличие". Югославия ;  ;  ; Ж/м ; VF ; 26 ; k212 ; 612 
 950 ; Медаль "За воинские заслуги". В коробке ;  ;  ; Ж/м,оксид ; VF+ ; 17 ; veektor ; 612 
 951 ; Медаль Песталоцци "бронзовая" "За верную службу". ГДР ;  ;  ; Ж/м ; XF ; 17 ; jlo ; 77 
 952 ; Крест Фридриха 2 класса. Германия, герцогство Анхальт. На оригинальной ленте ; 1914-1918 ;  ; Br ; XF- ; 88 ; bubued ; 4628 
 953 ; Крест "За отличие в войне 1914г". Германия, княжество Липпе-Детмольд. На оригинальной ленте ; 1914-1918 ;  ; Br ; XF+ ; 63 ; medal85 ; 2517 
 954 ; Крест "За военные заслуги" 3 кл. Бавария ; 1914-1918 ;  ; Br ; XF ; 34 ; alexander9595 ; 1690 
 955 ; Крест короля Людвига. Бавария ; 1916 ;  ; Br ; XF ; 67 ; alexander9595 ; 1849 
 956 ; Знак "Немецкий полевой почетный знак". Германия ; 1920 ;  ; Б/м, Br, эмаль ; VF+ ; 34 ; alexander9595 ; 4041 
 957 ; Крест "За военные заслуги" 3 кл. Австро-Венгрия ; 1МВ ;  ; Fe ; VF ; 54 ; lvovich ; 2373 
 958 ; Железный крест 2 класса. Пруссия ; 1МВ ;  ; Fe,Ag ; XF- ; 36 ; alex66 ; 3196 
 959 ; Знак "За ранение" "черный". Германия ; 1МВ ;  ; Fe ; VF ; 42 ; alexander9595 ; 1043 
 960 ; Медаль "Союз ветеранов". Австрия ;  ;  ; Лат,серебрен ; VF ; 26 ; alexander9595 ; 714 
 961 ; Медаль "Ветеран 1МВ". Австрия ;  ;  ; Br ; VF-XF ; 23 ; alexander9595 ; 806 
 962 ; Медаль "Ветеран 1МВ". Венгрия ;  ;  ; Br,сереб ; VF+ ; 84 ; volod ; 988 
 963 ; Медаль "Союз ветеранов". Австрия. Провинция Штеймар ;  ;  ; Ж/м ; XF ; 17 ; 542 ; 820 
 964 ; Медаль "Союз ветеранов". Австрия. Провинция Нижняя Австрия ;  ;  ; Б/м ; VF-XF ; 33 ; 542 ; 787 
 965 ; Медаль "Тирольские ветераны". Австрия ; 1МВ ;  ; Br ; VF+ ; 12 ; 542 ; 787 
 966 ; Медаль Военных заслуг. Австрия. Франц Иосиф ;  ;  ; Br ; VF ; 32 ; alexander9595 ; 1009 
 967 ; Медаль "За храбрость". Австрия. Франц Иосиф ;  ;  ; Br ; VF ; 21 ; volod ; 1093 
 863 ; 1 мун "юйдун чжунбао", гладкий. Корея. D-25мм ; 1423 ;  ; Br ; G ; 97 ; von_Schwarz ; 502 
 864 ; 2 муна "чон юй". Генеральное военное ведомство. Корея. D-30мм ; 1742 ;  ; Br ; F+ ; 31 ; kotyamoi ; 201 
 865 ; 1 мун "чанпин тунбао" "ху сы" и полумесяц 3ч. Министерство финансов. Корея. D-24мм ; 1757 ;  ; Br ; F ; 37 ; kotyamoi ; 157 
 866 ; 1 мун "чанпин тунбао" "сюнь ту сань" и полумесяц 3ч. Военная академия. Корея. D-24,5мм ; 1857 ;  ; Br ; F ; 9 ; kotyamoi ; 126 
 867 ; 1 мун "чанпин тунбао" "пин жи эр". Управление провинции Пьёнган. Корея. D-23,5мм ; 1891 ;  ; Br ; F ; 27 ; kotyamoi ; 110 
 868 ; 1 мон. Япония ; ND(1736) ;  ; Cu ; F+ ; 38 ; grigoriKK ; 101 
 869 ; 1 мон. Япония ; ND(1741) ;  ; Cu ; F+ ; 39 ; maymuse ; 133 
 870 ; Лот античных монет Рима (22шт) ; 3-4 вв ;  ; Cu ; F/F-VF ; 82 ; LosLos ; 2706 
 871 ; Лот монет древнего Востока (87шт) ;  ;  ; Cu,Ag ; F/F+ ; 49 ; Sterh ; 2047 
 877 ; Медаль "В память Русско-Японской войны 1904-1905". D-28мм ;  ;  ; Br ; F-VF ; 67 ; paul-zibert ; 1200 
 878 ; Медаль "300 лет Дому Романовых". D-28мм ;  ;  ; Br ; XF- ; 55 ; medal85 ; 1224 
 879 ; Медаль "За усердие". Частная мастерская. D-30мм ;  ;  ; Латунь ; VF+ ; 79 ; Десна ; 3847 
 880 ; Школьная "серебряная" медаль РСФСР. В коробке. D-41мм ;  ;  ; Б/м ; AU ; 98 ; buben ; 577 
 881 ; Медаль. Установка памятника Александру III в Хельсинки 1894г. Александр II император и великий князь. D-68мм. Медальер Грилихес мл. ;  ;  ; Br ; AU ; 32 ; fillin ; 7140 
 882 ; Медаль. В память 200-летия основания Санкт-Петербурга 1703-1903гг. D-64мм ;  ;  ; Br ; F-VF ; 80 ; fillin ; 3238 
 883 ; Медаль. Ленин в Октябре. Медальер Манизер. D-70мм ;  ;  ; Ж/м ; XF- ; 31 ; Holms ; 948 
 884 ; Медаль. План коллективизации с/х. Медальер Манизер. D-70мм ;  ;  ; Ж/м ; VF+ ; 23 ; derbnik ; 929 
 885 ; Медаль. "Этих дней не смолкнет слава". Медальер Манизер. D-70мм ;  ;  ; Ж/м ; VF-XF ; 22 ; Holms ; 948 
 886 ; Медаль. Первый Советско-Европейский конгресс. Пластическая и эстетическая хирургия лица. Медальер А.Шамаев. D-65мм ; ЛМД ;  ; Ж/м ; XF ; 104 ; BAG ; 646 
 887 ; Медаль. 300 лет Львовскому университету им И.Франка. Медальер Прокопович. D-64мм ;  ;  ; Ж/м ; XF ; 71 ; sportmini ; 567 
 888 ; Медаль. 40 лет победы Советского народа в ВОВ 1941-1945гг. Медальер Корнилов. D-65мм ;  ;  ; Ж/м ; XF+ ; 54 ; Holms ; 417 
 889 ; Медаль. Государственный исторический музей. Медальер Барановская. D-60мм ; 1984ЛМД ;  ; Ж/м ; AU ; 15 ; derbnik ; 1000 
 890 ; Медаль. Хосе Марти (1853-1895гг). Медальер Смирнов. D-60мм ;  ;  ; Ж/м ; AU ; 52 ; derbnik ; 720 
 891 ; Медаль. Чемпионат мира по мотокроссу СССР. D-49мм ;  ;  ; Al ; XF- ; 30 ; BAG ; 197 
 892 ; Медаль. 50 лет УНТВ. D-63мм ;  ;  ; Al ; VF+ ; 58 ; BAG ; 136 
 893 ; Медаль. VI Зимняя спартакиада народов СССР. XXVII съезд КПСС. Р-ры: 53 на 68мм ; 1986 ;  ; Ж/м ; XF ; 57 ; BAG ; 325 
 894 ; Медаль. 60 лет Совторгфлот. D-60мм ; 1984ЛМД ;  ; Ж/м ; AU ; 106 ; sportmini ; 543 
 895 ; Медаль. Чемпионат мира по фехтования. Россия, С-Петербург. D-59мм ;  ;  ; Ж/м ; XF ; 34 ; саров ; 232 
 896 ; Настольная медаль. В.И. Ленин. D-100мм ;  ;  ; Ж/м ; XF ; 139 ; pt900 ; 424 
 897 ; Медаль. Университет дружбы народов им. Патриса Лумумбы (1960-1985). D-60мм ; ЛМД ;  ; Ж/м ; AU ; 59 ; Holms ; 593 
 898 ; Медаль. 100 лет со дня рождения Янка Купалы. Медальер В.Летун. D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 59 ; Sacha777 ; 558 
 899 ; Медаль. 750 лет городу горькому Нижнему Новгороду (1221-1971). D-65мм ;  ;  ; Ж/м ; XF ; 100 ; BAG ; 443 
 900 ; Медаль. Москва. Кремль. D-93мм ;  ;  ; Б/м ; XF ; 92 ; Gorizn ; 211 
 901 ; Медаль. 100 лет со дня рождения академика Б.Н. Юрьева. D-60мм ; 1989ММД ;  ; Ж/м ; XF+ ; 42 ; Sacha777 ; 513 
 902 ; Медаль.Аджара. Грузия. D-60мм ; ММД ;  ; Ж/м ; XF- ; 128 ; 22205 ; 973 
 903 ; Медаль. Байрон (1788-1824). D-60мм ; 1974ЛМД ;  ; Ж/м ; XF+ ; 29 ; sportmini ; 633 
 904 ; Медаль. А.С. Пукшкин (1837-1967). D-75мм ;  ;  ; Al ; VF-XF ; 45 ; plis ; 165 
 905 ; Медаль. Чемпионат мира по хоккею 1986г. D-44мм ; ЛМД ;  ; Ж/м ; XF ; 35 ; BAG ; 368 
 906 ; Медаль. Сборная команда СССР. Игры XXI олимпиады Монреаль-76. D-61мм ;  ;  ; Ж/м, эмаль ; VF+ ; 19 ; Searcher ; 669 
 907 ; Медал. Первый человек на луне Н. Армстронг. D-50мм ; ММД ;  ; Ж/м ; AU ; 1 ; ъхз ; 190 
 908 ; Медаль. Первый космонавт Земли Ю. Гагарин. D-50мм ; ММД ;  ; Ж/м ; AU ; 19 ; Улетный ; 302 
 909 ; Медаль. Канатная дорога в Сочи. D-55мм ;  ;  ; Al ; XF- ; 41 ; 1gold ; 107 
 910 ; Медаль. Ленинградское объединение электронного приборостроения "Светлана". D-60мм ; ЛМД ;  ; Ж/м ; XF ; 58 ; BAG ; 442 
 911 ; Медаль. Памятник А.С. Пушкину. D-53мм ;  ;  ; Al ; VF- ; 32 ; Gorizn ; 175 
 912 ; Медаль. Ростральные колонны и здание центрального военно-морского музея. D-53мм ; ЛМД ;  ; Al ; XF+ ; 12 ; BAG ; 126 
 913 ; Медаль. Петропавловская крепость. D-53мм ;  ;  ; Al ; XF ; 26 ; BAG ; 153 
 914 ; Медаль. Первый человек на Луне Н. Армстронг. D-50мм ; ММД ;  ; Ж/м ; AU ; 50 ; Вт-к ; 206 
 915 ; Медаль. Скульптура Летнего сада. Вакх. D-57мм ; ЛМД ;  ; Al ; VF+ ; 38 ; BAG ; 126 
 916 ; Медаль. 40 лет победы советского народа в ВОВ (1941-1945). D-60мм ; ЛМД ;  ; Al ; VF+ ; 27 ; BAG ; 113 
 917 ; Медаль. Елизавета I Императрица Всероссийская. D-70мм ; 1993ММД ;  ; Ж/м ; AU ; 106 ; 0987654321 ; 821 
 813 ; 1/25 обола (монета-дельфин). Ольвия. М-2,03г ; 5-4 века до нэ ;  ; Br ; F+ ; 38 ; grigoriKK ; 183 
 814 ; 1/25 обола (монета-дельфин). Ольвия. М-1,87г ; 5-4 века до нэ ;  ; Br ; F+ ; 67 ; vak ; 163 
 815 ; 1/25 обола (монета-дельфин). Ольвия. М-1,94г ; 5-4 века до нэ ;  ; Br ; F+ ; 88 ; 439 ; 422 
 816 ; 1/25 обола (монета-дельфин). Ольвия. М-1,78г. Деформация ; 5-4 века до нэ ;  ; Br ; F+ ; 27 ; supreme ; 304 
 817 ; 1/25 обола (монета-дельфин). Ольвия. М-1,23г ; 5-4 века до нэ ;  ; Br ; F+ ; 94 ; grigoriKK ; 317 
 818 ; Монета-стрелка. Скифы. М-3,63г ; 4-1 века до нэ ;  ; Br ; F-VF ; 63 ; raise ; 190 
 819 ; Монета-стрелка. Скифы. М-1,39г ; 4-1 века до нэ ;  ; Br ; F-VF ; 70 ; 12345lal ; 216 
 820 ; Монета-стрелка. Скифы. М-1,37г ; 4-1 века до нэ ;  ; Br ; F-VF ; 66 ; raise ; 159 
 821 ; Монета-стрелка. Скифы. М-1,04г ; 4-1 века до нэ ;  ; Br ; F-VF ; 25 ; 12345lal ; 117 
 822 ; Монета-стрелка. Скифы. М-1,41г ; 4-1 века до нэ ;  ; Br ; F-VF ; 49 ; asnik ; 278 
 823 ; Дихалк. Фанагория ; 107-99гг до н.э. ;  ; Cu ; F+ ; 17 ; kt589 ; 46 
 824 ; Фоллис. Византия, Констанс II ; 641-668 ;  ; Cu ; F+ ; 14 ; Sterh ; 41 
 825 ; Драхма. Индия, династия Майтраков из Валабхи ; 5-8вв ;  ; Биллон ; F+ ; 26 ; avtomasterbakal ; 211 
 826 ; Монета-дельфин (1/25 обола). Ольвия. М-1,65гр ; 5-4вв до н.э. ;  ; Cu ; F+ ; 51 ; grigoriKK ; 113 
 827 ; Двойной талер. Австрия. Свадьба Леопольда и Клавдии. М-57,07гр ; 1626 ;  ; Ag ; XF- ; 58 ; нумизмат ; 34529 
 828 ; Талер. Австрия, Фердинанд. М-28,37гр ; ND ;  ; Ag ; XF ; 68 ; Trien ; 9021 
 829 ; Талер. Саксония. М-28,61гр ; 1559 ;  ; Ag ; VF+ ; 26 ; нумизмат ; 12592 
 830 ; 1 талер. Саксония, Иоган Георг I (1616-1656), Альбертинская линия ; 1643 ;  ; Ag ; F-VF ; 25 ; Дим Димыч ; 6120 
 831 ; Даалдер. Нидерланды. М-27,23гр ; 1662 ;  ; Ag ; VF- ; 31 ; levikk ; 3714 
 832 ; 1/2 талера. Польша, Сигизмунд III. М-14,28гр ; 1628 ;  ; Ag ; VF+ ; 172 ; 654321 ; 75347 
 833 ; Монета средневековая. М-1,07гр ;  ;  ; Ag ; VF- ; 36 ; Harlock ; 1049 
 834 ; Солид. Ливонский Орден. М-0,87гр ;  ;  ; Ag ; F+ ; 54 ; Harlock ; 530 
 835 ; Солид. Рига ; XVII в ;  ; Ag ; F+ ; 31 ; kt589 ; 67 
 836 ; Солид. Рига, Кристина ; 1632? ;  ; Ag ; F+ ; 20 ; kt589 ; 153 
 837 ; Полторак. Польша, Сигизмунд III. Отверстие ; 1627 ;  ; Ag ; F+ ; 26 ; Harlock ; 113 
 838 ; Солид. Рига, Густав Адольф ; 1528 ;  ; Cu ; F+ ; 17 ; vak ; 116 
 839 ; Солид. Литва, Ян Казимир ; 1666 ;  ; Cu ; F+ ; 40 ; kt589 ; 137 
 840 ; Дирхем. Крымское Ханство. Хан Узбек. М-1,04г ; 1313-1341 ;  ; Ag ; F+ ; 50 ; 12345lal ; 306 
 841 ; Дирхем. Крымское Ханство. Хан Узбек. М-0,82г ; 1313-1341 ;  ; Ag ; F+ ; 9 ; avtomasterbakal ; 153 
 842 ; Дирхем. Крымское Ханство. Хан Узбек. М-0,88г ; 1313-1341 ;  ; Ag ; F+ ; 7 ; avtomasterbakal ; 102 
 843 ; 1 донг "цзинсин дабао", гладкий. Аннам, Династия Поздняя Ле. D-24мм ; 1740-1786 ;  ; Br ; F ; 37 ; von_Schwarz ; 127 
 844 ; 1 донг "цзиншэн тунбао", гладкий. Аннам, Династия Си Шань. D-23,5мм ; 1793-1802 ;  ; Br ; VF- ; 28 ; grigoriKK ; 116 
 845 ; 1 донг "шаочжи тунбао", гладкий. Аннам, Династия Юань. D-23мм ; 1841-1847 ;  ; Br ; VF- ; 30 ; smel ; 227 
 846 ; 1 донг "цидин тунбао", гладкий. Аннам, Династия Юань. D-22,5мм ; 1916-1925 ;  ; Br ; F-VF ; 42 ; mkm1968 ; 76 
 847 ; 1 цянь "датан тунбао", гладкий. Китай, Государство Южное Тан. D-22мм ; 937-976 ;  ; Br ; F ; 80 ; Slava O ; 718 
 848 ; 1 цянь "дагуань тунбао", гладкий. Китай, Династия Северная Сун. D-24,5мм ; 1107-1110 ;  ; Br ; F ; 18 ; kt589 ; 172 
 849 ; 2 цяня "кайси юаньбао" "сань" 12ч. Китай, Династия Южная Сун. D-30мм ; 1205-1208 ;  ; Br ; VG ; 5 ; lsp25 ; 127 
 850 ; 1 цянь "цзядин тунбао" "сань" 12ч. Китай, Династия Южная Сун. D-24мм ; 1208-1224 ;  ; Br ; VG ; 26 ; levikk ; 110 
 851 ; 2 цяня "кайси тунбао" "хань сань". Китай, Династия южная Сун. D-28мм ; 1205-1208 ;  ; Fe ; F ; 21 ; Slava O ; 453 
 852 ; 2 цяня "цинъюань тунбао" "хань лю". Китай, Династия Южная Сун. D-29мм ; 1195-1200 ;  ; Fe ; F ; 22 ; Slava O ; 405 
 853 ; 3 цяня "цинъюань тунбао", гладкий. Китай, Династия Южная Сун. D-32,5мм ; 1195-1200 ;  ; Fe ; F ; 56 ; von_Schwarz ; 284 
 854 ; 5 цяней "цзядин чжэньбао" "чжэн у". Китай, Династия Южная Сун. D-36мм ; 1208-1224 ;  ; Fe ; VG ; 68 ; Гордиан ; 505 
 855 ; 2 цяня "хунъу тунбао" "эр цянь". Китай, Династия Мин. D-30,5мм ; 1368-1398 ;  ; Br ; F ; 5 ; Мышеслон ; 192 
 856 ; 1 цянь "чунчжэн тунбао" "цюнь" 12ч. Китай, Династия Мин. D-26,5мм ; 1628-1643 ;  ; Br ; F ; 25 ; von_Schwarz ; 269 
 857 ; 10 цяней "юнли тунбао" "и фэнь". Китай, Восстания XVII века. D-46,5мм. М-23,3гр ; 1646 ;  ; Br ; F+ ; 27 ; lsp25 ; 1341 
 858 ; 1 цянь "юнчжэн тунбао" "боо циовань". Министерство финансов. Китай, Династия Цин. D-26мм ; 1723-1735 ;  ; Br ; F-VF ; 5 ; Slava O ; 123 
 859 ; 1 цянь "цяньлун тунбао". Провинция Синьцзян (Аксу). Китай, Династия Цин. D-25мм ; 1736-1795 ;  ; Cu ; F ; 73 ; Slava O ; 255 
 860 ; 1 цянь "даогуан тунбао" "боо шэнь" и солнце 12ч. Провинция Шэньси (Сиань). Китай, Династия Цин. D-25мм ; 1821-1850 ;  ; Cu ; F ; 49 ; von_Schwarz ; 157 
 861 ; 10 цяней "гуансюй тунбао". Провинция Синьцзян (Куча). Китай, Династия Цин. D-26мм ; 1875-1908 ;  ; Cu ; F ; 46 ; Гордиан ; 171 
 862 ; 1 цянь "сюаньтун тунбао" "боо юнь". Провинция Юннань (Юньнаньфу). Китай, Династия Цин. D-24,5мм ; 1909-1911 ;  ; Fe ; F ; 45 ; Slava O ; 453 
 763 ; Ас. Рим, имп. Германикус. М-9,76гр ; 37-38гг ;  ; Cu ; F-VF ; 37 ; a_kog ; 3060 
 764 ; Драхма. Элимас. Персидская Сатрапия под Парфией ; 1 век до нэ - 1 век нэ ;  ; Cu ; VF- ; 42 ; maymuse ; 1482 
 765 ; Драхма. Элимас. Персидская Сатрапия под Парфией ; 1 век до нэ - 1 век нэ ;  ; Cu ; VF- ; 52 ; maymuse ; 1558 
 766 ; Монета-стрелка. Скифы ; 4-5 век до нэ ;  ; Br ; F+ ; 61 ; bazilios ; 277 
 767 ; Монета-стрелка. Скифы ; 4-5 век до нэ ;  ; Br ; F+ ; 61 ; raise ; 224 
 768 ; Монета-стрелка. Скифы ; 4-5 век до нэ ;  ; Br ; F+ ; 48 ; asnik ; 239 
 769 ; Монета античная. Г. Фаланна. М-3,56гр ; III в до н.э. ;  ; Cu ; F+ ; 64 ; sergey51 ; 499 
 770 ; Монета античная. Г. Фаланна. М-5,26гр ; III в до н.э. ;  ; Cu ; F+ ; 35 ; leon777 ; 873 
 771 ; Монета античная. Г. Фаланна. М-6,11гр ; III в до н.э. ;  ; Cu ; F+ ; 29 ; leon777 ; 512 
 772 ; Монета античная. Г. Фаланна. М-7,29гр ; III в до н.э. ;  ; Cu ; F+ ; 33 ; leon777 ; 313 
 773 ; Монета античная. Г. Фаланна. М-4,89гр ; III в до н.э. ;  ; Cu ; F+ ; 22 ; leon777 ; 249 
 774 ; Монета античная. Г. Арад. М-3,15гр ; III в до н.э. ;  ; Cu ; F+ ; 26 ; von_Schwarz ; 401 
 775 ; Монета античная. Г. Арад. М-3,27гр ; III в до н.э. ;  ; Cu ; F+ ; 47 ; leon777 ; 512 
 776 ; Монета античная. Г. Арад. М-2,72гр ; III в до н.э. ;  ; Cu ; F+ ; 19 ; sergey51 ; 508 
 777 ; Монета античная. Г. Селевкия. М-7,29гр ; I в ;  ; Cu ; F+ ; 39 ; Dahan ; 313 
 778 ; Монета античная. Г. Антиохия. М-7,14гр ; I в до н.э. ;  ; Cu ; F+ ; 44 ; Dahan ; 313 
 779 ; Монета античная. Г. Антиохия. М-6,03гр ; I в до н.э. ;  ; Cu ; F+ ; 51 ; sergey51 ; 765 
 780 ; Монета античная. Г. Эпир. М-4,57гр ; III в до н.э. ;  ; Cu ; F-VF ; 39 ; leon777 ; 922 
 781 ; Монета античная. Г. Гартина. М-2,25гр ; III в до н.э. ;  ; Cu ; F+ ; 39 ; Dahan ; 514 
 782 ; Монета античная. Г. Анамея. М-5,01гр ; II в до н.э. ;  ; Cu ; F+ ; 30 ; sergey51 ; 512 
 783 ; Монета античная. Г. Анамея. М-6,80гр ; II в до н.э. ;  ; Cu ; F+ ; 60 ; sergey51 ; 765 
 784 ; Монета античная. Г. Мараф. М-8,68гр ; III в до н.э. ;  ; Cu ; F+ ; 31 ; sonegr ; 340 
 785 ; Фоллис. Рим, имп. Констанций Галл. М-2,12гр ; 351-354 ;  ; Cu ; F-VF ; 95 ; 1dima_s ; 603 
 786 ; Фоллис. Рим, имп. Крисп. М-3,42гр ; 317-326 ;  ; Cu ; F+ ; 126 ; sergey51 ; 416 
 787 ; Фоллис. Рим, имп. Крисп. М-2,62гр ; 317-326 ;  ; Cu ; F+ ; 45 ; sergey51 ; 379 
 788 ; Фоллис. Рим, имп. Константин I. М-3,03гр ; 306-337 ;  ; Cu ; F+ ; 131 ; sergey51 ; 403 
 789 ; Фоллис. Рим, имп. Константин I. М-3,97гр ; 306-337 ;  ; Cu ; F-VF ; 28 ; F111A ; 340 
 790 ; Фоллис. Рим, имп. Иовиан. М-2,48гр ; 363-364 ;  ; Cu ; F+ ; 49 ; dimasmirnov ; 320 
 791 ; Монета античная. Селевкиды, Антиох X. М-5,74гр ; 4-3 вв до н.э. ;  ; Cu ; F+ ; 63 ; leon777 ; 447 
 792 ; Монета античная. Селевкиды, Антиох X. М-5,26гр ; 4-3 вв до н.э. ;  ; Cu ; F+ ; 41 ; raise ; 195 
 793 ; Монета античная. Селевкиды, Селевк I. М-5,22гр ; 4 в до н.э. ;  ; Cu ; F+ ; 34 ; raise ; 159 
 794 ; Монета античная. Селевкиды, Селевк I. М-8,60гр ; 4 в до н.э. ;  ; Cu ; F+ ; 46 ; raise ; 265 
 795 ; Монета античная. Селевкиды, Селевк I. М-6,78гр ; 4 в до н.э. ;  ; Cu ; F+ ; 66 ; raise ; 185 
 796 ; Монета античная. Селевкиды, Антиох VII. М-5,12гр ; 3 в до н.э. ;  ; Cu ; F+ ; 49 ; kt589 ; 168 
 797 ; Монета античная. М-5,63гр ;  ;  ; Cu ; F+ ; 33 ; sonegr ; 215 
 798 ; Монета античная. М-13,04г ;  ;  ; Ag ; VF ; 58 ; cunde42 ; 3060 
 799 ; Обол. Пантикапей, г. Амис. М-17,48гр ; III в до н.э. ;  ; Cu ; F+ ; 50 ; Dahan ; 1121 
 800 ; Тетрахалк. Пантикапей. М-4,92г ; 294-284 гг до нэ ;  ;  ; F-VF ; 74 ; avtomasterbakal ; 459 
 801 ; Гемихалк. Пантикапей. М-1,14г ; 284-275 гг до нэ ;  ;  ; F-VF ; 92 ; 1dima_s ; 545 
 802 ; Дихалк. Пантикапей. М-2,22г ; 314-310 гг до нэ ;  ;  ; F-VF ; 55 ; 1dima_s ; 744 
 803 ; Дихалк. Пантикапей. М-3,03г ; 314-310 гг до нэ ;  ;  ; F+ ; 51 ; kt589 ; 99 
 804 ; Халк. Пантикапей. М-1,29г ; 314-310 гг до нэ ;  ;  ; F+ ; 39 ; 1dima_s ; 342 
 805 ; Обол. Пантикапей. М-1,82г ; 275-245 гг до нэ ;  ;  ; F+ ; 40 ; kt589 ; 110 
