 5644 ; Бона иностранная. Греция ;  ;  ;  ;  ; 7 ; sifirot ; 35 
 1153 ; Знак Высшее военно-морское инженерное училище ;  ;  ; Ж/м,эмаль ; XF ; 15 ; RAPAN ; 510 
 1154 ; Знак Высшее военно-морское инженерное училище ;  ;  ; Ж/м,эмаль ; XF ; 25 ; RAPAN ; 714 
 1155 ; Знак ВСООЛК ;  ;  ; Ж/м,эмаль ; XF ; 35 ; verunk1 ; 2362 
 1156 ; Знак МТЛ ;  ;  ; Al ; XF ; 11 ; Евгений360 ; 117 
 1157 ; Знак СИИГХ ;  ;  ; Al ; XF ; 17 ; peashooter ; 633 
 1158 ; Знак МТ РСФСР ЛЕНМОЛОКО ;  ;  ; Ж/м,эмаль ; XF ; 53 ; СТС1 ; 2064 
 1159 ; Знак Латвия ;  ;  ; Ж/м,эмаль ; XF ; 48 ; verunk1 ; 2040 
 1160 ; Знак ФОТО. Рига ;  ;  ; Ж/м,эмаль ; XF- ; 23 ; blackhunter ; 411 
 1161 ; Знак Красноярский универмаг ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; ZOLTAN333 ; 1653 
 1162 ; Знак Леновощ торг ;  ;  ; Ж/м,эмаль ; XF ; 64 ; Фольклорист ; 1353 
 1163 ; Знак. Медицинский техникум ; ЛМД ;  ; ж/м ; XF ; 38 ; 61irek ; 308 
 1164 ; Знак. Водитель мотоцикла. ДОСААФ СССР ;  ;  ; б/м ; XF- ; 62 ; Vanka ; 101 
 1165 ; Знак Министерство торговли РОСЮВЕЛИРТОРГ РСФСР ;  ;  ; Ж/м,эмаль ; XF ; 36 ; Детка ; 1654 
 1166 ; Знак. Английский сеттер ;  ;  ; ж/м ; XF- ; 15 ; 13975 ; 53 
 1167 ; Знак. Совхоз "Тагильский комсомолец" ;  ;  ; б/м ; VF+ ; 9 ; RAPAN ; 130 
 1168 ; Знак. ОВМР Ленинград-77 ;  ;  ; ж/м ; XF- ; 41 ; RAPAN ; 221 
 1169 ; Знак. Слава труду ;  ;  ; ж/м ; VF+ ; 67 ; ни себе , ни людям ; 209 
 1170 ; Знак. Отличник изобретательства и рационализации. ВОИР ; 1975 ;  ; Al ; XF ; 49 ; ни себе , ни людям ; 203 
 1171 ; Знак. Германия ;  ;  ; ж/м ; VF+ ; 9 ; murman ; 111 
 1172 ; Знак. Бригада РКА БФ ; 1998 ;  ; ж/м ; XF ; 30 ; RAPAN ; 365 
 1173 ; Знак За отличную службу в МВД ;  ;  ; Ж/м ; VF-XF ; 27 ; 61irek ; 400 
 1174 ; Знак Фестиваль молодежи Эстонии ;  ;  ; Б/м ; VF ; 14 ; ZOLTAN333 ; 312 
 1175 ; Знак Комитет по физ культуре и спорту ;  ;  ; Ж/м ; VF+ ; 22 ; RAPAN ; 134 
 1176 ; Знак ГСО ;  ;  ; Ж/м,эмаль ; VF ; 22 ; 61irek ; 407 
 1177 ; Знак Третий разряд ;  ;  ; Ж/м,эмаль ; F-VF ; 42 ; Grinch ; 97 
 1178 ; Знак 50 лет краснознаменному погранотряду ;  ;  ; Al ; XF ; 25 ; vladimirov ; 397 
 1179 ; Знак Общественный инспектор по безопасности движения МПС СССР ;  ;  ; Al ; VF+ ; 24 ; Ivanov ; 100 
 1180 ; Знак 1 разряд ;  ;  ; Ж/м,эмаль ; VF ; 19 ; evseechevvv ; 793 
 1181 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; VF- ; 51 ; alchemist ; 1145 
 1182 ; Знак 40 лет навигацкой школы ;  ;  ; Al ; XF ; 13 ; RAPAN ; 161 
 1183 ; Знак 5 съезд компартии Вьетнама ;  ;  ; Al ; XF ; 14 ; SadKo ; 126 
 1184 ; Знак Офицерская классность 3ст ;  ;  ; Ж/м,эмаль ; XF ; 20 ; stb79 ; 58 
 1185 ; Знак Военная кокарда Юголславия ;  ;  ; Ж/м,эмаль ; XF ; 43 ; SERGE5064 ; 315 
 1186 ; Знак Всегда готов ;  ;  ; Ж/м,эмаль ; VF- ; 32 ; STANDART ; 150 
 1087 ; Знак Больница им С.П.Боткина ;  ;  ; Ж/м,эмаль ; XF ; 11 ; 723 ; 459 
 1088 ; Знак Ветеран энергетики Узбекистана ;  ;  ; Ж/м,эмаль ; XF ; 10 ; Кашемир ; 340 
 1089 ; Знак Чемпион. Первенство области. Казах ССР ;  ;  ; Ж/м,эмаль ; XF ; 11 ; blackhunter ; 265 
 1090 ; Знак 2 место. Первенство области. Казах ССР ;  ;  ; Ж/м,эмаль ; XF ; 17 ; solder13 ; 306 
 1091 ; Знак Первенство области ;  ;  ; Ж/м,эмаль ; VF-XF ; 18 ; solder13 ; 414 
 1092 ; Знак БГТО ;  ;  ; Ж/м,эмаль ; XF ; 78 ; Олег 22 ; 1022 
 1093 ; Знак Матч-реванш на звание чемпиона мира. Каспарок-Карпов ;  ;  ; Ж/м,эмаль ; VF-XF ; 24 ; Увлеченный ; 257 
 1094 ; Знак Матч-реванш на звание чемпиона мира. Каспарок-Карпов ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; Увлеченный ; 259 
 1095 ; Знак Матч-реванш на звание чемпиона мира. Каспарок-Карпов ;  ;  ; Ж/м,эмаль ; VF-XF ; 17 ; Кашемир ; 114 
 1096 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF ; 6 ; Кашемир ; 57 
 1097 ; Знак VI Фестиваль ;  ;  ; Ag ; XF ; 33 ; valet6 ; 930 
 1098 ; Знак Игры доброй воли Медслужба ;  ;  ; Ж/м ; VF-XF ; 29 ; 723 ; 620 
 1099 ; Знак Игры доброй воли Тренер ;  ;  ; Ж/м ; VF-XF ; 18 ; Папа с рацией ; 459 
 1100 ; Знак Отличник энергетики и электрификации ;  ;  ; Al ; XF ; 23 ; VIC_75 ; 153 
 1101 ; Знак Ветеран Карельского фронта Удостоверение ;  ;  ; Al ; XF ; 17 ; ZOLTAN333 ; 216 
 1102 ; Знак ВЛКСМ ;  ;  ; Ж/м ; XF ; 15 ; Grinch ; 115 
 1103 ; Знак ВВМКУ Фрунзе ;  ;  ; Ж/м,эмаль ; VF-XF ; 67 ; ZOLTAN333 ; 1532 
 1104 ; Знак БГАРФ ;  ;  ; Al ; XF ; 81 ; Евгений360 ; 1251 
 1105 ; Знак Турист. Мурманск ;  ;  ; Al ; XF ; 14 ; жених ; 77 
 1106 ; Знак 100 лет ЛМЗ ;  ;  ; Ж/м ; XF ; 22 ; murman ; 111 
 1107 ; Знак 50 лет первый всесоюзный слет стахановцев-энергетиков ;  ;  ; Ж/м,эмаль ; VF ; 4 ; жених ; 51 
 1108 ; Знак Мастер спорта ;  ;  ; Б/м ; VF-XF ; 37 ; VPV89 ; 2612 
 1109 ; Знак Третий разряд ;  ;  ; Ж/м,эмаль ; VF ; 26 ; Увлеченный ; 946 
 1110 ; Знак 70 лет ОКПП Ленинград ;  ;  ; Ж/м ; XF ; 14 ; blackhunter ; 666 
 1111 ; Знак ГТО СССР 2 ступени ;  ;  ; Ж/м,эмаль ; VF ; 33 ; Mart71 ; 1799 
 1112 ; Знак Спартакиада народов СССР. Участник ;  ;  ; Ж/м,эмаль ; VF ; 19 ; arsenich-s ; 714 
 1113 ; Знак ЛПИ им М.И.Калинина ;  ;  ; Ж/м,эмаль ; VF+ ; 36 ; Евгений360 ; 916 
 1114 ; Знак Лауреат НТТМ ;  ;  ; Ж/м ; XF ; 30 ; Ivanov ; 232 
 1115 ; Знак ГВФ 100000 км ;  ;  ; Ж/м,эмаль ; VF ; 63 ; Aleks255 ; 2993 
 1116 ; Знак 1 разряд ;  ;  ; Ж/м,эмаль ; VF ; 28 ; doc2 ; 1490 
 1117 ; Знак Окончание ВУЗа ;  ;  ; Ж/м,эмаль ; VF+ ; 54 ; von_Schwarz ; 5001 
 1118 ; Знак 20 лет Гос Лесной охране ;  ;  ; Ж/м,эмаль ; VF ; 14 ; жених ; 1625 
 1119 ; Знак Военно-Морская академия ;  ;  ; Б/м,эмаль ; XF ; 36 ; verunk1 ; 1938 
 1120 ; Знак Подлодка ;  ;  ; Б/м,эмаль ; XF ; 40 ; VPV89 ; 1315 
 1121 ; Знак Почетный нефтехимик ;  ;  ; Ж/м ; XF ; 29 ; ZOLTAN333 ; 928 
 1122 ; Знак ВВМУРЭ им А.С.Попова ;  ;  ; Ж/м ; XF ; 27 ; жених ; 165 
 1123 ; Знак Отличный движенец ;  ;  ; Ж/м,эмаль ; VF ; 55 ; oleghh7 ; 1971 
 1124 ; Знак ГИБДД ;  ;  ; Ж/м ; XF+ ; 36 ; жених ; 202 
 1125 ; Знак Всесоюзные юношеские соревнования 1 место ;  ;  ; Ж/м,эмаль ; VF-XF ; 36 ; valet6 ; 2436 
 1126 ; Знак. Объект Арктитка ;  ;  ; ж/м ; VF ; 17 ; рост ; 319 
 1127 ; Знак. Санитарная дружина СССР ;  ;  ; ж/м ; XF- ; 36 ; 61irek ; 681 
 1128 ; Знак. Юниоры. 3 место ;  ;  ; ж/м ; XF- ; 15 ; SERGEY57 ; 50 
 1129 ; Знак. Соревнования по гимнастике в Штутгарте ; 1961 ;  ; б/м ; VF ; 15 ; 1-й ; 72 
 1130 ; Знак. 1 медицинский институт. Рига ;  ;  ; жм ; VF+ ; 26 ; Евгений360 ; 1100 
 1131 ; Знак. 40 лет Победы советского народа в Великой Отечественной войне ;  ;  ; ж/м ; XF ; 24 ; pavel5419 ; 55 
 1132 ; Знак. Юниоры. 2 место ;  ;  ; б/м ; XF ; 15 ; SERGEY57 ; 50 
 1133 ; Знак. Норильск. 50 лет санчасти ;  ;  ; ж/м ; VF+ ; 19 ; VIC_75 ; 184 
 1134 ; Знак. Юниоры. 1 место ;  ;  ; ж/м ; XF ; 19 ; SadKo ; 51 
 1135 ; Знак. Пограничные войска РФ ;  ;  ; ж/м ; VF+ ; 21 ; murman ; 111 
 1136 ; Знак. Фестиваль ; 1957ЛМД ;  ; ж/м ; VF-XF ; 26 ; 133 ; 79 
 1037 ; Знак отличник соц соревнования МРФ СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 26 ; praktika ; 3314 
 1038 ; Знак В.И.Ленин ; ММД ;  ; Al ; XF ; 7 ; harpushtak71 ; 45 
 1039 ; Знак народной армии. Польша ;  ;  ; Б/м,эмаль ; VF+ ; 12 ; SadKo ; 45 
 1040 ; Знак Отличник Каз ССР ;  ;  ; Al ; XF ; 24 ; Ivanov ; 255 
 1041 ; Знак Отличник соц соревнования Минмедром ;  ;  ; Al ; XF ; 25 ; 723 ; 414 
 1042 ; Знак Отличник соц соревнования  МИНПРОМСТРОЙ СССР ;  ;  ; Al ; VF-XF ; 14 ; evseechevvv ; 204 
 1043 ; Знак Отличник соц соревнования МИНСЕВЗАПСТРОЙ СССР ;  ;  ; Al ; XF ; 8 ; Ivanov ; 153 
 1044 ; Знак Отличник соц соревнования ;  ;  ; Al ; VF-XF ; 5 ; Ivanov ; 125 
 1045 ; Знак Отличник соц соревнования  МРО СССР (2шт) ; ММД ;  ; Al ; VF-XF ; 25 ; ZH32 ; 407 
 1046 ; Знак Академия ФСБ России ;  ;  ; Ж/м ; XF ; 46 ; oleghh7 ; 255 
 1047 ; Знак Управление ФСБ РФ по Ленинградскому военному округу. 1 отдел ;  ;  ; Ж/м ; XF+ ; 30 ; Вадим Старый ; 389 
 1048 ; Знак. Олимпиада в Берлине в 1936г ;  ;  ; ж/м ; VF+ ; 17 ; noviyok ; 366 
 1049 ; Знак военного летчика 1 класс Украина ;  ;  ; Ж/м ; XF ; 13 ; doc2 ; 666 
 1050 ; Знак "Эдельвейс". Германия. D - 35mm ;  ;  ; ж/м ; XF ; 17 ; fillin ; 1111 
 1051 ; Знак Отличник соц соревноания УРСР ; ММД ;  ; Ж/м,эмаль ; VF+ ; 20 ; igaist ; 555 
 1052 ; Знак Отличник соц соревноания с/х ;  ;  ; Al ; XF+ ; 37 ; Mike! ; 196 
 1053 ; Знак. Спортклуб ФЭФ ;  ;  ; Ж/м ; VF+ ; 34 ; murman ; 155 
 1054 ; Знак. ДСО Спартак ; 1935 ;  ; Жм ; VF-XF ; 74 ; fillin ; 1449 
 1055 ; Знак. ВЛКСМ конференция ФЭФ ;  ;  ; Бм.жм ; VF ; 9 ; Папа с рацией ; 120 
 1056 ; Знак. Универсиада-91 ;  ;  ; Ж/м ; VF+ ; 40 ; Увлеченный ; 71 
 1057 ; Знак. Погранотряд. Владивосток ;  ;  ; ж/м ; VF-XF ; 23 ; Папа с рацией ; 211 
 1058 ; Знак. Балтийское содружество ;  ;  ; ж/м ; VF-XF ; 5 ; flotskij ; 23 
 1059 ; Знак. Краснознаменный Балтийский рыбный флот ;  ;  ; Бм ; XF ; 16 ; SadKo ; 108 
 1060 ; Знак. Финляндия. Памяти погибших моряков ;  ;  ; Ag ; XF- ; 45 ; RAPAN ; 411 
 1061 ; Знак. Финляндия ;  ;  ; б/м ; XF- ; 28 ; bliznetz ; 213 
 1062 ; Знак. Финляндия. Метание копья ;  ;  ; б/м ; VF+ ; 25 ; lizz ; 114 
 1063 ; Знак. Финляндия. Герб города ;  ;  ; Ag ; XF ; 86 ; архыз ; 340 
 1064 ; Знак. ЛЭТИ ;  ;  ; ж/м ; XF ; 23 ; valet6 ; 829 
 1065 ; Знак. Победитель соцсоревнования ; 1973 ;  ; ж/м ; XF+ ; 7 ; murman ; 17 
 1066 ; Знак. Фронтовик1 ;  ;  ; ж/м ; AU ; 16 ; gola78 ; 91 
 1067 ; Знак. Детская спортивная школа ;  ;  ; Бм ; VF+ ; 45 ; 1-й ; 340 
 1068 ; Знак 50 лет металлургии легких сплавов ; ММД ;  ; Ж/м,эмаль ; VF+ ; 16 ; SadKo ; 87 
 1069 ; Знак Всероссийское общество охраны природы ;  ;  ; Al ; VF ; 5 ; spasatel2012 ; 6 
 1070 ; Знак. Отличник военного строительства ;  ;  ; ж/м ; F ; 24 ; Рубчик ; 47 
 1071 ; Знак. ЛЭТИ ;  ;  ; ж/м ; XF ; 61 ; Евгений360 ; 1658 
 1072 ; Знак ГТО. 1 разряд ;  ;  ; ж/м ; VF+ ; 33 ; oleghh7 ; 765 
 1073 ; Знак. 50 лет КПСС ;  ;  ; ж/м ; XF- ; 29 ; stilspb ; 522 
 1074 ; Знак. Альпинист СССР 1 ступени ;  ;  ; ж/м ; VF ; 50 ; GetLucky ; 323 
 1075 ; Знак. ВМА им.Кирова. Тип I ;  ;  ; Б/м ; XF+ ; 30 ; verunk1 ; 7206 
 1076 ; Знак 50 лет ССCР ;  ;  ; Al ; XF ; 5 ; pavel5419 ; 56 
 1077 ; Знак Дружинник ;  ;  ; Al ; VF+ ; 12 ; Henneberg_A ; 12 
 1078 ; Знак Юнешеская секция-друг природы ;  ;  ; Al ; VF ; 2 ; spasatel2012 ; 3 
 1079 ; Медаль миниатюрная противовоздушная оброна. Швеция ;  ;  ; Ag ; XF- ; 38 ; gelius ; 2500 
 1080 ; Медаль миниатюрная общества Красного креста "За заслуги". Швеция ;  ;  ; Ag ; XF- ; 40 ; gelius ; 2500 
 1081 ; Знак Примерный солдат. Польша ;  ;  ; Б/м,эмаль ; VF ; 20 ; архыз ; 714 
 1082 ; Знак Отличник ВСП Дозорный ;  ;  ; Ж/м ; XF ; 18 ; Кашемир ; 204 
 1083 ; Знак Присягнувший России ;  ;  ; Ж/м ; XF ; 31 ; Mart71 ; 322 
 1084 ; Знак ПСКР "Карелия" ;  ;  ; Ж/м ; XF ; 24 ; ЖИГУЛЬ ; 536 
 1085 ; Знак ГТО 2 ступени. Отличник ;  ;  ; Ж/м,эмаль ; VF-XF ; 37 ; Олег 22 ; 1144 
 1086 ; Знак 2 место Казахстан ;  ;  ; Ж/м,эмаль ; VF ; 26 ; SadKo ; 477 
 987 ; Жетон. Серия "Великие россияне". А.С.Пушкин. D - 25mm ;  ;  ; Ag ; Proof ; 24 ; sbsb777 ; 702 
 988 ; Жетон. Канада. Игры содружества ;  ;  ; Cu-Ni ; AU ; 10 ; divergent ; 126 
 989 ; Жетон год обезьяны ;  ;  ; Ж/м ; XF ; 10 ; divergent ; 59 
 990 ; Жетон. Coins Москва. D - 35mm ; 2014 ;  ; ж/м ; XF ; 13 ; bonipari ; 101 
 991 ; Медаль школьная серебряная УРСР. D-32мм ;  ;  ; Ag ; XF ; 64 ; advokatovl5 ; 1664 
 992 ; Медаль школьная серебро УРСР. D-40мм ;  ;  ; Б/м ; AU ; 12 ; Mike! ; 357 
 993 ; Жетон. 70 лет Победы в ВОВ. D - 30mm ; 2015 ;  ; ж/м ; Proof ; 13 ; ooooo1961 ; 497 
 994 ; Жетон. 70 лет Победы в ВОВ. D - 30mm ; 2015 ;  ; ж/м ; Proof ; 17 ; Детка ; 468 
 995 ; Жетон Л.И.Брежнев ;  ;  ; Б/м ; XF+ ; 22 ; cotangens ; 127 
 996 ; Жетон. Русская банка. Рубль. D-31мм ;  ;  ; Cu-Ni ; AU ; 21 ; Alef1 ; 134 
 997 ; Жетон. 70 лет Победы в ВОВ. D - 30mm ; 2015 ;  ; б/м ; Proof ; 47 ; ooooo1961 ; 529 
 998 ; Жетон. Выставка Coins 2014года в Москве. D - 35mm ; 2014 ;  ; Жм ; XF ; 13 ; РЫЖИЙ КОТ ; 104 
 999 ; Жетон Царь Борис Годунов. С ошибкой в дате ; СПМД ;  ; Cu-Ni ; XF ; 27 ; Alef1 ; 567 
 1000 ; Жетон Великий Князь Московский Василий III. С ошибкой в дате ; СПМД ;  ; Cu-Ni ; XF+ ; 26 ; Alef1 ; 614 
 1001 ; Жетон Царь Федор Иоанович. С ошибкой в дате ; СПМД ;  ; Cu-Ni ; XF ; 23 ; Alef1 ; 615 
 1002 ; Жетон Царь Иоанн IV Грозный. С ошибкой в дате ; СПМД ;  ; Cu-Ni ; XF+ ; 31 ; Alef1 ; 616 
 1003 ; Медаль золото РФ ;  ;  ; Ж/м ; AU ; 13 ; Mart71 ; 501 
 1004 ; Медаль золото РФ ;  ;  ; Ж/м ; AU ; 11 ; solder13 ; 453 
 1005 ; Медаль серебро РФ ;  ;  ; Б/м ; AU ; 21 ; solder13 ; 503 
 1006 ; Медаль серебро РФ ;  ;  ; Б/м ; AU ; 11 ; Mart71 ; 501 
 1007 ; Знак 60 лет ССCР ;  ;  ; Al ; XF ; 10 ; veektor ; 24 
 1008 ; Знак Космос ; ЛМД ;  ; Ж/м ; XF ; 22 ; Dahan ; 72 
 1009 ; Знак. СССР ; 1973 ;  ; Al ; XF ; 30 ; RAPAN ; 342 
 1010 ; Знак За окончания ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; AU ; 19 ; mirumir ; 231 
 1011 ; Знак Ленинград ; ЛМД ;  ; Ж/м ; XF ; 15 ; ain ; 55 
 1012 ; Знак Нью-Йорк- СССР 1959 ; ЛМД ;  ; Б/м,эмаль ; XF ; 17 ; ain ; 261 
 1013 ; Знак НТО СССР ; ММД ;  ; Ж/м,эмаль ; AU ; 8 ; murman ; 41 
 1014 ; Знак 50 лет КПСС ; ММД ;  ; Ag,эмаль ; AU ; 46 ; Mart71 ; 714 
 1015 ; Знак. Олимпиада в Берлине в 1936г ;  ;  ; Fe ; XF- ; 45 ; Mart71 ; 3570 
 1016 ; Знак военного летчика. Чехословакия ; 1968 ;  ; Ж/м ; VF ; 13 ; jugla ; 786 
 1017 ; Знак 400 лет установления патриаршества на Руси ;  ;  ; Al ; XF+ ; 27 ; eliseev alex ; 59 
 1018 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF+ ; 34 ; Grinch ; 107 
 1019 ; Знак Невская эстафета ; 1948 ;  ; Б/м,эмаль ; VF ; 27 ; valet6 ; 1630 
 1020 ; Знак ДСО Красный кондитре "КК" ;  ;  ; Б/м,эмаль ; VF+ ; 32 ; von_Schwarz ; 4100 
 1021 ; Знак 50 лет КПСС ;  ;  ; Ag,эмаль ; XF ; 30 ; fillin ; 649 
 1022 ; Знак ДСО-Мотор ;  ;  ; Ж/м,эмаль ; VF ; 40 ; von_Schwarz ; 5106 
 1023 ; Знак Отличник служба быта ;  ;  ; Al ; VF-XF ; 11 ; STANDART ; 105 
 1024 ; Знак Отличник хим промышленности СССР ;  ;  ; Al ; VF-XF ; 8 ; Кашемир ; 138 
 1025 ; Знак Отличный пограничник 2 степени ;  ;  ; Al ; XF ; 35 ; Andy M ; 340 
 1026 ; Знак Участнику боевых действий ;  ;  ; Al ; XF ; 35 ; Вадим Старый ; 170 
 1027 ; Знак За борьбу с пиратами Сомали 2008 ;  ;  ; Ж/м,эмаль ; AU ; 38 ; dim66 ; 610 
 1028 ; Знак. ЛКВВИА. Тип I ;  ;  ; б/м ; XF+ ; 56 ; verunk1 ; 7717 
 1029 ; Знак Всесоюзные соревнования. Победитель ; ММД ;  ; Б/м,эмаль ; XF- ; 15 ; mebius ; 308 
 1030 ; Знак Призер первенства коллективов физкультуры Приволжских областей ;  ;  ; Ж/м ; VF+ ; 25 ; Antoschka ; 623 
 1031 ; Знак Тяжелая атлетика. Дания ; 40-х гг ;  ; Б/м ; VF+ ; 29 ; Vargsss ; 1713 
 1032 ; Знак Татарстан. Мастер спорта ;  ;  ; Ж/м ; VF-XF ; 17 ; mebius ; 906 
 1033 ; Знак Пилота. Планеризм 2 степень. Швеция ;  ;  ; Б/м,эмаль ; VF ; 12 ; landser77 ; 430 
 1034 ; Знак ВЛКСМ ; ММД ;  ; Ж/м,эмаль ; XF ; 21 ; архыз ; 37 
 1035 ; Знак Красный крест ;  ;  ; Ж/м,эмаль ; VF ; 5 ; 723 ; 130 
 1036 ; Знак за10 лет выслуги в пожарной охране. Эстония ;  ;  ; br,сер,эмаль ; VF+ ; 42 ; Vova1950 ; 1134 
 937 ; Жетон в память коронации короля Георга и королевы Марии. D-21мм ;  ;  ; Br ; XF+ ; 13 ; lizz ; 350 
 938 ; Медаль в память коронации короля Георга и королевы Марии. D-37мм. Отверстие ;  ;  ; Al ; F+ ; 17 ; Lena6975 ; 232 
 939 ; Медаль полиции. Япония. D-65мм ;  ;  ; Б/м ; XF+ ; 20 ; архыз ; 283 
 940 ; Медаль 40 лет ФРГ. Германия. D-40мм ;  ;  ; Б/м ; XF+ ; 11 ; Mike! ; 147 
 941 ; Медаль Германия. D-39мм ;  ;  ; Ж/м ; AU ; 19 ; Mike! ; 95 
 942 ; Медаль Монако. ЕС. D-49мм ;  ;  ; Б/м ; AU ; 22 ; Mike! ; 185 
 943 ; Медаль 30 лет народной армии. Германия. D-40мм ;  ;  ; Б/м ; XF+ ; 22 ; СТРЕКОЗА ; 158 
 944 ; Медаль Берлин. Германия. D-31мм ;  ;  ; Б/м ; AU ; 17 ; Mike! ; 142 
 945 ; Медаль Магдебург. Германия. D-35мм ;  ;  ; Б/м ; XF+ ; 16 ; Mike! ; 135 
 946 ; Жетон иностранный ;  ;  ; Б/м ; XF+ ; 20 ; eliseev alex ; 55 
 947 ; Медаль. D-70мм ;  ;  ; Br ; XF- ; 22 ; igaist ; 407 
 948 ; Медаль. Хельсинки. D-60мм ;  ;  ; Br ; XF ; 26 ; spasatel2012 ; 313 
 949 ; Медаль. Стокгольм. Швеция. D-43мм ;  ;  ; Б/м ; VF- ; 23 ; igaist ; 272 
 950 ; Медаль Музей. D-36мм ; 1968 ;  ; Ж/м ; XF ; 10 ; СТРЕКОЗА ; 147 
 951 ; Медаль. Эдуард VII. D-38мм. Отверстие ;  ;  ; Б/м ; F ; 15 ; Lena6975 ; 89 
 952 ; Жетон на коронацию Эдуарада VII и королевы Александры. D-32мм ;  ;  ; Br ; VF- ; 41 ; lizz ; 680 
 953 ; Жетон на коронацию Эдуарада VIII. D-32мм ;  ;  ; Br ; VF- ; 19 ; lizz ; 524 
 954 ; Медаль. Эдуард VII. D-38мм. Отверстие ;  ;  ; Б/м ; VF ; 24 ; Lena6975 ; 278 
 955 ; Медаль в память коронации короля Георга и королевы Марии. D-37мм. Отверстие ;  ;  ; Б/м ; F-VF ; 25 ; Lena6975 ; 453 
 956 ; Медаль. Великобритания. Коронация короля Джорджа V и королевы Мэри. D - 32mm ; 1911 ;  ; ж/м ; VF+ ; 44 ; lizz ; 389 
 957 ; Медаль. Великобритания. D - 24mm ;  ;  ; ж/м ; VF-XF ; 11 ; lizz ; 377 
 958 ; Жетон Виктория D-13мм ;  ;  ; Ж/м ; VF- ; 22 ; Lena6975 ; 171 
 959 ; Медаль XI Зимняя Олимпиада в Сапорро. Япония. 1972. D-33мм ;  ;  ; Ж/м ; XF ; 20 ; Вадим Старый ; 666 
 960 ; Медаль Германия. D-31мм ;  ;  ; Б/м ; AU ; 12 ; divergent ; 133 
 961 ; Медаль Германия. D-31мм ;  ;  ; Б/м ; AU ; 21 ; Mike! ; 136 
 962 ; Медаль Германия. D-31мм ;  ;  ; Б/м ; AU ; 19 ; divergent ; 133 
 963 ; Медаль Германия. D-34мм ;  ;  ; Б/м ; XF ; 16 ; цеховик ; 147 
 964 ; Медаль Экспресс. Германия. D-30мм ;  ;  ; Б/м ; Proof-Like ; 28 ; Mike! ; 363 
 965 ; Медаль Европа. Германия. D-29мм ;  ;  ; Б/м ; Proof-Like ; 3 ; Mike! ; 57 
 966 ; Жетон Германия. D-25мм ;  ;  ; Ж/м ; XF ; 4 ; Mike! ; 114 
 967 ; Медаль Германия. D-35мм ;  ;  ; Б/м ; XF+ ; 16 ; guronidze ; 150 
 968 ; Жетон. Лейпциг Германия. D-25мм ;  ;  ; Би/м ; XF+ ; 23 ; eres ; 201 
 969 ; Жетон. Франция. D-29мм ;  ;  ; Б/м ; VF-XF ; 3 ; Mike! ; 987 
 970 ; Жетон. Франция. D-29мм ;  ;  ; Б/м ; VF+ ; 32 ; Mike! ; 1111 
 971 ; Жетон. Дюсельдорф Германия. D-30мм ;  ;  ; Б/м ; XF ; 4 ; Mike! ; 67 
 972 ; Жетон. Италия. Рим. D-24мм ;  ;  ; Б/м ; VF+ ; 20 ; Dmitry21 ; 150 
 973 ; Жетон Германия. D-30мм ;  ;  ; Ж/м ; AU ; 24 ; Mike! ; 130 
 974 ; Религиозный жетон ;  ;  ; Б/м ; XF- ; 22 ; Mike! ; 200 
 975 ; Религиозный жетон ;  ;  ; Б/м ; XF ; 13 ; цеховик ; 203 
 976 ; Религиозный жетон ;  ;  ; Al ; VF+ ; 9 ; Mike! ; 126 
 977 ; Религиозный жетон ;  ;  ; Б/м ; VF ; 4 ; Mike! ; 35 
 978 ; Религиозный жетон ;  ;  ; Б/м ; XF- ; 4 ; Mike! ; 35 
 979 ; Религиозный жетон ;  ;  ; Al ; VF+ ; 4 ; Mike! ; 35 
 980 ; Религиозный жетон ;  ;  ; Ж/м ; XF ; 8 ; divergent ; 115 
 981 ; Религиозный жетон ;  ;  ; Ж/м ; VF-XF ; 4 ; Mike! ; 10 
 982 ; Жетон 1 кружка пива. D-20мм ;  ;  ; Br ; VF ; 60 ; eliseev alex ; 400 
 983 ; Жетон. Германия. D-25мм ;  ;  ; Би/м ; XF+ ; 11 ; eres ; 204 
 984 ; Медаль Иоанн Павел II. D-30мм ;  ;  ; Б/м ; AU ; 14 ; Mike! ; 136 
 985 ; Жетон. Германия. D-30мм ;  ;  ; Б/м ; AU ; 23 ; Mike! ; 77 
 986 ; Медаль Германия. D-25мм ;  ;  ; Br ; XF ; 7 ; Mike! ; 111 
 887 ; Жетон Хьюго Экнер. D-32мм ;  ;  ; Б/м ; XF- ; 16 ; Mike! ; 1134 
 888 ; Жетон Франция. D-21мм ;  ;  ; Br ; VF ; 38 ; Mike! ; 443 
 889 ; Жетон Германия. D-30мм ;  ;  ; Ж/м ; XF ; 3 ; Mike! ; 102 
 890 ; Жетон Нюрнберг. Германия. D-22мм ;  ;  ; Ж/м ; XF+ ; 3 ; Mike! ; 114 
