 3644 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nik23455 ; 42 
 812 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; волга ; 32 
 813 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; jef688 ; 29 
 814 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; Al0851 ; 39 
 815 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; волга ; 32 
 816 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; ВММ ; 42 
 817 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; Al0851 ; 41 
 818 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; волга ; 34 
 819 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 18 ; волга ; 33 
 820 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; VF ; 45 ; ilgamax ; 750 
 821 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F ; 65 ; DozorB ; 1237 
 822 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 44 ; piter_k ; 206 
 823 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF ; 82 ; cotangens ; 586 
 824 ; Копейка. Инкузный след ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 63 ; zoom30 ; 612 
 825 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 26 ; win.gradoff ; 201 
 826 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 16 ; Банзай ; 59 
 827 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 109 ; ilgamax ; 794 
 828 ; Денга допетровская ;  ;  ; Ag ; F-VF ; 100 ; sonegr ; 368 
 829 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; Al0851 ; 38 
 830 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 26 ; Майкл ; 214 
 831 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 31 ; zoom30 ; 184 
 832 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF-XF ; 42 ; Бронзобород ; 104 
 833 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 34 ; piter_k ; 100 
 834 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 31 ; sinus ; 204 
 835 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 73 ; cotangens ; 407 
 836 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 87 ; Майкл ; 352 
 837 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF-XF ; 53 ; kolhis ; 169 
 838 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 40 ; Bolt ; 306 
 839 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; VF- ; 83 ; kostian ; 612 
 840 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; VF ; 37 ; Майкл ; 714 
 841 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 50 ; cotangens ; 836 
 842 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 75 ; cotangens ; 312 
 843 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 63 ; Майкл ; 126 
 844 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF-XF ; 38 ; PolAn ; 279 
 845 ; Копейка. Михаил Федорович. Новгород ; 1617-1627 ;  ; Ag ; VF ; 42 ; Банзай ; 142 
 846 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF ; 42 ; Майкл ; 133 
 847 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; VF- ; 54 ; viridis ; 332 
 848 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 28 ; Майкл ; 259 
 849 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF+ ; 20 ; viridis ; 180 
 850 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 25 ; alex67 ; 206 
 851 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF+ ; 63 ; niger ; 1122 
 852 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF+ ; 64 ; sinus ; 1613 
 853 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 18 ; kolhis ; 46 
 854 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 35 ; Григорий ; 41 
 855 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 15 ; imi ; 39 
 856 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; волга ; 45 
 857 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; волга ; 34 
 858 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 44 ; $$$ ; 391 
 859 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F+ ; 59 ; niger ; 816 
 860 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 24 ; koga ; 70 
 861 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 29 ; кве ; 337 
 762 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; волга ; 26 
 763 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 7 ; волга ; 26 
 764 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Al0851 ; 27 
 765 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; imi ; 31 
 766 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; ur_adamov ; 30 
 767 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 33 ; ВММ ; 50 
 768 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; волга ; 26 
 769 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; Ал2010 ; 26 
 770 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 10 ; волга ; 26 
 771 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 13 ; волга ; 24 
 772 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; волга ; 26 
 773 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 9 ; Al0851 ; 30 
 774 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 16 ; Bolt ; 79 
 775 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 18 ; himik121 ; 48 
 776 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; nikita1980 ; 39 
 777 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 18 ; волга ; 26 
 778 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 18 ; волга ; 26 
 779 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; samsung ; 51 
 780 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 18 ; волга ; 26 
 781 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 8 ; kolhis ; 31 
 782 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; волга ; 26 
 783 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; Bolt ; 48 
 784 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; волга ; 26 
 785 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; Al0851 ; 31 
 786 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 5 ; волга ; 26 
 787 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; kolhis ; 31 
 788 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; win.gradoff ; 43 
 789 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; Григорий ; 33 
 790 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; волга ; 26 
 791 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 7 ; волга ; 26 
 792 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; Al0851 ; 39 
 793 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 7 ; волга ; 26 
 794 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 6 ; волга ; 26 
 795 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 18 ; волга ; 35 
 796 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 54 ; ВММ ; 125 
 797 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 29 ; волга ; 39 
 798 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 16 ; ВММ ; 44 
 799 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; волга ; 26 
 800 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; волга ; 26 
 801 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 11 ; himik121 ; 58 
 802 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 11 ; Cvetkov ; 22 
 803 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 12 ; Ал2010 ; 31 
 804 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 12 ; Ал2010 ; 31 
 805 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; zoom30 ; 57 
 806 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 13 ; волга ; 30 
 807 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 12 ; Ал2010 ; 31 
 808 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 6 ; волга ; 27 
 809 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 17 ; evg ; 64 
 810 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 11 ; imi ; 32 
 811 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 18 ; Bolt ; 79 
 712 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 77 ; murew ; 438 
 713 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 43 ; murew ; 347 
 714 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 28 ; Al0851 ; 73 
 715 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 45 ; murew ; 390 
 716 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 19 ; Al0851 ; 69 
 717 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 43 ; Dahan ; 72 
 718 ; Полушка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F+ ; 35 ; Dahan ; 211 
 719 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 41 ; ur_adamov ; 217 
 720 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 24 ; himik121 ; 204 
 721 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 63 ; piter_k ; 255 
 722 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 35 ; himik121 ; 255 
 723 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 64 ; himik121 ; 301 
 724 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; VF- ; 71 ; cotangens ; 625 
 725 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF ; 85 ; niger ; 1084 
 726 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 67 ; himik121 ; 159 
 727 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 46 ; Гурий ; 163 
 728 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 15 ; alex67 ; 561 
 729 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 34 ; lsp25 ; 76 
 730 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 65 ; zoom30 ; 357 
 731 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 37 ; evg ; 73 
 732 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 49 ; DozorB ; 108 
 733 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF ; 43 ; sinus ; 1300 
 734 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 31 ; peck ; 1612 
 735 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; VF ; 30 ; sher60 ; 38 
 736 ; Копейка. Михаил Федорович. Новгород ; 1617-1627 ;  ; Ag ; VF- ; 13 ; Майкл ; 40 
 737 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; VF- ; 14 ; ZOLTAN333 ; 304 
 738 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 45 ; Майкл ; 129 
 739 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 41 ; nikita1980 ; 89 
 740 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 24 ; peck ; 153 
 741 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 15 ; ppp ; 64 
 742 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; ppp ; 33 
 743 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 27 ; Al0851 ; 40 
 744 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 22 ; Банзай ; 50 
 745 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VG ; 37 ; Al0851 ; 46 
 746 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 28 ; Al0851 ; 83 
 747 ; Денга. Василий III Иванович. Деформация ; 1505-1533 ;  ; Ag ; F-VF ; 9 ; kostian ; 130 
 748 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; Sterh ; 41 
 749 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 33 ; Григорий ; 55 
 750 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 47 ; samsung ; 99 
 751 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 12 ; волга ; 31 
 752 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 12 ; волга ; 31 
 753 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Al0851 ; 39 
 754 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF- ; 13 ; Al0851 ; 104 
 755 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 23 ; Mikola_1 ; 114 
 756 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 18 ; Бронзобород ; 159 
 757 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; Антон Семенович ; 31 
 758 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 7 ; волга ; 26 
 759 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 7 ; Cvetkov ; 25 
 760 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 11 ; волга ; 30 
 761 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; Al0851 ; 36 
 656 ; Лот монет России: денга (21шт) ; 1700-е гг,1730-1750 ;  ; Cu ; VG/F+ ; 37 ; марс7 ; 1001 
 657 ; Лот монет России: денга (20шт) ; 1731-1754 ;  ; Cu ; VG/F+ ; 68 ; ilgamax ; 663 
 658 ; Лот монет России: 3 коп (14шт) ; 1868-1914 ;  ; Cu ; VG/F+ ; 2 ; monge ; 207 
 659 ; Лот монет России: 5 коп (7шт) ; 1832-1863 ;  ; Cu ; VG/F ; 61 ; capable ; 1581 
 660 ; Лот монет России: 2 коп (17шт) ; 1811-1863 ;  ; Cu ; VG/F+ ; 70 ; ostman ; 477 
 661 ; Лот монет России: 2,1 коп, деньга (3шт) ; 1798,1799,1800 ;  ; Cu ; F+ ; 25 ; MAGGMA1957 ; 291 
 662 ; Лот монет России (4шт): 3,2 копейки ; 1821-1869 ;  ; Cu ; VG/F+ ; 26 ; capable ; 37 
 663 ; Лот монет России (5шт): 1 копейка ; 1820-1899 ;  ; Cu ; VG/F+ ; 57 ; zid200 ; 89 
 664 ; Лот монет России (5шт): денга ; 1757-1844 ;  ; Cu ; F/F+ ; 55 ; jef688 ; 355 
 665 ; Лот монет России: 1 коп, денга,деньга, 1/2 коп (4шт) ; 1788-1879 ;  ; Cu ; F ; 38 ; ostman ; 320 
 666 ; Лот монет России: 1 коп (4шт) ; 1705, 18 век ;  ; Cu ; F ; 118 ; numez62 ; 714 
 667 ; Лот монет России: 1 коп (16шт) ; 1870-1915 ;  ; Cu ; VG/F+ ; 48 ; vovank29 ; 319 
 668 ; Лот монет России: 3 коп (11шт) ; 1899-1916 ;  ; Cu ; VG/F ; 43 ; jef688 ; 272 
 669 ; Лот монет России: 2 коп (13шт) ; 1874-1914 ;  ; Cu ; VG/F+ ; 3 ; vovank29 ; 310 
 670 ; Лот монет России: 2 коп (14шт) ; 1868-1915 ;  ; Cu ; VG/F+ ; 68 ; vovank29 ; 326 
 671 ; Лот монет России: 2 коп (15шт) ; 1870-1916 ;  ; Cu ; VG/F+ ; 42 ; vovank29 ; 275 
 672 ; Лот монет России: 1 коп (17шт) ; 1868-1914 ;  ; Cu ; VG/F+ ; 85 ; vovank29 ; 215 
 673 ; Лот монет России: 2 коп (3шт) ; 1770-1785 ;  ; Cu ; F ; 55 ; марс7 ; 351 
 674 ; Лот монет России: 5,2,1 коп (7шт) ; 1713-1868 ;  ; Cu ; F/VG ; 34 ; MAGGMA1957 ; 182 
 675 ; Лот монет России: денга, полушка (8шт) ; 1731-1750 ;  ; Cu ; F ; 27 ; молоток ; 79 
 676 ; Лот монет России: 3,2 коп (4шт) ; 1811-1911 ;  ; Cu ; F/F+ ; 44 ; MAGGMA1957 ; 43 
 677 ; Лот монет России: 5 коп (6шт) ; 1876-1911 ;  ; Cu ; F ; 47 ; молоток ; 216 
 678 ; Лот монет России: 2 коп (4шт) ; 1757-1788 ;  ; Cu ; F ; 70 ; jef688 ; 301 
 679 ; Лот монет России: 2 коп (22шт) ; 1811-1823 ;  ; Cu ; VG/F+ ; 29 ; vovank29 ; 700 
 680 ; Лот монет России: 3 коп (15шт) ; 1891-1915 ;  ; Cu ; VG/F+ ; 77 ; jef688 ; 379 
 681 ; Лот монет России: 5 коп (13шт) ; 1868-1911 ;  ; Cu ; VG/F+ ; 29 ; молоток ; 602 
 682 ; Лот монет России: 5 коп (5шт) ; 1730-1781 ;  ; Cu ; VG/F ; 38 ; молоток ; 357 
 683 ; Лот монет России: 2 коп (14шт) ; 1875-1911 ;  ; Cu ; VG/F+ ; 99 ; марс7 ; 331 
 684 ; Лот монет России: 5,3 коп (6шт) ; 1840-1878 ;  ; Cu ; VG/F ; 71 ; jef688 ; 679 
 691 ; Денга. Дмитрий Юрьевич ; 1434-1453 ; Галичское Удельное Княжество ; Ag ; F-VF ; 101 ; akula-71 ; 2357 
 692 ; Денга. Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; F-VF ; 46 ; numez62 ; 1948 
 693 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 51 ; himik121 ; 277 
 694 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 40 ; alex67 ; 502 
 695 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 79 ; koga ; 237 
 696 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 43 ; Георг ; 564 
 697 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; F ; 50 ; vc57 ; 92 
 698 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 54 ; oleg61 ; 1246 
 699 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; kurmax ; 77 
 700 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 39 ; Григорий ; 87 
 701 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 39 ; Григорий ; 59 
 702 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 26 ; ur_adamov ; 73 
 703 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 27 ; Al0851 ; 45 
 704 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 32 ; himik121 ; 153 
 705 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 23 ; волга ; 33 
 706 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 46 ; himik121 ; 105 
 707 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 38 ; nikita1980 ; 81 
 708 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 56 ; himik121 ; 85 
 709 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; Гурий ; 59 
 710 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 24 ; kolhis ; 56 
 711 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 58 ; Гурий ; 181 
 606 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 17 ; sever2010 ; 111 
 607 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 16 ; kotok ; 97 
 608 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 36 ; lsp25 ; 169 
 609 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF ; 39 ; Anatolij1947 ; 350 
 610 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF- ; 23 ; lsp25 ; 192 
 611 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF- ; 19 ; bdd48 ; 114 
 612 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF ; 19 ; Anatolij1947 ; 136 
 613 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 31 ; Anatolij1947 ; 273 
 614 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF- ; 48 ; Anatolij1947 ; 238 
 615 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 42 ; taa ; 241 
 616 ; 10 пенни ; 1912 ; Финляндия ; Cu ; F-VF ; 11 ; Anatolij1947 ; 104 
 617 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 32 ; molchun ; 153 
 618 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 20 ; Anatolij1947 ; 316 
 619 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 19 ; ANNT4 ; 277 
 620 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 92 ; Artemon ; 457 
 621 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 32 ; Anatolij1947 ; 218 
 622 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 35 ; Anatolij1947 ; 116 
 623 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 51 ; Anatolij1947 ; 143 
 624 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF ; 25 ; lsp25 ; 98 
 625 ; 5 пенни. Деформация ; 1905 ; Финляндия ; Cu ; VF- ; 28 ; Anatolij1947 ; 195 
 626 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 19 ; lsp25 ; 119 
 627 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF ; 35 ; lsp25 ; 151 
 628 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF ; 29 ; lsp25 ; 114 
 629 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF ; 19 ; lsp25 ; 87 
 630 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF- ; 41 ; Anatolij1947 ; 404 
 631 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 47 ; Рыба ; 227 
 632 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 21 ; Рыба ; 159 
 633 ; 5 пенни ; 1915 ; Финляндия ; Cu ; AU/XF ; 64 ; lsp25 ; 131 
 634 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU/XF ; 26 ; uuu ; 181 
 635 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF ; 53 ; кве ; 357 
 636 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 125 ; Artemon ; 484 
 637 ; 1 пенни ; 1883 ; Финляндия ; Cu ; F ; 71 ; 542 ; 281 
 638 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 14 ; Anatolij1947 ; 322 
 639 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 58 ; Anatolij1947 ; 229 
 640 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 50 ; taa ; 175 
 641 ; 1 пенни. Трещина ; 1901 ; Финляндия ; Cu ; F+ ; 39 ; don-juras ; 59 
 642 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF- ; 89 ; o.k. ; 561 
 643 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF ; 34 ; Рыба ; 92 
 644 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF-XF ; 20 ; Bagdan ; 98 
