 3263 ; 50 рублей ; 1919 ;  ;  ;  ; 56 ; vanamo ; 194 
 775 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 43 ; ST ; 611 
 776 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF ; 76 ; exploited ; 177 
 777 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 10 ; imi ; 61 
 778 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 55 ; kai2009 ; 1115 
 779 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 25 ; niger ; 228 
 780 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF ; 12 ; Урфин_Джюс ; 83 
 781 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 83 ; kai2009 ; 714 
 782 ; Полушка ; 1719 ; НД ; Cu ; VF ; 76 ; ШВС59 ; 1122 
 783 ; Полушка ; 1719 ;  ; Cu ; F ; 13 ; magnet8 ; 109 
 784 ; Полушка ; 1721 ;  ; Cu ; F-VF ; 51 ; кабан ; 416 
 785 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF- ; 128 ; ANK ; 308 
 786 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 17 ; olq ; 63 
 787 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 8 ; Bizon6055 ; 236 
 788 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 13 ; Luka ; 46 
 789 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 21 ; кабан ; 28 
 790 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 6 ; edv1968 ; 40 
 791 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F ; 12 ; Luka ; 169 
 792 ; Полушка (Петров-5р, Ильин-5р) ; 1745 ; Орёл 1744 г. ; Cu ; F+ ; 48 ; magnet8 ; 2103 
 793 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 69 ; 11111 ; 729 
 794 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 39 ; Гржмилек ; 1019 
 795 ; Полушкаи (Петров-2,5р, Ильин-1р) ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 26 ; Luka ; 566 
 796 ; Полушка ; 1776 ; КМ "Сибирь" ; Cu ; F+ ; 77 ; 9191 ; 994 
 797 ; Полушка (Петров-3р, Ильин-1р) ; 1777? ; КМ "Сибирь" ; Cu ; F ; 43 ; Luka ; 261 
 798 ; Полушка (Петров-3р) ; 1778 ; КМ "Сибирь" ; Cu ; F ; 59 ; Levski ; 1090 
 799 ; Полушка (Ильин-3р) ; 1784 ; КМ ; Cu ; F ; 39 ; 9191 ; 974 
 800 ; Полушка (Ильин-3р) ; 1785 ; КМ ; Cu ; F ; 22 ; Bizon6055 ; 1092 
 801 ; Полушка (Петров-2,5р, Ильин-1р) ; 1787 ; КМ ; Cu ; F+ ; 53 ; shknikolay ; 1192 
 802 ; Полушка (Ильин-4р) ; 1793 ; КМ ; Cu ; F+ ; 23 ; кабан ; 1433 
 803 ; Полушка (Ильин-5р) ; 1794 ; КМ ; Cu ; F-VF ; 97 ; magnet8 ; 2228 
 804 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F ; 57 ; vasya2006 ; 146 
 705 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 26 ; asternox ; 36 
 706 ; Копейка ; 1910 ; СПБ ; Cu ; F ; 22 ; derbnik ; 36 
 707 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 28 ; volodia1953 ; 45 
 708 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 5 ; Dom Perignon ; 30 
 709 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 22 ; Dom Perignon ; 33 
 710 ; Копейка ; 1913 ; СПБ ; Cu ; AU ; 101 ; Антон-15 ; 765 
 711 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 31 ; Dom Perignon ; 41 
 712 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 7 ; Dom Perignon ; 32 
 713 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 19 ; кабан ; 23 
 714 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 28 ; maka ; 590 
 715 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 23 ; Dom Perignon ; 37 
 716 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 26 ; Luka ; 36 
 717 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 5 ; Dom Perignon ; 30 
 718 ; Копейка ; 1914 ; СПБ ; Cu ; VF- ; 27 ; Dom Perignon ; 29 
 719 ; Копейка ; 1915 ;  ; Cu ; AU ; 97 ; alexander9595 ; 366 
 720 ; Копейка ; 1915 ;  ; Cu ; VF ; 12 ; Luka ; 36 
 721 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 27 ; Luka ; 104 
 722 ; Копейка ; 1915 ;  ; Cu ; VF- ; 9 ; derbnik ; 13 
 723 ; Копейка ; 1915 ;  ; Cu ; AU ; 45 ; alexander9595 ; 352 
 724 ; Копейка ; 1916 ;  ; Cu ; XF+ ; 37 ; volkov ; 191 
 725 ; Копейка ; 1916 ;  ; Cu ; VF- ; 16 ; Rustman ; 17 
 726 ; Денга ; 1704 ;  ; Cu ; F+ ; 117 ; SSK ; 2589 
 727 ; Денга ; 1704 ;  ; Cu ; F ; 44 ; Sky2 ; 272 
 728 ; Денга ; 18 век ;  ; Cu ; F+ ; 24 ; sergei62 ; 30 
 729 ; Денга ; 1731 ;  ; Cu ; F-VF ; 56 ; volod ; 731 
 730 ; Денга ; 1735 ;  ; Cu ; F-VF ; 23 ; Luka ; 165 
 731 ; Денга ; 1736 ;  ; Cu ; VG ; 15 ; tanmar86 ; 16 
 732 ; Денга ; 1737 ;  ; Cu ; F-VF ; 39 ; Luka ; 41 
 733 ; Денга ; 1737 ;  ; Cu ; F ; 14 ; Rustman ; 31 
 734 ; Денга ; 1738 ;  ; Cu ; F+ ; 19 ; modul ; 60 
 735 ; Денга ; 1739 ;  ; Cu ; F-VF ; 83 ; volod ; 123 
 736 ; Денга ; 1745 ;  ; Cu ; F+ ; 5 ; ten137 ; 40 
 737 ; Денга ; 1748 ;  ; Cu ; F+ ; 20 ; кабан ; 62 
 738 ; Денга ; 1748 ;  ; Cu ; F+ ; 14 ; ШВС59 ; 105 
 739 ; Денга ; 1748 ;  ; Cu ; F ; 3 ; кабан ; 36 
 740 ; Денга ; 1748 ;  ; Cu ; F ; 20 ; кабан ; 31 
 741 ; Денга ; 1748 ;  ; Cu ; F+ ; 36 ; sergei62 ; 51 
 742 ; Денга ; 1749 ;  ; Cu ; F-VF ; 42 ; kok0531 ; 42 
 743 ; Денга ; 1749 ;  ; Cu ; F+ ; 6 ; edv1968 ; 40 
 744 ; Денга ; 1750 ;  ; Cu ; F-VF ; 35 ; volod ; 102 
 745 ; Денга ; 1750 ;  ; Cu ; F+ ; 30 ; Rustman ; 30 
 746 ; Денга ; 1750 ;  ; Cu ; F+ ; 31 ; derbnik ; 32 
 747 ; Денга ; 1750 ;  ; Cu ; F+ ; 39 ; edv1968 ; 47 
 748 ; Денга ; 1751 ;  ; Cu ; F ; 24 ; Rustman ; 30 
 749 ; Денга ; 1759 ;  ; Cu ; F+ ; 26 ; 439 ; 75 
 750 ; Денга ; 1767 ; ЕМ ; Cu ; F ; 34 ; c25 ; 122 
 751 ; Денга ; 1768 ; ЕМ ; Cu ; F-VF ; 102 ; olq ; 578 
 752 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 101 ; привет227 ; 1467 
 753 ; Денга ; 1790 ; ЕМ ; Cu ; F ; 22 ; alex22 ; 97 
 754 ; Денга ; 1791 ; КМ ; Cu ; F+ ; 15 ; ФВС ; 265 
 655 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 17 ; Ohotnik ; 204 
 656 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 54 ; Levski ; 770 
 657 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 18 ; volod ; 505 
 658 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 37 ; Cheral2008 ; 398 
 659 ; Копейка ; 1796 ; ЕМ ; Cu ; F+ ; 49 ; alex22 ; 434 
 660 ; Копейка (Ильин-4р) ; 1797 ; КМ ; Cu ; F ; 31 ; magnet8 ; 2448 
 661 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 21 ; Sky2 ; 255 
 662 ; Копейка ; 1799 ; ЕМ ; Cu ; VF+ ; 34 ; Sky2 ; 252 
 663 ; Копейка ; 1800 ; ЕМ ; Cu ; VF ; 28 ; Turist ; 224 
 664 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 19 ; 25dec ; 56 
 665 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 25 ; alex995 ; 30 
 666 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 30 ; Turist ; 200 
 667 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 33 ; E68 ; 91 
 668 ; Копейка ; 1821 ; КМ АМ ; Cu ; F+ ; 41 ; vasya2006 ; 600 
 669 ; Копейка ; 1825? ;  ; Cu ; VF- ; 58 ; jj ; 430 
 670 ; Копейка ; 1826 ; КМ АМ ; Cu ; F ; 39 ; alex22 ; 157 
 671 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 8 ; topzol ; 101 
 672 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 46 ; Медведь ; 73 
 673 ; Копейка ; 1842 ; СМ ; Cu ; F+ ; 24 ; SadKo ; 25 
 674 ; Копейка ; 1846 ; СМ ; Cu ; F+ ; 53 ; alex22 ; 134 
 675 ; Копейка ; 1854 ; ЕМ ; Cu ; F+ ; 26 ; RVS ; 168 
 676 ; Копейка ; 1854 ; ЕМ ; Cu ; F-VF ; 53 ; dimon46 ; 355 
 677 ; Копейка ; 1857 ; ЕМ ; Cu ; F+ ; 19 ; Levski ; 159 
 678 ; Копейка ; 1868 ; ЕМ ; Cu ; F ; 27 ; МАВ21 ; 134 
 679 ; Копейка ; 1870 ; ЕМ ; Cu ; F+ ; 6 ; nord17 ; 51 
 680 ; Копейка ; 1876 ; СПБ ; Cu ; VF ; 23 ; zigzag ; 542 
 681 ; Копейка ; 1877 ; СПБ ; Cu ; F ; 32 ; ForeverYoung ; 53 
 682 ; Копейка ; 1879 ; СПБ ; Cu ; F ; 17 ; skif ; 32 
 683 ; Копейка ; 1881 ; СПБ ; Cu ; F ; 29 ; za-via ; 30 
 684 ; Копейка ; 1889 ; СПБ ; Cu ; F-VF ; 3 ; nord17 ; 53 
 685 ; Копейка ; 1890 ; СПБ ; Cu ; F ; 7 ; МАВ21 ; 91 
 686 ; Копейка ; 1893 ; СПБ ; Cu ; F+ ; 33 ; za-via ; 35 
 687 ; Копейка ; 1894 ; СПБ ; Cu ; F-VF ; 25 ; nord17 ; 41 
 688 ; Копейка ; 1895 ; СПБ ; Cu ; F-VF ; 43 ; karel ; 82 
 689 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 31 ; mysh. ; 62 
 690 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 15 ; nord17 ; 31 
 691 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 25 ; za-via ; 37 
 692 ; Копейка ; 1899 ; СПБ ; Cu ; VF-XF ; 76 ; Dorian ; 313 
 693 ; Копейка ; 1899 ; СПБ ; Cu ; F ; 6 ; edv1968 ; 40 
 694 ; Копейка ; 1900 ; СПБ ; Cu ; F+ ; 34 ; volodia1953 ; 60 
 695 ; Копейка ; 1901 ; СПБ ; Cu ; F-VF ; 19 ; Dave ; 28 
 696 ; Копейка ; 1905 ; СПБ ; Cu ; F+ ; 21 ; кабан ; 23 
 697 ; Копейка ; 1905 ; СПБ ; Cu ; VF- ; 9 ; Dave ; 30 
 698 ; Копейка ; 1902 ; СПБ ; Cu ; F ; 83 ; АЦТЕК ; 700 
 699 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 11 ; Dave ; 32 
 700 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 16 ; olq ; 29 
 701 ; Копейка ; 1906 ; СПБ ; Cu ; F-VF ; 19 ; mysh. ; 63 
 702 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 26 ; nord17 ; 35 
 703 ; Копейка ; 1908 ; СПБ ; Cu ; F ; 19 ; кабан ; 23 
 704 ; Копейка ; 1909 ; СПБ ; Cu ; F-VF ; 6 ; olq ; 25 
 605 ; 2 копейки ; 1827 ; КМ АМ ; Cu ; F+ ; 17 ; 9191 ; 189 
 606 ; 2 копейки (Ильин-1р) ; 1828 ; КМ АМ ; Cu ; F ; 89 ; 9191 ; 496 
 607 ; 2 копейки ; 183? ;  ; Cu ; F ; 34 ; Гржмилек ; 57 
 608 ; 2 копейки ; 1832 ; СМ ; Cu ; F ; 35 ; alex22 ; 343 
 609 ; 2 копейки (Ильин-1р) ; 1839 ; СМ ; Cu ; F+ ; 32 ; Гржмилек ; 216 
 610 ; 2 копейки ; 1840 ; СМ ; Cu ; F+ ; 44 ; SSK ; 421 
 611 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 9 ; Гржмилек ; 204 
 612 ; 2 копейки (Ильин-1р) ; 1856 ; ВМ ; Cu ; VF- ; 55 ; ZOLTAN333 ; 3066 
 613 ; 2 копейки ; 1866 ; ЕМ ; Cu ; F-VF ; 21 ; lchernata ; 510 
 614 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F ; 11 ; кабан ; 29 
 615 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 60 ; karel ; 286 
 616 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F ; 17 ; asternox ; 22 
 617 ; 2 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 66 ; karel ; 83 
 618 ; 2 копейки ; 1875 ; ЕМ ; Cu ; F ; 17 ; ten137 ; 42 
 619 ; 2 копейки ; 1877 ; СПБ ; Cu ; F ; 26 ; МАВ21 ; 83 
 620 ; 2 копейки ; 1893 ; СПБ ; Cu ; F+ ; 9 ; 1234567 ; 83 
 621 ; 2 копейки ; 1895 ; СПБ ; Cu ; F ; 17 ; mysh. ; 83 
 622 ; 2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 17 ; 1234567 ; 83 
 623 ; 2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 13 ; za-via ; 40 
 624 ; 2 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 2 ; volodia1953 ; 30 
 625 ; 2 копейки ; 1902 ; СПБ ; Cu ; F+ ; 10 ; АЦТЕК ; 306 
 626 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 6 ; Dave ; 43 
 627 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 6 ; Dave ; 46 
 628 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 4 ; edv1968 ; 34 
 629 ; 2 копейки ; 1906 ; СПБ ; Cu ; F-VF ; 3 ; stroitel61 ; 34 
 630 ; 2 копейки ; 1907 ; СПБ ; Cu ; F-VF ; 29 ; 1234567 ; 57 
 631 ; 2 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 6 ; Dom Perignon ; 35 
 632 ; 2 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 25 ; volodia1953 ; 45 
 633 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF- ; 24 ; DedMaks ; 39 
 634 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 14 ; SadKo ; 47 
 635 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 8 ; edv1968 ; 36 
 636 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 26 ; Rustman ; 30 
 637 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 36 ; serg2010 ; 457 
 638 ; 2 копейки ; 1914 ; СПБ ; Cu ; F-VF ; 6 ; edv1968 ; 40 
 639 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 14 ; DE MON ; 276 
 640 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 37 ; Rustman ; 38 
 641 ; 2 копейки ; 1915 ;  ; Cu ; AU/XF ; 28 ; chekist ; 80 
 642 ; 2 копейки ; 1915 ;  ; Cu ; VF- ; 5 ; кабан ; 26 
 643 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 27 ; Dom Perignon ; 32 
 644 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 15 ; opop ; 340 
 645 ; 2 копейки ; 1916 ;  ; Cu ; VF ; 13 ; kok0531 ; 42 
 646 ; 2 копейки ; 1916 ;  ; Cu ; F-VF ; 4 ; Dave ; 40 
 647 ; Копейка ; 1705 ; МД ; Cu ; F+ ; 52 ; Sky2 ; 421 
 648 ; Копейка ; 1707 ; МД ; Cu ; F-VF ; 30 ; Sky2 ; 663 
 649 ; Копейка ; 1713 ; М Д ; Cu ; F ; 31 ; 25dec ; 317 
 650 ; Копейка ; 1729 ;  ; Cu ; F+ ; 92 ; ФВС ; 5051 
 651 ; Копейка. ММД ; 175? ;  ; Cu ; F ; 47 ; is54 ; 906 
 652 ; Копейка ; 1758 ;  ; Cu ; F+ ; 27 ; vic-dmitrievic ; 38 
 653 ; Копейка ; 1759 ;  ; Cu ; F+ ; 44 ; Гржмилек ; 78 
 654 ; Копейка ; 1760 ;  ; Cu ; F+ ; 60 ; Гржмилек ; 83 
 555 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F ; 43 ; skavr ; 59 
 556 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 9 ; badiba-coin ; 137 
 557 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 38 ; exploited ; 258 
 558 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 36 ; kolhis ; 188 
 559 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 31 ; guran ; 55 
 560 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 53 ; 25dec ; 144 
 561 ; 2 копейки ; 1801 ; КМ ; Cu ; F-VF ; 143 ; apostol ; 1530 
 562 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 107 ; icebreaker ; 489 
 563 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 34 ; kolhis ; 169 
 564 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 48 ; dimon46 ; 167 
 565 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 26 ; E68 ; 123 
 566 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 37 ; elpohit ; 123 
 567 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 21 ; elpohit ; 129 
 568 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 40 ; dimon46 ; 141 
 569 ; 2 копейки ; 1810 ; КМ ; Cu ; VF ; 31 ; кабан ; 771 
 570 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF+ ; 149 ; кабан ; 885 
 571 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 47 ; volod ; 190 
 572 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 30 ; 25dec ; 52 
 573 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF ; 28 ; legatd ; 211 
 574 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF- ; 27 ; vasya2006 ; 461 
 575 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 15 ; RVS ; 101 
 576 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 17 ; olq ; 101 
 577 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 12 ; 25dec ; 51 
 578 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 25 ; gelind ; 46 
 579 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F+ ; 34 ; vic-dmitrievic ; 53 
 580 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F-VF ; 22 ; SadKo ; 51 
 581 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 11 ; dimon46 ; 100 
 582 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 7 ; olq ; 59 
 583 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 3 ; volod ; 101 
 584 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 18 ; Rustman ; 30 
 585 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF ; 7 ; 9191 ; 79 
 586 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 8 ; edv1968 ; 40 
 587 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F+ ; 21 ; nikolay ; 82 
 588 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF+ ; 50 ; SSK ; 546 
 589 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 15 ; dimon46 ; 71 
 590 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 44 ; kostya12.04.1994 ; 250 
 591 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; VG ; 27 ; 9191 ; 53 
 592 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F+ ; 31 ; alex22 ; 57 
 593 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F ; 25 ; alex22 ; 157 
 594 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F ; 6 ; edv1968 ; 40 
 595 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F+ ; 20 ; alex22 ; 157 
 596 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F ; 29 ; 9191 ; 99 
 597 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 27 ; edv1968 ; 30 
 598 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F ; 15 ; alex22 ; 57 
 599 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F ; 20 ; vasya2006 ; 570 
 600 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; F-VF ; 38 ; volod ; 246 
 601 ; 2 копейки. "ПГ", у буквы "П", черточка снизу ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 32 ; overshtag ; 3191 
 602 ; 2 копейки ; 1824 ; КМ АМ ; Cu ; F+ ; 97 ; 9191 ; 472 
 603 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; F-VF ; 9 ; 9191 ; 98 
 604 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F+ ; 26 ; Медведь ; 65 
 505 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 46 ; sveta6369 ; 102 
 506 ; 3 копейки ; 1916 ;  ; Cu ; VF+ ; 36 ; Урфин_Джюс ; 105 
 507 ; 2 копейки.ЕМ ; 1763-1796 ;  ; Cu ; F+ ; 21 ; modul ; 35 
 508 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 14 ; 25dec ; 85 
 509 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 20 ; Гржмилек ; 55 
 510 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 20 ; Marych ; 150 
 511 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 43 ; Гржмилек ; 85 
 512 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 53 ; Al0851 ; 227 
 513 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 32 ; elpohit ; 156 
 514 ; 2 копейки ; 1762 ;  ; Cu ; F-VF ; 85 ; vitas123 ; 12737 
 515 ; 2 копейки ; 1764 ; ЕМ ; Cu ; F+ ; 64 ; lchernata ; 546 
 516 ; 2 копейки ; 1766 ; СПМ ; Cu ; F-VF ; 30 ; RVS ; 260 
 517 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VF- ; 63 ; shknikolay ; 1561 
 518 ; 2 копейки ; 1788 ; ММ ; Cu ; F ; 24 ; skif ; 82 
 519 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F+ ; 53 ; Гржмилек ; 236 
 520 ; 2 копейки ; 1797 ; КМ ; Cu ; F+ ; 12 ; E68 ; 393 
 521 ; 2 копейки ; 1797 ; КМ ; Cu ; F+ ; 15 ; 9191 ; 290 
 522 ; 2 копейки ; 1797 ; КМ ; Cu ; F+ ; 22 ; 25dec ; 252 
 523 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF-XF ; 79 ; Vico ; 422 
 524 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 40 ; volod ; 267 
 525 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 51 ; icebreaker ; 423 
 526 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 39 ; Marych ; 300 
 527 ; 2 копейки ; 1797 ; АМ ; Cu ; VF ; 57 ; SSK ; 532 
 528 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 39 ; vasya2006 ; 301 
 529 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 29 ; 121974 ; 129 
 530 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 26 ; 25dec ; 38 
 531 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 22 ; E68 ; 40 
 532 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 42 ; skavr ; 60 
 533 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 14 ; kolhis ; 170 
 534 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 42 ; 121974 ; 67 
 535 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 43 ; kolhis ; 157 
 536 ; 2 копейки ; 1798 ; КМ ; Cu ; F+ ; 43 ; 9191 ; 529 
 537 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 69 ; volkov ; 375 
 538 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 12 ; самбор ; 169 
 539 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 59 ; karel ; 156 
 540 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 18 ; 25dec ; 57 
 541 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 68 ; Гржмилек ; 135 
 542 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 39 ; kolhis ; 139 
 543 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 39 ; crackjack ; 126 
 544 ; 2 копейки ; 1799 ; КМ ; Cu ; F ; 27 ; 9191 ; 567 
 545 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF+ ; 38 ; volod ; 303 
 546 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 50 ; E68 ; 117 
 547 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 36 ; E68 ; 57 
 548 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 46 ; ФВС ; 66 
 549 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 65 ; E68 ; 107 
 550 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 10 ; alex995 ; 17 
 551 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 18 ; crackjack ; 94 
 552 ; 2 копейки ; 1800 ; КМ ; Cu ; F ; 19 ; 9191 ; 218 
