 5556 ; Почтовая карточка Будапешт ; 1932 ;  ;  ;  ; 26 ; Приор ; 255 
 531 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 24 ; Собеседник ; 131 
 532 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 25 ; StasStas ; 202 
 533 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF+ ; 26 ; Vanomah ; 144 
 534 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 17 ; ААФ ; 126 
 535 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 22 ; ААФ ; 104 
 536 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 25 ; Lexuz8 ; 42 
 537 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 48 ; ААФ ; 151 
 538 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 22 ; igor26 ; 79 
 539 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; VF+ ; 26 ; lestes ; 342 
 540 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 19 ; lestes ; 104 
 541 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 51 ; Andre32 ; 126 
 542 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; aziya11 ; 123 
 543 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF+ ; 39 ; Andre32 ; 157 
 544 ; Копейка ;  ; Алексей Михайлович Новгородский ден.двор ; Cu ; VG ; 68 ; sinus ; 372 
 545 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; Lexuz8 ; 63 
 546 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 22 ; sinus ; 255 
 547 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 16 ; Jon Snow ; 114 
 548 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 13 ; aziya11 ; 101 
 549 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 22 ; aziya11 ; 73 
 550 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 23 ; aziya11 ; 73 
 551 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 21 ; igor26 ; 56 
 552 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 28 ; 1968ac ; 73 
 553 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 24 ; igor26 ; 79 
 554 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 14 ; igor26 ; 68 
 555 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 15 ; igor26 ; 46 
 556 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 17 ; porte33 ; 77 
 457 ; Лот монет России: 5,2 коп (2шт) ; 1833,1914 ;  ; Cu ; F/VG ; 21 ; StasStas ; 150 
 458 ; Лот монет России, СССР: 1 копейка, 1/2 копейки (15шт) ; 1798-1924 ;  ; Cu ; VF+/VG ; 14 ; StasStas ; 561 
 459 ; Лот монет России: 2 коп (14шт) ; 1869-1910 ;  ; Cu ; F-VF/G ; 18 ; SER 888 ; 276 
 460 ; Лот монет России: 5 пенни (4шт) ; 1916,1917 ;  ; Cu ; VF/F-VF ; 29 ; denisey57 ; 340 
 461 ; Лот монет России: 5,2,1 коп, денга, медаль (15шт) ; 18,19 века ;  ; Cu ; G/VG ; 7 ; asnik ; 366 
 462 ; Лот монет России: 2,1 коп, денга (15шт) ; 18,19 века ;  ; Cu ; VG/G ; 9 ; StasStas ; 306 
 463 ; Лот монет России: 5,3,2,1,1/2 коп (11шт) ; 18 век, 1758-1860 ;  ; Cu ; G/VG ; 11 ; StasStas ; 794 
 464 ; Лот монет России: 25,5,1 пенни (6шт) ; 1898-1917 ;  ; Ag,Cu ; VF/F-VF ; 47 ; denisey57 ; 546 
 465 ; Денга. Суздальско-Нижегородское кн-во. Князь Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 30 ; Mirator ; 1281 
 466 ; Денга. Удельное кн-во Можайское. Князь Василий Темный ; 1425-1462 ;  ; Ag ; F-VF ; 83 ; Mirator ; 1857 
 467 ; Денга. Василий Дмитриевич. Коломенский чекан ; 1389-1425 ;  ; Ag ; VG ; 49 ; Mirator ; 2267 
 468 ; Денга. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F+ ; 82 ; Собеседник ; 216 
 469 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 46 ; Mirator ; 907 
 470 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 65 ; Mirator ; 1654 
 471 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 37 ; Mirator ; 603 
 472 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 22 ; Mirator ; 794 
 473 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF+ ; 32 ; Собеседник ; 720 
 474 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; VF- ; 33 ; ААФ ; 1938 
 475 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F ; 28 ; Dahan ; 323 
 476 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F ; 34 ; aziya11 ; 284 
 477 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 43 ; ААФ ; 666 
 478 ; Денга ; 1425-1510 ; Псков ; Ag ; F ; 66 ; A-Stral ; 1208 
 479 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 40 ; ААФ ; 1558 
 480 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 47 ; lestes ; 268 
 481 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 73 ; змеелов ; 218 
 482 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 70 ; lestes ; 207 
 483 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 33 ; rbhbvzcjd ; 375 
 484 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 58 ; Ю42 ; 4025 
 485 ; Копейка. Иван IV Васильевич. Деформация ; 1533-1584 ;  ; Ag ; F-VF ; 5 ; Краснодар ; 54 
 486 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 20 ; Lexuz8 ; 45 
 487 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; igor26 ; 77 
 488 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 18 ; igor26 ; 79 
 489 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 15 ; veet2005 ; 128 
 490 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF ; 27 ; Andre32 ; 300 
 491 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 27 ; rbhbvzcjd ; 145 
 492 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 16 ; xeljdbot1 ; 93 
 493 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 10 ; veet2005 ; 93 
 494 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 16 ; xeljdbot1 ; 112 
 495 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 22 ; rbhbvzcjd ; 354 
 496 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 16 ; Краснодар ; 84 
 497 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; VF+ ; 118 ; кве ; 1937 
 498 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 30 ; aziya11 ; 127 
 499 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF+ ; 10 ; ААФ ; 97 
 500 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 17 ; igor26 ; 77 
 501 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 12 ; kornum ; 155 
 502 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF-XF ; 11 ; aziya11 ; 93 
 503 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; VF ; 59 ; MMM371 ; 550 
 504 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 35 ; trast ; 171 
 505 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 25 ; Andre32 ; 173 
 506 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 26 ; 1968ac ; 159 
 407 ; 1/4 копейки ; 1885 ; СПБ ; Cu ; VF- ; 78 ; student1977 ; 1683 
 408 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF- ; 17 ; double ; 2040 
 409 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 43 ; ialaiola ; 1253 
 410 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 41 ; alexeyre ; 2229 
 411 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 35 ; double ; 1278 
 412 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 69 ; EMF ; 2876 
 413 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 56 ; Корсиканец ; 2601 
 414 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; VF-XF ; 35 ; GAV1970 ; 4386 
 415 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF-XF ; 125 ; StasStas ; 587 
 416 ; 1 копейка. Оккупация ; 1916А ;  ; Fe ; XF- ; 25 ; konstk2 ; 810 
 417 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF- ; 31 ; Suxov ; 277 
 418 ; 10 пенни ; 1889 ; Финляндия ; Cu ; F-VF ; 18 ; айсмен ; 680 
 419 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 24 ; Suxov ; 211 
 420 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 5 ; Suxov ; 155 
 421 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 16 ; Suxov ; 159 
 422 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 27 ; lsp25 ; 498 
 423 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 46 ; БАТЫР ; 459 
 424 ; 5 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 12 ; lsp25 ; 193 
 425 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 20 ; petriuspo ; 142 
 426 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF ; 57 ; lsp25 ; 1020 
 427 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF ; 12 ; MolchSer5 ; 123 
 428 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 10 ; STANDART ; 67 
 429 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF ; 18 ; xeljdbot1 ; 69 
 430 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 35 ; petriuspo ; 69 
 431 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF ; 24 ; MolchSer5 ; 91 
 432 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 11 ; MolchSer5 ; 104 
 433 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 5 ; MolchSer5 ; 92 
 434 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 9 ; xeljdbot1 ; 67 
 435 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 19 ; mityay ; 67 
 436 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; VF- ; 40 ; vv2805 ; 123 
 437 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 25 ; vv2805 ; 114 
 438 ; 1 пенни ; 1870 ; Финляндия ; Cu ; VF-XF ; 36 ; tarroman ; 4636 
 439 ; 1 пенни ; 1875 ; Финляндия ; Cu ; XF- ; 25 ; Корсиканец ; 1587 
 440 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF+ ; 18 ; fgd ; 267 
 441 ; 1 пенни ; 1893 ; Финляндия ; Cu ; AU ; 34 ; mih ; 1277 
 442 ; 1 пенни ; 1894 ; Финляндия ; Cu ; F-VF ; 11 ; Heawen ; 150 
 443 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 26 ; 1968ac ; 87 
 444 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 9 ; mityay ; 51 
 445 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF ; 14 ; Andre32 ; 67 
 446 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 6 ; porte33 ; 77 
 447 ; 1 пенни ; 1912 ; Финляндия ; Cu ; VF-XF ; 11 ; mityay ; 59 
 448 ; 1 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 20 ; petriuspo ; 67 
 449 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 9 ; mityay ; 68 
 450 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF ; 15 ; БАТЫР ; 90 
 451 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 10 ; porte33 ; 77 
 452 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 59 ; БАТЫР ; 370 
 453 ; Лот монет России: 5,3 коп (3шт) ; 1773-1909 ;  ; Cu ; VG ; 15 ; Exctas ; 439 
 454 ; Лот монет России:3,2,1 коп (19шт) ; 1869-1916 ;  ; Cu ; F-/G ; 31 ; samara 67 ; 520 
 455 ; Лот монет России: 10 коп, 2,1 коп, денга (9шт) ; 1748-1916 ;  ; Cu,Ag ; VF/VG ; 25 ; buben ; 308 
 456 ; Лот монет России: 3 коп (8шт) ; 1879-1906 ;  ; Cu ; G/F- ; 8 ; StasStas ; 204 
 357 ; Копейка ; 1713 ; М Д ; Cu ; VG ; 15 ; Heawen ; 364 
 358 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 35 ; Schwer ; 373 
 359 ; Копейка ; 1794 ; ЕМ ; Cu ; F-VF ; 16 ; Илья Владимирович ; 516 
 360 ; Копейка ; 1799 ; ЕМ ; Cu ; F- ; 26 ; StasStas ; 160 
 361 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 38 ; Him ; 340 
 362 ; Копейка ; 1814 ; ИМ ПС ; Cu ; VG/F ; 58 ; Палыч61 ; 1381 
 363 ; Копейка ; 1840 ; СПМ ; Cu ; F-VF ; 11 ; Илья Владимирович ; 254 
 364 ; Копейка ; 1841 ; СПМ ; Cu ; VG/F ; 5 ; xeljdbot1 ; 51 
 365 ; Копейка ; 1869 ; СПБ ; Cu ; VF- ; 27 ; ААФ ; 2392 
 366 ; Копейка ; 1880 ; СПБ ; Cu ; F-VF ; 27 ; Suxov ; 1259 
 367 ; Копейка ; 1893 ; СПБ ; Cu ; XF+ ; 25 ; Andrew66 ; 3116 
 368 ; Копейка ; 1901 ; СПБ ; Cu ; F+ ; 5 ; Heawen ; 51 
 369 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 13 ; sever55 ; 159 
 370 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 10 ; CMSpb ; 65 
 371 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 7 ; Suxov ; 53 
 372 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 21 ; пипер ; 57 
 373 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 10 ; STANDART ; 59 
 374 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 4 ; mityay ; 57 
 375 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 13 ; CMSpb ; 53 
 376 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 9 ; Промитей ; 153 
 377 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 8 ; 1879 ; 114 
 378 ; Копейка ; 1915 ;  ; Cu ; XF ; 7 ; Hivskiy ; 185 
 379 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 8 ; Karhu ; 57 
 380 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 3 ; Heawen ; 57 
 381 ; Копейка ; 1916 ;  ; Cu ; XF- ; 13 ; Heawen ; 114 
 382 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 9 ; пипер ; 53 
 383 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 22 ; fadeev.dima ; 104 
 384 ; Денга ; 1703 ;  ; Cu ; VG ; 170 ; Хаа ; 1836 
 385 ; Денга ; 1768 ; ЕМ ; Cu ; VG ; 24 ; 312 ; 150 
 386 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VG ; 37 ; 312 ; 241 
 387 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 106 ; StasStas ; 333 
 388 ; Денежка ; 1858 ; ЕМ ; Cu ; VF ; 34 ; rolan1 ; 612 
 389 ; 1/2 копейки ; 1887 ; СПБ ; Cu ; VF-XF ; 29 ; swoon ; 4645 
 390 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 19 ; Him ; 714 
 391 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 3 ; Heawen ; 77 
 392 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF ; 36 ; Запруда ; 573 
 393 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 12 ; GAV1970 ; 126 
 394 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 29 ; buba69-89 ; 1493 
 395 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 8 ; бух ; 104 
 396 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 3 ; Hivskiy ; 87 
 397 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 5 ; CMSpb ; 101 
 398 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 7 ; porte33 ; 101 
 399 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 9 ; Zlyouka ; 100 
 400 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 8 ; fadeev.dima ; 174 
 401 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 14 ; gav1980 ; 101 
 402 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; VG ; 19 ; fgd ; 408 
 403 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 24 ; Dimitr1 ; 352 
 404 ; Полушка ; 1856 ; ЕМ ; Cu ; XF- ; 21 ; rolan1 ; 1360 
 405 ; 1/4 копейки ; 1869 ; ЕМ ; Cu ; F-VF ; 57 ; student1977 ; 3366 
 406 ; 1/4 копейки ; 1876 ; СПБ ; Cu ; VF- ; 40 ; pvv50 ; 1634 
 307 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 30 ; seer ; 616 
 308 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 34 ; dgin ; 1473 
 309 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F ; 32 ; zodiak ; 1000 
 310 ; 5 копеек ; 1804 ; ЕМ ; Cu ; XF- ; 54 ; Druja ; 3226 
 311 ; 5 копеек ; 1831 ; СМ ; Cu ; VG ; 6 ; kepmanitu ; 217 
 312 ; 5 копеек ; 1832 ; СМ ; Cu ; F ; 12 ; StasStas ; 329 
 313 ; 3 копейки ; 1899 ; СПБ ; Cu ; VF ; 24 ; Him ; 665 
 314 ; 3 копейки ; 1900 ; СПБ ; Cu ; VF- ; 17 ; Him ; 616 
 315 ; 3 копейки ; 1903 ; СПБ ; Cu ; VF- ; 23 ; shilo2 ; 603 
 316 ; 3 копейки ; 1904 ; СПБ ; Cu ; F- ; 17 ; Maksss163 ; 142 
 317 ; 3 копейки ; 1906 ; СПБ ; Cu ; VF- ; 24 ; shilo2 ; 561 
 318 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF+ ; 31 ; buba69-89 ; 410 
 319 ; 3 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 17 ; пипер ; 150 
 320 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 17 ; fadeev.dima ; 218 
 321 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF ; 6 ; Him ; 118 
 322 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 24 ; sever55 ; 252 
 323 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 12 ; kotok ; 132 
 324 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 13 ; ААФ ; 239 
 325 ; 3 копейки ; 1915 ;  ; Cu ; F+ ; 5 ; mityay ; 69 
 326 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 15 ; ААФ ; 343 
 327 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VG ; 10 ; petriuspo ; 51 
 328 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 27 ; вавилон ; 173 
 329 ; 2 копейки ; 1763 ; ММ ; Cu ; VG ; 12 ; Maksss163 ; 146 
 330 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 49 ; Илья Владимирович ; 1445 
 331 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 21 ; StasStas ; 333 
 332 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 9 ; coins_hunter ; 579 
 333 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 15 ; coins_hunter ; 328 
 334 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 7 ; StasStas ; 217 
 335 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 9 ; StasStas ; 262 
 336 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 22 ; coins_hunter ; 228 
 337 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VG ; 30 ; вавилон ; 400 
 338 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 13 ; автор ; 233 
 339 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VG/F- ; 9 ; ct200h ; 217 
 340 ; 2 копейки. Отверстия ; 1802 ; ЕМ ; Cu ; F- ; 47 ; Арч ; 1925 
 341 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F/VG ; 22 ; Him ; 170 
 342 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 7 ; Илья Владимирович ; 102 
 343 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 12 ; igrtlk ; 123 
 344 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F+ ; 26 ; X3.96rus ; 150 
 345 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VG ; 6 ; xeljdbot1 ; 51 
 346 ; 2 копейки ; 1842 ; СПМ ; Cu ; VG ; 11 ; kuzma-1 ; 150 
 347 ; 2 копейки ; 1865 ; ЕМ ; Cu ; VG ; 14 ; Maksss163 ; 51 
 348 ; 2 копейки ; 1877 ; СПБ ; Cu ; F- ; 6 ; пипер ; 152 
 349 ; 2 копейки ; 1894 ; СПБ ; Cu ; VF- ; 5 ; Cross ; 149 
 350 ; 2 копейки ; 1905 ; СПБ ; Cu ; VF- ; 7 ; ASD013 ; 112 
 351 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 6 ; CMSpb ; 51 
 352 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 9 ; CMSpb ; 68 
 353 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 6 ; Andre32 ; 51 
 354 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 17 ; бух ; 232 
 355 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 37 ; русман ; 407 
 356 ; Копейка ; 1710 ; МД ; Cu ; VG ; 21 ; Roskur ; 825 
 257 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF- ; 15 ; scaniawolf ; 306 
 258 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 13 ; Energo ; 867 
 259 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 25 ; 7890 ; 310 
 260 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; XF+ ; 16 ; Lexuz8 ; 245 
 261 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 23 ; ААФ ; 255 
 262 ; 25 пенни ; 1866 ; S Финляндия ; Ag ; F-VF ; 21 ; S5S1 ; 476 
 263 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; VF-XF ; 30 ; tarroman ; 1275 
 264 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 15 ; sibirian ; 145 
 265 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF- ; 9 ; Maksss163 ; 147 
 266 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 29 ; lsp25 ; 160 
 267 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; XF- ; 51 ; lsp25 ; 1020 
 268 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 15 ; scaniawolf ; 189 
 269 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; F-VF ; 6 ; Markgraf ; 150 
 270 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 17 ; Energo ; 357 
 271 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 11 ; Termist ; 117 
 272 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF- ; 25 ; Termist ; 157 
 273 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 18 ; Termist ; 140 
 274 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; XF+ ; 26 ; ААФ ; 184 
 275 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 28 ; scaniawolf ; 277 
 276 ; Лот монет России: 50 коп (7шт) ; 1896-1912 ;  ; Ag ; VF-XF/VG ; 31 ; denisey57 ; 4656 
 277 ; Лот монет России: 20,15 коп (27шт) ; 1814-1915 ;  ; Ag ; XF-/VG ; 36 ; dnk8 ; 3314 
 278 ; Лот монет России: 15,10 коп (12шт) ; 1899-1915 ;  ; Ag ; VF+/VG ; 21 ; denisey57 ; 1043 
 279 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF+ ; 25 ; denisey57 ; 873 
 280 ; Лот монет России: 50,25 пенни (6шт) ; 1915-1917 ;  ; Ag ; AU/VF-XF ; 38 ; denisey57 ; 1204 
 281 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF- ; 9 ; denisey57 ; 873 
