 5905 ; Бона иностранная ;  ;  ;  ; AU ; 20 ; Папа с рацией ; 82 
 681 ; Монета средневековая. Испания, Филипп IV. М-2,03гр ;  ;  ; Cu ; F+ ; 11 ; лидер ; 147 
 682 ; Монета средневековая. Испания. М-4,44гр ;  ;  ; Cu ; F+ ; 13 ; лидер ; 145 
 683 ; Монета средневековая. Испания. М-2,84гр ;  ;  ; Cu ; F+ ; 11 ; lestes ; 247 
 684 ; Монета средневековая. Испания. М-2,37гр ;  ;  ; Cu ; F+ ; 5 ; aziya11 ; 114 
 685 ; Монета средневековая. Испания. М-1,93гр ;  ;  ; Cu ; F+ ; 5 ; aziya11 ; 114 
 686 ; Монета средневековая. Испания. М-2,42гр ;  ;  ; Cu ; F+ ; 7 ; aziya11 ; 114 
 687 ; Монета. Турция. М-1,63гр ; 1099г.х. ;  ; Cu ; F+ ; 38 ; Папа с рацией ; 193 
 688 ; Монета. Восток. М-4,28гр ;  ;  ; Cu ; F+ ; 11 ; aziya11 ; 56 
 689 ; Монета. Восток. М-5,52гр ;  ;  ; Cu ; F+ ; 59 ; lestes ; 257 
 690 ; Монета. Восток. М-1,59гр ;  ;  ; Cu ; F+ ; 5 ; Sterh ; 47 
 691 ; Лот монет Золотой Орды (9шт) ;  ;  ; Ag,Cu ; F/F-VF ; 73 ; stark-2006 ; 1023 
 726 ; Медаль. За усердие. Имп. Николай II. D-30мм ;  ;  ; Ag ; VF- ; 58 ; ар-тур ; 4814 
 727 ; Жетон. А.С. Пушкин (1799-1899). D-23мм ;  ;  ; Ж/м ; VF-XF ; 20 ; efim ; 1333 
 728 ; Жетон 12.11.1914. Р-ры: 19 на 33мм ;  ;  ; Ag ; VF+ ; 17 ; alex09 ; 1734 
 729 ; Медаль. 50 лет Союзу Советских Социалистических Республик. D-55мм. В коробке ; 1972 ;  ; Ag,эмаль ; AU ; 45 ; RAPAN ; 5950 
 730 ; Медаль. В ознаменование 40-летия Великой Октябрьской Революции. Медальер Н.Соколов. D-70мм ;  ;  ; Ж/м ; XF ; 60 ; efim ; 3591 
 731 ; Медаль. Гангут. Медальер А.Королев. D-59мм ;  ;  ; Ж/м ; XF+ ; 71 ; efim ; 3264 
 732 ; Медаль. 600 лет победе на Куликовском поле. Медальер А.Королюк. D-65мм ; 1980ЛМД ;  ; Ж/м ; AU ; 65 ; efim ; 1885 
 733 ; Медаль. 150 лет со дня Бородинского сражения. Медальер М.Шмаков. D-65мм ;  ;  ; Ж/м ; XF ; 55 ; efim ; 3068 
 734 ; Медаль. 150 лет ьруда Ж.Б.Ламарка. Медальер Н.Соколов. D-65мм ;  ;  ; Ж/м ; XF ; 49 ; sportmini ; 3255 
 735 ; Медаль. Ленинград. Казанский собор. D-54мм ; ЛМД ;  ; Ж/м ; AU ; 32 ; fillin ; 999 
 736 ; Медаль. Ново-Арбатский мост. Гостиница "Украина". Медальер Леонова Л. D-65мм ;  ;  ; Ж/м ; AU ; 19 ; efim ; 1024 
 737 ; Медаль. Первая революция. Медальер А.Королюк. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU/XF ; 26 ; alex09-63 ; 828 
 738 ; Медаль. Государственый институт пркладной химии. Медальер Козлов . D-65мм ; 1983ЛМД ;  ; Ж/м ; XF ; 34 ; mebius ; 906 
 739 ; Медаль. 100 лет со дня рождения Академмика Н.Д.Зелинского. D-55мм ;  ;  ; Ж/м ; XF- ; 42 ; ulf ; 1631 
 740 ; Медаль односторонняя "В ознаменование 40-летия Великой Октябрьской Социалистической революции". Медальер Н.Соколов. D-69мм ;  ;  ; Ж/м ; VF ; 48 ; ulf ; 3226 
 741 ; Медаль. Договор об Антарктике. D-65мм ; ЛМД ;  ; Ж/м ; XF+ ; 30 ; ZOLTAN333 ; 1062 
 742 ; Медаль. С.А. Зверев министр оборонной промышленности. Оптическое об-во им Д.С. Рождественского. D-60мм ; 1994ЛМД ;  ; Ж/м ; XF ; 33 ; mebius ; 960 
 743 ; Медаль. 250 лет Ленинградскому монетному двору (1724-1974). D-65мм ; 1974ЛМД ;  ; Ж/м ; XF ; 41 ; Danila-56 ; 1530 
 744 ; Медаль. 50 лет советской системы аттестации научных и научно-педагогических кадров. D-46мм ; 1983ЛМД ;  ; Ж/м ; XF- ; 29 ; sportmini ; 1988 
 745 ; Медаль. XIV спартакиада социалистических стран 1976г. D-65мм ; ЛМД ;  ; Ж/м ; XF ; 23 ; mebius ; 941 
 746 ; Медаль. Гидрометеорологическая служба 50 лет (1921-1971). D-70мм ;  ;  ; Ж/м ; VF-XF ; 14 ; Папа с рацией ; 205 
 747 ; Медаль. 100 лет Донецку. D-86мм ;  ;  ; Al ; XF ; 6 ; Новик ; 147 
 748 ; Медаль. 250 лет добровольного присоединения Казахстана к России (1731-1981). D-65мм ;  ;  ; Ж/м ; VF-XF ; 20 ; efim ; 465 
 749 ; Медаль. Первый космонавт Землм Ю.Гагарин. D-50мм ; ММД ;  ; Ж/м ; XF ; 11 ; efim ; 255 
 750 ; Медаль. Первый человек на Луне Н.Армстронг. D-50мм ; ММД ;  ; Ж/м ; XF ; 9 ; efim ; 255 
 617 ; Лот монет Петра I и "Медного бунта" (7шт): копейка ;  ;  ; Ag,Cu ; F+/F-VF ; 33 ; пасечник ; 283 
 618 ; Лот монет Петра I (10шт): копейка ; 1689-1725 ;  ; Ag ; F+/F-VF ; 23 ; sib8 ; 505 
 619 ; Лот монет Петра I (5шт): копейка ; 1689-1725 ;  ; Ag ; F-VF/VF- ; 11 ; Пятница 14 ; 306 
 620 ; Лот монет "Медный бунт" (7шт): копейка. Москва, Псков, Новгород ; 1645-1676 ;  ; Cu ; F/F-VF ; 17 ; кве ; 1020 
 621 ; Лот монет Алексея Михайловича "Медный бунт" ()9шт): копейка. Москва, Псков, Новгород ; 1645-1676 ;  ; Cu ; F+ ; 18 ; priwet ; 1530 
 622 ; Тетрадрахма. Рим, имп.  Этруск. М-13,53гр ; 250-251 ;  ; Ag ; F-VF ; 20 ; rjrit ; 1887 
 623 ; Денарий. Рим, Республика. М-3,89гр ; 3в до н.э. ;  ; Ag ; F-VF ; 44 ; ГдРъ ; 2274 
 624 ; Денарий. Рим, Республика. М-3,76гр ; 3в до н.э. ;  ; Ag ; F-VF/VF- ; 71 ; ask ; 2301 
 625 ; Денарий. Рим, Республика. М-3,60гр ; 3в до н.э. ;  ; Ag ; F-VF ; 26 ; Margites ; 1216 
 626 ; Антониниан. Рим, имп. Гордиан III. Отверстие. М-5,10гр ;  ;  ; Ag ; F-VF ; 28 ; roza77 ; 374 
 627 ; Драхма. Парфия, Митридат II. М-4,20гр ;  ;  ; Ag ; VF- ; 57 ; SergeyAnatoljevich ; 2734 
 628 ; Стетер. Боспор, Рескупорид V. М-7,13гр ;  ;  ; Ag ; F+/F-VF ; 72 ; maymuse ; 2505 
 629 ; Драхма. Аполония Потнийская. М-2,87гр ; 5в до н.э. ;  ; Ag ; F-VF ; 25 ; Алексей Витальевич52 ; 1259 
 630 ; Литра. Сицилия, Сиракузы. М-0,50гр ; 485-466гг до н.э. ;  ; Ag ; VF- ; 20 ; lestes ; 2039 
 631 ; Обол. Киликия. М-0,54гр ; 5в ;  ; Ag ; F-VF ; 53 ; masterovoi ; 1106 
 632 ; Обол. Киликия. М-0,73гр ; 5в ;  ; Ag ; F-VF/VF- ; 28 ; Margites ; 895 
 633 ; Обол. Киликия. М-0,68гр ; 5в ;  ; Ag ; F-VF ; 19 ; dimasmirnov ; 787 
 634 ; Монета античная. Римская империя. М-2,52гр ;  ;  ; Cu ; F ; 28 ; aziya11 ; 90 
 635 ; Монета античная. Римская империя. М-2,17гр ;  ;  ; Cu ; F ; 18 ; aziya11 ; 84 
 636 ; Монета античная. Римская империя. М-4,50гр ;  ;  ; Cu ; F ; 21 ; aziya11 ; 105 
 637 ; Антониниан. Рим, имп. Клавдий Готский. М-2,52гр ; 268-270 ;  ; Cu ; F+ ; 17 ; юрий73 ; 439 
 638 ; Антониниан. Рим, имп. Карин. М-3,81гр ; 283-285 ;  ; Cu ; F-VF ; 18 ; doc2 ; 1247 
 639 ; Антониниан. Рим, имп. Викторин. М-2,93гр ; 269-271 ;  ; Cu ; F+ ; 24 ; Серж_74 ; 144 
 640 ; Фолис. Рим, имп. Константин I Великий. М-2,19гр ; 307-337 ;  ; Cu ; F+ ; 19 ; stark-2006 ; 503 
 641 ; Фолис. Рим, имп. Констант. М-1,65гр ; 337-350 ;  ; Cu ; F+ ; 15 ; lestes ; 407 
 642 ; Фолис. Рим, имп. Валентиниан I. М-2,78гр ; 364-375 ;  ; Cu ; F+ ; 9 ; лидер ; 202 
 643 ; Фолис. Рим, имп. Валентиниан I. М-1,81гр ; 364-375 ;  ; Cu ; F+ ; 13 ; lestes ; 445 
 644 ; Фолис. Византия, Юстиниан. М-17,03гр ; 527-565 ;  ; Cu ; F+ ; 22 ; пасечник ; 400 
 645 ; Монета. Кушаны. М-9,88гр ; 2-3вв ;  ; Cu ; F+ ; 47 ; пасечник ; 355 
 646 ; Монета. Херсонес. М-2,46гр ;  ;  ; Cu ; F+ ; 92 ; gogo ; 2038 
 647 ; Монета. Пантикапей. М-6,78гр ;  ;  ; Cu ; F+ ; 23 ; doc2 ; 383 
 648 ; Монета. Пантикапей. М-5,44гр ;  ;  ; Cu ; F+ ; 7 ; doc2 ; 281 
 649 ; Монета. Пантикапей. М-2,30гр ;  ;  ; Cu ; F+ ; 18 ; maymuse ; 83 
 650 ; Монета. Пантикапей. М-3,06гр ;  ;  ; Cu ; F+ ; 7 ; aziya11 ; 50 
 651 ; Монета. Пантикапей. М-2,38гр ;  ;  ; Cu ; F+ ; 3 ; aziya11 ; 34 
 652 ; Монета. Пантикапей. М-2,24гр ;  ;  ; Cu ; F+ ; 9 ; aziya11 ; 53 
 653 ; Монета. Пантикапей. М-2,55гр ;  ;  ; Cu ; F+ ; 10 ; aziya11 ; 79 
 654 ; Монета. Пантикапей. М-1,44гр ;  ;  ; Cu ; F+ ; 9 ; aziya11 ; 78 
 655 ; Лот античных монет Римской империи (15шт) ;  ;  ; Cu ; F/F+ ; 13 ; aziya11 ; 831 
 656 ; Талер. Австрия. М-28,63гр ; 16в ;  ; Ag ; VF+ ; 69 ; 1774 ; 9066 
 657 ; Талер. Швейцария. Санкт-Галлен ; 1622 ;  ; Ag ; F-VF ; 81 ; ekaterina_dias ; 5780 
 658 ; Патагон. Испанские Нидерланды ; 1627 ;  ; Ag ; F ; 48 ; vlkorchev ; 1505 
 659 ; Патагон. Испанские Нидерланды ; 1633 ;  ; Ag ; VF- ; 45 ; Azeroter1 ; 3000 
 660 ; Даалдер. Нидерланды. Кампен ; 1648 ;  ; Ag ; VF- ; 77 ; vitapool ; 3931 
 661 ; Патагон. Испанские Нидерланды ; 17 век ;  ; Ag ; VG ; 32 ; mkm1968 ; 625 
 662 ; Талер. Священная Римская империя ; 17 век ;  ; Ag ; VF- ; 24 ; ASTRAL ; 5307 
 663 ; 1/2 талера. Нидерланды. Брабант ; 1647 ;  ; Ag ; F ; 39 ; велес ; 1135 
 664 ; 1/2 талера. Нидерланды. Брабант ; ND ;  ; Ag ; F-VF ; 29 ; rekaSvir ; 907 
 665 ; 1/4 талера. Нидерланды ; 17 век ;  ; Ag ; F+ ; 27 ; велес ; 818 
 666 ; 18 грошей. Пруссия ; 1699 ;  ; Ag ; F-VF ; 52 ; Azeroter1 ; 918 
 567 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; Алексей Витальевич52 ; 124 
 568 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 20 ; ГдРъ ; 189 
 569 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; gelo ; 105 
 570 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 65 
 571 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 120 
 572 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; ter ; 124 
 573 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 120 
 574 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; Xxzx ; 120 
 575 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; ГдРъ ; 99 
 576 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; ГдРъ ; 148 
 577 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; Xxzx ; 80 
 578 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; elinsckij123 ; 110 
 579 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; rirosrob ; 167 
 580 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; Майкл ; 145 
 581 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 69 
 582 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; Xxzx ; 75 
 583 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 11 ; Xxzx ; 120 
 584 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 7 ; rirosrob ; 120 
 585 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; Xxzx ; 82 
 586 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; virtualman ; 485 
 587 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 19 ; Алексей Витальевич52 ; 225 
 588 ; Копейка ; 1604 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 17 ; Xxzx ; 230 
 589 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 13 ; кве ; 332 
 590 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 11 ; Алексей Витальевич52 ; 247 
 591 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 9 ; Xxzx ; 190 
 592 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 105 
 593 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 3 ; Xxzx ; 114 
 594 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 19 ; Алексей Витальевич52 ; 247 
 595 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 21 ; gelo ; 124 
 596 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; gelo ; 94 
 597 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 17 ; cotangens ; 327 
 598 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 14 ; gelo ; 77 
 599 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 10 ; aziya11 ; 57 
 600 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 15 ; gelo ; 43 
 601 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 15 ; gelo ; 77 
 602 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; Ивпага ; 64 
 603 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 11 ; aziya11 ; 37 
 604 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 17 ; RemTro ; 127 
 605 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; aziya11 ; 62 
 606 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; gelo ; 33 
 607 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 20 ; gelo ; 55 
 608 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 11 ; aziya11 ; 38 
 609 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; aziya11 ; 51 
 610 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; gelo ; 57 
 611 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; aziya11 ; 57 
 612 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; Iskatel ; 55 
 613 ; Лот допетровских монет (5шт) ;  ;  ; Ag ; F/F+ ; 9 ; aziya11 ; 45 
 614 ; Лот монет Петра I )3шт): копейка ; 1682-1696 ;  ; Ag ; F-VF ; 19 ; Пятница 14 ; 165 
 615 ; Лот монет Петра I (30шт): копейка ; 1689-1725 ;  ; Ag ; VG/F+ ; 22 ; Володя ; 1275 
 616 ; Лот допетровских монет (19шт): копейка ;  ;  ; Ag ; VG/F+ ; 26 ; sib8 ; 612 
 517 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 30 ; Tosha ; 450 
 518 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 23 ; aziya11 ; 157 
 519 ; Денга. Обломана ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 27 ; Владко ; 419 
 520 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 35 ; Tosha ; 669 
 521 ; Денга. Деформация ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 38 ; 19 ; 1377 
 522 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; gelo ; 83 
 523 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 26 ; Tosha ; 718 
 524 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; gelo ; 83 
 525 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; gelo ; 83 
 526 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 18 ; Алексей Витальевич52 ; 120 
 527 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 33 ; pvg111 ; 177 
 528 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 7 ; кве ; 257 
 529 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 27 ; gelo ; 81 
 530 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 23 ; zoom30 ; 120 
 531 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 22 ; drn137 ; 105 
 532 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 89 ; кве ; 916 
 533 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 18 ; ГдРъ ; 340 
 534 ; Копейка ; 1618-ок.1626 ; Михаил Федорович Ярославль ; Ag ; F-VF ; 39 ; Майкл ; 783 
 535 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; Алексей Витальевич52 ; 54 
 536 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; Алексей Витальевич52 ; 120 
 537 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; gelo ; 57 
 538 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 22 ; ГдРъ ; 120 
 539 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; Майкл ; 194 
 540 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; Ивпага ; 47 
 541 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 38 ; gelo ; 95 
 542 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 30 ; gelo ; 95 
 543 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; Майкл ; 77 
 544 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; gelo ; 67 
 545 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 19 ; DNV73 ; 77 
 546 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 45 ; RemTro ; 220 
 547 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF- ; 15 ; Алексей Витальевич52 ; 386 
 548 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 19 ; Алексей Витальевич52 ; 429 
 549 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; XF ; 44 ; Приор ; 455 
 550 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 35 ; Приор ; 148 
 551 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 23 ; gelo ; 76 
 552 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 45 ; Папа с рацией ; 313 
 553 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; gelo ; 40 
 554 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; gelo ; 48 
 555 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 18 ; gelo ; 67 
 556 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; aziya11 ; 41 
 557 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; Алексей Витальевич52 ; 78 
 558 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 23 ; gelo ; 96 
 559 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; gelo ; 53 
 560 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 16 ; aziya11 ; 40 
 561 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; stok ; 33 
 562 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; gelo ; 47 
 563 ; Денга ;  ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; aziya11 ; 41 
 564 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 23 ; Рузаевка ; 609 
 565 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 38 ; aziya11 ; 710 
 566 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 39 ; Рузаевка ; 581 
 457 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 32 ; sheriff 0 ; 110 
 458 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 30 ; urik21121 ; 114 
 459 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 16 ; нормировщик9 ; 71 
 460 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 33 ; urik21121 ; 399 
 461 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF- ; 55 ; electra ; 227 
 462 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF ; 44 ; Восток ; 472 
 463 ; 1 пенни ; 1895 ; Финляндия ; Cu ; XF- ; 23 ; electra ; 340 
 464 ; 1 пенни ; 1898 ; Финляндия ; Cu ; AU ; 27 ; maksud ; 464 
 465 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF ; 23 ; sheriff 0 ; 153 
 466 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 28 ; serg98 ; 325 
 467 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 10 ; ct200h ; 102 
 468 ; 1 пенни ; 1900 ; Финляндия ; Cu ; AU ; 18 ; konstk2 ; 252 
 469 ; 1 пенни ; 1901 ; Финляндия ; Cu ; XF- ; 8 ; ct200h ; 98 
 470 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 8 ; zemlyk2014 ; 79 
 471 ; 1 пенни ; 1902 ; Финляндия ; Cu ; VF-XF ; 10 ; imi ; 105 
 472 ; 1 пенни ; 1904 ; Финляндия ; Cu ; VF-XF ; 16 ; bva150979 ; 767 
 473 ; 1 пенни ; 1906 ; Финляндия ; Cu ; VF ; 8 ; zemlyk2014 ; 27 
 474 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF ; 29 ; 1206 ; 87 
 475 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 6 ; zemlyk2014 ; 68 
 476 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 17 ; armas ; 141 
 477 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 13 ; Angal ; 135 
 478 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF/AU ; 11 ; sheriff 0 ; 113 
 479 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 22 ; лом45 ; 171 
 480 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF ; 12 ; gremlyn ; 115 
 481 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 6 ; zemlyk2014 ; 80 
 482 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 42 ; Восток ; 224 
 483 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 20 ; Степан_81 ; 87 
 484 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF ; 16 ; vvt ; 159 
 485 ; Лот монет России (9шт): 1к, денга, полушка ; 1767-1831 ;  ; Cu ; VG/G ; 30 ; ct200h ; 8162 
 486 ; Лот монет России: 1 коп, денга, полушка (9шт) ; 1749-1844 ;  ; Cu ; F-/G ; 26 ; Володя ; 567 
 487 ; Лот монет России: 2,1 коп (12шт) ; 1870-1912 ;  ; Cu ; F+/VG ; 31 ; sib8 ; 561 
 488 ; Лот монет России (5шт): 2 копейки ; 1815-1830 ;  ; Cu ; F-/F-VF ; 46 ; KNK ; 459 
 489 ; Лот монет России: 5,2,1 коп (5шт) ; 1760-1801 ;  ; Cu ; F/G ; 100 ; sibtec ; 765 
 490 ; Лот монет России: 5,2,1 копейка (5шт) ; 1811-1852 ;  ; Cu ; VG/F- ; 5 ; ANGEL 23 ; 12 
