 6007 ; Лот бон иностранных  Индонезия 5 шт. ;  ;  ;  ; AU ; 24 ; кент ; 179 
 705 ; Копейка ; 1612-1613 ; Второе земское ополчение Ярославский ден.двор ; Ag ; F-VF ; 30 ; 19 ; 2000 
 706 ; Копейка. Деформация ; 1613-1645 ; временный московский денежный двор ; Ag ; F-VF ; 28 ; ойееей ; 1737 
 707 ; Денга "Дозор" Иван III Васильевич ;  ;  ; Ag ; VF ; 35 ; Папа с рацией ; 2167 
 708 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 23 ; maymuse ; 153 
 709 ; Денга. Василий Дмитриевич. Коломенский чекан. Слоение ; 1389-1425 ;  ; Ag ; F+ ; 29 ; Дмитрий Михайлович ; 1487 
 710 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F+ ; 90 ; $$$ ; 1706 
 711 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F-VF ; 54 ; Папа с рацией ; 1355 
 712 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 63 ; Фофорс ; 1477 
 713 ; Денга. Василий Иванович ; после 1456 ; Великое Княжество Рязанское ; Ag ; F-VF ; 17 ; lestes ; 340 
 714 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 153 
 715 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 6 ; dav_79_2010 ; 512 
 716 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 32 ; Ритм ; 524 
 717 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 18 ; 21011984andrei ; 189 
 718 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; Ритм ; 179 
 719 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 37 ; irino4ka ; 104 
 720 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; н_у_м_и_з_м_а_т ; 47 
 721 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; rirosrob ; 102 
 722 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; н_у_м_и_з_м_а_т ; 47 
 723 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; 312 ; 40 
 724 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; Monah ; 53 
 725 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; vania1981 ; 55 
 626 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; Xxzx ; 90 
 627 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; Rosomaxa ; 153 
 628 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 3 ; Xxzx ; 57 
 629 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 3 ; Xxzx ; 37 
 630 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 3 ; Xxzx ; 102 
 631 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 3 ; Xxzx ; 102 
 632 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; Xxzx ; 81 
 633 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; 2х2 ; 140 
 634 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; nepohozii ; 192 
 635 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 5 ; 2х2 ; 82 
 636 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; vania1981 ; 87 
 637 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; ойееей ; 92 
 638 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 11 ; 2х2 ; 105 
 639 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; Dahan ; 101 
 640 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; Dahan ; 70 
 641 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 5 ; rusman ; 184 
 642 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 9 ; nepohozii ; 143 
 643 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; vania1981 ; 77 
 644 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; vania1981 ; 67 
 645 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 7 ; 2х2 ; 105 
 646 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; ойееей ; 47 
 647 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; nepohozii ; 87 
 648 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 48 ; Волк33 ; 87 
 649 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 10 ; ойееей ; 59 
 650 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Доктор Никитин ; 104 
 651 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 17 ; 21011984andrei ; 79 
 652 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 4 ; Xxzx ; 51 
 653 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 14 ; blinks ; 300 
 654 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Волк33 ; 181 
 655 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 3 ; Xxzx ; 51 
 656 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 5 ; Xxzx ; 77 
 657 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 81 
 658 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 7 ; le chevalier ; 51 
 659 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 3 ; Xxzx ; 51 
 660 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; Доктор Никитин ; 151 
 661 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Доктор Никитин ; 151 
 662 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 7 ; Василiч ; 51 
 663 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; Ритм ; 502 
 664 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 5 ; le chevalier ; 51 
 665 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 5 ; byrozka ; 100 
 666 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; павел кожемякин ; 357 
 667 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 33 ; Папа с рацией ; 905 
 668 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 238 
 669 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 7 ; Xxzx ; 169 
 670 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 261 
 671 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+/F-VF ; 25 ; Xxzx ; 1695 
 672 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; Xxzx ; 281 
 673 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; Xxzx ; 194 
 674 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; Xxzx ; 134 
 675 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; viridis ; 255 
 554 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF+ ; 21 ; tanker1975 ; 206 
 555 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 34 ; RVS ; 573 
 556 ; 1 пенни ; 1902 ; Финляндия ; Cu ; VF-XF ; 13 ; Avdeev13 ; 261 
 557 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF-XF ; 48 ; A.G ; 796 
 558 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF- ; 23 ; Avdeev13 ; 332 
 559 ; 1 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 22 ; dim66 ; 210 
 560 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 21 ; Alias ; 246 
 561 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 32 ; Sporti84 ; 421 
 562 ; Лот монет России (10шт):1/2,1/4 к ; 1840-1909 ;  ; Cu ; F+/G ; 69 ; хабар ; 2696 
 563 ; Лот монет России: 1,1/4 копейки (2шт) ; 1843,1897 ;  ; Cu ; F- ; 66 ; кузнец ; 624 
 564 ; Лот монет России: 3,1 коп (6шт) ; 1897-1914 ;  ; Cu ; AU/VF ; 44 ; 222211 ; 604 
 565 ; Лот монет России: 2 коп (9шт) ; 1811-1829 ;  ; Cu ; F+/VG ; 36 ; sibirian ; 602 
 566 ; Лот монет России (10шт): 2 копейки ; 1814-1822 ;  ; Cu ; F+/G ; 19 ; хабар ; 294 
 567 ; Лот монет России (21шт): 5к,3к,2к,1к, денга, полушка, 5 пенни ; 1734-1916 ;  ; Cu ; G-F ; 39 ; хабар ; 1256 
 568 ; Лот монет России: 5,3,2 коп (10шт) ; 1831-1912 ;  ; Cu ; F-VF/G ; 43 ; olq ; 821 
 569 ; Лот монет России (8шт): 5к,2к ; 1814-1907 ;  ; Cu ; F+/G ; 62 ; хабар ; 648 
 570 ; Лот монет России (9шт): 2 копейки ; 1810-1827 ;  ; Cu ; F+/VG ; 20 ; olq ; 318 
 571 ; Лот монет России: 20,15,10 коп (10шт) ; 1877-1915 ;  ; Ag ; XF-/VG ; 47 ; хабар ; 722 
 572 ; Лот монет России: 1 коп, денга, полушка (7шт) ; 1735-1801 ;  ; Cu ; F/VG ; 68 ; Pablo1 ; 6556 
 573 ; Лот монет России (6шт): 1/2к,1/4к ; 1735-1912 ;  ; Cu ; F/G ; 29 ; wwn ; 522 
 574 ; Лот монет России (12шт): 2,1 к, ьденга, полушка ; 1757-1901,1924 ;  ; Cu ; F+/G ; 38 ; Коробейников ; 1245 
 575 ; Лот монет России (8шт): копейка, денга ; 1851-1864 ;  ; Cu ; G-F ; 54 ; хабар ; 509 
 576 ; Лот монет России: 1 коп (14шт) ; 1818-1911 ;  ; Cu ; F-VF/VG ; 44 ; igrtlk ; 1058 
 577 ; Лот монет России: 2,1 коп, денга, полушка (12шт) ; 1768-1859 ;  ; Cu ; F-/G ; 81 ; хабар ; 1111 
 578 ; Лот монет России (7шт): 5к,3к ; 1835-1908 ;  ; Cu ; F-/G ; 46 ; igrtlk ; 850 
 579 ; Лот монет России (11шт): 1 копейка ; 1789-1914 ;  ; Cu ; F-VF/G ; 44 ; хабар ; 1111 
 580 ; Лот монет России (9шт): 2,1 копейка ; 1798-1830 ;  ; Cu ; F+/VG ; 41 ; KNK ; 571 
 581 ; Лот монет России (12шт): 2,1 копейка ; 1832-1862 ;  ; Cu ; F+/G ; 41 ; хабар ; 711 
 582 ; Лот монет России: 5,1,1/2 копейки, денежка, денга (9шт) ; 1726-1860 ;  ; Cu ; F-/G ; 17 ; Rjn ; 729 
 583 ; Лот монет России: денга (9шт) ; 1731-1751 ;  ; Cu ; F+/F- ; 35 ; 439 ; 250 
 584 ; Лот монет России (12шт): денга ; 1731-1750 ;  ; Cu ; F+/G ; 38 ; ъъъ ; 1032 
 607 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 27 ; himak ; 3500 
 608 ; Денга. Василий Темный ; 1425-1462 ;  ; Ag ; F-VF ; 21 ; himak ; 3513 
 609 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 33 ; Al777 ; 5618 
 610 ; Денга ; 1362-1389 ; Дмитрий Иванович (Донской) ; Ag ; F-VF ; 39 ; virtualman ; 35555 
 611 ; Денга ; 1362-1389 ; Дмитрий Иванович (Донской) ; Ag ; F+/F-VF ; 65 ; virtualman ; 35555 
 612 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 27 ; vladime ; 2295 
 613 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 75 ; Фофорс ; 1654 
 614 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; Xxzx ; 71 
 615 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 3 ; le chevalier ; 100 
 616 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 6 ; maymuse ; 118 
 617 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 4 ; Xxzx ; 102 
 618 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; Василiч ; 51 
 619 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; Xxzx ; 70 
 620 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 3 ; le chevalier ; 100 
 621 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 3 ; le chevalier ; 100 
 622 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; ВалеН ; 115 
 623 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 3 ; le chevalier ; 100 
 624 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; virtualman ; 101 
 625 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; le chevalier ; 100 
 504 ; Полушка ; 1734? ; Орёл 1730 г. ; Cu ; F ; 18 ; SSK ; 210 
 505 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 27 ; byrozka ; 181 
 506 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 20 ; byrozka ; 90 
 507 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F-VF ; 13 ; Andrei2007 ; 143 
 508 ; Полушка ; 1766 ; ЕМ ; Cu ; G/VG ; 11 ; leshii40 ; 140 
 509 ; Полушка ; 1767 ; ЕМ ; Cu ; VG ; 14 ; sotnik ; 216 
 510 ; Полушка ; 1768 ; ЕМ ; Cu ; VF ; 80 ; ARhimed ; 2267 
 511 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; VF ; 41 ; Vova1950 ; 1224 
 512 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; VF ; 19 ; Vova1950 ; 894 
 513 ; Полушка ; 1771 ; ЕМ ; Cu ; F- ; 14 ; murzic.7 ; 107 
 514 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 57 ; 222211 ; 5228 
 515 ; Полушка ; 1797 ; ЕМ ; Cu ; VF- ; 91 ; Ferros ; 4494 
 516 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF- ; 32 ; Лёха22 ; 714 
 517 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; F ; 49 ; ronen ; 1581 
 518 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF- ; 20 ; $$$ ; 1026 
 519 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; MS64 ; 33 ; Sporti84 ; 3185 
 520 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 32 ; double ; 969 
 521 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF-XF ; 37 ; Harder ; 1338 
 522 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; XF+ ; 52 ; ZOLTAN333 ; 2752 
 523 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; XF+ ; 36 ; Harder ; 2360 
 524 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 16 ; Shera ; 189 
 525 ; 10 пенни ; 1898 ; Финляндия ; Cu ; F+ ; 49 ; MUPS ; 3347 
 526 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 21 ; An12 ; 217 
 527 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 21 ; СТРЕКОЗА ; 181 
 528 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 9 ; bva150979 ; 510 
 529 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 39 ; DmitriPartei ; 400 
 530 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF+ ; 20 ; igors1969 ; 1134 
 531 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF ; 17 ; A.G ; 96 
 532 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 20 ; вован-61 ; 73 
 533 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 23 ; V.I.P.E.R. ; 81 
 534 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 14 ; sibirian ; 64 
 535 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 13 ; Avdeev13 ; 94 
 536 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 13 ; Avdeev13 ; 79 
 537 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 19 ; karal ; 81 
 538 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 14 ; sneg ; 59 
 539 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 19 ; krugerrand ; 90 
 540 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 15 ; tanker1975 ; 69 
 541 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 32 ; s interesom ; 309 
 542 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 24 ; molodes ; 129 
 543 ; 1 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 28 ; bva150979 ; 1577 
 544 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF+ ; 28 ; VAM ; 294 
 545 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF-XF ; 58 ; A.G ; 901 
 546 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF- ; 21 ; VAM ; 405 
 547 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF-XF ; 39 ; A.G ; 665 
 548 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 16 ; A.G ; 612 
 549 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 23 ; A.G ; 709 
 550 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF+ ; 13 ; A.G ; 294 
 551 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF+ ; 13 ; A.G ; 267 
 552 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF+/XF- ; 25 ; A.G ; 612 
 553 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 15 ; Avdeev13 ; 255 
 454 ; Денга ; 1735 ;  ; Cu ; F ; 9 ; gav1980 ; 50 
 455 ; Денга ; 1737 ;  ; Cu ; VF ; 21 ; SSK ; 312 
 456 ; Денга ; 1741 ;  ; Cu ; F- ; 9 ; WhiteMouse ; 47 
 457 ; Денга ; 1748 ;  ; Cu ; F-VF ; 23 ; gav1980 ; 68 
 458 ; Денга ; 1749 ;  ; Cu ; F+ ; 20 ; karal ; 101 
 459 ; Денга ; 1750 ;  ; Cu ; F-VF ; 15 ; V.I.P.E.R. ; 60 
 460 ; Денга ; 1751 ;  ; Cu ; F+ ; 17 ; вован-61 ; 62 
 461 ; Денга ; 1750 ;  ; Cu ; F- ; 23 ; rom11 ; 102 
 462 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 39 ; Vova1950 ; 2381 
 463 ; Денга ; 1786 ; ЕМ ; Cu ; F+ ; 33 ; гоша334 ; 745 
 464 ; Денга ; 1793 ; КМ ; Cu ; VF- ; 10 ; почтальон ; 692 
 465 ; Денга ; 1795 ; ЕМ ; Cu ; F ; 63 ; adelante ; 140 
 466 ; Денга ; 1796 ; ЕМ ; Cu ; VF- ; 10 ; Ten Nochi ; 927 
 467 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 19 ; SSK ; 611 
 468 ; Деньга ; 1811 ; ИМ МК ; Cu ; F-VF ; 16 ; Анхель ; 920 
 469 ; Деньга ; 1812 ; ИМ ПС ; Cu ; VF ; 31 ; ct200h ; 3064 
 470 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 33 ; ОСА ; 1281 
 471 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; XF ; 45 ; ZOLTAN333 ; 2425 
 472 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF ; 7 ; Лёха22 ; 159 
 473 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F+ ; 14 ; cvb ; 219 
 474 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF- ; 23 ; нионила ; 459 
 475 ; 1/2 копейки ; 1842 ; ЕМ ; Cu ; VF-XF ; 48 ; Маша-растеряша ; 1864 
 476 ; Денежка ; 1850 ; ЕМ ; Cu ; VF- ; 46 ; $$$ ; 1005 
 477 ; Денежка ; 1851 ; ЕМ ; Cu ; AU ; 36 ; букашка ; 3518 
 478 ; Денежка ; 1852 ; ЕМ ; Cu ; F-VF ; 35 ; sneg ; 232 
 479 ; Денежка ; 1855 ; ВМ ; Cu ; VF-XF ; 55 ; букашка ; 5661 
 480 ; 1/2 копейки ; 1886 ; СПБ ; Cu ; F/VG ; 58 ; маманя ; 1326 
 481 ; 1/2 копейки ; 1887 ; СПБ ; Cu ; VF ; 55 ; double ; 1381 
 482 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; F+ ; 61 ; viridis ; 1242 
 483 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; VF- ; 54 ; V-2 ; 2346 
 484 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 25 ; cond ; 1326 
 485 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 23 ; dim66 ; 261 
 486 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 10 ; СЁМА ; 227 
 487 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 9 ; sneg ; 115 
 488 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU/XF ; 12 ; честер ; 692 
 489 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 13 ; СЁМА ; 227 
 490 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF-XF ; 44 ; sergius ; 1938 
 491 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU ; 9 ; честер ; 318 
 492 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 9 ; честер ; 255 
 493 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF ; 13 ; СЁМА ; 192 
 494 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 24 ; borisovich ; 510 
 495 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF/AU ; 31 ; borisovich ; 510 
 496 ; Полушка (Ильин-8р) ; 1700 ;  ; Cu ; F+ ; 61 ; SSK ; 25555 
 497 ; Полушка ; 1707 ;  ; Cu ; F+ ; 76 ; 222211 ; 5780 
 498 ; Полушка (Ильин-3р) ; 1711 ;  ; Cu ; VG ; 73 ; dsa ; 3264 
 499 ; Полушка ; 1719 ; НД ; Cu ; VF ; 38 ; d ; 2477 
 500 ; Полушка. Брак чеканки ; 1721 ;  ; Cu ; VF- ; 47 ; d ; 2239 
 501 ; Полушка ; 17?? ;  ; Cu ; VG ; 21 ; byrozka ; 220 
 502 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF+ ; 29 ; амбал ; 1689 
 503 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; VF ; 33 ; leshii40 ; 522 
 404 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 37 ; gdrg2 ; 289 
 405 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 20 ; Семен ; 124 
 406 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 8 ; Алик56 ; 71 
 407 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 31 ; V.I.P.E.R. ; 73 
 408 ; Копейка ; 1811 ; СПБ МК ; Cu ; VG ; 26 ; арбат ; 4947 
 409 ; Копейка ; 1811 ; ИМ МК ; Cu ; F-VF ; 14 ; imir ; 1541 
 410 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F+ ; 9 ; Алик56 ; 60 
 411 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 19 ; DIMA 57 ; 202 
 412 ; Копейка ; 1830 ; КМ АМ ; Cu ; F+ ; 14 ; byrozka ; 85 
 413 ; Копейка ; 1834 ; ЕМ ФХ ; Cu ; F+ ; 25 ; почтальон ; 293 
 414 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 12 ; кузнец ; 203 
 415 ; Копейка ; 1840 ; ЕМ ; Cu ; VF- ; 45 ; Лёха22 ; 432 
 416 ; Копейка ; 1840 ; СПМ ; Cu ; VF ; 19 ; ОСА ; 383 
 417 ; Копейка ; 1840 ; СМ ; Cu ; F ; 24 ; sneg ; 153 
 418 ; Копейка ; 1841 ; СПМ ; Cu ; F+ ; 9 ; Семен ; 153 
 419 ; Копейка ; 1842 ; СПМ ; Cu ; VF-XF ; 54 ; ОСА ; 1267 
 420 ; Копейка ; 1851 ; ЕМ ; Cu ; F+ ; 30 ; leshii40 ; 372 
 421 ; Копейка ; 1852 ; ЕМ ; Cu ; VF- ; 41 ; $$$ ; 896 
 422 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; F+ ; 13 ; Алик56 ; 115 
