 3207 ; Бона иностранная ;  ;  ;  ;  ; 50 ; Him ; 348 
 781 ; 10 пенни ; 1899 ; Финляндия ; Cu ; F-VF ; 27 ; sa7ha ; 114 
 782 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF ; 48 ; koga ; 114 
 783 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF- ; 13 ; mysh. ; 192 
 784 ; 10 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 13 ; BOOL19 ; 86 
 785 ; 10 пенни ; 1909 ; Финляндия ; Cu ; F-VF ; 7 ; alno51 ; 102 
 786 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF ; 13 ; дутик ; 159 
 787 ; 10 пенни ; 1914 ; Финляндия ; Cu ; F-VF ; 13 ; alno51 ; 75 
 788 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 11 ; зело ; 126 
 789 ; 10 пенни ; 1916 ; Финляндия ; Cu ; F-VF ; 17 ; alno51 ; 48 
 790 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; F-VF ; 20 ; alno51 ; 51 
 791 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 28 ; strestas ; 113 
 792 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 9 ; alno51 ; 65 
 793 ; 5 пенни ; 1873 ; Финляндия ; Cu ; F-VF ; 5 ; alno51 ; 98 
 794 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F+ ; 3 ; alno51 ; 34 
 795 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF- ; 18 ; alno51 ; 79 
 796 ; 5 пенни ; 1899 ; Финляндия ; Cu ; F-VF ; 19 ; alno51 ; 50 
 797 ; 5 пенни ; 1901 ; Финляндия ; Cu ; F-VF ; 5 ; jef688 ; 41 
 798 ; 5 пенни ; 1906 ; Финляндия ; Cu ; F+ ; 4 ; radion ; 40 
 799 ; 5 пенни ; 1908 ; Финляндия ; Cu ; F-VF ; 9 ; alno51 ; 153 
 800 ; 5 пенни ; 1911 ; Финляндия ; Cu ; F-VF ; 4 ; alno51 ; 82 
 801 ; 5 пенни ; 1913 ; Финляндия ; Cu ; F-VF ; 24 ; BOOL19 ; 50 
 802 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF- ; 4 ; alno51 ; 91 
 803 ; 5 пенни ; 1915 ; Финляндия ; Cu ; F-VF ; 5 ; strapeznikov ; 41 
 804 ; 5 пенни ; 1916 ; Финляндия ; Cu ; F-VF ; 22 ; alno51 ; 81 
 805 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF ; 7 ; alno51 ; 101 
 806 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF+ ; 14 ; alno51 ; 90 
 807 ; 1 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 6 ; koga ; 66 
 808 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF ; 22 ; BOOL19 ; 52 
 809 ; 1 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 12 ; alno51 ; 153 
 810 ; 1 пенни ; 1912 ; Финляндия ; Cu ; VF-XF ; 22 ; strestas ; 119 
 811 ; 1 пенни ; 1913 ; Финляндия ; Cu ; VF- ; 14 ; alno51 ; 153 
 812 ; 1 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 8 ; alno51 ; 116 
 813 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 8 ; alexander9595 ; 200 
 814 ; 1 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 12 ; antik ; 204 
 815 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF+ ; 13 ; alno51 ; 116 
 816 ; Лот монет России: 1/2,1,2 коп (5шт) ; 1859-1915 ;  ; Cu ; F+/VF ; 16 ; o.k. ; 129 
 817 ; Лот монет России: 2 копейки (2шт) ; 1811,1812 ;  ; Cu ; VF- ; 16 ; Rjn ; 185 
 818 ; Лот монет России: 2 копейки (2шт) ; 1757 ;  ; Cu ; F+ ; 22 ; jef688 ; 79 
 819 ; Лот монет России: 2 копейки (3шт) ; 1811,1813 ;  ; Cu ; VF ; 28 ; strapeznikov ; 178 
 820 ; Лот монет России: 2 коп, 1 коп, денга, полушка (14шт) ; 1704-1858 ;  ; Cu ; F-VF ; 34 ; jef688 ; 1209 
 846 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 28 ; Viol ; 8670 
 847 ; Денга ; XV в ; Великий Новгород ; Ag ; VF-XF ; 64 ; overshtag ; 8670 
 848 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 20 ; кабан ; 2550 
 849 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 45 ; кабан ; 1246 
 850 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 34 ; кабан ; 554 
 851 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 12 ; арбат ; 567 
 852 ; Денга. Московское великое кн-во. Князь Василий Васильевич (Темный) ; 1425-1426 ;  ; Ag ; VF ; 19 ; кабан ; 717 
 853 ; Денга. Московское великое кн-во. Князь Василий III Иванович ; 1505-1533 ;  ; Ag ; VF ; 31 ; кабан ; 609 
 854 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 103 ; кабан ; 420 
 729 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F+ ; 28 ; alno51 ; 111 
 730 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; VF ; 20 ; leo 2 ; 111 
 731 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF ; 13 ; overshtag ; 41 
 732 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF ; 4 ; overshtag ; 45 
 733 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF ; 17 ; leks ; 87 
 734 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 8 ; ФВС ; 43 
 735 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 23 ; кабан ; 34 
 736 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 6 ; Григорий ; 15 
 737 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 19 ; sa7ha ; 27 
 738 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 24 ; ФВС ; 51 
 739 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F-VF ; 8 ; eugraphus ; 114 
 740 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F+ ; 11 ; overshtag ; 72 
 741 ; Полушка ; 1751 ; Орёл 1748 г. ; Cu ; F ; 5 ; alno51 ; 111 
 742 ; Полушка ; 1754? ; Орёл 1744 г. ; Cu ; F ; 18 ; alno51 ; 57 
 743 ; Полушка "Сибирь" ; 18 век ;  ; 18 век ; VG ; 36 ; jef688 ; 97 
 744 ; Полушка "Сибирь" ; 18 век ;  ; 18 век ; VG ; 35 ; Коллекционер ; 47 
 745 ; Полушка ; 1766 ; ЕМ ; Cu ; F+ ; 7 ; o.k. ; 254 
 746 ; Полушка ; 1766 ; ЕМ ; Cu ; F ; 11 ; alno51 ; 119 
 747 ; Полушка (Петров-3р) ; 1767 ; КМ "Сибирь" ; Cu ; F+ ; 15 ; locator79 ; 426 
 748 ; Полушка ; 1768 ; ЕМ ; Cu ; F+ ; 10 ; koga ; 68 
 749 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F ; 24 ; alno51 ; 510 
 750 ; Полушка ; 1769 ; ЕМ ; Cu ; F ; 15 ; alno51 ; 147 
 751 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 36 ; locator79 ; 306 
 752 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 17 ; smirnovao ; 450 
 753 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F ; 17 ; locator79 ; 465 
 754 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F ; 39 ; dnk8 ; 306 
 755 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F ; 61 ; dnk8 ; 221 
 756 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 92 ; dnk8 ; 340 
 757 ; Полушка ; 1773 ; КМ "Сибирь" ; Cu ; F+ ; 41 ; кабан ; 756 
 758 ; Полушка ; 1774 ; КМ "Сибирь" ; Cu ; F ; 39 ; locator79 ; 680 
 759 ; Полушка "Сибирь" ; 18 век ;  ; Cu ; F ; 73 ; dnk8 ; 165 
 760 ; Полушка (Ильин-4р) ; 1793 ; КМ ; Cu ; F ; 31 ; кабан ; 601 
 761 ; Полушка ; 1797 ; АМ ; Cu ; VF ; 71 ; нумизмат ; 1938 
 762 ; Полушка ; 1798 ; КМ ; Cu ; F-VF ; 60 ; МПП ; 3314 
 763 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F ; 13 ; alno51 ; 80 
 765 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF-XF ; 30 ; eugraphus ; 689 
 766 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF+ ; 54 ; дутик ; 675 
 767 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 45 ; хяня ; 670 
 768 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 47 ; o.k. ; 552 
 769 ; 2 копейки "оккупация" ; 1916А ;  ; Fe ; VF-XF ; 43 ; peck ; 975 
 770 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 62 ; хяня ; 663 
 771 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF ; 21 ; AleksandrV. ; 612 
 772 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF- ; 24 ; vc57 ; 200 
 773 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; F-VF ; 43 ; хяня ; 306 
 774 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; F-VF ; 21 ; strestas ; 194 
 775 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; F-VF ; 21 ; Mike! ; 237 
 776 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 48 ; alno51 ; 110 
 777 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 12 ; alno51 ; 51 
 778 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 10 ; alno51 ; 49 
 779 ; 10 пенни ; 1896 ; Финляндия ; Cu ; F-VF ; 7 ; alno51 ; 47 
 679 ; Денга ; 1731 ;  ; Cu ; F ; 4 ; Григорий ; 13 
 680 ; Денга ; 1734 ;  ; Cu ; F-VF ; 14 ; alno51 ; 135 
 681 ; Денга ; 1736 ;  ; Cu ; F-VF ; 12 ; alno51 ; 74 
 682 ; Денга ; 1737 ;  ; Cu ; F-VF ; 24 ; k2e ; 84 
 683 ; Денга ; 1738 ;  ; Cu ; VF ; 14 ; crackjack ; 178 
 684 ; Денга ; 1738 ;  ; Cu ; F-VF ; 9 ; 4А ; 227 
 685 ; Денга ; 1738 ;  ; Cu ; F+ ; 20 ; sa7ha ; 39 
 686 ; Денга ; 1738 ;  ; Cu ; F-VF ; 17 ; кабан ; 48 
 687 ; Денга ; 1739 ;  ; Cu ; F+ ; 10 ; sa7ha ; 36 
 688 ; Денга ; 1739 ;  ; Cu ; F ; 11 ; strapeznikov ; 31 
 689 ; Денга ; 1741 ;  ; Cu ; F ; 4 ; Григорий ; 13 
 690 ; Денга ; 1743 ;  ; Cu ; F+ ; 13 ; alno51 ; 45 
 691 ; Денга ; 1745 ;  ; Cu ; F ; 5 ; alno51 ; 51 
 692 ; Денга ; 1746 ;  ; Cu ; F-VF ; 11 ; кабан ; 62 
 693 ; Денга ; 1746? ;  ; Cu ; F+ ; 9 ; MishanD ; 24 
 694 ; Денга (Ильин-1р) ; 1748 ;  ; Cu ; F ; 19 ; avp ; 51 
 695 ; Денга ; 1748 ;  ; Cu ; VF- ; 14 ; Pronoza ; 192 
 696 ; Денга ; 1748 ;  ; Cu ; F-VF ; 9 ; sa7ha ; 18 
 697 ; Денга ; 1748 ;  ; Cu ; VF- ; 12 ; kotok ; 21 
 698 ; Денга ; 1748 ;  ; Cu ; F-VF ; 15 ; кабан ; 26 
 699 ; Денга ; 1748 ;  ; Cu ; F-VF ; 5 ; Григорий ; 14 
 700 ; Денга ; 1749 ;  ; Cu ; F-VF ; 7 ; sa7ha ; 27 
 701 ; Денга ; 1749 ;  ; Cu ; F ; 3 ; alex995 ; 12 
 702 ; Денга ; 1749 ;  ; Cu ; F+ ; 27 ; alno51 ; 38 
 703 ; Денга ; 18 век ;  ; Cu ; F ; 3 ; alno51 ; 23 
 704 ; Денга ; 1750 ;  ; Cu ; F+ ; 13 ; alno51 ; 51 
 705 ; Денга ; 1750 ;  ; Cu ; F+ ; 15 ; alno51 ; 26 
 706 ; Денга ; 1750 ;  ; Cu ; F+ ; 13 ; alno51 ; 34 
 707 ; Денга ; 1750 ;  ; Cu ; F+ ; 3 ; alex995 ; 12 
 708 ; Денга ; 1750 ;  ; Cu ; VF- ; 6 ; ФВС ; 62 
 709 ; Денга ; 1751 ;  ; Cu ; F ; 5 ; Григорий ; 26 
 710 ; Денга ; 1751 ;  ; Cu ; F ; 5 ; jef688 ; 26 
 711 ; Денга ; 1751 ;  ; Cu ; F+ ; 27 ; strapeznikov ; 44 
 712 ; Денга ; 1768 ; ЕМ ; Cu ; F-VF ; 38 ; ФВС ; 244 
 713 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; VF- ; 17 ; Vegas3333 ; 475 
 714 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; VF- ; 49 ; арбат ; 730 
 715 ; Денга (Ильин-1р) ; 1793 ; КМ ; Cu ; F+ ; 27 ; кабан ; 623 
 716 ; Денга ; 1795 ; ЕМ ; Cu ; F-VF ; 22 ; MDV ; 235 
 717 ; Деньга ; 1798 ; ЕМ ; Cu ; VF ; 22 ; crackjack ; 740 
 718 ; Деньга ; 1813 ; ИМ ПС ; Cu ; F-VF ; 32 ; eugraphus ; 640 
 719 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 12 ; niger ; 816 
 720 ; 1/2 копейки ; 1840 ;  ; Cu ; VG ; 2 ; radion ; 40 
 721 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 29 ; jef688 ; 79 
 722 ; 1/2 копейки ; 1841 ;  ; Cu ; VG ; 5 ; alno51 ; 41 
 723 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 12 ; alno51 ; 164 
 724 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU ; 53 ; spsmaalex ; 184 
 725 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 78 ; клотик 2 ; 89 
 726 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; AU ; 55 ; D-monet ; 1016 
 727 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 69 ; leks ; 83 
 728 ; Полушка ВРП ; 1718-1722 ;  ; Cu ; F+ ; 16 ; sa7ha ; 98 
 629 ; Копейка ; 1789 ; ЕМ ; Cu ; VF+ ; 58 ; 230664 ; 903 
 630 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 38 ; Pronoza ; 367 
 631 ; Копейка ; 1797 ; ЕМ ; Cu ; VF-XF ; 51 ; irv ; 303 
 632 ; Копейка ; 1797 ; ЕМ ; Cu ; VF+ ; 58 ; alexander9595 ; 571 
 633 ; Копейка ; 1797 ; ЕМ ; Cu ; VF- ; 27 ; alno51 ; 163 
 634 ; Копейка (Ильин-1р) ; 1797 ; АМ ; Cu ; F-VF ; 32 ; кабан ; 809 
 635 ; Копейка ; 1798 ; ЕМ ; Cu ; VF-XF ; 10 ; варяг2004 ; 267 
 636 ; Копейка ; 1798 ; ЕМ ; Cu ; VF+ ; 16 ; irv ; 257 
 637 ; Копейка ; 1799 ; ЕМ ; Cu ; VF+ ; 35 ; alno51 ; 232 
 638 ; Копейка ; 1799 ; ЕМ ; Cu ; VF-XF ; 29 ; goland ; 389 
 639 ; Копейка ; 1800 ; ЕМ ; Cu ; VF-XF ; 5 ; варяг2004 ; 291 
 640 ; Копейка ; 1800 ; ЕМ ; Cu ; VF+ ; 10 ; k2e ; 178 
 641 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 28 ; Pronoza ; 126 
 642 ; Копейка ; 1819 ; КМ АД ; Cu ; F ; 16 ; strapeznikov ; 85 
 643 ; Копейка ; 1819 ; КМ АД ; Cu ; F ; 5 ; strapeznikov ; 77 
 644 ; Копейка ; 1819 ; КМ АД ; Cu ; F ; 21 ; Григорий ; 30 
 645 ; Копейка ; 1820 ; КМ АД ; Cu ; F+ ; 13 ; alno51 ; 102 
 646 ; Копейка ; 1822 ; КМ АМ ; Cu ; F-VF ; 6 ; pmaster ; 227 
 647 ; Копейка ; 1825 ; КМ АМ ; Cu ; F-VF ; 16 ; lvl555 ; 114 
 648 ; Копейка ; 1827 ; КМ АМ ; Cu ; F-VF ; 21 ; strapeznikov ; 114 
 649 ; Копейка ; 1827 ; КМ АМ ; Cu ; F ; 17 ; ten137 ; 47 
 650 ; Копейка ; 1828 ; КМ АМ ; Cu ; F-VF ; 17 ; Pronoza ; 148 
 651 ; Копейка ; 1828 ; КМ АМ ; Cu ; F ; 13 ; ten137 ; 61 
 652 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 3 ; Коллекционер ; 34 
 653 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 25 ; ten137 ; 55 
 654 ; Копейка ; 1830 ; КМ АМ ; Cu ; F+ ; 22 ; Pronoza ; 227 
 655 ; Копейка ; 1830 ; КМ АМ ; Cu ; F ; 6 ; strapeznikov ; 64 
 656 ; Копейка ; 1831 ; СМ ; Cu ; F ; 12 ; Григорий ; 21 
 657 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 15 ; ten137 ; 61 
 658 ; Копейка ; 1841 ;  ; Cu ; VG ; 19 ; alno51 ; 30 
 659 ; Копейка ; 1841 ; СМ ; Cu ; F-VF ; 9 ; alno51 ; 71 
 660 ; Копейка ; 1842 ; СПМ ; Cu ; VF- ; 59 ; hill1972 ; 227 
 661 ; Копейка ; 1842 ; СМ ; Cu ; F-VF ; 11 ; alno51 ; 85 
 662 ; Копейка ; 1843 ; СМ ; Cu ; F-VF ; 13 ; capitan.71 ; 67 
 663 ; Копейка ; 1844 ; СМ ; Cu ; F ; 10 ; strapeznikov ; 88 
 664 ; Копейка ; 1853 ; ЕМ ; Cu ; F ; 7 ; alno51 ; 67 
 665 ; Копейка ; 1855 ; ЕМ ; Cu ; F ; 5 ; ten137 ; 35 
 666 ; Копейка ; 1860 ; ЕМ ; Cu ; F+ ; 11 ; alno51 ; 71 
 667 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 9 ; Григорий ; 9 
 668 ; Копейка ; 1906 ; СПБ ; Cu ; F+ ; 7 ; ten137 ; 14 
 669 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 2 ; strapeznikov ; 22 
 670 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 8 ; kotok ; 19 
 671 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 37 ; зело ; 57 
 672 ; Копейка ; 1915 ;  ; Cu ; XF- ; 23 ; capitan.71 ; 22 
 673 ; Денга ; 1706 ;  ; Cu ; F+ ; 72 ; pirat27 ; 996 
 674 ; Денга ; 1707 ;  ; Cu ; F+ ; 42 ; pirat27 ; 793 
 675 ; Денга ; 1712 ;  ; Cu ; F ; 47 ; кабан ; 477 
 676 ; Денга ; 1730 ;  ; Cu ; VF- ; 4 ; o.k. ; 66 
 677 ; Денга. Аверс/Реверс 15 градусов ; 1731 ;  ; Cu ; F-VF ; 39 ; tss ; 141 
 678 ; Денга ; 1731 ;  ; Cu ; VF ; 17 ; strapeznikov ; 76 
 579 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F-VF ; 10 ; jef688 ; 60 
 580 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 30 ; overshtag ; 447 
 581 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 20 ; leo 2 ; 128 
 582 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 35 ; murka1973 ; 261 
 583 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 22 ; strapeznikov ; 55 
 584 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 39 ; rokada77 ; 72 
 585 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF+ ; 19 ; alno51 ; 117 
 586 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 12 ; strapeznikov ; 55 
 587 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 10 ; evgen72 ; 60 
 588 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 3 ; alno51 ; 82 
 589 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF+ ; 32 ; Ozzy ; 223 
 590 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F+ ; 13 ; alno51 ; 102 
 591 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F+ ; 40 ; alno51 ; 232 
 592 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F-VF ; 42 ; strapeznikov ; 120 
 593 ; 2 копейки ; 1821 ; КМ АМ ; Cu ; F+ ; 62 ; alno51 ; 231 
 594 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; F+ ; 63 ; alno51 ; 231 
 595 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F-VF ; 46 ; alno51 ; 381 
 596 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F ; 13 ; alno51 ; 61 
 597 ; 2 копейки ; 1838 ; СМ ; Cu ; F ; 42 ; jef688 ; 57 
 598 ; 2 копейки ; 1839 ; СМ ; Cu ; F-VF ; 13 ; Pronoza ; 146 
 599 ; 2 копейки ; 1843 ; СПМ ; Cu ; VF+ ; 64 ; rizovtpl ; 1247 
 600 ; 2 копейки ; 1843 ; СМ ; Cu ; F-VF ; 8 ; MDV ; 453 
 601 ; 2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 25 ; MDV ; 628 
 602 ; 2 копейки ; 1845 ; СМ ; Cu ; F ; 5 ; кабан ; 141 
 603 ; 2 копейки ; 19 век ;  ; Cu ; F ; 7 ; strapeznikov ; 15 
 604 ; 2 копейки ; 1868 ; ЕМ ; Cu ; VF ; 26 ; kostya12.04.1994 ; 294 
 605 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF+ ; 26 ; 230664 ; 567 
 606 ; 2 копейки ; 1881 ; СПБ ; Cu ; F ; 8 ; strapeznikov ; 15 
 607 ; 2 копейки ; 1896 ; СПБ ; Cu ; F ; 7 ; Григорий ; 15 
 608 ; 2 копейки ; 1899 ; СПБ ; Cu ; F ; 4 ; koga ; 17 
 609 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 15 ; alno51 ; 22 
 610 ; 2 копейки ; 1901 ; СПБ ; Cu ; F ; 13 ; Григорий ; 13 
 611 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 3 ; alno51 ; 30 
 612 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 19 ; capitan.71 ; 24 
 613 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 11 ; rasti ; 83 
 614 ; 2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 9 ; alno51 ; 18 
 615 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 15 ; meny ; 17 
 616 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 9 ; кабан ; 82 
 617 ; Копейка. Отверстия 10 и 5 часов ; 1710 ; БК ; Cu ; F ; 14 ; is54 ; 120 
 618 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F+ ; 28 ; pirat27 ; 1134 
 619 ; Копейка ; 1712 ; ·Б·К· ; Cu ; F+ ; 80 ; pirat27 ; 787 
 620 ; Копейка ; 1713 ; НД ; Cu ; F+ ; 40 ; locator79 ; 937 
 621 ; Копейка ; 1714 ; МД ; Cu ; F+ ; 55 ; pirat27 ; 793 
 622 ; Копейка ; 1716 ; НД ; Cu ; F+ ; 95 ; арбат ; 888 
 623 ; Копейка ; 1757 ;  ; Cu ; F-VF ; 11 ; alno51 ; 61 
 624 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 21 ; alno51 ; 83 
 625 ; Копейка ; 1759 ;  ; Cu ; VF- ; 31 ; Dмитрий ; 173 
 626 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 16 ; alno51 ; 73 
 627 ; Копейка ; 1764 ; ММ ; Cu ; F-VF ; 42 ; арбат ; 15810 
 628 ; Копейка (Петров-3р) ; 1788 ;  ; Cu ; F-VF ; 27 ; overshtag ; 1445 
 529 ; 2 копейки. Трещина ; 1759 ;  ; Cu ; VF- ; 32 ; ФВС ; 192 
 530 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 41 ; o.k. ; 178 
 531 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 137 ; ST ; 838 
 532 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; VF- ; 41 ; 59 ; 567 
 533 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 87 ; Майкл ; 545 
 534 ; 2 копейки ; 1772 ; ЕМ ; Cu ; VF- ; 15 ; o.k. ; 327 
 535 ; 2 копейки ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 59 ; МПП ; 1120 
 536 ; 2 копейки ; 1775 ; ЕМ ; Cu ; VF- ; 10 ; ФВС ; 303 
 537 ; 2 копейки ; 1776 ; ЕМ ; Cu ; VF- ; 9 ; habenti ; 347 
 538 ; 2 копейки ; 1780 ; КМ "Сибирь" ; Cu ; F+ ; 80 ; overshtag ; 1434 
 539 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F ; 7 ; кабан ; 340 
 540 ; 2 копейки ; 1797 ; КМ ; Cu ; F+ ; 111 ; jef688 ; 363 
 541 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 25 ; leo 2 ; 204 
 542 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 39 ; strapeznikov ; 147 
 543 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 31 ; Григорий ; 129 
 544 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 17 ; alno51 ; 153 
 545 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 61 ; DrAlex1701 ; 224 
 546 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 14 ; клотик 2 ; 261 
 547 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 51 ; Lexey ; 227 
 548 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 37 ; jef688 ; 139 
 549 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 24 ; Полянка ; 215 
 550 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 21 ; Полянка ; 168 
 551 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 21 ; Pronoza ; 179 
 552 ; 2 копейки ; 1799 ; КМ ; Cu ; F+ ; 5 ; кабан ; 379 
 553 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 32 ; Lexey ; 224 
