 5516 ; Открытка "Советская Антарктическая экспедиция" 70 лет М.М.Сомова 7.04.78 ;  ;  ;  ;  ; 7 ; doc2 ; 102 
 1601 ; 3 рубля ; 1999 ; СПМД 50 лет дружбы СССР и КНР ; Ag ; Proof ; 125 ; andrei71 ; 11274 
 1602 ; 3 рубля ; 1999 ; СПМД Уфа. Монумент дружбы ; Ag ; Proof ; 56 ; sslava054 ; 16684 
 1603 ; 3 рубля ; 2000 ; СПМД Чемпионат мира по хоккею 2000 ; Ag ; Proof ; 70 ; mountblade ; 17339 
 1604 ; 3 рубля ; 2004 ; СПМД Церковь Знамения Богородицы ; Ag ; Proof ; 56 ; sslava054 ; 4080 
 1605 ; 3 рубля ; 2005 ; ММД Гос.акад.театр оперы и балета г.Новосибирска ; Ag ; Proof ; 36 ; andrei71 ; 1838 
 1606 ; 3 рубля ; 2005 ; ММД ДК Русакова ; Ag ; Proof ; 39 ; ATF72 ; 2133 
 982 ; Медаль ВОВ. D-40мм ;  ;  ; Б/м ; AU ; 21 ; mihmax ; 213 
 983 ; Медаль Российская империя. Романовы. D-40мм ;  ;  ; Б/м ; AU ; 13 ; Lena6975 ; 153 
 984 ; Жетон метрополитена. Модель 81-717/714. Буклет ;  ;  ; Ж/м ; AU ; 25 ; an17s ; 322 
 985 ; Жетон метрополитена. Петроградская. Буклет ;  ;  ; Ж/м ; AU ; 20 ; cr2375 ; 383 
 986 ; Жетон метрополитена. Вагон тип Е. Буклет ;  ;  ; Ж/м ; AU ; 12 ; an17s ; 315 
 987 ; Жетон метрополитена. Невский проспект. Буклет ;  ;  ; Ж/м ; AU ; 13 ; SRN ; 373 
 988 ; Жетон метрополитена. Спасская. Буклет ;  ;  ; Ж/м ; AU ; 19 ; an17s ; 410 
 989 ; Жетон метрополитена. Сенная площадь. Буклет ;  ;  ; Ж/м ; AU ; 16 ; cr2375 ; 404 
 990 ; Жетон метрополитена. Волковская. Буклет ;  ;  ; Ж/м ; AU ; 51 ; cr2375 ; 1959 
 991 ; Жетон метрополитена. Горьковская. Буклет ;  ;  ; Ж/м ; AU ; 9 ; an17s ; 360 
 992 ; Жетон 1 раз. Зафурцимандолит ; ММД ;  ; Ж/м ; XF+ ; 15 ; ЂÀмЂҰ ; 284 
 993 ; Жетон. Графическое изображение рубля. D - 20mm ; 2015 ;  ; ж/м ; XF+ ; 27 ; ssbb333 ; 155 
 994 ; Лот жетонов (2шт). Буклет ;  ;  ; Б/м ; XF ; 36 ; roza77 ; 159 
 995 ; Набор петличных знаков США: 2шт ;  ;  ; Ж/м ; XF ; 4 ; Краснодар ; 15 
 996 ; Лот жетонов (10шт) ;  ;  ; Б/м,ж/м ; XF ; 22 ; Vitaliy Gridasov ; 429 
 997 ; Лот жетонов "300 лет СПб" (2шт) ; 2003 ;  ; ж/м ; AU ; 13 ; agent283 ; 73 
 998 ; Лот жетонов метрополитена (3шт) ;  ;  ; Ж/м ; VF/XF ; 19 ; ritm ; 110 
 999 ; Лот жетонов (7шт) ;  ;  ; Ж/м,пластик ; VF/XF ; 19 ; Vitaliy Gridasov ; 254 
 1000 ; Лот знаков Города (3шт) ;  ;  ;  ; XF+ ; 25 ; stanis.bogdanoff ; 37 
 1001 ; Лот значков: 3шт ;  ;  ; б/м ; XF+ ; 32 ; vavan60 ; 665 
 1002 ; Лот значков (18шт) ;  ;  ; Al ; VF/XF ; 14 ; Атлантик ; 59 
 1003 ; Лот медалей Второй международный симпозиум по армянскому искусству (2шт) ; 1978ЛМД ;  ; Ж/м,б/м ; XF+ ; 47 ; vkgb74 ; 1485 
 1004 ; Лот значков: 22шт ;  ;  ; Al ; XF ; 10 ; Bastet1323 ; 113 
 1005 ; Лот значков (История космических полетов. США): 13шт ;  ;  ; Б/м,ж/м ; AU ; 36 ; Папа с рацией ; 695 
 1531 ; 10 рублей ; 1996 ; ЛМД Сцена из балета "Щелкунчик" ; Au ; Proof ; 42 ; ZOLTAN333 ; 4257 
 1532 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 21 ; numis36 ; 1356 
 1533 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 38 ; Vol4en0k ; 1598 
 1534 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 24 ; Gryphon ; 1447 
 1535 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 22 ; rolan1 ; 1405 
 1536 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; Shved ; 1400 
 1537 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 18 ; rolan1 ; 1377 
 1538 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 25 ; Парамоша ; 1381 
 1539 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 18 ; morozenka ; 1281 
 1540 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 19 ; vbia ; 1362 
 1541 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 20 ; vbia ; 1307 
 1542 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 17 ; Gryphon ; 1252 
 1543 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 25 ; Shved ; 1367 
 1544 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 17 ; Gryphon ; 1326 
 1545 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 19 ; rolan1 ; 1379 
 1546 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 22 ; klv ; 1356 
 1547 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 21 ; rolan1 ; 1430 
 1548 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 34 ; Vol4en0k ; 1599 
 1549 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; ATF72 ; 1702 
 1550 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; AU ; 20 ; Gryphon ; 1379 
 1551 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 20 ; morozenka ; 1362 
 1552 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 20 ; Gryphon ; 1326 
 1553 ; 10 рублей. В коробке на 28 монет ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; AU ; 70 ; care12 ; 3527 
 1554 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; AU ; 26 ; rolan1 ; 1522 
 1555 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 20 ; rolan1 ; 1515 
 1556 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 91 ; Vol4en0k ; 2698 
 932 ; Знак Москва ;  ;  ; Ж/м ; XF ; 7 ; Сурок1 ; 92 
 933 ; Звезда Кокарда. Полевая образца 1943 года ;  ;  ; Ж/м ; XF ; 21 ; landser77 ; 364 
 934 ; Знак Инструктор ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 11 ; Сурок1 ; 101 
 935 ; Знак Инструктор ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 15 ; Сурок1 ; 104 
 936 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 15 ; Коллекционерь ; 99 
 937 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 22 ; stilspb ; 118 
 938 ; Знак ;  ;  ; Ж/м,эмаль ; VF ; 15 ; SadKo ; 197 
 939 ; Знак ;  ;  ; Ж/м,эмаль ; XF ; 23 ; avs ; 363 
 940 ; Знак Труд ;  ;  ; Ж/м,эмаль ; XF ; 11 ; Сурок1 ; 100 
 941 ; Знак ДСО Пахтакор области 1 место ;  ;  ; Ж/м,эмаль ; VF- ; 24 ; Maks87 ; 254 
 942 ; Знак ДСО Красная звезда ;  ;  ; Ж/м,эмаль ; VF+ ; 42 ; cr3873 ; 434 
 943 ; Знак ДСО Зенит ;  ;  ; Б/м ; XF ; 56 ; Neva ; 305 
 944 ; Знак 30 лет шахтеру. Донецк ;  ;  ; Ж/м ; VF- ; 34 ; Сурок1 ; 210 
 945 ; Знак Рига 1972 ;  ;  ; Б/м,эмаль ; XF ; 5 ; mask ; 21 
 946 ; Знак Ралли ;  ;  ; Ж/м ; VF-XF ; 9 ; Сурок1 ; 68 
 947 ; Знак ДСО Урожай РСФСР ;  ;  ; Ж/м ; XF ; 26 ; архыз ; 183 
 948 ; Знак. Отличник соц.соревнования. Ж/д транспорт ;  ;  ; ж/м ; VF+ ; 35 ; Сурок1 ; 646 
 949 ; Знак. Отличный артиллерист ;  ;  ; ж/м ; XF- ; 52 ; 1023oxana ; 2630 
 950 ; Знак окончание Медицинского ВУЗа ;  ;  ; Al ; XF ; 20 ; evseechevvv ; 668 
 951 ; Знак ЛИТМО ;  ;  ; Б/м,эмаль ; VF ; 19 ; НЕРИ ; 2601 
 952 ; Знак Отличник благоустройства Херсона ;  ;  ; Ж/м,эмаь ; XF+ ; 23 ; дануна ; 847 
 953 ; Знак. Ленинградский институт точной механики и оптики ;  ;  ; ж/м ; VF ; 27 ; Мурзик ; 793 
 954 ; Знак. ГТО 1 степени ;  ;  ; б/м ; F-VF ; 37 ; evseechevvv ; 839 
 955 ; Знак. Зимний стадион. Ленинград ;  ;  ; Al ; XF ; 32 ; Antoschka ; 73 
 956 ; Знак. Энергия - буран. АСУ ПП Байконур ;  ;  ; Al ; XF ; 21 ; coMcom ; 126 
 957 ; Знак. Спартакиада профсоюзов СССР ; 1961 ;  ; б/м ; XF ; 39 ; evseechevvv ; 411 
 958 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 16 ; stilspb ; 111 
 959 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 23 ; 11nn ; 111 
 960 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 14 ; POUL ; 78 
 961 ; Знак окончание Медицинского ВУЗа ;  ;  ; Al ; AU ; 27 ; forconros ; 169 
 962 ; Знак. ДОСААФ СССР. Водитель автомобиля ;  ;  ; ж/м ; VF+ ; 43 ; НЕРИ ; 645 
 963 ; Знак. Отличник военно-морской стойки ;  ;  ; ж/м ; VF+ ; 63 ; KXVV ; 2038 
 964 ; Знак. ВДНХ. 1 ММИ ; 1971 ;  ; Al ; XF ; 3 ; мед-б ; 31 
 965 ; Знак. Спартакиада народов. Участник ; 1959 ;  ; ж/м ; XF- ; 53 ; 11nn ; 1530 
 966 ; Знак. Всероссийская перепись населения. За активное участие ; 2002 ;  ; б/м ; XF+ ; 49 ; coMcom ; 527 
 967 ; Знак. Ленин ;  ;  ; ж/м ; XF ; 41 ; mihmax ; 211 
 968 ; Знак. Общество Красного Креста. Монголия ;  ;  ; ж/м ; VF+ ; 19 ; Maks87 ; 255 
 969 ; Знак. КМС. Латвия ;  ;  ; б/м ; XF ; 44 ; anniso ; 313 
 970 ; Знак. ДСО Даугава. Яхтклуб ;  ;  ; ж/м ; XF ; 29 ; Neva ; 365 
 971 ; Знак. ДСО Даугава. Миниатюрный ;  ;  ; ж/м ; XF ; 15 ; Neva ; 145 
 972 ; Знак. Чемпион г.Лиепая ;  ;  ; ж/м ; VF+ ; 15 ; Maks87 ; 44 
 973 ; Знак. ДСО Буревестник ;  ;  ; ж/м ; XF ; 5 ; sports ; 46 
 974 ; Знак Передовику ударного строительства химии ЦК ВЛКСМ ; ММД ;  ; Al ; XF ; 23 ; соМсом ; 132 
 975 ; Знак. Мастер спорта. Латвия ;  ;  ; б/м ; XF ; 15 ; Maks87 ; 332 
 976 ; Знак ДНД Лиепая-78 ;  ;  ; Жм ; VF ; 22 ; Папа с рацией ; 152 
 977 ; Знак. Ветеринарная клиника ;  ;  ; б/м ; XF- ; 16 ; Maks87 ; 169 
 978 ; Знак Радуга ;  ;  ; Al ; XF ; 7 ; flotskij ; 28 
 979 ; Знак Юношеский разряд ;  ;  ; Жм ; VF ; 24 ; schrack ; 338 
 980 ; Знак Ленинградский санаторно гигиенический медицинский институт ;  ;  ; Жм ; XF ; 24 ; ZOLTAN333 ; 181 
 981 ; Знак. Посыльный. 70х90мм ;  ;  ; Al ; VF ; 24 ; forconros ; 177 
 882 ; Жетон. Франция. Торговая палата Ла-Рошели. D - 29mm ; 1715-1779 ;  ; Ag ; VF+ ; 11 ; Elephant ; 1457 
 883 ; Жетон футбол ; 1990 ;  ; Cu-Ni ; XF ; 21 ; agent283 ; 109 
 884 ; Жетон Shell ;  ;  ; Al/Br ; XF ; 3 ; Shera ; 51 
 885 ; Жетон ;  ;  ; Al/Br ; VF ; 26 ; Папа Свин ; 102 
 886 ; Жетон ;  ;  ; Al/Br ; VF ; 50 ; Lena6975 ; 163 
 887 ; Жетон. Великобритания. D-11мм ; 1833 ;  ; Br ; VF ; 39 ; D-503 ; 426 
 888 ; Знак Юный турист ;  ;  ; Ж/м,эмаль ; XF- ; 23 ; mask ; 153 
 889 ; Знак Чемпион. Первенство района Каз ССР ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; Maks87 ; 450 
 890 ; Знак Динамо Олимпийский резерв ;  ;  ; Ж/м,эмаль ; XF ; 32 ; Maks87 ; 374 
 891 ; Знак За мир. Москва-Нью-Йорк 1960 ;  ;  ; Ж/м,эмаль ; VF ; 22 ; Maks87 ; 293 
 892 ; Знак Ювелирторг ;  ;  ; Ж/м,эмаль ; XF ; 22 ; Maks87 ; 152 
 893 ; Знак ЦСК ;  ;  ; Ж/м,эмаль ; XF ; 47 ; valet6 ; 221 
 894 ; Знак Космос. Спутник ; ЛМД ;  ; Ж/м ; XF+ ; 9 ; fotogram ; 77 
 895 ; Знак ДСО Авангард ;  ;  ; Ж/м,эмаль ; XF ; 15 ; mask ; 125 
 896 ; Знак Строителю спортсооружений МССР ;  ;  ; Б/м,эмаль ; VF+ ; 39 ; Maks87 ; 367 
 897 ; Знак Спорт Кыргыз.ССР ;  ;  ; Ж/м,эмаль ; VF+ ; 25 ; Maks87 ; 360 
 898 ; Знак ДСО Авангард УРСР ;  ;  ; Ж/м,эмаль ; XF ; 17 ; Сурок1 ; 252 
 899 ; Знак 25 лет ДДК им. П.Морозова ;  ;  ; Ж/м,эмаль ; VF ; 16 ; Maks87 ; 133 
 900 ; Знак ДСО Армении 1956 ;  ;  ; Ж/м,эмаль ; VF ; 15 ; архыз ; 159 
 901 ; Знак XI Олимпийские игры в Берлине ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; landser77 ; 1734 
 902 ; Знак ДСО Авангард ;  ;  ; Ж/м,эмаль ; XF ; 12 ; Сурок1 ; 101 
 903 ; Знак Победитель. Москва 1966 ;  ;  ; Ж/м ; XF ; 34 ; Maks87 ; 333 
 904 ; Знак Всесоюзная спартакиада проф. тех. Образования ;  ;  ; Ж/м ; XF ; 30 ; Maks87 ; 320 
 905 ; Знак 6 спартакиада Динамо 1961 ;  ;  ; Ж/м,эмаль ; VF+ ; 33 ; Maks87 ; 316 
 906 ; Знак Олимпийские игры ;  ;  ; Ж/м,эмаль ; XF ; 27 ; Папа с рацией ; 148 
 907 ; Знак ЛГИТМиК ;  ;  ; Ж/м ; VF+ ; 17 ; Сурок1 ; 75 
 908 ; Знак Колхозник УРСР ;  ;  ; Ж/м,эмаль ; XF ; 19 ; архыз ; 227 
 909 ; Знак Тренеру за подготовку чемпиона РСФСР ;  ;  ; Ж/м ; XF ; 18 ; Maks87 ; 317 
 910 ; Знак Сила и красота ;  ;  ; Б/м ; VF+ ; 16 ; Увлеченный ; 115 
 911 ; Знак Руководитель XXI ЧМ ;  ;  ; Ж/м ; XF ; 38 ; Сурок1 ; 258 
 912 ; Знак Мастер. 37 первенство мира по стрельбе ;  ;  ; Ж/м,эмаль ; VF+ ; 16 ; Maks87 ; 317 
 913 ; Знак СФ ;  ;  ; Ж/м,эмаль ; XF- ; 9 ; Сурок1 ; 79 
 914 ; Знак ФК Карпаты ;  ;  ; Б/м ; VF ; 7 ; Сурок1 ; 114 
 915 ; Знак Первенство РСФСР ;  ;  ; Ж/м ; XF ; 15 ; Сурок1 ; 217 
 916 ; Знак Юный активист спорта ; ММД ;  ; Ж/м,эмаль ; XF ; 18 ; Сурок1 ; 202 
 917 ; Знак ФК Карпаты ;  ;  ; Б/м ; XF ; 25 ; mask ; 154 
 918 ; Знак. Ленинградский метрополитен ;  ;  ; ж/м ; AU ; 36 ; Вака Вака ; 895 
 919 ; 50 лет Ленметрострой ;  ;  ; б/м ; XF+ ; 21 ; Вака Вака ; 408 
 920 ; Знак. Федерация карате СССР ;  ;  ; б/м ; XF+ ; 23 ; AVS2011 ; 269 
 921 ; Знак Москва-Эстония ;  ;  ; Al ; VF ; 6 ; Bastet1323 ; 10 
 922 ; Знак ;  ;  ; Ж/м,эмаль ; XF ; 29 ; cr3873 ; 363 
 923 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 12 ; POUL ; 57 
 924 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 19 ; 11nn ; 148 
 925 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 18 ; 11nn ; 146 
 926 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 12 ; 11nn ; 91 
 927 ; Кокарда Красная звезда ;  ;  ; Ж/м,эмаль ; XF ; 9 ; 11nn ; 102 
 928 ; Знак Инструктор ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 9 ; Сурок1 ; 69 
 929 ; Знак Инструктор ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 8 ; Сурок1 ; 53 
 930 ; Знак Экспортный контроль Россия ;  ;  ; Ж/м,эмаль ; AU ; 6 ; страус ; 36 
 931 ; Жетон Петр I. D-19мм ; 2013ММД ;  ; Ж/м ; AU ; 16 ; ssbb333 ; 109 
 832 ; Медаль. Китай ;  ;  ; Ж/м ; F ; 20 ; орликиг ; 385 
 833 ; Крест 1941-1945гг. Румыния ;  ;  ; Ж/м ; XF ; 14 ; aviator55 ; 901 
 834 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 29 ; graff36alex ; 313 
 835 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; XF ; 19 ; заяц побегаец ; 213 
 836 ; Медаль. Китай ;  ;  ; Ж/м ; F ; 19 ; орликиг ; 380 
 837 ; Медаль. Франция ; 1894 ;  ; Ag ; VF+ ; 9 ; 333985 ; 1850 
 838 ; Медаль. Великобритания. Вестминстер. D - 38mm. Отверстие ; 1911 ;  ; Br ; VF- ; 35 ; Fest ; 448 
 839 ; Жетон. Франция ; 1691 ;  ; Ag ; VF- ; 44 ; Emv ; 722 
 840 ; Жетон. Франция ; 1656 ;  ; Ag ; VF+ ; 45 ; Elephant ; 1402 
 841 ; Жетон. Франция ; 1709 ;  ; Ag ; VF ; 61 ; Elephant ; 1125 
 842 ; Жетон. Франция ; 1734 ;  ; Ag ; VF ; 21 ; Elephant ; 1148 
 843 ; Жетон. Франция ; 1684 ;  ; Ag ; VF- ; 14 ; Elephant ; 1122 
 844 ; Жетон. Франция ; 1736 ;  ; Ag ; VF+ ; 26 ; Elephant ; 1304 
 845 ; Жетон. Франция ; 1723 ;  ; Ag ; VF ; 48 ; Elephant ; 1102 
 846 ; Медаль. Турку. D - 58mm ;  ;  ;  ; VF+ ; 7 ; мед-ь ; 126 
 847 ; Медаль. Острова Кука. D-53мм ;  ;  ; Б/м ; Proof ; 17 ; Lena6975 ; 240 
 848 ; Жетон 5 грамм ;  ;  ; Ж/м ; AU ; 15 ; didisister ; 209 
 849 ; Жетон 10 грамм ;  ;  ; Ж/м ; XF+ ; 7 ; didisister ; 175 
 850 ; Плакета. Johnson Matthey. Р-ры: 28 на 49мм ;  ;  ; Ж/м,позолота ; AU ; 21 ; didisister ; 183 
 851 ; Плакета. Германия. Р-ры: 28 на 44мм ;  ;  ; Ж/м,позолота ; AU ; 24 ; А.А.Д ; 357 
 852 ; Плакета 100 долларов. Р-ры: 49 на 28мм ;  ;  ; Ж/м,позолота ; Proof-Like ; 13 ; Emv ; 153 
 853 ; Медаль. Бранденбургские ворота. Германия. D-мм ;  ;  ; Ж/м,позолота ; Proof-Like ; 13 ; musik ; 357 
 854 ; Медаль. В память событий 11 сентября 2001года. D-40мм ;  ;  ; Ж/м ; Proof-Like ; 4 ; орликиг ; 204 
 855 ; Медаль. 125 лет Германии (1871-1996). D-40мм ;  ;  ; Ag ; Proof ; 36 ; Integra ; 602 
 856 ; Медаль. 125 лет Германии (1871-1996). D-40мм ;  ;  ; Ag ; Proof ; 20 ; Integra ; 590 
 857 ; Медаль. 125 лет Германии (1871-1996). D-40мм ;  ;  ; Ag ; Proof ; 17 ; Integra ; 610 
 858 ; Медаль. 125 лет Германии (1871-1996). D-40мм ;  ;  ; Ag ; Proof ; 25 ; Integra ; 611 
 859 ; Медаль. 125 лет Германии (1871-1996). D-34мм ;  ;  ; Ag ; Proof ; 26 ; Integra ; 767 
 860 ; Медаль. 125 лет Германии (1871-1996). D-40мм ;  ;  ; Ag ; Proof ; 14 ; Integra ; 566 
 861 ; Медаль Юбилей 80-летие Пауль фон Гинденбурга. Германия. D-33мм ;  ;  ; Ag990 ; XF+ ; 45 ; Бригадир ; 6666 
 862 ; Медаль  Юбилей свадьбы Вильгельма II и Августы Виктории. D-45мм ;  ;  ; Ag ; XF+ ; 42 ; remetalk ; 7037 
 863 ; Жетон. Франция. Шато ДэАмбуаз. D - 33mm ;  ;  ; ж/м ; AU ; 19 ; орликиг ; 104 
 864 ; Жетон Вильгельм II. Пруссия. Гурт снято подвеска 12 часов ;  ;  ; Al ; F ; 15 ; aviator55 ; 122 
 865 ; Жетон. Франция. Людовик XV и регент Филипп Орлеанский. D - 29mm ; 1715-1719 ;  ; Ag ; VF+ ; 18 ; Lena6975 ; 1731 
 866 ; Жетон. Священная Римская Империя. На смерть Франциска Первого 18 авг 1765г. D - 25mm ; 1765 ;  ; Ag ; F-VF ; 17 ; S1952 ; 1019 
 867 ; Жетон. Франция. Солнце освещает море. D - 28mm ; 1664 ;  ; Ag ; F-VF ; 24 ; doc2 ; 1835 
 868 ; Жетон. Франция. Парижская корпорация строителей-каменщиков. D - 29mm ; 1774-1793 ;  ; Ag ; XF- ; 18 ; Elephant ; 1657 
 869 ; Жетон. Франция. Парижская корпорация юристов и консультантов. D - 31mm ; 1750 ;  ; Ag ; XF ; 20 ; Lena6975 ; 1529 
 870 ; Жетон. Франция. Парижская корпорация слесарей. D - 28mm ; 1715-1774 ;  ; Ag ; F-VF ; 5 ; Elephant ; 1166 
 871 ; Жетон. Франция. Париж Муниципальный. Вид на мост через Сену и город. D 0 29mm ; 1643-1715 ;  ; Ag ; VF- ; 9 ; doc2 ; 1111 
 872 ; Жетон. Франция. Парижская корпорация продавцов галантереи. Покровитель Св.Людовик. D - 27mm ; 1655 ;  ; Ag ; VF- ; 11 ; Elephant ; 1302 
 873 ; Жетон. Франция. Парижская Академия хирургии. D - 30mm ; 1751 ;  ; Ag ; XF- ; 20 ; doc2 ; 1994 
 874 ; Жетон. Франция. Королевская академия хирургии. Здание школы хирургии. D - 33mm ; 1775 ;  ; Ag ; XF- ; 13 ; doc2 ; 1850 
 875 ; Жетон. Франция. Парижская академия Св.Луки. D - 29mm ; 1758 ;  ; Ag ; XF- ; 7 ; Elephant ; 1420 
 876 ; Жетон. Франция. Герб декана парижского факультета медицины Иоанна Мерле. D - 29mm ; 1645 ;  ; Ag ; XF ; 15 ; doc2 ; 1838 
 877 ; Жетон. Франция. Парижская церковь Сен-Жерве и Сен-Проте. D - 29mm ; 1715 ;  ; Ag ; VF-XF ; 7 ; Elephant ; 1472 
 878 ; Жетон. Франция. Парижская церковь Св.Марии Магдалины. D - 28mm ; 1750 ;  ; Ag ; F-VF ; 5 ; Elephant ; 1302 
 879 ; Жетон. Франция. Нормандия. Академия Руана. D - 31mm ; 1723 ;  ; Ag ; VF+ ; 9 ; Elephant ; 1323 
 880 ; Жетон. Франция. Орлеан. Мэр Орлеана Тассен. D - 29mm ; 1754 ;  ;  ; VF-XF ; 11 ; Elephant ; 1402 
 881 ; Медаль. Франция. Лотарингия. С/х общество округа Эпинталь. D - 42,5mm ; 1887 ;  ; Ag ; XF ; 17 ; Fest ; 2058 
 782 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя ; ЛМД ;  ; Cu-Ni ; Proof ; 39 ; coinsru ; 716 
 783 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя. Герб Санкт-Петербургской губернии ; ЛМД ;  ; Cu-Ni ; Proof ; 32 ; coinsru ; 716 
 784 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 22 ; coinsru ; 716 
 785 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя. Герб области войска Донского ; ЛМД ;  ; Cu-Ni ; Proof ; 35 ; coinsru ; 716 
 786 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 16 ; coinsru ; 716 
 787 ; Медаль. Гербы городов, губерний, областей и посадов.  Санкт-Петербургская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 24 ; coinsru ; 716 
 788 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 16 ; coinsru ; 716 
 789 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 23 ; coinsru ; 716 
 790 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя ; ЛМД ;  ; Cu-Ni ; Proof ; 19 ; Wulf ; 701 
 791 ; Медаль. Герб Пензенской губернии ; ЛМД ;  ; Cu-Ni ; Proof ; 22 ; coinsru ; 716 
 792 ; Медаль. Гербы городов, губерний, областей и посадов. Герб Пензенской губернии ; ЛМД ;  ; Cu-Ni ; Proof ; 20 ; coinsru ; 716 
 793 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 23 ; coinsru ; 716 
 794 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 25 ; coinsru ; 716 
 795 ; Жетон. 300-летие российского военно-морского флота. D - 38mm ;  ;  ; Cu-Ni ; Proof ; 45 ; Wulf ; 401 
 796 ; Жетон. 70 лет Победы. D - 30mm ; 2015 ;  ; Cu-Ni ; Proof ; 31 ; doc2 ; 465 
 797 ; Жетон 70 лет победы ;  ;  ; Cu-Ni ; Proof ; 28 ; an78gg ; 372 
 798 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 21 ; anniso ; 373 
