 3566 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 1 ; грос79 ; 22 
 990 ; Медаль. Московское нумизматическое общество. Монетные чеканы уделов Великого княжества Тверского - XV в. D-70мм ; 2008ММД ;  ; Ж/м ; AU ; 24 ; psv01 ; 1004 
 991 ; Медаль. 50 лет победы в ВОВ. D-60мм ; 1995 ;  ; Б/м ; AU ; 62 ; psv01 ; 438 
 992 ; Медаль. 50 лет победы в ВОВ. D-60мм ; 1995 ;  ; Ж/м ; AU ; 17 ; Sacha777 ; 506 
 993 ; Медаль. Петр I Всероссийский. D-51мм ; ММД ;  ; Ж/м ; AU ; 14 ; molotok ; 363 
 994 ; Медаль. Московский цирк Никулина на Цветном бульваре. D-64мм ; ММД ;  ; Ж/м ; AU ; 70 ; Sacha777 ; 761 
 995 ; Медаль. Московское нумизматическое общество. Монетные чеканы уделов Великого княжества Московского XIV-XV вв. D-70мм ; 2008ММД ;  ; Ж/м ; AU ; 13 ; Седой ; 1119 
 996 ; Медаль. Московский монетный двор. В коробке. D-60мм ; ММД ;  ; Ж/м ; AU ; 37 ; psv01 ; 451 
 997 ; Медаль. Московский монетный двор. В коробке. D-60мм ; ММД ;  ; Ж/м ; AU ; 24 ; Sacha777 ; 507 
 998 ; Медаль. Конная статуя Петра I работы Карло Б. Растрелли. D-65мм ; 1976ЛМД ;  ; Al ; VF- ; 1 ; Империя ; 200 
 999 ; Медаль. Александр Гольденвейзер (1875-1961). D-60мм ; 1975ЛМД ;  ; Ж/м ; AU ; 10 ; Sacha777 ; 286 
 1000 ; Медаль. Президиум Верховного совета Башкирской АССР. D-60мм ; 1983ЛМД ;  ; Ж/м ; VF-XF ; 3 ; Так!!! ; 350 
 865 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; vic2 ; 20 
 866 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 9 ; sorochan1 ; 16 
 867 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 1 ; yral ; 2 
 868 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 8 ; wilk ; 23 
 869 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F ; 3 ; hill1972 ; 16 
 870 ; Копейка. Деформация ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 7 ; hill1972 ; 16 
 871 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; wilk ; 22 
 872 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 8 ; kolhis ; 21 
 873 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 33 ; abrek112 ; 255 
 874 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; Sterh ; 22 
 875 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; hill1972 ; 18 
 876 ; Копейка. Петр Алексеевич ? ; 1689-1725 ;  ; Ag ; VF ; 7 ; Pronoza ; 65 
 877 ; Копейка допетровская. Инкузный след ;  ;  ; Ag ; VF- ; 62 ; coinlover ; 211 
 878 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 24 ; Pronoza ; 25 
 879 ; Лот допетровских монет (8шт): копейка ;  ;  ; Ag ; F/F+ ; 15 ; superaleks2004 ; 105 
 880 ; Лот допетровских монет Алексея Михайловича "Медный бунт" (23шт) ; 1645-1676 ;  ; Cu ; F+ ; 68 ; abrek112 ; 869 
 883 ; Тетрадрахма. Аттика, Афины. М-16,52гр ; 144-143 гг до н.э. ;  ; Ag ; VF- ; 62 ; tau ; 12500 
 884 ; Денарий. Рим, имп. Траян. М-3,18гр ; 98-117 ;  ; Ag ; VF- ; 49 ; hobot ; 1836 
 885 ; Денарий. Рим, имп. Гета. М-3,18гр ; 209-212 ;  ; Ag ; VF ; 24 ; radion ; 1168 
 886 ; Антониниан. Рим, имп. Аврелиан. М-2,93гр ; 270-275 ;  ; Ag ; F-VF ; 16 ; Гордиан ; 928 
 887 ; Драхма. Македония, Александр III Великий. М-4,18гр ; 336-323 гг до н.э. ;  ; Ag ; VF- ; 23 ; murka1973 ; 2833 
 888 ; Драхма. Македония, Александр III Великий. М-4,14гр ; 336-323 гг до н.э. ;  ; Ag ; VF ; 48 ; xabib ; 2533 
 889 ; Драхма. Македония, Александр III Великий. М-4,06гр ; 336-323 гг до н.э. ;  ; Ag ; VF- ; 36 ; vvp500 ; 1183 
 890 ; Денарий. Рим, Республика. М- 3,74гр ;  ;  ; Ag ; VF- ; 22 ; radion ; 1247 
 891 ; Денарий. Рим, Республика. М-3,88гр ;  ;  ; Ag ; VF- ; 42 ; radion ; 922 
 892 ; Денарий. Рим, Республика. М-3,88гр ;  ;  ; Ag ; VF- ; 51 ; xabib ; 1041 
 893 ; Денарий. Рим, Республика. М-3,74гр ;  ;  ; Ag ; VF ; 47 ; xabib ; 1383 
 894 ; Денарий. Рим Республика ;  ;  ; Ag ; VF- ; 36 ; radion ; 972 
 895 ; Денарий. Рим Республика. Деформация ;  ;  ; Ag ; F-VF ; 71 ; vvp500 ; 837 
 896 ; Денарий. Рим Республика ;  ;  ; Ag ; VF- ; 22 ; Упс ; 1446 
 897 ; Монета античная. Рим, имп. Каракалла. Провинциальная чеканка. М-8,88гр ; 211-217 ;  ; Br ; F ; 50 ; vvp500 ; 585 
 898 ; Монета античная. Рим, имп. Гордиан III и Серапис. М-12,19гр ; 238-244 ;  ; Br ; F ; 67 ; Dahan ; 934 
 899 ; АЕ-19. Ликия, г. Фазелис. М-4,16гр ; 2-1 вв до н.э. ;  ; Cu ; F ; 33 ; vvp500 ; 582 
 900 ; Асс. Римская империя, Фаустина младшая (дочь Антонина Пия). М-4,81 ;  ;  ; Cu ; F ; 46 ; vvp500 ; 500 
 901 ; Монета античная. Сирия, Селевкид. М-6,09гр ;  ;  ; Cu ; F ; 19 ; radion ; 408 
 902 ; Тетрадрахма. Рим, провинция Египет, Александрия. М-7,41гр ; 4 в ;  ; Cu ; F-VF ; 45 ; abrek112 ; 1128 
 903 ; Тетрадрахма. Рим, провинция Египет, Александрия. М-5,77гр ; 4 в ;  ; Cu ; F-VF ; 31 ; Luidor ; 750 
 904 ; Тетрадрахма. Рим, провинция Египет, Александрия. М-7,87гр ; 4 в ;  ; Cu ; F-VF ; 20 ; vvp500 ; 593 
 905 ; Скифаты. Византия, Алексей III Комнин. М-3,24гр ; 1195-1203 ;  ; Cu ; VF- ; 99 ; georg20 ; 1287 
 906 ; Фоллис. Византия. М-4,60гр ; 11 в ;  ; Cu ; F+ ; 41 ; lestes ; 1532 
 907 ; Фоллис. Византия. М-10,23гр ; 11 в ;  ; Cu ; F+ ; 51 ; lestes ; 1530 
 908 ; Обол. Фракия, Месембрия. М-1,28гр ; 450-350гг до н.э. ;  ; Cu ; F+ ; 110 ; coinlover ; 3134 
 909 ; Монета-дельфин (1/25 обола). Ольвия. М-2,21г ; V-VI века до нэ ;  ; Cu ; F ; 37 ; smaci ; 234 
 910 ; Фоллис. Рим. Юлиан II. М-8,71г ;  ;  ; Cu ; F ; 39 ; sorochan1 ; 453 
 911 ; Антониниан. Рим. Северина. М-3,23г ;  ;  ; Cu ; F ; 43 ; vvp500 ; 352 
 912 ; Монета. Селевкиды. Антиох VIII. М-5,48г ; 121-96гг до нэ ;  ; Cu ; VG ; 9 ; vvp500 ; 340 
 913 ; Монета. Селевкиды. Антиох I. М-4,29г ; 280-261гг до нэ ;  ; Cu ; F ; 27 ; vvp500 ; 510 
 914 ; Монета. Рим. Феодосий I. М-4,47г ;  ;  ; Cu ; F ; 36 ; Гордиан ; 465 
 915 ; Монета медная. Кушаны ; 7 век ;  ; Cu ; F ; 32 ; kaa123 ; 184 
 916 ; Монета античная. Рим. D-21мм ;  ;  ; Cu ; F-VF ; 32 ; vvp500 ; 264 
 550 ; Лот монет России: 2 коп (8шт) ; 1870-1912 ;  ; Cu ; F-VF ; 28 ; sikachai ; 128 
 551 ; Лот монет России: 3 коп (8шт) ; 1874-1913 ;  ; Cu ; F-VF/F ; 78 ; sikachai ; 206 
 817 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 20 ; отдайте! ; 20 
 818 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 9 ; user1306 ; 91 
 819 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 11 ; yevgeniy ; 40 
 820 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 3 ; yevgeniy ; 53 
 821 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 9 ; user1306 ; 59 
 822 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 3 ; kostian ; 31 
 823 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 22 ; kolhis ; 134 
 824 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 5 ; kolhis ; 102 
 825 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 16 ; nikolaj ; 105 
 826 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 21 ; abrek112 ; 116 
 827 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 5 ; user1306 ; 82 
 828 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF-XF ; 14 ; lvd ; 120 
 829 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 16 ; kolhis ; 67 
 830 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 37 ; cotangens ; 396 
 831 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 11 ; yevgeniy ; 50 
 832 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 12 ; vadim60 ; 51 
 833 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 40 ; abrek112 ; 106 
 834 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 34 ; vasa1606 ; 50 
 835 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 26 ; kolhis ; 25 
 836 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F ; 29 ; superaleks2004 ; 30 
 837 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 29 ; superaleks2004 ; 30 
 838 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 71 ; user1306 ; 93 
 839 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 31 ; user1306 ; 32 
 840 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 26 ; Sterh ; 26 
 841 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 29 ; superaleks2004 ; 30 
 842 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; superaleks2004 ; 25 
 843 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; cotangens ; 56 
 844 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; vic2 ; 23 
 845 ; Копейка. Иван IV Васильевич (Грозный) ; 1533-1584 ;  ; Ag ; F-VF ; 9 ; kolhis ; 31 
 846 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 16 ; Sterh ; 23 
 847 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 11 ; mib ; 37 
 848 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 11 ; kolhis ; 114 
 849 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF- ; 13 ; Sterh ; 18 
 850 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 69 ; abrek112 ; 112 
 851 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 67 ; yevgeniy ; 85 
 852 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 10 ; Rober ; 16 
 853 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 62 ; mib ; 75 
 854 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 16 ; vadim60 ; 16 
 855 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; yevgeniy ; 43 
 856 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 5 ; отдайте! ; 13 
 857 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; avp ; 17 
 858 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; wilk ; 19 
 859 ; Копейка. Михаил Федорович. Новгород? ; 1617-1627 ;  ; Ag ; F+ ; 5 ; superaleks2004 ; 15 
 860 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 22 ; Rober ; 23 
 861 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; kotok ; 15 
 862 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; отдайте! ; 16 
 863 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; sorochan1 ; 22 
 864 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; sorochan1 ; 16 
 500 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU/XF ; 20 ; leks ; 201 
 501 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 22 ; прыгун ; 85 
 502 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; XF ; 48 ; kondor300 ; 450 
 503 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU/XF ; 61 ; kondor300 ; 355 
 504 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 96 ; abrek112 ; 505 
 505 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 19 ; viena ; 206 
 506 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 20 ; fokin ; 172 
 507 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 7 ; lvd ; 90 
 508 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU/XF ; 40 ; alno51 ; 255 
 509 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 13 ; kondor300 ; 194 
 510 ; 1/2 копейки ; 1915 ;  ; Cu ; AU/XF ; 20 ; kondor300 ; 408 
 511 ; Полушка ; 1719 ; НД ; Cu ; F+ ; 21 ; Павлов75 ; 300 
 512 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 7 ; Медведь ; 16 
 513 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; VF ; 21 ; overshtag ; 65 
 514 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; XF- ; 33 ; shknikolay ; 385 
 515 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF+ ; 5 ; rachkowsky ; 680 
 516 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 7 ; skif ; 31 
 517 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 4 ; overshtag ; 25 
 518 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 9 ; vic2 ; 10 
 519 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; VF+ ; 32 ; Danila-56 ; 149 
 520 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F ; 7 ; vic2 ; 10 
 521 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F-VF ; 4 ; overshtag ; 51 
 522 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F+ ; 21 ; alno51 ; 82 
 523 ; Полушка ; 1766 ; ЕМ ; Cu ; F ; 13 ; kotok ; 55 
 524 ; Полушка (Петров-3р) ; 1767 ; КМ "Сибирь" ; Cu ; F ; 22 ; vic2 ; 400 
 525 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F ; 11 ; vic2 ; 400 
 526 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 30 ; ask ; 348 
 527 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 20 ; ask ; 306 
 528 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF ; 29 ; shknikolay ; 515 
 529 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; AU/XF ; 41 ; FVS ; 1100 
 530 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 36 ; Danila-56 ; 872 
 531 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 20 ; kollega ; 681 
 532 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 22 ; lvd ; 1353 
 533 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 34 ; qwesda ; 1024 
 534 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F+ ; 12 ; igor6353 ; 203 
 535 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 26 ; Митрич ; 300 
 536 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 14 ; rachkowsky ; 333 
 537 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 26 ; tank7 ; 490 
 538 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 15 ; Митрич ; 171 
 539 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 9 ; Митрич ; 203 
 540 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 15 ; tank7 ; 498 
 541 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 11 ; Митрич ; 104 
 542 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 21 ; Митрич ; 257 
 543 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 16 ; tank7 ; 306 
 544 ; Лот монет России: 2,1 коп, денга (6шт) ; 1749-1916 ;  ; Cu ; F ; 17 ; 1269532 ; 53 
 545 ; Лот монет России (3шт): денга ; 1730-е, 1731 ;  ; Cu ; F+ ; 15 ; smaci ; 53 
 546 ; Лот монет России: 1,1/2 коп, денежка (5шт) ; 1842-1903 ;  ; Cu ; F/F+ ; 6 ; отдайте! ; 64 
 547 ; Лот монет России: 1 коп (9шт) ; 1874-1914 ;  ; Cu ; F+ ; 63 ; sikachai ; 153 
 548 ; Лот монет России: 2,1 коп,денга,полушка (8шт) ; 18 век,1731-1825 ;  ; Cu ; F-VF/F ; 114 ; volod ; 612 
 549 ; Лот монет России (6шт): 5к,2к,1к ; 1879,1903,1902,1901, ;  ; Cu ; F/F+ ; 85 ; F111A ; 128 
 450 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 11 ; volod ; 194 
 451 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 8 ; Rober ; 26 
 452 ; Копейка ; 1915 ;  ; Cu ; AU ; 9 ; qwesda ; 142 
 453 ; Копейка ; 1915 ;  ; Cu ; AU ; 25 ; lvd ; 300 
 454 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 31 ; arseniev ; 127 
 455 ; Копейка ; 1916 ;  ; Cu ; XF- ; 5 ; volod ; 79 
 456 ; Денга ; 1701 ;  ; Cu ; F+ ; 51 ; dimon46 ; 1326 
 457 ; Денга ; 1703 ;  ; Cu ; F+ ; 62 ; molodoy ; 1001 
 458 ; Денга. Отверстие 12 часов, деформация ; 1705 ;  ; Cu ; F ; 12 ; Павлов75 ; 114 
 459 ; Денга ; 1706 ;  ; Cu ; F ; 32 ; molodoy ; 787 
 460 ; Денга ; 1707 ;  ; Cu ; F-VF ; 29 ; lvd ; 1360 
 461 ; Денга ; 1707 ;  ; Cu ; F ; 57 ; molodoy ; 590 
 462 ; Денга ; 1708 ;  ; Cu ; F+ ; 8 ; molodoy ; 1500 
 463 ; Денга ; 18 век ;  ; Cu ; F-VF ; 10 ; overshtag ; 547 
 464 ; Денга ; 1730 ;  ; Cu ; F-VF ; 5 ; volod ; 67 
 465 ; Денга ; 1731 ;  ; Cu ; F ; 2 ; kotok ; 23 
 466 ; Денга ; 1731 ;  ; Cu ; VF+ ; 25 ; murka1973 ; 171 
 467 ; Денга ; 1734 ;  ; Cu ; VF-XF ; 47 ; Михалыч57 ; 681 
 468 ; Денга ; 1734 ;  ; Cu ; F ; 12 ; Rober ; 11 
 469 ; Денга ; 1735 ;  ; Cu ; F+ ; 4 ; himik121 ; 25 
 470 ; Денга ; 1735 ;  ; Cu ; F+ ; 2 ; Так!!! ; 50 
 471 ; Денга. Деформация ; 1735 ;  ; Cu ; F+ ; 9 ; superaleks2004 ; 12 
 472 ; Денга ; 1736 ;  ; Cu ; F-VF ; 42 ; volod ; 137 
 473 ; Денга ; 1737 ;  ; Cu ; F+ ; 2 ; kotok ; 23 
 474 ; Денга ; 1738 ;  ; Cu ; F-VF ; 29 ; volod ; 85 
 475 ; Денга ; 1739 ;  ; Cu ; F ; 7 ; Sterh ; 8 
 476 ; Денга ; 1747 ;  ; Cu ; F ; 5 ; Sterh ; 6 
 477 ; Денга ; 1748 ;  ; Cu ; F+ ; 2 ; kotok ; 23 
 478 ; Денга ; 1748 ;  ; Cu ; F ; 11 ; Sterh ; 10 
 479 ; Денга ; 1749 ;  ; Cu ; F+ ; 2 ; грос79 ; 33 
 480 ; Денга ; 1749 ;  ; Cu ; F+ ; 1 ; vic2 ; 25 
 481 ; Денга ; 1749 ;  ; Cu ; F-VF ; 20 ; imi ; 25 
 482 ; Денга ; 1750 ;  ; Cu ; VF ; 49 ; rachkowsky ; 331 
 483 ; Денга ; 1751 ;  ; Cu ; F ; 1 ; vic2 ; 25 
 484 ; Денга ; 1751 ;  ; Cu ; F ; 3 ; alno51 ; 26 
 485 ; Денга ; 1753 ;  ; Cu ; F ; 7 ; alno51 ; 10 
 486 ; Денга ; 1754 ;  ; Cu ; F+ ; 2 ; alno51 ; 53 
 487 ; Денга ; 1760 ;  ; Cu ; F ; 10 ; alex995 ; 22 
 488 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 7 ; wilk ; 204 
 489 ; Денга ; 1771 ; ЕМ ; Cu ; F ; 5 ; kotok ; 14 
 490 ; Денга ; 1772 ; КМ "Сибирь" ; Cu ; F-VF ; 19 ; wilk ; 463 
 491 ; Денга ; 1773 ; КМ "Сибирь" ; Cu ; F ; 38 ; alno51 ; 255 
 492 ; Денга ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 37 ; SPA ; 536 
 493 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; F ; 16 ; alno51 ; 357 
 494 ; Денга ; 1786 ; ЕМ ; Cu ; VF- ; 36 ; Danila-56 ; 680 
 495 ; Денга (Ильин-1р) ; 1793 ; КМ ; Cu ; F-VF ; 57 ; lvd ; 1530 
 496 ; Денга ; 1795 ; КМ ; Cu ; F+ ; 6 ; Михалыч57 ; 273 
 497 ; Денежка ; 1855 ; ЕМ ; Cu ; F ; 34 ; Митрич ; 159 
 498 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; VF- ; 59 ; wladimir1972 ; 1640 
 499 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 28 ; рыжик ; 105 
 400 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 2 ; грос79 ; 33 
 401 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 15 ; Упс ; 118 
 402 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 100 ; Man 11 ; 340 
 403 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 7 ; Упс ; 124 
 404 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; F+ ; 4 ; RVS ; 35 
 405 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 22 ; SSK ; 169 
 406 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 6 ; yral ; 16 
 407 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F+ ; 67 ; alno51 ; 333 
 408 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 3 ; sikachai ; 34 
 409 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; VF- ; 9 ; nekff ; 82 
 410 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VF ; 16 ; Митрич ; 125 
 411 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF+ ; 20 ; wladimir1972 ; 567 
 412 ; 2 копейки ; 1883 ; СПБ ; Cu ; VF ; 101 ; Олег33 ; 680 
 413 ; 2 копейки ; 1894 ; СПБ ; Cu ; F ; 1 ; Rober ; 2 
 414 ; 2 копейки ; 1896 ; СПБ ; Cu ; F ; 1 ; kotok ; 2 
 415 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 4 ; Так!!! ; 35 
 416 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 11 ; прыгун ; 66 
 417 ; 2 копейки ; 1910 ; СПБ ; Cu ; VG ; 3 ; acidorov ; 26 
 418 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 18 ; Danila-56 ; 57 
 419 ; 2 копейки ; 1912 ; СПБ ; Cu ; XF ; 36 ; прыгун ; 139 
 420 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 9 ; volod ; 102 
 421 ; 2 копейки ; 1913 ; СПБ ; Cu ; F+ ; 2 ; Sterh ; 3 
 422 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 17 ; volod ; 79 
 423 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 23 ; volod ; 77 
 424 ; Копейка ; 1710 ; МД ; Cu ; F-VF ; 124 ; lvd ; 4000 
 425 ; Копейка ; 1712 ; ·Б·К· ; Cu ; F+ ; 40 ; molodoy ; 1224 
 426 ; Копейка. Инкузный след от застрявшей в штемпеле монеты ; 1717? ;  ; Cu ; F+ ; 40 ; molodoy ; 4080 
 427 ; Копейка ; 1760 ;  ; Cu ; F+ ; 22 ; страус ; 72 
 428 ; Копейка ; 1760 ;  ; Cu ; F ; 10 ; kotok ; 10 
 429 ; Копейка (Петров-1р) ; 1767 ; КМ "Сибирь" ; Cu ; F ; 87 ; molodoy ; 453 
 430 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 6 ; валери ; 204 
 431 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 13 ; igor6353 ; 210 
 432 ; Копейка ; 1794 ; ЕМ ; Cu ; F ; 17 ; страус ; 120 
 433 ; Копейка ; 1795 ; ЕМ ; Cu ; F-VF ; 29 ; Rjn ; 142 
 434 ; Копейка ; 1799 ; ЕМ ; Cu ; VF+ ; 14 ; омт ; 373 
 435 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 14 ; валери ; 55 
